@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real
@attribute attr_71 real
@attribute attr_72 real
@attribute attr_73 real
@attribute attr_74 real
@attribute attr_75 real
@attribute attr_76 real
@attribute attr_77 real
@attribute attr_78 real
@attribute attr_79 real
@attribute attr_80 real
@attribute attr_81 real
@attribute attr_82 real
@attribute attr_83 real
@attribute attr_84 real
@attribute attr_85 real
@attribute attr_86 real
@attribute attr_87 real
@attribute attr_88 real
@attribute attr_89 real
@attribute attr_90 real
@attribute attr_91 real
@attribute attr_92 real
@attribute attr_93 real
@attribute attr_94 real
@attribute attr_95 real
@attribute attr_96 real
@attribute attr_97 real
@attribute attr_98 real
@attribute attr_99 real
@attribute attr_100 real
@attribute attr_101 real
@attribute attr_102 real
@attribute attr_103 real
@attribute attr_104 real
@attribute attr_105 real


@data
1.0,4040.0,890.0,1212.0,300.0,752.65,6.0,3800.0,?,?,108.42,2.75,?,4602.1,?,?,43446.8,15.0,1821.6,?,9114.22,9131.0,?,119.13,?,47096.0,?,?,120.2,107.2,?,832123.7,5136.1,?,224.55,?,?,?,1817.6,?,9078.0,?,?,?,35322.0,?,2264.0,?,?,2.47,784948.5,4858.1,?,?,21723.4,15.0,1534.6,1795.3,?,?,?,112.0,?,?,?,2859.0,?,104.33,?,?,6622.6,?,74.85,?,15.0,1836.6,1932.5,8920.04,8938.0,?,108.51,?,11774.0,1181572.6,?,?,103.03,3.15,685697.5,?,?,208.8,17584.3,?,1408.4,1473.5,?,?,105.52,?,?,45966.0,?,5000.0,?
?,?,?,1854.4,380.0,614.0,5.0,4100.0,6370.0,190.3,154.36,?,1523166.6,12930.0,?,294.98,52083.6,11.0,2595.2,?,9329.64,9396.0,148.76,?,9700.0,?,1908975.7,?,177.6,?,6.88,1451175.9,8146.1,?,196.65,34722.4,11.0,?,2627.5,9297.06,?,140.9,146.2,10149.0,?,1681849.3,7045.0,160.0,?,4.72,1341072.8,8245.0,?,?,17361.2,11.0,?,2526.4,?,9306.0,136.56,138.8,?,?,1732937.5,5606.0,?,134.8,?,?,?,147.6,?,73143.5,?,?,2244.1,9231.76,?,?,?,?,48260.0,?,4079.0,?,?,3.44,1137397.7,8758.2,132.6,?,54857.63,?,?,?,?,9244.0,?,?,?,36195.0,1654038.4,?,520.0
?,?,?,?,?,?,4.0,3300.0,2859.0,?,?,?,?,6622.6,?,?,?,15.0,?,1932.5,8920.04,8938.0,?,?,12423.86,11774.0,?,3152.0,106.0,?,3.15,?,?,?,208.8,17584.3,15.0,1408.4,1473.5,8842.18,?,105.52,?,12113.01,45966.0,?,2700.0,?,101.84,?,?,?,?,156.6,13188.23,15.0,1424.1,?,8776.71,?,?,?,?,?,1067772.0,3561.0,98.2,?,?,?,?,?,?,8792.15,15.0,?,?,8699.73,8735.0,98.12,?,?,22983.0,973523.7,3157.0,?,96.49,3.05,552124.4,3896.7,96.9,?,4396.08,?,1294.2,?,8555.54,8585.0,95.35,?,12063.5,?,?,?,?
1.0,1460.0,?,627.8,?,733.24,?,4700.0,5909.0,177.6,147.44,6.88,1451175.9,?,?,196.65,?,11.0,2284.4,?,?,9347.0,140.9,?,10149.0,24786.0,?,7045.0,?,?,?,1341072.8,?,?,?,17361.2,?,?,2526.4,9254.28,9306.0,?,138.8,9291.0,12393.0,1732937.5,5606.0,149.1,134.8,4.09,1284199.4,?,147.6,?,?,14.0,?,?,9231.76,9286.0,136.6,140.2,?,?,1734973.5,?,143.4,?,3.44,1137397.7,?,132.6,324.3,?,14.0,?,2143.3,9216.19,9244.0,?,134.46,?,36195.0,1654038.4,3629.0,137.4,?,3.45,?,6232.8,117.4,?,36571.75,?,?,?,?,?,123.37,?,?,?,1660444.0,6300.0,590.0
1.0,15670.0,3440.0,?,?,?,5.0,3000.0,3629.0,137.4,?,?,1059966.2,?,?,?,?,?,1994.6,2025.0,9185.48,9208.0,?,?,9501.3,24130.0,1660444.0,?,?,117.05,?,?,4586.1,112.8,108.1,18285.88,?,?,?,9153.66,?,120.24,?,9576.9,12065.0,?,?,124.4,?,2.75,921019.4,?,?,299.4,43446.8,?,?,?,9114.22,?,?,119.13,?,47096.0,?,2918.0,120.2,?,2.29,?,5136.1,109.6,?,?,?,?,?,9063.61,9078.0,112.15,115.7,?,?,?,2264.0,?,104.71,2.47,?,4858.1,109.1,?,21723.4,?,1534.6,?,?,?,109.02,112.0,?,?,?,3800.0,?
?,2620.0,670.0,1231.4,470.0,?,?,3900.0,?,?,162.84,6.46,?,10855.3,?,393.3,?,?,2738.8,?,9248.4,9380.0,158.63,169.5,10082.0,?,?,?,190.3,?,?,1523166.6,?,?,?,52083.6,?,?,?,9329.64,?,148.76,?,?,?,?,5909.0,177.6,?,?,1451175.9,8146.1,?,196.65,34722.4,11.0,?,?,9297.06,9347.0,140.9,146.2,?,24786.0,1681849.3,?,?,?,4.72,1341072.8,?,173.8,?,17361.2,11.0,?,2526.4,9254.28,?,136.56,138.8,?,?,1732937.5,5606.0,?,?,4.09,1284199.4,?,147.6,?,73143.5,14.0,2220.6,2244.1,9231.76,?,?,140.2,?,?,1734973.5,?,650.0
1.0,5020.0,1110.0,1706.8,340.0,?,?,3300.0,3052.0,124.4,?,2.75,?,4602.1,110.3,?,43446.8,?,1821.6,?,?,9131.0,?,?,?,47096.0,?,?,120.2,107.2,2.29,832123.7,?,109.6,?,32585.1,?,1757.7,1817.6,9063.61,9078.0,112.15,?,10304.2,35322.0,?,2264.0,?,?,2.47,784948.5,4858.1,?,149.7,21723.4,15.0,?,1795.3,?,?,109.02,112.0,10411.45,23548.0,1167697.4,?,?,?,2.5,?,?,?,?,10861.7,?,?,?,?,8938.0,110.51,108.51,?,11774.0,?,3152.0,?,?,?,?,3526.1,105.5,?,17584.3,15.0,1408.4,1473.5,8842.18,8864.0,105.52,?,?,?,1188995.8,?,?
?,1830.0,?,?,?,?,6.0,3700.0,3152.0,106.0,103.03,?,?,?,?,?,17584.3,?,1408.4,1473.5,?,?,105.52,105.32,?,45966.0,?,2700.0,?,101.84,2.65,?,?,100.4,156.6,?,15.0,1424.1,1584.3,8776.71,8799.0,101.0,101.89,13571.8,34474.5,?,?,?,?,?,602224.7,3819.0,97.2,104.4,?,15.0,?,1389.6,?,8735.0,98.12,98.45,13596.37,?,973523.7,3157.0,92.8,96.49,3.05,?,3896.7,96.9,52.2,?,?,?,?,8555.54,8585.0,?,?,?,?,954628.6,3678.0,86.2,?,?,526596.4,2790.6,?,334.8,14488.6,?,1143.8,1316.3,?,?,90.95,89.79,11379.37,?,?,?,300.0
1.0,3560.0,690.0,925.6,?,?,?,2500.0,?,92.8,96.49,3.05,?,?,?,?,4396.08,15.0,?,?,8555.54,8585.0,95.35,94.34,?,11491.5,954628.6,?,86.2,83.21,?,526596.4,2790.6,94.1,?,14488.6,15.0,1143.8,1316.3,?,8393.0,?,89.79,11379.37,?,?,2734.0,81.9,81.05,2.44,486347.8,3157.3,90.4,?,?,15.0,?,?,8343.6,?,87.27,85.56,10555.47,?,?,?,?,79.93,2.04,?,?,?,167.4,?,15.0,?,?,8271.46,?,85.37,?,8993.0,22417.5,833494.6,?,72.9,78.63,1.81,?,?,85.9,83.7,?,?,?,1104.7,8148.33,?,83.55,?,?,?,817526.9,3100.0,360.0
1.0,1590.0,350.0,?,?,678.64,?,4900.0,6370.0,?,154.36,?,?,12930.0,?,294.98,?,11.0,?,3000.0,?,9396.0,?,?,9700.0,37179.0,1908975.7,5909.0,?,147.44,6.88,1451175.9,8146.1,188.9,196.65,34722.4,?,2284.4,?,9297.06,?,140.9,146.2,10149.0,?,1681849.3,?,160.0,?,?,1341072.8,?,173.8,98.33,17361.2,?,?,?,9254.28,?,?,138.8,?,12393.0,?,5606.0,149.1,?,?,1284199.4,?,147.6,?,73143.5,14.0,?,2244.1,?,9286.0,?,140.2,?,48260.0,?,?,143.4,131.56,?,1137397.7,?,?,324.3,54857.63,?,2014.5,2143.3,9216.19,?,129.24,?,10078.4,?,?,?,?
?,?,?,962.0,260.0,749.77,?,?,?,?,?,?,704586.3,?,107.5,74.85,10861.7,15.0,1836.6,1932.5,?,?,110.51,?,12423.86,?,1181572.6,3152.0,?,103.03,?,?,?,105.5,208.8,?,15.0,?,?,8842.18,8864.0,?,105.32,12113.01,45966.0,1188995.8,?,?,?,2.65,625829.2,4386.9,100.4,156.6,?,?,1424.1,?,8776.71,8799.0,101.0,?,13571.8,?,1067772.0,3561.0,?,?,?,?,?,97.2,?,?,15.0,1298.8,?,?,?,98.12,?,13596.37,?,973523.7,3157.0,92.8,96.49,?,552124.4,3896.7,?,52.2,4396.08,?,1294.2,?,?,8585.0,95.35,?,?,?,954628.6,?,?
?,1450.0,370.0,?,?,702.48,?,?,3052.0,?,108.42,2.75,921019.4,4602.1,?,299.4,43446.8,?,?,1963.7,9114.22,9131.0,?,119.13,?,47096.0,1391757.1,?,120.2,107.2,2.29,?,?,109.6,?,32585.1,15.0,1757.7,1817.6,?,?,?,115.7,10304.2,35322.0,1181856.2,?,?,104.71,?,784948.5,?,?,149.7,?,15.0,1534.6,?,9000.91,9022.0,?,?,10411.45,23548.0,1167697.4,?,?,104.33,?,704586.3,6622.6,107.5,74.85,10861.7,?,1836.6,1932.5,8920.04,?,?,?,12423.86,?,1181572.6,?,?,?,3.15,?,3526.1,105.5,208.8,17584.3,?,1408.4,1473.5,8842.18,?,?,105.32,?,45966.0,1188995.8,4600.0,?
?,1480.0,?,?,150.0,?,5.0,?,?,62.6,?,3.72,365186.2,4730.8,74.3,?,?,?,886.4,?,?,?,73.57,69.26,?,21855.0,669640.3,6713.0,59.1,65.61,5.65,339325.9,3878.4,70.2,?,3937.2,14.0,?,?,7924.48,?,?,?,4294.06,10927.5,648845.6,6713.0,56.2,?,6.11,?,3485.8,?,239.5,?,?,797.3,?,?,8003.0,67.81,63.25,?,?,628132.9,?,?,60.78,3.94,297210.1,?,61.5,?,9342.45,15.0,?,?,1755.0,8018.0,?,60.53,?,31940.25,?,6788.0,54.2,59.4,5.41,?,?,?,?,?,15.0,?,818.5,1755.0,8001.0,63.69,58.55,3347.72,21293.5,589389.6,2100.0,190.0
?,6930.0,1780.0,485.1,70.0,?,5.0,?,?,26.9,28.4,3.31,85347.6,1163.3,?,36.98,720.7,?,331.3,467.1,1751.67,?,?,19.7,?,?,420359.6,?,24.3,26.87,?,85072.2,867.4,23.92,?,?,15.0,225.7,409.3,?,4063.0,?,18.37,1549.44,35763.0,420700.5,2028.0,?,?,2.3,73530.1,?,22.99,?,1404.45,15.0,277.8,?,?,3875.0,25.69,17.34,?,?,405541.8,?,?,23.81,2.51,70232.2,?,22.05,?,936.3,15.0,284.1,?,1750.0,3739.0,24.05,?,1013.4,17881.5,?,1785.0,?,22.28,2.06,64539.9,?,?,33.58,468.15,15.0,226.9,?,?,4527.0,23.28,15.27,?,?,519679.8,?,?
1.0,2750.0,610.0,357.5,?,?,?,1300.0,?,?,49.8,2.48,?,1563.4,35.0,129.1,?,15.0,611.8,670.1,1755.0,9048.0,?,?,1766.35,?,566492.3,2272.0,43.4,46.94,?,?,1179.5,?,?,?,?,?,652.2,1755.0,8315.0,49.92,40.26,?,10058.5,?,1627.0,?,41.25,?,160401.5,?,?,285.8,?,?,614.0,?,1755.0,7773.0,?,?,?,39066.0,524764.8,1580.0,40.3,?,1.15,?,1149.5,34.1,214.35,?,?,?,680.29,1755.0,?,?,36.45,1535.16,?,?,2628.0,39.3,40.21,?,143737.7,?,?,?,3244.55,?,?,663.97,1755.0,?,41.79,34.76,1527.55,?,?,1700.0,?
1.0,?,?,?,290.0,561.79,?,4900.0,7045.0,?,141.34,4.72,1341072.8,?,173.8,?,17361.2,11.0,?,?,9254.28,?,136.56,138.8,9291.0,?,1732937.5,5606.0,?,134.8,?,?,?,?,432.4,73143.5,?,?,?,9231.76,?,?,?,9821.0,?,1734973.5,4079.0,?,131.56,?,?,?,132.6,324.3,54857.63,?,?,?,9216.19,?,?,134.46,?,36195.0,1654038.4,?,?,?,3.45,1059966.2,?,117.4,216.2,?,14.0,?,2025.0,9185.48,?,123.37,127.33,?,24130.0,1660444.0,3882.0,130.5,?,2.45,961139.2,4586.1,112.8,?,?,?,1763.9,1837.4,9153.66,9168.0,120.24,?,?,12065.0,1673301.4,?,440.0
?,3420.0,880.0,?,160.0,890.64,4.0,?,5728.0,?,?,5.4,262789.0,?,54.2,59.88,3114.15,?,746.8,?,?,8013.0,?,?,?,?,?,?,51.3,56.13,5.97,249110.7,?,52.8,?,?,?,733.8,815.5,?,?,60.74,54.26,2978.26,41407.0,601988.1,?,50.9,57.62,4.3,225500.9,2684.3,?,162.75,7834.2,?,742.7,?,?,8102.0,58.66,?,?,31055.25,588020.5,?,49.1,?,?,?,2103.5,?,?,5222.8,?,?,?,?,8231.0,?,?,2556.96,20703.5,605688.7,4072.0,47.8,57.88,?,198459.6,2034.8,?,54.25,2611.4,15.0,645.9,744.5,?,8418.0,?,?,?,10351.75,626960.3,2400.0,180.0
2.0,?,?,598.0,?,?,10.0,?,?,?,?,?,?,6622.5,?,?,73143.5,14.0,2220.6,2244.1,?,9286.0,136.6,140.2,?,?,1734973.5,4079.0,143.4,?,?,?,?,132.6,?,?,14.0,?,2143.3,9216.19,9244.0,?,?,10078.4,?,?,3629.0,137.4,?,?,?,?,?,?,?,14.0,?,2025.0,9185.48,?,123.37,127.33,9501.3,?,1660444.0,?,130.5,117.05,2.45,961139.2,4586.1,?,?,?,14.0,?,1837.4,9153.66,9168.0,?,121.94,9576.9,12065.0,1673301.4,3052.0,124.4,?,?,?,4602.1,110.3,299.4,43446.8,15.0,1821.6,?,9114.22,9131.0,116.56,119.13,?,?,1391757.1,?,400.0
?,3600.0,980.0,612.0,?,?,7.0,?,1785.0,19.9,?,2.06,64539.9,?,?,33.58,?,15.0,?,347.5,1750.0,?,?,15.27,897.88,?,?,1892.0,17.4,?,2.46,61843.9,?,20.17,?,?,15.0,210.1,?,1750.0,?,19.49,14.2,?,34738.0,?,?,16.8,?,?,?,494.6,?,80.48,741.98,15.0,?,288.6,1750.0,?,?,?,?,?,?,?,?,?,1.67,52148.6,?,18.3,?,?,?,202.8,260.4,?,?,15.85,?,?,17369.0,?,1818.0,14.3,?,1.34,47344.8,356.0,17.36,26.83,247.33,?,184.7,211.9,?,2602.0,14.98,12.01,408.84,8684.5,?,420.0,?
