@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real
@attribute attr_71 real
@attribute attr_72 real
@attribute attr_73 real
@attribute attr_74 real
@attribute attr_75 real
@attribute attr_76 real
@attribute attr_77 real
@attribute attr_78 real
@attribute attr_79 real
@attribute attr_80 real
@attribute attr_81 real
@attribute attr_82 real
@attribute attr_83 real
@attribute attr_84 real
@attribute attr_85 real
@attribute attr_86 real
@attribute attr_87 real
@attribute attr_88 real
@attribute attr_89 real
@attribute attr_90 real
@attribute attr_91 real
@attribute attr_92 real
@attribute attr_93 real
@attribute attr_94 real
@attribute attr_95 real
@attribute attr_96 real
@attribute attr_97 real
@attribute attr_98 real
@attribute attr_99 real
@attribute attr_100 real
@attribute attr_101 real
@attribute attr_102 real
@attribute attr_103 real
@attribute attr_104 real
@attribute attr_105 real


@data
1.0,?,?,?,?,?,3.0,1500.0,7196.0,?,56.13,?,249110.7,2562.3,52.8,217.0,10445.6,?,733.8,?,1755.0,?,60.74,?,?,?,?,?,?,57.62,?,?,2684.3,50.3,162.75,7834.2,15.0,?,812.7,?,?,?,51.86,2850.2,31055.25,588020.5,4691.0,49.1,?,3.53,212073.3,?,47.5,108.5,5222.8,15.0,769.6,717.9,1755.0,8231.0,56.99,?,?,20703.5,?,?,?,57.88,3.39,?,?,45.0,54.25,2611.4,15.0,645.9,744.5,1755.0,?,56.37,46.45,?,10351.75,626960.3,?,?,?,3.25,?,1979.0,40.1,?,?,15.0,?,?,1755.0,8420.0,54.62,44.79,?,40234.0,629797.2,1700.0,190.0
1.0,?,200.0,90.0,120.0,?,?,1100.0,?,?,49.8,?,?,1563.4,?,129.1,4726.35,?,?,?,?,?,?,?,1766.35,20117.0,566492.3,2272.0,?,46.94,1.72,?,?,34.7,64.55,2363.18,?,?,?,1755.0,8315.0,49.92,?,?,?,540680.6,1627.0,41.0,41.25,1.74,?,1217.5,34.4,285.8,6489.1,15.0,614.0,608.2,?,7773.0,45.91,?,1537.96,?,?,?,?,?,?,150266.8,1149.5,?,214.35,?,?,?,680.29,1755.0,6714.0,?,?,1535.16,?,?,?,39.3,40.21,1.52,?,?,33.5,142.9,?,15.0,554.0819663,663.97,1755.0,?,?,34.76,1527.55,19533.0,409677.9,1500.0,150.0
1.0,?,790.0,530.4,?,759.17,7.0,1800.0,?,54.2,59.4,?,280451.7,3755.8,58.1,?,?,?,795.0,818.5,?,8001.0,63.69,58.55,?,21293.5,?,?,52.4,?,?,?,2931.4,?,59.88,3114.15,15.0,746.8,?,?,8013.0,?,56.45,3387.72,10646.75,?,?,?,56.13,?,249110.7,2562.3,?,217.0,10445.6,15.0,?,?,1755.0,?,?,?,?,41407.0,601988.1,?,?,57.62,4.3,?,2684.3,?,162.75,7834.2,?,742.7,?,?,?,?,?,2850.2,31055.25,?,4691.0,49.1,59.29,?,?,2103.5,47.5,108.5,5222.8,15.0,769.6,?,1755.0,8231.0,?,48.4,?,20703.5,?,2500.0,190.0
1.0,?,1540.0,251.5,?,667.88,?,600.0,2309.0,?,26.87,3.51,?,867.4,23.92,134.3,1872.6,15.0,225.7,?,1750.0,4063.0,27.84,?,1549.44,35763.0,420700.5,?,23.1,?,?,73530.1,754.3,?,?,1404.45,?,277.8,437.0,?,3875.0,?,17.34,1232.42,26822.25,?,?,21.4,23.81,?,70232.2,?,22.05,?,?,?,?,346.1,?,3739.0,24.05,16.21,?,?,428725.0,?,?,?,2.06,64539.9,?,21.11,?,468.15,15.0,?,347.5,?,4527.0,?,?,897.88,?,?,1892.0,?,20.75,?,61843.9,?,?,?,?,15.0,210.1,345.3,?,?,19.49,?,?,34738.0,?,780.0,?
1.0,?,?,?,300.0,752.65,6.0,3800.0,?,?,?,?,?,4602.1,110.3,299.4,43446.8,?,?,?,?,9131.0,116.56,?,9459.4,?,?,2918.0,120.2,?,2.29,832123.7,?,109.6,224.55,?,?,1757.7,1817.6,?,9078.0,?,115.7,?,35322.0,?,2264.0,116.3,?,2.47,?,4858.1,?,149.7,?,15.0,1534.6,1795.3,9000.91,?,?,?,10411.45,?,1167697.4,?,?,104.33,?,?,6622.6,?,74.85,10861.7,15.0,?,1932.5,8920.04,?,?,108.51,?,?,1181572.6,3152.0,106.0,103.03,3.15,685697.5,?,?,208.8,?,15.0,?,?,?,8864.0,105.52,?,12113.01,?,1188995.8,?,450.0
1.0,4880.0,?,?,?,?,?,?,6370.0,?,154.36,?,?,?,?,?,52083.6,11.0,2595.2,3000.0,?,?,?,?,9700.0,37179.0,1908975.7,?,?,147.44,?,1451175.9,?,?,?,34722.4,?,2284.4,2627.5,?,?,140.9,146.2,10149.0,24786.0,?,7045.0,160.0,141.34,4.72,?,?,173.8,98.33,?,11.0,?,2526.4,?,9306.0,?,?,9291.0,12393.0,1732937.5,?,?,134.8,4.09,?,6622.5,147.6,?,?,?,2220.6,?,9231.76,9286.0,?,140.2,9821.0,48260.0,?,4079.0,143.4,131.56,?,1137397.7,?,?,?,54857.63,?,?,2143.3,9216.19,9244.0,?,134.46,10078.4,36195.0,1654038.4,?,520.0
?,?,480.0,?,290.0,?,?,?,2859.0,111.4,?,2.5,?,?,107.5,?,?,?,1836.6,?,8920.04,8938.0,?,108.51,12423.86,11774.0,?,3152.0,106.0,103.03,3.15,685697.5,?,105.5,208.8,?,15.0,?,1473.5,8842.18,?,105.52,?,?,?,?,2700.0,103.0,?,2.65,625829.2,4386.9,100.4,?,?,15.0,1424.1,1584.3,?,?,101.0,?,?,?,1067772.0,?,98.2,?,?,602224.7,3819.0,?,?,?,15.0,?,?,?,8735.0,98.12,98.45,?,?,?,3157.0,92.8,96.49,3.05,?,?,?,52.2,4396.08,15.0,1294.2,1288.0,?,?,95.35,94.34,12063.5,?,?,?,?
1.0,?,380.0,?,430.0,733.24,?,?,5909.0,?,?,6.88,?,?,188.9,196.65,?,11.0,?,2627.5,9297.06,9347.0,140.9,?,10149.0,?,1681849.3,?,160.0,?,4.72,?,?,173.8,?,17361.2,11.0,?,2526.4,9254.28,9306.0,136.56,138.8,9291.0,?,1732937.5,5606.0,149.1,?,4.09,?,6622.5,?,?,73143.5,14.0,2220.6,2244.1,9231.76,9286.0,136.6,?,9821.0,48260.0,1734973.5,4079.0,?,131.56,?,?,?,?,?,?,14.0,?,2143.3,9216.19,9244.0,?,?,10078.4,36195.0,?,?,?,125.83,?,1059966.2,6232.8,117.4,216.2,36571.75,?,?,?,?,9208.0,123.37,127.33,9501.3,24130.0,1660444.0,?,?
1.0,?,3440.0,?,?,1010.5,5.0,3000.0,?,137.4,125.83,3.45,?,6232.8,?,216.2,?,14.0,1994.6,2025.0,9185.48,?,?,127.33,?,?,1660444.0,?,?,?,2.45,961139.2,?,?,?,18285.88,?,1763.9,1837.4,9153.66,?,?,121.94,9576.9,?,1673301.4,3052.0,124.4,108.42,?,921019.4,4602.1,110.3,299.4,?,?,1821.6,?,?,9131.0,116.56,?,9459.4,47096.0,1391757.1,2918.0,?,107.2,?,832123.7,?,?,?,32585.1,15.0,?,?,9063.61,9078.0,?,115.7,10304.2,?,1181856.2,2264.0,?,104.71,?,784948.5,4858.1,109.1,149.7,21723.4,?,1534.6,?,9000.91,?,?,?,10411.45,23548.0,1167697.4,3800.0,630.0
1.0,?,?,1231.4,?,724.38,?,?,6790.0,?,162.84,?,1640293.0,10855.3,229.3,393.3,69444.8,?,?,?,?,?,?,?,10082.0,49572.0,2318397.0,6370.0,190.3,154.36,5.33,?,?,210.7,?,?,11.0,?,?,?,9396.0,148.76,?,9700.0,?,?,?,177.6,147.44,6.88,?,?,188.9,196.65,?,11.0,?,2627.5,9297.06,9347.0,?,?,?,?,1681849.3,?,160.0,141.34,4.72,?,8245.0,173.8,98.33,?,?,2451.2,?,?,9306.0,136.56,138.8,9291.0,12393.0,?,5606.0,?,134.8,4.09,1284199.4,?,147.6,432.4,?,?,2220.6,2244.1,9231.76,?,?,140.2,9821.0,?,1734973.5,4800.0,?
1.0,?,?,?,340.0,853.01,5.0,?,3052.0,124.4,108.42,?,921019.4,4602.1,?,299.4,?,15.0,1821.6,?,9114.22,?,116.56,?,9459.4,47096.0,1391757.1,?,120.2,?,2.29,832123.7,5136.1,?,224.55,32585.1,15.0,?,?,9063.61,9078.0,112.15,115.7,?,?,?,2264.0,116.3,104.71,2.47,784948.5,?,109.1,?,?,15.0,1534.6,1795.3,?,?,109.02,?,10411.45,23548.0,?,2859.0,?,104.33,?,704586.3,?,107.5,74.85,10861.7,?,?,1932.5,8920.04,?,110.51,?,?,?,?,?,?,?,3.15,?,3526.1,105.5,?,17584.3,?,?,1473.5,8842.18,?,105.52,?,12113.01,?,?,?,450.0
1.0,?,410.0,494.1,?,?,?,?,?,106.0,103.03,3.15,?,3526.1,105.5,208.8,?,?,1408.4,?,?,8864.0,?,?,12113.01,45966.0,1188995.8,2700.0,?,101.84,?,625829.2,4386.9,100.4,156.6,?,?,1424.1,1584.3,?,?,?,101.89,13571.8,34474.5,1067772.0,3561.0,98.2,98.64,?,602224.7,?,97.2,?,8792.15,15.0,?,?,8699.73,?,?,?,13596.37,22983.0,973523.7,?,?,96.49,3.05,552124.4,?,96.9,?,4396.08,15.0,?,?,?,?,95.35,94.34,?,?,?,3678.0,?,83.21,3.25,?,?,94.1,?,14488.6,?,1143.8,1316.3,8364.78,?,90.95,89.79,?,44835.0,929027.1,4600.0,300.0
1.0,3560.0,?,?,260.0,885.89,7.0,2500.0,3157.0,92.8,96.49,?,?,?,96.9,?,?,15.0,1294.2,1288.0,?,8585.0,?,94.34,12063.5,?,954628.6,3678.0,?,?,?,?,2790.6,?,334.8,14488.6,?,1143.8,?,?,?,90.95,?,11379.37,?,?,2734.0,81.9,81.05,?,486347.8,3157.3,90.4,251.1,?,15.0,1082.5,1176.5,8343.6,?,?,85.56,10555.47,?,865878.9,?,?,79.93,2.04,?,?,?,?,7244.3,?,1032.5,?,8271.46,?,85.37,82.89,?,?,833494.6,?,72.9,78.63,?,427087.7,4521.3,85.9,83.7,3622.15,?,1014.9,1104.7,8148.33,?,83.55,?,6703.06,11208.75,?,3100.0,?
1.0,?,350.0,667.8,420.0,678.64,6.0,4900.0,6370.0,?,154.36,5.33,?,?,210.7,294.98,52083.6,11.0,2595.2,?,9329.64,9396.0,?,?,9700.0,?,1908975.7,5909.0,177.6,147.44,6.88,1451175.9,?,?,?,34722.4,?,2284.4,?,9297.06,9347.0,140.9,?,10149.0,?,1681849.3,7045.0,?,?,?,?,8245.0,?,?,17361.2,11.0,2451.2,2526.4,9254.28,9306.0,136.56,?,?,12393.0,1732937.5,5606.0,149.1,134.8,4.09,1284199.4,6622.5,?,?,73143.5,14.0,?,?,?,?,136.6,140.2,9821.0,48260.0,1734973.5,?,?,131.56,?,1137397.7,8758.2,132.6,324.3,?,?,?,?,9216.19,?,?,134.46,10078.4,36195.0,?,?,620.0
1.0,?,820.0,?,260.0,?,6.0,2600.0,?,111.4,104.33,?,704586.3,6622.6,107.5,?,10861.7,?,1836.6,1932.5,8920.04,?,110.51,108.51,?,?,1181572.6,3152.0,?,?,3.15,685697.5,3526.1,?,208.8,?,?,1408.4,1473.5,?,8864.0,105.52,105.32,?,45966.0,?,?,103.0,101.84,2.65,?,4386.9,100.4,156.6,13188.23,?,?,1584.3,8776.71,8799.0,101.0,101.89,13571.8,34474.5,1067772.0,3561.0,?,98.64,2.76,602224.7,3819.0,97.2,104.4,8792.15,?,1298.8,1389.6,?,8735.0,?,98.45,13596.37,?,973523.7,3157.0,92.8,?,3.05,552124.4,?,96.9,?,4396.08,15.0,1294.2,?,8555.54,?,?,94.34,?,11491.5,?,3300.0,380.0
?,1450.0,370.0,?,280.0,702.48,5.0,?,3052.0,124.4,108.42,2.75,?,4602.1,110.3,?,43446.8,15.0,?,1963.7,9114.22,?,?,119.13,?,47096.0,?,2918.0,120.2,107.2,?,?,5136.1,109.6,224.55,32585.1,15.0,1757.7,1817.6,?,9078.0,112.15,?,10304.2,35322.0,?,?,?,104.71,?,?,?,?,?,?,15.0,?,?,9000.91,9022.0,?,112.0,10411.45,?,1167697.4,2859.0,111.4,104.33,?,?,6622.6,?,74.85,?,15.0,?,1932.5,?,8938.0,110.51,108.51,?,?,1181572.6,3152.0,?,103.03,3.15,685697.5,?,?,208.8,?,15.0,1408.4,?,8842.18,8864.0,105.52,105.32,?,?,?,4600.0,?
?,?,?,222.0,150.0,731.79,?,1700.0,?,62.6,70.75,?,365186.2,4730.8,74.3,?,7874.4,14.0,?,?,?,8004.0,73.57,69.26,?,21855.0,669640.3,?,59.1,?,5.65,?,3878.4,70.2,93.0,3937.2,14.0,831.8,938.4,7924.48,7994.0,71.56,65.65,?,?,?,6713.0,56.2,61.52,6.11,?,?,?,239.5,?,15.0,?,?,1755.0,?,67.81,63.25,3758.77,?,?,4986.0,55.5,?,?,297210.1,3663.5,61.5,179.63,?,?,757.8,?,1755.0,8018.0,?,?,?,31940.25,610502.7,6788.0,54.2,?,5.41,280451.7,?,?,119.75,6228.3,?,?,818.5,?,8001.0,63.69,58.55,3347.72,21293.5,589389.6,?,190.0
1.0,?,?,485.1,70.0,718.57,5.0,?,2507.0,26.9,?,3.31,?,1163.3,?,36.98,?,?,?,?,?,?,?,?,2000.42,?,?,2309.0,?,?,?,85072.2,?,?,134.3,?,?,?,409.3,?,?,27.84,?,?,35763.0,420700.5,?,23.1,?,2.3,73530.1,?,22.99,?,1404.45,?,?,?,1750.0,3875.0,25.69,17.34,1232.42,?,?,2422.0,?,23.81,?,?,?,22.05,?,?,?,?,?,1750.0,3739.0,?,16.21,1013.4,?,428725.0,?,?,22.28,?,?,?,21.11,?,468.15,15.0,226.9,?,1750.0,4527.0,23.28,15.27,?,?,?,?,90.0
1.0,2750.0,?,?,130.0,916.66,6.0,?,3213.0,44.5,?,2.48,176542.9,?,35.0,?,4726.35,15.0,611.8,670.1,?,9048.0,?,?,?,20117.0,?,2272.0,43.4,46.94,1.72,166267.2,?,?,64.55,2363.18,15.0,641.5,?,1755.0,8315.0,49.92,?,?,10058.5,?,1627.0,?,41.25,?,160401.5,?,34.4,285.8,?,15.0,?,?,1755.0,7773.0,45.91,38.34,1537.96,39066.0,524764.8,1580.0,?,?,?,?,?,?,214.35,4866.83,15.0,?,680.29,1755.0,6714.0,43.4,36.45,1535.16,29299.5,466212.2,?,39.3,40.21,1.52,?,?,33.5,?,3244.55,?,?,?,?,?,41.79,34.76,1527.55,?,409677.9,1700.0,160.0
1.0,?,?,881.6,290.0,561.79,?,4900.0,7045.0,160.0,141.34,?,?,?,173.8,?,17361.2,11.0,2451.2,?,9254.28,9306.0,?,138.8,?,?,1732937.5,?,?,?,4.09,?,6622.5,147.6,?,?,14.0,2220.6,?,9231.76,9286.0,136.6,140.2,9821.0,48260.0,1734973.5,?,143.4,?,?,1137397.7,8758.2,132.6,324.3,?,?,2014.5,?,9216.19,?,129.24,134.46,?,36195.0,1654038.4,?,?,125.83,?,?,?,117.4,?,?,?,1994.6,?,?,?,123.37,?,9501.3,?,?,3882.0,130.5,117.05,2.45,961139.2,?,?,?,?,?,?,?,?,?,120.24,121.94,?,12065.0,?,6800.0,?
1.0,3420.0,?,547.2,160.0,890.64,?,?,?,?,?,5.4,262789.0,2931.4,?,?,3114.15,15.0,?,815.5,?,8013.0,62.78,56.45,?,10646.75,606524.2,?,51.3,56.13,5.97,249110.7,2562.3,52.8,?,10445.6,15.0,?,815.5,?,8002.0,60.74,54.26,2978.26,41407.0,601988.1,?,50.9,57.62,4.3,225500.9,?,50.3,162.75,?,15.0,?,?,1755.0,8102.0,58.66,?,?,31055.25,588020.5,4691.0,?,59.29,?,?,2103.5,47.5,?,5222.8,?,769.6,717.9,1755.0,?,56.99,48.4,2556.96,20703.5,605688.7,?,47.8,?,3.39,?,2034.8,45.0,?,?,?,645.9,744.5,1755.0,?,56.37,46.45,?,?,?,2400.0,180.0
2.0,?,?,?,?,415.24,10.0,2100.0,5606.0,149.1,?,4.09,1284199.4,?,147.6,?,73143.5,?,?,?,9231.76,9286.0,?,?,9821.0,?,1734973.5,?,?,?,?,?,8758.2,?,324.3,54857.63,14.0,2014.5,?,9216.19,9244.0,?,?,?,36195.0,1654038.4,3629.0,137.4,?,3.45,?,6232.8,117.4,216.2,36571.75,14.0,?,2025.0,9185.48,9208.0,?,?,9501.3,24130.0,?,3882.0,130.5,?,2.45,961139.2,?,?,?,?,?,1763.9,?,9153.66,9168.0,120.24,121.94,?,12065.0,1673301.4,3052.0,?,108.42,2.75,?,4602.1,?,299.4,43446.8,15.0,1821.6,?,9114.22,9131.0,?,?,?,47096.0,?,3300.0,?
?,3600.0,980.0,612.0,?,?,?,250.0,?,19.9,22.28,2.06,?,?,?,?,468.15,?,226.9,?,?,4527.0,?,?,897.88,8940.75,?,?,17.4,?,2.46,61843.9,504.5,20.17,107.3,989.3,?,210.1,?,?,2818.0,?,14.2,?,34738.0,?,?,16.8,19.22,1.51,55940.0,?,?,80.48,?,15.0,?,?,1750.0,?,?,?,?,26053.5,?,?,?,?,?,52148.6,?,18.3,53.65,494.65,?,?,?,?,2455.0,?,12.54,?,?,268843.7,1818.0,14.3,16.16,?,47344.8,?,?,26.83,?,15.0,184.7,211.9,?,?,14.98,?,?,?,262159.4,420.0,?
