@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real
@attribute attr_71 real
@attribute attr_72 real
@attribute attr_73 real
@attribute attr_74 real
@attribute attr_75 real
@attribute attr_76 real
@attribute attr_77 real
@attribute attr_78 real
@attribute attr_79 real
@attribute attr_80 real
@attribute attr_81 real
@attribute attr_82 real
@attribute attr_83 real
@attribute attr_84 real
@attribute attr_85 real
@attribute attr_86 real
@attribute attr_87 real
@attribute attr_88 real
@attribute attr_89 real
@attribute attr_90 real
@attribute attr_91 real
@attribute attr_92 real
@attribute attr_93 real
@attribute attr_94 real
@attribute attr_95 real
@attribute attr_96 real
@attribute attr_97 real
@attribute attr_98 real
@attribute attr_99 real
@attribute attr_100 real
@attribute attr_101 real
@attribute attr_102 real
@attribute attr_103 real
@attribute attr_104 real
@attribute attr_105 real


@data
1.0,?,?,515.1,?,?,3.0,?,?,?,?,5.97,?,?,?,217.0,?,15.0,?,?,1755.0,8002.0,60.74,54.26,?,?,?,5275.0,?,57.62,4.3,?,2684.3,?,?,?,15.0,?,812.7,1755.0,8102.0,?,?,2850.2,31055.25,?,4691.0,49.1,?,3.53,212073.3,?,?,108.5,5222.8,?,?,717.9,1755.0,8231.0,56.99,48.4,2556.96,?,?,4072.0,47.8,57.88,?,198459.6,?,?,?,?,15.0,645.9,?,?,?,?,46.45,?,?,626960.3,3670.0,46.3,52.26,3.25,?,1979.0,40.1,258.2,?,?,?,?,?,8420.0,?,?,?,?,629797.2,?,190.0
1.0,750.0,200.0,?,120.0,846.15,?,?,?,44.5,?,?,?,?,35.0,129.1,?,?,611.8,670.1,1755.0,9048.0,?,?,1766.35,?,566492.3,2272.0,43.4,46.94,1.72,?,1179.5,34.7,64.55,2363.18,15.0,?,652.2,1755.0,8315.0,?,?,1718.9,10058.5,540680.6,?,41.0,41.25,1.74,?,?,?,285.8,6489.1,?,?,?,1755.0,?,?,38.34,?,39066.0,524764.8,1580.0,?,40.84,?,150266.8,?,34.1,214.35,?,15.0,573.7265312999999,?,?,?,43.4,36.45,?,?,466212.2,?,39.3,?,1.52,?,?,33.5,142.9,?,15.0,?,?,1755.0,?,?,?,?,19533.0,?,?,150.0
1.0,4080.0,790.0,530.4,130.0,759.17,7.0,?,?,54.2,59.4,?,280451.7,3755.8,58.1,119.75,6228.3,15.0,795.0,?,?,8001.0,?,58.55,?,21293.5,?,?,52.4,57.65,?,?,2931.4,?,?,3114.15,15.0,746.8,?,?,?,62.78,?,3387.72,?,?,7196.0,?,?,?,249110.7,?,52.8,?,10445.6,15.0,733.8,815.5,1755.0,8002.0,?,54.26,?,41407.0,601988.1,?,?,57.62,?,225500.9,2684.3,50.3,?,?,?,742.7,812.7,1755.0,8102.0,?,?,2850.2,31055.25,588020.5,?,49.1,?,?,212073.3,2103.5,?,108.5,5222.8,?,769.6,717.9,1755.0,8231.0,?,?,?,?,605688.7,?,?
1.0,5030.0,?,251.5,50.0,667.88,?,600.0,2309.0,24.3,26.87,3.51,?,867.4,23.92,134.3,1872.6,15.0,225.7,409.3,1750.0,4063.0,27.84,?,1549.44,35763.0,?,?,?,25.34,2.3,?,754.3,22.99,100.73,1404.45,15.0,277.8,437.0,1750.0,3875.0,?,17.34,1232.42,?,405541.8,2422.0,21.4,23.81,?,?,724.1,22.05,?,936.3,15.0,?,?,1750.0,?,24.05,?,?,17881.5,?,1785.0,?,?,?,64539.9,544.5,?,?,468.15,?,226.9,347.5,?,?,23.28,15.27,897.88,?,?,1892.0,?,20.75,2.46,61843.9,504.5,?,?,?,?,?,?,?,2818.0,19.49,?,?,?,410490.1,780.0,130.0
1.0,?,?,1212.0,?,?,6.0,?,?,124.4,108.42,2.75,?,?,110.3,299.4,?,15.0,1821.6,1963.7,9114.22,?,116.56,119.13,9459.4,47096.0,1391757.1,2918.0,120.2,107.2,2.29,?,?,109.6,224.55,32585.1,15.0,?,?,?,9078.0,112.15,?,10304.2,?,?,2264.0,?,?,2.47,784948.5,4858.1,109.1,?,21723.4,15.0,1534.6,1795.3,?,?,109.02,?,?,23548.0,1167697.4,2859.0,111.4,104.33,2.5,?,?,107.5,74.85,10861.7,15.0,1836.6,1932.5,8920.04,?,110.51,?,?,?,1181572.6,3152.0,106.0,103.03,?,?,?,?,208.8,?,15.0,1408.4,1473.5,8842.18,8864.0,105.52,105.32,?,45966.0,1188995.8,5000.0,450.0
?,?,1070.0,?,380.0,?,5.0,?,?,190.3,?,?,1523166.6,?,?,?,52083.6,11.0,2595.2,?,9329.64,9396.0,?,?,?,?,1908975.7,5909.0,177.6,?,6.88,?,8146.1,?,196.65,34722.4,11.0,?,?,9297.06,9347.0,140.9,?,?,?,1681849.3,?,?,141.34,?,?,?,173.8,98.33,17361.2,11.0,2451.2,2526.4,9254.28,?,136.56,138.8,?,?,?,?,149.1,134.8,4.09,?,?,147.6,432.4,?,?,2220.6,2244.1,9231.76,?,136.6,?,9821.0,?,?,4079.0,143.4,131.56,3.44,1137397.7,?,132.6,324.3,54857.63,14.0,?,2143.3,9216.19,9244.0,?,134.46,?,?,1654038.4,5200.0,520.0
?,1860.0,?,?,?,836.28,?,?,?,111.4,104.33,2.5,?,?,107.5,74.85,10861.7,15.0,?,1932.5,?,8938.0,?,108.51,12423.86,?,1181572.6,?,?,103.03,3.15,?,3526.1,105.5,208.8,17584.3,?,1408.4,?,?,8864.0,105.52,?,?,?,?,2700.0,?,101.84,2.65,625829.2,4386.9,?,?,13188.23,?,?,?,?,8799.0,?,101.89,13571.8,?,?,?,98.2,?,2.76,?,3819.0,97.2,?,8792.15,?,1298.8,1389.6,8699.73,8735.0,98.12,?,?,22983.0,973523.7,3157.0,92.8,?,3.05,552124.4,3896.7,96.9,52.2,?,15.0,1294.2,?,8555.54,8585.0,?,94.34,12063.5,11491.5,?,3800.0,380.0
?,1460.0,380.0,627.8,?,?,?,?,5909.0,177.6,147.44,?,?,8146.1,?,?,?,?,?,2627.5,9297.06,9347.0,140.9,146.2,?,?,?,?,?,141.34,?,?,?,173.8,?,17361.2,?,?,2526.4,?,9306.0,?,?,9291.0,?,?,?,149.1,?,4.09,?,?,147.6,432.4,73143.5,?,?,2244.1,?,9286.0,?,140.2,9821.0,?,1734973.5,?,143.4,?,3.44,1137397.7,?,132.6,?,54857.63,14.0,2014.5,2143.3,9216.19,?,129.24,?,10078.4,36195.0,?,3629.0,?,125.83,3.45,?,6232.8,117.4,?,?,14.0,1994.6,?,?,?,123.37,?,?,?,1660444.0,6300.0,?
?,?,?,7208.2,460.0,1010.5,?,3000.0,3629.0,?,125.83,?,?,?,117.4,?,36571.75,?,1994.6,?,9185.48,?,123.37,?,9501.3,24130.0,?,3882.0,130.5,117.05,?,961139.2,4586.1,112.8,108.1,18285.88,14.0,?,1837.4,9153.66,9168.0,120.24,121.94,?,12065.0,?,?,?,108.42,?,921019.4,4602.1,110.3,299.4,43446.8,?,?,?,9114.22,9131.0,116.56,?,?,?,?,?,?,?,2.29,832123.7,5136.1,109.6,224.55,32585.1,15.0,1757.7,1817.6,9063.61,?,112.15,115.7,?,?,1181856.2,?,?,104.71,2.47,784948.5,4858.1,109.1,149.7,21723.4,15.0,?,1795.3,9000.91,9022.0,?,112.0,?,?,?,?,?
?,2620.0,670.0,1231.4,470.0,724.38,?,?,?,203.8,162.84,?,?,?,?,393.3,69444.8,?,2738.8,3148.0,?,9380.0,?,169.5,10082.0,?,?,?,?,154.36,?,?,?,210.7,?,52083.6,11.0,?,3000.0,?,9396.0,148.76,159.0,9700.0,37179.0,?,5909.0,?,147.44,?,1451175.9,8146.1,188.9,196.65,?,?,?,2627.5,9297.06,9347.0,140.9,146.2,10149.0,24786.0,?,?,?,141.34,?,1341072.8,?,?,?,17361.2,?,2451.2,2526.4,?,9306.0,136.56,138.8,9291.0,?,1732937.5,?,?,134.8,?,1284199.4,6622.5,?,?,73143.5,?,2220.6,?,?,9286.0,136.6,?,9821.0,48260.0,?,4800.0,?
?,?,1110.0,1706.8,?,853.01,?,?,?,124.4,?,2.75,?,?,110.3,?,?,15.0,?,?,?,9131.0,?,?,?,47096.0,1391757.1,2918.0,?,?,?,832123.7,?,?,?,32585.1,15.0,?,1817.6,?,?,?,?,?,?,?,2264.0,?,104.71,2.47,?,?,?,?,?,?,1534.6,1795.3,?,?,109.02,112.0,10411.45,?,1167697.4,?,111.4,?,?,?,?,107.5,?,?,15.0,?,1932.5,8920.04,?,?,?,?,11774.0,1181572.6,3152.0,?,103.03,3.15,685697.5,3526.1,?,?,17584.3,15.0,1408.4,1473.5,?,8864.0,?,105.32,?,?,?,?,?
1.0,1830.0,410.0,494.1,270.0,650.57,?,3700.0,?,?,?,3.15,685697.5,?,?,208.8,?,?,1408.4,1473.5,8842.18,?,?,?,12113.01,?,1188995.8,2700.0,?,?,2.65,625829.2,4386.9,?,156.6,?,15.0,1424.1,?,?,8799.0,?,101.89,13571.8,34474.5,?,3561.0,?,?,?,?,?,?,104.4,8792.15,?,?,?,8699.73,8735.0,?,98.45,13596.37,22983.0,?,?,?,96.49,?,552124.4,3896.7,96.9,?,4396.08,15.0,1294.2,1288.0,8555.54,8585.0,?,94.34,?,11491.5,?,?,?,83.21,3.25,526596.4,2790.6,?,334.8,14488.6,15.0,1143.8,1316.3,8364.78,?,90.95,89.79,?,?,929027.1,4600.0,300.0
1.0,?,690.0,925.6,260.0,?,?,2500.0,3157.0,?,?,?,?,3896.7,?,?,?,15.0,?,?,8555.54,?,95.35,?,12063.5,11491.5,?,?,?,83.21,3.25,526596.4,2790.6,94.1,334.8,14488.6,15.0,?,?,8364.78,8393.0,90.95,89.79,11379.37,44835.0,929027.1,?,?,?,?,?,3157.3,?,251.1,?,?,?,?,8343.6,8382.0,87.27,85.56,?,?,865878.9,?,?,79.93,2.04,?,4107.4,?,?,?,15.0,1032.5,1203.3,?,?,85.37,82.89,8993.0,22417.5,833494.6,2217.0,72.9,78.63,1.81,427087.7,4521.3,85.9,?,?,?,?,1104.7,8148.33,?,?,80.05,6703.06,?,817526.9,3100.0,360.0
1.0,?,?,667.8,420.0,?,6.0,4900.0,6370.0,190.3,154.36,5.33,?,?,210.7,294.98,?,?,2595.2,3000.0,9329.64,?,148.76,159.0,9700.0,37179.0,?,?,177.6,147.44,?,?,8146.1,188.9,?,?,?,2284.4,2627.5,?,9347.0,140.9,146.2,?,?,1681849.3,7045.0,?,141.34,4.72,1341072.8,8245.0,173.8,?,17361.2,11.0,?,2526.4,9254.28,?,136.56,?,9291.0,12393.0,?,?,149.1,134.8,?,1284199.4,6622.5,147.6,?,73143.5,14.0,?,2244.1,9231.76,?,?,?,9821.0,48260.0,1734973.5,4079.0,143.4,131.56,3.44,?,8758.2,?,?,?,?,2014.5,2143.3,?,?,?,134.46,?,36195.0,1654038.4,6300.0,620.0
1.0,?,820.0,962.0,260.0,749.77,?,2600.0,2859.0,?,104.33,?,704586.3,6622.6,107.5,?,?,15.0,?,1932.5,8920.04,8938.0,?,108.51,?,?,1181572.6,?,?,103.03,3.15,685697.5,?,?,208.8,?,?,?,?,8842.18,8864.0,105.52,105.32,?,45966.0,?,?,103.0,?,?,625829.2,4386.9,?,?,13188.23,?,?,?,8776.71,?,101.0,101.89,?,?,?,3561.0,98.2,?,?,602224.7,3819.0,97.2,?,8792.15,?,1298.8,1389.6,?,8735.0,?,98.45,13596.37,?,973523.7,?,?,?,3.05,552124.4,3896.7,96.9,52.2,?,15.0,1294.2,?,?,?,?,?,?,11491.5,?,?,380.0
1.0,1450.0,?,?,280.0,702.48,5.0,3800.0,3052.0,124.4,?,2.75,921019.4,?,110.3,?,43446.8,15.0,?,1963.7,9114.22,?,?,119.13,?,?,?,?,120.2,?,?,?,5136.1,?,?,32585.1,15.0,?,1817.6,9063.61,9078.0,112.15,115.7,10304.2,35322.0,1181856.2,?,?,?,?,?,4858.1,109.1,?,21723.4,15.0,?,1795.3,?,9022.0,?,?,10411.45,23548.0,?,?,?,104.33,2.5,704586.3,?,?,?,10861.7,?,1836.6,1932.5,8920.04,?,?,108.51,12423.86,?,1181572.6,?,?,?,3.15,685697.5,?,105.5,208.8,?,?,?,1473.5,8842.18,?,105.52,?,12113.01,?,1188995.8,?,370.0
?,1480.0,?,222.0,?,?,5.0,?,6796.0,62.6,70.75,?,?,?,74.3,186.0,7874.4,?,886.4,?,7930.66,?,?,69.26,4756.68,?,669640.3,6713.0,59.1,65.61,?,339325.9,?,?,93.0,3937.2,14.0,?,938.4,7924.48,7994.0,71.56,?,?,10927.5,648845.6,6713.0,?,61.52,?,?,?,?,239.5,12456.6,?,?,809.8,1755.0,?,?,63.25,3758.77,42587.0,?,4986.0,55.5,60.78,3.94,?,?,?,179.63,?,15.0,?,861.8,1755.0,?,?,?,3538.71,31940.25,610502.7,?,54.2,59.4,5.41,?,3755.8,58.1,119.75,6228.3,?,?,818.5,?,8001.0,63.69,?,?,?,589389.6,2100.0,190.0
1.0,?,1780.0,485.1,70.0,?,5.0,?,?,26.9,?,3.31,85347.6,1163.3,?,?,720.7,15.0,331.3,467.1,?,4198.0,29.95,?,2000.42,?,?,2309.0,24.3,?,3.51,85072.2,?,?,134.3,?,15.0,225.7,?,?,?,27.84,18.37,1549.44,?,420700.5,?,23.1,?,?,?,?,?,100.73,?,15.0,?,437.0,?,3875.0,25.69,?,1232.42,26822.25,405541.8,?,21.4,23.81,?,70232.2,?,?,?,936.3,15.0,?,346.1,1750.0,3739.0,24.05,?,?,17881.5,428725.0,1785.0,?,?,2.06,64539.9,544.5,21.11,?,?,15.0,226.9,347.5,?,4527.0,23.28,?,897.88,8940.75,519679.8,?,90.0
?,2750.0,610.0,?,130.0,916.66,?,?,?,?,?,2.48,176542.9,?,?,129.1,4726.35,?,611.8,?,?,9048.0,50.28,41.8,1766.35,?,566492.3,?,?,?,?,?,?,?,64.55,2363.18,15.0,?,?,?,?,?,40.26,?,?,540680.6,?,?,41.25,1.74,160401.5,1217.5,34.4,?,6489.1,?,614.0,?,?,7773.0,45.91,?,1537.96,?,524764.8,?,?,40.84,1.15,?,?,?,214.35,4866.83,15.0,573.7265312999999,?,1755.0,6714.0,43.4,36.45,?,?,466212.2,?,39.3,?,1.52,143737.7,?,33.5,142.9,?,?,554.0819663,663.97,1755.0,5827.0,?,?,?,19533.0,?,?,?
?,?,?,881.6,?,?,?,4900.0,?,160.0,?,?,1341072.8,?,173.8,98.33,17361.2,?,2451.2,2526.4,9254.28,9306.0,136.56,138.8,9291.0,?,?,5606.0,149.1,134.8,?,?,6622.5,147.6,?,?,?,?,2244.1,9231.76,?,136.6,140.2,9821.0,48260.0,?,?,?,131.56,?,?,?,132.6,324.3,54857.63,14.0,2014.5,2143.3,9216.19,?,129.24,134.46,?,36195.0,?,3629.0,137.4,125.83,?,?,?,117.4,?,36571.75,?,?,2025.0,9185.48,9208.0,?,127.33,?,24130.0,?,?,130.5,117.05,2.45,?,4586.1,112.8,?,?,?,1763.9,1837.4,9153.66,9168.0,120.24,?,9576.9,12065.0,1673301.4,6800.0,?
?,3420.0,880.0,547.2,?,?,?,2000.0,5728.0,?,?,?,?,?,54.2,?,3114.15,15.0,?,815.5,1755.0,?,?,?,3387.72,?,606524.2,7196.0,51.3,56.13,5.97,249110.7,2562.3,52.8,?,10445.6,?,733.8,?,?,8002.0,60.74,?,?,?,601988.1,5275.0,?,57.62,4.3,225500.9,2684.3,50.3,?,7834.2,?,742.7,?,?,?,?,?,?,?,588020.5,?,?,59.29,3.53,?,?,?,108.5,5222.8,15.0,?,?,1755.0,8231.0,56.99,48.4,2556.96,?,?,?,?,57.88,?,?,2034.8,?,54.25,2611.4,?,?,744.5,1755.0,8418.0,?,?,?,?,626960.3,2400.0,?
?,2600.0,?,?,?,?,10.0,2100.0,?,?,?,4.09,?,?,?,?,73143.5,14.0,2220.6,2244.1,?,?,136.6,140.2,9821.0,48260.0,?,4079.0,143.4,?,3.44,?,8758.2,132.6,324.3,54857.63,14.0,?,2143.3,?,9244.0,?,134.46,10078.4,36195.0,1654038.4,?,137.4,?,3.45,1059966.2,?,117.4,216.2,36571.75,?,1994.6,2025.0,9185.48,?,?,127.33,?,24130.0,1660444.0,?,130.5,117.05,2.45,961139.2,?,?,?,18285.88,?,1763.9,?,?,9168.0,120.24,121.94,9576.9,?,1673301.4,?,?,108.42,2.75,921019.4,4602.1,?,?,43446.8,15.0,?,?,?,?,116.56,?,9459.4,?,1391757.1,3300.0,400.0
?,?,980.0,612.0,?,?,?,250.0,1785.0,19.9,22.28,2.06,64539.9,544.5,21.11,33.58,468.15,?,226.9,?,?,4527.0,23.28,?,897.88,?,?,1892.0,17.4,?,2.46,?,?,?,107.3,?,?,210.1,345.3,1750.0,?,19.49,?,694.38,34738.0,410490.1,1562.0,16.8,19.22,?,?,?,?,?,741.98,15.0,222.7,?,?,?,?,?,562.83,26053.5,279532.2,2197.0,15.5,?,1.67,?,?,?,53.65,?,15.0,202.8,?,1750.0,2455.0,15.85,12.54,450.34,17369.0,268843.7,1818.0,?,16.16,1.34,47344.8,?,17.36,26.83,247.33,15.0,184.7,?,?,2602.0,14.98,?,408.84,8684.5,262159.4,420.0,145.0
