@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real
@attribute attr_71 real
@attribute attr_72 real
@attribute attr_73 real
@attribute attr_74 real
@attribute attr_75 real
@attribute attr_76 real
@attribute attr_77 real
@attribute attr_78 real
@attribute attr_79 real
@attribute attr_80 real
@attribute attr_81 real
@attribute attr_82 real
@attribute attr_83 real
@attribute attr_84 real
@attribute attr_85 real
@attribute attr_86 real
@attribute attr_87 real
@attribute attr_88 real
@attribute attr_89 real
@attribute attr_90 real
@attribute attr_91 real
@attribute attr_92 real
@attribute attr_93 real
@attribute attr_94 real
@attribute attr_95 real
@attribute attr_96 real
@attribute attr_97 real
@attribute attr_98 real
@attribute attr_99 real
@attribute attr_100 real
@attribute attr_101 real
@attribute attr_102 real
@attribute attr_103 real
@attribute attr_104 real
@attribute attr_105 real


@data
?,?,1540.0,251.5,?,667.88,3.0,?,2309.0,?,?,3.51,?,?,?,134.3,?,15.0,225.7,409.3,?,?,27.84,18.37,?,?,?,2028.0,23.1,25.34,?,?,?,22.99,100.73,1404.45,15.0,277.8,?,1750.0,3875.0,?,17.34,1232.42,26822.25,?,2422.0,?,?,2.51,?,724.1,22.05,67.15,936.3,?,?,346.1,1750.0,3739.0,24.05,?,1013.4,?,428725.0,1785.0,?,22.28,2.06,64539.9,544.5,21.11,33.58,?,?,226.9,?,1750.0,4527.0,23.28,15.27,?,8940.75,519679.8,?,17.4,?,2.46,61843.9,504.5,20.17,?,989.3,?,210.1,345.3,1750.0,2818.0,?,14.2,?,34738.0,?,?,130.0
1.0,?,?,1212.0,300.0,?,?,3800.0,3052.0,124.4,108.42,2.75,921019.4,?,110.3,?,?,15.0,1821.6,1963.7,9114.22,?,?,119.13,9459.4,?,1391757.1,2918.0,?,?,2.29,832123.7,?,109.6,?,?,15.0,1757.7,?,?,9078.0,112.15,115.7,10304.2,35322.0,1181856.2,2264.0,?,104.71,?,?,4858.1,109.1,149.7,21723.4,?,?,1795.3,9000.91,?,?,?,?,23548.0,1167697.4,2859.0,?,104.33,?,704586.3,6622.6,?,?,10861.7,15.0,1836.6,?,8920.04,?,110.51,?,12423.86,?,1181572.6,3152.0,106.0,?,3.15,?,?,105.5,208.8,17584.3,15.0,1408.4,1473.5,8842.18,?,?,?,?,45966.0,1188995.8,5000.0,450.0
1.0,?,?,1854.4,380.0,?,5.0,?,6370.0,190.3,?,?,1523166.6,12930.0,?,?,?,11.0,2595.2,3000.0,9329.64,9396.0,148.76,159.0,?,37179.0,1908975.7,?,?,147.44,6.88,?,8146.1,188.9,?,34722.4,?,2284.4,2627.5,?,?,?,?,?,24786.0,1681849.3,?,160.0,141.34,?,?,?,173.8,?,?,11.0,?,?,?,9306.0,?,138.8,?,12393.0,?,5606.0,149.1,134.8,?,1284199.4,?,?,432.4,?,?,?,?,9231.76,?,136.6,140.2,?,?,1734973.5,?,?,131.56,3.44,1137397.7,?,?,324.3,54857.63,?,2014.5,2143.3,9216.19,?,?,134.46,10078.4,36195.0,1654038.4,5200.0,520.0
?,1860.0,?,?,290.0,836.28,?,3300.0,2859.0,?,104.33,?,?,6622.6,107.5,74.85,10861.7,15.0,1836.6,?,?,8938.0,110.51,?,12423.86,?,1181572.6,3152.0,?,?,?,685697.5,?,105.5,208.8,?,?,?,?,8842.18,8864.0,105.52,105.32,12113.01,45966.0,?,?,103.0,?,2.65,?,?,100.4,?,13188.23,15.0,1424.1,1584.3,?,?,101.0,101.89,13571.8,?,1067772.0,?,98.2,98.64,?,602224.7,?,97.2,104.4,8792.15,15.0,1298.8,?,8699.73,8735.0,98.12,?,?,?,?,?,92.8,?,?,552124.4,3896.7,96.9,52.2,?,15.0,?,1288.0,?,?,?,94.34,12063.5,?,954628.6,3800.0,380.0
?,?,380.0,?,430.0,?,5.0,?,5909.0,?,?,6.88,1451175.9,8146.1,188.9,?,?,?,2284.4,?,?,9347.0,?,146.2,10149.0,24786.0,1681849.3,?,?,?,?,?,8245.0,?,98.33,17361.2,11.0,2451.2,?,9254.28,?,?,138.8,9291.0,12393.0,1732937.5,?,?,?,4.09,1284199.4,?,?,?,73143.5,14.0,2220.6,?,9231.76,?,?,140.2,9821.0,48260.0,1734973.5,4079.0,143.4,?,3.44,1137397.7,?,132.6,324.3,54857.63,14.0,?,?,9216.19,?,?,?,?,?,?,?,?,?,?,1059966.2,?,117.4,?,36571.75,14.0,?,?,?,?,123.37,127.33,9501.3,24130.0,1660444.0,6300.0,590.0
?,15670.0,3440.0,?,460.0,1010.5,5.0,?,?,?,125.83,?,?,6232.8,?,?,36571.75,?,?,?,9185.48,9208.0,123.37,?,?,?,1660444.0,3882.0,?,?,?,?,4586.1,?,?,18285.88,?,?,1837.4,9153.66,9168.0,?,121.94,9576.9,12065.0,?,3052.0,?,?,?,?,4602.1,?,?,?,15.0,?,1963.7,?,9131.0,116.56,119.13,9459.4,?,1391757.1,2918.0,?,107.2,2.29,832123.7,?,109.6,?,?,15.0,?,?,9063.61,?,112.15,?,?,?,1181856.2,?,?,?,2.47,784948.5,?,?,?,?,15.0,1534.6,?,?,?,?,112.0,?,23548.0,1167697.4,3800.0,630.0
1.0,2620.0,670.0,?,?,724.38,5.0,3900.0,6790.0,203.8,162.84,?,?,?,?,?,?,11.0,?,?,9248.4,?,?,?,10082.0,49572.0,?,6370.0,190.3,154.36,5.33,1523166.6,12930.0,?,?,52083.6,11.0,?,?,?,9396.0,148.76,159.0,9700.0,37179.0,?,?,177.6,?,?,?,?,188.9,?,?,?,?,?,?,?,140.9,146.2,?,?,?,?,?,141.34,?,?,?,173.8,?,17361.2,?,2451.2,?,9254.28,?,?,138.8,?,?,?,5606.0,?,134.8,?,?,?,?,432.4,?,?,2220.6,?,?,?,?,140.2,9821.0,?,1734973.5,4800.0,?
1.0,5020.0,?,1706.8,?,?,5.0,3300.0,3052.0,124.4,?,2.75,?,4602.1,?,299.4,43446.8,15.0,1821.6,?,9114.22,9131.0,?,119.13,?,47096.0,1391757.1,?,120.2,107.2,2.29,832123.7,?,?,224.55,?,15.0,?,1817.6,9063.61,?,112.15,?,?,35322.0,?,?,?,?,?,784948.5,4858.1,109.1,149.7,?,15.0,1534.6,?,?,9022.0,?,112.0,?,?,?,2859.0,?,104.33,2.5,?,?,?,?,?,?,?,1932.5,?,8938.0,?,?,?,?,?,3152.0,106.0,103.03,3.15,?,?,?,208.8,17584.3,?,?,1473.5,8842.18,8864.0,?,?,12113.01,45966.0,?,4000.0,?
?,?,410.0,?,270.0,?,?,?,?,106.0,?,3.15,685697.5,3526.1,105.5,208.8,17584.3,?,?,?,8842.18,?,105.52,?,?,45966.0,1188995.8,?,?,101.84,2.65,625829.2,?,100.4,156.6,?,15.0,1424.1,?,8776.71,8799.0,101.0,?,?,34474.5,?,?,?,98.64,?,?,3819.0,97.2,104.4,8792.15,15.0,?,1389.6,8699.73,8735.0,?,98.45,13596.37,?,?,?,92.8,?,3.05,552124.4,?,96.9,?,4396.08,15.0,?,?,8555.54,?,95.35,?,12063.5,11491.5,954628.6,3678.0,?,?,?,526596.4,?,94.1,334.8,?,15.0,1143.8,1316.3,8364.78,?,90.95,?,11379.37,44835.0,929027.1,?,?
1.0,?,?,925.6,260.0,885.89,7.0,2500.0,?,?,96.49,?,552124.4,3896.7,96.9,?,?,?,1294.2,?,8555.54,?,95.35,94.34,?,?,954628.6,?,?,83.21,3.25,526596.4,?,?,334.8,?,?,?,1316.3,?,8393.0,90.95,?,11379.37,44835.0,929027.1,2734.0,?,?,2.44,?,3157.3,?,251.1,?,15.0,1082.5,?,8343.6,8382.0,?,85.56,?,?,865878.9,?,76.9,79.93,2.04,463829.0,4107.4,88.2,167.4,?,?,1032.5,1203.3,?,8325.0,85.37,82.89,8993.0,?,?,?,72.9,78.63,?,427087.7,4521.3,85.9,83.7,3622.15,15.0,?,1104.7,8148.33,8186.0,?,?,6703.06,11208.75,?,3100.0,?
?,1590.0,?,667.8,420.0,678.64,?,4900.0,6370.0,190.3,154.36,?,?,12930.0,210.7,?,52083.6,?,2595.2,3000.0,?,?,?,159.0,9700.0,37179.0,1908975.7,5909.0,177.6,?,6.88,1451175.9,?,188.9,?,?,11.0,2284.4,2627.5,9297.06,9347.0,140.9,?,?,24786.0,1681849.3,?,?,?,?,1341072.8,?,173.8,98.33,17361.2,11.0,2451.2,2526.4,?,?,136.56,138.8,?,12393.0,1732937.5,?,149.1,134.8,4.09,1284199.4,6622.5,147.6,?,73143.5,14.0,?,2244.1,?,9286.0,?,?,9821.0,?,1734973.5,4079.0,143.4,?,3.44,?,?,132.6,?,?,14.0,2014.5,?,9216.19,?,129.24,?,10078.4,36195.0,1654038.4,6300.0,?
?,3700.0,?,962.0,260.0,?,6.0,?,?,?,104.33,?,704586.3,?,?,74.85,?,15.0,1836.6,?,8920.04,?,110.51,?,?,11774.0,1181572.6,?,106.0,103.03,?,?,3526.1,?,?,?,15.0,1408.4,1473.5,?,8864.0,105.52,?,12113.01,45966.0,1188995.8,2700.0,?,101.84,?,?,?,100.4,156.6,?,15.0,?,?,8776.71,?,101.0,101.89,13571.8,34474.5,?,?,98.2,98.64,2.76,602224.7,3819.0,?,?,?,15.0,?,1389.6,8699.73,8735.0,?,?,?,22983.0,?,3157.0,?,?,?,552124.4,3896.7,96.9,?,?,15.0,?,?,8555.54,8585.0,?,94.34,?,11491.5,?,?,?
1.0,1450.0,?,406.0,?,702.48,?,?,?,124.4,108.42,?,921019.4,?,110.3,?,?,15.0,?,1963.7,9114.22,9131.0,?,119.13,?,?,1391757.1,2918.0,?,?,?,832123.7,?,109.6,?,32585.1,15.0,1757.7,?,9063.61,9078.0,?,?,10304.2,35322.0,1181856.2,2264.0,?,104.71,?,?,4858.1,109.1,?,?,15.0,?,?,?,9022.0,109.02,?,10411.45,?,1167697.4,?,?,104.33,?,704586.3,6622.6,?,74.85,10861.7,15.0,?,1932.5,8920.04,8938.0,?,108.51,?,11774.0,1181572.6,3152.0,106.0,103.03,?,685697.5,?,?,208.8,?,15.0,1408.4,?,?,?,?,105.32,12113.01,45966.0,1188995.8,?,?
1.0,1480.0,380.0,222.0,150.0,731.79,5.0,?,?,62.6,70.75,3.72,365186.2,4730.8,?,186.0,?,14.0,?,909.2,?,8004.0,?,?,4756.68,21855.0,669640.3,?,?,?,5.65,339325.9,3878.4,?,?,3937.2,14.0,?,938.4,7924.48,7994.0,?,65.65,?,10927.5,?,6713.0,?,?,6.11,?,3485.8,?,?,?,15.0,797.3,809.8,1755.0,8003.0,?,63.25,3758.77,42587.0,?,4986.0,55.5,60.78,3.94,297210.1,3663.5,61.5,179.63,9342.45,15.0,757.8,?,1755.0,?,65.0,?,?,31940.25,?,6788.0,54.2,59.4,5.41,?,3755.8,?,?,6228.3,15.0,795.0,818.5,1755.0,8001.0,?,?,?,?,?,2100.0,190.0
1.0,?,1780.0,485.1,70.0,?,?,590.0,?,?,28.4,?,85347.6,?,24.86,?,?,?,331.3,?,?,?,?,?,?,?,?,2309.0,24.3,26.87,?,?,867.4,?,134.3,?,15.0,?,409.3,1750.0,?,27.84,18.37,1549.44,35763.0,420700.5,2028.0,23.1,25.34,2.3,73530.1,754.3,?,100.73,?,15.0,277.8,437.0,?,3875.0,25.69,?,?,?,405541.8,2422.0,21.4,?,?,70232.2,724.1,22.05,67.15,?,?,284.1,346.1,?,3739.0,?,16.21,1013.4,17881.5,?,?,?,?,2.06,64539.9,?,21.11,?,468.15,15.0,?,347.5,1750.0,4527.0,23.28,?,897.88,?,?,?,?
1.0,?,610.0,357.5,130.0,916.66,?,1300.0,?,44.5,?,?,?,1563.4,35.0,129.1,4726.35,?,611.8,670.1,1755.0,9048.0,?,41.8,?,20117.0,?,?,?,?,1.72,166267.2,1179.5,?,?,?,15.0,641.5,652.2,?,?,49.92,40.26,1718.9,?,540680.6,1627.0,41.0,41.25,1.74,160401.5,1217.5,34.4,?,6489.1,15.0,614.0,?,?,7773.0,45.91,?,?,?,524764.8,?,40.3,40.84,?,150266.8,1149.5,?,?,4866.83,?,?,680.29,1755.0,?,?,?,?,29299.5,466212.2,?,39.3,?,?,143737.7,?,33.5,142.9,?,?,554.0819663,?,1755.0,?,?,34.76,?,19533.0,409677.9,1700.0,?
1.0,3040.0,?,?,?,?,5.0,?,7045.0,?,?,4.72,?,8245.0,173.8,98.33,17361.2,11.0,?,?,9254.28,9306.0,?,?,9291.0,12393.0,1732937.5,5606.0,?,?,4.09,?,6622.5,?,432.4,?,?,2220.6,2244.1,9231.76,9286.0,136.6,?,?,48260.0,?,?,143.4,131.56,3.44,1137397.7,8758.2,132.6,?,54857.63,?,?,2143.3,?,9244.0,129.24,134.46,10078.4,?,1654038.4,3629.0,137.4,125.83,3.45,?,6232.8,?,?,?,?,?,2025.0,?,?,?,?,9501.3,24130.0,?,3882.0,130.5,?,2.45,?,?,112.8,108.1,18285.88,?,?,1837.4,?,?,120.24,?,9576.9,12065.0,1673301.4,6800.0,?
1.0,?,?,547.2,?,?,4.0,?,?,?,57.65,?,?,2931.4,?,59.88,3114.15,15.0,?,815.5,1755.0,?,62.78,56.45,3387.72,10646.75,606524.2,7196.0,51.3,56.13,?,249110.7,?,52.8,?,10445.6,15.0,733.8,?,1755.0,8002.0,60.74,?,?,41407.0,?,5275.0,50.9,57.62,4.3,225500.9,2684.3,50.3,?,?,?,742.7,?,1755.0,?,?,?,?,31055.25,588020.5,4691.0,49.1,?,3.53,?,?,47.5,?,5222.8,?,?,?,1755.0,8231.0,56.99,?,2556.96,?,605688.7,?,47.8,57.88,3.39,198459.6,2034.8,45.0,?,?,15.0,645.9,744.5,?,8418.0,56.37,?,?,10351.75,626960.3,2400.0,180.0
?,?,?,598.0,230.0,?,10.0,2100.0,?,149.1,134.8,4.09,1284199.4,?,?,432.4,73143.5,14.0,?,?,?,?,?,140.2,9821.0,?,1734973.5,4079.0,?,131.56,?,1137397.7,8758.2,132.6,?,?,14.0,?,2143.3,9216.19,?,?,134.46,10078.4,36195.0,?,?,?,125.83,3.45,1059966.2,6232.8,117.4,216.2,?,14.0,?,2025.0,?,9208.0,?,?,?,?,1660444.0,3882.0,?,?,?,961139.2,?,112.8,108.1,?,14.0,1763.9,?,9153.66,9168.0,?,?,9576.9,?,1673301.4,3052.0,124.4,108.42,?,?,?,?,?,?,15.0,1821.6,?,?,?,?,119.13,9459.4,47096.0,?,?,400.0
?,3600.0,?,612.0,170.0,2648.04,?,?,?,19.9,22.28,?,64539.9,?,21.11,33.58,468.15,15.0,?,?,?,?,?,15.27,897.88,?,519679.8,1892.0,17.4,?,?,?,?,?,?,?,15.0,210.1,345.3,1750.0,?,?,?,694.38,?,410490.1,?,?,19.22,1.51,?,?,19.23,80.48,741.98,15.0,222.7,288.6,?,2687.0,17.23,13.37,562.83,26053.5,?,?,15.5,17.69,?,52148.6,?,?,53.65,?,15.0,202.8,?,?,?,15.85,?,?,?,?,1818.0,14.3,16.16,1.34,?,356.0,?,26.83,247.33,?,184.7,211.9,?,2602.0,14.98,12.01,408.84,8684.5,?,420.0,145.0
