@relation dataset

@attribute attr_1 real
@attribute attr_2 real
@attribute attr_3 real
@attribute attr_4 real
@attribute attr_5 real
@attribute attr_6 real
@attribute attr_7 real
@attribute attr_8 real
@attribute attr_9 real
@attribute attr_10 real
@attribute attr_11 real
@attribute attr_12 real
@attribute attr_13 real
@attribute attr_14 real
@attribute attr_15 real
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 real
@attribute attr_19 real
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 real
@attribute attr_41 real
@attribute attr_42 real
@attribute attr_43 real
@attribute attr_44 real
@attribute attr_45 real
@attribute attr_46 real
@attribute attr_47 real
@attribute attr_48 real
@attribute attr_49 real
@attribute attr_50 real
@attribute attr_51 real
@attribute attr_52 real
@attribute attr_53 real
@attribute attr_54 real
@attribute attr_55 real
@attribute attr_56 real
@attribute attr_57 real
@attribute attr_58 real
@attribute attr_59 real
@attribute attr_60 real
@attribute attr_61 real
@attribute attr_62 real
@attribute attr_63 real
@attribute attr_64 real
@attribute attr_65 real
@attribute attr_66 real
@attribute attr_67 real
@attribute attr_68 real
@attribute attr_69 real
@attribute attr_70 real
@attribute attr_71 real
@attribute attr_72 real
@attribute attr_73 real
@attribute attr_74 real
@attribute attr_75 real
@attribute attr_76 real
@attribute attr_77 real
@attribute attr_78 real
@attribute attr_79 real
@attribute attr_80 real
@attribute attr_81 real
@attribute attr_82 real
@attribute attr_83 real
@attribute attr_84 real
@attribute attr_85 real
@attribute attr_86 real
@attribute attr_87 real
@attribute attr_88 real
@attribute attr_89 real
@attribute attr_90 real
@attribute attr_91 real
@attribute attr_92 real
@attribute attr_93 real
@attribute attr_94 real
@attribute attr_95 real
@attribute attr_96 real
@attribute attr_97 real
@attribute attr_98 real
@attribute attr_99 real
@attribute attr_100 real
@attribute attr_101 real
@attribute attr_102 real
@attribute attr_103 real
@attribute attr_104 real
@attribute attr_105 real


@data
?,4040.0,?,?,300.0,?,?,3800.0,?,?,108.42,2.75,921019.4,?,110.3,?,43446.8,?,1821.6,?,9114.22,9131.0,116.56,119.13,9459.4,?,1391757.1,2918.0,120.2,?,?,832123.7,5136.1,109.6,224.55,32585.1,?,?,?,?,?,?,?,?,35322.0,?,?,?,104.71,?,784948.5,4858.1,?,149.7,21723.4,15.0,1534.6,?,9000.91,?,109.02,112.0,10411.45,23548.0,1167697.4,?,?,104.33,?,704586.3,6622.6,107.5,?,?,15.0,1836.6,1932.5,?,8938.0,110.51,108.51,?,?,1181572.6,?,106.0,103.03,3.15,685697.5,3526.1,105.5,208.8,17584.3,15.0,?,1473.5,?,?,?,?,?,?,1188995.8,5000.0,?
?,?,?,?,380.0,?,5.0,?,?,?,154.36,5.33,1523166.6,12930.0,?,294.98,?,11.0,?,3000.0,9329.64,?,148.76,159.0,?,?,1908975.7,5909.0,?,147.44,?,1451175.9,8146.1,188.9,196.65,34722.4,?,2284.4,?,9297.06,9347.0,140.9,?,?,?,1681849.3,?,?,?,4.72,1341072.8,8245.0,173.8,?,17361.2,11.0,2451.2,2526.4,9254.28,9306.0,136.56,138.8,9291.0,12393.0,?,5606.0,149.1,134.8,?,?,?,147.6,?,73143.5,?,2220.6,2244.1,9231.76,9286.0,?,?,?,?,?,?,?,131.56,?,?,8758.2,132.6,324.3,?,14.0,2014.5,?,9216.19,9244.0,129.24,134.46,10078.4,36195.0,?,?,520.0
?,?,480.0,539.4,290.0,836.28,4.0,3300.0,2859.0,111.4,?,?,?,6622.6,?,?,?,?,?,?,8920.04,8938.0,110.51,108.51,?,11774.0,?,?,?,?,3.15,685697.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.65,625829.2,4386.9,100.4,156.6,13188.23,15.0,1424.1,1584.3,8776.71,?,?,?,13571.8,34474.5,1067772.0,3561.0,98.2,?,?,?,3819.0,?,?,?,15.0,1298.8,1389.6,8699.73,8735.0,98.12,98.45,13596.37,?,973523.7,?,92.8,?,3.05,?,3896.7,96.9,?,4396.08,15.0,1294.2,?,?,?,?,?,12063.5,?,954628.6,?,380.0
1.0,1460.0,380.0,?,?,733.24,?,4700.0,?,?,147.44,6.88,1451175.9,8146.1,188.9,196.65,34722.4,11.0,2284.4,2627.5,?,9347.0,?,146.2,10149.0,24786.0,1681849.3,?,?,141.34,?,?,8245.0,?,98.33,?,?,2451.2,?,9254.28,9306.0,?,?,9291.0,12393.0,1732937.5,?,?,?,4.09,?,6622.5,147.6,432.4,?,?,?,2244.1,9231.76,9286.0,136.6,?,?,?,?,?,?,131.56,3.44,1137397.7,?,132.6,?,54857.63,?,2014.5,2143.3,9216.19,?,?,?,?,?,1654038.4,?,137.4,?,?,1059966.2,?,117.4,216.2,?,?,?,2025.0,?,?,?,127.33,9501.3,?,?,6300.0,590.0
?,15670.0,?,?,460.0,?,?,3000.0,3629.0,137.4,?,3.45,?,6232.8,117.4,216.2,?,14.0,1994.6,2025.0,9185.48,9208.0,?,127.33,?,?,?,3882.0,?,117.05,2.45,961139.2,?,112.8,108.1,18285.88,14.0,1763.9,?,?,?,?,121.94,?,?,1673301.4,3052.0,124.4,108.42,?,?,4602.1,?,299.4,?,15.0,?,?,9114.22,9131.0,?,119.13,9459.4,?,?,2918.0,120.2,107.2,2.29,832123.7,?,?,224.55,?,15.0,1757.7,1817.6,9063.61,9078.0,112.15,?,?,?,?,2264.0,116.3,?,2.47,784948.5,?,?,?,21723.4,?,1534.6,?,9000.91,?,109.02,?,?,23548.0,?,3800.0,?
?,2620.0,?,?,470.0,?,5.0,?,6790.0,?,?,6.46,?,?,229.3,393.3,?,11.0,?,3148.0,9248.4,?,158.63,?,10082.0,49572.0,?,6370.0,?,154.36,5.33,?,12930.0,?,?,?,?,2595.2,3000.0,9329.64,?,?,159.0,?,37179.0,1908975.7,?,177.6,147.44,?,?,8146.1,188.9,?,34722.4,11.0,2284.4,2627.5,9297.06,9347.0,?,146.2,10149.0,24786.0,1681849.3,?,160.0,141.34,?,?,?,173.8,98.33,17361.2,?,2451.2,?,9254.28,9306.0,136.56,138.8,9291.0,?,?,?,149.1,?,?,1284199.4,?,?,?,?,?,2220.6,?,?,9286.0,136.6,?,9821.0,?,?,4800.0,?
1.0,?,?,?,340.0,?,5.0,?,3052.0,124.4,?,?,921019.4,4602.1,?,299.4,43446.8,?,?,?,?,?,116.56,?,9459.4,?,1391757.1,2918.0,?,?,2.29,832123.7,?,109.6,?,?,15.0,1757.7,1817.6,9063.61,?,112.15,?,10304.2,?,?,?,116.3,?,?,?,4858.1,?,?,21723.4,?,?,1795.3,9000.91,9022.0,109.02,?,?,23548.0,1167697.4,2859.0,?,104.33,2.5,704586.3,6622.6,107.5,74.85,10861.7,15.0,1836.6,1932.5,8920.04,?,110.51,?,12423.86,11774.0,1181572.6,3152.0,?,103.03,?,685697.5,?,105.5,?,17584.3,?,1408.4,?,?,?,?,?,?,45966.0,1188995.8,4000.0,450.0
?,1830.0,?,?,?,?,6.0,3700.0,?,?,?,3.15,685697.5,3526.1,105.5,?,17584.3,?,?,1473.5,?,?,?,?,?,45966.0,?,?,?,101.84,?,625829.2,?,?,156.6,?,15.0,1424.1,1584.3,8776.71,?,?,101.89,13571.8,34474.5,1067772.0,3561.0,?,98.64,2.76,602224.7,?,?,?,?,15.0,1298.8,?,8699.73,?,?,?,13596.37,?,973523.7,?,?,96.49,3.05,552124.4,?,96.9,52.2,4396.08,15.0,?,1288.0,?,8585.0,?,?,12063.5,11491.5,?,3678.0,?,83.21,3.25,?,?,94.1,334.8,14488.6,?,?,1316.3,8364.78,8393.0,?,89.79,?,44835.0,929027.1,4600.0,?
1.0,?,?,?,?,?,?,2500.0,3157.0,92.8,96.49,?,?,?,96.9,52.2,?,?,1294.2,1288.0,8555.54,?,?,?,?,?,954628.6,?,86.2,?,?,526596.4,2790.6,94.1,?,14488.6,15.0,?,1316.3,?,8393.0,90.95,?,?,?,929027.1,?,81.9,?,2.44,?,?,90.4,251.1,10866.45,15.0,?,?,?,?,87.27,?,10555.47,33626.25,865878.9,?,?,79.93,?,?,4107.4,88.2,167.4,?,15.0,1032.5,1203.3,?,8325.0,85.37,82.89,8993.0,22417.5,833494.6,?,?,78.63,1.81,427087.7,4521.3,85.9,83.7,3622.15,?,1014.9,?,?,?,?,?,6703.06,11208.75,?,?,360.0
1.0,?,350.0,667.8,420.0,678.64,6.0,4900.0,6370.0,190.3,154.36,5.33,1523166.6,?,210.7,?,52083.6,11.0,?,?,9329.64,9396.0,?,159.0,?,37179.0,?,?,177.6,147.44,6.88,1451175.9,?,188.9,196.65,?,?,2284.4,2627.5,?,?,140.9,146.2,?,24786.0,1681849.3,?,?,?,4.72,1341072.8,8245.0,?,98.33,?,?,?,2526.4,9254.28,9306.0,?,?,9291.0,?,1732937.5,?,149.1,?,?,?,6622.5,147.6,?,73143.5,?,2220.6,2244.1,9231.76,?,?,?,9821.0,?,?,4079.0,143.4,?,3.44,?,?,?,324.3,54857.63,?,2014.5,2143.3,?,?,129.24,134.46,10078.4,36195.0,1654038.4,?,620.0
1.0,3700.0,820.0,962.0,260.0,749.77,6.0,?,2859.0,111.4,?,?,704586.3,?,?,74.85,?,?,1836.6,1932.5,8920.04,8938.0,110.51,?,?,?,?,3152.0,?,?,3.15,685697.5,3526.1,?,?,17584.3,?,?,?,8842.18,8864.0,?,?,?,?,1188995.8,?,103.0,101.84,2.65,?,?,100.4,?,13188.23,15.0,?,?,?,8799.0,?,?,13571.8,34474.5,?,?,98.2,98.64,2.76,?,3819.0,97.2,?,?,15.0,1298.8,1389.6,?,8735.0,?,?,13596.37,22983.0,?,3157.0,?,?,?,?,3896.7,96.9,?,4396.08,15.0,1294.2,1288.0,8555.54,8585.0,?,?,?,?,954628.6,3300.0,?
?,1450.0,?,?,280.0,?,5.0,3800.0,?,124.4,?,2.75,921019.4,?,110.3,299.4,43446.8,15.0,?,?,9114.22,9131.0,116.56,119.13,9459.4,47096.0,?,?,120.2,107.2,2.29,?,5136.1,109.6,224.55,?,15.0,1757.7,?,9063.61,9078.0,112.15,115.7,10304.2,?,?,2264.0,116.3,?,2.47,?,4858.1,?,149.7,?,15.0,?,?,9000.91,?,109.02,?,10411.45,?,1167697.4,?,111.4,104.33,?,704586.3,?,?,74.85,10861.7,15.0,?,1932.5,8920.04,8938.0,?,108.51,?,?,1181572.6,3152.0,106.0,103.03,3.15,685697.5,3526.1,105.5,208.8,?,15.0,?,1473.5,8842.18,?,?,?,12113.01,45966.0,?,4600.0,370.0
?,1480.0,?,222.0,150.0,731.79,?,1700.0,6796.0,62.6,70.75,?,?,4730.8,74.3,?,7874.4,14.0,886.4,909.2,?,8004.0,?,69.26,?,?,?,6713.0,59.1,65.61,?,339325.9,3878.4,70.2,?,3937.2,?,831.8,938.4,7924.48,7994.0,71.56,?,?,10927.5,648845.6,6713.0,56.2,?,6.11,?,3485.8,?,239.5,?,?,?,809.8,1755.0,8003.0,?,63.25,3758.77,?,628132.9,4986.0,55.5,60.78,?,297210.1,3663.5,61.5,?,?,?,757.8,861.8,1755.0,?,?,?,3538.71,31940.25,?,?,?,?,5.41,280451.7,?,58.1,?,?,15.0,?,818.5,?,?,63.69,58.55,3347.72,?,589389.6,2100.0,190.0
?,?,1780.0,485.1,70.0,?,?,590.0,2507.0,?,?,?,85347.6,?,?,36.98,?,15.0,331.3,?,1751.67,?,29.95,19.7,2000.42,9204.5,420359.6,2309.0,24.3,?,?,85072.2,867.4,?,134.3,?,15.0,225.7,409.3,?,4063.0,27.84,18.37,1549.44,35763.0,420700.5,2028.0,23.1,?,2.3,?,754.3,22.99,100.73,?,15.0,?,437.0,?,?,?,17.34,1232.42,?,405541.8,2422.0,?,23.81,?,?,?,?,?,936.3,15.0,284.1,346.1,1750.0,3739.0,24.05,?,?,17881.5,?,1785.0,19.9,22.28,?,?,544.5,21.11,33.58,468.15,15.0,226.9,?,?,4527.0,?,?,897.88,?,519679.8,830.0,90.0
1.0,?,610.0,?,130.0,916.66,?,1300.0,3213.0,?,49.8,?,176542.9,?,?,129.1,4726.35,?,?,?,1755.0,9048.0,50.28,?,1766.35,20117.0,?,?,43.4,46.94,?,166267.2,?,34.7,?,2363.18,15.0,641.5,652.2,1755.0,8315.0,?,40.26,?,10058.5,?,?,?,41.25,1.74,?,?,?,285.8,?,15.0,?,608.2,1755.0,7773.0,45.91,?,1537.96,39066.0,524764.8,?,?,40.84,?,?,1149.5,34.1,?,4866.83,15.0,573.7265312999999,?,1755.0,?,?,36.45,1535.16,?,?,2628.0,39.3,40.21,1.52,143737.7,1284.5,33.5,?,3244.55,?,554.0819663,663.97,1755.0,?,41.79,?,1527.55,?,?,1700.0,160.0
1.0,3040.0,?,?,290.0,561.79,5.0,?,?,?,141.34,?,1341072.8,8245.0,173.8,98.33,17361.2,11.0,2451.2,2526.4,9254.28,9306.0,136.56,138.8,?,?,?,?,?,134.8,4.09,?,6622.5,147.6,432.4,?,14.0,?,?,9231.76,9286.0,?,?,?,48260.0,1734973.5,?,143.4,131.56,3.44,?,8758.2,?,324.3,?,14.0,?,2143.3,9216.19,9244.0,?,?,10078.4,?,?,?,137.4,125.83,3.45,1059966.2,?,?,216.2,?,?,1994.6,?,?,9208.0,123.37,127.33,?,24130.0,1660444.0,3882.0,?,?,2.45,?,?,112.8,108.1,?,?,1763.9,1837.4,?,?,?,?,?,12065.0,?,?,?
?,3420.0,880.0,547.2,?,?,4.0,?,5728.0,52.4,?,?,262789.0,2931.4,?,59.88,?,15.0,?,815.5,1755.0,8013.0,?,56.45,?,?,606524.2,?,?,?,5.97,?,?,?,217.0,10445.6,15.0,733.8,?,1755.0,?,60.74,54.26,2978.26,41407.0,?,5275.0,?,57.62,?,?,2684.3,?,162.75,?,?,742.7,?,?,8102.0,?,?,2850.2,31055.25,588020.5,4691.0,?,?,?,?,2103.5,47.5,?,?,?,769.6,717.9,1755.0,8231.0,56.99,?,?,?,?,4072.0,47.8,57.88,3.39,?,2034.8,?,54.25,?,?,645.9,744.5,1755.0,8418.0,56.37,?,2424.37,?,?,2400.0,180.0
2.0,2600.0,560.0,?,?,415.24,10.0,?,5606.0,149.1,134.8,4.09,?,6622.5,147.6,?,73143.5,?,2220.6,2244.1,9231.76,9286.0,?,?,?,48260.0,1734973.5,4079.0,?,?,?,1137397.7,8758.2,?,324.3,?,?,2014.5,2143.3,9216.19,9244.0,?,134.46,10078.4,36195.0,1654038.4,?,?,125.83,3.45,1059966.2,?,117.4,?,36571.75,?,1994.6,?,9185.48,9208.0,?,?,9501.3,?,1660444.0,?,130.5,?,?,961139.2,?,112.8,?,?,?,1763.9,1837.4,9153.66,9168.0,120.24,?,?,12065.0,?,?,124.4,?,2.75,921019.4,4602.1,?,?,43446.8,15.0,1821.6,1963.7,?,9131.0,116.56,?,9459.4,47096.0,?,3300.0,400.0
?,3600.0,?,612.0,170.0,2648.04,?,?,?,19.9,22.28,?,64539.9,?,?,?,468.15,?,226.9,?,?,4527.0,?,?,897.88,?,?,?,17.4,20.75,2.46,?,504.5,20.17,107.3,?,?,?,?,1750.0,2818.0,19.49,?,?,?,?,?,16.8,?,1.51,?,?,?,80.48,?,?,?,?,1750.0,?,?,13.37,562.83,?,?,2197.0,?,17.69,?,?,417.7,18.3,53.65,?,?,202.8,260.4,?,?,?,?,450.34,?,?,?,?,16.16,1.34,47344.8,?,17.36,26.83,247.33,15.0,?,?,1750.0,?,14.98,12.01,?,8684.5,262159.4,?,145.0
