@relation dataset

@attribute hair {false, true}
@attribute feathers {false, true}
@attribute eggs {false, true}
@attribute milk {false, true}
@attribute airborne {false, true}
@attribute aquatic {false, true}
@attribute predator {false, true}
@attribute toothed {false, true}
@attribute backbone {false, true}
@attribute breathes {false, true}
@attribute venomous {false, true}
@attribute fins {false, true}
@attribute legs {0, 2, 4, 5, 6, 8}
@attribute tail {false, true}
@attribute domestic {false, true}
@attribute catsize {false, true}
@attribute type {mammal, bird, reptile, fish, amphibian, insect, invertebrate}


@data
?,?,?,?,false,?,?,true,true,?,false,false,4,?,true,?,mammal
false,?,?,?,false,true,false,?,?,false,?,true,?,?,?,false,fish
true,?,?,?,false,?,?,true,true,?,false,?,4,?,true,?,?
?,?,true,false,?,?,?,false,?,?,?,?,2,true,true,?,bird
false,?,?,?,?,false,false,false,?,?,false,?,?,?,?,false,bird
false,?,?,?,true,?,?,?,?,?,false,?,2,?,true,false,?
?,?,?,?,false,?,?,?,?,?,false,?,?,false,false,?,invertebrate
?,false,?,?,false,true,?,?,?,false,?,?,4,false,false,?,invertebrate
false,?,?,?,?,true,?,?,?,false,?,?,6,?,?,false,?
?,?,?,?,?,true,?,?,?,false,?,?,?,?,false,?,?
false,?,true,?,true,false,?,?,?,true,?,false,?,?,?,?,?
?,?,?,?,true,?,true,?,?,true,?,?,2,true,false,?,?
?,false,?,?,?,?,?,true,true,?,false,?,0,?,false,?,?
?,?,true,false,?,?,?,?,true,false,false,?,?,?,false,true,?
?,?,?,false,?,true,true,?,true,?,?,true,0,true,false,?,?
false,?,false,?,?,?,?,?,?,true,?,?,0,?,false,true,?
?,?,?,true,?,?,true,true,?,true,?,?,0,true,?,true,?
?,?,?,?,true,?,?,?,?,true,?,?,?,true,?,?,bird
?,?,true,false,?,?,false,false,?,?,false,false,?,?,?,?,bird
?,?,true,?,false,false,false,?,false,true,?,?,?,?,?,?,?
false,?,?,?,?,?,false,?,?,?,?,?,?,false,?,false,insect
false,?,?,?,?,?,true,?,?,?,false,?,?,false,false,false,?
?,?,?,false,false,?,?,?,true,true,?,false,?,false,false,false,amphibian
?,?,?,?,?,?,false,?,true,true,?,?,2,?,?,false,?
?,?,false,true,true,?,?,true,true,?,?,?,2,true,?,false,?
?,false,false,?,?,?,?,true,true,true,?,?,?,false,?,true,?
false,false,true,false,?,?,?,?,false,?,?,?,?,?,false,?,?
true,false,?,?,?,false,?,?,true,?,false,false,?,?,?,true,?
false,?,true,?,?,true,?,?,?,?,?,false,2,?,?,?,?
?,?,?,false,?,true,true,false,?,true,?,?,?,?,?,?,?
false,?,?,?,true,?,true,false,?,true,false,?,?,?,?,?,?
?,?,true,?,false,true,?,true,?,?,false,?,0,?,?,?,?
?,?,true,?,false,?,?,?,true,?,false,?,?,?,?,?,?
?,?,?,?,?,?,?,?,true,?,?,true,?,true,?,?,?
true,?,?,?,?,?,?,true,?,true,false,?,?,?,true,?,?
?,?,?,?,false,?,?,?,?,true,false,false,?,?,?,false,mammal
?,false,false,?,?,?,?,true,?,true,?,?,4,true,false,?,mammal
true,?,?,false,true,false,?,false,?,?,?,?,?,?,true,?,?
true,?,?,false,?,false,?,?,?,?,?,?,?,?,false,?,insect
?,false,true,?,true,?,?,?,false,true,?,false,6,?,false,?,insect
?,?,true,?,false,?,?,?,true,?,?,false,2,?,false,false,?
false,false,true,false,true,?,?,?,?,true,?,false,6,false,?,?,?
?,?,?,?,?,?,?,?,?,?,?,?,?,?,false,?,bird
?,?,true,?,true,?,?,false,true,true,false,?,?,true,?,?,?
?,?,?,false,?,?,?,?,?,?,false,?,2,true,false,?,bird
false,?,?,?,true,?,?,false,?,?,?,false,?,?,?,false,?
true,?,?,?,?,true,true,?,?,?,?,?,4,?,?,true,?
?,?,?,?,?,?,?,true,?,true,false,?,4,true,?,?,mammal
?,?,?,?,false,?,true,?,?,?,?,false,?,?,?,false,?
false,false,true,?,?,?,true,?,?,?,?,false,?,true,false,?,amphibian
?,false,?,false,false,?,true,?,?,false,?,?,?,false,?,true,invertebrate
?,?,?,false,?,?,false,false,true,?,?,?,?,?,false,true,?
false,?,?,false,false,?,?,?,?,?,?,?,2,?,false,?,?
?,false,?,?,false,false,?,?,true,?,?,false,?,?,?,?,?
?,?,?,?,?,?,true,false,?,true,?,?,4,?,false,true,?
?,?,?,true,?,false,?,?,true,?,?,?,?,?,?,?,mammal
false,true,true,false,?,?,?,false,true,true,?,false,?,?,false,?,bird
?,?,false,false,?,?,true,false,?,true,true,false,?,true,false,?,?
?,?,false,?,?,true,true,?,?,?,?,?,?,?,false,?,?
true,false,?,?,?,?,?,true,?,true,?,?,2,?,false,?,?
false,false,false,?,false,true,?,?,?,?,?,?,?,?,?,?,?
?,false,true,?,false,?,?,false,?,false,?,?,?,false,?,?,invertebrate
?,false,?,?,?,?,?,?,?,?,?,?,0,true,?,?,?
?,false,true,?,?,?,false,false,?,true,false,?,0,?,?,false,invertebrate
?,?,true,false,?,?,?,?,?,?,?,?,?,?,false,?,?
?,?,false,?,false,false,?,?,?,true,?,?,?,?,false,?,?
false,false,?,false,false,true,?,?,false,?,false,?,5,?,?,?,invertebrate
false,?,?,?,false,?,true,?,true,?,true,?,?,?,false,true,?
false,?,true,false,?,?,?,?,?,?,?,false,?,?,false,?,?
false,false,?,?,?,true,?,?,?,?,?,false,?,false,?,false,?
?,?,?,false,false,?,?,false,?,true,false,false,4,?,?,?,reptile
?,false,true,false,?,false,?,?,?,?,false,?,?,?,?,false,?
false,true,?,false,?,?,?,false,true,?,false,?,?,?,?,?,bird
?,false,?,?,?,false,?,?,?,true,false,?,?,true,?,true,mammal
?,?,?,false,?,?,?,?,?,?,?,false,6,?,false,false,insect
