@relation dataset

@attribute hair {false, true}
@attribute feathers {false, true}
@attribute eggs {false, true}
@attribute milk {false, true}
@attribute airborne {false, true}
@attribute aquatic {false, true}
@attribute predator {false, true}
@attribute toothed {false, true}
@attribute backbone {false, true}
@attribute breathes {false, true}
@attribute venomous {false, true}
@attribute fins {false, true}
@attribute legs {0, 2, 4, 5, 6, 8}
@attribute tail {false, true}
@attribute domestic {false, true}
@attribute catsize {false, true}
@attribute type {mammal, bird, reptile, fish, amphibian, insect, invertebrate}


@data
true,false,?,true,false,?,true,?,?,true,false,?,?,?,false,?,?
true,?,false,?,?,false,false,true,true,?,?,?,4,?,?,?,mammal
?,false,?,true,?,?,?,?,?,true,false,?,?,?,true,?,mammal
?,false,?,?,false,?,?,?,?,true,false,?,4,?,?,?,?
?,?,?,true,?,false,?,true,?,?,?,false,?,true,?,?,?
?,?,?,?,?,?,?,true,true,false,?,?,0,true,?,false,?
true,false,?,true,?,false,?,?,?,?,?,?,?,false,true,?,?
?,true,?,false,true,?,?,false,?,?,?,?,2,true,?,?,?
false,true,?,?,true,?,false,false,true,?,false,?,?,true,?,?,?
?,?,true,?,true,?,?,?,?,?,?,?,?,true,?,?,bird
?,false,true,?,false,?,true,?,false,?,?,?,?,?,?,false,?
?,false,true,false,?,true,?,?,?,false,false,?,?,?,?,?,?
false,false,?,?,false,?,?,?,?,?,?,?,?,?,false,false,?
false,?,?,?,?,true,true,?,?,?,false,?,?,false,?,?,?
false,?,?,?,?,false,true,false,true,true,?,?,?,?,?,false,?
?,?,true,?,?,?,?,?,true,?,?,false,?,?,?,?,bird
false,false,?,?,?,true,true,?,?,?,?,true,?,true,?,true,?
?,false,?,?,?,true,?,?,?,false,?,?,?,?,?,true,?
?,false,?,?,?,?,true,?,?,false,?,?,0,?,?,?,fish
?,?,?,?,false,true,?,?,?,?,false,?,0,true,?,?,?
false,?,false,true,?,true,?,?,?,true,false,?,0,?,false,?,?
false,true,?,?,?,?,?,false,?,?,?,false,2,?,?,?,bird
false,?,?,?,?,?,?,?,true,?,false,?,2,true,?,true,?
?,?,?,?,?,?,?,?,?,true,?,false,?,false,?,?,insect
?,?,?,?,false,?,?,false,?,true,false,false,6,?,false,false,insect
?,?,?,false,?,?,true,?,?,?,?,?,?,?,false,false,amphibian
?,false,true,?,?,true,?,true,?,true,?,?,4,?,?,?,amphibian
?,false,?,?,?,?,?,?,?,?,false,?,?,?,false,?,mammal
?,?,?,?,?,?,false,?,?,true,?,?,?,?,?,false,mammal
?,?,false,?,?,?,?,?,?,true,false,?,?,?,?,?,?
?,?,?,false,?,false,false,?,?,true,false,?,?,false,false,?,insect
true,false,?,?,?,?,?,?,true,?,?,false,?,?,?,true,mammal
?,true,true,false,true,?,?,?,?,?,?,?,?,?,false,false,bird
?,?,?,?,?,?,true,?,true,?,?,?,?,?,?,false,?
?,?,?,?,true,?,?,?,true,true,?,?,2,?,false,false,bird
false,false,true,?,false,?,false,?,true,false,?,?,?,?,?,?,?
false,false,true,false,?,true,?,true,?,?,?,?,0,true,false,?,?
?,?,?,?,?,?,?,true,true,false,?,?,?,?,false,false,?
true,?,?,?,?,?,?,true,?,true,false,?,4,?,?,false,?
?,?,false,true,?,?,?,?,?,true,?,?,?,?,?,?,mammal
true,?,?,?,false,false,false,?,?,?,?,?,4,true,?,?,?
?,false,true,?,true,?,false,false,?,true,?,?,6,?,?,?,?
?,?,true,?,?,?,?,?,false,true,?,?,?,false,false,?,insect
?,?,true,?,?,?,?,false,false,true,?,?,6,?,?,false,?
false,?,?,?,?,?,true,?,?,true,?,?,2,?,?,?,?
false,?,?,?,?,false,?,false,false,?,?,?,6,?,false,?,insect
false,true,?,false,?,false,false,false,?,?,false,?,?,?,?,?,?
false,?,?,?,?,?,?,?,?,true,false,?,?,?,false,?,?
false,?,?,?,?,false,false,?,?,true,?,?,?,?,?,?,?
false,true,true,false,true,?,false,?,true,?,?,false,?,?,false,?,?
?,false,?,?,?,?,?,?,?,?,false,false,?,?,false,true,?
?,?,false,?,false,false,?,true,true,?,?,false,?,?,?,false,?
?,false,?,true,?,?,?,?,?,?,?,?,?,true,false,?,mammal
?,false,true,?,?,true,?,?,true,?,?,false,?,?,?,?,?
?,?,true,false,false,true,true,false,false,?,false,?,?,?,?,true,invertebrate
?,?,?,false,?,false,false,?,?,?,false,?,?,true,false,true,?
false,true,?,?,?,?,true,?,?,?,false,false,?,true,false,?,?
false,false,true,false,?,?,?,true,true,?,?,?,0,?,?,?,?
?,?,?,?,?,?,true,?,true,true,?,false,?,true,?,?,?
true,?,?,true,false,false,?,?,true,true,false,?,?,true,true,?,?
false,?,true,false,false,?,?,false,?,?,?,?,2,true,?,true,?
false,false,?,?,false,false,true,?,false,?,true,?,?,?,false,?,invertebrate
?,?,false,?,false,true,true,?,true,true,false,?,?,false,false,true,mammal
?,?,?,true,?,true,?,true,true,?,?,true,2,?,?,?,mammal
false,?,?,false,?,?,true,?,true,?,?,?,0,true,?,false,reptile
?,false,true,?,?,true,?,?,?,?,true,?,?,false,?,?,invertebrate
false,?,?,?,?,false,?,?,true,?,?,?,?,?,false,?,?
false,false,?,false,?,?,false,?,false,?,?,?,0,?,?,?,?
false,?,true,false,false,false,?,?,false,?,false,false,?,?,?,false,?
true,?,false,true,?,?,?,?,true,true,false,?,?,?,false,?,mammal
?,?,true,?,?,true,true,false,false,?,false,false,?,false,?,?,?
false,false,?,?,?,?,true,true,?,false,true,?,0,true,false,?,?
false,true,?,false,?,?,?,?,?,?,?,?,?,true,?,true,bird
?,false,true,?,?,?,?,true,?,?,?,false,?,?,?,false,?
?,?,true,false,?,?,?,?,?,?,?,false,?,true,false,?,?
?,false,true,?,false,false,?,true,true,?,false,?,?,?,?,?,?
?,true,true,?,true,?,?,false,true,true,false,false,?,?,?,?,bird
?,?,false,?,?,false,false,?,?,true,?,false,?,true,?,?,?
?,false,?,?,?,false,?,?,?,?,?,?,6,?,?,?,insect
