@relation dataset

@attribute hair {false, true}
@attribute feathers {false, true}
@attribute eggs {false, true}
@attribute milk {false, true}
@attribute airborne {false, true}
@attribute aquatic {false, true}
@attribute predator {false, true}
@attribute toothed {false, true}
@attribute backbone {false, true}
@attribute breathes {false, true}
@attribute venomous {false, true}
@attribute fins {false, true}
@attribute legs {0, 2, 4, 5, 6, 8}
@attribute tail {false, true}
@attribute domestic {false, true}
@attribute catsize {false, true}
@attribute type {mammal, bird, reptile, fish, amphibian, insect, invertebrate}


@data
?,?,?,true,?,true,?,true,true,true,false,?,?,?,?,?,?
?,false,?,?,?,false,true,?,?,true,?,false,?,true,?,?,?
?,false,?,?,false,?,true,true,?,true,?,?,?,?,?,?,?
?,?,true,false,?,?,?,true,true,?,false,false,?,?,?,?,amphibian
false,false,true,false,?,?,?,?,false,false,?,?,?,?,false,?,?
?,?,true,?,false,?,false,?,true,?,?,false,2,?,?,?,?
?,true,true,false,?,true,true,?,?,?,?,?,?,?,?,?,bird
?,false,true,?,?,false,?,?,true,?,?,false,?,true,false,?,?
true,false,?,?,false,true,true,?,?,?,?,false,?,true,?,?,?
?,?,false,true,false,?,?,?,?,?,?,false,4,true,?,true,?
?,?,true,?,false,false,?,false,true,true,false,false,?,?,?,?,bird
?,false,?,false,?,?,true,?,?,?,true,?,?,?,false,?,invertebrate
true,?,false,?,false,?,?,?,?,true,?,?,?,?,?,?,?
true,?,?,?,?,true,?,?,?,true,?,?,?,?,?,?,?
?,?,false,?,false,true,true,true,?,?,?,false,?,?,false,?,?
?,?,?,false,?,true,?,?,?,?,?,false,?,false,?,false,?
?,false,true,?,?,false,true,?,?,?,false,?,?,true,false,?,reptile
?,false,?,?,?,?,?,?,?,?,?,false,0,?,?,?,?
false,false,true,?,false,false,?,?,false,?,?,false,?,false,false,?,invertebrate
true,false,?,?,false,?,?,true,?,true,false,?,?,true,?,?,?
false,?,?,?,false,?,?,false,false,?,?,?,?,false,false,?,?
false,false,?,?,false,?,true,?,true,?,?,?,?,?,?,true,fish
?,?,true,?,?,?,false,?,true,?,false,false,?,?,false,?,?
?,false,true,false,?,?,false,?,true,true,false,?,?,?,false,false,?
false,?,?,?,?,?,?,?,true,true,?,false,4,?,?,?,?
false,false,true,?,false,?,?,?,?,true,false,?,?,true,?,false,reptile
?,?,true,?,true,false,true,?,true,?,?,?,?,true,?,true,bird
true,false,?,true,?,false,false,?,?,?,?,false,?,?,?,true,?
true,?,true,?,true,?,false,?,?,true,?,?,?,false,false,false,?
