@relation dataset

@attribute attr_4 real
@attribute attr_5 {NO, YES}
@attribute attr_7 {NO, YES}
@attribute attr_8 {BENTON, UDDEHOLM}
@attribute attr_10 {COATED, UNCOATED}
@attribute attr_11 {COATED, COVER, UNCOATED}
@attribute attr_12 {NO, YES}
@attribute attr_13 {LINE, NAPTHA, XYLOL}
@attribute attr_14 {NO, YES}
@attribute attr_15 {Albert70, Motter70, Motter94, WoodHoe70}
@attribute attr_16 real
@attribute attr_17 real
@attribute attr_18 {CATALOG, SPIEGEL, TABLOID}
@attribute attr_20 real
@attribute attr_21 real
@attribute attr_22 real
@attribute attr_23 real
@attribute attr_24 real
@attribute attr_25 real
@attribute attr_26 real
@attribute attr_27 real
@attribute attr_28 real
@attribute attr_29 real
@attribute attr_30 real
@attribute attr_31 real
@attribute attr_32 real
@attribute attr_33 real
@attribute attr_34 real
@attribute attr_35 real
@attribute attr_36 real
@attribute attr_37 real
@attribute attr_38 real
@attribute attr_39 real
@attribute attr_40 {band, noband}


@data
?,?,YES,BENTON,?,COATED,NO,?,?,?,?,2.0,TABLOID,1911.0,50.0,45.0,?,?,70.0,0.8125,30.0,0.0,2400.0,?,41.2,0.0,0.0,?,1.0,?,40.0,?,100.0,noband
35751.0,NO,?,BENTON,?,COATED,NO,?,YES,Motter94,824.0,9.0,TABLOID,1911.0,?,45.0,0.2,15.0,?,?,30.0,?,2400.0,62.5,37.5,0.0,0.0,1.0,1.0,30.0,40.0,107.4,100.0,noband
37340.0,NO,?,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824.0,2.0,TABLOID,1911.0,30.0,43.0,0.2,16.3,70.0,?,25.0,1.2,2200.0,?,?,?,0.0,2.0,1.0,30.0,40.0,?,?,?
35816.0,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,?,?,?,?,1911.0,40.0,41.0,?,15.8,?,1.0,?,0.0,2000.0,62.5,?,0.0,0.0,2.5,1.0,?,40.0,107.4,100.0,band
37352.0,NO,YES,BENTON,COATED,?,?,LINE,YES,Motter94,827.0,9.0,?,1911.0,?,42.0,0.2,?,74.0,1.0,25.0,?,2100.0,?,34.5,0.0,0.0,2.3,0.7,35.0,40.0,?,100.0,?
?,NO,YES,BENTON,COATED,COATED,NO,LINE,?,Motter94,827.0,9.0,TABLOID,1911.0,45.0,?,0.2,?,70.0,?,20.0,8.0,?,57.5,34.5,0.0,0.0,2.0,?,?,40.0,107.4,?,band
37352.0,NO,YES,?,UNCOATED,COATED,?,LINE,?,?,?,9.0,?,1911.0,50.0,45.0,?,?,76.0,1.0,30.0,8.0,?,?,34.5,0.0,0.0,?,?,35.0,40.0,?,100.0,noband
37352.0,NO,YES,?,UNCOATED,COATED,?,?,YES,Motter94,827.0,2.0,TABLOID,1911.0,?,45.0,0.3,15.2,?,1.0,25.0,5.9,2150.0,58.8,35.3,?,0.0,2.5,1.0,35.0,40.0,107.4,100.0,noband
?,?,?,BENTON,COATED,COATED,NO,?,?,Motter94,828.0,2.0,TABLOID,1910.0,30.0,?,0.233,17.0,?,0.75,35.0,0.0,2200.0,58.8,41.2,0.0,?,?,?,33.0,40.0,106.45,?,?
37352.0,NO,YES,?,UNCOATED,?,NO,LINE,?,WoodHoe70,815.0,2.0,TABLOID,?,?,44.0,0.2,16.0,90.0,0.75,28.0,20.0,2050.0,45.0,?,?,0.0,2.4,0.8,35.0,40.0,107.4,100.0,noband
37352.0,?,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,WoodHoe70,815.0,9.0,TABLOID,1911.0,?,44.0,0.2,16.5,91.0,0.75,?,21.7,2050.0,43.5,?,0.0,0.0,2.7,?,35.0,40.0,107.4,100.0,?
?,YES,?,BENTON,?,UNCOATED,?,LINE,YES,Motter94,821.0,2.0,TABLOID,1911.0,45.0,44.0,0.267,?,?,?,?,7.6,1510.0,54.3,?,0.0,0.0,2.5,?,34.0,40.0,114.28,100.0,noband
25507.0,YES,?,BENTON,?,?,NO,LINE,?,Motter94,821.0,7.0,TABLOID,1910.0,?,44.0,?,14.0,69.0,0.625,20.0,?,1510.0,53.2,38.3,2.0,0.0,2.5,0.9,34.0,?,?,100.0,noband
37080.0,?,YES,BENTON,COATED,COATED,?,LINE,NO,?,828.0,2.0,?,1911.0,40.0,47.0,0.333,17.0,?,0.75,35.0,0.0,?,58.8,?,4.0,0.0,2.5,?,30.0,40.0,100.0,100.0,?
35334.0,YES,YES,BENTON,?,?,NO,LINE,YES,?,816.0,?,?,1911.0,40.0,?,0.267,16.0,?,1.0,28.0,0.0,?,58.8,41.2,2.0,?,3.0,0.8,40.0,40.0,?,100.0,noband
35334.0,?,YES,BENTON,UNCOATED,UNCOATED,?,?,YES,WoodHoe70,816.0,?,?,1911.0,32.5,43.0,0.2,15.0,82.0,1.0,31.0,7.6,?,54.3,38.0,4.0,0.0,2.5,1.0,40.0,?,?,100.0,noband
?,?,YES,BENTON,UNCOATED,COATED,NO,?,?,?,815.0,9.0,CATALOG,1911.0,37.5,44.0,0.3,?,85.0,?,34.0,?,1400.0,62.5,37.5,0.0,?,?,1.0,28.0,?,?,100.0,noband
?,NO,?,?,UNCOATED,?,NO,LINE,YES,WoodHoe70,?,2.0,CATALOG,?,35.0,44.0,?,16.0,?,?,?,7.0,1400.0,?,34.9,0.0,0.0,3.0,1.0,28.0,?,?,100.0,?
?,NO,YES,BENTON,COATED,COATED,NO,LINE,YES,Motter94,?,?,?,1910.0,?,43.0,0.2,16.0,82.0,0.875,?,?,2270.0,?,44.4,12.0,?,2.0,1.0,30.0,40.0,103.22,?,noband
35752.0,NO,YES,?,COATED,?,?,LINE,YES,Motter94,824.0,2.0,TABLOID,?,?,43.0,0.3,16.3,80.0,0.8125,30.0,0.0,2270.0,?,44.4,12.0,0.0,1.5,?,?,40.0,103.22,100.0,?
?,NO,YES,BENTON,UNCOATED,COATED,?,LINE,YES,?,827.0,2.0,TABLOID,1911.0,?,43.0,?,15.8,57.0,?,24.0,1.2,1480.0,58.1,40.7,0.0,0.0,1.4,?,33.0,40.0,?,100.0,noband
?,?,YES,?,UNCOATED,COATED,NO,?,YES,Motter94,827.0,9.0,TABLOID,1911.0,52.5,43.0,0.233,16.6,58.0,0.75,?,7.9,1480.0,56.2,?,?,0.0,1.7,0.7,33.0,40.0,?,100.0,?
35752.0,NO,YES,BENTON,?,COATED,NO,LINE,YES,?,824.0,2.0,TABLOID,?,?,?,?,17.0,?,0.8125,?,0.0,?,58.8,41.2,0.0,0.0,1.3,0.7,?,?,103.22,100.0,noband
37441.0,NO,YES,BENTON,COATED,COATED,NO,?,YES,Motter94,821.0,2.0,TABLOID,1911.0,25.0,?,0.2,13.0,75.0,?,25.0,0.0,1600.0,57.5,42.5,?,?,2.5,0.85,?,40.0,103.12,100.0,noband
?,?,YES,BENTON,?,?,?,LINE,YES,Motter94,821.0,?,TABLOID,1911.0,?,?,?,?,70.0,0.625,25.0,0.0,1600.0,?,?,5.0,?,?,0.9,30.0,40.0,?,?,?
37354.0,?,YES,?,UNCOATED,UNCOATED,NO,?,YES,?,?,?,TABLOID,?,?,46.0,0.333,15.9,78.0,?,?,2.4,2000.0,?,36.6,0.0,0.0,2.4,1.3,35.0,?,?,?,noband
?,?,?,BENTON,UNCOATED,UNCOATED,?,LINE,YES,?,827.0,2.0,TABLOID,?,45.0,41.0,0.333,17.0,78.0,0.75,16.0,14.1,1100.0,?,35.4,0.0,?,2.5,1.0,50.0,40.0,?,?,band
?,YES,YES,BENTON,?,UNCOATED,NO,LINE,YES,?,827.0,2.0,?,1911.0,?,41.0,0.233,?,?,?,20.0,14.1,1300.0,?,35.4,4.0,0.0,2.5,1.0,?,40.0,96.97,100.0,?
35870.0,?,NO,BENTON,COATED,?,?,LINE,NO,Motter94,824.0,2.0,TABLOID,1910.0,?,46.0,?,15.0,68.0,?,?,?,1700.0,58.8,?,0.0,0.0,1.0,?,33.0,40.0,?,100.0,noband
35870.0,NO,NO,BENTON,COATED,COATED,NO,LINE,NO,Motter94,?,9.0,TABLOID,1911.0,?,46.0,0.267,16.5,?,0.875,25.0,0.0,1700.0,58.8,41.2,0.0,?,1.0,?,33.0,40.0,?,100.0,noband
35811.0,?,YES,BENTON,COATED,COATED,?,LINE,YES,?,815.0,?,SPIEGEL,?,?,35.0,0.233,?,?,0.625,30.0,0.0,2000.0,?,37.5,?,0.0,2.5,0.9,30.0,40.0,?,100.0,noband
37869.0,NO,?,BENTON,UNCOATED,COATED,?,LINE,YES,Albert70,802.0,?,?,1911.0,35.0,?,0.4,12.0,?,0.75,46.0,4.7,?,?,36.5,?,0.0,2.0,1.0,28.0,40.0,103.125,100.0,noband
?,NO,?,BENTON,UNCOATED,COATED,NO,?,?,Albert70,802.0,2.0,CATALOG,?,35.0,?,0.433,16.0,70.0,0.75,50.0,?,?,?,37.5,0.0,0.0,2.8,1.5,28.0,?,103.125,100.0,noband
?,?,YES,BENTON,?,UNCOATED,?,LINE,YES,?,821.0,7.0,TABLOID,1911.0,50.0,46.0,0.2,?,?,0.625,25.0,10.5,1750.0,?,?,2.0,?,2.4,0.8,28.0,40.0,96.97,100.0,?
37386.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,?,?,?,TABLOID,?,40.0,47.0,0.333,24.5,?,?,?,?,2100.0,?,36.3,16.0,?,?,1.0,40.0,40.0,100.0,?,band
37386.0,YES,YES,BENTON,UNCOATED,?,NO,LINE,?,?,827.0,?,?,?,?,?,?,?,77.0,0.75,20.0,9.4,2000.0,52.1,38.5,?,?,?,1.0,40.0,?,103.22,100.0,?
37386.0,YES,?,BENTON,UNCOATED,?,?,LINE,YES,?,827.0,9.0,?,1910.0,40.0,39.0,0.2,15.0,79.0,?,?,11.8,2000.0,49.0,39.2,?,0.0,2.5,1.0,?,40.0,103.22,100.0,noband
?,YES,?,?,UNCOATED,UNCOATED,NO,LINE,YES,?,824.0,9.0,?,1911.0,?,40.0,0.35,18.5,?,?,30.0,?,1900.0,62.5,?,4.0,?,?,1.4,40.0,40.0,106.45,?,band
37254.0,?,YES,BENTON,UNCOATED,?,NO,?,YES,Motter94,821.0,7.0,?,1911.0,42.5,41.0,?,?,?,0.625,20.0,?,1750.0,57.5,40.0,?,?,2.5,0.7,35.0,40.0,96.97,100.0,noband
35457.0,NO,?,BENTON,COATED,COATED,?,?,YES,Motter94,828.0,9.0,TABLOID,1910.0,35.0,39.0,0.2,16.2,84.0,1.0,?,?,2100.0,62.5,?,4.0,0.0,2.0,0.9,?,40.0,94.117,100.0,noband
47202.0,?,?,?,UNCOATED,UNCOATED,NO,XYLOL,YES,Albert70,802.0,2.0,?,1910.0,?,?,0.333,14.02,68.0,?,56.0,?,?,53.2,?,0.0,0.5,3.0,1.3,40.0,?,109.67,100.0,noband
?,NO,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,WoodHoe70,?,2.0,?,1910.0,67.5,?,0.2,?,?,0.5,34.0,16.3,?,43.5,?,6.0,?,2.5,1.0,40.0,?,?,100.0,?
?,NO,YES,?,COATED,?,NO,LINE,YES,Motter94,821.0,2.0,TABLOID,1910.0,55.0,37.0,0.267,16.0,75.0,?,20.0,?,1850.0,55.6,38.9,?,0.0,?,?,33.0,40.0,109.67,100.0,?
37354.0,NO,?,BENTON,UNCOATED,COATED,?,LINE,?,Motter94,?,?,TABLOID,?,42.5,41.0,0.2,14.0,80.0,?,?,?,1750.0,53.2,39.4,0.0,?,2.1,0.9,35.0,40.0,96.97,100.0,noband
37355.0,?,YES,?,?,COATED,NO,?,YES,WoodHoe70,?,9.0,?,1910.0,49.0,43.0,?,?,74.0,0.75,23.0,9.1,1900.0,?,34.1,2.0,0.0,?,0.2,35.0,40.0,103.22,?,?
47202.0,?,?,BENTON,UNCOATED,UNCOATED,NO,LINE,?,?,813.0,9.0,?,1910.0,52.5,?,0.267,15.1,76.0,?,31.0,6.6,1650.0,?,?,0.0,?,2.5,?,40.0,40.0,109.67,100.0,noband
?,NO,YES,BENTON,?,COATED,NO,LINE,?,Motter94,828.0,9.0,TABLOID,1910.0,40.0,?,0.2,?,?,0.9375,30.0,5.6,?,55.6,?,?,0.0,?,1.0,35.0,?,103.22,?,noband
37355.0,NO,?,?,?,COATED,NO,LINE,YES,Motter94,827.0,?,TABLOID,1910.0,?,?,0.35,16.5,?,0.625,20.0,?,?,56.8,34.1,?,?,2.5,0.5,?,?,?,100.0,noband
37355.0,NO,?,BENTON,UNCOATED,?,NO,LINE,?,Motter94,?,9.0,TABLOID,1910.0,?,43.0,?,16.1,70.0,0.625,20.0,11.1,2000.0,55.6,33.3,4.0,0.0,1.8,0.9,35.0,?,?,100.0,?
?,NO,YES,BENTON,?,COATED,NO,LINE,YES,?,?,9.0,TABLOID,1910.0,40.0,43.0,0.267,16.0,80.0,0.5625,30.0,5.6,1900.0,55.6,?,?,0.0,2.2,1.3,30.0,?,103.22,100.0,noband
25514.0,?,?,BENTON,UNCOATED,UNCOATED,?,LINE,?,Motter94,?,7.0,TABLOID,1910.0,?,49.0,0.267,12.5,70.0,0.625,30.0,5.6,1750.0,55.6,38.9,0.0,0.0,2.5,0.9,34.0,40.0,?,100.0,band
38051.0,NO,?,BENTON,UNCOATED,COATED,?,LINE,YES,WoodHoe70,816.0,9.0,?,1910.0,55.0,49.0,0.2,15.6,74.0,0.75,24.0,0.0,1650.0,?,?,0.0,0.0,2.5,1.7,33.0,40.0,?,100.0,noband
37355.0,?,?,BENTON,?,COATED,NO,?,YES,Motter94,?,2.0,TABLOID,1911.0,40.0,49.0,?,15.3,74.0,?,?,0.0,2000.0,?,?,0.0,?,2.2,1.0,?,40.0,100.0,100.0,noband
37355.0,NO,YES,?,COATED,COATED,NO,LINE,YES,Motter94,828.0,?,TABLOID,1911.0,?,49.0,0.233,16.8,?,0.9375,30.0,?,?,?,37.5,0.0,?,2.4,0.9,?,40.0,100.0,100.0,noband
25515.0,?,YES,BENTON,?,?,NO,LINE,YES,Motter94,?,?,TABLOID,?,?,?,0.3,?,77.0,0.625,?,?,?,49.5,34.6,8.0,?,1.5,0.8,34.0,?,100.0,100.0,band
37081.0,NO,NO,?,COATED,?,NO,LINE,YES,Motter94,828.0,1.0,TABLOID,1911.0,35.0,?,?,15.5,?,0.875,?,0.0,2200.0,53.2,46.8,0.0,0.0,?,?,30.0,40.0,?,100.0,band
35534.0,YES,YES,?,UNCOATED,UNCOATED,NO,?,NO,Motter94,827.0,?,TABLOID,1910.0,42.0,44.0,0.3,15.0,80.0,?,20.0,16.7,1300.0,49.0,34.3,?,0.0,2.5,?,40.0,40.0,110.0,?,?
35534.0,YES,?,?,?,UNCOATED,NO,LINE,NO,?,827.0,?,TABLOID,1910.0,45.0,44.0,0.3,15.5,75.0,1.25,20.0,14.1,1300.0,50.5,35.4,0.0,0.0,?,1.5,40.0,?,110.0,?,?
35754.0,NO,YES,BENTON,?,COATED,NO,LINE,YES,Motter94,?,2.0,TABLOID,1910.0,50.0,?,0.3,?,70.0,0.8125,30.0,3.4,2400.0,?,?,0.0,0.0,2.5,0.8,?,?,?,?,noband
?,NO,YES,BENTON,COATED,?,NO,LINE,YES,?,824.0,9.0,TABLOID,1910.0,47.0,43.0,0.267,16.0,?,0.5625,30.0,?,?,?,40.4,?,?,2.5,1.1,?,?,103.125,?,noband
37572.0,NO,?,?,?,COATED,NO,LINE,YES,?,824.0,?,?,1911.0,35.0,48.0,0.233,16.0,76.0,?,30.0,8.9,?,49.5,41.6,0.0,0.0,2.5,1.2,30.0,40.0,103.22,?,noband
37572.0,?,YES,BENTON,COATED,?,?,LINE,YES,?,824.0,?,?,1911.0,35.0,48.0,0.233,?,86.0,0.5625,30.0,16.1,?,?,?,0.0,?,2.5,1.5,30.0,40.0,103.22,100.0,?
35816.0,NO,YES,?,?,?,?,?,?,Motter94,827.0,2.0,?,?,47.5,68.0,?,?,78.0,0.75,22.0,?,1900.0,62.5,37.5,0.0,0.0,2.1,1.7,33.0,?,103.125,100.0,band
35458.0,?,YES,BENTON,COATED,?,NO,?,NO,?,816.0,2.0,TABLOID,?,?,60.0,0.233,15.0,78.0,?,28.0,?,2380.0,60.0,40.0,3.0,0.0,?,1.0,30.0,40.0,106.66,100.0,band
35816.0,?,YES,BENTON,?,COATED,NO,LINE,?,?,?,?,?,1910.0,?,?,0.433,15.5,92.0,0.75,22.0,?,1550.0,?,37.2,?,0.0,?,1.3,33.0,40.0,106.66,?,band
23055.0,YES,YES,?,UNCOATED,COVER,NO,LINE,?,?,821.0,7.0,TABLOID,?,42.5,52.0,?,?,?,0.625,25.0,0.0,?,50.0,50.0,0.0,0.0,2.5,0.9,40.0,?,?,100.0,band
25520.0,YES,YES,?,UNCOATED,?,NO,?,YES,?,821.0,7.0,TABLOID,1910.0,50.0,56.0,0.267,?,76.0,0.625,25.0,3.4,1760.0,56.8,39.8,?,0.0,2.5,0.8,34.0,40.0,103.125,100.0,?
?,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Motter94,821.0,7.0,TABLOID,?,?,57.0,?,14.0,76.0,?,20.0,?,?,56.2,?,2.0,?,2.0,0.8,34.0,40.0,103.125,?,band
35982.0,?,NO,BENTON,COATED,COATED,NO,LINE,NO,?,824.0,2.0,TABLOID,1910.0,47.0,?,0.4,16.0,74.0,0.8125,38.0,0.0,1900.0,?,?,2.0,0.0,2.5,1.1,33.0,40.0,?,?,noband
35872.0,NO,NO,?,COATED,COATED,NO,?,YES,?,824.0,9.0,TABLOID,?,?,?,0.333,16.0,82.0,0.5625,30.0,1.5,?,50.5,34.3,0.0,0.0,2.5,1.1,?,40.0,?,100.0,?
47203.0,YES,YES,BENTON,?,?,NO,LINE,NO,Albert70,?,2.0,CATALOG,1910.0,50.0,55.0,0.233,13.86,70.0,0.625,?,?,1635.0,51.0,38.8,?,0.0,3.0,1.0,40.0,40.0,?,?,?
37168.0,NO,YES,BENTON,?,?,NO,LINE,YES,WoodHoe70,815.0,?,TABLOID,1911.0,30.0,63.0,?,13.0,94.0,1.0,29.0,0.0,?,?,43.8,0.0,0.0,?,1.0,?,40.0,?,100.0,?
37333.0,NO,YES,BENTON,?,COATED,NO,?,YES,WoodHoe70,815.0,2.0,TABLOID,1911.0,50.0,60.0,?,13.6,86.0,1.125,28.0,0.0,?,64.1,35.9,0.0,0.0,2.5,1.0,33.0,?,106.45,?,band
?,YES,?,?,?,UNCOATED,?,LINE,NO,Motter94,821.0,7.0,TABLOID,1911.0,?,53.0,?,14.2,72.0,0.625,25.0,22.7,?,45.5,31.8,?,0.0,2.4,0.9,?,?,103.125,?,band
37333.0,NO,?,BENTON,COATED,COATED,?,LINE,NO,WoodHoe70,815.0,2.0,TABLOID,1910.0,35.0,56.0,0.3,15.3,80.0,0.75,20.0,0.0,1900.0,76.9,?,0.0,0.0,2.5,1.25,33.0,40.0,106.66,?,band
37994.0,YES,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821.0,7.0,TABLOID,1911.0,?,56.0,?,15.0,84.0,0.625,?,16.7,1850.0,52.1,31.3,?,?,2.0,?,34.0,?,103.125,?,band
?,YES,YES,?,UNCOATED,UNCOATED,NO,LINE,NO,Motter94,821.0,7.0,?,?,?,49.0,0.2,?,78.0,0.625,20.0,17.1,1900.0,47.6,35.2,0.0,0.0,?,0.85,?,?,106.45,100.0,?
47203.0,YES,YES,BENTON,?,UNCOATED,?,LINE,YES,Albert70,?,2.0,CATALOG,1910.0,50.0,50.0,?,15.7,?,0.75,50.0,0.0,1420.0,?,37.5,?,?,3.0,?,40.0,40.0,106.45,100.0,?
47203.0,?,YES,BENTON,UNCOATED,UNCOATED,NO,LINE,YES,Albert70,?,?,?,1910.0,50.0,50.0,0.2,15.5,?,0.75,58.0,4.8,?,?,?,?,0.0,?,?,40.0,40.0,?,?,noband
35871.0,NO,NO,BENTON,COATED,?,?,?,?,Motter94,824.0,9.0,?,1911.0,35.0,?,0.233,?,82.0,0.5625,28.0,5.6,?,56.2,38.2,?,0.0,1.7,?,?,?,103.125,?,?
35871.0,NO,NO,BENTON,COATED,COATED,NO,LINE,YES,Motter94,824.0,2.0,TABLOID,1911.0,35.0,56.0,0.2,?,80.0,0.8125,?,8.6,2100.0,53.8,37.6,8.0,0.0,?,?,30.0,?,100.0,100.0,noband
37169.0,?,?,BENTON,?,?,NO,LINE,YES,Motter94,824.0,2.0,?,1911.0,40.0,50.0,0.2,16.0,68.0,0.8125,?,?,?,58.8,41.2,8.0,0.0,?,?,?,40.0,?,100.0,noband
47169.0,NO,?,BENTON,COATED,COATED,NO,?,YES,Motter94,824.0,?,TABLOID,1911.0,40.0,50.0,0.233,16.0,?,?,?,?,2400.0,58.8,?,8.0,0.0,?,?,33.0,?,103.125,?,noband
37822.0,NO,YES,BENTON,UNCOATED,?,NO,?,?,WoodHoe70,816.0,9.0,CATALOG,?,40.0,54.0,0.2,15.8,76.0,?,?,5.6,?,55.6,38.9,?,0.0,?,1.5,?,40.0,103.125,?,noband
37822.0,?,YES,?,UNCOATED,COVER,NO,LINE,?,WoodHoe70,?,2.0,CATALOG,?,40.0,54.0,0.2,15.4,78.0,?,?,?,1736.0,?,?,?,0.0,2.5,1.1,?,40.0,103.125,100.0,noband
37994.0,YES,?,?,UNCOATED,?,NO,?,NO,Motter94,821.0,?,TABLOID,?,55.0,45.0,0.267,?,?,0.625,20.0,16.7,?,54.3,34.3,4.0,?,2.5,1.0,34.0,40.0,100.0,100.0,noband
?,YES,YES,BENTON,?,UNCOATED,NO,LINE,NO,?,821.0,7.0,TABLOID,?,?,64.0,0.4,15.5,82.0,0.625,?,0.0,?,71.4,28.6,4.0,0.0,2.5,0.9,34.0,40.0,103.125,?,band
35458.0,?,YES,?,COATED,COATED,NO,LINE,?,WoodHoe70,816.0,9.0,TABLOID,?,40.0,56.0,0.233,16.5,79.0,?,28.0,?,?,?,39.8,0.0,0.0,?,?,?,40.0,?,100.0,?
?,?,YES,BENTON,?,COATED,NO,LINE,YES,Motter94,824.0,2.0,?,?,45.0,?,0.333,?,76.0,0.8125,30.0,?,2250.0,55.6,?,2.0,0.0,2.5,?,30.0,?,106.45,?,?
37365.0,NO,YES,BENTON,?,?,NO,LINE,?,Motter94,828.0,?,TABLOID,1910.0,47.5,68.0,0.4,16.0,?,0.75,?,0.0,?,58.8,41.2,0.0,0.0,1.5,1.0,35.0,40.0,106.45,100.0,noband
?,?,YES,BENTON,UNCOATED,COATED,NO,?,?,Motter94,828.0,9.0,TABLOID,1910.0,47.5,?,0.35,?,80.0,?,?,?,2250.0,?,?,?,?,?,0.75,35.0,40.0,106.45,100.0,noband
35460.0,NO,YES,BENTON,COATED,COATED,NO,LINE,?,Motter94,824.0,?,TABLOID,?,?,54.0,0.367,15.5,74.0,0.5625,?,?,2250.0,52.6,?,?,?,2.5,1.8,30.0,40.0,106.45,100.0,noband
?,?,YES,BENTON,UNCOATED,COATED,NO,?,NO,?,?,?,TABLOID,1911.0,37.5,?,0.333,?,64.0,?,28.0,3.4,?,57.5,39.1,0.0,0.0,2.5,?,40.0,40.0,106.89,100.0,noband
?,?,YES,BENTON,UNCOATED,COATED,NO,LINE,YES,?,827.0,?,TABLOID,1911.0,37.5,?,?,15.0,65.0,0.75,?,5.4,?,54.3,?,?,?,2.3,?,40.0,40.0,106.66,?,noband
37338.0,NO,?,BENTON,COATED,COATED,NO,?,YES,?,824.0,2.0,TABLOID,?,47.5,60.0,0.4,?,?,?,20.0,8.6,1600.0,53.8,37.6,?,?,2.0,1.5,35.0,40.0,?,?,?
