@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
?,?,?,4.8,?,?,201.0,0.9964,3.69,0.71,10.0,5.0,2
?,0.23,0.46,1.0,0.054,?,72.0,0.9941,2.95,0.49,9.1,?,2
6.7,0.23,0.31,?,0.046,30.0,96.0,0.9926,?,?,10.7,8.0,2
?,?,?,10.1,0.05,?,?,0.9962,3.13,0.35,9.5,?,2
7.1,?,?,1.4,0.043,?,87.0,?,3.26,0.37,12.7,?,?
7.0,0.32,0.34,1.3,0.042,20.0,69.0,?,3.31,?,12.0,?,2
7.4,?,?,8.8,0.064,26.0,?,0.9961,?,0.56,9.3,5.0,?
?,?,?,5.4,0.06,?,105.0,?,3.27,?,?,5.0,?
6.8,0.22,?,1.4,0.053,34.0,114.0,0.9929,?,?,10.6,?,2
?,0.2,?,?,0.05,?,166.0,0.9985,3.21,0.6,9.2,?,2
7.1,?,0.2,6.1,?,?,164.0,0.9946,?,?,10.0,5.0,2
7.3,?,0.3,8.2,?,?,?,0.9966,3.33,0.46,9.5,6.0,2
7.1,0.43,0.61,?,0.045,54.0,?,0.9974,?,0.45,?,5.0,?
?,0.44,0.62,11.8,0.044,52.0,152.0,0.9975,?,?,8.7,?,?
?,?,0.63,11.0,0.044,?,?,0.9974,3.09,?,8.7,6.0,2
6.8,0.25,?,?,0.05,?,?,?,?,0.48,?,6.0,2
7.1,0.43,0.61,11.8,?,?,155.0,0.9974,3.11,0.45,?,5.0,?
?,?,0.62,?,0.044,52.0,152.0,?,?,0.46,?,?,2
7.2,0.39,0.63,11.0,0.044,55.0,156.0,0.9974,?,?,?,?,?
6.1,0.27,0.43,7.5,0.049,65.0,243.0,0.9957,3.12,0.47,9.0,5.0,2
?,0.24,?,1.7,?,?,?,0.99,3.26,0.4,?,7.0,?
?,0.21,?,1.8,?,48.0,?,0.9899,?,0.41,12.6,7.0,2
?,?,?,1.7,0.04,51.0,?,0.9916,3.21,?,?,?,?
?,?,0.29,?,0.044,62.0,?,?,3.04,0.42,9.2,?,2
6.0,0.34,0.66,15.9,0.046,26.0,164.0,0.9979,3.14,?,8.8,6.0,?
?,?,0.36,1.2,?,15.0,80.0,0.9913,2.95,?,?,7.0,?
9.8,?,0.46,10.5,0.038,?,83.0,?,?,0.3,?,4.0,?
6.0,?,0.66,15.9,0.046,26.0,?,?,3.14,0.5,?,?,2
?,0.25,?,?,0.06,52.0,?,0.9975,3.0,?,9.1,5.0,?
?,0.12,?,9.6,0.054,?,162.0,?,3.4,?,?,5.0,?
6.0,?,0.24,12.1,?,?,?,0.997,?,0.39,?,?,2
7.5,0.305,0.4,18.9,?,?,170.0,1.0,?,0.46,9.0,5.0,?
?,?,0.37,13.5,0.06,?,?,0.9975,3.0,?,?,5.0,?
7.3,?,0.32,?,0.051,34.0,?,?,3.2,0.35,9.2,6.0,?
?,0.12,0.32,?,?,64.0,162.0,0.9962,3.4,0.41,?,5.0,?
?,0.23,?,?,0.04,60.0,?,?,3.16,0.59,?,?,2
7.1,?,?,?,0.04,60.0,171.0,0.999,3.16,0.59,9.1,?,?
6.9,0.33,?,?,0.051,37.0,187.0,0.9927,3.27,?,10.3,?,2
6.5,0.17,?,8.5,0.082,64.0,163.0,?,2.89,0.39,8.8,6.0,?
?,?,?,18.75,0.052,45.0,255.0,1.0,3.04,0.52,8.9,5.0,?
7.2,?,0.5,13.3,?,68.0,195.0,?,3.01,?,9.2,5.0,2
?,0.41,0.34,9.2,?,29.0,?,0.9968,3.22,0.51,9.1,5.0,2
6.7,0.41,?,9.2,0.049,29.0,150.0,0.9968,?,0.51,?,?,?
5.5,?,0.001,1.5,?,8.0,103.0,0.994,3.63,0.4,9.7,4.0,2
6.0,?,?,3.3,0.041,25.0,?,0.9914,3.31,?,11.3,6.0,2
7.0,?,0.4,1.7,0.035,?,?,0.9911,3.19,0.42,?,6.0,2
?,0.31,0.5,?,0.056,68.0,?,0.9982,?,0.47,?,5.0,2
7.3,0.32,0.48,13.3,0.06,?,?,?,3.04,0.5,9.2,?,?
5.9,?,0.04,?,0.046,21.0,?,?,3.22,0.51,10.2,?,2
7.8,?,?,12.2,?,?,138.0,?,3.01,?,8.8,?,2
?,?,?,6.85,?,31.0,?,0.9952,?,?,?,5.0,2
6.9,0.19,?,5.0,0.058,?,146.0,?,3.29,0.36,?,?,2
?,0.13,0.47,1.6,?,?,?,?,3.21,0.36,9.8,6.0,?
6.7,0.19,0.36,?,0.026,63.0,143.0,0.9912,?,0.48,11.0,6.0,2
?,0.39,0.23,?,0.033,29.0,126.0,0.994,?,?,?,5.0,2
6.5,0.24,?,?,0.038,48.0,?,0.9958,3.45,?,?,7.0,2
?,0.3,?,2.8,?,?,?,0.9924,3.3,0.57,?,?,?
?,0.3,0.56,2.7,0.046,?,184.0,0.9924,3.31,0.57,10.9,?,2
5.7,?,?,10.4,0.02,7.0,57.0,0.994,?,?,10.6,?,?
6.5,0.24,?,?,?,?,203.0,?,?,?,9.7,7.0,2
?,?,?,13.1,?,?,241.0,0.9979,3.23,?,9.0,5.0,?
6.6,0.24,0.27,15.8,0.035,46.0,?,0.9982,3.24,0.51,?,?,2
?,0.27,0.22,8.1,0.034,55.0,203.0,0.9961,3.19,?,?,5.0,2
6.7,0.27,?,15.7,0.036,?,?,0.9979,?,0.56,9.6,?,2
8.2,0.23,0.4,1.2,0.027,36.0,121.0,?,?,0.38,10.7,6.0,2
7.1,0.37,?,?,0.045,?,155.0,0.9975,3.16,?,8.7,5.0,?
6.8,?,?,?,0.035,30.0,?,0.9917,?,?,?,7.0,2
8.1,?,0.39,1.9,0.029,18.0,79.0,?,?,0.52,?,6.0,2
6.3,0.31,0.34,?,0.045,?,77.0,0.9927,?,0.43,10.2,5.0,?
?,0.37,0.67,?,0.045,?,155.0,0.9975,3.16,?,8.7,?,?
7.9,0.21,?,?,?,38.0,107.0,?,?,?,10.8,?,2
8.5,?,?,4.3,0.036,24.0,99.0,0.9947,3.18,?,?,6.0,?
8.1,0.2,?,2.0,0.037,19.0,87.0,?,?,0.54,11.2,?,2
?,?,0.37,1.1,0.04,37.0,?,0.9905,3.0,0.39,10.9,?,2
?,0.16,0.27,1.4,?,53.0,168.0,0.9918,3.28,?,?,?,?
6.4,0.595,0.14,?,0.058,15.0,97.0,0.9951,?,?,9.0,?,?
6.3,0.34,0.33,4.6,0.034,19.0,80.0,0.9917,3.38,?,?,7.0,2
6.9,0.25,0.3,4.1,?,23.0,116.0,0.994,2.99,?,9.4,?,?
7.9,?,0.38,8.0,0.043,?,?,0.9934,3.12,0.32,11.5,7.0,?
7.6,?,0.46,10.2,0.055,?,?,0.9968,?,0.43,?,6.0,?
6.9,?,?,4.1,0.054,23.0,116.0,0.994,?,0.38,9.4,?,2
?,0.18,?,?,?,?,?,0.9919,?,?,?,5.0,2
8.2,0.23,0.4,?,?,12.0,76.0,0.9966,3.06,?,9.7,?,2
7.4,?,0.42,14.0,?,48.0,?,0.9979,?,?,8.9,?,2
?,?,0.42,14.0,0.066,48.0,?,0.9979,?,?,8.9,?,?
6.1,?,0.24,1.5,?,38.0,?,0.9898,3.29,0.42,12.4,7.0,?
?,?,0.04,?,0.036,43.0,?,0.9894,3.36,?,12.1,8.0,2
?,0.44,?,1.4,0.036,43.0,?,0.9894,?,0.33,?,?,2
?,?,?,1.5,?,?,124.0,0.9898,?,0.42,?,7.0,?
6.4,?,?,?,0.055,?,159.0,0.998,?,0.4,?,5.0,2
6.3,0.36,0.3,4.8,?,14.0,?,0.9932,?,0.39,?,?,?
7.4,0.24,?,?,0.066,48.0,?,0.9979,2.89,0.42,?,6.0,2
6.7,0.24,0.35,?,0.05,64.0,205.0,0.997,3.15,0.5,9.5,?,?
7.0,?,?,13.0,?,?,177.0,0.9972,3.16,0.49,9.8,?,?
?,0.27,0.46,8.7,0.048,39.0,?,?,3.14,0.59,?,?,2
?,?,0.18,2.4,0.034,?,98.0,0.9896,?,?,12.6,7.0,2
7.5,0.29,?,8.95,0.055,20.0,151.0,?,3.08,0.54,?,?,?
?,0.42,0.48,?,?,?,110.0,?,2.87,0.29,10.0,?,2
7.1,0.3,?,?,?,29.0,133.0,0.9906,3.12,0.54,?,6.0,?
7.9,0.19,?,1.5,0.045,17.0,96.0,0.9917,?,?,?,6.0,2
7.6,?,0.37,0.8,0.037,4.0,100.0,?,?,0.39,?,4.0,?
6.3,?,?,4.55,0.038,31.0,130.0,?,?,0.33,11.5,7.0,2
?,?,?,17.7,?,33.0,?,?,3.09,0.64,10.2,?,?
?,0.23,?,?,0.04,50.0,151.0,0.9927,?,?,11.4,?,2
7.2,0.32,0.47,5.1,?,?,65.0,0.991,3.03,?,12.6,4.0,2
5.9,0.23,?,?,0.054,57.0,?,0.9972,?,0.39,9.4,5.0,?
6.0,0.67,?,?,?,9.0,?,?,3.11,0.35,8.7,?,2
6.4,0.25,0.32,?,0.049,?,176.0,0.995,3.19,0.68,?,?,?
6.4,0.33,0.31,?,0.048,?,173.0,?,3.19,0.66,9.3,?,2
?,0.34,?,1.2,0.053,61.0,183.0,?,3.09,?,?,?,?
6.8,0.28,0.4,22.0,?,48.0,167.0,?,2.93,0.5,8.7,5.0,2
6.9,0.27,0.4,14.0,0.05,64.0,227.0,0.9979,3.18,?,?,6.0,2
?,?,0.56,11.9,?,?,?,?,3.02,?,?,5.0,2
6.8,0.29,?,11.9,?,66.0,?,0.9972,3.02,0.63,?,?,2
?,0.24,0.41,9.4,0.04,49.0,166.0,?,3.12,?,?,6.0,?
5.9,?,0.23,4.2,?,42.0,?,?,3.15,?,?,?,2
?,0.53,0.35,3.8,?,?,?,?,3.26,?,12.7,8.0,?
?,0.28,?,8.5,?,?,210.0,0.9962,3.09,?,8.9,?,2
6.6,?,0.28,8.5,0.052,55.0,?,?,3.09,?,8.9,6.0,2
6.8,?,?,?,0.048,?,?,1.001,2.93,?,?,5.0,2
6.8,0.28,?,8.0,?,?,?,0.9928,3.02,0.37,11.4,?,2
6.6,?,0.34,5.1,?,?,?,0.9942,?,0.42,9.6,?,2
?,0.29,0.44,3.6,0.2,75.0,181.0,0.9942,3.02,0.41,?,5.0,2
?,0.3,?,3.5,0.197,76.0,180.0,?,3.02,0.39,9.1,6.0,?
?,0.29,0.44,3.6,?,75.0,183.0,0.9942,3.01,0.38,?,5.0,2
6.8,?,0.24,7.8,0.052,54.0,214.0,?,?,?,?,?,?
?,?,?,13.1,0.05,?,?,?,?,?,?,?,2
6.8,?,0.24,7.8,0.052,54.0,?,0.9961,3.13,0.47,8.9,?,?
?,?,?,16.1,0.049,?,196.0,0.9984,?,0.5,9.3,?,?
7.1,?,0.24,?,0.05,52.0,?,0.998,3.1,0.49,8.8,5.0,2
6.9,0.54,?,13.2,0.05,53.0,236.0,0.9973,3.2,0.5,?,5.0,?
?,0.26,?,13.9,?,39.0,?,0.9949,3.33,0.53,?,6.0,2
5.8,?,0.35,2.3,?,36.0,114.0,0.9924,3.28,0.5,10.2,4.0,2
6.4,?,?,11.6,0.042,45.0,153.0,?,?,?,8.8,5.0,?
7.0,?,0.32,8.3,0.045,38.0,?,0.9958,?,?,?,5.0,?
?,?,0.88,?,0.049,?,124.0,0.9968,?,?,9.9,?,?
?,?,?,2.2,0.04,15.0,?,0.9938,3.32,?,?,?,?
?,0.4,?,0.9,0.048,?,170.0,0.993,?,0.77,9.5,6.0,2
5.6,?,0.25,?,0.032,12.0,68.0,0.994,3.31,?,10.5,5.0,2
6.8,0.18,0.38,1.4,?,35.0,111.0,?,3.32,?,?,?,?
7.0,0.16,0.32,8.3,0.045,38.0,126.0,0.9958,3.21,?,9.2,5.0,2
?,?,0.29,5.3,0.051,31.0,?,0.9944,3.44,?,9.7,6.0,2
6.2,?,0.25,?,0.03,?,105.0,?,?,0.44,?,?,2
5.8,?,0.24,9.2,?,55.0,?,0.9961,3.31,0.38,?,5.0,2
?,?,?,?,?,45.0,164.0,0.9939,?,0.33,?,5.0,2
5.8,0.26,0.24,?,?,?,152.0,?,3.31,0.38,9.4,?,?
5.7,0.28,0.24,17.5,0.044,60.0,?,0.9989,3.31,?,9.4,5.0,2
?,0.23,?,?,?,43.0,161.0,0.9938,3.04,?,?,5.0,?
?,0.27,?,7.0,0.036,45.0,?,?,3.03,0.33,?,5.0,2
7.2,0.685,0.21,?,?,33.0,172.0,0.9971,?,0.55,9.1,6.0,?
6.2,?,0.25,1.4,0.03,?,?,?,3.3,?,?,?,?
?,0.19,?,?,?,33.0,?,?,?,0.39,9.1,6.0,?
?,?,?,?,?,31.0,?,0.9929,?,0.54,?,6.0,2
?,0.24,0.41,17.8,?,39.0,145.0,0.9998,3.32,0.39,8.7,?,2
?,0.17,?,2.4,0.048,41.0,?,0.9938,3.5,?,9.7,?,?
7.1,?,0.32,10.3,0.041,?,272.0,?,?,?,9.1,?,?
?,?,0.32,2.4,0.048,?,?,0.9938,3.5,0.5,?,?,2
7.1,?,?,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,5.0,?
?,0.64,0.08,?,?,?,?,?,?,0.46,?,?,?
8.3,0.28,0.4,7.8,0.041,?,?,0.9976,3.34,?,9.6,?,?
8.2,0.27,0.39,7.8,?,?,208.0,0.9976,3.31,0.51,?,6.0,?
?,0.23,0.38,14.3,0.058,?,?,0.9979,3.09,?,?,?,?
7.2,0.23,0.38,14.3,?,55.0,194.0,?,3.09,?,9.0,?,2
?,0.23,?,?,?,?,194.0,0.9979,3.09,0.44,?,6.0,2
?,0.23,0.38,14.3,0.058,?,?,0.9979,3.09,0.44,?,6.0,?
6.8,0.52,0.32,13.2,0.044,54.0,221.0,?,3.27,?,9.6,6.0,2
7.0,0.26,?,1.4,0.037,40.0,?,0.9918,3.34,0.41,11.1,?,?
6.2,?,?,?,0.039,?,159.0,0.9982,?,0.64,9.6,6.0,?
7.3,0.32,0.23,13.7,?,?,197.0,0.9985,?,?,?,5.0,?
?,?,0.26,?,0.031,23.0,90.0,0.9944,3.13,?,10.4,?,2
7.1,0.21,?,2.4,?,23.0,100.0,0.9903,?,0.38,?,?,2
6.8,0.24,?,?,0.047,?,?,0.9934,3.3,0.58,9.7,6.0,2
6.9,0.4,0.56,?,?,?,142.0,?,?,0.46,?,?,2
?,0.18,0.36,2.0,0.038,20.0,249.5,?,3.37,?,11.3,?,?
6.8,?,0.27,2.1,?,26.0,?,0.99,?,0.61,?,7.0,2
?,?,?,1.4,?,12.0,?,?,?,?,?,7.0,?
?,?,0.26,?,0.03,12.0,?,0.9905,3.25,?,?,7.0,2
?,?,0.14,10.4,0.037,18.0,?,?,?,?,?,5.0,2
?,0.21,?,4.6,?,?,?,?,?,0.7,10.0,4.0,2
?,0.26,0.21,16.2,0.074,41.0,?,0.998,3.02,0.5,?,3.0,2
?,0.4,0.56,11.2,0.043,40.0,?,0.9975,?,?,8.7,5.0,2
?,0.24,0.44,3.5,0.029,5.0,?,?,?,0.43,11.7,3.0,2
?,0.24,?,?,0.054,?,158.0,?,3.21,0.52,?,6.0,2
6.7,?,?,?,0.04,?,147.0,0.9935,?,0.58,9.6,?,?
?,?,0.3,5.7,?,?,97.0,?,3.27,0.41,?,7.0,2
?,?,?,5.7,?,8.0,?,0.9927,3.27,?,11.0,7.0,2
6.4,0.23,0.39,1.8,0.032,23.0,118.0,0.9912,3.32,?,11.8,6.0,?
5.8,0.36,?,0.9,?,?,75.0,0.9904,3.28,0.34,11.4,4.0,?
6.9,0.115,?,5.4,?,36.0,108.0,?,3.32,0.42,?,6.0,?
6.9,0.29,?,?,?,36.0,?,?,2.93,0.47,?,?,2
6.9,0.28,?,?,0.036,?,95.0,?,?,0.33,10.2,5.0,2
7.2,0.29,0.4,13.6,0.045,66.0,231.0,?,3.08,0.59,9.6,6.0,2
6.2,0.24,0.35,1.2,0.038,?,?,?,3.1,?,10.6,?,2
6.9,0.29,?,19.45,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,?,2
6.9,?,?,8.3,0.053,32.0,?,0.9965,3.25,0.51,?,6.0,2
5.3,0.58,0.07,6.9,0.043,34.0,149.0,0.9944,?,0.57,?,5.0,2
?,0.585,?,?,0.044,34.0,?,0.9945,?,0.57,?,?,?
?,0.59,0.07,7.0,0.045,?,?,0.9944,3.34,?,9.7,6.0,2
6.9,?,?,8.3,0.053,32.0,180.0,0.9965,3.25,?,?,6.0,?
?,?,0.07,?,0.044,?,147.0,0.9944,?,?,9.7,5.0,2
5.8,?,?,13.1,?,?,?,0.9972,3.29,?,9.3,5.0,?
6.6,0.58,0.3,?,?,30.0,?,0.9949,?,0.38,9.0,?,?
?,0.29,0.54,10.7,0.046,59.0,234.0,0.9966,?,0.61,9.5,?,2
?,?,0.41,8.9,?,?,169.0,0.9954,3.14,0.57,?,6.0,2
6.7,0.2,?,?,?,?,?,?,3.14,?,9.8,6.0,2
?,0.26,0.4,1.1,?,9.0,?,?,?,?,10.6,?,?
6.8,?,?,?,0.044,14.0,67.0,0.9919,?,0.47,?,4.0,2
7.0,0.3,0.49,4.7,?,17.0,?,0.9916,?,0.68,12.4,7.0,?
7.0,?,0.36,2.8,0.034,22.0,?,?,3.19,0.38,12.6,?,?
?,?,0.58,?,0.039,36.0,114.0,?,3.3,0.6,?,?,?
?,0.44,?,5.1,?,46.0,?,0.9938,3.08,0.65,?,?,?
?,0.34,?,?,?,51.0,196.0,?,3.19,0.49,9.3,?,2
7.1,0.35,0.24,15.4,?,46.0,198.0,0.9988,3.12,0.49,8.8,?,2
?,0.32,0.25,7.2,0.056,47.0,180.0,0.9961,3.08,0.47,?,?,2
6.5,?,0.33,?,0.053,?,?,?,3.22,?,9.7,6.0,2
7.2,?,0.39,14.2,0.058,?,192.0,0.9979,2.98,0.48,9.0,?,?
?,?,0.39,14.2,0.058,?,192.0,0.9979,2.98,?,9.0,?,2
?,?,0.39,14.2,?,49.0,192.0,0.9979,2.98,?,?,7.0,2
?,?,?,14.2,0.058,?,?,0.9979,2.98,0.48,?,7.0,2
5.9,0.15,0.31,5.8,0.041,53.0,?,?,?,0.46,10.5,?,2
?,?,0.42,19.8,0.066,?,195.0,?,2.96,0.44,9.1,5.0,2
6.2,0.28,0.22,7.3,0.041,26.0,?,0.9957,3.44,0.64,9.8,7.0,2
?,?,?,1.6,?,34.0,182.0,0.9968,3.23,0.38,8.5,3.0,2
?,0.33,?,1.2,?,34.0,?,?,3.37,?,?,6.0,2
?,0.39,0.7,10.6,0.045,33.0,169.0,0.9976,?,?,9.4,5.0,?
7.2,0.19,?,?,?,82.0,187.0,0.9932,3.19,?,11.2,7.0,2
?,?,?,11.3,?,65.0,?,0.997,3.17,0.45,10.0,6.0,2
?,?,0.5,?,0.043,?,?,?,?,?,?,6.0,2
6.1,?,0.001,1.6,0.063,36.0,87.0,0.9914,3.27,0.67,?,6.0,?
?,0.2,0.35,0.9,0.05,?,?,0.992,?,0.38,10.5,?,2
6.1,?,0.001,?,?,36.0,?,0.9914,3.27,0.67,10.8,6.0,?
?,0.29,?,?,?,42.0,168.0,0.9914,?,0.43,11.1,?,2
?,?,0.24,6.8,0.057,?,163.0,0.9949,?,0.41,?,6.0,2
7.3,0.41,0.24,?,?,?,163.0,?,?,0.41,?,6.0,?
7.2,?,0.24,6.7,?,?,?,?,?,0.41,?,5.0,2
7.3,?,0.24,6.7,?,?,166.0,0.995,3.2,0.41,?,?,?
?,0.33,?,?,?,?,?,0.9927,?,0.42,10.4,?,2
6.2,0.31,0.26,4.8,0.037,36.0,148.0,?,?,?,?,6.0,?
?,0.36,?,?,?,?,100.0,?,?,0.71,11.5,?,2
?,0.55,0.14,?,?,35.0,?,?,3.53,0.51,12.5,?,2
7.8,?,?,3.7,?,37.0,149.0,0.9954,?,0.45,?,?,2
5.7,?,?,?,0.038,?,166.0,0.9941,3.29,0.63,10.0,?,2
?,?,?,6.6,0.04,50.0,167.0,?,?,0.62,10.0,5.0,2
6.8,?,?,?,?,42.0,127.0,?,3.09,?,?,6.0,2
6.8,?,0.34,4.7,?,34.0,?,0.9927,?,?,?,?,2
6.6,0.24,?,7.7,0.031,36.0,?,?,?,0.37,?,?,2
5.9,0.3,0.47,?,0.03,19.0,?,0.9933,3.52,0.43,11.5,?,2
?,?,?,3.3,0.04,10.0,?,?,?,?,?,6.0,2
?,0.1,0.24,1.1,0.041,?,65.0,?,?,0.61,10.3,?,?
6.6,0.24,0.35,7.7,?,36.0,135.0,0.9938,?,0.37,?,5.0,2
6.8,0.25,0.34,4.7,0.031,?,?,?,3.21,0.38,10.6,6.0,2
?,?,?,?,0.031,35.0,137.0,0.9946,?,0.36,10.4,?,2
8.3,?,?,2.0,0.046,11.0,207.0,?,?,0.55,11.4,5.0,2
7.5,0.27,0.31,?,0.057,131.0,?,?,?,0.59,10.5,5.0,?
?,0.26,0.41,?,0.04,38.0,?,?,?,?,10.0,6.0,2
?,0.34,?,?,0.039,?,?,0.9944,?,0.65,10.0,6.0,2
6.5,0.28,?,?,?,?,195.0,0.9978,3.23,?,9.6,6.0,2
7.2,0.21,?,1.3,?,33.0,85.0,0.992,3.17,0.51,?,5.0,?
6.4,0.32,0.35,?,?,34.0,101.0,0.9912,3.36,?,?,?,2
6.8,0.24,0.34,4.6,0.032,37.0,?,?,?,0.39,10.6,5.0,2
