@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
7.6,0.18,0.46,10.2,?,58.0,135.0,?,3.14,0.43,9.9,6.0,?
?,?,?,4.1,0.054,23.0,116.0,0.994,?,0.38,9.4,6.0,?
7.2,?,?,?,?,?,?,?,?,?,10.4,5.0,?
?,0.23,0.4,7.5,?,?,?,?,?,0.84,9.7,?,2
7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,?,?,8.9,6.0,2
7.4,?,0.42,?,0.066,?,198.0,?,?,0.42,8.9,6.0,2
6.1,0.32,0.24,1.5,0.036,38.0,?,0.9898,?,?,?,7.0,2
5.2,?,0.04,1.4,0.036,?,119.0,0.9894,3.36,0.33,?,?,?
5.2,0.44,?,1.4,?,43.0,?,0.9894,?,0.33,12.1,?,?
6.1,0.32,0.24,1.5,0.036,?,?,0.9898,?,0.42,12.4,?,?
6.4,0.22,0.56,14.5,0.055,?,159.0,?,2.98,0.4,9.1,?,2
6.3,0.36,0.3,4.8,0.049,?,85.0,0.9932,?,0.39,10.6,?,2
?,?,?,14.0,?,?,198.0,0.9979,?,0.42,8.9,6.0,2
6.7,0.24,?,?,?,?,205.0,?,3.15,?,9.5,5.0,2
?,?,0.36,?,0.051,?,177.0,0.9972,?,0.49,?,5.0,?
8.4,0.27,0.46,?,?,39.0,197.0,0.9974,3.14,?,?,6.0,2
6.7,?,0.18,?,0.034,25.0,?,?,3.08,0.44,12.6,7.0,2
?,?,?,8.95,0.055,20.0,?,0.9968,3.08,0.54,?,?,2
?,0.42,0.48,9.85,?,?,110.0,?,2.87,0.29,?,5.0,?
7.1,?,0.46,1.5,?,?,133.0,0.9906,3.12,?,12.7,6.0,2
7.9,?,?,?,?,?,96.0,0.9917,?,?,11.0,?,?
?,?,0.37,0.8,?,4.0,100.0,0.9902,3.03,0.39,11.4,4.0,?
6.3,0.22,?,?,0.038,?,?,0.9918,?,0.33,?,7.0,?
7.5,0.27,0.31,17.7,0.051,33.0,?,0.999,?,?,10.2,5.0,?
6.9,?,0.4,?,0.04,50.0,151.0,0.9927,3.11,?,11.4,6.0,2
7.2,0.32,0.47,5.1,0.044,19.0,65.0,0.991,?,?,12.6,?,2
5.9,0.23,0.3,12.9,0.054,?,?,0.9972,?,0.39,?,?,2
?,0.67,0.07,1.2,?,9.0,?,0.9931,3.11,?,8.7,?,?
6.4,0.25,0.32,5.5,0.049,41.0,176.0,0.995,3.19,0.68,?,6.0,2
?,0.33,0.31,?,0.048,?,?,?,?,0.66,9.3,6.0,?
7.1,?,?,1.2,0.053,61.0,?,0.9936,3.09,?,?,?,2
?,0.28,0.4,22.0,?,48.0,?,1.001,?,0.5,8.7,?,2
6.9,0.27,?,?,?,64.0,227.0,?,3.18,0.58,9.6,6.0,2
?,0.26,0.56,11.9,0.043,?,226.0,0.997,?,?,?,5.0,?
6.8,0.29,0.56,11.9,0.043,?,230.0,?,3.02,0.63,9.3,5.0,?
6.7,?,?,9.4,0.04,49.0,?,0.9954,3.12,?,?,?,?
5.9,0.3,?,4.2,0.038,42.0,?,?,3.15,0.5,?,5.0,2
6.8,0.53,?,3.8,0.034,26.0,109.0,0.9906,3.26,0.57,12.7,?,2
6.5,0.28,0.28,8.5,0.047,?,210.0,?,3.09,0.54,8.9,?,?
6.6,?,?,8.5,0.052,55.0,?,0.9962,?,?,?,?,2
6.8,0.28,?,22.0,0.048,?,167.0,1.001,2.93,?,?,5.0,?
6.8,?,0.36,?,0.045,?,123.0,?,?,0.37,11.4,6.0,?
6.6,0.15,0.34,?,0.055,?,125.0,?,?,0.42,9.6,?,2
6.4,?,0.44,?,?,75.0,?,?,?,?,9.1,5.0,?
6.4,?,?,3.5,0.197,76.0,?,0.9942,3.02,0.39,9.1,6.0,?
6.4,?,?,3.6,0.197,75.0,183.0,0.9942,?,0.38,9.1,5.0,2
?,0.26,0.24,7.8,0.052,?,214.0,?,?,0.47,8.9,?,?
7.1,?,0.24,13.1,?,52.0,204.0,0.998,3.1,0.49,?,5.0,?
6.8,?,0.24,?,0.052,54.0,214.0,0.9961,?,?,?,?,2
6.8,0.27,?,16.1,0.049,?,?,0.9984,3.15,0.5,9.3,?,2
7.1,?,?,13.1,?,52.0,204.0,0.998,?,?,8.8,?,?
6.9,0.54,?,?,?,?,236.0,?,?,?,?,?,2
?,?,0.34,?,0.034,?,?,?,3.33,?,12.0,6.0,2
5.8,?,?,?,0.053,36.0,114.0,0.9924,3.28,?,10.2,4.0,?
?,?,?,?,0.042,?,153.0,?,3.15,0.43,?,5.0,?
7.0,?,?,8.3,?,38.0,126.0,0.9958,?,?,?,?,2
?,0.44,0.88,?,0.049,?,124.0,0.9968,2.99,0.51,9.9,4.0,?
?,0.57,?,?,?,15.0,77.0,?,3.32,0.74,?,5.0,?
?,?,?,0.9,?,23.0,170.0,0.993,?,0.77,?,6.0,2
?,0.245,0.25,?,0.032,12.0,?,?,?,0.34,?,5.0,?
6.8,0.18,?,1.4,?,35.0,111.0,?,3.32,0.59,11.2,7.0,2
7.0,?,?,8.3,0.045,38.0,126.0,0.9958,?,0.34,9.2,5.0,2
?,?,?,?,?,31.0,122.0,0.9944,3.44,?,9.7,6.0,?
6.2,?,0.25,1.4,0.03,35.0,105.0,?,?,0.44,?,7.0,?
5.8,0.26,?,?,?,55.0,152.0,?,3.31,0.38,9.4,?,2
7.5,?,0.36,?,0.036,45.0,164.0,?,?,0.33,11.0,5.0,2
5.8,?,?,9.2,0.044,55.0,152.0,0.9961,3.31,?,9.4,5.0,2
5.7,0.28,?,?,?,?,167.0,?,3.31,0.44,9.4,5.0,2
?,0.23,0.36,7.0,0.036,43.0,161.0,?,3.04,0.32,11.0,5.0,?
7.5,0.27,0.36,?,?,?,164.0,?,3.03,0.33,?,5.0,2
?,0.685,0.21,9.5,0.07,33.0,172.0,0.9971,3.0,0.55,9.1,?,2
6.2,?,0.25,1.4,?,35.0,105.0,0.9912,3.3,?,?,?,?
6.5,0.19,0.3,0.8,0.043,33.0,144.0,0.9936,3.42,0.39,?,6.0,2
6.3,0.495,0.22,1.8,?,?,?,?,3.39,0.54,?,6.0,2
7.1,?,?,17.8,0.046,39.0,145.0,0.9998,?,0.39,8.7,5.0,?
6.4,0.17,?,2.4,?,?,200.0,?,?,?,9.7,?,?
?,?,0.32,10.3,?,?,272.0,0.9969,3.17,?,?,?,?
?,0.17,?,?,?,?,?,?,3.5,0.5,?,6.0,2
?,?,0.41,17.8,?,?,145.0,?,3.32,?,?,5.0,2
6.8,0.64,0.08,9.7,0.062,?,142.0,?,?,0.46,?,4.0,?
8.3,?,0.4,7.8,0.041,38.0,?,?,?,0.51,9.6,6.0,2
?,0.27,?,7.8,?,49.0,?,0.9976,3.31,0.51,?,6.0,?
7.2,0.23,0.38,14.3,?,?,194.0,?,3.09,0.44,9.0,6.0,?
?,0.23,?,?,?,?,194.0,0.9979,?,0.44,9.0,6.0,2
7.2,?,0.38,14.3,0.058,55.0,194.0,?,?,0.44,9.0,?,2
7.2,0.23,0.38,14.3,0.058,?,?,?,3.09,?,?,?,2
6.8,0.52,?,?,0.044,?,?,0.9972,3.27,0.5,9.6,?,?
?,0.26,0.59,?,0.037,40.0,120.0,?,3.34,?,11.1,?,2
6.2,0.25,0.21,?,?,28.0,159.0,?,3.48,?,?,?,2
?,0.32,0.23,13.7,?,?,197.0,0.9985,?,?,8.7,?,2
7.7,0.31,0.26,7.8,?,?,90.0,0.9944,?,0.5,10.4,?,?
?,?,0.37,?,0.026,23.0,?,?,?,?,11.4,7.0,2
6.8,0.24,0.34,?,?,64.5,?,0.9934,?,0.58,?,6.0,?
6.9,?,?,11.2,0.043,40.0,142.0,0.9975,?,0.46,8.7,?,2
?,?,?,2.0,?,20.0,?,0.9923,?,0.79,11.3,?,2
6.8,0.21,0.27,?,0.03,26.0,?,0.99,3.16,0.61,?,?,?
5.8,0.2,?,?,0.031,12.0,?,0.9905,?,0.36,10.9,?,2
5.6,?,0.26,1.4,?,?,76.0,0.9905,3.25,0.37,10.9,7.0,2
6.1,?,?,?,0.037,?,119.0,?,3.38,0.45,?,?,2
5.9,0.21,0.28,4.6,?,40.0,?,0.9964,?,0.7,10.0,4.0,?
8.5,0.26,?,16.2,0.074,?,?,0.998,?,0.5,9.8,?,2
?,0.4,?,11.2,0.043,40.0,142.0,?,3.14,0.46,?,5.0,2
5.8,?,?,3.5,0.029,?,109.0,?,?,0.43,?,3.0,2
5.8,0.24,0.39,?,0.054,37.0,158.0,0.9932,3.21,0.52,9.3,6.0,2
?,0.26,?,?,0.04,45.0,147.0,0.9935,?,0.58,?,?,?
?,0.35,0.3,5.7,?,?,97.0,?,?,0.41,11.0,7.0,2
?,0.35,0.3,5.7,0.035,?,?,0.9927,3.27,0.41,11.0,7.0,2
6.4,0.23,0.39,1.8,0.032,23.0,118.0,0.9912,3.32,0.5,11.8,6.0,2
5.8,?,?,?,0.037,?,75.0,0.9904,3.28,?,?,?,2
6.9,0.115,0.35,?,?,36.0,108.0,?,?,0.42,10.2,6.0,2
6.9,?,0.4,?,0.043,?,156.0,?,2.93,0.47,8.9,5.0,2
6.9,0.28,0.4,8.2,?,?,95.0,0.9944,3.17,?,10.2,5.0,?
7.2,0.29,0.4,13.6,0.045,66.0,?,0.9977,3.08,0.59,9.6,?,?
?,0.24,0.35,?,0.038,22.0,167.0,0.9912,3.1,0.48,10.6,6.0,2
6.9,?,0.4,19.45,0.043,36.0,?,0.9996,2.93,0.47,8.9,5.0,?
6.9,0.32,0.26,8.3,0.053,32.0,?,0.9965,?,?,9.2,6.0,2
5.3,0.58,0.07,?,0.043,?,149.0,?,3.34,0.57,9.7,?,?
5.3,0.585,0.07,?,?,?,145.0,0.9945,3.34,0.57,9.7,6.0,2
?,0.59,0.07,7.0,0.045,?,147.0,0.9944,?,0.57,?,6.0,2
?,?,0.26,8.3,0.053,?,?,?,?,?,9.2,?,?
?,0.6,0.07,7.0,0.044,?,?,0.9944,?,?,9.7,?,?
?,0.25,0.26,?,?,44.0,148.0,?,?,?,?,5.0,2
6.6,0.58,0.3,?,?,30.0,123.0,0.9949,?,0.38,9.0,5.0,2
7.0,0.29,0.54,10.7,?,59.0,234.0,0.9966,3.05,0.61,9.5,5.0,2
6.6,?,?,?,?,51.0,169.0,0.9954,3.14,?,9.8,?,2
?,0.2,0.41,?,0.044,?,?,?,?,?,?,6.0,?
?,?,?,1.1,?,9.0,?,?,2.89,?,?,5.0,2
6.8,0.32,?,?,0.044,?,?,0.9919,3.05,0.47,10.6,4.0,?
7.0,0.3,?,?,?,17.0,105.0,?,3.26,0.68,?,7.0,?
?,0.24,0.36,2.8,0.034,22.0,112.0,0.99,3.19,?,?,8.0,2
6.1,?,0.58,?,0.039,?,114.0,0.9909,?,?,?,?,2
6.8,0.44,?,?,?,46.0,201.0,0.9938,?,?,10.5,?,2
?,0.34,0.3,15.6,?,51.0,196.0,?,3.19,0.49,9.3,5.0,2
7.1,0.35,0.24,?,0.055,46.0,198.0,?,3.12,0.49,?,5.0,?
7.3,0.32,0.25,?,0.056,?,?,0.9961,3.08,?,?,5.0,2
?,0.28,?,?,?,51.0,?,?,?,0.51,9.7,?,?
?,0.23,0.39,?,?,?,?,?,2.98,0.48,?,7.0,?
7.2,0.23,?,14.2,0.058,49.0,192.0,0.9979,2.98,?,9.0,7.0,?
7.2,0.23,0.39,14.2,0.058,49.0,?,0.9979,2.98,?,9.0,?,?
?,?,?,14.2,0.058,?,192.0,0.9979,?,?,?,7.0,2
5.9,?,0.31,5.8,?,?,155.0,0.9945,3.52,0.46,?,?,?
7.4,0.28,?,?,0.066,?,?,1.0,2.96,0.44,9.1,5.0,?
?,?,?,7.3,0.041,26.0,157.0,?,?,?,9.8,7.0,?
?,?,0.38,1.6,0.066,?,182.0,0.9968,3.23,0.38,8.5,?,?
?,0.33,?,1.2,0.046,?,?,?,?,?,9.4,?,?
8.3,0.39,?,?,?,?,169.0,?,3.09,0.57,9.4,?,2
7.2,?,?,3.8,?,82.0,?,?,3.19,0.6,11.2,7.0,?
?,?,0.44,?,?,65.0,146.0,0.997,?,0.45,?,?,?
?,?,?,?,0.043,27.0,?,0.9923,?,?,?,6.0,2
?,0.41,0.001,?,?,36.0,87.0,0.9914,3.27,0.67,10.8,6.0,2
8.3,0.2,?,0.9,0.05,12.0,74.0,?,3.13,?,?,6.0,?
6.1,?,0.001,1.6,?,?,?,0.9914,?,0.67,10.8,6.0,2
6.0,?,0.21,?,?,42.0,?,0.9914,3.32,?,?,?,?
7.3,0.41,0.24,6.8,0.057,41.0,163.0,?,?,?,?,6.0,2
?,0.41,0.24,?,?,?,?,0.9949,?,?,?,?,?
?,0.43,?,6.7,0.058,40.0,?,?,3.2,0.41,9.9,5.0,2
7.3,?,0.24,6.7,0.058,41.0,?,0.995,3.2,?,?,?,?
?,0.33,?,4.9,0.036,?,134.0,0.9927,3.2,?,10.4,7.0,2
6.2,?,0.26,?,0.037,36.0,?,0.9928,3.21,0.41,10.4,6.0,?
?,0.36,0.27,2.1,0.035,16.0,100.0,?,?,?,?,?,2
?,0.55,0.14,8.3,?,35.0,?,?,3.53,0.51,12.5,?,2
7.8,0.25,0.41,3.7,?,?,?,?,3.36,0.45,?,6.0,?
5.7,0.36,0.21,?,0.038,?,?,?,3.29,0.63,10.0,6.0,2
5.8,?,0.21,6.6,0.04,50.0,167.0,0.9941,?,0.62,10.0,5.0,?
6.8,?,0.6,1.1,?,?,?,0.9934,?,0.44,?,6.0,?
6.8,0.25,0.34,4.7,0.031,34.0,134.0,?,?,0.38,10.6,?,2
6.6,?,0.35,7.7,0.031,?,135.0,0.9938,3.19,?,10.5,?,2
5.9,?,?,7.85,?,19.0,?,0.9933,3.52,?,11.5,7.0,2
?,0.125,0.25,?,0.04,?,69.0,0.9934,?,0.59,10.1,6.0,?
?,0.1,0.24,1.1,?,15.0,65.0,0.9927,3.61,0.61,?,?,?
6.6,0.24,?,7.7,0.031,?,135.0,?,3.19,?,?,5.0,?
?,0.25,0.34,4.7,0.031,34.0,?,0.9927,?,?,?,6.0,2
6.8,?,0.44,9.3,?,35.0,?,0.9946,?,0.36,?,?,2
?,?,0.51,?,0.046,11.0,?,0.993,?,0.55,?,5.0,2
7.5,?,0.31,5.8,0.057,?,?,0.9946,?,?,10.5,?,2
7.9,?,0.41,?,0.04,38.0,216.0,0.9976,?,0.6,?,?,2
?,0.34,0.23,?,?,?,?,?,?,0.65,10.0,6.0,2
?,0.28,0.35,15.4,?,55.0,195.0,0.9978,?,0.5,9.6,6.0,?
?,?,0.41,1.3,?,?,85.0,?,3.17,?,10.4,?,?
?,0.32,0.35,?,0.03,34.0,101.0,0.9912,?,?,?,8.0,?
6.8,?,0.34,4.6,?,37.0,?,?,3.2,?,10.6,5.0,2
6.3,?,0.3,1.8,0.033,16.0,91.0,?,3.28,0.4,?,?,?
