@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
?,?,?,?,0.044,62.0,?,0.9969,3.04,0.42,9.2,6.0,?
6.0,0.34,0.66,15.9,0.046,26.0,164.0,0.9979,3.14,?,8.8,6.0,2
8.6,0.265,0.36,1.2,0.034,?,?,?,2.95,0.36,?,?,2
9.8,0.36,?,?,?,?,83.0,0.9956,2.89,0.3,?,4.0,2
6.0,0.34,0.66,15.9,?,?,?,0.9979,?,0.5,8.8,6.0,?
7.4,0.25,0.37,13.5,0.06,52.0,192.0,0.9975,3.0,0.44,?,?,?
7.1,0.12,0.32,9.6,0.054,64.0,?,?,3.4,0.41,9.4,5.0,2
6.0,0.21,?,?,0.05,?,164.0,?,3.34,?,?,5.0,?
7.5,?,0.4,18.9,?,44.0,?,?,2.99,0.46,9.0,?,?
?,0.25,0.37,13.5,0.06,52.0,?,0.9975,3.0,0.44,?,?,?
7.3,?,?,14.4,0.051,?,109.0,?,?,?,?,6.0,2
?,?,0.32,?,0.054,?,162.0,0.9962,3.4,?,?,5.0,2
?,0.23,0.35,16.5,0.04,?,?,0.999,3.16,0.59,9.1,6.0,2
7.1,?,0.35,16.5,?,60.0,?,?,?,0.59,?,6.0,2
6.9,0.33,0.28,1.3,0.051,37.0,187.0,?,?,?,?,?,?
?,?,?,8.5,0.082,64.0,?,?,?,0.39,8.8,6.0,?
7.2,0.27,0.46,?,0.052,?,?,?,3.04,0.52,?,?,2
?,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,?,0.47,9.2,5.0,?
?,?,0.34,?,0.049,?,150.0,0.9968,?,0.51,?,?,2
6.7,0.41,?,?,0.049,29.0,?,?,?,?,9.1,5.0,2
?,0.485,?,?,0.065,8.0,103.0,0.994,3.63,?,9.7,4.0,2
6.0,0.31,?,?,0.041,25.0,?,?,3.31,?,11.3,6.0,?
7.0,0.14,0.4,1.7,?,16.0,?,?,3.19,0.42,11.8,6.0,2
?,?,0.5,?,0.056,68.0,?,?,3.01,0.47,9.2,5.0,2
?,0.32,0.48,?,0.06,57.0,196.0,0.9982,3.04,0.5,9.2,5.0,2
5.9,?,?,5.7,0.046,21.0,?,0.9934,3.22,?,10.2,?,?
7.8,?,0.32,12.2,?,?,138.0,?,3.01,0.54,?,5.0,2
?,0.16,0.31,6.85,0.059,31.0,131.0,0.9952,?,0.34,9.7,?,2
6.9,0.19,?,?,0.058,14.0,?,0.9952,3.29,0.36,9.1,?,2
6.4,?,?,?,0.092,40.0,?,?,?,?,9.8,?,2
?,?,0.36,1.1,?,63.0,?,?,3.27,?,?,6.0,?
7.4,?,0.23,?,0.033,29.0,126.0,0.994,3.14,?,10.5,5.0,?
6.5,0.24,?,?,?,48.0,?,0.9958,3.45,0.54,9.7,?,2
?,0.3,?,2.8,0.044,47.0,179.0,0.9924,3.3,?,10.9,7.0,?
?,0.3,0.56,?,0.046,46.0,184.0,?,3.31,0.57,?,?,2
?,?,?,?,0.02,?,57.0,0.994,3.39,0.37,10.6,5.0,2
6.5,0.24,0.32,?,?,48.0,203.0,?,3.45,?,?,7.0,?
6.5,0.425,0.4,13.1,0.038,59.0,?,0.9979,?,0.57,?,?,?
?,0.24,0.27,?,0.035,?,188.0,?,?,0.51,9.2,?,2
6.8,?,0.22,8.1,0.034,55.0,203.0,?,3.19,?,?,?,?
6.7,?,?,15.7,0.036,?,179.0,0.9979,3.26,?,9.6,?,2
8.2,?,?,1.2,0.027,36.0,121.0,0.992,?,?,?,?,2
?,?,0.67,10.5,?,49.0,155.0,0.9975,?,?,8.7,5.0,2
?,?,?,1.9,?,?,?,?,?,0.54,10.8,7.0,?
8.1,0.28,?,1.9,?,18.0,?,0.9923,3.23,0.52,11.8,6.0,2
6.3,0.31,?,?,0.045,20.0,77.0,?,3.3,?,?,5.0,?
7.1,?,?,10.5,0.045,49.0,?,0.9975,3.16,0.44,?,?,2
7.9,?,0.4,1.2,0.039,38.0,?,?,?,?,?,?,2
8.5,0.21,?,4.3,0.036,?,99.0,?,?,0.53,?,?,?
8.1,0.2,0.4,2.0,?,19.0,?,0.9921,?,?,11.2,6.0,?
6.3,?,0.37,?,?,?,114.0,?,?,?,10.9,?,?
5.6,0.16,0.27,1.4,?,?,?,0.9918,?,0.37,10.1,?,2
6.4,0.595,?,5.2,?,?,97.0,0.9951,3.38,0.36,?,4.0,2
6.3,?,?,4.6,?,19.0,80.0,0.9917,3.38,?,12.0,?,2
?,?,0.3,4.1,0.054,23.0,?,0.994,?,0.38,?,6.0,?
7.9,0.22,0.38,8.0,0.043,46.0,152.0,0.9934,3.12,0.32,?,7.0,?
7.6,?,0.46,10.2,?,?,135.0,0.9968,3.14,?,9.9,6.0,2
6.9,0.25,0.3,?,?,23.0,?,0.994,2.99,?,?,6.0,2
7.2,?,0.41,1.2,?,?,97.0,?,?,0.45,10.4,5.0,2
8.2,0.23,?,7.5,?,?,76.0,?,3.06,0.84,9.7,?,2
7.4,?,?,14.0,0.066,?,198.0,?,?,?,8.9,6.0,2
7.4,0.24,?,14.0,?,48.0,?,?,2.89,?,?,6.0,2
6.1,?,?,1.5,0.036,38.0,124.0,0.9898,3.29,0.42,12.4,?,?
?,0.44,?,1.4,0.036,?,119.0,0.9894,?,?,12.1,8.0,2
5.2,0.44,?,1.4,0.036,?,?,0.9894,3.36,0.33,12.1,8.0,?
6.1,?,0.24,?,0.036,38.0,124.0,0.9898,3.29,0.42,?,?,2
6.4,0.22,?,14.5,0.055,?,?,0.998,?,?,?,5.0,2
6.3,0.36,?,4.8,0.049,14.0,?,?,3.28,?,10.6,5.0,2
7.4,0.24,0.42,14.0,?,48.0,198.0,0.9979,2.89,0.42,8.9,?,2
?,0.24,?,13.1,0.05,?,?,?,?,0.5,?,?,?
?,0.23,?,?,0.051,?,?,0.9972,3.16,0.49,9.8,?,?
8.4,0.27,?,?,0.048,39.0,?,0.9974,3.14,?,9.6,?,2
6.7,0.46,0.18,?,0.034,25.0,98.0,0.9896,3.08,0.44,12.6,?,2
7.5,0.29,?,8.95,0.055,?,151.0,0.9968,3.08,0.54,9.3,5.0,2
?,0.42,0.48,9.85,0.034,5.0,?,?,?,0.29,?,5.0,2
?,0.3,0.46,1.5,0.066,?,133.0,?,?,0.54,12.7,?,2
7.9,?,0.45,1.5,?,?,96.0,?,3.13,0.39,11.0,6.0,?
7.6,0.48,0.37,?,?,?,100.0,?,?,?,?,?,2
6.3,0.22,0.43,4.55,?,?,130.0,0.9918,3.35,?,?,7.0,2
7.5,?,?,?,0.051,33.0,173.0,?,?,0.64,10.2,5.0,2
?,0.23,0.4,7.5,0.04,50.0,151.0,0.9927,?,?,11.4,?,2
7.2,?,0.47,5.1,?,19.0,65.0,?,3.03,?,?,4.0,2
5.9,?,?,12.9,?,?,?,0.9972,3.28,0.39,9.4,?,2
6.0,0.67,0.07,?,0.06,9.0,?,?,3.11,0.35,8.7,4.0,2
6.4,?,?,?,0.049,?,?,0.995,?,?,9.2,6.0,2
6.4,?,?,?,?,42.0,?,?,3.19,?,9.3,?,?
?,?,0.15,1.2,?,61.0,183.0,0.9936,3.09,0.43,9.2,?,?
6.8,?,0.4,?,?,48.0,?,1.001,2.93,0.5,8.7,5.0,?
?,0.27,?,14.0,?,64.0,?,0.9979,?,0.58,?,6.0,?
?,0.26,0.56,11.9,?,64.0,226.0,0.997,3.02,0.63,9.3,5.0,?
?,0.29,0.56,11.9,0.043,66.0,230.0,0.9972,?,0.63,?,5.0,2
6.7,0.24,0.41,9.4,?,49.0,166.0,0.9954,?,0.61,9.9,6.0,2
5.9,?,?,4.2,0.038,?,119.0,0.9924,?,?,?,?,?
6.8,0.53,0.35,3.8,?,26.0,109.0,0.9906,3.26,0.57,12.7,8.0,?
6.5,0.28,?,8.5,0.047,54.0,?,0.9962,3.09,?,?,4.0,?
6.6,?,?,8.5,?,55.0,?,?,?,?,8.9,6.0,2
6.8,?,0.4,?,0.048,?,167.0,1.001,2.93,?,8.7,?,?
?,0.28,0.36,?,?,?,123.0,?,3.02,?,11.4,?,?
6.6,?,?,5.1,0.055,34.0,?,0.9942,3.36,?,9.6,5.0,2
6.4,?,?,?,?,?,?,0.9942,?,?,9.1,?,?
?,?,0.45,?,0.197,76.0,?,0.9942,3.02,0.39,?,?,2
6.4,?,0.44,?,0.197,?,183.0,0.9942,3.01,?,9.1,5.0,2
?,0.26,0.24,7.8,?,54.0,?,?,3.13,0.47,8.9,5.0,2
?,0.32,?,13.1,0.05,52.0,204.0,?,3.1,0.49,8.8,?,?
?,?,?,?,0.052,54.0,214.0,0.9961,3.13,?,8.9,5.0,2
6.8,?,0.26,?,0.049,55.0,196.0,0.9984,3.15,0.5,9.3,5.0,?
?,0.32,0.24,?,0.05,52.0,?,0.998,3.1,0.49,?,?,?
6.9,?,?,13.2,0.05,53.0,?,0.9973,?,?,?,5.0,2
?,0.26,0.34,13.9,?,39.0,134.0,0.9949,?,0.53,12.0,?,2
?,0.28,0.35,2.3,0.053,?,114.0,?,?,0.5,?,4.0,?
?,0.21,0.5,11.6,0.042,45.0,153.0,0.9972,3.15,0.43,8.8,?,2
7.0,?,?,8.3,?,38.0,126.0,0.9958,3.21,0.34,9.2,?,?
?,0.44,0.88,6.2,0.049,20.0,?,0.9968,?,0.51,9.9,?,2
?,?,?,2.2,?,15.0,?,0.9938,3.32,0.74,?,5.0,2
?,?,0.31,0.9,?,23.0,170.0,0.993,?,?,?,6.0,2
5.6,?,0.25,9.7,0.032,?,?,0.994,3.31,?,?,5.0,?
?,?,0.38,1.4,?,35.0,111.0,?,?,0.59,?,?,2
7.0,0.16,?,8.3,0.045,38.0,126.0,?,3.21,?,9.2,5.0,2
?,?,?,5.3,0.051,31.0,?,?,3.44,0.37,?,6.0,2
6.2,0.25,0.25,1.4,?,?,?,?,3.3,0.44,?,?,?
5.8,?,?,9.2,0.044,55.0,152.0,?,3.31,0.38,?,5.0,?
7.5,0.27,?,?,0.036,?,164.0,0.9939,?,0.33,11.0,5.0,2
?,?,0.24,?,?,?,152.0,?,?,0.38,9.4,5.0,2
5.7,0.28,0.24,?,?,60.0,167.0,0.9989,?,?,?,5.0,?
7.5,0.23,?,7.0,0.036,?,161.0,0.9938,3.04,0.32,11.0,?,?
?,0.27,0.36,7.0,?,?,164.0,0.9939,3.03,0.33,11.0,5.0,2
?,?,0.21,9.5,0.07,33.0,?,0.9971,3.0,0.55,9.1,?,2
?,?,?,1.4,?,35.0,?,0.9912,3.3,0.44,11.1,?,?
?,0.19,?,0.8,0.043,?,144.0,0.9936,3.42,0.39,9.1,6.0,?
?,?,0.22,?,0.046,31.0,?,?,3.39,0.54,10.4,?,?
7.1,0.24,?,17.8,?,39.0,?,?,3.32,0.39,8.7,5.0,2
6.4,0.17,0.32,2.4,?,41.0,200.0,0.9938,3.5,0.5,9.7,6.0,2
7.1,?,?,?,?,66.0,272.0,0.9969,3.17,?,9.1,?,?
6.4,0.17,?,2.4,0.048,41.0,?,?,3.5,0.5,?,6.0,?
7.1,0.24,0.41,?,0.046,?,145.0,0.9998,3.32,?,8.7,5.0,?
?,?,?,?,0.062,26.0,142.0,0.9972,3.37,0.46,8.9,?,2
?,?,0.4,7.8,0.041,?,?,?,3.34,?,?,?,2
?,?,?,7.8,?,49.0,?,?,?,0.51,?,6.0,2
7.2,?,?,?,0.058,55.0,?,0.9979,3.09,0.44,9.0,?,2
7.2,?,0.38,14.3,?,55.0,?,0.9979,3.09,0.44,9.0,6.0,2
7.2,?,?,?,?,55.0,194.0,0.9979,?,0.44,9.0,?,2
?,?,0.38,14.3,0.058,?,194.0,?,3.09,0.44,?,6.0,2
6.8,0.52,0.32,13.2,0.044,54.0,221.0,0.9972,3.27,0.5,9.6,6.0,?
7.0,0.26,?,?,0.037,40.0,120.0,0.9918,3.34,0.41,11.1,?,?
?,?,0.21,15.55,?,?,?,0.9982,?,?,?,?,2
7.3,0.32,?,13.7,0.05,49.0,?,0.9985,3.2,?,8.7,5.0,?
7.7,?,?,?,0.031,?,90.0,0.9944,3.13,0.5,?,5.0,?
7.1,?,?,?,0.026,?,100.0,0.9903,?,?,?,7.0,?
6.8,?,0.34,?,0.047,64.5,?,0.9934,3.3,0.58,?,?,?
?,0.4,0.56,11.2,?,40.0,142.0,?,3.14,0.46,8.7,?,2
6.1,?,0.36,2.0,0.038,20.0,249.5,?,3.37,0.79,11.3,6.0,2
6.8,0.21,?,?,0.03,26.0,139.0,?,3.16,?,12.6,7.0,?
?,0.2,?,1.4,0.031,12.0,77.0,0.9905,?,?,10.9,?,?
5.6,0.19,0.26,1.4,0.03,12.0,?,0.9905,3.25,0.37,?,?,2
6.1,0.41,0.14,10.4,0.037,?,?,?,3.38,?,?,5.0,2
?,?,0.28,?,0.053,40.0,?,0.9964,3.72,0.7,?,4.0,2
8.5,0.26,0.21,?,0.074,41.0,?,0.998,3.02,?,?,3.0,2
6.9,0.4,?,11.2,?,40.0,142.0,?,3.14,?,?,5.0,?
5.8,?,0.44,3.5,?,5.0,109.0,?,?,0.43,?,3.0,2
5.8,?,0.39,1.5,?,37.0,158.0,0.9932,3.21,?,?,6.0,2
6.7,0.26,0.39,?,?,45.0,147.0,0.9935,?,0.58,?,8.0,2
?,?,0.3,5.7,?,8.0,97.0,0.9927,3.27,?,11.0,7.0,2
?,0.35,0.3,5.7,?,?,97.0,0.9927,?,?,?,?,2
6.4,?,0.39,?,0.032,?,118.0,?,3.32,0.5,11.8,6.0,2
5.8,?,0.38,0.9,0.037,3.0,75.0,0.9904,3.28,?,?,?,?
6.9,0.115,?,?,?,?,?,?,3.32,0.42,10.2,6.0,2
6.9,0.29,0.4,?,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,5.0,2
6.9,0.28,?,8.2,0.036,15.0,95.0,0.9944,3.17,0.33,?,?,2
7.2,0.29,0.4,13.6,0.045,66.0,?,0.9977,?,0.59,?,6.0,?
6.2,0.24,0.35,?,0.038,22.0,167.0,0.9912,?,0.48,10.6,?,?
6.9,0.29,0.4,?,0.043,36.0,156.0,0.9996,2.93,0.47,8.9,?,?
?,?,?,?,?,?,180.0,0.9965,3.25,0.51,?,6.0,2
5.3,0.58,0.07,?,0.043,34.0,149.0,?,3.34,0.57,?,5.0,?
5.3,0.585,?,?,0.044,34.0,145.0,0.9945,3.34,?,9.7,6.0,2
5.4,?,?,7.0,?,?,?,0.9944,3.34,0.57,?,6.0,?
6.9,?,0.26,8.3,0.053,?,180.0,0.9965,3.25,0.51,9.2,?,2
5.2,?,0.07,?,0.044,?,147.0,?,3.33,0.58,?,?,2
?,0.25,0.26,13.1,?,?,148.0,0.9972,3.29,0.38,?,5.0,?
6.6,?,?,5.1,0.057,30.0,123.0,0.9949,3.24,0.38,9.0,5.0,?
?,?,0.54,10.7,?,59.0,234.0,0.9966,3.05,0.61,?,5.0,?
?,0.19,?,8.9,?,51.0,?,?,3.14,?,9.8,?,2
6.7,?,?,9.1,?,50.0,166.0,?,3.14,?,9.8,?,?
?,0.26,?,?,0.042,?,60.0,?,2.89,0.5,?,?,2
6.8,0.32,0.34,1.2,0.044,14.0,67.0,?,3.05,0.47,?,?,?
7.0,?,?,?,?,17.0,?,?,3.26,0.68,?,?,2
7.0,0.24,?,2.8,0.034,?,112.0,?,3.19,?,?,8.0,?
6.1,?,0.58,5.0,0.039,36.0,114.0,0.9909,?,0.6,?,?,?
6.8,0.44,0.37,5.1,0.047,46.0,201.0,0.9938,3.08,?,10.5,4.0,2
6.7,?,0.3,15.6,?,?,?,0.9982,?,0.49,9.3,5.0,?
?,0.35,?,?,?,46.0,198.0,0.9988,3.12,?,8.8,?,?
?,0.32,0.25,?,?,47.0,?,?,3.08,?,8.8,5.0,?
6.5,0.28,?,?,0.053,51.0,190.0,?,3.22,0.51,9.7,6.0,2
?,0.23,?,14.2,?,?,?,?,?,0.48,9.0,?,?
7.2,?,0.39,14.2,0.058,?,192.0,?,?,0.48,9.0,?,2
?,0.23,?,?,0.058,?,?,0.9979,?,?,9.0,7.0,2
7.2,0.23,?,14.2,0.058,49.0,192.0,0.9979,?,0.48,?,?,2
5.9,0.15,?,5.8,0.041,53.0,155.0,0.9945,3.52,?,?,6.0,2
?,0.28,0.42,19.8,?,53.0,195.0,1.0,?,0.44,?,?,2
6.2,0.28,?,?,0.041,?,157.0,0.9957,?,?,9.8,?,2
9.1,0.59,0.38,1.6,0.066,?,?,0.9968,?,0.38,8.5,3.0,2
6.3,0.33,0.27,?,0.046,34.0,?,?,3.37,?,9.4,?,2
8.3,0.39,?,?,0.045,33.0,169.0,0.9976,?,?,9.4,?,2
7.2,?,?,3.8,0.041,82.0,?,?,?,0.6,11.2,?,?
7.5,?,?,11.3,0.046,65.0,146.0,?,?,0.45,10.0,?,?
6.7,0.17,?,2.1,0.043,?,122.0,0.9923,?,?,10.3,6.0,?
?,0.41,?,1.6,0.063,36.0,?,0.9914,?,?,10.8,6.0,2
8.3,0.2,0.35,?,0.05,?,74.0,0.992,?,0.38,10.5,6.0,?
6.1,?,0.001,1.6,0.063,?,87.0,?,3.27,?,10.8,6.0,?
6.0,0.29,0.21,1.3,?,42.0,?,0.9914,3.32,0.43,11.1,?,2
7.3,0.41,0.24,?,?,41.0,?,0.9949,?,?,9.9,?,?
7.3,0.41,0.24,?,0.057,41.0,163.0,0.9949,?,0.41,9.9,?,2
7.2,0.43,0.24,?,0.058,40.0,163.0,0.995,3.2,0.41,9.9,5.0,2
7.3,0.4,0.24,6.7,?,41.0,166.0,0.995,3.2,0.41,?,?,2
6.2,?,?,4.9,0.036,?,?,?,?,?,10.4,7.0,?
6.2,?,?,?,?,36.0,148.0,0.9928,?,0.41,10.4,?,?
6.1,0.36,?,?,?,?,?,?,?,0.71,11.5,7.0,2
5.0,0.55,0.14,8.3,0.032,?,?,0.9918,3.53,?,12.5,8.0,2
?,0.25,?,?,?,37.0,149.0,?,3.36,0.45,?,?,2
?,0.36,?,6.7,0.038,?,166.0,?,?,?,?,?,2
5.8,?,?,6.6,0.04,50.0,167.0,0.9941,3.29,?,?,5.0,?
?,0.28,?,?,0.132,?,127.0,?,3.09,0.44,9.1,6.0,?
6.8,0.25,?,?,0.031,?,?,0.9927,3.21,?,10.6,6.0,2
6.6,0.24,?,7.7,0.031,36.0,135.0,?,?,?,10.5,5.0,2
?,0.3,?,?,0.03,19.0,?,?,3.52,0.43,?,7.0,?
?,0.125,0.25,3.3,?,?,69.0,0.9934,3.54,0.59,?,6.0,2
6.0,0.1,0.24,1.1,?,15.0,?,0.9927,3.61,0.61,?,?,2
6.6,?,0.35,7.7,?,?,135.0,0.9938,3.19,?,10.5,?,2
?,?,0.34,4.7,0.031,34.0,?,?,?,?,10.6,?,2
?,0.28,?,9.3,?,35.0,?,0.9946,3.16,?,?,?,2
?,0.41,0.51,2.0,0.046,?,207.0,?,3.02,0.55,11.4,5.0,2
7.5,?,0.31,5.8,?,131.0,313.0,0.9946,3.18,?,10.5,5.0,2
7.9,0.26,0.41,15.15,0.04,38.0,216.0,?,2.96,0.6,10.0,6.0,?
?,0.34,?,6.3,0.039,37.0,143.0,?,3.19,0.65,10.0,6.0,2
?,?,0.35,?,?,55.0,195.0,?,3.23,?,?,?,2
?,?,?,?,0.036,33.0,?,?,3.17,0.51,10.4,?,2
?,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,3.36,0.6,12.5,?,?
