@relation dataset

@attribute attribute_0 real
@attribute attribute_1 real
@attribute attribute_2 real
@attribute attribute_3 real
@attribute attribute_4 real
@attribute attribute_5 real
@attribute attribute_6 real
@attribute attribute_7 real
@attribute attribute_8 real
@attribute attribute_9 real
@attribute attribute_10 real
@attribute attribute_11 real
@attribute attribute_12 {1, 2}


@data
?,0.18,0.3,?,0.064,26.0,103.0,0.9961,2.94,?,?,5.0,2
?,0.54,0.28,5.4,0.06,?,?,0.9949,3.27,?,?,5.0,?
6.8,0.22,0.31,1.4,0.053,?,114.0,?,3.39,0.77,10.6,6.0,?
7.1,?,0.34,?,0.05,?,?,0.9985,3.21,0.6,9.2,6.0,2
7.1,0.34,?,6.1,?,?,164.0,?,3.17,?,?,?,2
7.3,0.22,0.3,8.2,?,42.0,207.0,?,?,0.46,9.5,6.0,?
?,?,?,?,0.045,?,?,?,?,0.45,8.7,?,2
7.1,0.44,?,11.8,0.044,52.0,?,0.9975,?,?,?,6.0,2
?,?,0.63,11.0,?,55.0,156.0,?,3.09,?,8.7,6.0,?
6.8,0.25,?,13.3,?,?,?,0.9972,?,0.48,9.7,6.0,2
7.1,?,?,11.8,?,54.0,?,0.9974,?,?,8.7,5.0,?
7.1,0.44,?,11.8,0.044,52.0,152.0,0.9975,3.12,0.46,?,?,?
?,0.39,0.63,?,0.044,55.0,?,0.9974,3.09,0.44,8.7,?,2
6.1,0.27,0.43,7.5,?,65.0,?,0.9957,?,0.47,9.0,?,2
6.9,?,0.33,?,0.035,47.0,?,0.99,3.26,0.4,?,?,2
6.9,0.21,0.33,?,0.034,48.0,136.0,0.9899,3.25,0.41,?,?,2
7.5,0.17,?,?,0.04,51.0,148.0,0.9916,3.21,?,?,?,2
7.1,0.26,0.29,?,0.044,?,?,0.9969,?,?,?,6.0,?
?,0.34,?,15.9,0.046,26.0,164.0,0.9979,3.14,0.5,8.8,6.0,2
8.6,0.265,?,?,0.034,?,80.0,0.9913,2.95,0.36,?,7.0,2
9.8,0.36,0.46,10.5,0.038,4.0,83.0,?,?,0.3,?,4.0,?
?,0.34,0.66,15.9,0.046,26.0,164.0,0.9979,3.14,?,8.8,6.0,?
?,0.25,?,?,?,52.0,?,?,?,0.44,9.1,?,2
7.1,?,0.32,?,?,64.0,162.0,0.9962,?,?,9.4,5.0,2
6.0,0.21,?,?,0.05,55.0,164.0,?,?,0.39,9.4,5.0,2
7.5,?,0.4,?,?,44.0,170.0,1.0,2.99,0.46,?,5.0,2
?,0.25,?,13.5,?,52.0,?,0.9975,?,0.44,9.1,5.0,?
7.3,0.13,?,14.4,0.051,34.0,?,?,3.2,0.35,?,6.0,2
?,0.12,?,9.6,0.054,?,162.0,0.9962,3.4,0.41,9.4,5.0,?
7.1,?,0.35,?,0.04,60.0,?,?,3.16,0.59,?,6.0,?
?,?,?,16.5,?,60.0,171.0,?,3.16,0.59,9.1,6.0,2
6.9,0.33,0.28,1.3,?,?,187.0,0.9927,3.27,0.6,?,5.0,?
6.5,0.17,?,?,?,64.0,?,0.9959,?,0.39,8.8,?,2
?,0.27,0.46,?,0.052,45.0,255.0,1.0,?,0.52,8.9,?,2
7.2,0.31,0.5,?,?,?,195.0,0.9982,3.01,?,9.2,5.0,2
6.7,0.41,0.34,?,0.049,29.0,?,0.9968,3.22,0.51,9.1,5.0,?
6.7,?,0.34,9.2,0.049,?,150.0,?,3.22,0.51,9.1,?,?
?,?,?,1.5,0.065,8.0,103.0,?,?,?,?,4.0,2
?,0.31,0.24,3.3,0.041,25.0,143.0,0.9914,?,?,11.3,?,?
7.0,0.14,0.4,?,0.035,16.0,?,?,3.19,?,?,6.0,2
7.2,0.31,0.5,13.3,0.056,?,195.0,0.9982,3.01,0.47,?,?,?
7.3,?,?,?,?,57.0,?,0.9982,3.04,0.5,9.2,5.0,?
?,?,?,?,0.046,?,?,0.9934,3.22,0.51,?,?,?
?,?,?,12.2,0.054,?,?,?,?,?,?,5.0,?
?,0.16,0.31,6.85,0.059,?,131.0,?,?,0.34,9.7,?,?
?,0.19,0.28,5.0,?,14.0,146.0,?,?,?,?,?,2
6.4,0.13,0.47,1.6,0.092,40.0,?,0.9928,3.21,?,9.8,6.0,2
6.7,?,0.36,?,?,63.0,?,0.9912,?,0.48,?,6.0,2
7.4,0.39,?,7.0,?,29.0,?,0.994,3.14,0.42,10.5,5.0,?
6.5,0.24,?,?,0.038,48.0,203.0,0.9958,3.45,0.54,?,7.0,2
6.1,?,0.56,?,?,?,179.0,0.9924,3.3,?,10.9,?,2
6.1,0.3,0.56,2.7,0.046,46.0,184.0,0.9924,3.31,?,10.9,6.0,?
?,0.26,0.25,10.4,0.02,7.0,?,?,3.39,?,?,5.0,?
?,0.24,0.32,?,0.038,48.0,?,?,3.45,0.54,9.7,7.0,?
6.5,0.425,0.4,?,0.038,59.0,241.0,0.9979,?,?,9.0,?,?
6.6,0.24,0.27,15.8,0.035,46.0,188.0,0.9982,?,?,?,5.0,?
?,?,0.22,8.1,?,55.0,203.0,0.9961,3.19,?,8.9,5.0,2
?,?,0.31,15.7,0.036,44.0,?,?,?,0.56,?,5.0,?
?,?,0.4,?,0.027,?,121.0,?,3.12,0.38,10.7,6.0,2
7.1,0.37,?,?,?,?,?,?,3.16,?,8.7,?,2
6.8,0.19,0.36,1.9,0.035,30.0,96.0,?,?,?,?,7.0,2
8.1,?,?,?,0.029,?,79.0,?,3.23,0.52,11.8,?,?
6.3,0.31,0.34,?,?,?,?,0.9927,3.3,0.43,10.2,5.0,2
7.1,0.37,?,?,0.045,49.0,155.0,?,3.16,?,?,5.0,?
7.9,0.21,0.4,1.2,0.039,38.0,107.0,0.992,?,?,10.8,?,2
?,0.21,?,4.3,?,24.0,?,0.9947,?,?,?,?,2
8.1,0.2,?,?,?,19.0,87.0,0.9921,?,?,?,6.0,?
6.3,?,0.37,1.1,?,?,114.0,0.9905,3.0,?,10.9,6.0,?
?,?,?,?,?,?,?,?,3.28,0.37,10.1,?,?
?,?,0.14,?,?,15.0,?,?,3.38,?,9.0,4.0,?
6.3,0.34,0.33,4.6,0.034,19.0,?,0.9917,3.38,?,?,?,2
?,?,?,4.1,0.054,23.0,?,0.994,?,0.38,9.4,6.0,2
?,0.22,0.38,?,0.043,46.0,152.0,0.9934,?,?,11.5,?,?
?,0.18,?,?,0.055,58.0,?,?,3.14,0.43,9.9,?,2
6.9,?,?,4.1,0.054,?,116.0,?,2.99,0.38,?,6.0,2
7.2,0.18,0.41,1.2,0.048,41.0,97.0,?,?,0.45,10.4,5.0,2
?,?,0.4,?,?,12.0,76.0,0.9966,?,0.84,9.7,?,?
7.4,0.24,0.42,?,?,48.0,198.0,0.9979,?,?,?,6.0,2
7.4,0.24,0.42,?,?,?,?,?,?,?,8.9,6.0,2
?,?,0.24,1.5,0.036,?,124.0,?,?,?,?,7.0,2
5.2,0.44,?,1.4,?,43.0,119.0,0.9894,3.36,0.33,?,8.0,2
5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,?,0.33,12.1,8.0,2
?,?,0.24,?,0.036,38.0,?,?,3.29,?,12.4,7.0,2
6.4,0.22,0.56,?,0.055,27.0,?,0.998,2.98,0.4,9.1,?,?
?,0.36,0.3,?,?,?,85.0,?,3.28,0.39,10.6,5.0,2
7.4,0.24,?,14.0,0.066,48.0,198.0,?,?,0.42,8.9,6.0,?
?,0.24,0.35,13.1,0.05,64.0,205.0,0.997,3.15,0.5,9.5,5.0,?
7.0,?,?,?,0.051,?,177.0,0.9972,3.16,?,?,?,?
8.4,0.27,0.46,8.7,0.048,?,?,0.9974,3.14,?,?,6.0,2
6.7,0.46,?,?,?,25.0,98.0,?,?,0.44,?,7.0,?
?,0.29,0.31,8.95,?,20.0,?,0.9968,?,0.54,9.3,5.0,2
9.8,?,0.48,?,0.034,?,?,?,2.87,?,10.0,5.0,?
7.1,0.3,?,1.5,?,29.0,133.0,?,3.12,0.54,12.7,?,?
7.9,?,0.45,1.5,0.045,?,96.0,0.9917,?,0.39,11.0,6.0,?
7.6,0.48,?,0.8,0.037,?,100.0,0.9902,3.03,0.39,?,?,2
6.3,0.22,0.43,4.55,?,?,?,?,3.35,?,11.5,?,?
7.5,0.27,?,17.7,0.051,?,173.0,?,?,?,10.2,5.0,?
?,?,?,7.5,?,50.0,?,0.9927,3.11,0.27,11.4,6.0,2
7.2,0.32,0.47,?,0.044,?,?,?,?,0.41,?,4.0,2
5.9,0.23,?,?,?,57.0,170.0,?,3.28,0.39,?,5.0,2
6.0,0.67,?,1.2,0.06,9.0,108.0,?,?,0.35,8.7,4.0,2
6.4,?,0.32,5.5,0.049,41.0,?,0.995,?,0.68,9.2,6.0,?
6.4,?,?,?,0.048,42.0,173.0,0.9951,3.19,0.66,?,?,?
?,?,?,1.2,?,61.0,?,0.9936,?,0.43,9.2,5.0,?
6.8,0.28,0.4,22.0,0.048,48.0,167.0,1.001,2.93,0.5,8.7,5.0,?
?,0.27,?,?,?,?,?,0.9979,?,?,9.6,6.0,2
6.8,0.26,0.56,?,0.043,64.0,?,?,?,?,9.3,?,?
?,0.29,0.56,?,0.043,66.0,230.0,?,3.02,0.63,9.3,?,2
6.7,0.24,0.41,9.4,?,49.0,166.0,0.9954,3.12,?,9.9,?,?
?,0.3,?,4.2,?,42.0,?,?,?,?,11.0,?,2
6.8,0.53,0.35,3.8,?,?,109.0,?,3.26,?,12.7,?,2
6.5,?,0.28,8.5,0.047,54.0,?,0.9962,3.09,0.54,?,?,?
6.6,?,?,8.5,0.052,55.0,211.0,?,3.09,0.55,?,?,2
6.8,?,?,22.0,?,?,?,?,2.93,?,8.7,5.0,?
6.8,?,0.36,8.0,0.045,28.0,?,?,3.02,0.37,11.4,?,2
6.6,?,0.34,5.1,0.055,34.0,?,?,?,?,9.6,?,?
6.4,0.29,0.44,3.6,?,?,181.0,?,3.02,0.41,9.1,?,?
?,0.3,?,3.5,0.197,76.0,?,0.9942,3.02,?,?,6.0,?
6.4,0.29,0.44,?,0.197,75.0,?,0.9942,?,?,9.1,5.0,?
6.8,0.26,?,7.8,0.052,54.0,214.0,0.9961,3.13,?,?,?,?
7.1,0.32,0.24,13.1,?,52.0,?,0.998,3.1,?,?,?,?
6.8,0.26,0.24,7.8,?,?,?,0.9961,?,0.47,?,?,2
6.8,0.27,?,16.1,0.049,?,196.0,?,3.15,0.5,9.3,5.0,?
7.1,0.32,0.24,13.1,0.05,?,?,?,3.1,0.49,8.8,?,2
?,?,?,13.2,0.05,53.0,?,?,?,0.5,9.6,?,2
?,0.26,0.34,13.9,0.034,39.0,134.0,0.9949,?,?,12.0,?,2
5.8,?,0.35,2.3,0.053,?,?,?,3.28,?,10.2,?,2
6.4,0.21,0.5,?,?,?,?,0.9972,3.15,?,?,?,?
7.0,0.16,0.32,?,?,38.0,?,0.9958,?,0.34,9.2,5.0,2
10.2,0.44,?,?,0.049,20.0,124.0,?,2.99,?,?,?,2
?,0.57,0.29,?,?,?,77.0,0.9938,3.32,0.74,10.2,5.0,2
6.1,0.4,?,?,?,?,170.0,0.993,3.22,?,9.5,?,2
5.6,0.245,0.25,9.7,0.032,?,68.0,?,3.31,0.34,10.5,?,?
6.8,?,0.38,?,?,35.0,111.0,?,3.32,?,11.2,7.0,?
7.0,0.16,?,?,?,38.0,126.0,0.9958,3.21,?,?,?,?
?,0.13,?,5.3,?,?,122.0,?,?,0.37,9.7,6.0,2
6.2,?,0.25,?,0.03,35.0,105.0,?,?,0.44,11.1,?,?
5.8,?,?,?,0.044,?,152.0,0.9961,3.31,0.38,9.4,?,?
7.5,0.27,0.36,7.0,?,45.0,164.0,?,3.03,0.33,11.0,?,?
?,0.26,0.24,?,?,55.0,152.0,0.9961,3.31,?,?,?,2
5.7,?,?,17.5,0.044,60.0,167.0,0.9989,?,?,9.4,?,2
?,0.23,?,?,0.036,43.0,?,?,?,0.32,11.0,?,2
?,?,?,7.0,?,45.0,?,0.9939,?,?,11.0,?,2
?,?,?,?,0.07,33.0,172.0,?,3.0,?,9.1,?,?
?,?,?,?,0.03,?,105.0,?,?,0.44,?,7.0,2
?,?,?,?,0.043,33.0,?,?,?,0.39,9.1,6.0,?
6.3,0.495,0.22,1.8,0.046,?,?,0.9929,3.39,0.54,?,?,2
?,?,0.41,?,?,39.0,?,?,3.32,?,8.7,5.0,2
6.4,?,?,?,?,41.0,?,?,3.5,?,9.7,6.0,?
7.1,0.25,0.32,10.3,0.041,66.0,272.0,0.9969,?,0.52,9.1,?,2
6.4,?,?,2.4,0.048,41.0,200.0,0.9938,3.5,0.5,9.7,6.0,2
7.1,0.24,0.41,?,0.046,39.0,?,0.9998,3.32,0.39,8.7,5.0,2
6.8,0.64,?,9.7,0.062,26.0,142.0,0.9972,3.37,0.46,8.9,?,2
?,0.28,0.4,7.8,0.041,38.0,194.0,?,3.34,0.51,9.6,6.0,2
?,0.27,0.39,7.8,?,?,208.0,0.9976,3.31,?,9.5,6.0,2
7.2,?,0.38,14.3,0.058,55.0,?,?,3.09,?,?,6.0,2
?,0.23,0.38,14.3,0.058,?,?,0.9979,3.09,0.44,9.0,?,?
?,0.23,?,14.3,0.058,55.0,194.0,0.9979,?,0.44,9.0,?,?
7.2,0.23,0.38,14.3,?,55.0,194.0,0.9979,3.09,0.44,9.0,6.0,?
?,0.52,?,13.2,?,54.0,221.0,0.9972,3.27,0.5,9.6,6.0,2
7.0,0.26,0.59,?,0.037,40.0,120.0,0.9918,?,?,11.1,?,2
6.2,0.25,?,15.55,0.039,?,159.0,0.9982,3.48,?,9.6,?,2
7.3,0.32,0.23,13.7,?,49.0,197.0,?,3.2,0.46,8.7,5.0,2
?,?,?,?,?,23.0,?,0.9944,3.13,0.5,?,5.0,?
?,0.21,0.37,2.4,?,23.0,100.0,?,?,?,11.4,7.0,?
?,0.24,?,2.7,0.047,64.5,218.5,?,3.3,?,?,6.0,?
6.9,?,0.56,?,0.043,40.0,142.0,0.9975,?,0.46,?,5.0,?
6.1,0.18,0.36,2.0,?,20.0,?,0.9923,3.37,?,?,?,?
6.8,0.21,0.27,?,0.03,26.0,139.0,0.99,?,0.61,12.6,7.0,2
?,?,?,?,?,12.0,77.0,0.9905,3.25,?,10.9,?,2
5.6,0.19,?,1.4,?,?,76.0,?,3.25,?,?,?,2
6.1,0.41,0.14,10.4,0.037,?,?,0.996,?,0.45,10.0,?,?
?,0.21,0.28,4.6,?,40.0,199.0,0.9964,?,0.7,?,4.0,2
?,?,0.21,16.2,?,?,197.0,?,3.02,?,?,3.0,2
6.9,0.4,?,?,?,?,?,?,3.14,0.46,?,5.0,2
5.8,?,0.44,3.5,?,5.0,?,?,3.53,?,11.7,?,?
?,0.24,0.39,1.5,?,37.0,?,?,?,0.52,9.3,?,2
6.7,0.26,0.39,1.1,0.04,?,147.0,0.9935,?,?,9.6,8.0,2
6.3,0.35,0.3,5.7,?,?,?,?,?,0.41,11.0,?,2
?,0.35,0.3,?,0.035,?,97.0,?,3.27,0.41,?,7.0,2
?,0.23,0.39,1.8,0.032,23.0,?,0.9912,3.32,?,?,?,?
5.8,0.36,?,0.9,?,3.0,75.0,?,?,0.34,11.4,4.0,2
6.9,0.115,?,5.4,?,?,108.0,?,3.32,0.42,10.2,6.0,?
?,0.29,0.4,19.45,0.043,?,156.0,0.9996,2.93,0.47,?,5.0,?
?,?,0.4,8.2,0.036,15.0,?,0.9944,3.17,0.33,?,5.0,2
7.2,0.29,0.4,13.6,0.045,66.0,231.0,0.9977,?,0.59,9.6,6.0,?
6.2,0.24,0.35,?,?,22.0,167.0,?,?,0.48,10.6,?,?
?,0.29,0.4,19.45,?,?,?,0.9996,2.93,0.47,?,5.0,?
6.9,0.32,0.26,8.3,?,32.0,180.0,0.9965,3.25,0.51,9.2,?,2
?,?,0.07,6.9,?,34.0,149.0,0.9944,?,?,9.7,?,2
5.3,?,?,?,0.044,34.0,145.0,0.9945,3.34,?,9.7,?,2
?,0.59,?,7.0,?,36.0,?,0.9944,3.34,?,9.7,6.0,2
?,0.32,?,8.3,?,32.0,?,?,3.25,0.51,?,6.0,2
?,?,0.07,7.0,0.044,?,147.0,0.9944,?,?,9.7,5.0,2
5.8,0.25,?,13.1,?,44.0,148.0,?,3.29,?,?,5.0,?
6.6,?,0.3,5.1,0.057,30.0,?,0.9949,3.24,?,?,?,?
?,0.29,0.54,10.7,0.046,59.0,234.0,0.9966,?,0.61,9.5,?,2
?,?,?,8.9,?,?,169.0,0.9954,?,0.57,9.8,?,?
?,0.2,?,9.1,?,?,166.0,0.9954,?,0.58,9.8,?,2
?,?,?,?,0.042,9.0,60.0,0.9915,2.89,0.5,10.6,5.0,2
?,?,0.34,1.2,0.044,14.0,67.0,0.9919,3.05,?,10.6,4.0,2
?,0.3,0.49,?,0.036,17.0,105.0,?,3.26,0.68,?,7.0,2
?,?,?,2.8,0.034,?,112.0,0.99,3.19,0.38,12.6,?,?
?,0.31,?,5.0,?,36.0,114.0,0.9909,?,?,12.3,8.0,2
6.8,?,0.37,?,0.047,46.0,201.0,0.9938,?,?,?,?,2
?,0.34,0.3,15.6,0.054,51.0,?,?,3.19,0.49,9.3,?,?
7.1,0.35,0.24,?,0.055,46.0,?,?,3.12,0.49,?,?,2
7.3,0.32,0.25,7.2,?,?,180.0,?,3.08,0.47,?,5.0,2
6.5,0.28,0.33,15.7,0.053,51.0,?,0.9978,?,0.51,9.7,6.0,?
7.2,0.23,?,14.2,?,?,192.0,?,2.98,0.48,9.0,7.0,2
7.2,0.23,?,14.2,0.058,49.0,?,0.9979,?,0.48,9.0,7.0,2
7.2,0.23,0.39,14.2,?,?,192.0,?,?,?,9.0,?,?
?,0.23,?,14.2,0.058,?,192.0,?,2.98,?,?,7.0,2
5.9,?,0.31,5.8,?,53.0,?,0.9945,3.52,?,10.5,6.0,2
?,0.28,?,?,?,53.0,?,1.0,?,?,9.1,5.0,2
6.2,0.28,?,7.3,?,26.0,?,0.9957,3.44,?,9.8,?,?
9.1,0.59,0.38,1.6,0.066,34.0,182.0,0.9968,?,?,?,3.0,2
6.3,0.33,0.27,1.2,0.046,34.0,?,0.9934,3.37,0.54,?,6.0,?
?,0.39,?,?,0.045,33.0,169.0,0.9976,3.09,0.57,?,5.0,?
7.2,?,0.46,?,?,82.0,?,0.9932,3.19,0.6,11.2,?,2
?,?,0.44,?,?,?,146.0,0.997,?,?,10.0,?,2
6.7,?,?,2.1,0.043,27.0,?,0.9923,3.15,?,?,6.0,?
?,0.41,?,?,0.063,?,?,?,3.27,?,10.8,6.0,2
8.3,?,0.35,0.9,0.05,?,?,0.992,3.13,?,10.5,6.0,2
?,?,0.001,1.6,?,?,?,0.9914,3.27,?,10.8,?,2
6.0,?,0.21,1.3,?,?,168.0,?,?,?,11.1,?,?
7.3,0.41,?,6.8,0.057,?,?,?,3.2,?,9.9,?,2
7.3,0.41,?,?,?,?,163.0,0.9949,3.2,?,9.9,?,2
?,0.43,0.24,6.7,?,?,?,?,3.2,?,?,5.0,?
?,?,0.24,6.7,0.058,41.0,?,0.995,?,?,9.9,6.0,2
?,?,0.27,4.9,0.036,30.0,134.0,?,3.2,0.42,?,?,2
?,?,?,4.8,0.037,36.0,?,?,?,0.41,10.4,?,?
?,?,0.27,2.1,0.035,?,100.0,0.9917,?,?,?,7.0,2
?,0.55,0.14,?,0.032,35.0,?,0.9918,?,0.51,12.5,8.0,2
7.8,?,0.41,3.7,?,37.0,?,0.9954,3.36,0.45,10.0,6.0,?
?,0.36,?,6.7,0.038,51.0,166.0,?,?,0.63,10.0,6.0,2
5.8,0.34,?,6.6,0.04,?,167.0,0.9941,3.29,?,10.0,5.0,2
?,?,?,1.1,?,?,?,0.9934,?,0.44,?,?,?
?,0.25,?,4.7,?,?,134.0,0.9927,?,0.38,?,6.0,2
6.6,0.24,?,7.7,?,36.0,135.0,0.9938,3.19,0.37,?,?,2
5.9,?,0.47,7.85,0.03,?,133.0,0.9933,3.52,0.43,?,7.0,2
6.1,?,0.25,3.3,?,10.0,?,0.9934,?,?,?,?,2
?,0.1,?,1.1,?,15.0,?,?,?,?,?,?,?
6.6,?,?,?,?,?,135.0,?,?,?,10.5,?,?
6.8,0.25,0.34,?,?,?,134.0,?,3.21,0.38,?,6.0,?
6.8,?,?,9.3,0.031,35.0,137.0,?,3.16,?,10.4,?,?
?,0.41,?,?,?,11.0,?,0.993,?,?,11.4,5.0,2
7.5,0.27,?,?,?,?,313.0,?,3.18,?,10.5,?,2
7.9,?,?,?,0.04,38.0,216.0,0.9976,?,?,?,6.0,2
?,0.34,?,?,0.039,?,143.0,0.9944,?,?,10.0,6.0,?
6.5,?,?,?,?,55.0,?,?,3.23,0.5,9.6,?,2
7.2,?,?,1.3,?,33.0,?,?,?,0.51,10.4,?,2
6.4,0.32,0.35,?,0.03,34.0,?,?,?,?,?,8.0,2
?,0.24,0.34,4.6,?,?,135.0,?,3.2,?,10.6,5.0,2
6.3,0.23,?,?,0.033,16.0,?,0.9906,3.28,?,?,?,?
