@relation dataset

@attribute att1 real
@attribute att2 real
@attribute att3 real
@attribute att4 real
@attribute att5 real
@attribute att6 real
@attribute att7 real
@attribute att8 real
@attribute att9 real
@attribute att10 real


@data
-70.31,-57.01,?,-95.45,?,-129.9,?,-157.56,?,?
?,-57.63,?,-95.97,-137.89,-125.45,?,-154.37,-192.03,-186.27
-71.48,-57.84,-110.46,-95.21,?,?,?,-152.93,?,?
?,-55.55,?,-112.44,-211.41,-176.55,-300.14,-252.75,-417.08,?
?,?,-141.43,-116.96,-217.81,-183.1,-309.05,-261.66,?,-365.93
-76.09,?,-143.7,-119.61,-221.81,-187.0,?,-266.76,-436.02,?
-78.81,-65.68,?,?,-223.79,-189.51,?,-271.93,-439.91,-376.66
-82.17,-67.91,-149.03,?,?,-191.28,-322.75,-274.53,?,-381.94
-11.23,-14.21,-18.71,-22.65,?,-32.39,-35.28,?,?,?
?,-15.44,?,?,-30.45,-36.22,-36.85,-45.11,?,?
?,-16.72,-24.0,-28.29,-33.91,?,-40.96,-49.43,?,-60.11
-15.05,-17.98,-26.42,-30.65,?,?,?,?,-53.89,-64.35
?,-19.11,-28.69,-32.58,?,?,-47.16,-55.65,-57.2,?
-35.68,?,-44.41,-62.35,?,-72.43,-66.26,?,?,-91.76
-34.99,-54.77,?,-62.89,-56.03,?,-65.75,-80.24,?,-89.86
-35.99,-54.37,?,?,-54.89,-71.23,-64.63,-79.05,-74.92,?
?,-53.94,?,?,-53.55,-69.54,?,-77.51,?,-86.43
?,?,-45.3,-62.02,?,?,?,-76.12,-72.33,-84.57
?,?,?,-61.16,?,-76.42,?,?,-94.11,?
-32.66,-47.88,?,?,-62.06,-77.14,-77.12,-90.14,?,?
?,?,-47.17,-62.03,-61.91,?,?,-89.64,?,-103.93
-33.24,-47.89,-47.07,?,?,?,-75.37,?,-91.04,?
?,?,?,?,-60.91,-72.88,-75.2,?,?,-99.85
?,?,-36.76,?,?,-53.48,?,?,-60.38,-67.51
-25.81,-34.7,?,-45.64,-43.29,-51.95,?,-58.17,-57.74,?
-25.49,?,-36.67,-45.47,-42.21,-50.9,?,-56.82,?,-63.28
?,?,-36.3,-45.23,?,-49.57,?,-55.73,-54.33,?
?,-33.71,-36.78,-44.76,?,-48.17,-48.57,-54.13,-54.94,-60.11
-27.45,-40.42,?,?,?,?,?,-90.61,-99.22,?
?,?,-43.33,-56.89,-59.68,-73.88,-78.96,?,-101.14,?
-29.59,-42.61,?,?,?,-74.61,-80.18,?,-101.48,-115.36
-29.98,?,?,?,?,-75.15,?,?,?,-114.82
?,-42.82,-45.26,?,?,-75.36,-80.85,-93.97,?,?
-11.98,?,-19.12,?,-33.13,-28.45,?,-40.77,-62.49,?
-12.15,-11.33,-22.33,-19.95,-39.82,-33.64,-56.9,?,-73.32,-58.96
?,?,-26.67,-23.34,-46.48,?,-65.95,-53.46,?,-67.21
?,-12.82,?,-26.18,-52.3,-42.98,-73.81,?,-94.41,-74.4
-15.73,?,-34.54,?,?,?,?,-63.49,?,-80.25
-58.41,-38.66,-83.58,-57.33,-110.24,?,-133.77,?,-171.05,-124.15
?,?,?,-58.75,-109.91,-77.28,-130.65,-94.69,?,-118.7
-60.12,?,-85.19,?,-108.08,?,-127.51,-92.88,-155.54,?
-60.41,-41.2,-84.73,?,-106.46,?,-124.62,-90.88,-151.56,-112.58
?,-39.88,?,-57.58,?,?,-122.59,?,-146.99,-109.52
?,-61.86,-91.65,-81.02,?,-105.51,-165.68,-126.3,?,-153.44
-61.16,-62.92,-93.55,-82.39,-133.11,-107.27,-168.62,?,?,-157.01
?,?,-94.15,-82.45,-133.24,?,?,?,?,-152.81
-61.94,?,?,?,-131.54,?,?,-123.08,?,?
-62.34,-61.87,-95.09,-81.53,?,-102.05,?,?,-187.95,-140.79
-44.1,?,?,-50.43,?,-68.0,-101.74,?,?,?
-44.67,?,?,-50.84,-84.41,?,?,?,?,-83.98
-44.5,?,?,?,?,-61.24,-93.34,-70.67,-106.18,-80.45
-44.34,-34.97,-66.58,?,?,-59.27,-89.95,-68.18,-101.46,?
-44.8,?,-66.2,-50.42,-76.8,-58.26,-87.09,-65.55,-98.14,-73.89
-52.22,-41.67,-75.74,-57.7,?,?,-149.62,-114.96,-197.35,?
-54.15,?,-77.43,?,?,-86.16,?,-119.56,-205.77,-159.3
?,?,?,-60.05,-113.36,-87.5,-157.68,?,-207.96,?
-54.54,?,-78.67,?,?,-88.44,-158.35,-122.77,?,-161.37
?,-41.87,-79.15,-60.58,?,?,?,-122.95,-200.98,-157.18
-9.4,-7.95,-21.44,-17.46,-34.39,-27.35,-48.61,?,?,-53.14
?,-12.01,?,?,-41.48,-34.6,-56.74,-48.68,-73.45,-63.17
-18.61,-16.29,-32.84,-28.72,-49.32,-42.29,-65.87,-57.89,-84.45,-73.99
-21.88,?,?,-33.77,?,?,?,?,?,-83.37
-24.84,-22.36,-42.61,?,-60.47,-53.86,-80.67,-72.62,?,?
?,-56.17,-94.77,?,-144.2,-125.19,-203.85,-167.42,-263.8,?
?,?,?,-89.2,-149.15,?,?,?,-269.29,?
?,?,?,?,-153.09,?,?,-170.99,-274.14,?
-60.23,-61.76,-106.92,?,-157.94,-128.49,?,-171.39,-274.14,-221.0
?,?,?,?,?,?,?,?,?,?
-62.12,-65.95,-111.79,-109.16,-171.12,-155.86,?,?,-288.01,-269.96
?,?,-116.27,?,-173.44,-157.52,?,?,-292.81,-272.04
-80.61,?,-119.26,?,?,-158.87,-231.08,?,-296.68,?
?,-70.72,?,-110.98,?,?,-230.44,?,-294.04,-269.0
-86.34,?,-129.71,-112.33,-182.08,?,?,-211.24,-294.2,-266.83
-60.65,-56.38,?,?,-148.3,?,?,-137.76,-219.73,-164.51
?,?,-104.33,?,-147.54,-114.04,?,-133.1,?,?
-66.37,-57.25,-104.69,-85.93,?,?,?,?,-211.37,-155.89
-69.99,-57.49,?,-86.03,?,?,?,-127.54,-213.69,?
-69.99,-58.49,-110.79,-86.69,?,-104.72,-183.04,?,-210.51,?
-54.35,?,-88.23,-90.54,?,?,?,?,-231.3,-239.19
-56.14,-57.35,-90.74,?,?,?,?,-183.93,-239.06,?
?,?,?,-93.91,-134.83,?,-182.33,-187.16,-243.12,?
?,-58.92,-94.31,?,?,-138.96,-184.7,-189.32,?,?
?,?,-94.97,?,-137.28,?,-186.98,?,-248.98,-255.23
