@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
?,?,?,?,0.043,37.0,213.0,0.9962,?,?,?,6.0
6.0,0.19,?,12.4,0.048,?,147.0,?,3.3,0.36,8.9,?
?,?,?,?,0.044,25.0,78.0,?,?,0.38,10.2,?
?,0.2,?,?,?,44.0,111.0,?,3.36,?,?,6.0
?,?,?,4.9,0.092,30.0,123.0,0.9951,?,?,8.6,?
6.0,0.19,?,12.4,0.048,50.0,?,?,?,?,?,6.0
?,0.47,0.07,?,0.035,17.0,?,0.991,3.02,0.34,?,?
?,0.38,0.15,?,0.044,25.0,?,?,3.11,?,?,?
?,0.24,0.27,1.4,?,31.0,?,0.9927,3.15,0.46,10.3,?
6.2,?,0.03,1.2,0.064,?,120.0,?,3.22,0.54,9.1,?
6.4,?,0.24,?,?,27.0,124.0,0.9903,3.22,0.49,12.6,7.0
6.7,0.25,?,?,?,81.0,174.0,0.992,3.14,0.42,9.8,?
6.7,?,0.31,2.1,0.046,30.0,96.0,0.9926,?,?,10.7,8.0
?,0.24,0.29,10.1,?,21.0,105.0,0.9962,3.13,?,9.5,?
6.2,?,?,?,?,48.0,244.0,0.9956,?,0.51,9.0,?
?,?,0.23,4.6,0.061,50.5,238.5,0.9958,?,0.6,9.5,5.0
?,0.27,0.28,4.8,?,31.0,201.0,0.9964,3.69,?,10.0,5.0
?,?,0.46,?,0.054,?,72.0,?,?,?,?,6.0
?,?,0.31,?,?,30.0,96.0,0.9926,?,?,?,8.0
7.4,?,?,10.1,?,21.0,105.0,?,?,0.35,?,?
7.1,?,?,1.4,?,31.0,87.0,0.9898,?,?,12.7,7.0
7.0,0.32,0.34,?,?,20.0,?,0.9912,3.31,?,?,?
7.4,0.18,0.3,?,?,26.0,?,?,2.94,0.56,9.3,5.0
?,0.54,0.28,5.4,?,?,105.0,?,3.27,?,9.0,5.0
6.8,?,?,?,?,?,114.0,?,?,?,10.6,6.0
?,0.2,0.34,?,?,?,166.0,?,?,0.6,?,?
7.1,0.34,0.2,6.1,?,47.0,?,?,3.17,0.42,10.0,5.0
?,0.22,0.3,8.2,?,42.0,207.0,?,3.33,0.46,?,6.0
7.1,0.43,0.61,11.8,?,?,155.0,?,3.11,0.45,?,5.0
?,?,?,11.8,?,52.0,?,?,?,?,?,?
7.2,0.39,0.63,11.0,0.044,55.0,?,0.9974,3.09,?,?,6.0
?,?,?,?,0.05,69.0,202.0,0.9972,3.22,0.48,9.7,6.0
7.1,?,?,?,?,?,155.0,?,?,0.45,8.7,5.0
?,?,0.62,?,0.044,?,?,0.9975,3.12,0.46,?,6.0
7.2,?,0.63,?,?,55.0,?,0.9974,3.09,?,8.7,?
?,?,?,?,0.049,?,243.0,?,?,0.47,?,?
?,0.24,?,?,0.035,47.0,136.0,0.99,3.26,?,?,?
?,?,0.33,1.8,?,?,?,?,3.25,0.41,12.6,7.0
7.5,?,?,1.7,0.04,51.0,148.0,0.9916,?,0.44,?,?
7.1,?,0.29,?,0.044,?,?,?,3.04,0.42,9.2,6.0
?,0.34,0.66,15.9,?,26.0,?,?,?,?,8.8,?
?,0.265,0.36,?,?,15.0,80.0,0.9913,?,?,11.4,?
9.8,?,?,?,?,4.0,?,?,2.89,0.3,10.1,4.0
?,?,?,15.9,0.046,?,164.0,0.9979,3.14,?,?,6.0
?,?,0.37,13.5,?,52.0,?,?,3.0,?,?,5.0
7.1,?,?,9.6,?,?,?,?,?,?,?,5.0
?,?,?,12.1,?,55.0,?,0.997,3.34,0.39,9.4,?
7.5,?,?,?,0.059,44.0,?,1.0,?,?,?,5.0
?,?,0.37,13.5,?,52.0,192.0,0.9975,3.0,?,?,5.0
7.3,0.13,?,14.4,?,?,109.0,0.9974,3.2,?,9.2,?
7.1,0.12,0.32,9.6,0.054,64.0,?,?,?,?,?,5.0
?,0.23,?,16.5,?,60.0,?,0.999,?,?,9.1,?
7.1,0.23,?,16.5,0.04,60.0,?,0.999,3.16,0.59,?,6.0
?,0.33,?,?,0.051,?,?,0.9927,3.27,?,10.3,?
?,0.17,0.54,?,?,64.0,?,?,2.89,?,?,?
?,?,?,?,0.052,?,?,?,?,?,?,?
?,0.31,?,?,?,68.0,?,?,?,?,9.2,?
6.7,?,?,9.2,0.049,29.0,?,?,?,0.51,9.1,5.0
6.7,0.41,0.34,?,0.049,?,150.0,?,?,?,9.1,5.0
5.5,0.485,0.0,1.5,?,8.0,103.0,?,3.63,0.4,9.7,?
6.0,0.31,?,3.3,?,?,143.0,?,?,0.44,11.3,?
7.0,0.14,0.4,1.7,?,16.0,?,?,3.19,?,11.8,?
?,?,?,13.3,0.056,68.0,195.0,0.9982,?,?,?,?
7.3,?,0.48,?,0.06,57.0,196.0,0.9982,?,?,?,?
5.9,?,?,5.7,?,21.0,87.0,?,3.22,?,?,?
7.8,0.24,?,?,?,?,?,0.9984,3.01,0.54,8.8,5.0
?,?,0.31,?,?,?,?,?,?,?,9.7,5.0
?,?,?,?,?,?,146.0,0.9952,3.29,?,?,?
?,?,?,?,?,?,?,?,3.21,0.36,9.8,6.0
6.7,?,0.36,1.1,?,?,143.0,0.9912,3.27,0.48,11.0,6.0
?,0.39,0.23,?,?,?,?,?,?,?,10.5,5.0
?,?,?,?,0.038,?,?,?,?,?,9.7,?
6.1,?,?,?,0.044,?,?,0.9924,?,?,?,7.0
6.1,?,0.56,?,0.046,46.0,?,?,3.31,?,10.9,6.0
5.7,?,0.25,?,?,7.0,57.0,?,3.39,?,?,?
6.5,0.24,0.32,?,?,?,203.0,?,?,?,?,7.0
6.5,0.425,0.4,?,?,?,241.0,?,?,0.57,?,?
?,?,?,?,0.035,46.0,?,?,?,?,9.2,5.0
6.8,0.27,?,?,?,55.0,?,?,?,?,?,5.0
6.7,0.27,?,15.7,?,44.0,179.0,?,3.26,0.56,9.6,5.0
8.2,?,?,?,0.027,36.0,121.0,?,3.12,0.38,?,?
7.1,0.37,0.67,10.5,?,49.0,155.0,?,?,0.44,8.7,?
?,?,?,1.9,?,30.0,96.0,0.9917,3.15,?,?,7.0
?,?,?,?,0.029,18.0,?,?,?,?,?,?
?,0.31,?,?,0.045,20.0,77.0,0.9927,3.3,?,?,5.0
?,0.37,?,10.5,0.045,?,155.0,0.9975,?,?,8.7,5.0
7.9,0.21,?,?,?,38.0,107.0,?,?,?,10.8,?
?,0.21,0.41,4.3,0.036,24.0,?,?,3.18,?,?,?
?,?,?,2.0,0.037,19.0,?,?,3.12,?,11.2,?
?,?,?,?,0.04,?,114.0,0.9905,3.0,0.39,?,6.0
5.6,0.16,0.27,?,?,?,168.0,0.9918,3.28,0.37,10.1,6.0
?,?,?,5.2,0.058,15.0,?,?,3.38,?,?,4.0
6.3,?,?,?,0.034,19.0,?,?,?,?,?,7.0
?,?,?,?,0.054,23.0,?,?,?,0.38,9.4,?
?,?,?,8.0,0.043,?,?,0.9934,3.12,0.32,?,?
?,?,0.46,10.2,?,58.0,?,?,?,?,9.9,?
?,?,?,?,0.054,23.0,116.0,0.994,?,0.38,?,6.0
7.2,?,?,?,0.048,41.0,97.0,?,3.14,0.45,10.4,?
?,0.23,?,?,?,12.0,?,0.9966,?,?,9.7,?
7.4,?,?,14.0,0.066,48.0,?,?,?,?,8.9,6.0
7.4,?,?,14.0,0.066,?,198.0,0.9979,2.89,?,?,6.0
?,?,?,?,?,?,124.0,?,?,?,?,?
5.2,0.44,?,1.4,?,?,119.0,0.9894,3.36,?,12.1,?
5.2,0.44,0.04,1.4,0.036,43.0,119.0,?,3.36,?,?,?
6.1,0.32,?,?,?,?,?,?,3.29,?,12.4,?
6.4,?,0.56,?,?,27.0,?,?,2.98,0.4,?,?
6.3,0.36,?,?,0.049,?,85.0,?,?,?,?,?
7.4,?,0.42,?,0.066,48.0,?,0.9979,?,?,?,?
6.7,?,0.35,?,?,?,205.0,?,3.15,?,?,5.0
7.0,0.23,0.36,?,?,72.0,177.0,0.9972,3.16,?,?,5.0
8.4,0.27,?,8.7,?,39.0,197.0,?,3.14,0.59,?,?
6.7,?,?,2.4,0.034,25.0,98.0,?,?,0.44,?,7.0
7.5,?,?,8.95,0.055,?,151.0,0.9968,?,0.54,9.3,5.0
9.8,0.42,0.48,?,0.034,?,?,0.9958,?,0.29,10.0,5.0
?,?,0.46,?,?,?,?,0.9906,?,0.54,?,6.0
?,0.19,0.45,?,0.045,?,?,0.9917,?,0.39,11.0,6.0
7.6,?,0.37,0.8,?,?,?,?,3.03,0.39,?,4.0
6.3,0.22,0.43,?,0.038,31.0,?,?,3.35,0.33,11.5,7.0
?,0.27,0.31,17.7,0.051,?,?,0.999,?,?,10.2,?
6.9,0.23,?,7.5,?,50.0,?,0.9927,?,?,?,?
?,?,?,5.1,?,19.0,?,?,3.03,0.41,12.6,?
?,0.23,?,?,?,?,170.0,?,?,?,9.4,5.0
6.0,?,?,1.2,0.06,9.0,?,?,3.11,?,8.7,4.0
?,0.25,?,5.5,?,?,?,?,3.19,?,?,?
?,0.33,0.31,5.5,?,42.0,173.0,0.9951,3.19,?,?,6.0
?,?,?,?,?,?,?,?,?,0.43,9.2,?
6.8,0.28,0.4,22.0,?,?,167.0,1.001,?,?,?,?
?,0.27,0.4,?,?,?,227.0,0.9979,?,?,9.6,6.0
?,?,0.56,11.9,0.043,?,?,?,3.02,?,9.3,5.0
6.8,?,?,11.9,0.043,?,230.0,0.9972,3.02,?,?,5.0
?,0.24,0.41,?,0.04,49.0,166.0,0.9954,3.12,?,9.9,6.0
5.9,0.3,0.23,4.2,?,?,119.0,?,?,0.5,?,?
6.8,0.53,0.35,3.8,0.034,?,?,?,3.26,?,?,8.0
?,0.28,?,?,?,54.0,?,0.9962,?,?,8.9,?
6.6,?,0.28,8.5,?,?,211.0,?,3.09,0.55,?,?
6.8,?,?,22.0,?,?,?,1.001,2.93,0.5,8.7,?
6.8,?,?,8.0,?,28.0,123.0,?,3.02,?,11.4,6.0
?,0.15,?,?,?,?,?,?,3.36,0.42,?,?
6.4,?,0.44,3.6,?,75.0,181.0,?,?,?,9.1,?
?,0.3,?,?,?,?,180.0,?,?,0.39,9.1,?
6.4,?,?,3.6,0.197,?,183.0,0.9942,3.01,?,?,?
?,?,?,7.8,?,54.0,214.0,0.9961,3.13,0.47,8.9,?
?,0.32,?,13.1,0.05,52.0,204.0,0.998,3.1,0.49,8.8,5.0
?,?,0.24,7.8,0.052,?,?,?,?,0.47,8.9,5.0
6.8,0.27,0.26,?,0.049,55.0,?,?,3.15,?,?,5.0
7.1,0.32,0.24,13.1,?,52.0,?,?,3.1,0.49,?,?
6.9,?,0.32,13.2,?,53.0,?,0.9973,3.2,?,9.6,?
?,?,0.34,13.9,?,?,134.0,0.9949,?,0.53,?,6.0
?,?,?,2.3,0.053,?,?,?,3.28,?,?,?
?,0.21,?,?,?,45.0,153.0,0.9972,?,?,8.8,5.0
7.0,0.16,0.32,?,0.045,?,126.0,0.9958,?,0.34,9.2,?
10.2,?,0.88,6.2,?,?,?,0.9968,2.99,?,9.9,4.0
?,0.57,0.29,?,?,15.0,77.0,?,?,?,?,5.0
6.1,0.4,?,?,0.048,23.0,170.0,0.993,?,0.77,9.5,?
5.6,0.245,0.25,9.7,0.032,?,?,?,3.31,0.34,?,?
6.8,?,0.38,1.4,?,35.0,111.0,0.9918,3.32,0.59,?,7.0
?,0.16,?,?,0.045,38.0,?,0.9958,?,?,9.2,?
6.7,0.13,0.29,?,0.051,31.0,?,0.9944,?,0.37,9.7,6.0
6.2,0.25,0.25,1.4,0.03,?,105.0,0.9912,?,?,?,?
?,0.26,?,9.2,0.044,?,152.0,?,3.31,0.38,?,5.0
7.5,?,0.36,?,?,?,?,0.9939,3.03,?,11.0,?
?,?,0.24,?,0.044,?,152.0,0.9961,?,?,?,5.0
5.7,?,0.24,?,?,60.0,167.0,0.9989,3.31,0.44,9.4,5.0
7.5,0.23,?,?,?,43.0,161.0,0.9938,?,?,11.0,?
7.5,0.27,?,?,0.036,45.0,?,?,?,?,?,?
?,0.685,?,?,?,?,?,?,?,0.55,?,6.0
?,?,?,?,?,?,105.0,?,?,0.44,11.1,7.0
?,0.19,0.3,?,?,?,?,0.9936,3.42,0.39,?,?
6.3,?,0.22,?,?,?,140.0,?,3.39,0.54,10.4,?
7.1,?,?,?,?,?,?,0.9998,?,?,8.7,?
6.4,0.17,?,?,?,?,?,?,?,0.5,?,6.0
7.1,0.25,?,10.3,0.041,66.0,?,0.9969,3.17,0.52,?,?
6.4,0.17,0.32,?,0.048,41.0,200.0,0.9938,?,0.5,9.7,?
7.1,?,?,17.8,?,39.0,?,0.9998,3.32,?,?,?
?,?,?,?,0.062,?,?,?,3.37,?,8.9,4.0
8.3,0.28,?,7.8,?,?,?,0.9976,?,0.51,?,6.0
?,0.27,0.39,7.8,0.039,49.0,?,?,3.31,0.51,9.5,6.0
7.2,?,?,14.3,0.058,?,194.0,?,3.09,?,?,6.0
7.2,?,0.38,?,?,55.0,?,0.9979,3.09,?,?,6.0
?,0.23,0.38,14.3,0.058,?,194.0,0.9979,3.09,?,9.0,6.0
7.2,?,?,?,?,55.0,?,0.9979,?,0.44,9.0,6.0
6.8,?,0.32,13.2,0.044,54.0,221.0,0.9972,3.27,?,?,?
7.0,?,0.59,1.4,?,?,120.0,0.9918,3.34,?,?,7.0
?,0.25,0.21,?,0.039,?,?,?,?,?,?,6.0
?,?,0.23,?,?,?,197.0,0.9985,3.2,0.46,?,5.0
7.7,?,?,?,?,?,?,0.9944,3.13,?,10.4,5.0
7.1,0.21,?,?,?,?,?,0.9903,3.15,0.38,?,?
?,?,0.34,2.7,?,?,218.5,0.9934,?,?,?,?
?,?,0.56,?,?,?,142.0,0.9975,3.14,0.46,?,?
6.1,?,?,2.0,?,?,?,0.9923,3.37,?,11.3,6.0
?,0.21,?,?,0.03,26.0,?,0.99,?,0.61,?,?
?,0.2,?,1.4,0.031,?,?,0.9905,?,?,?,7.0
5.6,?,0.26,?,0.03,12.0,?,0.9905,3.25,?,?,7.0
?,0.41,0.14,?,?,18.0,119.0,?,?,0.45,?,5.0
?,?,0.28,?,?,40.0,199.0,0.9964,3.72,0.7,10.0,?
8.5,?,0.21,16.2,0.074,?,?,?,3.02,0.5,9.8,?
6.9,0.4,?,?,?,40.0,?,?,3.14,?,8.7,5.0
5.8,0.24,0.44,?,?,5.0,109.0,0.9913,3.53,0.43,11.7,?
5.8,?,0.39,?,0.054,?,158.0,?,?,0.52,?,?
?,0.26,0.39,1.1,0.04,?,147.0,?,3.32,?,?,?
6.3,?,?,?,0.035,8.0,97.0,0.9927,3.27,?,?,7.0
6.3,?,0.3,5.7,?,8.0,97.0,?,?,0.41,11.0,?
6.4,0.23,0.39,1.8,0.032,23.0,118.0,0.9912,?,?,?,6.0
?,0.36,?,?,?,?,?,?,?,?,?,?
?,0.115,0.35,?,?,?,?,?,3.32,0.42,10.2,6.0
6.9,?,0.4,19.45,?,?,156.0,0.9996,2.93,0.47,8.9,5.0
?,?,0.4,?,0.036,15.0,95.0,0.9944,3.17,0.33,?,?
?,0.29,?,13.6,?,?,?,0.9977,3.08,0.59,9.6,?
6.2,0.24,0.35,?,?,?,167.0,?,?,?,10.6,6.0
?,0.29,0.4,?,?,36.0,?,0.9996,2.93,0.47,8.9,?
?,?,0.26,8.3,?,?,180.0,?,3.25,0.51,9.2,?
?,0.58,?,6.9,?,34.0,?,0.9944,?,0.57,?,?
5.3,?,0.07,7.1,0.044,?,145.0,0.9945,3.34,0.57,?,6.0
5.4,0.59,?,7.0,0.045,?,147.0,0.9944,?,0.57,9.7,?
?,0.32,0.26,?,?,32.0,180.0,?,3.25,0.51,?,6.0
5.2,?,0.07,?,?,33.0,?,0.9944,?,0.58,9.7,?
?,0.25,0.26,13.1,0.051,?,?,0.9972,3.29,0.38,9.3,?
6.6,?,?,5.1,?,30.0,?,0.9949,3.24,0.38,?,5.0
?,0.29,0.54,?,?,59.0,?,0.9966,3.05,0.61,9.5,5.0
6.6,?,?,?,0.046,51.0,169.0,0.9954,?,0.57,?,?
?,?,?,9.1,0.044,50.0,?,?,3.14,?,?,6.0
?,?,0.4,?,?,9.0,?,0.9915,?,0.5,?,5.0
?,?,?,1.2,0.044,?,?,?,?,?,10.6,4.0
?,0.3,?,?,0.036,17.0,105.0,?,3.26,0.68,?,7.0
7.0,0.24,0.36,?,?,?,112.0,?,?,?,?,8.0
?,0.31,?,5.0,0.039,36.0,114.0,0.9909,?,?,?,8.0
6.8,?,0.37,?,?,?,?,0.9938,3.08,?,?,4.0
6.7,?,0.3,15.6,0.054,?,196.0,0.9982,?,?,?,5.0
7.1,0.35,?,?,?,46.0,198.0,?,3.12,?,?,?
7.3,?,0.25,7.2,0.056,47.0,180.0,?,3.08,?,8.8,?
?,0.28,?,?,?,?,?,0.9978,3.22,0.51,9.7,6.0
?,0.23,?,?,?,?,?,?,2.98,?,?,7.0
?,0.23,?,?,?,49.0,192.0,?,?,?,9.0,7.0
?,0.23,0.39,14.2,?,49.0,192.0,?,2.98,0.48,9.0,7.0
7.2,0.23,?,14.2,?,49.0,?,?,2.98,0.48,9.0,?
?,?,?,?,?,53.0,155.0,?,?,?,?,6.0
7.4,0.28,0.42,19.8,0.066,53.0,?,1.0,2.96,?,?,5.0
?,?,?,7.3,?,?,157.0,0.9957,?,0.64,9.8,?
?,0.59,0.38,1.6,0.066,34.0,182.0,0.9968,3.23,?,?,3.0
6.3,?,?,1.2,?,34.0,?,?,?,?,?,?
?,0.39,?,10.6,0.045,33.0,169.0,?,3.09,?,9.4,5.0
?,?,0.46,?,0.041,82.0,187.0,0.9932,?,0.6,11.2,?
?,0.17,?,?,?,65.0,146.0,?,?,0.45,10.0,?
6.7,0.17,0.5,?,0.043,27.0,?,0.9923,3.15,0.45,?,6.0
6.1,0.41,?,?,?,?,87.0,0.9914,?,?,10.8,?
8.3,0.2,?,?,0.05,?,?,?,?,?,?,?
6.1,0.41,0.0,1.6,?,?,?,0.9914,3.27,0.67,?,6.0
?,0.29,?,?,0.055,?,168.0,0.9914,3.32,0.43,?,6.0
?,?,?,?,?,?,163.0,?,3.2,?,?,?
7.3,0.41,0.24,?,?,?,163.0,0.9949,3.2,?,9.9,6.0
7.2,0.43,0.24,6.7,0.058,40.0,163.0,0.995,3.2,0.41,?,5.0
?,0.4,?,6.7,?,41.0,166.0,0.995,3.2,0.41,9.9,?
?,0.33,?,?,0.036,?,?,?,3.2,?,?,7.0
6.2,0.31,0.26,4.8,?,36.0,148.0,0.9928,?,0.41,?,?
6.1,0.36,0.27,2.1,?,?,100.0,?,3.4,?,?,7.0
?,?,?,?,0.032,35.0,164.0,0.9918,3.53,0.51,12.5,8.0
?,0.25,0.41,?,?,37.0,?,?,3.36,?,?,6.0
5.7,?,0.21,?,?,51.0,?,?,?,?,?,6.0
?,?,?,?,?,?,167.0,0.9941,?,?,10.0,5.0
?,0.28,0.6,?,?,?,127.0,0.9934,3.09,0.44,?,?
6.8,0.25,?,4.7,0.031,34.0,?,0.9927,3.21,?,?,?
?,0.24,?,7.7,?,?,135.0,0.9938,3.19,0.37,10.5,5.0
?,?,?,?,0.03,?,133.0,0.9933,3.52,0.43,11.5,7.0
?,?,0.25,?,?,10.0,69.0,0.9934,?,0.59,10.1,6.0
6.0,0.1,0.24,?,0.041,15.0,?,?,?,?,?,?
?,?,?,?,0.031,?,135.0,0.9938,?,?,10.5,?
?,0.25,0.34,4.7,?,34.0,134.0,?,?,0.38,10.6,6.0
6.8,?,0.44,9.3,?,35.0,137.0,0.9946,?,?,?,?
8.3,?,?,2.0,?,11.0,207.0,0.993,3.02,0.55,11.4,?
7.5,0.27,?,?,0.057,?,?,0.9946,3.18,0.59,?,5.0
?,0.26,?,?,0.04,38.0,216.0,?,2.96,0.6,?,6.0
?,?,0.23,?,0.039,37.0,?,?,?,?,10.0,6.0
6.5,0.28,?,15.4,0.042,55.0,195.0,?,?,?,9.6,?
?,0.21,0.41,?,?,?,85.0,?,?,?,?,?
6.4,0.32,?,4.8,0.03,?,?,0.9912,?,?,?,8.0
6.8,0.24,0.34,?,0.032,37.0,?,0.9927,?,0.39,?,?
?,?,?,1.8,0.033,?,91.0,0.9906,3.28,0.4,?,6.0
?,0.28,?,9.9,0.038,30.0,133.0,0.9954,?,?,?,?
?,0.26,?,?,0.031,?,80.0,0.9923,?,?,10.8,5.0
?,?,0.3,1.8,0.033,16.0,?,?,3.28,0.4,?,6.0
6.3,0.23,0.33,?,?,?,105.0,0.991,?,0.42,?,?
?,?,0.27,12.3,0.045,55.0,?,0.9972,?,0.42,?,?
5.9,0.26,?,?,0.047,?,?,0.9945,?,?,?,?
?,?,?,?,0.049,49.0,?,0.9934,3.43,?,?,7.0
?,?,0.43,?,?,27.0,?,?,3.19,?,?,?
?,?,?,1.5,0.047,17.0,?,?,?,0.54,10.0,6.0
?,0.26,0.42,9.7,0.044,30.0,140.0,?,3.18,0.47,?,6.0
5.4,0.31,0.47,3.0,0.053,?,?,?,3.29,?,10.0,?
?,?,?,3.0,?,47.0,145.0,?,3.29,0.75,?,?
?,0.145,0.33,4.6,?,?,?,0.9942,3.28,0.4,9.6,6.0
5.6,0.34,0.1,1.3,0.031,20.0,?,?,?,0.51,?,?
6.7,0.19,?,15.6,?,75.0,155.0,0.9995,?,0.44,8.8,?
7.8,?,0.46,?,?,38.0,118.0,0.998,?,0.5,?,6.0
7.6,?,0.45,11.2,?,56.0,137.0,0.997,3.15,?,10.0,?
?,?,?,?,?,?,?,?,3.27,0.74,11.4,7.0
7.3,?,0.4,6.85,0.038,?,?,0.992,?,0.3,11.9,7.0
5.5,?,0.3,?,0.071,27.0,128.0,0.9924,3.14,?,?,6.0
7.3,?,?,6.85,0.038,32.0,138.0,0.992,3.03,?,?,?
?,0.4,0.42,?,0.047,38.5,245.0,0.9937,3.25,0.57,9.6,6.0
7.3,0.22,0.37,14.3,0.063,?,?,0.9978,2.89,?,9.0,6.0
7.3,?,?,14.3,?,?,191.0,0.9978,2.89,0.38,9.0,6.0
6.1,0.36,0.33,1.1,?,?,169.0,0.9927,3.15,0.78,?,6.0
?,0.2,?,1.4,0.05,?,152.0,0.994,?,?,?,6.0
6.9,0.24,?,?,?,43.0,161.0,?,?,?,?,?
?,?,?,14.9,?,54.0,162.0,0.9968,?,0.5,?,6.0
7.1,0.365,?,?,0.055,24.0,84.0,?,?,0.43,8.9,5.0
6.8,0.15,0.3,5.3,?,?,?,0.9942,3.4,?,9.7,6.0
?,?,0.37,?,?,48.0,?,?,?,?,?,?
6.8,0.16,?,2.3,?,?,102.0,?,?,0.42,11.4,?
6.0,0.26,?,3.5,?,?,113.0,?,?,?,?,7.0
6.0,?,?,1.5,0.089,?,?,0.9923,?,0.62,?,?
6.9,0.33,?,1.0,?,?,?,?,?,?,?,?
?,0.29,0.48,2.3,0.049,?,178.0,0.9931,?,0.64,?,?
?,0.39,?,12.5,?,26.0,72.0,0.9941,?,?,?,5.0
?,0.33,?,?,?,39.0,?,?,3.12,0.45,9.4,?
?,?,0.48,2.3,?,36.0,?,?,?,?,?,?
?,?,0.19,?,0.048,?,204.0,?,3.34,?,10.0,?
7.2,0.27,?,?,0.048,30.0,?,?,?,0.51,9.2,6.0
?,0.33,?,1.6,0.027,?,89.0,?,?,?,12.5,7.0
