@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
6.5,?,?,?,0.051,?,?,0.9934,3.24,?,10.0,5.0
7.0,0.33,0.32,?,?,?,?,0.9906,?,0.28,?,6.0
7.3,0.24,0.39,?,?,?,?,?,3.21,0.36,?,?
?,?,0.39,?,0.057,?,?,?,3.21,?,?,?
6.7,0.23,0.39,?,0.172,?,?,0.9937,?,0.36,?,?
6.7,?,0.39,2.9,?,?,157.0,?,3.1,0.34,9.4,?
7.0,?,?,?,?,28.0,?,?,3.13,0.46,?,?
?,?,?,?,?,?,152.0,?,?,0.56,?,?
?,?,0.26,1.4,?,?,?,0.9934,3.24,0.56,?,?
?,?,?,?,?,38.0,?,0.9931,3.16,?,?,7.0
?,0.45,0.26,?,?,?,?,?,3.27,?,9.8,?
6.2,0.46,0.25,4.4,0.066,?,?,?,3.25,?,9.8,5.0
7.0,?,0.26,7.4,0.069,28.0,160.0,?,3.13,?,?,?
6.9,?,0.35,?,?,?,?,0.995,?,0.48,9.8,?
7.2,0.19,?,?,0.062,?,173.0,0.9917,3.35,0.44,11.7,?
?,0.25,?,?,?,39.0,?,?,3.34,0.58,11.0,?
6.2,0.16,0.33,?,?,21.0,?,0.991,?,0.46,?,?
?,0.18,?,1.0,?,?,108.0,?,3.31,0.35,?,6.0
6.8,?,?,0.9,?,38.0,?,?,3.05,0.38,9.1,6.0
6.9,0.25,?,?,0.039,?,191.0,?,?,?,?,?
7.2,0.21,0.34,?,0.043,37.0,?,0.9962,?,?,9.6,?
?,?,?,?,0.048,50.0,?,?,3.3,0.36,?,?
?,?,?,4.6,0.044,25.0,?,0.9931,3.11,0.38,10.2,?
?,0.2,0.36,1.2,?,?,111.0,?,?,0.34,9.9,?
?,0.22,?,4.9,?,?,?,?,3.03,?,8.6,?
?,?,0.26,?,?,50.0,?,?,?,0.36,8.9,?
?,?,?,1.1,?,17.0,?,?,?,0.34,?,5.0
?,?,0.15,4.6,0.044,25.0,?,0.9931,3.11,0.38,?,?
?,?,0.27,1.4,?,?,122.0,0.9927,?,0.46,?,6.0
?,0.35,?,?,?,29.0,120.0,0.9934,?,0.54,?,?
6.4,?,0.24,6.4,?,27.0,?,0.9903,3.22,0.49,12.6,7.0
6.7,?,?,1.2,0.041,81.0,174.0,?,?,?,?,5.0
?,0.23,0.31,?,?,30.0,96.0,?,3.33,?,10.7,?
?,?,0.29,10.1,0.05,?,105.0,?,?,0.35,9.5,5.0
?,0.27,?,7.8,0.056,?,244.0,?,?,?,9.0,?
6.8,?,?,?,?,?,238.5,?,?,0.6,?,?
6.0,?,0.28,4.8,?,31.0,201.0,0.9964,?,?,?,?
8.6,?,?,1.0,0.054,?,72.0,0.9941,2.95,?,?,?
6.7,0.23,0.31,2.1,?,?,?,?,?,?,10.7,?
?,0.24,0.29,10.1,?,21.0,105.0,0.9962,3.13,?,9.5,?
7.1,0.18,0.36,1.4,?,?,?,?,?,0.37,12.7,?
?,0.32,?,1.3,0.042,?,69.0,?,3.31,0.65,?,7.0
?,0.18,?,?,0.064,26.0,103.0,?,?,?,9.3,5.0
6.7,0.54,?,5.4,0.06,?,105.0,?,?,0.37,?,5.0
?,?,?,?,?,?,?,?,?,?,?,6.0
?,?,?,16.0,?,?,166.0,0.9985,3.21,0.6,9.2,6.0
?,?,?,6.1,0.063,?,164.0,?,?,?,?,5.0
?,?,?,8.2,?,42.0,?,0.9966,3.33,?,?,?
?,?,0.61,11.8,?,54.0,?,0.9974,?,0.45,?,5.0
7.1,0.44,?,11.8,0.044,52.0,152.0,0.9975,?,?,?,?
7.2,0.39,?,?,0.044,55.0,?,0.9974,3.09,0.44,8.7,?
6.8,?,0.31,13.3,0.05,69.0,202.0,0.9972,?,0.48,9.7,6.0
?,0.43,0.61,11.8,0.045,?,?,?,3.11,0.45,8.7,?
7.1,0.44,0.62,11.8,?,?,?,?,3.12,?,?,6.0
7.2,0.39,0.63,?,?,?,?,0.9974,3.09,0.44,?,?
?,0.27,?,7.5,0.049,?,?,?,3.12,?,9.0,?
?,0.24,0.33,?,0.035,?,?,?,3.26,0.4,?,7.0
?,0.21,0.33,?,0.034,48.0,?,?,3.25,0.41,?,7.0
?,0.17,0.32,?,?,?,148.0,0.9916,?,?,?,?
?,0.26,?,12.4,0.044,?,240.0,?,3.04,?,9.2,6.0
6.0,0.34,0.66,15.9,0.046,26.0,164.0,?,3.14,?,?,?
?,0.265,?,1.2,?,15.0,?,?,?,0.36,?,7.0
?,0.36,?,?,0.038,4.0,?,0.9956,?,0.3,10.1,?
?,0.34,0.66,15.9,?,?,?,?,3.14,?,8.8,?
7.4,?,0.37,13.5,?,52.0,?,0.9975,3.0,0.44,9.1,?
?,?,0.32,?,?,64.0,162.0,0.9962,?,0.41,9.4,5.0
6.0,?,?,12.1,0.05,55.0,?,0.997,?,0.39,9.4,5.0
?,?,0.4,?,0.059,?,?,1.0,?,?,9.0,5.0
?,0.25,?,?,?,?,?,?,3.0,?,?,5.0
7.3,0.13,?,?,?,34.0,?,0.9974,?,?,9.2,6.0
7.1,0.12,0.32,9.6,0.054,64.0,162.0,0.9962,3.4,?,?,5.0
7.1,?,?,16.5,?,60.0,171.0,?,?,?,?,6.0
?,0.23,0.35,16.5,?,?,?,0.999,?,?,9.1,?
?,0.33,?,1.3,?,?,?,0.9927,3.27,?,?,5.0
6.5,?,0.54,8.5,?,64.0,163.0,0.9959,?,?,8.8,6.0
7.2,0.27,0.46,?,?,45.0,255.0,1.0,3.04,?,?,?
?,0.31,?,?,0.056,68.0,195.0,?,?,?,9.2,5.0
?,?,0.34,9.2,0.049,29.0,?,?,?,0.51,?,?
6.7,0.41,?,9.2,?,29.0,150.0,?,?,?,?,5.0
?,0.485,?,1.5,?,?,103.0,?,?,?,9.7,4.0
?,0.31,0.24,?,0.041,25.0,?,?,?,?,?,6.0
7.0,0.14,0.4,?,0.035,?,?,?,?,?,11.8,?
?,0.31,?,?,?,68.0,?,?,?,?,?,?
7.3,?,?,13.3,?,57.0,?,?,?,?,?,?
5.9,?,0.04,?,?,21.0,?,?,?,?,10.2,?
7.8,0.24,0.32,?,0.054,42.0,?,0.9984,?,?,?,?
7.4,0.16,0.31,?,?,31.0,131.0,?,?,0.34,9.7,5.0
6.9,0.19,?,?,?,14.0,146.0,0.9952,?,?,?,6.0
?,0.13,?,1.6,0.092,?,?,?,?,0.36,?,6.0
?,0.19,0.36,?,?,63.0,?,?,3.27,0.48,11.0,6.0
7.4,0.39,0.23,7.0,?,29.0,?,0.994,?,0.42,?,5.0
6.5,?,?,7.6,0.038,48.0,203.0,0.9958,3.45,?,9.7,7.0
6.1,0.3,0.56,2.8,0.044,47.0,?,?,?,?,10.9,?
6.1,0.3,?,2.7,?,?,184.0,0.9924,3.31,?,?,6.0
5.7,0.26,?,10.4,0.02,?,57.0,?,3.39,?,10.6,5.0
?,0.24,0.32,7.6,?,?,?,?,?,?,?,7.0
6.5,?,0.4,?,0.038,59.0,?,0.9979,?,?,9.0,5.0
?,?,0.27,?,?,46.0,188.0,0.9982,3.24,?,9.2,?
6.8,?,0.22,?,0.034,?,?,0.9961,?,0.52,?,5.0
6.7,0.27,0.31,15.7,0.036,44.0,?,?,3.26,0.56,?,?
8.2,?,?,1.2,?,36.0,121.0,0.992,?,0.38,10.7,?
7.1,?,0.67,10.5,0.045,?,155.0,0.9975,?,0.44,8.7,5.0
6.8,0.19,0.36,1.9,?,?,?,?,3.15,?,?,7.0
?,0.28,?,1.9,0.029,18.0,?,?,3.23,0.52,11.8,6.0
?,0.31,0.34,2.2,?,20.0,?,0.9927,3.3,0.43,?,5.0
7.1,?,?,10.5,0.045,?,155.0,?,?,?,8.7,?
?,0.21,0.4,1.2,0.039,?,?,?,3.21,?,10.8,?
8.5,?,0.41,?,0.036,?,?,0.9947,?,?,?,?
?,?,?,2.0,?,?,?,?,?,?,?,6.0
6.3,0.255,0.37,?,0.04,?,?,0.9905,?,?,10.9,6.0
?,?,?,1.4,0.044,?,168.0,?,3.28,0.37,?,?
?,?,0.14,?,?,?,97.0,?,?,0.36,9.0,4.0
6.3,?,?,4.6,?,?,?,0.9917,?,?,12.0,?
?,?,?,?,?,23.0,116.0,?,2.99,?,9.4,6.0
?,?,?,?,0.043,46.0,?,0.9934,3.12,0.32,?,7.0
7.6,?,0.46,10.2,?,58.0,?,0.9968,3.14,0.43,9.9,6.0
6.9,0.25,?,4.1,?,?,?,?,?,0.38,?,?
7.2,0.18,?,1.2,?,?,97.0,?,?,?,?,5.0
?,?,0.4,?,?,12.0,?,?,3.06,0.84,?,6.0
?,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,?,8.9,6.0
?,?,?,?,0.066,48.0,?,0.9979,?,0.42,8.9,?
?,0.32,?,?,?,?,?,0.9898,?,0.42,?,7.0
5.2,?,?,?,?,?,119.0,?,3.36,0.33,?,?
?,?,?,1.4,?,43.0,119.0,0.9894,3.36,0.33,?,8.0
?,0.32,?,?,0.036,38.0,124.0,?,?,?,12.4,?
6.4,0.22,?,?,?,27.0,?,0.998,2.98,?,?,?
?,?,?,4.8,?,?,?,0.9932,?,0.39,10.6,5.0
?,?,?,14.0,?,?,?,0.9979,2.89,?,?,6.0
6.7,?,0.35,13.1,0.05,?,205.0,0.997,3.15,0.5,9.5,?
7.0,?,0.36,13.0,0.051,72.0,177.0,0.9972,3.16,0.49,9.8,5.0
8.4,0.27,0.46,?,?,39.0,?,0.9974,3.14,?,9.6,6.0
6.7,0.46,?,?,?,25.0,98.0,0.9896,3.08,0.44,12.6,7.0
?,?,?,8.95,0.055,20.0,151.0,?,3.08,0.54,9.3,?
?,0.42,?,9.85,0.034,?,?,0.9958,2.87,0.29,?,5.0
?,?,?,1.5,?,?,?,?,3.12,?,?,6.0
7.9,?,0.45,1.5,0.045,?,?,?,?,?,11.0,6.0
7.6,?,?,?,?,?,100.0,0.9902,?,?,11.4,4.0
?,?,0.43,?,?,31.0,130.0,0.9918,?,?,11.5,7.0
7.5,?,0.31,?,0.051,?,?,0.999,?,?,?,?
6.9,?,0.4,?,0.04,50.0,?,0.9927,3.11,0.27,?,?
7.2,?,0.47,5.1,?,19.0,?,?,3.03,0.41,12.6,?
?,0.23,?,12.9,?,57.0,?,0.9972,3.28,0.39,?,5.0
6.0,?,?,?,?,?,108.0,0.9931,?,0.35,8.7,?
6.4,?,0.32,?,?,41.0,?,0.995,?,0.68,?,?
?,?,0.31,5.5,0.048,?,173.0,?,3.19,?,9.3,?
?,?,0.15,1.2,?,?,?,?,?,?,?,5.0
6.8,?,?,?,?,?,167.0,?,?,0.5,?,?
?,?,0.4,?,?,64.0,227.0,?,?,0.58,?,?
?,?,0.56,?,0.043,?,?,?,?,0.63,?,5.0
?,?,0.56,?,0.043,?,?,?,?,?,9.3,5.0
?,?,?,?,?,?,?,?,3.12,?,9.9,6.0
?,0.3,0.23,?,0.038,42.0,119.0,0.9924,?,0.5,11.0,?
?,0.53,0.35,3.8,?,?,109.0,0.9906,?,?,12.7,?
?,0.28,0.28,8.5,0.047,54.0,?,?,3.09,0.54,8.9,4.0
?,?,0.28,?,0.052,?,211.0,?,?,0.55,8.9,?
?,?,?,?,0.048,?,?,?,?,0.5,8.7,5.0
?,0.28,0.36,8.0,0.045,?,123.0,0.9928,3.02,0.37,11.4,6.0
?,0.15,?,5.1,0.055,?,125.0,?,3.36,0.42,?,?
?,0.29,?,3.6,0.2,?,?,0.9942,3.02,?,9.1,5.0
6.4,0.3,?,?,?,76.0,?,?,3.02,0.39,9.1,?
?,0.29,0.44,3.6,?,75.0,?,?,3.01,?,?,?
6.8,?,0.24,?,0.052,?,?,0.9961,3.13,0.47,?,?
?,0.32,0.24,13.1,?,52.0,?,0.998,?,?,8.8,?
6.8,0.26,0.24,7.8,0.052,?,?,?,?,0.47,8.9,5.0
?,?,?,?,?,55.0,?,0.9984,3.15,0.5,?,?
?,?,?,?,?,52.0,204.0,0.998,3.1,?,8.8,5.0
6.9,0.54,0.32,?,0.05,?,?,0.9973,?,0.5,?,5.0
6.8,?,0.34,13.9,?,39.0,134.0,?,?,?,?,?
?,0.28,?,?,?,36.0,114.0,0.9924,?,?,?,4.0
?,?,0.5,11.6,0.042,?,?,0.9972,?,0.43,?,?
7.0,?,0.32,?,?,38.0,126.0,?,?,0.34,9.2,?
?,0.44,0.88,6.2,0.049,20.0,?,?,2.99,0.51,9.9,?
6.8,?,?,2.2,?,?,77.0,0.9938,3.32,0.74,10.2,5.0
6.1,0.4,?,0.9,0.048,?,170.0,0.993,3.22,0.77,9.5,?
?,?,0.25,9.7,0.032,?,68.0,?,?,0.34,?,?
6.8,0.18,?,1.4,?,35.0,111.0,?,3.32,0.59,?,?
?,0.16,?,?,?,?,?,?,3.21,?,?,5.0
?,0.13,?,?,?,?,122.0,?,3.44,?,?,?
6.2,0.25,?,?,?,?,?,0.9912,?,0.44,?,?
?,?,0.24,?,0.044,55.0,152.0,0.9961,3.31,?,9.4,?
7.5,?,0.36,7.0,0.036,?,?,?,3.03,?,11.0,?
5.8,0.26,0.24,9.2,?,55.0,152.0,0.9961,3.31,?,?,5.0
5.7,0.28,0.24,?,?,60.0,167.0,?,3.31,0.44,9.4,?
?,0.23,?,?,0.036,43.0,161.0,?,3.04,?,11.0,5.0
?,0.27,?,?,?,?,?,?,?,?,11.0,?
7.2,?,0.21,9.5,?,?,172.0,?,3.0,?,?,6.0
?,?,?,?,?,?,105.0,0.9912,3.3,0.44,?,7.0
?,0.19,0.3,?,0.043,?,144.0,0.9936,3.42,?,?,6.0
6.3,?,0.22,1.8,?,?,140.0,?,?,0.54,?,?
?,0.24,?,17.8,0.046,?,145.0,0.9998,3.32,?,?,5.0
6.4,?,?,2.4,?,41.0,200.0,?,3.5,?,9.7,?
?,?,0.32,10.3,?,?,?,0.9969,3.17,?,?,6.0
?,0.17,?,?,?,?,?,?,3.5,0.5,?,?
7.1,?,?,?,0.046,39.0,145.0,?,?,?,8.7,5.0
?,?,?,9.7,?,26.0,?,0.9972,3.37,0.46,8.9,?
8.3,?,?,?,0.041,38.0,?,0.9976,?,?,9.6,6.0
?,0.27,?,?,0.039,49.0,208.0,?,3.31,?,9.5,6.0
?,0.23,?,?,0.058,55.0,?,?,3.09,?,9.0,?
?,0.23,?,14.3,0.058,?,?,0.9979,3.09,0.44,9.0,6.0
7.2,?,?,?,?,?,?,?,?,0.44,?,?
?,0.23,0.38,?,0.058,55.0,194.0,0.9979,3.09,0.44,?,?
?,0.52,?,13.2,0.044,?,?,0.9972,3.27,0.5,?,6.0
?,?,?,?,?,?,?,?,?,?,?,7.0
?,?,?,15.55,?,?,159.0,0.9982,3.48,0.64,?,?
7.3,0.32,?,?,0.05,49.0,197.0,?,3.2,?,8.7,?
?,?,0.26,7.8,0.031,?,?,?,?,?,?,5.0
7.1,?,0.37,2.4,0.026,?,100.0,0.9903,3.15,?,?,7.0
?,?,0.34,?,?,?,218.5,0.9934,?,0.58,9.7,?
?,0.4,?,?,?,40.0,142.0,0.9975,?,0.46,8.7,?
6.1,0.18,?,?,0.038,?,249.5,0.9923,?,0.79,11.3,?
?,0.21,0.27,2.1,0.03,?,?,0.99,3.16,0.61,?,7.0
5.8,0.2,0.27,1.4,?,?,?,0.9905,3.25,?,?,7.0
?,?,0.26,1.4,?,?,?,0.9905,3.25,0.37,?,7.0
?,?,0.14,10.4,0.037,18.0,?,0.996,?,0.45,10.0,?
?,?,0.28,?,?,40.0,?,?,3.72,?,?,?
8.5,?,0.21,16.2,?,?,197.0,?,3.02,?,?,3.0
6.9,?,?,11.2,?,40.0,142.0,0.9975,?,0.46,?,?
?,0.24,?,?,?,?,109.0,?,3.53,0.43,11.7,?
?,?,0.39,?,0.054,?,158.0,0.9932,3.21,?,9.3,6.0
6.7,0.26,0.39,1.1,?,45.0,?,0.9935,?,?,?,8.0
6.3,?,0.3,?,?,8.0,97.0,?,3.27,?,?,?
?,?,0.3,?,0.035,?,97.0,0.9927,3.27,0.41,?,7.0
?,0.23,?,1.8,?,?,?,?,?,0.5,?,6.0
5.8,0.36,?,?,?,3.0,75.0,?,3.28,0.34,?,4.0
6.9,?,?,?,?,?,108.0,?,3.32,?,10.2,6.0
6.9,?,0.4,?,?,36.0,156.0,?,2.93,0.47,?,?
6.9,0.28,0.4,?,0.036,15.0,?,?,3.17,0.33,?,?
?,?,?,13.6,0.045,66.0,?,0.9977,3.08,0.59,9.6,6.0
6.2,?,?,1.2,?,?,?,?,?,?,10.6,?
?,0.29,?,?,?,36.0,?,?,?,0.47,?,5.0
6.9,0.32,0.26,8.3,?,?,?,?,3.25,0.51,?,?
?,?,0.07,6.9,?,34.0,?,0.9944,3.34,0.57,9.7,5.0
5.3,0.585,0.07,7.1,0.044,?,145.0,?,?,?,?,?
?,?,0.07,?,?,?,?,0.9944,?,0.57,?,6.0
?,0.32,?,?,0.053,?,180.0,0.9965,?,?,9.2,6.0
?,?,?,?,0.044,33.0,?,?,?,0.58,9.7,?
?,?,?,13.1,?,?,148.0,0.9972,3.29,0.38,9.3,?
6.6,0.58,?,?,0.057,?,?,?,3.24,?,9.0,?
7.0,?,0.54,10.7,?,?,?,?,?,0.61,?,?
6.6,?,?,8.9,0.046,?,?,?,?,?,?,?
6.7,?,?,9.1,0.044,?,166.0,0.9954,3.14,?,?,?
?,?,?,?,0.042,9.0,60.0,0.9915,2.89,?,?,?
?,0.32,?,?,?,14.0,67.0,?,3.05,0.47,?,4.0
7.0,?,0.49,4.7,?,?,?,0.9916,?,0.68,12.4,?
?,?,0.36,2.8,?,?,112.0,0.99,3.19,0.38,12.6,8.0
?,0.31,0.58,?,0.039,36.0,114.0,0.9909,3.3,0.6,12.3,?
?,0.44,0.37,?,?,46.0,201.0,0.9938,3.08,?,10.5,?
6.7,0.34,?,15.6,0.054,?,196.0,?,3.19,0.49,9.3,?
?,?,?,?,?,?,?,0.9988,?,0.49,?,?
7.3,0.32,?,?,0.056,47.0,180.0,0.9961,?,0.47,?,?
?,0.28,?,15.7,?,?,190.0,0.9978,3.22,?,9.7,6.0
?,0.23,0.39,14.2,?,?,?,?,2.98,?,?,?
?,?,0.39,14.2,0.058,49.0,?,?,?,?,9.0,7.0
?,?,0.39,14.2,0.058,?,?,0.9979,?,0.48,9.0,7.0
?,0.23,0.39,14.2,?,49.0,?,?,?,0.48,9.0,?
?,0.15,?,?,?,?,?,0.9945,?,0.46,?,?
7.4,0.28,?,19.8,0.066,?,?,1.0,?,0.44,9.1,5.0
6.2,0.28,?,7.3,?,26.0,157.0,?,?,?,?,7.0
9.1,?,0.38,?,?,?,182.0,0.9968,3.23,0.38,8.5,?
?,?,?,?,0.046,?,?,?,3.37,?,?,?
8.3,0.39,?,10.6,?,33.0,?,0.9976,?,0.57,?,5.0
?,0.19,?,?,?,82.0,?,?,3.19,0.6,11.2,?
7.5,0.17,0.44,?,0.046,65.0,?,0.997,3.17,?,10.0,6.0
?,0.17,0.5,2.1,0.043,?,122.0,0.9923,?,?,?,?
?,0.41,?,1.6,?,?,87.0,0.9914,3.27,0.67,?,6.0
?,?,0.35,?,?,12.0,74.0,?,?,0.38,10.5,?
6.1,?,?,1.6,?,?,87.0,?,3.27,0.67,?,6.0
?,?,0.21,1.3,?,42.0,168.0,0.9914,3.32,?,11.1,?
?,?,0.24,?,0.057,41.0,163.0,?,3.2,?,?,?
7.3,0.41,?,?,0.057,?,163.0,?,3.2,?,9.9,6.0
?,0.43,0.24,6.7,0.058,40.0,?,?,?,?,9.9,?
?,?,0.24,?,0.058,?,?,0.995,?,?,?,6.0
6.2,?,?,?,?,30.0,?,0.9927,3.2,0.42,?,?
6.2,?,0.26,4.8,0.037,36.0,?,0.9928,?,0.41,10.4,?
?,?,0.27,2.1,?,16.0,100.0,0.9917,?,?,11.5,?
?,?,?,?,?,35.0,?,?,?,?,12.5,?
7.8,0.25,?,3.7,0.042,37.0,149.0,?,3.36,?,?,6.0
?,0.36,0.21,?,0.038,?,?,0.9941,?,0.63,10.0,6.0
?,0.34,0.21,?,0.04,?,167.0,0.9941,?,0.62,?,?
6.8,?,?,1.1,?,42.0,127.0,0.9934,3.09,0.44,9.1,?
?,?,?,?,0.031,34.0,134.0,0.9927,3.21,?,?,6.0
6.6,0.24,?,?,?,36.0,135.0,?,?,?,?,?
5.9,?,?,7.85,?,?,133.0,?,3.52,0.43,11.5,7.0
6.1,0.125,0.25,?,0.04,10.0,69.0,?,?,0.59,10.1,?
6.0,0.1,?,?,?,15.0,?,0.9927,3.61,0.61,10.3,7.0
?,?,0.35,?,0.031,?,?,?,?,?,?,?
6.8,0.25,?,?,?,34.0,?,?,?,?,?,?
6.8,0.28,?,?,0.031,?,137.0,?,?,0.36,?,6.0
8.3,?,?,2.0,?,?,?,0.993,3.02,0.55,11.4,5.0
?,0.27,?,?,?,131.0,?,0.9946,3.18,?,10.5,5.0
?,0.26,0.41,15.15,?,?,?,0.9976,?,0.6,?,?
6.4,?,0.23,6.3,0.039,?,143.0,0.9944,3.19,?,?,?
6.5,?,0.35,15.4,?,55.0,195.0,0.9978,3.23,?,?,6.0
7.2,0.21,0.41,1.3,?,?,85.0,?,?,0.51,10.4,5.0
?,?,0.35,4.8,?,?,101.0,0.9912,3.36,0.6,12.5,8.0
6.8,0.24,0.34,?,?,37.0,?,?,3.2,0.39,?,?
6.3,?,?,1.8,?,?,91.0,0.9906,3.28,0.4,11.8,6.0
6.5,?,0.34,?,?,?,133.0,0.9954,?,0.44,?,5.0
5.6,0.26,0.26,5.7,0.031,?,?,?,3.25,0.38,10.8,5.0
6.3,?,0.3,?,?,16.0,91.0,0.9906,?,0.4,?,6.0
6.3,?,?,?,0.036,15.0,105.0,?,?,0.42,?,6.0
5.8,?,?,12.3,0.045,?,?,?,?,0.42,9.3,?
?,0.26,?,1.3,?,?,?,?,3.45,?,10.4,5.0
?,0.18,?,?,0.049,?,?,0.9934,?,?,?,?
7.4,?,?,?,0.045,27.0,?,?,?,0.55,9.0,7.0
8.0,0.24,0.36,1.5,?,17.0,129.0,?,3.2,?,10.0,?
?,?,0.42,?,?,?,?,0.9962,?,?,9.1,6.0
?,?,0.47,?,?,?,?,0.9931,3.29,?,?,?
5.4,0.29,0.47,?,0.052,?,?,0.993,3.29,0.75,?,?
7.1,?,0.33,?,?,33.0,131.0,0.9942,3.28,0.4,?,?
?,0.34,?,?,0.031,20.0,68.0,?,?,0.51,?,7.0
?,?,0.41,15.6,?,?,155.0,?,3.2,?,?,?
?,?,?,13.6,?,38.0,118.0,?,3.15,0.5,10.0,6.0
?,?,0.45,?,?,?,137.0,?,?,?,10.0,?
6.3,0.12,0.36,2.1,?,47.0,146.0,?,3.27,?,?,7.0
?,?,?,6.85,0.038,32.0,138.0,0.992,3.03,0.3,?,7.0
5.5,?,?,2.5,0.071,27.0,128.0,0.9924,3.14,?,?,?
?,?,?,?,0.038,?,?,?,3.03,?,?,?
5.8,?,0.42,4.4,0.047,?,?,0.9937,?,0.57,9.6,6.0
7.3,0.22,?,?,0.063,?,191.0,0.9978,?,0.38,9.0,6.0
7.3,0.22,0.37,?,?,48.0,191.0,?,?,0.38,9.0,6.0
?,0.36,0.33,?,0.05,24.0,169.0,?,3.15,0.78,?,6.0
10.0,0.2,?,1.4,?,19.0,152.0,0.994,3.0,0.42,10.4,?
?,?,?,4.7,?,?,161.0,0.9935,?,?,10.6,6.0
6.4,?,?,14.9,0.047,?,?,0.9968,3.28,0.5,10.2,?
?,0.365,?,1.2,0.055,?,84.0,0.9941,?,0.43,8.9,5.0
?,?,0.3,5.3,0.05,?,?,0.9942,?,0.39,9.7,?
7.3,0.22,?,?,?,48.0,191.0,?,?,?,9.0,6.0
?,0.16,?,?,?,?,?,0.9923,3.49,0.42,11.4,?
?,0.26,?,?,?,?,113.0,0.9912,?,0.71,12.3,?
?,0.18,0.27,?,0.089,?,?,?,?,0.62,?,6.0
?,0.33,0.21,1.0,?,?,?,?,?,?,?,?
7.7,0.29,?,?,?,36.0,178.0,0.9931,?,?,10.6,6.0
7.1,0.39,0.35,?,0.044,26.0,?,0.9941,3.17,0.29,11.6,?
?,?,0.21,?,?,?,?,?,3.12,?,?,?
7.7,?,?,?,0.049,?,178.0,0.9931,?,0.64,?,?
6.6,?,?,?,0.048,17.0,?,?,?,?,?,5.0
7.2,?,0.27,?,?,?,149.0,0.9936,?,?,?,6.0
5.1,0.33,0.22,?,0.027,18.0,89.0,?,?,?,?,?
?,0.33,?,1.6,?,?,?,?,3.51,0.38,?,7.0
6.4,?,?,?,0.037,?,?,0.9919,?,0.51,10.4,7.0
7.3,?,?,?,?,?,?,?,3.15,0.46,?,?
