@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
6.2,0.16,?,?,0.057,?,?,0.991,?,?,10.9,7.0
?,0.18,0.35,1.0,?,39.0,108.0,0.9911,?,?,10.9,6.0
?,0.2,?,?,0.147,?,132.0,0.993,3.05,0.38,9.1,?
6.9,0.25,0.35,?,0.039,?,191.0,0.9908,3.13,0.52,?,6.0
7.2,0.21,?,11.9,?,?,?,0.9962,?,0.5,9.6,6.0
6.0,0.19,0.26,12.4,?,50.0,?,?,3.3,0.36,8.9,?
6.6,?,?,4.6,?,?,78.0,?,?,?,?,?
?,0.2,0.36,?,0.038,44.0,?,?,3.36,0.34,?,?
6.8,?,?,?,0.092,30.0,?,0.9951,?,?,8.6,6.0
6.0,0.19,0.26,?,?,50.0,147.0,0.9972,?,?,?,6.0
7.0,?,0.07,1.1,?,17.0,151.0,0.991,?,?,10.5,?
6.6,?,?,?,0.044,25.0,78.0,?,3.11,0.38,?,?
?,0.24,?,1.4,0.038,?,?,0.9927,3.15,0.46,?,?
6.2,0.35,0.03,1.2,0.064,?,120.0,0.9934,3.22,?,9.1,?
6.4,?,0.24,?,?,27.0,?,0.9903,?,0.49,?,7.0
6.7,?,?,1.2,0.041,81.0,?,?,?,?,9.8,5.0
6.7,0.23,0.31,?,0.046,?,?,0.9926,3.33,?,?,?
?,0.24,?,10.1,?,21.0,?,?,3.13,?,?,?
?,?,?,7.8,0.056,48.0,244.0,?,?,?,?,6.0
?,0.3,0.23,4.6,0.061,50.5,238.5,?,?,?,9.5,?
?,0.27,?,?,?,?,?,0.9964,?,0.71,10.0,5.0
8.6,0.23,0.46,?,?,?,?,?,2.95,?,?,6.0
?,?,0.31,2.1,0.046,30.0,?,?,?,0.64,?,?
?,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,?,?,9.5,5.0
7.1,?,0.36,?,?,31.0,?,0.9898,3.26,?,?,7.0
?,?,?,?,?,?,69.0,?,?,?,?,7.0
?,0.18,?,8.8,?,26.0,?,?,2.94,?,9.3,?
6.7,?,?,5.4,0.06,21.0,?,?,?,?,?,?
?,?,?,1.4,0.053,34.0,?,0.9929,?,?,?,?
7.1,0.2,?,16.0,0.05,?,166.0,0.9985,3.21,0.6,?,?
7.1,?,0.2,?,?,?,164.0,0.9946,3.17,0.42,10.0,?
7.3,0.22,?,8.2,?,42.0,207.0,0.9966,?,?,?,?
7.1,0.43,0.61,11.8,0.045,54.0,155.0,?,?,?,?,5.0
?,?,0.62,?,?,?,152.0,0.9975,3.12,?,8.7,6.0
?,?,0.63,11.0,?,55.0,156.0,0.9974,?,0.44,?,?
?,?,0.31,?,?,?,?,0.9972,3.22,0.48,9.7,6.0
?,0.43,?,11.8,0.045,54.0,?,?,?,?,?,5.0
?,0.44,0.62,?,?,?,152.0,0.9975,?,0.46,8.7,6.0
?,0.39,?,?,0.044,55.0,156.0,?,3.09,0.44,8.7,?
6.1,0.27,0.43,?,0.049,65.0,243.0,0.9957,?,?,9.0,5.0
?,0.24,?,1.7,0.035,47.0,136.0,?,?,?,12.6,?
6.9,?,0.33,?,?,48.0,136.0,?,3.25,?,12.6,7.0
?,0.17,0.32,?,?,51.0,?,0.9916,?,0.44,?,7.0
?,0.26,0.29,?,0.044,62.0,240.0,0.9969,3.04,0.42,?,6.0
6.0,?,?,15.9,?,26.0,164.0,?,?,?,8.8,6.0
8.6,?,0.36,?,?,?,80.0,?,?,?,?,?
9.8,0.36,?,10.5,0.038,?,83.0,0.9956,2.89,0.3,10.1,4.0
6.0,0.34,?,15.9,0.046,?,164.0,?,3.14,0.5,8.8,6.0
?,0.25,0.37,?,?,52.0,?,?,3.0,?,?,?
?,?,?,?,?,64.0,162.0,?,3.4,0.41,?,5.0
?,?,?,?,0.05,55.0,?,0.997,?,?,?,?
7.5,?,?,18.9,?,?,?,?,?,?,?,?
?,?,0.37,13.5,0.06,52.0,?,0.9975,3.0,?,?,5.0
7.3,?,?,14.4,?,?,109.0,?,?,0.35,?,6.0
?,?,?,?,0.054,64.0,162.0,?,?,0.41,9.4,5.0
7.1,0.23,?,?,0.04,60.0,?,0.999,3.16,0.59,?,?
7.1,?,?,16.5,?,?,171.0,?,3.16,0.59,?,6.0
6.9,0.33,?,?,?,?,?,0.9927,?,0.6,?,5.0
?,0.17,?,?,?,64.0,?,0.9959,?,0.39,8.8,6.0
?,0.27,?,18.75,0.052,45.0,255.0,1.0,?,?,8.9,?
?,?,?,?,?,68.0,195.0,?,?,0.47,?,?
?,0.41,?,?,0.049,29.0,150.0,0.9968,?,?,?,?
?,?,?,9.2,?,29.0,?,0.9968,3.22,0.51,9.1,5.0
5.5,?,?,?,?,?,?,?,3.63,0.4,?,?
6.0,?,0.24,?,?,?,?,0.9914,?,0.44,?,6.0
7.0,0.14,?,?,?,?,?,?,?,?,?,?
7.2,?,?,13.3,0.056,?,?,0.9982,3.01,?,9.2,5.0
7.3,?,?,?,?,?,?,0.9982,?,0.5,?,5.0
?,?,0.04,?,?,21.0,?,?,?,0.51,10.2,?
7.8,?,?,?,?,42.0,138.0,0.9984,?,?,?,?
?,?,?,?,?,?,131.0,?,3.29,0.34,?,?
6.9,?,0.28,?,0.058,?,146.0,0.9952,?,0.36,?,6.0
6.4,0.13,0.47,?,0.092,?,?,?,3.21,0.36,?,6.0
?,?,?,?,0.026,63.0,143.0,?,?,0.48,11.0,6.0
?,?,0.23,7.0,?,?,126.0,?,?,?,10.5,5.0
?,?,?,?,?,?,?,0.9958,3.45,?,9.7,?
6.1,0.3,?,2.8,0.044,?,179.0,0.9924,3.3,?,?,7.0
6.1,0.3,0.56,?,?,46.0,184.0,?,?,?,10.9,6.0
5.7,?,?,10.4,0.02,?,57.0,0.994,?,?,?,?
6.5,?,?,7.6,?,?,?,?,?,?,9.7,7.0
?,0.425,?,13.1,?,?,241.0,0.9979,?,0.57,?,?
6.6,?,?,?,0.035,46.0,?,0.9982,3.24,?,?,?
6.8,0.27,?,8.1,?,?,?,0.9961,3.19,0.52,8.9,5.0
?,?,?,15.7,?,44.0,179.0,?,3.26,0.56,9.6,?
8.2,0.23,0.4,1.2,?,?,?,?,3.12,0.38,10.7,?
?,?,0.67,10.5,?,?,?,0.9975,?,0.44,?,?
6.8,?,0.36,1.9,?,30.0,?,0.9917,?,?,?,?
8.1,?,?,?,?,18.0,?,?,3.23,?,?,6.0
?,?,0.34,2.2,0.045,?,77.0,?,3.3,?,10.2,5.0
?,0.37,?,10.5,0.045,?,155.0,?,3.16,0.44,8.7,5.0
?,0.21,0.4,?,0.039,38.0,107.0,?,?,?,10.8,?
?,?,0.41,?,?,?,99.0,0.9947,?,?,9.7,6.0
8.1,0.2,?,?,?,?,?,?,3.12,?,?,6.0
?,0.255,0.37,1.1,?,?,114.0,0.9905,3.0,?,?,6.0
5.6,?,?,?,?,?,?,?,3.28,?,10.1,6.0
?,?,?,5.2,0.058,?,?,?,3.38,0.36,?,4.0
6.3,0.34,0.33,?,0.034,19.0,?,?,?,?,?,?
6.9,?,0.3,?,0.054,?,116.0,?,?,?,?,?
7.9,0.22,?,?,0.043,46.0,?,?,3.12,0.32,11.5,7.0
7.6,?,0.46,10.2,?,58.0,?,?,?,?,9.9,6.0
?,?,0.3,?,0.054,23.0,?,?,2.99,0.38,9.4,6.0
?,0.18,?,?,0.048,41.0,?,0.9919,3.14,?,10.4,5.0
8.2,0.23,0.4,?,0.049,12.0,76.0,?,?,0.84,?,?
7.4,0.24,?,?,?,48.0,198.0,0.9979,2.89,0.42,?,?
?,0.24,?,?,0.066,48.0,198.0,0.9979,2.89,0.42,?,?
6.1,0.32,?,?,0.036,?,?,0.9898,3.29,?,12.4,?
?,0.44,0.04,1.4,?,43.0,119.0,?,?,0.33,?,8.0
?,?,0.04,?,0.036,?,?,0.9894,?,?,?,8.0
?,?,?,1.5,?,?,124.0,?,3.29,?,?,7.0
6.4,?,0.56,?,0.055,?,?,?,?,?,?,?
6.3,0.36,0.3,4.8,0.049,14.0,?,?,?,0.39,?,?
7.4,0.24,?,14.0,?,?,?,0.9979,2.89,0.42,?,?
?,?,0.35,?,?,64.0,205.0,0.997,?,?,9.5,?
7.0,0.23,?,13.0,0.051,?,?,?,3.16,?,9.8,?
8.4,0.27,0.46,8.7,0.048,?,?,?,3.14,0.59,?,6.0
?,0.46,0.18,?,?,25.0,98.0,0.9896,?,0.44,?,?
7.5,0.29,?,?,?,?,151.0,?,?,0.54,9.3,5.0
?,?,0.48,9.85,?,5.0,?,?,?,?,?,?
7.1,?,0.46,?,0.066,?,?,0.9906,?,0.54,?,6.0
?,?,?,?,0.045,?,96.0,?,3.13,0.39,11.0,?
7.6,0.48,0.37,?,0.037,?,?,?,?,?,11.4,?
?,?,?,4.55,?,31.0,130.0,?,?,?,11.5,7.0
?,0.27,?,?,?,33.0,173.0,?,?,?,10.2,?
?,?,?,7.5,?,50.0,?,0.9927,?,?,?,?
?,?,0.47,?,0.044,19.0,65.0,0.991,3.03,?,12.6,4.0
5.9,?,?,?,0.054,?,170.0,?,3.28,?,9.4,?
6.0,0.67,0.07,1.2,?,?,108.0,0.9931,3.11,?,?,?
6.4,0.25,?,5.5,?,?,176.0,?,3.19,?,?,6.0
6.4,0.33,0.31,?,?,?,?,?,?,0.66,?,6.0
7.1,?,?,1.2,0.053,61.0,?,0.9936,3.09,?,9.2,5.0
?,0.28,?,?,0.048,48.0,?,?,?,?,?,?
6.9,?,?,?,0.05,64.0,?,?,?,0.58,9.6,?
6.8,?,0.56,11.9,0.043,64.0,226.0,0.997,?,?,9.3,5.0
?,?,?,11.9,?,66.0,?,0.9972,3.02,?,?,?
6.7,0.24,0.41,9.4,?,49.0,?,0.9954,3.12,0.61,9.9,6.0
?,?,?,4.2,0.038,?,?,?,?,0.5,11.0,?
6.8,0.53,?,?,?,?,?,0.9906,3.26,?,12.7,?
6.5,0.28,?,8.5,?,?,210.0,0.9962,3.09,?,8.9,?
6.6,?,?,?,?,55.0,211.0,0.9962,?,?,?,6.0
?,?,?,22.0,0.048,48.0,?,?,?,0.5,?,?
?,?,0.36,8.0,?,?,?,0.9928,?,0.37,11.4,?
?,0.15,?,5.1,0.055,34.0,?,0.9942,3.36,0.42,9.6,5.0
?,0.29,?,3.6,?,?,?,0.9942,?,0.41,?,?
?,?,?,3.5,?,?,180.0,0.9942,3.02,0.39,9.1,6.0
?,0.29,0.44,?,0.197,75.0,183.0,?,3.01,0.38,9.1,?
?,0.26,0.24,7.8,?,54.0,?,?,?,?,8.9,5.0
7.1,?,0.24,?,0.05,52.0,?,?,?,?,?,?
?,0.26,0.24,?,0.052,54.0,?,?,3.13,?,8.9,5.0
6.8,0.27,?,16.1,?,55.0,196.0,?,3.15,?,9.3,5.0
7.1,0.32,0.24,?,0.05,52.0,204.0,0.998,3.1,?,8.8,5.0
?,0.54,?,13.2,0.05,53.0,?,0.9973,?,0.5,9.6,5.0
6.8,0.26,0.34,13.9,0.034,?,?,?,?,?,?,?
5.8,0.28,?,?,?,36.0,?,0.9924,3.28,?,10.2,?
6.4,?,0.5,?,0.042,?,153.0,?,?,0.43,8.8,5.0
7.0,0.16,0.32,8.3,?,?,?,?,?,0.34,?,5.0
10.2,?,?,?,0.049,?,?,0.9968,?,?,?,?
?,0.57,?,2.2,0.04,15.0,?,?,3.32,0.74,10.2,5.0
?,?,0.31,?,0.048,23.0,?,0.993,?,0.77,?,?
5.6,?,0.25,9.7,0.032,?,68.0,0.994,3.31,0.34,10.5,?
?,0.18,0.38,1.4,0.038,?,111.0,?,3.32,?,?,7.0
?,?,?,8.3,0.045,?,?,0.9958,?,0.34,9.2,?
?,?,?,?,0.051,?,122.0,?,?,0.37,?,?
?,?,?,?,?,?,?,?,?,0.44,11.1,7.0
5.8,?,?,9.2,?,55.0,?,?,3.31,0.38,9.4,?
?,0.27,?,?,?,?,?,0.9939,3.03,?,11.0,5.0
5.8,0.26,0.24,9.2,?,?,?,?,?,0.38,?,?
5.7,0.28,?,17.5,?,?,167.0,0.9989,?,0.44,?,5.0
7.5,?,0.36,?,?,?,161.0,?,3.04,0.32,?,?
7.5,0.27,?,?,?,45.0,164.0,0.9939,3.03,?,?,5.0
7.2,?,?,?,0.07,?,?,0.9971,?,?,?,6.0
6.2,?,?,?,0.03,35.0,?,0.9912,3.3,?,11.1,?
6.5,?,0.3,0.8,0.043,?,?,?,?,0.39,9.1,?
?,?,?,1.8,?,31.0,140.0,0.9929,?,?,10.4,?
?,0.24,0.41,?,?,39.0,?,0.9998,?,?,8.7,5.0
?,?,?,2.4,?,?,?,?,?,?,9.7,6.0
7.1,0.25,0.32,?,0.041,66.0,?,?,3.17,0.52,9.1,6.0
?,?,0.32,?,?,41.0,200.0,?,?,0.5,9.7,?
7.1,?,0.41,?,0.046,?,?,?,?,0.39,?,5.0
6.8,?,0.08,?,0.062,?,142.0,?,3.37,0.46,8.9,4.0
8.3,0.28,0.4,7.8,?,?,194.0,0.9976,?,0.51,9.6,6.0
8.2,0.27,?,7.8,0.039,49.0,?,?,3.31,?,?,6.0
7.2,0.23,?,14.3,0.058,55.0,?,?,?,?,?,?
?,0.23,0.38,?,0.058,?,194.0,0.9979,?,0.44,?,6.0
?,0.23,?,?,0.058,?,?,?,3.09,0.44,?,6.0
7.2,0.23,0.38,14.3,?,?,?,0.9979,3.09,0.44,9.0,?
6.8,?,?,?,0.044,?,221.0,0.9972,3.27,0.5,9.6,?
7.0,?,0.59,?,0.037,?,?,?,?,0.41,11.1,?
?,?,0.21,?,?,?,159.0,?,3.48,?,9.6,6.0
?,0.32,?,?,?,?,197.0,?,?,0.46,8.7,?
7.7,0.31,?,7.8,?,23.0,?,?,3.13,0.5,?,?
?,0.21,0.37,?,?,?,?,0.9903,?,?,11.4,?
?,0.24,0.34,?,?,64.5,218.5,?,3.3,0.58,?,6.0
?,0.4,?,?,?,?,142.0,0.9975,?,0.46,?,5.0
6.1,0.18,?,?,?,20.0,249.5,?,3.37,?,11.3,?
?,0.21,?,2.1,0.03,26.0,139.0,0.99,3.16,0.61,?,?
?,0.2,0.27,?,0.031,12.0,77.0,?,3.25,?,?,?
?,?,0.26,?,?,12.0,76.0,?,3.25,0.37,?,7.0
?,0.41,0.14,10.4,?,?,119.0,0.996,3.38,?,?,5.0
5.9,?,0.28,4.6,0.053,?,?,0.9964,3.72,0.7,10.0,?
?,0.26,?,16.2,0.074,41.0,197.0,0.998,3.02,?,9.8,3.0
6.9,0.4,?,11.2,0.043,40.0,?,0.9975,?,0.46,?,5.0
?,0.24,0.44,?,?,5.0,?,0.9913,3.53,?,?,3.0
?,0.24,?,1.5,0.054,?,158.0,0.9932,?,?,9.3,?
?,0.26,0.39,1.1,?,45.0,147.0,0.9935,3.32,0.58,?,?
?,?,0.3,5.7,?,8.0,?,?,?,0.41,11.0,7.0
6.3,?,0.3,5.7,?,8.0,?,0.9927,?,?,?,7.0
?,?,0.39,?,?,23.0,118.0,0.9912,?,?,11.8,6.0
5.8,?,?,?,?,3.0,?,0.9904,?,?,?,?
6.9,?,0.35,5.4,?,36.0,108.0,0.9939,3.32,?,10.2,?
6.9,?,0.4,?,0.043,?,?,0.9996,?,0.47,8.9,?
?,?,0.4,8.2,0.036,?,95.0,?,3.17,0.33,10.2,5.0
?,?,0.4,?,?,66.0,231.0,0.9977,?,?,?,?
6.2,?,0.35,?,?,22.0,167.0,?,?,0.48,?,?
?,?,?,19.45,0.043,?,156.0,0.9996,?,?,8.9,?
6.9,?,0.26,?,0.053,32.0,180.0,?,3.25,0.51,?,?
?,?,?,6.9,?,34.0,?,0.9944,3.34,0.57,?,5.0
?,0.585,0.07,?,?,34.0,?,0.9945,3.34,?,9.7,6.0
5.4,0.59,?,?,0.045,?,147.0,0.9944,3.34,0.57,?,?
?,?,0.26,?,0.053,32.0,?,0.9965,3.25,?,?,6.0
5.2,0.6,0.07,7.0,?,?,?,0.9944,3.33,0.58,9.7,?
?,?,?,13.1,?,?,148.0,?,3.29,0.38,9.3,5.0
?,0.58,?,?,?,?,?,0.9949,?,0.38,?,5.0
7.0,?,?,?,0.046,?,?,0.9966,3.05,?,?,?
?,?,0.41,8.9,0.046,?,169.0,0.9954,?,?,9.8,6.0
6.7,?,0.41,9.1,0.044,?,?,0.9954,3.14,0.58,9.8,?
?,0.26,0.4,?,0.042,?,?,?,?,?,?,5.0
?,0.32,0.34,?,0.044,14.0,67.0,?,?,?,10.6,?
7.0,?,0.49,?,?,17.0,105.0,0.9916,3.26,0.68,?,7.0
7.0,?,0.36,?,0.034,22.0,112.0,?,?,0.38,12.6,?
?,0.31,?,?,0.039,?,?,?,3.3,0.6,?,8.0
?,?,?,?,0.047,46.0,201.0,0.9938,3.08,?,10.5,4.0
?,0.34,?,?,0.054,?,196.0,?,?,0.49,9.3,?
7.1,?,?,?,0.055,46.0,198.0,?,3.12,?,8.8,?
7.3,?,0.25,7.2,0.056,47.0,?,?,?,?,8.8,5.0
6.5,?,?,15.7,?,51.0,190.0,?,3.22,?,?,?
7.2,0.23,?,?,0.058,?,192.0,0.9979,?,?,?,?
?,0.23,0.39,?,?,?,?,?,2.98,0.48,?,7.0
7.2,?,?,14.2,0.058,?,?,?,?,0.48,9.0,7.0
7.2,0.23,0.39,14.2,0.058,?,?,?,2.98,?,?,7.0
?,0.15,?,5.8,?,53.0,?,0.9945,3.52,0.46,?,6.0
?,0.28,?,19.8,?,?,195.0,1.0,2.96,0.44,?,5.0
6.2,0.28,0.22,7.3,?,26.0,157.0,0.9957,?,0.64,9.8,?
9.1,0.59,0.38,?,?,?,182.0,?,3.23,0.38,?,?
?,0.33,?,1.2,?,?,175.0,0.9934,?,0.54,9.4,6.0
?,?,?,10.6,0.045,?,?,?,?,?,?,?
?,0.19,0.46,?,0.041,82.0,?,?,?,0.6,11.2,?
?,?,0.44,?,0.046,?,146.0,0.997,3.17,0.45,10.0,?
6.7,0.17,?,2.1,0.043,?,?,0.9923,3.15,?,?,6.0
?,?,?,1.6,0.063,?,87.0,?,3.27,?,10.8,?
?,0.2,?,?,0.05,12.0,74.0,0.992,?,0.38,10.5,6.0
6.1,0.41,?,1.6,?,?,?,0.9914,3.27,?,?,?
?,?,?,?,?,?,?,?,?,0.43,11.1,?
7.3,0.41,?,?,0.057,41.0,163.0,0.9949,?,0.41,?,6.0
?,0.41,0.24,?,0.057,?,?,0.9949,?,?,?,6.0
7.2,0.43,?,?,0.058,40.0,163.0,?,?,?,?,?
7.3,?,0.24,?,?,41.0,166.0,?,3.2,0.41,?,6.0
6.2,0.33,?,?,0.036,?,?,0.9927,?,?,?,?
6.2,?,0.26,?,?,?,?,0.9928,?,?,?,6.0
?,0.36,0.27,2.1,0.035,16.0,?,0.9917,3.4,0.71,11.5,?
5.0,0.55,?,?,0.032,35.0,?,?,?,0.51,12.5,?
?,0.25,?,?,0.042,37.0,?,?,?,?,?,?
5.7,?,0.21,?,?,51.0,166.0,?,3.29,?,?,6.0
?,0.34,?,?,0.04,50.0,167.0,?,3.29,0.62,?,?
?,?,?,?,?,42.0,?,0.9934,?,0.44,?,?
6.8,0.25,0.34,?,0.031,?,134.0,0.9927,?,?,?,?
6.6,0.24,0.35,?,?,?,?,?,3.19,?,10.5,5.0
?,0.3,?,?,?,19.0,?,?,?,?,11.5,?
6.1,0.125,0.25,3.3,?,10.0,69.0,?,?,?,10.1,6.0
6.0,?,?,?,0.041,?,65.0,?,?,?,10.3,?
6.6,0.24,0.35,?,?,36.0,135.0,0.9938,?,?,10.5,?
?,0.25,?,?,?,?,?,0.9927,3.21,0.38,10.6,6.0
?,0.28,0.44,?,?,35.0,137.0,?,3.16,?,10.4,?
8.3,?,0.51,2.0,0.046,?,207.0,0.993,3.02,0.55,?,?
?,?,0.31,5.8,0.057,?,?,?,3.18,?,10.5,?
7.9,0.26,0.41,?,0.04,?,?,0.9976,?,?,?,6.0
6.4,0.34,0.23,?,?,?,?,?,?,?,?,?
?,?,?,?,?,?,195.0,?,?,?,9.6,?
7.2,0.21,?,?,0.036,33.0,?,?,3.17,?,10.4,5.0
6.4,0.32,0.35,4.8,0.03,?,?,?,?,?,?,?
?,0.24,0.34,4.6,0.032,37.0,?,0.9927,?,?,10.6,5.0
6.3,?,?,?,0.033,?,?,?,3.28,?,11.8,?
6.5,0.28,?,?,?,?,133.0,?,?,0.44,9.8,?
?,?,?,5.7,0.031,12.0,?,?,?,?,10.8,5.0
6.3,?,?,?,?,16.0,91.0,0.9906,?,?,?,?
6.3,0.23,0.33,1.5,0.036,?,105.0,0.991,?,?,11.2,?
5.8,?,?,12.3,0.045,55.0,?,0.9972,?,0.42,?,6.0
5.9,0.26,?,1.3,?,?,?,0.9945,3.45,0.53,?,5.0
6.6,?,0.35,1.5,0.049,49.0,141.0,0.9934,?,0.85,10.2,7.0
7.4,0.2,0.43,7.8,?,27.0,153.0,?,?,0.55,?,?
8.0,?,0.36,1.5,?,?,129.0,?,?,?,?,?
6.4,?,0.42,?,0.044,30.0,140.0,0.9962,3.18,0.47,9.1,6.0
?,?,0.47,?,?,46.0,144.0,0.9931,3.29,0.76,10.0,5.0
5.4,0.29,0.47,?,0.052,47.0,?,?,3.29,0.75,?,?
?,?,?,4.6,0.05,?,131.0,?,3.28,?,9.6,6.0
?,?,?,1.3,?,20.0,68.0,?,?,0.51,11.2,?
?,?,0.41,15.6,0.056,?,155.0,0.9995,?,?,?,?
7.8,0.18,?,13.6,0.052,38.0,118.0,?,?,?,?,?
7.6,?,0.45,?,0.054,?,137.0,?,?,?,?,?
6.3,?,?,2.1,0.044,?,?,0.9914,3.27,?,11.4,?
?,?,0.4,?,0.038,32.0,?,0.992,3.03,0.3,11.9,?
?,0.335,0.3,2.5,?,?,?,0.9924,3.14,?,?,?
7.3,?,?,?,0.038,32.0,?,0.992,?,0.3,?,?
?,0.4,?,4.4,0.047,?,?,0.9937,3.25,?,?,6.0
7.3,?,?,?,0.063,?,?,?,2.89,0.38,?,6.0
7.3,?,0.37,14.3,?,?,191.0,0.9978,2.89,0.38,?,6.0
6.1,?,0.33,1.1,?,?,169.0,?,?,?,9.5,?
?,0.2,0.39,?,0.05,19.0,152.0,0.994,3.0,?,10.4,?
?,?,?,4.7,?,43.0,?,?,3.2,?,10.6,6.0
6.4,0.24,0.32,14.9,?,54.0,?,?,3.28,0.5,10.2,6.0
?,0.365,?,1.2,?,24.0,84.0,?,3.15,?,8.9,5.0
?,0.15,0.3,?,?,40.0,127.0,0.9942,?,?,9.7,6.0
?,?,0.37,?,0.063,48.0,191.0,?,2.89,0.38,?,?
?,?,?,2.3,?,?,102.0,0.9923,?,0.42,11.4,7.0
6.0,0.26,?,3.5,0.028,?,113.0,?,?,?,?,?
6.0,?,0.27,?,?,40.0,?,0.9923,?,0.62,?,6.0
6.9,0.33,0.21,?,0.053,39.0,148.0,0.9927,3.12,?,9.4,?
?,0.29,0.48,?,?,36.0,?,0.9931,?,?,10.6,6.0
?,?,0.35,12.5,0.044,?,72.0,?,3.17,0.29,?,?
?,?,0.21,?,?,39.0,?,?,3.12,0.45,?,?
?,0.29,0.48,?,?,36.0,?,?,3.17,0.64,10.6,?
?,?,0.19,?,0.048,?,?,0.9934,3.34,0.56,10.0,?
7.2,?,0.27,?,?,30.0,149.0,0.9936,?,0.51,9.2,6.0
?,?,0.22,?,0.027,?,?,0.9893,?,?,?,7.0
5.1,0.33,0.22,?,?,?,?,?,?,?,?,?
