@relation dataset

@attribute fixedacidity real
@attribute volatileacidity real
@attribute citricacid real
@attribute residualsugar real
@attribute chlorides real
@attribute freesulfurdioxide real
@attribute totalsulfurdioxide real
@attribute density real
@attribute ph real
@attribute sulphates real
@attribute alcohol real
@attribute quality real


@data
7.4,?,?,?,0.058,38.0,167.0,?,?,0.53,?,7.0
?,0.45,?,?,?,63.0,?,?,?,?,?,?
?,0.46,0.25,4.4,?,?,207.0,?,?,0.52,?,5.0
?,?,0.26,7.4,?,28.0,160.0,?,?,0.46,9.8,?
6.9,?,0.35,?,?,?,150.0,0.995,3.36,?,?,5.0
7.2,0.19,?,1.6,?,?,173.0,?,3.35,?,?,6.0
?,0.25,0.29,1.1,?,39.0,?,0.9914,3.34,?,?,7.0
?,?,?,1.1,?,?,82.0,0.991,?,?,?,?
6.4,0.18,?,1.0,?,39.0,?,0.9911,3.31,?,10.9,?
6.8,?,0.59,0.9,0.147,?,132.0,0.993,?,?,?,6.0
?,?,0.35,1.3,?,29.0,191.0,?,3.13,0.52,?,6.0
7.2,0.21,0.34,11.9,0.043,?,213.0,?,?,?,9.6,?
6.0,0.19,?,?,?,50.0,?,0.9972,3.3,?,8.9,?
?,0.38,0.15,?,0.044,25.0,?,0.9931,3.11,0.38,10.2,6.0
?,0.2,0.36,?,?,44.0,?,?,?,?,?,?
6.8,0.22,0.24,?,0.092,30.0,?,0.9951,?,0.46,?,?
6.0,0.19,0.26,12.4,0.048,50.0,?,0.9972,3.3,0.36,?,6.0
?,?,?,1.1,?,?,151.0,0.991,3.02,?,10.5,5.0
?,?,?,4.6,0.044,?,78.0,0.9931,?,0.38,10.2,?
?,?,?,1.4,0.038,?,?,0.9927,3.15,0.46,?,?
6.2,?,0.03,?,?,29.0,?,?,?,0.54,9.1,5.0
6.4,?,?,6.4,0.04,27.0,?,0.9903,?,0.49,?,?
6.7,0.25,?,1.2,?,81.0,174.0,?,?,?,?,5.0
6.7,0.23,?,2.1,0.046,?,96.0,?,?,0.64,10.7,?
?,?,?,?,0.05,?,?,0.9962,3.13,?,?,5.0
?,?,0.43,?,0.056,48.0,?,0.9956,?,0.51,?,?
6.8,?,?,4.6,0.061,50.5,238.5,0.9958,?,0.6,9.5,5.0
?,?,0.28,4.8,0.063,31.0,?,?,?,0.71,?,5.0
?,0.23,0.46,1.0,0.054,?,?,?,?,?,?,?
?,0.23,?,?,?,30.0,96.0,?,3.33,0.64,?,?
7.4,?,?,10.1,0.05,?,?,?,3.13,?,9.5,5.0
7.1,?,0.36,1.4,0.043,?,87.0,0.9898,3.26,?,12.7,?
7.0,0.32,0.34,?,?,?,?,0.9912,3.31,?,?,7.0
?,?,0.3,8.8,?,?,103.0,0.9961,?,0.56,?,?
?,0.54,0.28,5.4,0.06,?,?,?,3.27,?,?,5.0
?,0.22,0.31,1.4,?,34.0,?,?,?,?,?,?
?,?,?,?,0.05,?,166.0,0.9985,3.21,0.6,9.2,6.0
?,?,0.2,?,0.063,?,?,0.9946,3.17,?,?,5.0
?,?,?,?,0.047,42.0,?,0.9966,?,?,9.5,6.0
7.1,0.43,0.61,?,0.045,?,?,0.9974,3.11,0.45,8.7,5.0
7.1,?,0.62,11.8,0.044,52.0,?,0.9975,?,0.46,8.7,6.0
?,0.39,?,11.0,?,55.0,?,0.9974,3.09,0.44,8.7,?
?,0.25,0.31,13.3,?,69.0,202.0,?,?,0.48,9.7,6.0
7.1,?,?,?,?,?,?,0.9974,3.11,0.45,8.7,5.0
?,?,0.62,11.8,0.044,?,152.0,?,?,0.46,8.7,?
7.2,?,?,?,?,?,?,?,?,0.44,?,6.0
?,0.27,0.43,?,?,65.0,243.0,?,3.12,?,?,?
?,?,0.33,?,0.035,?,136.0,?,?,0.4,12.6,?
6.9,?,0.33,1.8,0.034,48.0,136.0,0.9899,?,0.41,?,7.0
?,0.17,0.32,1.7,0.04,51.0,148.0,0.9916,3.21,0.44,?,?
7.1,0.26,0.29,12.4,0.044,62.0,?,0.9969,3.04,?,?,6.0
6.0,0.34,0.66,15.9,0.046,?,164.0,?,3.14,0.5,8.8,?
?,0.265,?,?,0.034,15.0,80.0,0.9913,2.95,0.36,?,7.0
9.8,?,0.46,?,0.038,?,83.0,?,?,0.3,?,4.0
?,?,?,15.9,?,26.0,?,?,3.14,?,?,6.0
?,0.25,?,13.5,0.06,?,192.0,0.9975,?,?,?,?
7.1,?,?,9.6,0.054,64.0,162.0,?,?,0.41,?,5.0
?,0.21,?,12.1,0.05,55.0,?,?,?,?,?,5.0
7.5,?,0.4,?,0.059,?,170.0,?,2.99,?,9.0,?
?,0.25,0.37,?,?,52.0,?,0.9975,3.0,?,9.1,?
7.3,0.13,0.32,?,?,34.0,109.0,?,3.2,?,?,6.0
?,0.12,0.32,?,0.054,64.0,?,0.9962,3.4,?,9.4,?
?,0.23,0.35,16.5,?,?,?,?,3.16,0.59,?,6.0
7.1,?,?,16.5,0.04,60.0,?,0.999,3.16,?,9.1,?
?,?,?,?,0.051,?,187.0,?,?,?,10.3,?
6.5,?,?,8.5,0.082,?,163.0,0.9959,?,0.39,?,?
?,?,?,18.75,0.052,45.0,?,1.0,3.04,0.52,8.9,5.0
?,?,?,?,?,68.0,?,?,3.01,0.47,?,?
?,?,0.34,9.2,?,29.0,150.0,?,?,?,?,5.0
?,?,0.34,?,?,29.0,?,0.9968,?,0.51,9.1,?
5.5,?,0.0,?,0.065,?,?,?,?,0.4,?,?
6.0,0.31,0.24,?,?,?,143.0,?,3.31,0.44,11.3,?
7.0,?,0.4,1.7,0.035,16.0,85.0,0.9911,3.19,0.42,11.8,6.0
7.2,?,0.5,?,0.056,68.0,195.0,0.9982,3.01,?,?,5.0
?,0.32,0.48,?,0.06,?,?,0.9982,3.04,0.5,9.2,5.0
?,?,0.04,5.7,0.046,21.0,87.0,?,?,0.51,10.2,5.0
7.8,0.24,?,12.2,?,?,?,0.9984,3.01,?,?,5.0
7.4,?,?,6.85,0.059,31.0,131.0,0.9952,?,?,9.7,?
6.9,?,?,5.0,0.058,14.0,?,?,?,?,?,6.0
6.4,0.13,0.47,?,0.092,?,158.0,0.9928,3.21,0.36,?,6.0
?,0.19,0.36,?,?,63.0,143.0,?,?,?,11.0,?
?,?,0.23,?,?,?,?,?,?,?,10.5,5.0
6.5,?,0.32,?,?,48.0,203.0,?,3.45,0.54,?,7.0
6.1,0.3,0.56,?,0.044,47.0,?,?,3.3,?,10.9,?
?,?,?,?,0.046,46.0,184.0,?,3.31,?,10.9,?
5.7,?,?,10.4,?,?,?,?,3.39,0.37,?,5.0
?,0.24,?,?,0.038,?,203.0,0.9958,3.45,?,9.7,7.0
6.5,?,?,?,0.038,59.0,?,?,3.23,0.57,9.0,5.0
6.6,?,?,15.8,?,46.0,188.0,0.9982,?,0.51,9.2,5.0
6.8,?,?,8.1,?,55.0,203.0,0.9961,?,0.52,8.9,?
6.7,?,0.31,15.7,?,44.0,179.0,0.9979,3.26,?,?,?
?,0.23,0.4,?,?,36.0,121.0,?,3.12,?,10.7,?
7.1,0.37,0.67,10.5,0.045,?,155.0,?,3.16,?,8.7,5.0
6.8,?,0.36,?,0.035,?,?,?,?,?,10.8,7.0
8.1,0.28,?,1.9,0.029,?,79.0,?,3.23,0.52,?,6.0
?,?,0.34,2.2,?,?,77.0,0.9927,3.3,?,10.2,?
?,?,?,10.5,0.045,?,155.0,0.9975,?,0.44,?,?
7.9,0.21,0.4,1.2,0.039,?,107.0,?,?,0.54,?,6.0
?,?,?,?,?,24.0,?,?,?,0.53,?,6.0
8.1,?,?,?,0.037,19.0,?,?,3.12,?,?,?
6.3,0.255,0.37,?,?,?,?,0.9905,?,?,10.9,?
5.6,?,0.27,?,?,53.0,168.0,0.9918,3.28,?,?,?
?,?,?,5.2,0.058,15.0,?,0.9951,?,0.36,9.0,4.0
?,?,?,4.6,0.034,19.0,80.0,0.9917,?,0.58,12.0,?
?,?,?,4.1,0.054,23.0,?,0.994,?,0.38,?,6.0
?,?,0.38,8.0,0.043,46.0,152.0,?,?,0.32,11.5,7.0
?,0.18,?,10.2,0.055,?,135.0,?,?,?,?,6.0
?,?,0.3,4.1,0.054,23.0,?,0.994,2.99,0.38,?,6.0
?,0.18,?,?,0.048,?,97.0,0.9919,?,0.45,10.4,5.0
8.2,?,0.4,7.5,0.049,12.0,76.0,0.9966,3.06,?,?,?
7.4,0.24,?,?,0.066,?,?,0.9979,?,?,?,6.0
7.4,0.24,?,?,?,?,?,?,2.89,?,8.9,?
?,0.32,0.24,?,0.036,?,124.0,0.9898,?,?,12.4,?
5.2,?,0.04,?,?,43.0,?,?,?,0.33,?,8.0
?,?,?,?,?,?,119.0,?,?,?,?,8.0
?,?,?,?,0.036,?,?,?,?,?,12.4,7.0
?,0.22,?,?,0.055,?,?,?,2.98,0.4,?,?
6.3,?,?,4.8,0.049,14.0,?,0.9932,3.28,?,10.6,?
7.4,0.24,0.42,?,0.066,48.0,?,0.9979,?,0.42,8.9,6.0
?,0.24,0.35,?,0.05,64.0,205.0,?,?,?,9.5,5.0
?,?,?,13.0,0.051,?,177.0,0.9972,?,?,9.8,5.0
8.4,0.27,0.46,?,?,?,?,?,?,?,?,?
6.7,?,?,?,?,?,?,?,3.08,?,12.6,7.0
7.5,0.29,0.31,8.95,?,?,?,?,?,0.54,?,5.0
?,0.42,0.48,9.85,0.034,?,110.0,0.9958,?,0.29,10.0,5.0
?,0.3,?,1.5,?,29.0,?,?,3.12,?,?,6.0
7.9,0.19,0.45,?,?,?,96.0,?,?,0.39,11.0,?
?,?,?,0.8,0.037,?,100.0,0.9902,3.03,0.39,11.4,4.0
6.3,?,?,4.55,?,31.0,130.0,0.9918,?,?,11.5,7.0
7.5,0.27,0.31,?,?,33.0,173.0,?,?,0.64,10.2,5.0
6.9,?,0.4,?,?,?,?,0.9927,?,?,11.4,6.0
?,0.32,?,?,0.044,19.0,?,0.991,3.03,0.41,12.6,?
?,0.23,?,?,?,?,?,0.9972,?,0.39,?,5.0
6.0,?,0.07,?,?,9.0,?,0.9931,3.11,0.35,?,?
6.4,?,?,?,?,41.0,?,0.995,?,0.68,9.2,?
6.4,0.33,?,5.5,?,?,173.0,0.9951,?,?,9.3,6.0
7.1,?,?,1.2,0.053,?,183.0,?,3.09,?,?,5.0
?,?,?,22.0,?,?,167.0,1.001,2.93,?,?,?
?,?,0.4,14.0,0.05,64.0,227.0,0.9979,3.18,0.58,?,?
6.8,0.26,?,11.9,?,?,?,?,?,?,?,?
?,?,?,?,?,66.0,?,?,3.02,?,9.3,?
6.7,?,0.41,?,?,49.0,?,0.9954,?,?,?,6.0
?,0.3,?,?,?,?,119.0,?,3.15,0.5,11.0,5.0
6.8,?,0.35,3.8,?,26.0,109.0,0.9906,?,?,12.7,?
6.5,0.28,0.28,?,0.047,?,210.0,?,3.09,0.54,?,?
?,0.28,0.28,?,0.052,55.0,211.0,?,3.09,0.55,?,6.0
?,0.28,?,22.0,?,48.0,?,1.001,2.93,?,?,?
6.8,0.28,0.36,8.0,?,?,123.0,?,?,0.37,?,6.0
?,0.15,?,5.1,0.055,?,125.0,0.9942,?,0.42,?,5.0
?,?,0.44,?,0.2,?,181.0,0.9942,?,?,9.1,?
6.4,0.3,?,?,?,76.0,180.0,0.9942,3.02,?,9.1,?
6.4,0.29,?,3.6,?,75.0,183.0,0.9942,?,0.38,9.1,?
6.8,?,?,?,0.052,54.0,?,?,?,?,?,?
?,0.32,0.24,?,?,52.0,204.0,0.998,?,?,?,?
6.8,?,0.24,?,?,?,214.0,0.9961,3.13,0.47,8.9,5.0
?,?,?,?,?,55.0,196.0,?,?,0.5,?,?
?,?,?,13.1,?,52.0,?,0.998,?,?,8.8,?
6.9,0.54,?,?,0.05,53.0,236.0,0.9973,?,?,?,?
6.8,?,0.34,13.9,0.034,39.0,?,0.9949,?,0.53,12.0,6.0
5.8,0.28,?,2.3,0.053,?,114.0,?,?,?,10.2,?
6.4,0.21,?,?,?,45.0,?,?,?,?,8.8,5.0
?,0.16,?,8.3,?,38.0,126.0,?,?,?,?,?
?,0.44,0.88,6.2,?,?,?,0.9968,?,0.51,9.9,4.0
?,0.57,?,2.2,0.04,15.0,?,?,3.32,?,?,?
?,?,?,0.9,?,?,170.0,?,?,?,?,6.0
5.6,?,?,?,?,?,68.0,0.994,3.31,?,10.5,5.0
?,0.18,?,1.4,0.038,35.0,111.0,?,3.32,?,?,?
?,0.16,0.32,?,0.045,?,126.0,?,3.21,0.34,9.2,5.0
?,0.13,0.29,5.3,0.051,31.0,?,0.9944,?,?,?,?
?,0.25,0.25,1.4,0.03,?,105.0,0.9912,3.3,?,?,7.0
5.8,?,0.24,?,?,?,?,?,?,?,9.4,5.0
?,0.27,0.36,7.0,?,?,164.0,0.9939,3.03,?,11.0,5.0
?,?,?,?,?,55.0,152.0,0.9961,3.31,0.38,9.4,5.0
5.7,?,0.24,17.5,?,?,?,?,?,?,9.4,?
?,0.23,0.36,7.0,?,43.0,?,?,3.04,0.32,11.0,?
?,?,0.36,?,0.036,45.0,164.0,?,3.03,?,?,5.0
7.2,?,?,?,?,33.0,?,0.9971,?,?,?,6.0
6.2,?,?,?,0.03,?,?,0.9912,?,0.44,11.1,?
6.5,0.19,0.3,?,?,?,144.0,0.9936,3.42,0.39,9.1,?
?,0.495,0.22,1.8,0.046,31.0,140.0,0.9929,?,0.54,10.4,?
?,0.24,?,17.8,?,39.0,145.0,0.9998,?,?,?,5.0
?,?,0.32,2.4,?,?,?,?,?,?,?,6.0
7.1,0.25,0.32,?,?,66.0,272.0,0.9969,?,0.52,?,?
?,0.17,0.32,2.4,0.048,41.0,200.0,0.9938,?,0.5,9.7,6.0
7.1,0.24,0.41,17.8,?,?,145.0,0.9998,3.32,0.39,8.7,5.0
?,?,0.08,?,0.062,?,142.0,?,3.37,?,8.9,?
8.3,0.28,0.4,?,?,38.0,?,0.9976,?,?,9.6,6.0
8.2,?,?,?,0.039,?,?,0.9976,3.31,0.51,9.5,6.0
?,0.23,?,14.3,?,?,194.0,0.9979,?,?,?,?
?,?,?,?,?,?,194.0,0.9979,3.09,0.44,9.0,?
?,0.23,?,14.3,0.058,?,194.0,?,?,?,9.0,?
?,0.23,?,?,?,55.0,?,0.9979,3.09,?,9.0,?
6.8,0.52,0.32,?,0.044,54.0,?,0.9972,3.27,?,?,?
?,0.26,?,1.4,?,40.0,?,?,3.34,?,?,?
6.2,0.25,0.21,?,?,?,159.0,?,3.48,?,?,6.0
?,0.32,?,13.7,0.05,49.0,?,0.9985,3.2,0.46,8.7,5.0
?,?,0.26,?,?,23.0,90.0,0.9944,?,0.5,?,5.0
7.1,0.21,?,2.4,?,23.0,?,0.9903,3.15,?,11.4,7.0
6.8,?,?,?,0.047,64.5,?,0.9934,3.3,0.58,9.7,?
?,?,0.56,11.2,?,40.0,?,0.9975,3.14,?,?,?
?,0.18,?,2.0,?,20.0,?,0.9923,3.37,?,11.3,?
6.8,?,0.27,2.1,0.03,26.0,139.0,?,?,?,12.6,7.0
?,0.2,0.27,1.4,0.031,12.0,?,0.9905,?,?,10.9,?
5.6,?,0.26,?,0.03,12.0,76.0,0.9905,3.25,0.37,?,?
?,?,0.14,?,0.037,?,119.0,0.996,3.38,?,10.0,5.0
?,0.21,0.28,?,?,?,?,0.9964,?,?,?,?
?,?,?,?,?,41.0,?,0.998,3.02,?,9.8,3.0
?,?,0.56,11.2,0.043,40.0,142.0,?,?,0.46,8.7,?
5.8,0.24,?,3.5,0.029,?,109.0,?,?,?,?,3.0
5.8,?,?,?,?,37.0,?,?,3.21,0.52,9.3,6.0
?,?,0.39,1.1,?,45.0,147.0,?,?,?,?,8.0
6.3,?,0.3,?,0.035,8.0,97.0,?,3.27,0.41,?,7.0
6.3,0.35,0.3,5.7,?,?,97.0,0.9927,3.27,0.41,11.0,7.0
6.4,?,?,?,?,23.0,?,0.9912,?,0.5,?,?
5.8,?,?,?,?,3.0,75.0,0.9904,?,?,?,?
?,?,?,?,0.048,?,?,0.9939,?,0.42,10.2,6.0
?,0.29,0.4,19.45,?,36.0,156.0,0.9996,?,0.47,8.9,?
6.9,?,?,?,?,15.0,?,?,3.17,?,?,5.0
?,0.29,?,?,?,66.0,?,?,?,?,?,6.0
?,0.24,0.35,1.2,?,22.0,?,0.9912,?,?,?,6.0
?,?,0.4,19.45,0.043,36.0,?,?,?,?,?,5.0
6.9,?,0.26,?,?,32.0,180.0,?,?,0.51,?,?
?,?,?,?,?,34.0,?,0.9944,?,?,?,?
?,?,0.07,?,0.044,?,145.0,0.9945,3.34,0.57,9.7,6.0
5.4,0.59,0.07,7.0,?,?,147.0,0.9944,3.34,0.57,9.7,?
?,?,?,8.3,0.053,32.0,?,0.9965,3.25,?,?,6.0
5.2,0.6,?,?,0.044,?,?,0.9944,3.33,?,?,5.0
5.8,0.25,0.26,?,?,44.0,148.0,0.9972,?,?,9.3,5.0
6.6,0.58,?,5.1,0.057,?,?,?,3.24,?,9.0,?
?,?,0.54,10.7,0.046,59.0,234.0,0.9966,3.05,?,?,5.0
6.6,0.19,0.41,?,0.046,?,169.0,0.9954,3.14,?,?,6.0
6.7,0.2,?,?,?,?,166.0,0.9954,3.14,0.58,9.8,?
7.7,0.26,?,?,0.042,9.0,?,0.9915,?,?,10.6,?
?,0.32,0.34,1.2,0.044,?,67.0,?,?,?,?,4.0
?,?,?,?,?,?,105.0,?,?,?,?,?
?,0.24,?,2.8,0.034,?,?,0.99,3.19,0.38,12.6,8.0
?,?,?,?,?,?,?,?,3.3,?,?,8.0
6.8,?,0.37,5.1,?,46.0,201.0,0.9938,?,?,10.5,4.0
?,0.34,?,?,?,51.0,?,?,3.19,?,9.3,?
7.1,0.35,?,?,0.055,?,?,?,?,0.49,?,5.0
?,?,0.25,?,?,?,?,0.9961,3.08,0.47,8.8,?
?,?,0.33,?,?,51.0,?,0.9978,3.22,?,?,6.0
7.2,?,0.39,?,0.058,?,?,0.9979,?,0.48,?,?
?,0.23,0.39,?,0.058,49.0,?,?,2.98,0.48,9.0,?
?,?,?,?,?,?,?,?,2.98,?,9.0,7.0
?,?,?,?,0.058,?,192.0,?,?,?,?,7.0
5.9,?,0.31,5.8,0.041,?,155.0,0.9945,?,0.46,10.5,6.0
7.4,0.28,0.42,?,?,?,?,?,?,?,9.1,?
?,?,?,?,?,?,157.0,0.9957,3.44,?,9.8,?
9.1,0.59,?,?,?,34.0,182.0,?,3.23,?,8.5,?
6.3,?,0.27,1.2,?,?,?,?,?,0.54,9.4,6.0
8.3,?,0.7,?,?,33.0,?,0.9976,3.09,0.57,9.4,5.0
7.2,?,0.46,3.8,0.041,?,187.0,0.9932,?,?,11.2,?
7.5,?,?,?,?,?,146.0,?,3.17,?,?,6.0
?,0.17,0.5,2.1,0.043,?,122.0,?,?,?,10.3,?
6.1,?,0.0,?,?,36.0,?,?,?,?,?,6.0
8.3,0.2,0.35,?,0.05,?,74.0,0.992,3.13,0.38,?,?
?,?,?,?,?,36.0,87.0,0.9914,3.27,0.67,10.8,?
6.0,?,0.21,1.3,0.055,42.0,?,?,3.32,?,11.1,?
?,?,?,6.8,0.057,41.0,?,0.9949,3.2,0.41,?,6.0
?,0.41,0.24,?,0.057,?,163.0,0.9949,3.2,?,9.9,?
?,0.43,?,6.7,0.058,40.0,163.0,0.995,3.2,0.41,?,?
7.3,?,?,6.7,0.058,41.0,166.0,0.995,?,0.41,9.9,?
?,?,0.27,?,?,?,?,0.9927,?,0.42,?,?
6.2,0.31,0.26,?,?,36.0,?,0.9928,?,0.41,?,6.0
?,0.36,?,2.1,0.035,16.0,100.0,?,?,0.71,11.5,7.0
?,?,?,8.3,0.032,35.0,164.0,0.9918,3.53,0.51,?,?
?,?,?,3.7,?,?,149.0,0.9954,?,0.45,?,6.0
?,?,0.21,?,0.038,51.0,?,0.9941,3.29,?,?,6.0
?,0.34,0.21,6.6,0.04,?,?,?,?,0.62,?,5.0
?,0.28,0.6,1.1,?,42.0,?,0.9934,3.09,?,9.1,?
6.8,?,?,4.7,?,34.0,?,0.9927,?,?,10.6,6.0
?,0.24,?,7.7,?,36.0,?,?,?,0.37,?,?
?,?,?,7.85,?,?,133.0,?,3.52,0.43,11.5,?
?,?,0.25,?,0.04,?,?,0.9934,3.54,?,10.1,?
?,0.1,?,1.1,?,15.0,?,0.9927,?,0.61,?,7.0
?,0.24,0.35,?,0.031,?,?,0.9938,?,0.37,10.5,?
6.8,0.25,?,4.7,0.031,?,134.0,0.9927,?,0.38,?,6.0
?,?,?,9.3,0.031,35.0,137.0,?,3.16,?,?,?
8.3,0.41,0.51,2.0,?,?,207.0,0.993,?,?,?,5.0
?,0.27,0.31,5.8,0.057,131.0,313.0,?,?,?,10.5,5.0
7.9,0.26,0.41,?,0.04,?,216.0,?,?,0.6,?,6.0
6.4,?,0.23,6.3,0.039,?,?,?,3.19,?,10.0,6.0
?,?,0.35,?,?,55.0,195.0,0.9978,3.23,0.5,?,6.0
?,?,?,1.3,?,?,?,0.992,?,0.51,?,5.0
?,?,?,4.8,0.03,34.0,101.0,?,3.36,0.6,12.5,?
?,0.24,0.34,?,?,37.0,?,0.9927,?,0.39,?,?
6.3,0.23,?,1.8,0.033,16.0,91.0,0.9906,?,0.4,?,6.0
6.5,0.28,0.34,?,?,?,?,0.9954,3.11,?,?,?
5.6,0.26,0.26,5.7,0.031,12.0,80.0,?,3.25,0.38,10.8,?
?,?,0.3,?,?,?,91.0,0.9906,?,0.4,?,?
?,?,?,?,0.036,?,105.0,?,?,?,?,6.0
?,?,?,?,?,?,170.0,0.9972,3.28,?,9.3,6.0
5.9,0.26,?,?,?,?,?,0.9945,?,0.53,?,?
6.6,?,0.35,?,0.049,49.0,?,?,?,?,10.2,7.0
7.4,0.2,?,?,0.045,?,?,0.9964,3.19,?,?,?
8.0,?,?,1.5,0.047,?,129.0,0.9948,3.2,0.54,10.0,?
?,?,?,9.7,?,30.0,?,0.9962,3.18,0.47,?,6.0
5.4,?,0.47,3.0,0.053,46.0,?,?,3.29,0.76,?,5.0
?,0.29,?,3.0,?,47.0,?,0.993,?,?,?,6.0
7.1,?,?,4.6,?,?,131.0,0.9942,?,0.4,?,?
?,?,0.1,1.3,0.031,20.0,?,?,3.36,0.51,11.2,7.0
6.7,0.19,?,?,0.056,?,155.0,0.9995,?,?,8.8,6.0
7.8,0.18,0.46,?,0.052,?,118.0,?,3.15,0.5,10.0,?
?,0.17,0.45,?,0.054,56.0,137.0,?,?,0.47,?,5.0
?,?,?,2.1,0.044,?,?,0.9914,?,0.74,?,7.0
?,0.33,0.4,6.85,?,?,?,0.992,?,?,?,7.0
?,0.335,?,2.5,0.071,?,128.0,0.9924,?,0.51,9.6,?
7.3,?,?,6.85,?,32.0,138.0,?,?,?,11.9,7.0
5.8,?,?,?,?,?,245.0,0.9937,?,?,?,?
?,0.22,0.37,14.3,0.063,48.0,191.0,0.9978,2.89,?,?,6.0
?,0.22,0.37,14.3,0.063,48.0,?,0.9978,2.89,0.38,9.0,6.0
6.1,?,?,?,?,?,?,?,3.15,0.78,?,?
10.0,?,?,1.4,?,?,?,?,?,?,?,6.0
?,0.24,0.34,4.7,0.04,?,161.0,?,?,0.59,?,6.0
?,0.24,?,14.9,?,?,?,0.9968,3.28,?,10.2,?
7.1,0.365,?,?,?,?,?,0.9941,3.15,0.43,8.9,5.0
?,?,?,?,?,40.0,?,?,3.4,?,9.7,?
?,?,?,?,0.063,?,?,?,?,0.38,9.0,?
?,?,?,?,0.037,18.0,?,0.9923,3.49,0.42,?,7.0
6.0,?,?,3.5,0.028,29.0,?,0.9912,3.4,?,12.3,7.0
?,0.18,?,?,0.089,40.0,143.0,?,?,0.62,?,?
?,0.33,0.21,1.0,?,39.0,?,0.9927,3.12,0.45,?,6.0
7.7,?,?,?,0.049,?,178.0,?,?,?,?,6.0
?,0.39,?,?,0.044,26.0,72.0,0.9941,?,?,?,5.0
6.9,?,?,?,?,?,148.0,?,?,0.45,9.4,?
7.7,0.29,0.48,?,0.049,?,?,?,3.17,0.64,10.6,?
?,0.905,?,0.8,?,17.0,?,0.9934,?,0.56,?,5.0
?,?,?,2.4,?,30.0,?,0.9936,?,?,9.2,?
