@relation dataset

@attribute a01 real
@attribute a03 real
@attribute a04 real
@attribute a05 real
@attribute a06 real
@attribute a07 real
@attribute a08 real
@attribute a09 real
@attribute a10 real
@attribute a11 real
@attribute a12 real
@attribute a13 real
@attribute a14 real
@attribute a15 real
@attribute a16 real
@attribute a17 real
@attribute a18 real
@attribute a19 real
@attribute a20 real
@attribute a21 real
@attribute a22 real
@attribute a23 real
@attribute a24 real
@attribute a25 real
@attribute a26 real
@attribute a27 real
@attribute a28 real
@attribute a29 real
@attribute a30 real
@attribute a31 real
@attribute a32 real
@attribute a33 real
@attribute a34 real
@attribute class {b, g}


@data
?,1.0,-0.00612,?,?,1.0,?,1.0,-0.10605,?,-0.11073,1.0,-0.39489,1.0,?,?,-0.31884,?,-0.34534,?,?,0.9606,-0.46866,0.81874,?,?,-0.42231,?,?,?,?,0.74354,?,?
0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,?,0.0,?,0.0,?,-1.0,-1.0,?,-1.0,?,-1.0,?,?,0.0,0.0,0.0,?,-1.0,?,1.0,?,1.0,-1.0,?,b
1.0,0.96071,0.07088,1.0,0.04296,?,0.09313,?,-0.05144,?,0.0258,0.8325,-0.06142,?,0.09831,?,0.0028,0.75206,-0.05295,0.65961,?,0.64158,?,0.55677,-0.07705,0.58051,-0.02205,0.49664,-0.01251,?,?,0.52099,-0.00182,g
?,-1.0,?,?,0.0,0.0,?,?,1.0,1.0,?,?,?,0.0,0.0,?,?,-1.0,1.0,1.0,1.0,?,?,-1.0,-1.0,?,-1.0,1.0,?,-1.0,1.0,0.0,?,?
1.0,?,-0.06182,1.0,0.02942,?,-0.05131,1.0,?,?,-0.11726,0.84493,-0.05202,?,?,0.6917,-0.07379,0.65731,?,0.9491,-0.31558,?,?,0.84932,?,?,-0.29174,0.73094,-0.38576,0.54356,?,?,-0.39487,g
1.0,?,?,1.0,?,?,?,1.0,?,1.0,-1.0,?,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-0.62796,1.0,?,1.0,-1.0,1.0,?,1.0,-1.0,?,?,?,-1.0,?
1.0,?,-0.08714,1.0,-0.17263,0.86635,-0.81779,?,?,?,-0.41382,?,-0.31736,0.87937,-0.23433,0.81051,-0.6218,0.12245,-1.0,?,?,?,-0.78547,?,-0.82868,0.48136,?,0.4065,-0.89674,0.32984,?,-0.13341,-1.0,g
0.0,-1.0,?,0.0,?,?,1.0,1.0,?,?,0.0,0.0,?,?,?,?,-1.0,?,-1.0,1.0,-1.0,0.0,0.0,?,-1.0,?,?,?,?,?,?,?,1.0,b
?,1.0,0.0838,?,?,1.0,?,?,?,1.0,0.47904,1.0,0.59113,1.0,?,?,0.82777,1.0,0.95099,1.0,1.0,?,?,0.91624,1.0,0.83899,?,0.74822,1.0,0.64358,1.0,0.52479,1.0,g
0.0,-1.0,-1.0,?,?,1.0,?,-1.0,1.0,1.0,?,-1.0,?,?,?,1.0,?,?,?,1.0,-1.0,1.0,-1.0,?,?,1.0,?,1.0,?,?,?,?,?,b
?,1.0,-0.14236,?,-0.16256,?,-0.23656,1.0,?,?,-0.2501,1.0,-0.26161,1.0,-0.21975,1.0,?,?,?,?,-0.35519,1.0,-0.59661,1.0,-0.47643,0.9882,-0.49687,1.0,?,1.0,-0.75761,?,-0.84437,g
1.0,1.0,-1.0,1.0,1.0,?,-1.0,1.0,?,1.0,-1.0,?,-0.0184,1.0,?,1.0,1.0,1.0,-0.85583,1.0,?,?,?,?,0.0,1.0,?,1.0,?,1.0,1.0,?,1.0,?
?,?,?,?,-0.11057,?,?,0.88307,-0.17036,0.88462,-0.31809,0.85269,?,0.82116,?,0.80681,-0.33632,0.75243,-0.47022,0.70555,-0.47153,0.6615,?,0.61297,?,?,?,0.50179,-0.59854,0.47075,?,0.42189,-0.58086,?
1.0,?,?,0.41287,-0.23067,0.98019,-0.09473,0.99709,-0.10236,?,-0.10951,0.58965,1.0,0.83726,-1.0,?,-0.17863,0.8076,-0.28257,?,0.9273,0.51933,?,0.65493,-0.20392,0.93124,-0.41307,0.63811,-0.21901,?,?,-0.23186,-1.0,?
?,1.0,?,?,?,?,-0.58388,?,-0.28207,?,?,?,-0.12527,0.76837,0.14638,1.0,?,?,0.2659,0.96354,-0.01891,?,-0.91338,1.0,0.14803,1.0,-0.11582,1.0,-0.11129,?,0.53372,1.0,-0.57758,?
?,?,-1.0,?,1.0,?,?,?,-0.40446,?,?,?,-0.89375,1.0,0.73393,0.17589,?,?,?,1.0,?,1.0,?,1.0,0.85357,1.0,-0.08571,0.95982,?,1.0,0.65268,1.0,0.34732,?
1.0,?,0.00433,1.0,-0.01209,1.0,?,?,-0.07014,0.97839,-0.06256,1.0,?,?,-0.07917,0.92561,?,0.94184,?,0.99589,-0.14248,?,?,?,-0.20851,?,?,0.85644,-0.18552,?,?,0.83867,-0.20766,g
?,?,?,1.0,-1.0,?,?,?,0.0,-1.0,-1.0,?,0.0,?,?,?,?,?,?,-1.0,?,?,?,?,-1.0,?,1.0,-1.0,?,?,?,0.0,?,b
?,0.91241,?,?,?,0.94705,0.05345,?,0.01321,0.91911,0.06348,?,?,?,?,0.88899,?,0.83744,?,0.80983,?,0.77041,?,0.75755,?,0.7355,0.13282,?,?,?,0.10754,0.65258,?,?
1.0,1.0,?,?,0.04861,?,?,?,-1.0,?,?,?,0.5364,0.82077,0.14137,?,0.15189,1.0,?,0.6585,0.16371,?,?,?,?,0.48867,?,0.43481,?,?,0.14677,1.0,?,b
?,?,?,?,0.20746,?,0.26281,?,0.32213,?,?,0.75474,0.50082,?,0.52321,0.65954,?,0.57619,?,?,?,?,0.6884,0.34384,?,0.27712,?,0.19296,0.70682,?,0.72688,?,?,g
1.0,?,-1.0,?,?,?,?,0.0,?,?,1.0,?,1.0,0.17917,?,-1.0,?,0.0875,?,?,?,-1.0,1.0,?,?,1.0,?,?,?,1.0,1.0,0.0,?,b
?,0.90932,0.08791,0.86528,?,1.0,0.16598,?,?,0.70207,0.36719,0.16286,0.42739,?,0.46086,0.51067,?,?,0.12967,0.37824,0.54462,0.31274,0.55826,?,0.56527,?,0.56605,0.12635,?,?,0.55061,?,?,g
1.0,?,?,1.0,?,?,?,?,-0.23393,1.0,?,1.0,?,?,-1.0,?,0.13839,?,-1.0,1.0,-0.03393,?,?,?,0.85714,1.0,1.0,?,?,?,?,1.0,?,?
1.0,0.99025,?,0.99793,?,0.98663,?,?,?,0.92738,?,?,-0.37965,0.89812,?,0.84922,?,?,?,?,-0.59839,?,-0.64615,0.68282,?,0.65247,?,0.6101,-0.75353,?,?,0.49195,-0.83245,g
0.0,0.0,?,?,0.0,0.0,?,?,?,?,?,?,?,0.0,0.0,-0.375,?,?,?,?,?,?,?,-1.0,?,-1.0,?,?,1.0,?,?,?,0.0,b
1.0,?,?,1.0,?,0.99601,-0.11039,?,?,?,?,?,-0.21695,?,?,0.91236,-0.344,?,?,?,-0.34691,0.87874,?,?,-0.4299,0.83172,-0.43122,?,-0.42593,0.77919,?,?,-0.50152,?
1.0,0.94598,?,-1.0,0.26131,-0.36393,?,?,?,?,?,?,-0.0055,?,?,?,?,?,?,?,?,?,?,0.83872,-0.46734,0.52208,-0.5813,?,?,-0.09634,?,?,0.41913,?
?,0.98166,?,?,-0.03818,?,-0.05699,0.95947,-0.06971,0.99004,?,?,?,0.93369,-0.1279,?,?,?,-0.192,0.88274,?,0.86257,?,?,-0.19689,0.81813,-0.21136,?,-0.23864,0.76911,-0.23095,?,?,?
?,?,0.0,1.0,0.51724,?,0.0,0.10991,-1.0,?,0.0,?,?,-1.0,?,?,-0.83297,0.7694,0.63147,0.0,?,0.53448,0.35668,-0.90302,?,?,-1.0,?,?,?,?,?,0.0,b
?,0.84134,?,?,0.02919,0.93421,?,0.87947,0.13795,?,?,?,?,?,-0.57486,0.75,-0.2952,0.86676,-0.20104,?,?,?,-0.1629,0.90066,?,0.93358,-0.01158,0.61582,-0.32298,0.84463,-0.25706,0.93323,-0.01425,g
?,?,?,1.0,?,?,?,?,?,?,?,?,?,-1.0,?,?,-1.0,?,?,?,0.0,?,-1.0,1.0,?,?,1.0,-1.0,?,?,0.0,?,?,?
?,1.0,?,1.0,1.0,0.9101,1.0,-0.2697,1.0,?,1.0,-1.0,?,?,?,-1.0,?,?,?,-1.0,?,-0.52838,?,?,-1.0,1.0,?,?,?,1.0,?,?,?,g
1.0,?,?,-1.0,?,?,?,?,-1.0,?,?,1.0,?,?,?,?,?,?,1.0,?,?,-1.0,-1.0,?,1.0,1.0,-1.0,?,-1.0,?,?,1.0,?,?
?,?,0.08143,0.97487,?,0.97165,?,?,-0.06561,0.94717,?,0.95436,-0.16795,0.94612,-0.19497,0.9963,-0.32268,0.90343,-0.35902,0.91428,?,?,-0.29807,0.99899,-0.40747,?,?,0.92059,-0.30619,?,?,?,?,?
?,0.08333,-0.20685,?,?,?,1.0,?,0.47173,?,-0.62723,-1.0,?,?,1.0,-0.02753,0.59152,-0.42113,?,-0.74628,-1.0,?,?,-1.0,?,?,-1.0,-1.0,-0.38914,?,-1.0,?,?,?
?,?,?,1.0,?,1.0,?,?,?,1.0,0.56173,1.0,-0.12738,?,?,1.0,?,1.0,?,?,-0.18949,0.95601,-0.20081,1.0,-0.92284,?,?,0.8292,?,?,?,?,?,?
?,?,1.0,?,-1.0,?,?,0.0,?,?,1.0,-1.0,?,1.0,?,?,?,1.0,-1.0,-1.0,?,?,1.0,?,?,?,?,?,?,0.0,?,-1.0,?,?
1.0,?,?,?,?,0.99952,0.13231,1.0,-0.01911,0.94846,?,?,?,?,0.11224,?,?,0.96741,?,0.99695,0.14258,0.90784,0.1641,0.91667,0.22431,?,?,0.88568,?,?,?,?,?,?
?,0.17188,?,?,1.0,?,?,0.0,0.0,?,1.0,?,0.0,?,?,0.80521,0.36146,0.51979,0.14375,0.0,?,?,-0.27083,?,0.9625,1.0,1.0,-1.0,?,?,0.0,?,?,?
1.0,1.0,0.09771,?,0.12197,?,?,?,?,?,?,?,?,?,?,0.85529,?,0.83656,0.33129,?,?,?,?,0.76193,0.34658,0.68452,?,0.62764,?,0.56791,0.47033,?,0.50903,?
1.0,0.01667,-0.35625,0.0,?,0.0,?,?,?,0.0,?,?,?,0.12292,?,?,0.82813,1.0,-0.42292,?,0.0,?,-1.0,?,?,1.0,?,-1.0,?,0.0,0.0,?,?,b
?,1.0,?,?,?,?,?,0.91759,?,0.91408,0.37107,0.8425,?,?,0.49225,?,0.48311,?,?,0.56553,?,0.55586,0.6472,?,0.55236,0.43317,?,?,0.76147,?,0.66844,0.22101,0.78685,g
?,0.63816,1.0,?,-1.0,1.0,?,0.87719,?,-0.66886,?,-0.05921,?,?,?,-0.51535,?,?,?,0.32675,?,?,?,0.80921,-1.0,?,-0.0614,?,?,0.20614,-1.0,1.0,?,b
1.0,1.0,?,1.0,?,0.8706,?,?,-0.09925,?,0.4799,?,-0.1608,?,0.00879,0.97613,?,0.80025,?,0.88065,?,1.0,?,0.93593,0.10678,?,-0.07249,?,-0.27387,0.4397,0.19849,0.51382,-0.05402,?
1.0,0.84783,?,?,?,?,-1.0,?,0.08424,1.0,0.27038,1.0,?,?,0.35507,?,0.02672,?,-0.43025,1.0,?,0.8913,0.26585,?,?,1.0,0.15942,?,?,?,0.22464,?,?,b
1.0,?,0.28046,?,0.02477,?,0.07764,1.0,?,?,0.33266,?,0.05489,1.0,?,0.9575,-0.24598,0.84371,?,1.0,0.0415,0.99933,?,?,-0.39056,?,-0.02174,?,0.2336,?,-0.22021,0.80355,?,?
0.0,1.0,-1.0,?,?,?,?,1.0,-1.0,?,?,1.0,?,?,?,1.0,?,1.0,?,1.0,?,?,?,1.0,-1.0,?,-1.0,1.0,?,0.0,?,1.0,?,b
?,1.0,0.67784,0.81309,?,0.43019,?,?,?,-0.43872,?,?,0.77092,-1.0,0.40268,-0.39046,?,?,?,-0.73083,-0.76339,?,?,0.41366,-1.0,0.41778,-0.93296,?,?,0.9357,?,?,0.03446,g
?,1.0,1.0,?,?,?,?,1.0,?,1.0,1.0,?,1.0,1.0,-1.0,?,?,1.0,?,1.0,?,1.0,1.0,?,1.0,1.0,?,0.0,0.0,1.0,-1.0,1.0,-1.0,?
?,?,?,?,?,1.0,0.26968,1.0,?,1.0,?,1.0,?,?,?,?,?,?,?,?,0.61267,1.0,?,0.89593,?,0.89502,?,0.85611,0.67149,?,?,?,0.75837,?
0.0,?,?,1.0,1.0,?,-1.0,1.0,?,0.0,0.0,0.0,?,-1.0,?,?,?,?,?,?,?,1.0,-1.0,1.0,-1.0,?,-1.0,?,?,?,0.0,1.0,-1.0,b
?,0.96087,?,?,?,0.96026,0.27451,0.98044,0.35052,?,?,0.86265,0.52517,0.8282,?,0.73242,0.69065,0.69003,?,?,?,0.48339,?,?,?,?,0.83796,?,0.86061,?,?,?,0.86285,g
1.0,0.69444,?,?,0.0,-0.32937,?,0.0,0.0,0.0,?,?,0.0,?,-0.24206,?,?,0.46429,0.78175,?,0.0,0.0,?,0.73413,0.27381,0.7619,?,0.0,?,0.0,0.0,?,0.0,b
?,1.0,?,?,0.10827,?,0.19498,1.0,?,?,0.34826,1.0,0.38261,?,?,?,0.50391,0.75906,0.58801,0.80644,?,?,?,?,?,?,?,0.49538,?,0.47027,?,0.33381,?,?
?,?,?,0.0,?,?,?,1.0,?,?,?,?,?,1.0,-1.0,?,?,1.0,1.0,?,-1.0,?,?,?,?,?,-1.0,1.0,?,0.0,?,?,?,b
?,1.0,?,?,0.11982,?,0.16159,?,0.27921,0.98703,0.30889,0.92745,0.37639,0.91118,?,?,?,?,?,?,?,0.70331,0.58129,?,?,0.58903,?,?,?,?,?,?,?,?
0.0,?,1.0,?,?,?,?,1.0,1.0,1.0,?,1.0,?,1.0,?,?,?,?,1.0,?,1.0,?,1.0,?,-1.0,?,1.0,?,?,?,-1.0,-1.0,?,?
1.0,?,?,?,?,?,?,?,1.0,?,?,?,?,?,0.77128,?,1.0,?,?,0.74468,?,0.89647,?,0.64628,1.0,0.38255,?,?,?,-0.1737,?,-0.81383,1.0,g
0.0,1.0,?,?,-1.0,?,?,-1.0,1.0,0.0,?,1.0,1.0,0.0,?,?,0.0,?,?,?,1.0,?,?,?,-1.0,?,?,?,?,1.0,-1.0,-1.0,?,b
1.0,1.0,-0.06604,1.0,0.62937,?,0.09557,1.0,?,?,?,1.0,-0.40559,1.0,?,?,?,?,-0.61538,?,-0.26573,?,?,?,-0.58042,?,-0.81372,1.0,?,?,?,?,-0.48252,g
0.0,1.0,-1.0,1.0,?,1.0,1.0,1.0,1.0,1.0,1.0,?,?,1.0,?,?,?,1.0,-1.0,?,1.0,1.0,?,?,?,?,1.0,1.0,?,?,1.0,1.0,-1.0,?
?,0.92277,?,?,0.16251,0.89702,?,0.84111,?,?,?,0.70716,0.46983,?,?,?,?,0.51247,?,0.39903,0.66975,?,?,0.23693,0.76146,?,0.73885,?,0.71038,?,?,-0.04023,0.69509,?
1.0,?,?,?,?,0.46643,0.32862,?,0.58304,1.0,?,?,?,?,0.38869,?,?,0.10567,0.36353,0.04325,0.30745,-8.3E-4,?,-0.02862,0.19405,?,?,-0.04779,?,-0.04585,0.07064,-0.04013,0.04586,b
?,0.74852,-0.02811,?,-0.05178,0.80621,?,0.85947,?,0.63462,0.08728,0.71598,?,0.73077,0.05178,?,-0.27811,0.65976,-0.01479,?,?,0.34615,-0.18639,?,0.02811,0.61009,-0.06637,?,?,?,?,0.56361,0.02959,g
?,?,?,0.97464,0.04328,?,1.0,?,0.15299,0.54478,0.1306,?,?,?,?,0.66791,?,0.46642,?,?,?,?,?,0.47015,0.16418,0.49309,?,0.32463,?,?,?,0.34411,0.12755,b
1.0,?,0.04528,?,?,0.77358,?,?,?,?,0.01132,?,-0.13962,?,-0.02264,?,?,0.61887,-0.07925,?,-0.23774,?,?,?,?,0.73886,-0.05801,?,?,0.86415,0.03774,0.73208,?,g
1.0,0.72727,?,0.89241,?,?,?,0.66364,-0.05909,0.48182,?,?,?,?,?,?,0.21818,?,?,1.0,-0.3,0.98636,?,0.57273,?,0.56982,?,?,?,?,?,1.0,1.0,?
1.0,?,?,?,?,0.38431,0.12941,0.4,-0.05882,0.56471,?,0.46667,0.08235,?,-0.0549,0.58039,0.01569,0.50196,0.0,0.45882,0.06667,?,?,0.49804,0.00392,?,0.10039,?,?,?,0.23529,?,0.17255,?
1.0,?,0.12482,?,?,0.23182,0.27955,-0.03636,?,0.04517,?,?,0.33636,-0.1335,0.27322,?,0.40455,-0.34773,0.12727,-0.20028,?,?,0.36364,-0.14003,?,-0.09971,?,-1.0,?,?,?,-0.00526,?,b
?,0.88305,-0.21996,?,?,?,?,?,0.05901,?,-0.04292,0.85193,?,?,0.25322,?,0.5794,?,0.39056,0.73176,?,?,0.34871,?,0.52039,?,0.53235,?,0.58584,0.43026,?,?,0.54185,g
1.0,0.84557,?,?,-0.80553,-0.08961,?,0.80648,0.04576,?,?,?,0.63966,?,?,?,?,0.77979,?,?,?,-0.34128,0.80934,0.78932,?,?,-0.25288,?,?,?,?,?,?,?
?,?,?,0.64348,0.04348,0.45217,?,0.65217,0.18261,0.5,?,?,-0.23043,0.50435,0.37826,0.38696,-0.42609,?,?,?,?,0.53246,?,?,?,?,-0.04264,?,-0.04448,?,?,?,0.14783,g
?,-0.5418,0.14861,-0.33746,?,?,?,?,-0.06811,0.20743,-0.1517,?,?,0.56347,?,0.16409,?,?,0.03406,0.50464,?,-0.63777,?,?,0.65635,0.41348,-0.40116,-0.1517,?,0.02399,?,0.52632,-0.08978,?
1.0,0.29202,0.13582,?,?,?,?,?,0.20883,?,?,?,?,0.55518,0.03905,0.81664,-0.22411,0.42445,?,0.34975,0.06621,?,-0.20883,0.51731,?,0.50369,-0.03351,0.34635,0.09847,?,-0.01868,0.39559,?,?
?,0.79157,?,?,0.0,0.56541,?,0.39468,1.0,?,0.99557,?,?,?,?,?,0.95122,-0.50998,?,-0.102,?,?,0.23725,-0.91574,0.8071,?,?,?,0.69401,-1.0,?,?,0.0,?
1.0,0.90116,0.16607,0.79299,0.37379,?,?,?,0.72997,?,0.81152,?,?,?,0.85038,-0.12611,0.87396,?,0.79617,-0.46635,?,-0.57135,?,-0.68159,?,?,0.25835,?,0.11218,?,-0.05525,-0.67699,?,?
1.0,0.97714,0.19049,0.82683,?,0.71771,?,?,?,0.31409,0.92643,?,?,-0.13254,?,-0.3202,?,-0.52145,?,-0.68274,?,-0.77408,0.33537,?,?,-0.83314,-0.01358,?,-0.19321,?,?,-0.59943,-0.497,?
?,?,-1.0,?,0.0,0.50814,-0.78502,0.60586,?,?,-0.41368,0.0,?,?,0.0,1.0,-0.2671,0.36482,-0.63518,0.97068,?,?,?,1.0,?,-1.0,?,?,-1.0,1.0,-1.0,?,?,?
?,?,?,?,?,?,?,0.6623,?,?,?,0.75934,?,?,?,?,-0.07853,?,0.0,0.70021,0.11355,0.68183,?,0.67016,0.15445,0.64158,0.13608,0.65707,?,0.59759,?,0.57455,?,g
1.0,1.0,-1.0,0.0,?,0.77941,?,0.80882,?,?,?,?,?,0.0,?,0.72059,?,?,-0.60294,?,0.0,?,-1.0,?,-1.0,?,?,?,?,1.0,-1.0,?,0.0,b
1.0,1.0,0.01709,?,-0.03142,?,-0.03436,?,-0.05071,0.99026,-0.07092,?,-0.09002,?,-0.15727,1.0,-0.14257,?,?,1.0,?,?,-0.19272,0.98971,-0.22083,?,?,0.94599,?,?,?,0.87011,-0.23296,g
?,?,?,?,?,?,0.0,?,?,?,?,?,?,?,?,0.0,?,0.0,?,?,?,0.0,0.0,0.0,0.0,?,-1.0,?,0.0,?,?,?,?,b
?,0.95704,?,?,?,0.96365,?,0.97026,0.0846,0.92003,-0.01124,0.83543,-0.24719,1.0,?,0.99273,-0.21216,0.98678,?,1.0,?,?,-0.39458,?,-0.19233,0.88793,?,?,-0.23728,?,-0.31857,0.69531,-0.41573,g
?,0.28409,?,0.0,0.0,0.68182,-1.0,?,?,0.64394,0.06439,0.34848,?,0.0,0.0,0.59091,-0.35985,0.45076,-0.80682,0.0,0.0,?,?,0.24242,0.17803,?,?,?,-0.48485,?,-0.70076,0.0,0.0,?
1.0,?,?,?,?,0.98898,?,0.90083,?,1.0,-0.10104,?,?,1.0,?,?,-0.17681,1.0,?,1.0,?,?,-0.26571,1.0,?,?,-0.33304,1.0,-0.36931,?,-0.4074,1.0,?,?
1.0,?,?,0.0,0.0,0.0,?,?,0.0,0.62195,1.0,?,?,0.0,0.0,?,-0.71951,0.56098,-1.0,?,0.0,0.0,?,0.0,?,1.0,0.10976,0.0,0.0,?,0.0,0.0,0.0,?
1.0,0.99449,0.00526,?,-0.11313,?,?,?,?,0.96484,-0.07496,0.85221,?,0.87161,-0.20848,?,-0.12977,0.98298,?,?,7.5E-4,?,-0.05882,0.93368,?,0.87579,-0.17806,?,?,0.80253,?,0.76586,-0.27794,g
1.0,0.10135,0.10811,?,0.0,?,?,?,?,?,1.0,?,?,?,?,0.37162,-1.0,?,-1.0,?,0.0,?,?,-0.42568,-1.0,1.0,-1.0,?,?,?,?,?,?,?
?,1.0,-0.57224,0.9915,?,0.89518,?,?,?,?,-0.23229,0.6289,-0.86402,1.0,-0.57535,1.0,?,?,?,0.96601,-1.0,0.7012,?,?,-0.76904,0.53777,?,?,-1.0,?,-1.0,0.30445,?,g
?,0.65909,?,0.0,0.0,0.0,0.0,?,1.0,?,?,?,?,0.0,?,0.62121,-0.22727,?,?,?,?,0.0,?,?,0.0,1.0,?,-0.12879,-0.93182,0.0,?,?,?,?
?,0.86284,?,?,?,0.67203,?,?,0.69962,0.36705,0.81533,?,0.85671,-0.04061,?,-0.17241,?,-0.341,0.65747,?,0.56092,-0.6023,0.40996,-0.59234,?,-0.63038,?,?,?,?,-0.19923,-0.42912,?,?
1.0,?,?,0.0,0.0,?,-1.0,0.9,1.0,0.43,0.64,?,0.0,0.0,0.0,0.67,-0.29,0.84,?,0.0,?,?,?,0.21,0.68,?,0.22,?,0.0,?,0.0,0.0,?,b
