@relation dataset

@attribute a01 real
@attribute a03 real
@attribute a04 real
@attribute a05 real
@attribute a06 real
@attribute a07 real
@attribute a08 real
@attribute a09 real
@attribute a10 real
@attribute a11 real
@attribute a12 real
@attribute a13 real
@attribute a14 real
@attribute a15 real
@attribute a16 real
@attribute a17 real
@attribute a18 real
@attribute a19 real
@attribute a20 real
@attribute a21 real
@attribute a22 real
@attribute a23 real
@attribute a24 real
@attribute a25 real
@attribute a26 real
@attribute a27 real
@attribute a28 real
@attribute a29 real
@attribute a30 real
@attribute a31 real
@attribute a32 real
@attribute a33 real
@attribute a34 real
@attribute class {0, 1}


@data
1.0,?,-0.08459,0.0,0.0,0.0,0.0,?,-0.2681,-0.45663,-0.38172,0.0,?,-0.33656,?,-0.37133,0.15018,0.63728,0.22115,?,?,0.0,0.0,-0.14803,?,0.20645,?,0.0,?,0.16595,?,-0.08208,0.38065,0
1.0,1.0,?,?,?,?,?,1.0,-0.43107,1.0,-0.41349,?,?,?,-0.59017,0.8923,-0.66474,0.69876,-0.70997,0.70645,?,?,?,0.55867,-0.89128,?,-0.865,?,?,?,-0.89093,0.22995,-0.89158,1
1.0,?,-0.5421,1.0,-1.0,1.0,?,1.0,0.36217,?,-0.41119,1.0,1.0,?,?,1.0,?,?,-0.93599,1.0,?,?,?,1.0,-0.40888,?,?,?,-1.0,1.0,-1.0,1.0,-1.0,0
1.0,1.0,?,1.0,-0.10169,0.99999,-0.15197,1.0,?,0.94055,-0.35151,0.95735,?,0.93719,?,?,?,0.90137,-0.43383,0.86043,-0.47308,0.82987,?,?,-0.47137,0.76224,?,0.65723,?,?,-0.64537,0.64727,?,1
1.0,?,?,1.0,0.2228,0.85492,-0.39896,1.0,?,1.0,0.35147,1.0,?,1.0,?,?,-1.0,?,-1.0,0.61831,0.15803,?,?,1.0,-0.17012,1.0,0.35924,?,?,?,0.88428,?,-0.18826,?
?,1.0,?,1.0,?,1.0,-0.05563,1.0,0.08764,1.0,0.19651,1.0,0.20328,1.0,0.12785,1.0,?,?,?,1.0,0.44758,1.0,0.4175,?,0.20033,1.0,?,?,?,1.0,0.32492,1.0,0.46712,1
?,0.50932,-0.93996,1.0,0.26708,-0.0352,?,?,-1.0,?,-1.0,?,0.0,-1.0,?,?,?,1.0,?,0.0,0.0,0.0,0.0,-0.16253,0.92236,?,?,0.0,0.0,?,0.23188,0.0,?,0
1.0,0.99645,0.06468,1.0,-0.01236,?,?,?,?,?,?,0.89323,0.10346,?,0.05269,0.88809,0.1112,?,0.08631,0.81633,0.1183,0.83668,0.14442,0.81329,0.13412,0.79476,0.13638,0.7911,?,?,0.1593,?,0.12015,1
0.0,0.0,0.0,-1.0,-1.0,?,?,?,1.0,-1.0,1.0,1.0,?,1.0,1.0,?,-1.0,-1.0,?,1.0,-1.0,-1.0,1.0,-1.0,?,?,?,-1.0,?,-1.0,-1.0,?,-1.0,0
1.0,?,?,0.66626,0.05031,?,0.18761,0.08776,?,0.63621,?,?,0.14285,?,0.10976,0.58373,0.18151,0.14395,?,0.53888,?,?,0.22625,0.48838,0.23724,?,0.24618,?,0.25306,0.40663,?,?,?,?
0.0,1.0,-1.0,0.0,?,?,0.0,1.0,1.0,1.0,?,-0.71875,?,?,0.0,?,?,1.0,1.0,-1.0,1.0,1.0,?,-1.0,1.0,1.0,1.0,?,-1.0,?,1.0,1.0,1.0,0
?,?,-0.00612,?,-0.09834,1.0,-0.07649,1.0,-0.10605,1.0,-0.11073,1.0,?,?,-0.15616,0.92124,?,?,-0.34534,0.91693,-0.44072,?,-0.46866,?,?,0.82681,-0.42231,?,-0.38231,?,-0.40575,?,-0.45039,1
0.0,1.0,1.0,0.0,?,?,?,-1.0,?,?,0.0,0.0,?,-1.0,-1.0,-1.0,?,?,1.0,?,1.0,?,?,0.0,?,?,?,-1.0,?,-1.0,1.0,-1.0,?,0
?,0.96071,0.07088,?,0.04296,?,0.09313,?,?,0.89263,0.0258,0.8325,-0.06142,0.87534,0.09831,?,?,?,?,0.65961,?,0.64158,?,?,-0.07705,0.58051,-0.02205,?,-0.01251,0.5131,-1.5E-4,0.52099,-0.00182,1
?,?,1.0,?,0.0,?,0.0,-1.0,1.0,1.0,?,?,0.0,?,0.0,?,?,?,?,?,1.0,?,0.0,?,?,?,-1.0,1.0,?,-1.0,1.0,?,0.0,?
1.0,?,-0.06182,?,0.02942,?,?,?,-0.01707,1.0,?,0.84493,-0.05202,0.93392,?,?,?,0.65731,?,0.9491,-0.31558,0.80852,?,0.84932,?,0.72529,?,0.73094,?,0.54356,?,?,?,?
1.0,1.0,?,1.0,?,?,?,?,-1.0,?,-1.0,1.0,?,?,-1.0,1.0,-1.0,1.0,-1.0,?,?,1.0,-1.0,1.0,?,1.0,-1.0,1.0,?,1.0,-1.0,1.0,-1.0,0
1.0,?,-0.08714,1.0,-0.17263,0.86635,-0.81779,0.94817,?,0.95473,-0.41382,0.88486,-0.31736,?,-0.23433,0.81051,?,0.12245,?,?,?,0.62357,-0.78547,?,-0.82868,?,?,?,-0.89674,?,?,?,-1.0,?
?,?,-1.0,0.0,0.0,-1.0,1.0,?,-0.375,?,0.0,0.0,?,0.0,0.0,1.0,-1.0,?,-1.0,1.0,-1.0,0.0,0.0,?,?,?,1.0,?,?,0.0,?,-1.0,1.0,0
1.0,?,0.0838,?,0.17387,1.0,?,0.98172,0.6452,1.0,0.47904,?,0.59113,1.0,0.70758,1.0,0.82777,1.0,?,?,?,0.98042,?,0.91624,1.0,0.83899,?,0.74822,?,0.64358,?,0.52479,?,?
0.0,?,-1.0,1.0,?,1.0,?,-1.0,1.0,?,-1.0,?,-1.0,0.0,?,1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,?,?,1.0,1.0,-1.0,?,-1.0,?,?,1.0,?,0
?,1.0,-0.14236,1.0,-0.16256,1.0,-0.23656,?,-0.07514,1.0,?,1.0,?,?,?,?,?,1.0,-0.46162,?,?,?,?,1.0,-0.47643,?,-0.49687,1.0,-0.7582,1.0,-0.75761,?,-0.84437,1
1.0,1.0,-1.0,?,?,1.0,-1.0,?,?,1.0,?,1.0,?,1.0,-1.0,1.0,1.0,1.0,-0.85583,?,1.0,1.0,-1.0,0.0,0.0,?,1.0,?,-0.79141,1.0,1.0,?,1.0,?
?,?,-0.14639,?,?,0.921,?,?,-0.17036,0.88462,?,0.85269,-0.31463,?,?,0.80681,?,?,-0.47022,0.70555,?,0.6615,-0.50085,?,-0.48086,0.56804,?,0.50179,-0.59854,0.47075,?,0.42189,-0.58086,1
?,0.71253,-0.02595,?,-0.23067,0.98019,-0.09473,?,-0.10236,1.0,?,0.58965,?,0.83726,?,0.8227,?,?,-0.28257,?,?,?,?,0.65493,-0.20392,0.93124,-0.41307,?,-0.21901,0.86136,?,-0.23186,?,0
1.0,1.0,?,0.72314,0.27686,0.83443,-0.58388,1.0,?,?,?,?,-0.12527,0.76837,0.14638,?,0.39337,?,0.2659,?,?,0.92599,?,?,?,1.0,?,?,-0.11129,1.0,?,1.0,-0.57758,1
?,0.66161,?,1.0,?,?,?,0.80893,?,?,?,1.0,?,?,?,?,0.70982,1.0,?,1.0,0.85268,?,-1.0,1.0,0.85357,1.0,?,0.95982,-0.3625,1.0,0.65268,1.0,0.34732,?
1.0,1.0,0.00433,?,?,?,-0.0296,1.0,?,0.97839,-0.06256,1.0,?,?,-0.07917,?,-0.13665,0.94184,?,?,?,?,?,0.89469,-0.20851,?,?,0.85644,-0.18552,0.83777,-0.20101,0.83867,?,1
0.0,1.0,1.0,1.0,-1.0,?,?,?,0.0,-1.0,-1.0,?,?,?,0.0,?,?,?,1.0,?,1.0,?,1.0,1.0,-1.0,1.0,?,?,?,1.0,?,0.0,?,0
?,?,?,0.94191,0.0228,?,?,?,0.01321,?,0.06348,?,?,?,0.06211,0.88899,?,0.83744,0.14439,0.80983,0.11849,?,?,?,?,0.7355,0.13282,?,0.153,0.70925,?,0.65258,0.11447,1
?,?,0.02461,?,?,?,?,0.61745,?,0.91036,0.11147,0.88462,?,?,0.14137,?,0.15189,?,0.41003,?,?,?,?,?,0.1639,?,0.16019,?,?,?,?,?,1.0,0
?,?,?,?,?,?,?,?,0.32213,?,0.39039,0.75474,?,?,0.52321,0.65954,0.60756,0.57619,0.62999,?,?,0.40553,?,0.34384,?,?,0.72386,?,0.70682,0.11372,?,0.0699,?,1
1.0,-1.0,?,?,?,?,-0.14375,?,0.0,?,1.0,?,1.0,0.17917,?,?,?,0.0875,-1.0,?,?,?,1.0,-1.0,?,1.0,-1.0,-1.0,-1.0,?,1.0,?,?,0
1.0,?,?,0.86528,?,?,0.16598,0.55187,?,0.70207,0.36719,0.16286,?,0.5762,?,?,0.49618,0.31639,0.12967,?,?,?,0.55826,0.24856,0.56527,0.18626,0.56605,0.12635,?,0.06927,0.55061,?,0.67739,?
1.0,?,-1.0,1.0,0.82857,?,-1.0,1.0,?,1.0,0.96161,?,?,?,-1.0,?,?,?,?,?,-0.03393,?,1.0,0.5375,0.85714,?,?,?,?,1.0,-1.0,1.0,-1.0,?
1.0,?,-0.05785,?,-0.13009,0.98663,-0.1943,0.99374,?,?,?,?,?,0.89812,?,0.84922,?,?,-0.57075,?,-0.59839,?,-0.64615,0.68282,-0.68479,?,?,0.6101,?,?,?,0.49195,?,1
?,0.0,?,?,0.0,0.0,?,1.0,?,?,1.0,0.0,0.0,0.0,?,-0.375,-1.0,?,?,?,?,?,0.0,?,-1.0,?,?,-1.0,1.0,?,0.0,0.0,0.0,?
?,1.0,?,?,-0.07383,?,-0.11039,0.99838,-0.09931,?,?,?,-0.21695,?,-0.25099,?,-0.344,?,-0.32152,?,-0.34691,?,?,0.86213,-0.4299,0.83172,-0.43122,0.81433,-0.42593,?,-0.47977,0.75115,-0.50152,1
1.0,0.94598,-0.02685,?,?,?,0.35639,?,-0.63427,1.0,?,?,?,-0.54852,?,0.91921,?,?,?,?,-0.31454,?,?,0.83872,?,?,-0.5813,1.0,-0.61393,?,?,-0.06117,0.41913,0
?,?,0.00874,?,?,?,-0.05699,?,?,0.99004,?,0.94713,?,0.93369,?,?,-0.11583,0.79682,-0.192,?,?,?,?,?,?,0.81813,?,0.78546,-0.23864,?,-0.23095,0.74323,-0.23902,1
?,?,?,?,?,?,0.0,?,?,0.0,0.0,?,?,-1.0,?,-0.55711,-0.83297,0.7694,?,?,0.0,?,0.35668,?,?,1.0,?,-1.0,?,?,?,0.0,0.0,0
?,0.84134,?,0.43644,?,0.93421,-0.00267,0.87947,?,?,-0.01789,0.88559,0.54991,?,-0.57486,?,-0.2952,0.86676,-0.20104,1.0,1.0,?,?,0.90066,-0.02778,0.93358,-0.01158,0.61582,-0.32298,?,?,0.93323,-0.01425,?
0.0,?,1.0,?,?,0.0,?,?,?,?,?,1.0,1.0,-1.0,?,1.0,-1.0,?,?,?,0.0,?,-1.0,1.0,-1.0,1.0,?,-1.0,-1.0,0.0,0.0,?,?,?
?,?,?,1.0,?,0.9101,1.0,-0.2697,?,?,?,-1.0,?,?,?,?,-0.57779,?,?,?,-1.0,-0.52838,-1.0,?,-1.0,?,-1.0,1.0,-1.0,1.0,-0.34686,1.0,0.34845,?
1.0,-0.67935,?,-1.0,1.0,?,?,0.03515,-1.0,-1.0,-1.0,1.0,?,?,-1.0,?,1.0,?,?,1.0,?,?,?,-0.18856,?,1.0,?,-1.0,-1.0,-1.0,1.0,?,0.33611,?
?,?,?,?,?,?,-0.08484,?,-0.06561,?,?,?,?,?,-0.19497,0.9963,-0.32268,?,?,0.91428,?,0.9014,?,0.99899,?,0.87244,-0.34586,0.92059,?,?,-0.39061,?,?,?
?,?,-0.20685,-1.0,1.0,-1.0,1.0,0.71875,?,?,-0.62723,?,-1.0,?,1.0,-0.02753,0.59152,-0.42113,-0.42113,?,-1.0,-1.0,-0.46801,?,?,1.0,-1.0,-1.0,-0.38914,-1.0,?,-1.0,?,?
?,1.0,-0.02259,?,?,1.0,-0.06682,1.0,-0.08799,1.0,?,?,?,1.0,-0.14522,?,?,?,?,0.99484,-0.18949,?,-0.20081,1.0,-0.92284,0.8728,-0.21793,?,?,0.78479,?,0.73992,?,?
0.0,-1.0,?,1.0,-1.0,-1.0,?,?,?,?,?,?,?,1.0,?,?,-1.0,?,?,-1.0,?,?,1.0,1.0,-1.0,1.0,1.0,1.0,?,?,?,-1.0,?,?
1.0,?,0.05812,0.94525,0.07418,0.99952,?,?,-0.01911,?,0.07033,0.95713,0.14644,?,0.11224,?,?,?,0.16265,0.99695,0.14258,0.90784,?,0.91667,0.22431,?,?,?,?,0.78324,?,0.83574,0.31166,1
1.0,?,-1.0,?,1.0,?,0.0,0.0,?,?,?,0.0,?,?,-0.67708,0.80521,?,0.51979,?,0.0,0.0,?,-0.27083,?,0.9625,?,1.0,?,0.67708,0.0,?,0.0,0.0,0
?,1.0,0.09771,1.0,0.12197,?,?,0.98602,?,0.9493,0.19211,0.92992,?,0.89241,0.28343,?,?,?,0.33129,?,?,?,0.39597,0.76193,0.34658,0.68452,?,0.62764,?,0.56791,0.47033,0.54252,0.50903,?
?,?,-0.35625,?,?,0.0,?,0.0,0.0,?,0.0,0.0,0.0,0.12292,-0.55,?,0.82813,1.0,?,?,0.0,0.08333,-1.0,-0.10625,?,1.0,-0.76667,-1.0,0.18854,0.0,0.0,1.0,-0.27292,0
1.0,1.0,0.16801,0.99352,?,0.94616,?,?,0.2261,?,0.37107,0.8425,0.46899,?,0.49225,?,0.48311,0.65091,?,0.56553,?,?,0.6472,0.48311,0.55236,?,?,0.35684,0.76147,0.33921,0.66844,0.22101,0.78685,?
1.0,?,?,?,?,?,?,0.87719,?,?,?,?,0.58772,?,?,?,?,0.14254,-0.03289,0.32675,?,-1.0,?,0.80921,?,?,?,?,1.0,?,?,1.0,1.0,0
1.0,?,?,?,0.76131,0.8706,?,1.0,?,?,?,?,?,?,0.00879,0.97613,-0.50126,?,-0.24497,?,-0.19095,1.0,?,0.93593,?,?,?,?,-0.27387,0.4397,?,0.51382,?,1
?,0.84783,0.10598,?,?,1.0,?,?,?,1.0,0.27038,1.0,0.60598,1.0,0.35507,?,0.02672,0.58424,-0.43025,?,0.63496,0.8913,?,?,?,?,0.15942,0.37681,-0.01947,?,0.22464,1.0,?,0
?,?,0.28046,?,0.02477,?,?,?,?,0.98762,?,1.0,0.05489,?,0.04384,0.9575,?,0.84371,-0.08668,?,0.0415,0.99933,0.27376,?,?,?,-0.02174,0.86747,?,0.94578,?,0.80355,?,1
0.0,?,-1.0,?,-1.0,?,-1.0,1.0,-1.0,?,1.0,1.0,1.0,?,?,?,1.0,1.0,?,1.0,?,1.0,?,1.0,-1.0,?,-1.0,?,?,?,?,1.0,-1.0,0
?,1.0,0.67784,0.81309,?,0.43019,1.0,?,0.80541,?,?,-0.79135,?,-1.0,?,-0.39046,-0.58634,?,?,?,?,?,-0.97491,0.41366,-1.0,0.41778,?,?,-1.0,?,-0.35222,?,0.03446,?
1.0,?,?,1.0,-1.0,?,?,1.0,?,1.0,?,?,?,?,-1.0,1.0,?,1.0,1.0,1.0,1.0,1.0,?,1.0,?,?,0.5,0.0,0.0,1.0,?,1.0,?,0
?,?,?,?,0.18281,?,?,?,?,1.0,?,1.0,0.38643,1.0,?,1.0,0.65701,?,0.53846,?,?,?,?,0.89593,0.68326,0.89502,?,?,0.67149,?,?,?,0.75837,1
?,?,?,1.0,?,?,-1.0,?,-1.0,?,0.0,?,0.0,-1.0,1.0,1.0,-1.0,?,?,-0.75,1.0,1.0,-1.0,?,?,1.0,-1.0,?,?,?,0.0,?,?,0
?,?,0.0862,0.9676,0.19279,?,?,?,0.35052,?,?,0.86265,0.52517,?,0.58794,?,0.69065,?,?,0.54473,?,0.48339,?,0.40615,?,0.33401,0.83796,?,?,0.13756,0.86835,0.09048,0.86285,1
1.0,0.69444,?,?,0.0,-0.32937,0.69841,?,0.0,0.0,?,0.0,0.0,?,?,0.21032,0.19444,?,?,0.0,?,0.0,?,0.73413,0.27381,0.7619,?,?,0.0,0.0,0.0,0.0,0.0,?
1.0,?,0.0507,1.0,0.10827,1.0,0.19498,1.0,0.28453,?,0.34826,?,?,0.94575,0.42881,?,?,?,?,?,0.59962,?,?,?,0.63942,0.59417,?,0.49538,?,0.47027,?,?,?,1
0.0,?,1.0,?,?,1.0,-1.0,?,?,?,?,?,1.0,?,-1.0,1.0,?,?,?,1.0,-1.0,-1.0,-1.0,1.0,?,1.0,?,?,?,?,0.0,?,-1.0,?
1.0,1.0,?,?,0.11982,1.0,0.16159,?,0.27921,0.98703,0.30889,0.92745,?,?,?,0.81939,0.46059,?,?,?,?,?,0.58129,?,0.59723,?,?,?,?,?,0.63636,?,0.62658,?
?,1.0,1.0,1.0,?,1.0,1.0,?,1.0,?,1.0,?,1.0,1.0,1.0,?,?,-1.0,?,?,?,-1.0,?,?,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,?,1.0,?
?,?,?,1.0,?,1.0,?,1.0,?,1.0,?,?,?,1.0,0.77128,1.0,?,?,?,0.74468,?,?,?,0.64628,?,0.38255,1.0,?,?,?,1.0,?,?,?
?,1.0,?,?,-1.0,?,?,-1.0,?,0.0,0.0,1.0,1.0,0.0,?,0.0,?,?,?,?,?,?,1.0,1.0,?,1.0,1.0,1.0,1.0,1.0,-1.0,?,?,0
1.0,1.0,-0.06604,?,?,1.0,?,1.0,0.2028,?,-1.0,?,-0.40559,1.0,-0.15851,?,?,?,?,?,-0.26573,1.0,?,1.0,?,1.0,-0.81372,?,?,1.0,?,?,-0.48252,1
?,?,?,?,1.0,?,?,?,?,1.0,1.0,1.0,-1.0,1.0,?,1.0,1.0,1.0,-1.0,?,1.0,?,?,?,?,?,?,1.0,?,?,?,1.0,?,?
?,?,0.07804,0.92679,0.16251,?,0.24618,?,?,0.78801,?,0.70716,0.46983,0.70796,?,?,?,?,0.64924,0.39903,0.66975,?,0.68343,?,?,?,0.73885,0.09694,0.71038,0.02735,?,-0.04023,?,1
?,?,?,?,0.21908,?,0.32862,0.25795,0.58304,1.0,-0.15194,?,0.44523,?,0.38869,0.18681,0.41168,?,?,0.04325,?,-8.3E-4,?,?,0.19405,?,?,?,?,-0.04585,?,-0.04013,0.04586,0
1.0,0.74852,-0.02811,?,-0.05178,?,?,0.85947,?,0.63462,0.08728,0.71598,?,0.73077,0.05178,0.7855,-0.27811,?,-0.01479,0.78698,?,0.34615,?,0.65385,?,?,-0.06637,?,?,0.59024,-0.14053,?,?,1
?,0.39179,-0.06343,?,?,?,1.0,0.35821,0.15299,?,0.1306,0.61567,-0.8209,?,?,?,?,?,-0.11567,0.65574,?,0.83209,0.45522,0.47015,?,?,0.1463,0.32463,?,0.39118,?,?,?,0
?,0.67547,?,?,?,?,0.03774,0.66038,-0.04528,0.64528,0.01132,?,?,0.72075,?,0.76981,?,?,-0.07925,?,?,0.73962,-0.14717,?,-0.15094,?,?,0.66792,0.02264,0.86415,?,0.73208,?,1
1.0,?,-0.05,0.89241,?,1.0,?,?,?,?,-0.16818,?,0.09559,?,?,?,0.21818,?,?,1.0,-0.3,?,?,?,0.32727,?,0.14673,0.42273,?,?,?,1.0,?,0
?,0.57647,?,?,0.0,0.38431,0.12941,?,?,0.56471,0.14118,?,0.08235,?,?,0.58039,0.01569,?,?,0.45882,?,?,0.08235,?,?,0.48601,?,?,?,0.45098,?,?,?,?
?,?,?,0.35,?,0.23182,0.27955,?,?,0.04517,?,-0.19091,?,-0.1335,?,?,0.40455,-0.34773,?,-0.20028,0.05078,-0.18636,?,?,?,?,-0.07114,?,-1.0,-0.02916,-0.07464,?,-0.06314,0
?,?,?,1.0,?,0.82403,?,0.85086,0.05901,0.90558,?,0.85193,0.25,?,0.25322,?,?,?,0.39056,?,0.27575,1.0,0.34871,?,0.52039,?,0.53235,?,?,?,?,0.52361,?,?
?,?,?,?,?,?,-0.56435,?,0.04576,?,?,-0.18494,?,?,?,?,?,0.77979,?,?,?,-0.34128,?,0.78932,?,0.70882,?,0.77884,-0.14109,-0.21354,?,-0.18494,?,?
?,0.7087,-0.24783,0.64348,0.04348,?,?,?,0.18261,?,?,0.57826,-0.23043,?,?,0.38696,-0.42609,0.36087,?,?,0.11739,0.53246,?,0.31304,-0.12174,0.4993,?,0.48348,?,?,-0.25217,0.50435,?,1
1.0,-0.5418,?,?,?,?,-0.13932,?,?,?,?,0.47368,?,0.56347,-0.1548,?,?,0.33746,?,?,?,-0.63777,-0.6161,1.0,?,0.41348,?,-0.1517,?,?,0.5582,?,?,?
?,0.29202,?,0.45331,0.16808,?,-0.00509,?,0.20883,?,-0.16638,?,-0.04754,0.55518,?,0.81664,-0.22411,0.42445,-0.04244,?,?,?,?,?,-0.03176,?,?,?,?,0.70798,-0.01868,0.39559,-0.03226,?
?,0.79157,0.16851,0.0,?,0.56541,0.06874,0.39468,?,?,0.99557,-0.02439,0.53215,0.23725,?,-0.02661,0.95122,?,0.84922,-0.102,?,-0.42572,?,?,?,?,?,-1.0,?,-1.0,?,0.0,?,0
1.0,?,0.16607,?,0.37379,?,?,?,0.72997,0.44303,0.81152,0.24412,0.87493,?,?,?,0.87396,?,?,-0.46635,0.65924,?,0.53805,?,?,?,?,?,?,-0.71475,-0.05525,-0.67699,-0.19904,?
?,0.97714,?,?,0.46259,0.71771,0.58732,?,?,0.31409,0.92643,0.10289,0.93945,?,?,-0.3202,0.91624,-0.52145,?,-0.68274,0.49508,?,0.33537,-0.85376,0.17849,-0.83314,-0.01358,?,-0.19321,-0.67289,?,?,?,1
1.0,?,-1.0,0.0,0.0,?,-0.78502,0.60586,0.32899,?,?,?,?,0.0,?,?,?,?,-0.63518,?,?,-1.0,?,1.0,-0.59609,-1.0,-1.0,-1.0,-1.0,1.0,?,0.0,?,?
1.0,?,?,0.79074,?,0.78575,0.03793,?,0.09948,0.67801,0.31152,0.75934,?,?,0.08442,0.70681,-0.07853,?,?,?,0.11355,0.68183,?,?,?,?,0.13608,0.65707,?,?,?,?,0.15114,1
?,1.0,?,?,?,0.77941,?,?,?,-0.41912,-0.94853,?,0.0,0.0,?,0.72059,-0.77206,0.73529,-0.60294,?,0.0,0.18382,-1.0,?,-1.0,-1.0,-1.0,1.0,?,1.0,?,?,?,?
?,?,0.01709,?,?,?,-0.03436,?,?,?,-0.07092,?,-0.09002,1.0,-0.15727,?,?,0.9831,?,?,-0.18519,?,-0.19272,0.98971,-0.22083,0.9649,-0.20243,0.94599,-0.17123,0.96436,-0.22561,?,?,1
0.0,?,0.0,?,?,?,0.0,?,?,?,?,0.0,?,0.0,?,0.0,?,?,0.0,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,0
1.0,?,?,?,?,?,-0.18242,?,?,?,?,0.83543,-0.24719,1.0,-0.31395,?,-0.21216,0.98678,-0.21018,1.0,-0.27165,0.93126,-0.39458,?,?,0.88793,?,?,?,0.89095,-0.31857,?,-0.41573,1
1.0,0.28409,?,0.0,0.0,0.68182,?,?,0.95833,?,0.06439,?,-0.84848,0.0,?,?,-0.35985,0.45076,?,?,?,0.0,0.0,?,?,1.0,?,?,-0.48485,?,?,0.0,0.0,0
1.0,0.9449,-0.49311,1.0,?,?,?,?,0.66942,?,?,1.0,?,?,-0.15017,1.0,-0.17681,?,?,1.0,?,1.0,-0.26571,?,?,?,?,1.0,-0.36931,?,-0.4074,?,?,?
1.0,?,0.0,?,?,0.0,0.0,0.0,0.0,0.62195,?,?,0.0,0.0,0.0,0.36585,?,?,?,0.0,0.0,?,?,0.0,?,1.0,?,?,0.0,0.0,?,?,0.0,?
1.0,?,?,?,?,0.88237,?,0.99061,-0.06257,?,?,0.85221,0.02966,?,-0.20848,0.93881,-0.12977,?,?,0.89876,7.5E-4,0.87836,?,0.93368,?,?,?,0.94294,?,0.80253,-0.25741,0.76586,-0.27794,?
1.0,0.10135,?,0.0,0.0,0.0,?,?,0.82432,0.31081,1.0,0.0,?,?,0.0,?,?,0.33108,?,0.0,?,?,0.0,?,-1.0,1.0,-1.0,?,?,?,0.0,?,?,?
?,1.0,?,0.9915,?,0.89518,?,1.0,?,1.0,?,0.6289,-0.86402,1.0,-0.57535,1.0,?,?,?,?,?,?,-0.74896,0.61946,?,0.53777,?,0.8102,?,1.0,-1.0,0.30445,-0.76112,?
?,?,?,?,0.0,0.0,0.0,0.77273,?,1.0,-0.2803,0.0,0.0,?,0.0,?,-0.22727,0.84091,-1.0,1.0,?,?,?,?,0.0,1.0,?,-0.12879,-0.93182,?,?,?,?,?
?,0.86284,0.1931,?,0.41149,0.67203,?,0.54559,0.69962,0.36705,?,?,0.85671,-0.04061,?,-0.17241,?,-0.341,?,?,0.56092,-0.6023,0.40996,?,?,-0.63038,?,?,?,?,-0.19923,?,-0.31954,?
