@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data
995.7554,?,24.96305,121.54915,25.5
561.9845,5.0,24.98746,?,?
642.6985,3.0,24.97559,?,?
289.3248,5.0,?,121.54348,46.1
1414.837,1.0,24.95182,?,?
?,3.0,24.97289,121.51728,21.4
?,10.0,24.98343,121.53762,44.0
?,?,24.97503,?,?
1360.139,1.0,24.95204,121.54842,?
175.6294,8.0,24.97347,121.54271,?
390.5684,5.0,24.97937,121.54245,52.2
274.0144,1.0,24.9748,121.53059,?
1805.665,2.0,24.98672,121.52091,31.1
90.45606,9.0,24.97433,?,58.0
1783.18,3.0,24.96731,?,20.9
383.7129,?,24.972,?,48.1
590.9292,1.0,24.97153,121.53559,?
?,6.0,24.97838,?,40.8
492.2313,5.0,24.96515,?,43.8
529.7771,8.0,?,121.53655,40.2
186.5101,9.0,24.97703,121.54265,78.3
1402.016,?,24.98569,?,38.5
?,?,?,121.53743,48.5
?,?,24.98569,?,42.3
324.9419,?,24.97814,?,46.0
193.5845,6.0,24.96571,121.54089,?
4082.015,0.0,24.94155,?,12.8
265.0609,8.0,?,121.53986,40.2
3171.329,?,25.00115,121.51776,46.6
?,0.0,24.9489,121.53095,?
?,?,?,121.51284,33.4
4074.736,?,?,121.50357,14.7
4412.765,1.0,24.95032,121.49587,?
?,9.0,24.98016,121.53932,?
2216.612,4.0,24.96007,?,?
?,7.0,?,121.54297,39.3
?,10.0,24.98322,121.53765,?
732.8528,0.0,24.97668,?,39.0
?,0.0,24.97668,121.52518,?
?,0.0,?,121.54767,?
?,?,24.96412,121.5167,28.8
250.631,7.0,?,?,41.4
2077.39,3.0,24.96357,121.51329,33.4
204.1705,?,?,121.53923,48.2
1559.827,3.0,24.97213,?,21.7
639.6198,?,?,121.54814,?
389.8219,6.0,24.96412,?,40.6
1055.067,0.0,24.96211,121.54928,23.1
1009.235,0.0,24.96357,?,22.3
6306.153,1.0,?,121.47516,15.0
424.7132,7.0,?,121.53917,?
?,0.0,?,?,13.8
90.45606,9.0,?,121.5431,52.7
1735.595,?,24.96464,?,25.9
329.9747,5.0,24.98254,121.54395,51.8
5512.038,1.0,24.95095,?,17.4
?,1.0,24.97519,121.53151,26.5
444.1334,1.0,?,121.5273,43.9
292.9978,6.0,24.97744,?,?
837.7233,?,?,121.54767,28.8
1485.097,4.0,24.97073,121.517,?
?,3.0,24.95885,121.51359,?
289.3248,5.0,24.98203,?,53.0
2147.376,?,?,?,31.7
493.657,7.0,24.96968,121.54522,40.6
?,?,24.97886,121.53464,38.1
1783.18,3.0,?,?,23.7
482.7581,5.0,24.97433,121.53863,41.1
390.5684,5.0,?,121.54245,40.1
?,?,24.96334,121.54767,?
252.5822,1.0,24.9746,121.53046,?
?,8.0,?,121.5449,26.5
?,5.0,24.96515,121.53737,?
?,1.0,24.97371,?,?
394.0173,?,24.97305,121.53994,41.0
23.38284,7.0,24.96772,?,49.7
461.1016,5.0,24.95425,121.5399,34.0
2185.128,3.0,24.96322,?,27.7
?,6.0,?,121.53844,44.0
1554.25,3.0,24.97026,121.51642,?
?,6.0,24.96581,?,45.4
387.7721,9.0,?,?,44.8
1455.798,1.0,24.9512,121.549,25.6
1978.671,2.0,24.98674,121.51844,?
383.2805,7.0,24.96735,?,?
718.2937,3.0,24.97509,121.53644,?
90.45606,9.0,24.97433,121.5431,56.3
461.1016,5.0,?,?,?
323.6912,?,24.97841,121.5428,?
289.3248,5.0,24.98203,121.54348,44.5
490.3446,?,?,?,37.0
56.47425,7.0,24.95744,121.53711,54.4
395.6747,5.0,24.95674,121.534,24.5
?,7.0,24.96735,?,42.5
?,6.0,24.9796,121.5414,38.1
2179.59,3.0,24.96299,?,21.8
1144.436,4.0,?,?,34.1
?,?,?,?,28.5
4082.015,0.0,24.94155,121.50381,16.7
121.7262,10.0,24.98178,121.54059,46.1
?,4.0,24.96696,121.53992,36.9
461.7848,0.0,24.97229,121.53445,35.7
2288.011,3.0,?,?,23.2
?,?,24.97161,121.53423,38.4
1626.083,3.0,24.96622,121.51668,?
289.3248,?,24.98203,121.54348,55.0
169.9803,?,24.97369,?,?
?,?,24.9546,121.56627,24.7
289.3248,5.0,24.98203,?,?
1264.73,0.0,24.94883,?,19.1
1643.499,2.0,?,121.55174,24.7
537.7971,4.0,24.97425,121.53814,?
318.5292,9.0,?,121.54069,78.0
?,5.0,24.96674,121.54067,42.8
577.9615,6.0,24.97201,121.54722,?
1756.411,2.0,24.9832,121.51812,27.3
250.631,7.0,?,?,42.0
752.7669,2.0,24.97795,?,37.5
379.5575,?,?,121.53762,49.8
272.6783,5.0,24.95562,121.53872,26.9
4197.349,0.0,24.93885,121.50383,18.6
964.7496,4.0,?,121.53411,37.7
187.4823,1.0,?,121.52981,?
197.1338,6.0,24.97631,121.54436,?
1712.632,2.0,?,121.5167,?
488.8193,?,?,?,38.1
56.47425,7.0,24.95744,121.53711,62.1
757.3377,?,24.97538,?,?
1497.713,?,24.97003,121.51696,?
?,0.0,?,121.50383,19.2
1156.777,0.0,?,121.53046,?
4519.69,0.0,24.94826,121.49587,15.6
?,2.0,24.97577,?,39.6
?,?,24.96674,?,?
?,5.0,24.99006,?,22.8
?,6.0,?,121.54063,36.5
?,2.0,24.98407,121.51748,?
?,?,24.96871,?,30.9
258.186,9.0,?,121.54331,36.3
329.9747,5.0,24.98254,?,?
270.8895,0.0,24.97281,121.53265,?
?,2.0,?,121.54951,37.0
?,?,24.97433,121.5431,53.5
563.2854,?,?,121.53597,46.6
3085.17,0.0,24.998,121.5155,?
185.4296,?,24.9711,?,?
1712.632,?,24.96412,121.5167,?
6488.021,1.0,?,121.47353,11.2
259.6607,6.0,24.97585,121.54516,?
104.8101,5.0,24.96674,121.54067,47.0
?,5.0,24.96515,121.53737,?
2180.245,?,24.96324,121.51241,?
2674.961,?,24.96143,121.50827,?
2147.376,?,24.96299,121.51284,31.3
?,1.0,24.95204,121.54842,30.1
?,5.0,?,121.54391,60.7
211.4473,1.0,?,?,45.3
338.9679,?,24.96853,121.54413,?
?,?,24.96571,?,?
?,0.0,24.95505,121.55964,24.7
?,10.0,?,121.54022,47.1
281.205,8.0,24.97345,?,63.3
967.4,4.0,?,121.53408,40.0
109.9455,10.0,24.98182,121.54086,?
614.1394,?,?,?,33.1
2261.432,4.0,?,121.51222,29.5
1801.544,1.0,24.95153,?,24.8
?,2.0,24.96464,121.51531,20.9
350.8515,1.0,?,121.53119,?
2185.128,3.0,24.96322,?,22.8
?,5.0,?,121.54348,?
312.8963,5.0,24.95591,121.53956,51.7
157.6052,7.0,?,?,41.5
?,1.0,24.9748,121.53059,52.2
390.5684,5.0,24.97937,121.54245,49.5
?,0.0,?,?,23.8
1717.193,?,24.96447,121.51649,?
?,8.0,24.95836,?,56.8
587.8877,8.0,24.97077,?,?
292.9978,6.0,24.97744,?,69.7
289.3248,?,?,121.54348,?
?,?,24.98298,?,47.3
?,0.0,24.93207,121.51597,29.3
506.1144,4.0,24.97845,?,40.3
4066.587,0.0,?,121.50342,?
82.88643,10.0,?,121.54026,46.6
185.4296,?,24.9711,121.5317,?
2103.555,?,24.96042,121.51462,?
?,4.0,24.95957,?,?
?,8.0,24.96756,?,?
377.8302,9.0,?,?,38.6
1939.749,?,?,121.55387,31.3
443.802,6.0,24.97927,121.53874,35.3
967.4,?,?,?,40.3
4136.271,?,24.95544,?,24.7
512.5487,?,24.974,?,42.5
918.6357,1.0,24.97198,121.55063,31.9
?,4.0,?,?,32.2
1717.193,2.0,?,121.51649,23.0
?,?,24.97371,?,37.3
482.7581,5.0,24.97433,?,?
?,3.0,24.96305,121.51254,27.7
187.4823,1.0,?,121.52981,28.5
161.942,9.0,24.98353,121.53966,39.7
289.3248,5.0,24.98203,121.54348,41.2
130.9945,?,?,121.53765,37.2
372.1386,7.0,?,121.54026,40.5
?,0.0,24.95505,121.55964,?
2175.744,?,24.9633,121.51243,?
4082.015,0.0,24.94155,121.50381,15.4
90.45606,9.0,24.97433,?,50.0
390.9696,7.0,24.97923,?,40.6
104.8101,?,?,?,?
90.45606,?,24.97433,121.5431,63.9
