@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data
1160.632,0.0,24.94968,121.53009,?
?,8.0,?,121.54059,41.9
?,?,?,121.53711,53.5
4510.359,1.0,24.94925,121.49542,?
336.0532,5.0,24.95776,121.53438,?
1931.207,2.0,24.96365,?,21.3
259.6607,6.0,?,121.54516,63.2
2175.877,?,?,121.51254,27.7
?,?,24.97445,121.54765,55.0
995.7554,?,24.96305,?,25.3
123.7429,8.0,24.97635,121.54329,?
193.5845,6.0,24.96571,121.54089,?
104.8101,5.0,24.96674,?,?
?,?,24.97964,121.53805,36.2
561.9845,?,24.98746,121.54391,42.0
90.45606,?,?,?,59.0
?,?,?,121.53715,?
424.5442,8.0,24.97587,121.53913,36.3
4082.015,?,24.94155,121.50381,?
?,?,?,?,54.4
?,?,24.95204,121.54842,29.5
616.4004,3.0,?,121.53767,36.8
2185.128,3.0,24.96322,121.51237,25.6
552.4371,2.0,24.97598,121.53381,29.8
1414.837,?,24.95182,?,26.5
533.4762,4.0,?,121.54765,?
?,6.0,24.96427,?,36.8
150.9347,?,24.96725,121.54252,48.1
2707.392,3.0,24.96056,121.50831,?
383.2805,7.0,24.96735,121.54464,43.7
338.9679,9.0,24.96853,121.54413,50.8
1455.798,1.0,24.9512,121.549,27.0
4066.587,0.0,?,121.50342,18.3
1406.43,0.0,24.98573,121.52758,48.0
?,0.0,24.94783,121.50243,25.3
274.0144,?,?,?,?
1402.016,?,24.98569,121.5276,43.2
?,4.0,24.96108,121.51046,?
?,0.0,?,121.53076,?
167.5989,?,?,121.54026,41.0
104.8101,?,24.96674,121.54067,51.8
?,9.0,24.97433,?,?
?,?,24.97746,121.53299,34.6
?,5.0,?,121.54348,51.0
90.45606,9.0,24.97433,121.5431,?
964.7496,4.0,24.98872,121.53411,38.2
170.1289,1.0,24.97371,121.52984,32.9
193.5845,6.0,24.96571,?,54.4
208.3905,6.0,?,121.53844,45.7
392.4459,6.0,?,121.5425,?
292.9978,6.0,24.97744,121.54458,?
189.5181,8.0,?,?,47.1
?,1.0,24.95204,121.54842,26.6
592.5006,2.0,24.9726,121.53561,?
2147.376,?,24.96299,121.51284,28.4
104.8101,5.0,?,121.54067,?
196.6172,7.0,?,121.54224,39.4
2102.427,3.0,24.96044,121.51462,23.1
?,6.0,24.96172,?,7.6
143.8383,8.0,?,121.54142,53.3
737.9161,?,24.98092,121.54739,?
?,1.0,24.94375,121.47883,12.2
4197.349,0.0,?,121.50383,?
?,3.0,24.96622,?,30.6
289.3248,5.0,?,?,59.6
492.2313,?,24.96515,?,31.3
?,5.0,?,121.53737,48.0
414.9476,4.0,24.98199,?,32.5
185.4296,0.0,24.9711,121.5317,45.5
279.1726,7.0,24.97528,121.54541,57.4
193.5845,6.0,24.96571,121.54089,48.6
?,?,24.97838,121.53477,?
?,5.0,24.98085,121.54391,55.0
124.9912,6.0,?,121.54039,60.7
?,?,24.98086,?,?
?,8.0,?,121.53653,?
2147.376,3.0,24.96299,121.51284,30.7
?,5.0,?,?,37.5
373.3937,8.0,24.9866,121.54082,?
186.9686,6.0,24.96604,?,?
1009.235,0.0,24.96357,?,?
?,5.0,24.97937,121.54245,46.8
?,?,?,121.54277,?
942.4664,0.0,?,121.52406,43.5
492.2313,?,24.96515,121.53737,42.5
289.3248,?,?,?,51.4
1559.827,3.0,24.97213,121.51627,28.9
?,5.0,24.97017,121.54647,?
?,5.0,24.96515,121.53737,?
?,1.0,24.95204,?,28.4
451.2438,?,24.97563,121.54694,45.5
?,?,?,121.5317,?
489.8821,8.0,?,121.54494,43.2
3780.59,0.0,24.93293,121.51203,45.1
?,8.0,?,121.54245,39.7
?,7.0,24.96719,121.54269,48.5
387.7721,9.0,?,121.53788,44.7
1360.139,1.0,24.95204,121.54842,28.9
376.1709,6.0,24.95418,121.53713,40.9
4066.587,0.0,24.94297,121.50342,20.7
4082.015,0.0,24.94155,?,15.6
1264.73,?,?,121.52954,?
?,4.0,?,?,35.6
?,5.0,24.97937,121.54245,?
?,4.0,?,?,37.4
49.66105,8.0,?,121.53756,57.8
616.4004,3.0,?,121.53767,?
?,0.0,24.94297,121.50342,11.6
?,?,24.96674,?,55.5
185.4296,0.0,24.9711,?,55.2
1236.564,1.0,24.97694,121.55391,?
?,6.0,24.97744,?,73.6
330.0854,8.0,24.97408,?,43.4
?,?,24.96299,?,37.4
1962.628,1.0,?,121.55481,23.5
?,0.0,24.94741,121.49628,14.4
?,5.0,?,121.54391,58.8
90.45606,9.0,24.97433,121.5431,58.1
?,4.0,24.98326,121.5446,?
432.0385,7.0,?,121.53778,45.2
472.1745,3.0,?,121.53758,?
4573.779,?,24.94867,121.49507,19.2
181.0766,?,24.97697,?,?
?,4.0,?,121.53456,36.7
438.8513,1.0,?,121.5273,42.6
4449.27,0.0,?,121.49621,?
201.8939,8.0,?,?,?
2147.376,3.0,24.96299,?,23.6
4082.015,0.0,24.94155,?,?
2615.465,0.0,24.95495,121.56174,?
1447.286,3.0,24.97285,121.5173,?
?,3.0,24.96322,121.51237,25.7
?,0.0,24.95464,121.56627,?
190.0392,8.0,?,121.54312,44.3
4066.587,?,24.94297,121.50342,?
616.5735,?,?,121.53642,?
750.0704,?,24.97371,?,37.8
57.58945,7.0,24.9675,121.54069,?
?,?,24.98246,121.54477,49.3
3771.895,0.0,?,?,?
461.1016,?,24.95425,121.5399,34.6
707.9067,2.0,24.981,121.54713,36.6
126.7286,?,?,121.54089,?
157.6052,?,24.96628,121.54196,39.1
451.6419,?,24.96945,121.5449,31.6
995.7554,0.0,24.96305,121.54915,25.5
?,?,24.98746,?,45.9
642.6985,?,24.97559,121.53713,?
289.3248,?,24.98203,?,46.1
?,1.0,24.95182,121.54887,26.6
1449.722,3.0,24.97289,121.51728,21.4
?,10.0,24.98343,121.53762,44.0
665.0636,3.0,?,121.53692,34.2
1360.139,?,24.95204,121.54842,26.2
?,8.0,24.97347,?,?
?,5.0,?,121.54245,?
274.0144,1.0,24.9748,?,43.5
1805.665,2.0,24.98672,121.52091,31.1
90.45606,9.0,24.97433,121.5431,58.0
1783.18,3.0,?,121.51486,20.9
383.7129,8.0,24.972,121.54477,48.1
590.9292,1.0,24.97153,121.53559,39.7
372.6242,?,24.97838,121.54119,40.8
?,5.0,24.96515,121.53737,43.8
?,?,?,121.53655,40.2
186.5101,9.0,24.97703,121.54265,78.3
?,0.0,24.98569,121.5276,38.5
431.1114,10.0,24.98123,121.53743,?
1402.016,0.0,24.98569,121.5276,42.3
?,6.0,24.97814,?,?
?,6.0,?,121.54089,49.0
4082.015,0.0,?,?,12.8
?,8.0,24.98059,121.53986,40.2
3171.329,0.0,?,?,?
1156.412,0.0,?,121.53095,19.0
2147.376,3.0,?,?,33.4
4074.736,?,24.94235,121.50357,?
4412.765,?,24.95032,121.49587,17.4
333.3679,9.0,?,121.53932,32.4
2216.612,4.0,24.96007,121.51361,23.9
250.631,?,24.96606,121.54297,39.3
373.8389,?,?,?,?
732.8528,?,?,121.52518,?
732.8528,?,24.97668,121.52518,40.6
837.7233,?,?,121.54767,29.7
?,2.0,24.96412,121.5167,?
250.631,7.0,24.96606,121.54297,41.4
?,3.0,24.96357,121.51329,?
204.1705,8.0,24.98236,121.53923,?
?,3.0,?,121.51627,?
639.6198,5.0,24.97258,121.54814,40.8
389.8219,?,24.96412,121.54273,40.6
1055.067,?,?,121.54928,23.1
?,0.0,24.96357,?,?
?,?,24.95743,?,15.0
424.7132,7.0,24.97429,121.53917,30.0
?,0.0,?,121.53018,13.8
90.45606,?,24.97433,121.5431,52.7
1735.595,?,24.96464,?,25.9
329.9747,5.0,24.98254,121.54395,51.8
?,1.0,?,121.48458,?
339.2289,1.0,24.97519,?,26.5
444.1334,1.0,24.97501,121.5273,43.9
292.9978,6.0,?,?,?
837.7233,0.0,24.96334,?,?
?,4.0,24.97073,121.517,30.7
?,3.0,?,?,24.4
?,?,?,121.54348,53.0
2147.376,3.0,24.96299,?,31.7
493.657,7.0,24.96968,?,?
?,4.0,24.97886,121.53464,38.1
1783.18,3.0,24.96731,121.51486,?
482.7581,5.0,24.97433,121.53863,?
390.5684,5.0,24.97937,121.54245,40.1
?,0.0,?,?,23.0
252.5822,?,24.9746,121.53046,117.5
451.6419,8.0,24.96945,?,?
?,?,24.96515,121.53737,40.5
?,?,24.97371,121.52984,?
394.0173,?,24.97305,?,41.0
23.38284,7.0,?,121.54102,49.7
?,5.0,24.95425,121.5399,34.0
2185.128,?,24.96322,121.51237,?
208.3905,?,?,?,?
?,3.0,24.97026,121.51642,?
184.3302,?,?,121.54086,45.4
?,9.0,?,?,44.8
1455.798,1.0,24.9512,121.549,?
1978.671,?,24.98674,?,23.5
383.2805,7.0,24.96735,?,34.4
?,?,24.97509,121.53644,55.3
90.45606,9.0,24.97433,121.5431,56.3
?,5.0,24.95425,121.5399,32.9
?,?,?,121.5428,51.0
289.3248,?,?,?,?
490.3446,0.0,24.97217,121.53471,37.0
56.47425,7.0,24.95744,121.53711,54.4
395.6747,?,24.95674,121.534,24.5
383.2805,?,24.96735,121.54464,?
335.5273,?,24.9796,?,38.1
2179.59,3.0,24.96299,121.51252,21.8
1144.436,4.0,?,121.53456,?
?,?,24.97003,?,28.5
4082.015,0.0,24.94155,121.50381,16.7
121.7262,10.0,24.98178,121.54059,?
156.2442,4.0,24.96696,121.53992,?
461.7848,0.0,?,121.53445,?
?,3.0,?,?,23.2
?,0.0,?,121.53423,?
?,3.0,24.96622,121.51668,?
?,?,24.98203,121.54348,55.0
?,1.0,24.97369,121.52979,50.2
3079.89,?,24.9546,121.56627,?
289.3248,5.0,24.98203,?,?
1264.73,0.0,24.94883,121.52954,19.1
1643.499,?,?,?,24.7
537.7971,4.0,24.97425,121.53814,42.2
318.5292,9.0,24.97071,?,?
?,5.0,24.96674,121.54067,42.8
?,6.0,24.97201,121.54722,41.6
1756.411,2.0,24.9832,121.51812,27.3
250.631,?,24.96606,121.54297,?
752.7669,2.0,24.97795,?,?
379.5575,10.0,?,121.53762,49.8
272.6783,5.0,24.95562,121.53872,26.9
4197.349,?,?,121.50383,18.6
?,4.0,?,121.53411,?
187.4823,1.0,24.97388,121.52981,33.1
197.1338,6.0,24.97631,?,?
1712.632,2.0,24.96412,121.5167,31.3
488.8193,8.0,24.97015,?,38.1
56.47425,?,24.95744,121.53711,?
757.3377,?,?,121.54971,?
1497.713,3.0,24.97003,121.51696,23.6
4197.349,0.0,24.93885,121.50383,?
1156.777,?,24.94935,?,12.8
4519.69,0.0,24.94826,121.49587,15.6
617.7134,2.0,24.97577,121.53475,?
104.8101,?,24.96674,121.54067,38.4
1013.341,5.0,24.99006,121.5346,22.8
337.6016,6.0,?,121.54063,36.5
1867.233,?,?,121.51748,35.6
600.8604,5.0,24.96871,121.54651,30.9
?,9.0,24.96867,121.54331,36.3
?,5.0,24.98254,121.54395,?
?,?,24.97281,121.53265,42.9
?,2.0,24.97371,121.54951,37.0
90.45606,9.0,24.97433,121.5431,53.5
?,8.0,?,121.53597,46.6
?,0.0,24.998,121.5155,?
185.4296,?,?,121.5317,37.9
1712.632,2.0,?,121.5167,30.8
6488.021,1.0,24.95719,?,11.2
259.6607,6.0,24.97585,121.54516,53.7
104.8101,5.0,24.96674,?,?
492.2313,5.0,24.96515,121.53737,?
2180.245,3.0,24.96324,121.51241,28.6
2674.961,3.0,24.96143,?,25.7
2147.376,?,24.96299,?,31.3
1360.139,?,24.95204,?,?
?,5.0,?,121.54391,?
211.4473,1.0,24.97417,?,?
338.9679,?,?,121.54413,44.9
193.5845,?,24.96571,?,45.1
2408.993,?,?,121.55964,24.7
87.30222,?,24.983,121.54022,?
?,8.0,?,?,63.3
967.4,4.0,24.98872,?,?
109.9455,10.0,24.98182,?,48.0
?,7.0,24.97913,?,33.1
2261.432,4.0,24.96182,121.51222,29.5
1801.544,1.0,24.95153,121.55254,24.8
1828.319,2.0,24.96464,?,20.9
?,?,?,121.53119,43.1
2185.128,?,24.96322,121.51237,?
?,5.0,24.98203,121.54348,42.1
?,5.0,24.95591,121.53956,?
157.6052,?,24.96628,?,41.5
?,1.0,24.9748,121.53059,52.2
?,?,?,121.54245,49.5
1157.988,0.0,24.96165,?,23.8
?,2.0,24.96447,121.51649,30.5
49.66105,8.0,24.95836,121.53756,?
587.8877,8.0,24.97077,?,37.4
292.9978,?,24.97744,121.54458,69.7
289.3248,5.0,24.98203,121.54348,53.3
?,?,24.98298,121.53981,47.3
3529.564,?,24.93207,121.51597,29.3
506.1144,4.0,24.97845,?,40.3
?,?,?,121.50342,12.9
82.88643,10.0,?,121.54026,46.6
185.4296,0.0,?,?,55.3
?,3.0,?,121.51462,?
2251.938,4.0,24.95957,121.51353,27.3
122.3619,8.0,24.96756,121.5423,67.7
377.8302,9.0,24.97151,121.5435,38.6
1939.749,?,24.95155,121.55387,?
443.802,?,24.97927,121.53874,35.3
?,4.0,24.98872,121.53408,40.3
4136.271,?,?,121.4963,?
?,?,24.974,121.53842,?
?,?,?,?,31.9
?,?,?,121.53406,32.2
?,2.0,?,?,23.0
170.1289,1.0,24.97371,121.52984,37.3
482.7581,?,24.97433,121.53863,35.5
2175.03,3.0,24.96305,121.51254,27.7
187.4823,1.0,24.97388,121.52981,28.5
161.942,?,24.98353,?,39.7
?,5.0,24.98203,?,41.2
?,?,24.95663,121.53765,37.2
372.1386,?,24.97293,121.54026,40.5
?,0.0,24.95505,121.55964,22.3
2175.744,?,24.9633,121.51243,28.1
4082.015,?,24.94155,121.50381,15.4
90.45606,?,24.97433,?,50.0
390.9696,7.0,24.97923,121.53986,40.6
104.8101,?,?,121.54067,52.5
90.45606,?,24.97433,121.5431,?
