@relation dataset

@attribute class {0, 1, 2}
@attribute Alcohol real
@attribute Malic_acid real
@attribute Ash real
@attribute Alcalinity_of_ash real
@attribute Magnesium real
@attribute Total_phenols real
@attribute Flavanoids real
@attribute Nonflavanoid_phenols real
@attribute Proanthocyanins real
@attribute Color_intensity real
@attribute Hue real
@attribute OD280_OD315_of_diluted_wines real
@attribute Proline real


@data
2,13.5,3.12,2.62,24.0,123.0,1.4,1.57,0.22,1.25,8.6,0.59,?,?
2,12.79,2.67,?,22.0,112.0,1.48,1.36,0.24,1.26,10.8,0.48,1.47,480.0
2,?,?,2.75,25.5,?,?,1.28,0.26,?,7.1,0.61,1.33,?
2,13.23,3.3,2.28,18.5,98.0,1.8,0.83,?,1.87,10.52,0.56,?,675.0
2,?,?,?,20.0,?,1.48,0.58,0.53,1.4,?,?,1.55,640.0
?,13.17,?,2.32,22.0,?,1.74,0.63,0.61,1.55,7.9,0.6,1.48,725.0
2,13.84,4.12,?,19.5,?,?,0.83,0.48,?,9.01,0.57,?,480.0
2,?,3.03,?,?,?,1.9,0.58,0.63,?,?,0.67,1.73,880.0
2,14.34,1.68,?,25.0,98.0,2.8,1.31,0.53,?,13.0,0.57,1.96,660.0
?,?,1.67,2.64,?,89.0,?,?,0.52,2.29,11.75,0.57,1.78,?
?,?,3.83,?,21.0,88.0,2.3,?,0.5,1.04,?,0.56,1.58,?
2,?,3.26,?,?,107.0,?,?,0.5,0.8,5.88,0.96,1.82,680.0
2,?,3.27,2.58,?,106.0,1.65,0.6,?,0.96,5.58,0.87,?,570.0
2,12.96,3.45,2.35,18.5,106.0,1.39,?,?,0.94,5.28,0.68,1.75,675.0
2,?,?,2.3,22.0,?,?,0.68,0.41,1.03,?,0.7,1.68,?
?,13.73,4.36,2.26,22.5,88.0,?,0.47,?,1.15,6.62,0.78,1.75,520.0
2,?,3.7,2.6,?,111.0,?,0.92,0.43,1.46,?,0.85,1.56,695.0
?,12.82,3.37,?,19.5,?,?,0.66,?,0.97,10.26,?,1.75,685.0
2,?,2.58,2.69,?,105.0,1.55,?,?,?,8.66,0.74,?,750.0
2,13.4,?,?,?,?,?,0.96,0.27,1.11,?,?,1.92,?
2,12.2,3.03,?,19.0,96.0,?,?,?,?,5.5,?,1.83,510.0
2,12.77,2.39,?,19.5,?,1.39,?,0.48,0.64,9.899999,?,1.63,470.0
2,?,2.51,?,20.0,?,1.68,?,?,1.24,?,0.62,1.71,?
2,13.71,5.65,2.45,?,?,?,0.61,0.52,1.06,7.7,0.64,1.74,740.0
2,13.4,?,2.48,23.0,?,?,0.75,0.43,?,7.3,0.7,1.56,?
?,13.27,4.28,2.26,?,120.0,1.59,?,0.43,1.35,10.2,?,?,835.0
2,13.17,?,2.37,20.0,120.0,1.65,0.68,0.53,1.46,9.3,?,?,840.0
2,14.13,?,2.74,24.5,96.0,?,0.76,0.56,?,?,?,1.6,?
