@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data
815.9314,4.0,24.97886,121.53464,35.6
390.5684,?,?,?,?
?,4.0,24.97886,121.53464,?
49.66105,8.0,?,?,?
?,?,24.97723,121.53767,?
?,?,?,121.50342,11.6
?,5.0,24.96674,?,55.5
185.4296,?,24.9711,121.5317,?
?,?,?,?,?
?,?,?,121.54458,?
?,?,24.97408,?,?
?,5.0,24.96299,?,37.4
1962.628,?,24.95468,?,23.5
4527.687,0.0,?,?,14.4
383.8624,?,?,121.54391,?
90.45606,?,24.97433,121.5431,58.1
401.8807,4.0,24.98326,121.5446,35.1
432.0385,?,24.9805,?,?
?,?,?,?,?
?,?,24.94867,?,?
181.0766,?,24.97697,?,?
?,4.0,24.99176,?,36.7
?,?,24.97493,121.5273,42.6
?,0.0,24.94898,121.49621,?
?,?,24.98489,?,?
2147.376,3.0,?,?,?
4082.015,?,?,121.50381,18.8
?,0.0,24.95495,?,?
?,?,?,?,?
2185.128,3.0,24.96322,?,25.7
3078.176,?,?,121.56627,?
?,8.0,?,121.54312,?
4066.587,0.0,24.94297,121.50342,20.5
616.5735,8.0,?,121.53642,?
750.0704,2.0,24.97371,?,37.8
?,7.0,?,121.54069,42.7
421.479,5.0,?,121.54477,?
?,0.0,24.93363,121.51158,?
461.1016,?,24.95425,?,?
?,2.0,?,?,?
?,?,24.96881,121.54089,?
?,7.0,?,?,39.1
?,8.0,?,?,?
?,0.0,24.96305,?,?
561.9845,?,?,?,?
?,?,?,121.53713,31.5
?,?,24.98203,121.54348,46.1
1414.837,1.0,24.95182,121.54887,?
?,3.0,?,?,?
379.5575,?,?,?,44.0
?,?,24.97503,121.53692,34.2
?,?,?,121.54842,26.2
?,?,24.97347,?,?
?,?,24.97937,?,?
274.0144,?,24.9748,?,43.5
1805.665,2.0,?,121.52091,31.1
?,9.0,24.97433,?,58.0
?,3.0,?,121.51486,?
383.7129,?,?,121.54477,?
590.9292,?,?,?,39.7
?,6.0,24.97838,?,40.8
492.2313,?,24.96515,121.53737,43.8
?,8.0,24.98102,?,?
186.5101,9.0,24.97703,?,?
1402.016,0.0,?,121.5276,38.5
431.1114,?,24.98123,121.53743,?
?,0.0,24.98569,?,?
324.9419,6.0,24.97814,?,46.0
193.5845,6.0,?,?,49.0
4082.015,?,24.94155,?,?
?,8.0,?,121.53986,?
3171.329,?,25.00115,?,46.6
1156.412,?,?,121.53095,?
2147.376,?,24.96299,121.51284,33.4
4074.736,0.0,24.94235,121.50357,14.7
4412.765,1.0,24.95032,121.49587,?
333.3679,9.0,24.98016,?,32.4
?,4.0,24.96007,?,23.9
250.631,?,24.96606,121.54297,39.3
373.8389,10.0,?,121.53765,?
?,?,?,?,39.0
?,0.0,?,?,40.6
?,?,?,121.54767,?
?,2.0,24.96412,121.5167,28.8
?,?,?,121.54297,?
?,?,24.96357,?,?
?,?,?,?,48.2
?,3.0,24.97213,121.51627,?
639.6198,?,24.97258,121.54814,40.8
?,6.0,?,121.54273,40.6
1055.067,?,24.96211,?,?
?,0.0,24.96357,?,?
6306.153,?,?,?,15.0
?,?,24.97429,121.53917,30.0
?,?,?,121.53018,?
90.45606,?,24.97433,?,?
?,?,?,?,25.9
329.9747,?,24.98254,?,?
5512.038,1.0,?,?,17.4
339.2289,?,?,?,26.5
444.1334,1.0,24.97501,121.5273,?
292.9978,?,24.97744,?,?
?,?,?,?,28.8
?,4.0,24.97073,?,?
?,?,24.95885,121.51359,?
?,?,24.98203,121.54348,?
?,3.0,?,?,?
?,?,24.96968,?,?
?,?,24.97886,?,38.1
?,3.0,?,121.51486,23.7
?,5.0,?,?,41.1
?,5.0,?,?,40.1
?,0.0,24.96334,?,23.0
252.5822,1.0,24.9746,?,117.5
451.6419,8.0,?,121.5449,?
492.2313,?,24.96515,?,40.5
170.1289,1.0,?,121.52984,29.3
?,7.0,24.97305,121.53994,?
?,7.0,?,?,49.7
?,?,?,121.5399,34.0
2185.128,3.0,?,?,27.7
208.3905,?,24.95618,?,44.0
1554.25,?,?,?,?
?,6.0,24.96581,121.54086,?
387.7721,?,24.98118,121.53788,?
1455.798,?,24.9512,121.549,25.6
?,2.0,24.98674,?,?
?,7.0,24.96735,121.54464,34.4
?,?,?,121.53644,?
?,9.0,?,121.5431,56.3
461.1016,?,24.95425,?,32.9
?,6.0,?,121.5428,?
289.3248,?,24.98203,121.54348,?
490.3446,0.0,?,121.53471,?
56.47425,7.0,?,121.53711,54.4
?,5.0,24.95674,?,24.5
?,?,?,?,?
335.5273,6.0,24.9796,?,38.1
2179.59,?,24.96299,?,21.8
1144.436,4.0,?,?,?
567.0349,?,24.97003,?,28.5
?,0.0,?,?,16.7
121.7262,10.0,?,?,?
?,?,24.96696,?,36.9
?,0.0,24.97229,?,35.7
2288.011,?,24.95885,?,23.2
439.7105,0.0,24.97161,?,38.4
?,3.0,?,121.51668,29.4
289.3248,5.0,24.98203,121.54348,?
169.9803,1.0,?,?,?
?,?,?,?,?
289.3248,?,?,121.54348,53.0
1264.73,?,24.94883,?,19.1
1643.499,?,24.95394,121.55174,?
537.7971,4.0,?,121.53814,?
318.5292,9.0,?,?,?
104.8101,?,?,121.54067,42.8
?,6.0,24.97201,121.54722,?
1756.411,2.0,24.9832,121.51812,?
?,?,24.96606,?,42.0
752.7669,2.0,?,121.53451,?
379.5575,?,24.98343,121.53762,?
272.6783,5.0,?,121.53872,?
4197.349,?,24.93885,121.50383,18.6
964.7496,4.0,?,121.53411,37.7
187.4823,?,24.97388,121.52981,33.1
197.1338,6.0,24.97631,?,?
?,?,?,?,31.3
488.8193,8.0,24.97015,121.54494,?
?,?,24.95744,?,62.1
757.3377,?,24.97538,121.54971,?
?,3.0,?,121.51696,?
4197.349,?,24.93885,?,?
1156.777,0.0,?,?,?
?,?,24.94826,?,?
?,?,24.97577,?,?
?,?,?,?,38.4
?,?,24.99006,?,?
?,?,24.96431,121.54063,?
?,2.0,?,121.51748,?
?,5.0,?,121.54651,30.9
258.186,9.0,24.96867,?,36.3
?,5.0,?,?,50.4
?,?,?,121.53265,?
750.0704,2.0,24.97371,121.54951,?
90.45606,9.0,?,121.5431,53.5
563.2854,8.0,?,?,?
?,?,?,?,41.2
?,?,?,121.5317,?
1712.632,?,24.96412,?,30.8
6488.021,?,?,121.47353,11.2
259.6607,6.0,?,?,?
?,5.0,24.96674,?,47.0
?,?,24.96515,?,42.3
?,3.0,?,121.51241,28.6
?,3.0,24.96143,121.50827,25.7
2147.376,3.0,?,?,?
1360.139,1.0,24.95204,?,?
?,5.0,24.98085,?,?
?,?,24.97417,121.52999,45.3
338.9679,9.0,?,?,44.9
?,6.0,?,?,45.1
2408.993,?,?,121.55964,24.7
?,10.0,24.983,121.54022,47.1
281.205,?,?,121.54093,63.3
967.4,4.0,24.98872,121.53408,40.0
?,10.0,24.98182,121.54086,48.0
?,7.0,?,?,33.1
2261.432,4.0,24.96182,?,?
?,1.0,?,121.55254,24.8
?,?,24.96464,121.51531,?
350.8515,?,24.97544,121.53119,43.1
?,3.0,24.96322,?,?
?,5.0,24.98203,?,?
312.8963,5.0,24.95591,121.53956,51.7
157.6052,?,?,121.54196,41.5
274.0144,?,?,?,52.2
390.5684,5.0,24.97937,121.54245,49.5
?,0.0,24.96165,121.55011,?
?,2.0,?,?,30.5
?,?,24.95836,121.53756,56.8
?,8.0,24.97077,121.54634,37.4
?,?,?,121.54458,69.7
289.3248,5.0,24.98203,?,53.3
?,?,24.98298,121.53981,47.3
?,?,24.93207,121.51597,29.3
506.1144,?,?,121.53889,?
4066.587,0.0,24.94297,?,?
?,?,24.983,?,?
?,0.0,?,121.5317,?
2103.555,3.0,24.96042,121.51462,?
?,?,?,?,?
?,8.0,24.96756,121.5423,?
?,9.0,?,121.5435,?
?,1.0,?,?,31.3
443.802,6.0,?,121.53874,35.3
967.4,?,24.98872,121.53408,40.3
4136.271,?,?,121.4963,24.7
?,?,24.974,?,42.5
918.6357,1.0,24.97198,?,31.9
1164.838,?,?,121.53406,32.2
1717.193,2.0,24.96447,?,23.0
170.1289,?,?,121.52984,?
482.7581,5.0,?,?,35.5
?,?,24.96305,?,?
?,?,24.97388,121.52981,?
161.942,9.0,?,?,39.7
289.3248,?,?,121.54348,?
?,?,24.95663,?,37.2
372.1386,7.0,?,?,40.5
?,?,?,?,22.3
?,?,?,121.51243,?
4082.015,0.0,24.94155,121.50381,15.4
90.45606,?,24.97433,121.5431,?
?,?,24.97923,?,?
?,5.0,24.96674,?,?
90.45606,9.0,?,?,63.9
