@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data
4449.27,?,?,?,?
201.8939,8.0,?,?,?
2147.376,?,24.96299,121.51284,?
4082.015,0.0,24.94155,121.50381,18.8
2615.465,?,24.95495,?,21.8
?,?,24.97285,121.5173,?
?,?,24.96322,121.51237,?
3078.176,0.0,?,121.56627,22.0
190.0392,?,?,121.54312,44.3
?,?,24.94297,121.50342,20.5
616.5735,?,?,121.53642,42.3
?,?,?,?,37.8
57.58945,7.0,24.9675,?,?
421.479,?,24.98246,?,?
?,?,24.93363,121.51158,29.3
?,5.0,24.95425,?,34.6
?,?,24.981,?,36.6
?,8.0,?,121.54089,?
?,7.0,24.96628,?,?
?,?,?,121.5449,?
995.7554,?,24.96305,?,25.5
561.9845,?,24.98746,121.54391,45.9
642.6985,?,?,121.53713,31.5
289.3248,?,24.98203,?,?
1414.837,1.0,?,121.54887,26.6
?,?,?,?,?
379.5575,?,24.98343,?,44.0
665.0636,?,?,?,34.2
?,1.0,24.95204,121.54842,?
175.6294,8.0,?,?,40.9
?,?,24.97937,121.54245,?
274.0144,?,?,?,?
?,?,?,?,?
90.45606,?,24.97433,121.5431,58.0
1783.18,?,?,?,?
?,?,24.972,?,48.1
?,?,24.97153,121.53559,39.7
372.6242,6.0,?,?,40.8
?,?,24.96515,?,?
529.7771,?,24.98102,121.53655,?
186.5101,9.0,24.97703,?,78.3
1402.016,?,?,121.5276,?
431.1114,10.0,?,121.53743,?
?,0.0,24.98569,121.5276,42.3
324.9419,6.0,24.97814,?,?
?,?,24.96571,121.54089,49.0
?,0.0,?,121.50381,?
?,?,24.98059,121.53986,?
3171.329,?,25.00115,?,?
1156.412,0.0,?,?,19.0
?,3.0,?,121.51284,?
4074.736,0.0,?,?,14.7
4412.765,1.0,24.95032,?,17.4
333.3679,9.0,?,?,32.4
?,4.0,24.96007,?,?
?,?,?,?,?
373.8389,10.0,?,121.53765,?
?,0.0,24.97668,?,39.0
?,?,24.97668,?,40.6
?,0.0,24.96334,?,29.7
?,2.0,24.96412,?,28.8
250.631,7.0,?,?,?
2077.39,3.0,24.96357,?,33.4
204.1705,8.0,24.98236,?,?
1559.827,3.0,?,?,21.7
639.6198,?,?,?,?
389.8219,?,?,?,?
1055.067,?,?,121.54928,23.1
1009.235,?,24.96357,121.54951,?
?,1.0,24.95743,?,15.0
424.7132,?,?,?,30.0
1159.454,0.0,24.9496,121.53018,13.8
?,9.0,24.97433,?,52.7
?,2.0,24.96464,121.51623,?
329.9747,?,?,?,?
?,1.0,?,121.48458,?
?,1.0,?,121.53151,?
?,?,?,121.5273,?
292.9978,6.0,?,?,63.3
?,?,24.96334,?,28.8
1485.097,?,24.97073,121.517,?
2288.011,?,?,?,?
289.3248,5.0,?,121.54348,?
2147.376,?,?,121.51284,?
493.657,?,?,?,40.6
?,?,?,121.53464,38.1
1783.18,?,24.96731,121.51486,?
?,?,?,121.53863,?
390.5684,5.0,24.97937,121.54245,?
837.7233,0.0,24.96334,?,23.0
?,?,?,?,117.5
?,?,?,121.5449,?
492.2313,5.0,?,?,?
170.1289,1.0,?,121.52984,?
394.0173,7.0,24.97305,?,?
?,?,24.96772,121.54102,?
?,5.0,24.95425,?,?
2185.128,3.0,?,?,27.7
?,6.0,24.95618,121.53844,?
1554.25,?,24.97026,121.51642,31.1
?,6.0,24.96581,121.54086,?
387.7721,9.0,24.98118,?,?
?,?,24.9512,121.549,?
1978.671,?,24.98674,121.51844,23.5
?,?,?,?,?
718.2937,?,24.97509,?,?
?,9.0,24.97433,121.5431,?
?,5.0,?,?,?
323.6912,6.0,24.97841,121.5428,?
289.3248,?,?,121.54348,?
490.3446,0.0,24.97217,121.53471,37.0
?,7.0,?,?,54.4
?,5.0,24.95674,121.534,?
383.2805,?,24.96735,121.54464,42.5
335.5273,?,24.9796,121.5414,?
?,?,?,?,?
?,4.0,?,121.53456,?
?,?,24.97003,121.5458,28.5
4082.015,?,24.94155,121.50381,16.7
?,10.0,?,?,?
156.2442,4.0,?,121.53992,36.9
?,?,?,121.53445,35.7
?,3.0,?,121.51359,?
?,0.0,?,?,?
1626.083,3.0,24.96622,121.51668,29.4
289.3248,5.0,?,121.54348,?
169.9803,?,24.97369,121.52979,50.2
?,0.0,?,121.56627,?
?,?,?,?,53.0
1264.73,?,?,121.52954,19.1
1643.499,?,24.95394,121.55174,24.7
?,?,?,?,?
?,?,24.97071,?,78.0
104.8101,?,?,?,?
?,6.0,?,121.54722,41.6
?,2.0,?,?,27.3
250.631,7.0,24.96606,121.54297,42.0
?,2.0,?,121.53451,?
379.5575,10.0,?,121.53762,?
?,?,24.95562,121.53872,26.9
?,0.0,?,?,18.6
?,4.0,?,?,?
187.4823,?,24.97388,?,?
197.1338,?,24.97631,121.54436,42.5
?,2.0,?,121.5167,31.3
488.8193,?,?,121.54494,?
56.47425,7.0,?,121.53711,?
757.3377,3.0,?,?,36.7
?,?,24.97003,121.51696,23.6
?,0.0,24.93885,?,19.2
?,?,?,?,?
?,0.0,?,121.49587,?
?,?,24.97577,121.53475,39.6
?,?,?,?,?
?,5.0,?,?,?
337.6016,?,?,?,?
?,?,24.98407,121.51748,35.6
600.8604,?,24.96871,?,30.9
?,?,24.96867,?,?
?,?,24.98254,121.54395,?
270.8895,0.0,?,?,42.9
750.0704,?,24.97371,121.54951,37.0
90.45606,9.0,24.97433,121.5431,?
?,?,?,121.53597,?
?,?,24.998,121.5155,41.2
185.4296,?,24.9711,?,37.9
?,?,?,121.5167,30.8
?,?,?,?,11.2
?,?,?,121.54516,53.7
?,?,24.96674,?,?
492.2313,?,24.96515,121.53737,?
?,?,24.96324,121.51241,?
?,?,?,?,?
2147.376,?,24.96299,121.51284,?
?,1.0,?,?,?
383.8624,5.0,?,?,60.7
?,?,24.97417,?,?
?,?,24.96853,?,44.9
193.5845,6.0,?,121.54089,45.1
2408.993,0.0,24.95505,121.55964,24.7
87.30222,10.0,24.983,121.54022,?
281.205,8.0,24.97345,?,?
?,4.0,24.98872,121.53408,40.0
?,10.0,?,121.54086,?
614.1394,?,24.97913,121.53666,?
2261.432,4.0,?,?,29.5
1801.544,1.0,24.95153,121.55254,?
?,?,24.96464,121.51531,?
?,1.0,24.97544,121.53119,?
?,3.0,?,121.51237,?
?,5.0,?,?,42.1
312.8963,5.0,?,?,?
?,7.0,24.96628,121.54196,41.5
274.0144,1.0,?,121.53059,?
390.5684,5.0,?,?,?
?,0.0,24.96165,?,?
?,2.0,24.96447,121.51649,?
49.66105,8.0,?,121.53756,56.8
587.8877,?,24.97077,?,?
?,?,?,121.54458,?
289.3248,5.0,24.98203,?,53.3
132.5469,9.0,24.98298,?,?
?,?,24.93207,121.51597,?
?,4.0,24.97845,121.53889,40.3
?,0.0,24.94297,121.50342,12.9
?,?,?,121.54026,46.6
?,?,?,?,55.3
?,3.0,?,121.51462,?
?,4.0,?,121.51353,?
122.3619,?,?,121.5423,?
377.8302,?,?,121.5435,?
?,1.0,?,121.55387,31.3
?,6.0,?,?,?
?,?,?,121.53408,40.3
4136.271,1.0,?,121.4963,?
512.5487,?,24.974,?,?
918.6357,1.0,24.97198,?,31.9
1164.838,4.0,24.99156,?,?
1717.193,?,?,121.51649,?
?,1.0,?,?,?
482.7581,?,24.97433,?,?
2175.03,3.0,24.96305,121.51254,27.7
?,?,24.97388,121.52981,?
161.942,?,?,121.53966,?
289.3248,5.0,24.98203,?,?
130.9945,6.0,24.95663,121.53765,?
372.1386,7.0,?,121.54026,?
2408.993,0.0,?,121.55964,?
?,3.0,?,121.51243,28.1
4082.015,?,24.94155,121.50381,15.4
?,?,24.97433,121.5431,?
?,7.0,24.97923,?,40.6
104.8101,?,24.96674,?,?
90.45606,?,?,?,?
