@relation dataset

@attribute distance real
@attribute n_stores real
@attribute latitude real
@attribute longitude real
@attribute house_price real


@data
1447.286,3.0,?,?,?
2185.128,?,?,121.51237,?
3078.176,?,24.95464,121.56627,?
?,?,?,?,44.3
?,0.0,?,?,?
?,?,?,?,?
750.0704,2.0,?,?,37.8
?,7.0,?,121.54069,?
?,?,24.98246,121.54477,49.3
3771.895,?,?,?,29.3
461.1016,5.0,24.95425,121.5399,34.6
?,?,24.981,121.54713,36.6
?,?,24.96881,?,?
157.6052,7.0,24.96628,?,?
?,8.0,24.96945,?,31.6
?,?,24.96305,121.54915,25.5
561.9845,5.0,24.98746,?,?
?,3.0,24.97559,?,?
289.3248,5.0,?,121.54348,46.1
?,1.0,24.95182,?,?
?,3.0,24.97289,121.51728,21.4
?,10.0,24.98343,121.53762,?
?,?,24.97503,?,?
?,1.0,24.95204,121.54842,?
175.6294,8.0,?,121.54271,?
390.5684,5.0,?,121.54245,?
274.0144,1.0,24.9748,121.53059,?
1805.665,2.0,24.98672,121.52091,?
90.45606,9.0,24.97433,?,58.0
?,3.0,?,?,20.9
383.7129,?,24.972,?,?
590.9292,1.0,24.97153,121.53559,?
?,?,?,?,40.8
?,5.0,?,?,43.8
529.7771,?,?,121.53655,40.2
186.5101,9.0,24.97703,121.54265,78.3
1402.016,?,?,?,38.5
?,?,?,?,48.5
?,?,24.98569,?,?
324.9419,?,24.97814,?,?
?,?,24.96571,?,?
4082.015,?,24.94155,?,?
265.0609,?,?,121.53986,40.2
3171.329,?,25.00115,121.51776,46.6
?,0.0,24.9489,121.53095,?
?,?,?,121.51284,33.4
?,?,?,?,14.7
4412.765,1.0,24.95032,121.49587,?
?,9.0,24.98016,?,?
2216.612,4.0,?,?,?
?,?,?,?,?
?,10.0,24.98322,121.53765,?
732.8528,0.0,24.97668,?,39.0
?,?,?,121.52518,?
?,0.0,?,121.54767,?
?,?,24.96412,121.5167,28.8
250.631,7.0,?,?,?
2077.39,3.0,24.96357,121.51329,33.4
?,?,?,121.53923,48.2
1559.827,3.0,24.97213,?,21.7
639.6198,?,?,121.54814,?
389.8219,6.0,24.96412,?,40.6
1055.067,?,24.96211,121.54928,23.1
1009.235,0.0,24.96357,?,22.3
6306.153,?,?,121.47516,15.0
424.7132,7.0,?,?,?
?,?,?,?,13.8
90.45606,9.0,?,121.5431,?
1735.595,?,24.96464,?,25.9
?,?,?,121.54395,51.8
5512.038,1.0,24.95095,?,17.4
?,?,?,121.53151,26.5
?,1.0,?,121.5273,43.9
?,6.0,24.97744,?,?
837.7233,?,?,?,?
?,4.0,24.97073,121.517,?
?,3.0,?,121.51359,?
289.3248,5.0,24.98203,?,53.0
2147.376,?,?,?,31.7
?,?,?,121.54522,40.6
?,?,?,121.53464,38.1
?,?,?,?,23.7
?,?,?,?,41.1
390.5684,?,?,121.54245,?
?,?,?,?,?
252.5822,1.0,24.9746,121.53046,?
?,8.0,?,121.5449,26.5
?,5.0,?,121.53737,?
?,1.0,?,?,?
394.0173,?,24.97305,?,?
23.38284,7.0,24.96772,?,?
461.1016,?,24.95425,121.5399,34.0
2185.128,3.0,24.96322,?,27.7
?,?,?,121.53844,?
1554.25,3.0,24.97026,?,?
?,6.0,24.96581,?,45.4
387.7721,9.0,?,?,44.8
1455.798,1.0,24.9512,121.549,25.6
1978.671,?,24.98674,121.51844,?
?,?,24.96735,?,?
718.2937,?,24.97509,121.53644,?
90.45606,9.0,24.97433,121.5431,56.3
?,5.0,?,?,?
?,?,24.97841,?,?
289.3248,?,24.98203,121.54348,?
?,?,?,?,37.0
56.47425,7.0,24.95744,?,54.4
395.6747,5.0,24.95674,121.534,24.5
?,?,24.96735,?,?
?,6.0,24.9796,121.5414,38.1
?,3.0,24.96299,?,21.8
1144.436,4.0,?,?,34.1
?,?,?,?,?
4082.015,0.0,24.94155,?,?
121.7262,10.0,24.98178,121.54059,?
?,?,?,?,36.9
461.7848,?,24.97229,?,35.7
2288.011,3.0,?,?,23.2
?,?,24.97161,?,38.4
1626.083,?,24.96622,121.51668,?
289.3248,?,24.98203,121.54348,?
169.9803,?,24.97369,?,?
?,?,24.9546,121.56627,24.7
?,5.0,?,?,?
1264.73,?,24.94883,?,19.1
?,2.0,?,121.55174,24.7
537.7971,4.0,?,?,?
318.5292,9.0,?,?,78.0
?,?,?,121.54067,?
577.9615,?,24.97201,121.54722,?
?,?,24.9832,121.51812,27.3
250.631,7.0,?,?,42.0
752.7669,2.0,24.97795,?,37.5
379.5575,?,?,121.53762,49.8
?,5.0,24.95562,121.53872,26.9
?,0.0,24.93885,121.50383,?
964.7496,?,?,121.53411,37.7
187.4823,?,?,121.52981,?
197.1338,?,24.97631,121.54436,?
?,?,?,?,?
488.8193,?,?,?,38.1
?,7.0,24.95744,121.53711,62.1
757.3377,?,24.97538,?,?
1497.713,?,24.97003,121.51696,?
?,?,?,?,19.2
1156.777,?,?,?,?
?,0.0,24.94826,121.49587,15.6
?,2.0,24.97577,?,39.6
?,?,24.96674,?,?
?,?,24.99006,?,22.8
?,6.0,?,121.54063,36.5
?,2.0,24.98407,121.51748,?
?,?,24.96871,?,30.9
258.186,9.0,?,121.54331,36.3
?,?,24.98254,?,?
270.8895,0.0,?,?,?
?,2.0,?,121.54951,37.0
?,?,?,121.5431,53.5
563.2854,?,?,121.53597,46.6
3085.17,0.0,24.998,?,?
?,?,24.9711,?,?
1712.632,?,24.96412,?,?
?,1.0,?,?,?
259.6607,6.0,24.97585,121.54516,?
104.8101,5.0,?,121.54067,47.0
?,5.0,24.96515,?,?
2180.245,?,24.96324,121.51241,?
?,?,24.96143,?,?
?,?,24.96299,121.51284,31.3
?,?,24.95204,121.54842,30.1
?,5.0,?,?,60.7
211.4473,1.0,?,?,?
338.9679,?,?,?,?
?,?,?,?,?
?,0.0,24.95505,121.55964,24.7
?,10.0,?,121.54022,?
281.205,?,24.97345,?,?
967.4,4.0,?,121.53408,40.0
?,10.0,?,121.54086,?
614.1394,?,?,?,?
?,4.0,?,121.51222,?
1801.544,1.0,24.95153,?,?
?,?,?,121.51531,20.9
?,1.0,?,121.53119,?
?,?,24.96322,?,22.8
?,?,?,?,?
312.8963,5.0,?,121.53956,51.7
157.6052,?,?,?,41.5
?,1.0,24.9748,121.53059,52.2
?,?,24.97937,121.54245,49.5
?,?,?,?,23.8
1717.193,?,24.96447,121.51649,?
?,8.0,24.95836,?,56.8
587.8877,?,24.97077,?,?
292.9978,6.0,?,?,69.7
289.3248,?,?,121.54348,?
?,?,24.98298,?,?
?,0.0,?,121.51597,29.3
506.1144,?,?,?,40.3
4066.587,0.0,?,121.50342,?
82.88643,10.0,?,121.54026,?
185.4296,?,24.9711,121.5317,?
2103.555,?,24.96042,?,?
?,4.0,24.95957,?,?
?,8.0,24.96756,?,?
377.8302,9.0,?,?,38.6
1939.749,?,?,?,31.3
443.802,?,24.97927,121.53874,?
967.4,?,?,?,40.3
?,?,24.95544,?,?
512.5487,?,24.974,?,?
?,1.0,24.97198,121.55063,31.9
?,?,?,?,32.2
1717.193,2.0,?,121.51649,23.0
?,?,24.97371,?,?
482.7581,5.0,24.97433,?,?
?,3.0,24.96305,?,27.7
?,1.0,?,?,28.5
161.942,9.0,24.98353,?,39.7
?,5.0,24.98203,121.54348,?
?,?,?,121.53765,37.2
372.1386,?,?,121.54026,40.5
?,?,24.95505,121.55964,?
2175.744,?,24.9633,121.51243,?
?,0.0,?,?,15.4
90.45606,9.0,24.97433,?,50.0
390.9696,7.0,24.97923,?,40.6
104.8101,?,?,?,?
90.45606,?,?,121.5431,63.9
