@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {1, 2, 3}


@data
11.42,12.86,0.8683,5.008,2.85,?,4.607,1
11.23,?,0.884,4.902,2.879,2.269,4.703,1
12.36,?,?,?,3.042,3.22,4.605,1
?,13.84,0.868,5.395,?,4.157,5.088,?
12.78,13.57,0.8716,5.262,3.026,1.176,4.782,?
12.88,13.5,0.8879,?,?,2.352,4.607,1
14.34,14.37,0.8726,5.63,3.19,1.313,5.15,?
?,14.29,?,5.609,?,?,5.132,?
?,?,0.8726,5.569,?,?,5.3,?
?,13.75,0.8458,?,2.882,3.533,?,1
?,15.98,0.8673,?,3.561,4.076,6.06,2
16.84,15.67,?,5.998,?,4.675,5.877,2
17.26,15.73,?,5.978,3.594,4.539,?,?
19.11,16.26,0.9081,?,?,2.936,6.079,?
?,15.51,0.8786,?,3.486,?,?,?
?,15.62,0.8638,?,?,4.92,?,2
17.32,15.91,0.8599,6.064,3.403,3.824,5.922,?
20.71,17.23,0.8763,6.579,3.814,?,6.451,?
18.94,16.49,0.875,?,?,5.064,?,?
?,15.55,?,?,3.566,2.858,?,?
16.53,?,0.8823,5.875,3.467,?,5.88,2
?,16.19,?,?,3.857,?,5.879,2
20.2,16.89,0.8894,6.285,3.864,?,6.187,2
19.57,?,0.8779,6.384,?,1.472,6.273,?
19.51,16.71,0.878,6.366,?,2.962,6.185,2
?,?,0.887,?,?,2.443,6.197,?
18.88,16.26,0.8969,6.084,?,1.649,6.109,?
18.98,16.66,0.859,6.549,?,3.691,6.498,2
?,17.21,0.8989,6.573,4.033,?,?,2
20.88,?,0.9031,6.45,?,5.016,?,2
20.1,?,0.8746,6.581,3.785,1.955,6.449,2
?,16.2,?,6.172,3.796,3.12,?,2
?,16.29,0.8906,6.272,3.693,3.237,6.053,?
18.59,16.05,0.9066,6.037,3.86,?,5.877,2
18.36,16.52,?,6.666,3.485,4.933,6.448,2
16.87,15.65,?,?,3.463,3.696,5.967,2
?,16.59,?,?,?,3.477,6.238,?
?,16.57,0.8687,?,3.552,2.144,6.453,?
18.17,16.26,0.8637,?,3.512,2.853,6.273,2
?,16.34,0.881,6.219,3.684,2.188,6.097,2
16.41,?,0.8866,5.718,3.525,?,?,2
?,15.86,0.8992,?,3.694,?,?,2
?,16.5,?,6.113,3.892,4.308,6.009,2
?,?,?,6.369,?,?,6.229,?
?,16.42,0.8829,6.248,3.755,?,6.148,?
18.83,16.29,?,6.037,3.786,2.553,5.879,2
?,16.17,0.9056,6.152,?,2.843,6.2,?
17.63,15.86,0.88,6.033,3.573,3.747,5.929,?
?,16.92,0.8752,6.675,3.763,3.252,6.55,2
?,?,0.8865,?,3.674,1.738,5.894,?
?,?,?,6.107,?,2.235,?,2
19.38,?,?,6.303,3.791,?,5.965,?
19.13,16.31,0.9035,6.183,3.902,?,?,2
19.14,16.61,?,?,3.737,6.682,6.053,2
20.97,17.25,?,6.563,3.991,?,6.316,?
19.06,16.45,0.8854,6.416,?,2.248,?,2
18.96,16.2,?,6.051,3.897,?,5.75,2
?,16.45,0.889,6.245,3.815,3.084,?,2
18.89,16.23,0.9008,6.227,?,3.639,5.966,2
20.03,16.9,0.8811,6.493,?,3.063,6.32,2
?,?,0.8897,6.315,3.962,5.901,6.188,2
?,16.12,0.8772,6.059,3.563,?,6.011,2
16.17,?,0.8588,5.762,3.387,?,5.703,2
18.43,?,0.9077,5.98,3.771,2.984,5.905,2
15.99,14.89,0.9064,5.363,3.582,?,5.144,2
18.75,?,0.8999,6.111,?,4.188,5.992,2
18.65,16.41,0.8698,?,3.594,4.391,?,2
17.98,15.85,0.8993,5.979,3.687,2.257,?,2
20.16,?,?,?,3.773,?,?,2
17.55,?,?,5.791,?,5.366,5.661,2
?,15.89,0.9108,?,3.755,2.837,5.962,2
18.94,16.32,?,?,?,2.908,5.949,2
15.38,14.9,0.8706,5.884,?,4.462,?,2
16.16,?,?,?,3.395,4.266,?,?
15.56,14.89,?,5.776,3.408,4.972,?,2
?,14.66,?,5.477,?,3.6,5.439,?
?,?,?,6.145,3.574,3.526,?,?
?,15.15,0.8527,5.92,3.231,2.64,5.879,2
15.6,15.11,?,5.832,3.286,2.725,5.752,2
16.23,?,0.885,5.872,3.472,3.769,5.922,2
?,13.92,?,5.472,2.994,5.304,?,3
13.32,13.94,0.8613,5.541,3.073,7.035,?,?
?,13.95,0.862,5.389,3.074,5.995,5.307,3
12.22,?,0.8652,5.224,2.967,5.469,5.221,3
11.82,?,0.8274,5.314,2.777,4.471,?,3
11.21,13.13,0.8167,?,?,6.169,5.275,3
11.43,?,0.8335,5.176,2.719,2.221,5.132,?
12.49,13.46,?,?,2.967,4.421,5.002,3
12.7,13.71,0.8491,5.386,?,3.26,5.316,3
10.79,?,?,?,2.648,5.462,5.194,3
11.83,13.23,?,5.263,2.84,?,5.307,3
?,13.52,0.8249,5.405,2.776,6.992,?,3
?,13.6,0.8333,?,2.833,?,?,3
?,13.04,?,5.22,?,3.332,5.001,3
?,13.05,0.8382,5.175,2.755,4.048,?,?
11.19,?,0.8253,?,?,5.813,?,3
11.34,?,?,5.053,2.849,?,5.003,3
12.13,13.73,0.8081,5.394,2.745,4.825,5.22,?
?,13.52,?,5.444,2.678,4.378,5.31,3
11.49,13.22,0.8263,5.304,2.695,5.388,?,?
?,13.67,?,5.451,2.879,3.082,?,3
12.02,13.33,0.8503,5.35,2.81,4.271,?,?
12.05,?,?,?,2.847,4.988,5.046,3
?,13.57,0.8558,?,2.968,4.419,?,3
?,12.79,0.8558,?,2.794,6.388,5.049,?
?,?,0.8793,5.105,2.941,2.201,5.056,3
12.44,13.59,0.8462,5.319,2.897,4.924,5.27,3
?,13.45,?,?,?,3.638,5.338,3
?,13.12,0.8291,5.176,2.668,4.337,?,3
11.24,13.0,?,5.09,2.715,3.521,5.088,3
?,?,0.8189,?,2.701,?,5.163,3
?,13.1,?,?,2.845,6.715,4.956,?
11.27,12.97,0.8419,5.088,?,?,5.0,?
11.4,13.08,?,5.136,2.763,5.588,5.089,?
10.83,12.96,0.8099,?,2.641,5.182,?,?
?,12.57,?,?,?,4.773,?,3
11.26,?,0.8355,?,2.71,?,5.092,?
?,?,?,5.145,2.642,4.702,?,3
11.48,?,0.8473,?,2.758,5.876,?,3
?,13.47,0.8453,5.357,2.893,1.661,5.178,3
11.41,12.95,?,5.09,?,4.957,?,3
12.46,?,?,5.236,3.017,4.987,5.147,3
?,13.36,0.8579,5.24,2.909,4.857,?,3
11.65,13.07,0.8575,?,2.85,5.209,5.135,3
12.89,13.77,0.8541,5.495,3.026,6.185,5.316,?
11.56,?,0.8198,5.363,2.683,?,5.182,3
11.81,13.45,?,?,2.716,4.898,?,3
10.91,12.8,0.8372,5.088,2.675,?,4.956,3
11.23,?,0.8594,5.089,2.821,7.524,4.957,3
?,12.41,?,4.899,2.787,4.975,4.794,?
10.93,12.8,0.839,5.046,2.717,5.398,?,?
11.27,12.86,0.8563,5.091,?,3.985,5.001,3
11.87,13.02,?,5.132,2.953,?,5.132,?
10.82,12.83,?,5.18,2.63,4.853,5.089,3
12.11,?,0.8639,5.236,?,4.132,5.012,?
12.8,?,?,5.16,3.126,?,4.914,?
?,?,0.8786,5.224,3.054,5.483,4.958,3
13.37,13.78,0.8849,5.32,3.128,?,5.091,3
12.62,13.67,0.8481,5.41,2.911,3.306,?,?
12.76,?,0.8964,5.073,3.155,?,4.83,3
12.38,?,0.8609,?,2.989,?,?,3
12.67,13.32,0.8977,4.984,3.135,2.3,4.745,3
?,12.72,0.868,5.009,?,4.051,?,?
12.7,?,0.8874,?,3.091,8.456,?,3
12.37,13.47,?,5.204,?,?,?,3
12.19,?,?,5.137,2.981,?,?,3
11.23,12.88,0.8511,5.14,2.795,4.325,5.003,3
13.2,?,?,?,3.232,?,5.056,3
11.84,?,0.8521,?,2.836,?,?,3
12.3,13.34,0.8684,?,?,?,5.063,3
