@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {1, 2, 3}


@data
?,13.5,0.8879,5.139,3.119,2.352,4.607,1
14.34,?,0.8726,5.63,?,?,5.15,1
14.01,14.29,?,?,3.158,2.217,5.132,1
?,14.39,0.8726,?,3.153,1.464,5.3,1
12.73,13.75,0.8458,5.412,2.882,3.533,5.067,1
17.63,15.98,?,6.191,?,?,6.06,2
16.84,15.67,0.8623,5.998,3.484,?,?,2
?,?,?,?,3.594,4.539,5.791,2
19.11,16.26,0.9081,?,3.93,2.936,6.079,2
?,?,0.8786,?,3.486,?,?,2
16.77,15.62,0.8638,5.927,3.438,4.92,5.795,2
?,?,0.8599,6.064,?,3.824,5.922,2
20.71,?,?,6.579,?,4.451,6.451,?
18.94,16.49,0.875,6.445,3.639,?,6.362,?
17.12,?,0.8892,5.85,3.566,2.858,5.746,2
16.53,15.34,0.8823,5.875,3.467,5.532,?,2
18.72,?,0.8977,6.006,3.857,?,5.879,?
20.2,?,0.8894,6.285,3.864,?,?,?
?,?,0.8779,6.384,?,1.472,6.273,?
19.51,16.71,?,6.366,?,2.962,6.185,2
18.27,16.09,0.887,?,3.651,2.443,6.197,2
18.88,?,0.8969,6.084,3.764,1.649,6.109,2
18.98,16.66,0.859,6.549,3.67,?,?,2
21.18,17.21,?,?,4.033,5.78,6.231,2
?,17.05,?,6.45,?,5.016,6.321,?
20.1,16.99,?,6.581,3.785,1.955,6.449,2
18.76,16.2,0.8984,6.172,?,3.12,6.053,2
18.81,?,0.8906,6.272,3.693,?,?,2
18.59,16.05,?,6.037,3.86,6.001,5.877,2
18.36,16.52,?,?,3.485,?,6.448,?
16.87,15.65,?,6.139,3.463,3.696,5.967,2
?,16.59,0.8815,6.341,?,3.477,6.238,2
18.98,16.57,0.8687,?,?,2.144,6.453,2
18.17,16.26,?,?,3.512,2.853,6.273,2
18.72,16.34,?,?,?,2.188,?,2
16.41,?,0.8866,5.718,?,4.217,?,?
17.99,15.86,?,5.89,3.694,?,?,?
19.46,16.5,0.8985,6.113,3.892,?,6.009,2
?,?,0.8717,6.369,3.681,3.357,6.229,?
?,16.42,0.8829,6.248,?,3.368,6.148,?
18.83,16.29,0.8917,?,?,2.553,5.879,?
18.85,?,0.9056,6.152,3.806,2.843,6.2,2
?,?,0.88,6.033,3.573,3.747,?,2
19.94,?,0.8752,6.675,3.763,3.252,?,2
?,16.22,?,6.153,3.674,1.738,5.894,2
18.45,16.12,0.8921,6.107,3.769,2.235,5.794,2
19.38,16.72,0.8716,6.303,3.791,?,5.965,?
?,16.31,?,6.183,?,2.109,5.924,2
19.14,16.61,0.8722,6.259,3.737,6.682,6.053,2
20.97,17.25,0.8859,6.563,3.991,4.677,?,2
19.06,16.45,0.8854,6.416,3.719,2.248,?,2
?,16.2,0.9077,6.051,?,?,?,2
19.15,16.45,?,?,?,?,6.185,2
18.89,?,0.9008,6.227,3.769,3.639,?,2
20.03,16.9,?,?,3.857,3.063,?,2
?,?,0.8897,?,3.962,5.901,?,2
18.14,?,0.8772,6.059,?,3.619,6.011,?
?,?,0.8588,5.762,3.387,?,5.703,2
18.43,15.97,?,5.98,?,2.984,5.905,2
?,14.89,0.9064,?,3.582,3.336,5.144,2
?,16.18,?,6.111,3.869,4.188,?,?
18.65,16.41,?,6.285,3.594,?,6.102,?
17.98,15.85,0.8993,5.979,?,2.257,5.919,2
?,?,?,?,?,?,?,2
17.55,15.66,0.8991,5.791,3.69,?,5.661,2
18.3,15.89,?,5.979,3.755,2.837,?,2
18.94,?,?,?,3.825,?,?,?
15.38,14.9,0.8706,?,3.268,4.462,5.795,2
16.16,?,?,5.845,3.395,4.266,5.795,2
?,14.89,?,?,3.408,4.972,5.847,?
15.38,?,0.899,?,3.465,3.6,5.439,?
17.36,15.76,0.8785,6.145,3.574,3.526,5.971,2
15.57,15.15,?,5.92,?,2.64,5.879,2
15.6,?,0.858,5.832,3.286,2.725,5.752,2
16.23,?,0.885,5.872,3.472,?,?,2
13.07,13.92,?,5.472,2.994,5.304,?,3
13.32,?,?,5.541,3.073,7.035,5.44,3
?,13.95,?,5.389,3.074,5.995,?,3
12.22,13.32,0.8652,5.224,2.967,5.469,?,3
11.82,13.4,0.8274,5.314,?,4.471,5.178,3
11.21,13.13,0.8167,5.279,2.687,?,?,?
?,?,0.8335,?,2.719,2.221,5.132,3
?,13.46,?,?,?,4.421,5.002,3
12.7,13.71,?,5.386,?,3.26,5.316,3
10.79,12.93,0.8107,5.317,2.648,5.462,5.194,3
11.83,?,0.8496,?,?,5.195,5.307,?
?,13.52,?,5.405,2.776,6.992,?,3
?,?,0.8333,5.408,?,4.756,?,3
?,13.04,0.8266,5.22,2.693,?,5.001,?
11.36,13.05,0.8382,5.175,2.755,4.048,5.263,3
11.19,13.05,?,5.25,2.675,5.813,?,3
?,12.87,0.8596,5.053,2.849,?,?,3
12.13,13.73,0.8081,?,2.745,?,?,?
?,13.52,0.8082,5.444,2.678,?,5.31,3
?,?,0.8263,5.304,2.695,5.388,5.31,?
?,13.67,?,5.451,2.879,3.082,5.491,3
12.02,?,0.8503,5.35,2.81,4.271,5.308,3
?,13.41,0.8416,5.267,?,?,5.046,3
12.55,?,0.8558,5.333,2.968,?,5.176,3
11.14,?,0.8558,5.011,?,6.388,5.049,?
12.1,?,0.8793,5.105,2.941,2.201,?,3
12.44,13.59,0.8462,5.319,2.897,4.924,5.27,3
12.15,?,?,5.417,2.837,3.638,?,?
11.35,13.12,0.8291,?,?,4.337,5.132,3
?,?,0.8359,?,2.715,?,?,3
?,13.0,0.8189,?,2.701,6.735,5.163,3
11.55,13.1,0.8455,?,?,?,4.956,?
11.27,12.97,0.8419,5.088,2.763,4.309,?,3
11.4,13.08,0.8375,5.136,?,5.588,5.089,3
10.83,12.96,0.8099,5.278,2.641,?,5.185,3
10.8,12.57,0.859,4.981,2.821,4.773,?,3
11.26,13.01,0.8355,5.186,2.71,5.335,5.092,3
10.74,12.73,0.8329,5.145,2.642,?,4.963,?
11.48,13.05,?,?,?,5.876,5.002,?
12.21,?,0.8453,5.357,2.893,1.661,?,?
?,12.95,0.856,5.09,2.775,4.957,4.825,3
12.46,?,?,?,3.017,?,5.147,3
12.19,13.36,0.8579,?,2.909,4.857,5.158,3
?,13.07,0.8575,5.108,?,5.209,?,?
?,13.77,?,?,?,?,5.316,3
?,13.31,0.8198,5.363,?,4.062,5.182,?
11.81,?,0.8198,5.413,?,4.898,5.352,3
10.91,12.8,0.8372,?,2.675,4.179,4.956,3
11.23,12.82,?,5.089,2.821,7.524,4.957,3
?,12.41,0.8648,?,2.787,4.975,4.794,?
10.93,12.8,0.839,5.046,2.717,?,5.045,3
11.27,12.86,?,5.091,?,3.985,5.001,3
?,13.02,?,5.132,2.953,3.597,5.132,3
10.82,12.83,0.8256,5.18,?,?,?,?
12.11,13.27,0.8639,5.236,?,?,5.012,?
12.8,13.47,0.886,5.16,3.126,?,4.914,?
12.79,?,0.8786,?,?,5.483,?,?
13.37,?,0.8849,?,3.128,4.67,?,3
?,13.67,0.8481,5.41,?,3.306,5.231,?
?,13.38,0.8964,5.073,3.155,2.828,?,3
?,?,0.8609,5.219,2.989,5.472,?,3
12.67,13.32,?,4.984,3.135,2.3,?,3
?,12.72,0.868,?,2.81,4.051,4.828,3
12.7,13.41,?,5.183,3.091,8.456,5.0,?
12.37,13.47,0.8567,?,?,?,5.001,3
12.19,?,0.8783,5.137,2.981,?,4.87,3
?,12.88,0.8511,5.14,2.795,?,5.003,3
13.2,?,0.8883,5.236,3.232,8.315,?,3
?,13.21,0.8521,?,2.836,?,5.044,3
12.3,?,0.8684,5.243,2.974,5.637,?,3
