@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {0, 1, 2}


@data
14.37,14.39,0.8726,?,3.153,?,5.3,0
12.73,13.75,0.8458,5.412,?,3.533,5.067,?
17.63,15.98,?,?,3.561,4.076,6.06,1
16.84,15.67,0.8623,5.998,?,4.675,5.877,1
17.26,15.73,?,5.978,3.594,4.539,5.791,1
19.11,16.26,0.9081,6.154,3.93,?,6.079,1
16.82,?,?,6.017,3.486,4.004,5.841,1
16.77,?,?,?,3.438,?,5.795,1
?,15.91,0.8599,?,3.403,3.824,5.922,?
?,17.23,0.8763,6.579,?,4.451,6.451,1
?,16.49,0.875,?,3.639,?,?,?
17.12,?,0.8892,?,?,?,5.746,1
16.53,15.34,?,5.875,?,?,5.88,?
18.72,16.19,0.8977,6.006,?,5.324,?,?
?,16.89,0.8894,6.285,3.864,5.173,6.187,1
19.57,16.74,0.8779,6.384,?,?,6.273,1
19.51,16.71,0.878,6.366,3.801,?,6.185,?
?,16.09,0.887,?,3.651,2.443,6.197,?
18.88,16.26,0.8969,6.084,?,1.649,?,?
18.98,16.66,0.859,6.549,?,?,6.498,?
21.18,?,?,?,4.033,5.78,6.231,1
20.88,17.05,0.9031,?,4.032,?,?,1
20.1,16.99,0.8746,6.581,3.785,1.955,6.449,1
18.76,16.2,0.8984,6.172,?,3.12,6.053,1
18.81,16.29,0.8906,6.272,?,3.237,6.053,?
18.59,16.05,0.9066,6.037,3.86,?,?,1
?,16.52,?,6.666,?,4.933,6.448,1
?,?,0.8648,?,3.463,3.696,?,1
?,16.59,0.8815,6.341,3.81,?,6.238,1
?,16.57,?,?,?,2.144,6.453,1
18.17,16.26,0.8637,6.271,3.512,2.853,6.273,1
18.72,16.34,0.881,?,3.684,2.188,6.097,1
16.41,15.25,0.8866,5.718,3.525,?,?,1
17.99,15.86,0.8992,5.89,3.694,?,5.837,1
19.46,16.5,0.8985,6.113,3.892,4.308,?,?
19.18,?,0.8717,?,?,3.357,?,1
18.95,16.42,?,6.248,?,?,6.148,1
18.83,?,0.8917,6.037,?,2.553,5.879,1
18.85,16.17,0.9056,6.152,3.806,?,6.2,1
17.63,?,?,6.033,3.573,3.747,5.929,?
?,16.92,0.8752,6.675,3.763,3.252,?,?
18.55,16.22,?,6.153,3.674,?,?,1
18.45,16.12,?,?,3.769,2.235,5.794,1
?,16.72,0.8716,6.303,3.791,3.678,5.965,?
19.13,16.31,0.9035,?,3.902,2.109,5.924,?
19.14,16.61,?,6.259,3.737,6.682,6.053,?
20.97,17.25,0.8859,?,3.991,4.677,6.316,1
19.06,?,0.8854,?,?,2.248,6.163,1
18.96,16.2,?,6.051,3.897,4.334,?,1
19.15,?,0.889,6.245,3.815,3.084,?,1
18.89,?,?,6.227,3.769,?,5.966,?
20.03,16.9,0.8811,?,3.857,?,6.32,?
?,?,0.8897,6.315,3.962,5.901,6.188,?
?,16.12,?,6.059,3.563,3.619,6.011,1
16.17,?,0.8588,?,3.387,4.286,5.703,1
?,15.97,0.9077,5.98,3.771,2.984,?,1
15.99,14.89,0.9064,?,3.582,3.336,5.144,?
18.75,16.18,?,6.111,3.869,4.188,5.992,1
18.65,16.41,0.8698,6.285,3.594,4.391,6.102,1
17.98,15.85,?,?,3.687,2.257,?,?
20.16,17.03,0.8735,?,3.773,1.91,?,1
17.55,15.66,0.8991,5.791,3.69,5.366,?,1
?,15.89,?,5.979,3.755,2.837,5.962,1
18.94,16.32,?,?,3.825,2.908,5.949,1
15.38,?,0.8706,5.884,?,4.462,?,1
?,15.33,0.8644,5.845,3.395,4.266,5.795,?
15.56,14.89,0.8823,?,3.408,4.972,5.847,1
15.38,?,?,5.477,3.465,?,5.439,?
17.36,?,0.8785,6.145,3.574,?,5.971,1
?,?,0.8527,5.92,?,?,5.879,1
?,15.11,?,5.832,?,?,5.752,1
16.23,15.18,?,5.872,?,3.769,5.922,1
13.07,13.92,0.848,?,2.994,5.304,?,2
13.32,13.94,?,?,?,?,5.44,2
?,?,0.862,5.389,?,?,5.307,2
12.22,?,0.8652,5.224,2.967,?,5.221,2
?,13.4,0.8274,5.314,?,4.471,5.178,2
11.21,13.13,0.8167,?,?,6.169,5.275,2
11.43,13.13,0.8335,5.176,?,?,5.132,2
12.49,13.46,?,5.267,2.967,?,5.002,2
12.7,13.71,0.8491,5.386,2.911,3.26,5.316,2
10.79,12.93,0.8107,5.317,2.648,5.462,5.194,2
?,13.23,0.8496,5.263,2.84,5.195,5.307,2
?,13.52,0.8249,?,2.776,6.992,5.27,?
?,13.6,0.8333,5.408,2.833,4.756,5.36,2
11.18,13.04,?,5.22,?,3.332,5.001,2
11.36,13.05,?,?,?,4.048,5.263,?
?,13.05,?,5.25,2.675,?,?,2
11.34,12.87,0.8596,5.053,2.849,3.347,?,2
12.13,13.73,0.8081,?,?,4.825,?,2
?,13.52,0.8082,5.444,2.678,?,?,2
11.49,13.22,?,5.304,2.695,?,?,2
12.54,13.67,0.8425,5.451,?,3.082,?,?
12.02,?,?,5.35,2.81,4.271,5.308,2
?,13.41,0.8416,5.267,2.847,?,5.046,2
12.55,13.57,0.8558,5.333,?,?,?,2
?,12.79,0.8558,?,?,6.388,5.049,2
12.1,?,?,5.105,?,2.201,?,2
12.44,?,0.8462,5.319,2.897,4.924,?,2
12.15,13.45,0.8443,?,?,3.638,5.338,2
?,?,0.8291,5.176,2.668,4.337,5.132,2
11.24,?,0.8359,?,?,3.521,5.088,2
11.02,13.0,0.8189,?,?,6.735,5.163,2
11.55,?,?,?,2.845,?,4.956,?
?,12.97,0.8419,5.088,2.763,?,?,2
11.4,?,0.8375,?,2.763,5.588,5.089,?
10.83,12.96,?,?,2.641,?,5.185,2
10.8,12.57,?,4.981,?,4.773,?,2
?,13.01,?,5.186,?,?,5.092,2
10.74,12.73,?,5.145,2.642,4.702,4.963,2
11.48,13.05,0.8473,5.18,2.758,5.876,5.002,2
12.21,?,0.8453,5.357,2.893,1.661,?,?
?,?,0.856,5.09,?,?,4.825,?
12.46,13.41,0.8706,5.236,3.017,?,5.147,2
12.19,?,0.8579,5.24,2.909,4.857,5.158,?
11.65,13.07,0.8575,?,2.85,5.209,?,?
?,13.77,0.8541,?,3.026,6.185,?,2
11.56,?,0.8198,?,?,4.062,5.182,?
11.81,13.45,0.8198,?,2.716,4.898,?,?
10.91,?,0.8372,?,2.675,4.179,4.956,2
?,12.82,0.8594,?,2.821,7.524,4.957,2
?,12.41,?,4.899,2.787,?,?,2
?,?,0.839,5.046,?,5.398,5.045,2
11.27,?,?,5.091,2.804,3.985,5.001,?
11.87,13.02,0.8795,?,?,3.597,5.132,2
10.82,12.83,0.8256,?,2.63,4.853,5.089,2
12.11,13.27,?,5.236,?,4.132,5.012,2
12.8,13.47,0.886,5.16,3.126,4.873,?,?
12.79,13.53,0.8786,?,3.054,5.483,4.958,?
13.37,?,?,?,3.128,?,5.091,2
12.62,13.67,?,?,2.911,?,5.231,2
12.76,13.38,0.8964,5.073,?,?,?,?
12.38,13.44,0.8609,5.219,2.989,5.472,5.045,2
12.67,13.32,0.8977,?,3.135,2.3,4.745,2
11.18,12.72,0.868,?,2.81,4.051,4.828,2
12.7,?,0.8874,5.183,3.091,8.456,?,2
?,13.47,?,5.204,2.96,3.919,5.001,2
12.19,13.2,?,5.137,2.981,3.631,4.87,2
11.23,12.88,0.8511,5.14,2.795,4.325,5.003,?
?,13.66,0.8883,5.236,?,8.315,?,2
?,13.21,?,5.175,?,?,?,2
12.3,13.34,0.8684,?,?,5.637,5.063,2
