@relation dataset

@attribute sex {0, 1, 2}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}


@data
?,?,?,?,0.4795,0.227,0.124,0.125,7
0,0.54,0.475,0.155,1.217,0.5305,?,0.34,?
?,0.45,0.355,0.105,?,0.237,0.1165,0.145,?
0,?,0.445,0.135,0.883,0.381,0.2035,0.26,10
2,0.355,?,0.09,?,0.134,?,?,8
0,0.45,0.335,?,0.425,0.1865,0.091,?,8
?,?,0.425,0.135,0.8515,0.362,0.196,?,?
1,?,0.175,?,?,0.0315,0.0235,?,4
1,0.205,0.15,?,0.042,?,0.015,0.012,4
1,?,0.15,?,0.042,0.0175,0.0125,?,3
1,0.39,0.295,0.095,?,0.0875,0.045,0.075,6
2,0.47,?,0.12,0.5795,0.293,0.227,0.14,8
0,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,6
1,0.325,0.245,0.07,?,?,0.0255,?,5
0,?,0.425,?,0.8355,0.3545,0.2135,0.245,8
1,?,?,0.12,?,0.2385,?,0.19,?
2,0.4,0.32,?,0.303,0.1335,0.06,0.1,?
?,0.485,0.36,0.13,0.5415,0.2595,0.096,?,9
0,?,0.36,?,?,0.2105,?,?,?
2,0.405,0.31,0.1,0.385,0.173,?,0.11,6
?,0.5,0.4,0.14,0.6615,?,0.1755,0.22,?
2,0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,7
?,0.47,?,?,?,0.2765,0.12,0.17,7
1,?,0.19,0.06,0.086,0.042,0.014,0.025,3
0,?,0.4,0.125,0.583,0.246,0.13,0.175,6
?,0.45,0.345,?,0.4115,0.18,?,?,6
2,0.505,?,?,0.625,0.305,0.16,0.175,?
?,0.53,0.41,0.13,0.6965,?,?,?,9
2,0.425,0.325,?,?,0.1705,0.08,0.1,6
2,0.52,0.4,0.12,0.58,0.234,0.1315,0.185,7
?,?,?,0.12,0.48,0.234,?,?,?
?,0.565,?,0.16,?,0.354,0.1935,?,11
0,0.595,?,0.185,?,0.416,0.224,?,?
0,?,0.39,?,0.5305,0.2135,0.1155,0.17,9
1,0.31,?,?,0.151,0.063,0.0405,0.045,?
?,?,?,0.13,0.7665,?,0.168,?,12
0,0.4,0.32,0.11,?,?,0.0985,?,7
0,0.595,0.475,?,1.247,0.48,0.225,0.425,?
2,0.57,?,0.175,1.185,?,0.261,0.38,10
?,0.605,0.45,0.195,1.098,0.481,0.2895,0.315,12
0,0.6,0.475,0.15,?,0.4425,0.221,0.28,14
2,0.595,?,0.14,?,?,0.189,0.315,?
?,?,?,?,?,0.363,0.194,0.305,?
0,0.555,?,0.14,0.788,0.282,0.1595,0.285,10
0,?,0.475,0.17,1.1025,0.4695,0.2355,0.345,13
0,?,?,0.14,0.941,?,0.252,0.285,?
?,?,?,0.175,1.615,?,?,0.675,11
0,0.52,0.425,0.165,0.9885,?,0.225,0.32,?
?,?,0.475,0.16,?,0.408,0.234,0.58,20
?,?,0.45,?,1.013,0.38,?,0.36,?
0,?,0.465,?,1.295,0.339,?,?,11
2,?,0.465,0.14,1.195,0.4825,0.205,0.4,?
2,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,9
0,0.46,0.355,?,0.517,0.2205,0.114,0.165,8
0,?,0.45,0.16,?,0.3135,0.231,0.33,11
?,0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,?
2,0.555,?,0.15,0.755,0.307,0.1525,?,11
2,0.595,0.465,?,?,0.4015,0.254,0.39,12
0,0.625,0.495,?,1.262,0.507,?,0.39,?
2,0.695,0.56,0.19,1.494,0.588,0.3425,0.485,?
2,0.665,0.535,?,1.606,0.5755,0.388,?,13
?,0.535,0.435,0.15,0.725,0.269,0.1385,0.25,8
2,?,0.375,0.13,0.523,?,0.132,0.145,7
2,0.47,?,?,0.5225,0.201,?,0.165,6
0,?,0.375,0.125,0.5785,?,0.085,0.155,9
1,?,0.265,0.095,0.2315,0.105,?,0.075,?
?,?,0.435,?,0.843,0.328,?,?,?
?,0.53,0.435,0.16,0.883,?,0.164,0.335,14
?,0.53,0.415,?,?,0.3105,0.1675,?,9
?,0.605,0.47,?,1.1735,0.4975,0.2405,0.345,11
?,?,?,?,0.727,0.291,0.1835,0.235,11
0,0.545,0.43,0.165,?,0.2935,0.183,0.28,10
0,?,0.4,0.125,0.6675,0.261,0.1315,?,9
?,?,0.39,0.135,0.6335,0.231,?,0.2,8
0,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,?
2,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,8
2,?,0.36,0.105,0.431,0.172,0.107,0.175,8
?,0.435,?,0.08,?,?,?,0.105,8
?,0.425,0.35,0.105,0.393,?,0.063,0.165,?
0,0.545,0.41,?,0.6935,0.2975,?,?,?
?,0.53,0.415,0.115,0.5915,0.233,0.1585,?,10
?,0.49,?,?,0.6125,0.2555,?,0.22,10
2,0.44,0.34,?,0.402,?,?,0.165,?
0,0.56,0.43,?,0.8825,?,0.172,?,?
2,0.405,?,?,0.2605,0.1145,?,0.085,7
?,0.47,?,?,0.4205,?,0.1035,0.14,?
?,?,?,?,0.2535,?,0.0575,?,6
?,0.515,?,?,0.766,?,0.1725,0.255,13
?,?,0.265,?,0.214,0.09,0.051,0.07,5
1,0.36,0.28,0.08,0.1755,0.081,?,?,?
1,?,0.195,0.06,0.073,0.0285,0.0235,?,4
?,0.375,0.275,0.09,?,0.1075,?,0.07,5
1,?,0.29,?,0.2505,?,0.061,?,7
?,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,18
2,0.71,0.54,0.165,1.959,?,0.261,0.78,17
2,0.595,?,0.165,?,?,0.283,0.41,16
0,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,?
0,?,0.26,?,0.1915,?,?,?,?
1,0.35,0.26,0.095,?,?,0.056,0.068,?
1,0.265,?,0.065,0.0975,0.04,0.0205,0.028,6
0,0.425,0.33,?,0.406,0.1635,0.081,0.1355,?
?,0.305,?,0.08,0.156,?,?,0.048,6
2,0.345,0.255,0.09,0.2005,?,0.0295,?,?
?,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,8
2,0.375,0.285,0.095,?,0.096,0.0575,?,8
0,?,0.445,?,?,?,?,0.2475,9
?,0.55,0.45,0.145,?,?,0.1435,?,9
2,?,0.52,?,1.3445,?,0.306,0.4465,15
2,0.56,0.455,0.155,0.797,0.34,?,0.2425,10
?,0.475,0.375,0.13,0.5175,?,0.1165,0.17,9
0,0.49,?,0.125,?,0.245,0.1075,0.174,?
?,?,?,0.12,?,0.224,0.108,?,9
1,0.28,?,0.08,0.127,?,0.039,0.042,8
1,?,0.13,?,0.0315,0.0105,0.0065,?,4
1,?,0.13,0.095,0.03,0.013,0.008,0.01,?
?,0.59,0.475,0.145,1.053,?,0.262,0.325,?
?,0.605,0.5,0.185,1.1185,0.469,?,0.335,8
0,0.635,0.515,0.19,?,0.5065,?,?,9
?,0.605,?,0.16,1.0565,0.37,0.2355,0.355,9
?,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,11
2,0.515,0.405,0.13,0.722,0.32,0.131,?,9
0,0.575,0.46,?,0.994,0.392,?,?,12
2,0.645,0.485,0.215,1.514,?,?,0.635,15
0,0.58,0.455,0.17,0.9075,?,0.2135,?,12
?,0.575,?,0.165,?,0.2985,0.1785,?,?
?,0.605,0.465,?,1.056,0.4215,?,?,12
0,?,0.485,0.16,1.222,0.53,?,0.28,12
2,?,0.485,0.175,1.2445,0.544,0.297,0.345,11
0,0.725,?,0.21,2.141,0.65,?,1.005,?
0,0.65,?,0.23,1.752,0.5605,0.2895,?,?
2,0.725,0.57,?,2.55,?,0.483,0.725,13
?,?,0.575,?,2.124,0.765,0.4515,?,?
0,?,0.57,0.205,?,0.625,0.408,0.65,19
?,0.705,?,0.22,1.981,?,0.3085,?,13
?,0.68,0.515,?,1.6185,0.5125,0.409,0.62,11
2,?,?,0.215,1.9565,0.7125,0.541,0.59,13
0,0.53,0.395,0.145,0.775,0.308,?,?,6
2,?,0.435,0.155,1.065,0.486,0.233,0.285,7
0,?,0.405,?,0.776,?,0.1845,0.22,?
1,0.235,?,?,0.048,?,?,0.015,4
1,?,?,?,0.1785,0.0645,0.037,0.075,6
1,0.315,0.21,?,0.125,?,0.0375,0.035,4
1,0.315,?,0.085,0.1435,0.053,?,0.05,?
1,0.225,?,0.045,0.0465,0.025,0.015,0.015,?
2,0.58,0.475,0.15,0.97,?,0.2165,?,10
2,0.57,0.48,0.18,?,0.399,0.2,0.295,?
?,0.64,0.51,0.175,1.368,0.515,0.266,0.57,?
0,0.56,0.45,?,1.0235,0.429,0.268,?,?
0,0.62,?,0.175,1.0165,?,0.214,?,?
0,0.645,0.51,0.2,1.5675,0.621,0.367,?,?
2,0.62,?,0.19,1.218,0.5455,0.2965,0.355,?
0,?,?,0.15,1.0525,0.392,?,0.285,11
0,?,0.5,?,1.383,?,?,0.38,?
?,0.63,0.48,0.16,1.199,0.5265,?,0.315,10
0,?,0.46,0.17,0.9325,0.365,0.271,0.29,8
2,0.615,0.48,?,?,0.4845,0.2165,0.325,12
2,?,0.485,?,1.0225,0.419,0.2405,0.36,?
2,0.58,0.45,0.15,0.927,0.276,?,0.36,13
1,0.355,0.275,0.085,0.22,0.092,0.06,0.15,7
0,?,?,0.14,0.8145,0.459,0.1965,?,?
2,0.5,0.405,0.155,?,0.346,0.1535,?,11
0,0.505,0.41,0.15,?,0.285,0.145,0.21,?
2,0.64,0.5,0.185,1.3035,0.4445,?,0.465,15
2,0.56,0.45,0.16,0.922,0.432,?,?,14
2,0.585,?,0.185,0.922,0.3635,0.213,0.285,9
0,0.45,0.345,0.12,0.4165,0.1655,?,0.135,8
2,0.5,0.4,0.165,0.825,?,0.205,0.285,?
0,0.5,?,0.145,0.63,?,0.1465,0.23,11
?,0.53,0.435,0.17,0.8155,?,0.155,0.275,12
2,0.42,?,0.115,0.369,0.171,?,0.12,7
0,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,?
1,0.4,0.3,?,?,?,?,0.12,8
1,0.435,0.34,?,0.3795,0.1495,?,0.12,7
?,0.525,?,0.17,0.8325,0.2755,?,0.31,12
?,0.37,0.28,0.095,0.2655,0.122,0.052,?,6
0,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,9
2,0.335,?,?,?,0.0755,0.0415,0.06,6
0,0.415,?,0.105,0.38,?,0.0785,?,11
2,0.5,0.405,0.14,?,0.241,0.1355,0.205,8
0,?,0.395,?,0.66,?,?,0.235,13
?,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,9
2,?,?,0.13,0.46,?,0.111,?,?
1,0.405,0.3,0.12,?,0.1265,0.07,0.11,6
?,0.47,0.36,0.135,?,0.1665,?,0.165,9
0,0.415,?,?,0.32,0.1305,?,0.105,7
0,0.445,0.325,0.125,?,0.1785,0.1125,?,8
0,0.47,0.35,0.145,?,?,0.1235,0.18,10
0,0.49,?,0.15,0.5755,?,0.144,0.19,?
?,?,?,0.15,0.485,0.181,0.125,?,10
1,0.425,0.38,0.105,?,0.1285,?,0.1,9
0,?,0.37,0.135,0.45,0.1715,?,0.155,8
0,0.39,0.29,0.125,0.3055,0.121,0.082,0.09,6
?,0.365,0.27,0.085,?,?,0.0485,?,6
?,?,0.465,0.165,1.1015,0.404,0.2095,0.35,10
0,0.53,?,?,0.783,?,0.158,0.245,14
2,?,0.445,?,0.836,0.336,0.1625,0.275,12
?,0.565,0.44,?,?,?,0.193,0.325,?
?,0.625,0.505,?,1.4455,0.496,?,0.435,21
1,0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,?
1,?,0.35,0.135,0.435,0.1815,0.083,?,11
?,0.295,0.225,0.08,0.124,?,?,0.04,8
1,0.075,0.055,0.01,0.002,?,5.0E-4,?,0
1,?,0.1,0.03,?,0.0045,?,0.004,2
?,0.11,0.09,?,0.008,?,?,0.003,?
1,0.16,0.12,?,0.021,?,0.0045,?,4
2,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,16
1,0.27,0.2,0.07,0.1,0.034,?,0.035,4
1,?,0.175,?,0.0645,0.026,?,0.02,?
1,0.3,0.23,?,?,0.0435,0.0265,0.04,?
1,?,0.255,0.085,0.1655,0.063,?,?,?
1,0.35,0.26,?,0.174,?,0.0345,0.06,?
?,0.32,0.245,?,?,0.0635,0.0325,0.05,12
?,0.36,0.275,?,0.1975,0.0745,0.0415,0.07,?
?,0.305,?,0.075,0.156,0.0675,0.038,0.045,6
1,0.345,0.27,?,0.2135,0.082,?,0.07,6
?,0.33,0.25,0.105,0.1715,?,0.035,0.06,6
?,?,0.47,0.18,?,?,0.2805,?,12
0,0.595,0.455,0.155,1.0605,0.5135,0.2165,?,11
0,?,?,0.185,?,0.4485,0.217,0.345,14
2,?,0.495,0.165,1.2415,0.485,?,0.34,14
?,?,0.45,?,1.011,0.3835,0.2065,0.37,14
2,0.56,0.45,0.185,1.07,0.3805,0.175,?,18
?,0.545,?,0.16,?,0.341,?,0.345,9
0,?,0.505,0.17,?,0.605,0.297,0.365,14
0,?,0.475,0.16,?,0.4775,?,0.295,12
0,0.54,?,?,0.928,?,0.194,0.26,10
?,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,11
?,0.53,?,0.165,0.8945,?,?,0.245,10
?,0.245,?,?,?,0.0445,0.0245,0.026,?
2,0.27,?,?,0.1205,0.0465,0.028,0.04,5
0,0.46,0.38,0.13,0.639,?,0.1525,0.16,?
?,?,0.45,?,?,?,0.186,0.235,13
2,0.35,0.275,0.11,0.2925,?,?,0.0905,7
2,0.47,0.39,0.15,0.6355,?,?,0.255,8
0,0.45,0.36,0.125,?,0.2035,0.1,0.17,12
0,?,0.525,?,1.779,0.4535,0.2855,?,?
2,0.59,0.5,0.2,1.187,?,?,?,15
?,0.62,?,?,?,0.3875,0.2505,?,?
2,?,?,0.225,?,0.56,?,0.45,?
2,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,?
2,0.655,?,0.215,1.844,0.7425,0.327,0.585,21
?,?,0.53,0.185,1.3485,?,0.245,0.49,?
2,0.61,?,0.24,?,0.532,?,?,17
2,0.635,?,0.205,1.484,0.55,0.3115,0.43,19
?,0.515,0.425,0.135,?,?,0.1605,0.25,10
0,?,0.415,?,0.8415,0.314,0.1585,0.3,14
1,0.36,0.285,0.105,0.2415,?,?,0.075,6
0,0.455,0.355,0.12,0.4495,0.177,?,0.15,8
2,0.485,?,0.14,?,0.2285,0.127,?,?
2,0.515,0.38,0.175,0.9565,?,?,0.31,?
0,0.535,0.415,0.17,0.879,0.295,0.1965,?,9
2,?,0.435,0.155,0.699,?,0.1595,0.205,?
0,?,0.4,?,?,?,0.1325,0.205,16
2,0.44,0.355,?,0.4775,0.132,?,?,?
0,?,?,0.16,?,0.3155,0.1795,?,9
2,0.54,0.435,0.18,0.996,0.3835,?,0.325,16
0,?,?,0.21,?,?,0.279,0.355,?
2,0.61,0.475,?,1.116,0.428,?,0.315,14
?,0.565,0.455,0.175,?,0.342,0.207,?,18
2,0.6,0.495,?,?,?,0.19,?,25
1,?,?,0.085,0.128,?,0.034,?,5
1,0.275,0.205,0.075,?,0.045,0.0285,0.035,5
1,0.28,?,0.085,0.1065,?,0.0295,0.03,?
2,0.49,0.395,?,?,?,0.1275,0.15,10
2,0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,8
0,0.405,0.305,0.095,0.3485,?,?,0.1,8
0,0.54,0.435,?,0.892,?,?,0.335,?
?,?,0.28,0.1,0.252,?,0.0595,?,7
2,?,0.27,?,?,0.0885,?,0.0715,5
?,?,?,?,?,?,0.114,0.15,?
?,0.2,?,?,0.037,0.0125,0.0095,0.011,?
1,?,?,0.03,0.0215,0.007,0.005,0.005,2
2,?,0.515,?,1.5415,?,0.369,0.535,12
2,0.55,0.41,0.125,0.7605,0.2505,0.1635,?,13
2,?,0.435,?,0.9055,0.3925,0.2355,0.275,?
?,?,?,0.19,1.2435,0.4635,0.3055,0.39,?
2,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,13
2,0.595,0.455,?,?,0.4595,0.3235,?,18
0,0.62,0.47,0.2,?,?,?,?,22
2,?,0.485,0.175,1.3,0.4335,0.2945,0.46,22
1,0.45,0.355,?,0.4585,0.194,?,?,7
0,0.635,?,0.19,1.242,0.576,0.2475,0.39,?
2,0.45,?,0.1,?,0.1465,0.1015,0.12,?
?,?,0.455,?,?,0.315,?,0.32,17
1,0.33,0.255,0.095,0.172,0.066,?,?,5
1,0.265,0.21,0.06,0.0965,0.0425,0.022,0.03,?
1,0.19,?,?,0.038,0.0165,?,0.015,3
2,0.385,0.31,0.1,0.2845,0.1065,?,0.1,10
1,?,0.205,0.07,?,?,0.041,0.035,?
2,?,0.265,0.105,0.222,?,0.056,?,?
1,?,0.275,?,?,0.097,0.053,0.08,?
?,?,0.255,0.1,0.1755,0.073,0.0415,0.065,6
?,0.51,0.4,0.13,?,0.27,0.1665,?,?
2,0.36,0.295,?,?,?,0.053,0.095,?
1,0.36,?,?,?,0.0885,0.04,?,?
2,0.5,0.38,0.155,?,0.2135,0.161,0.2,?
?,0.4,0.325,0.12,0.3185,?,?,0.095,7
1,?,0.22,?,0.121,0.0475,0.042,0.035,4
1,0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,4
?,0.74,0.6,?,1.974,0.598,0.4085,?,?
2,0.62,0.465,?,1.3415,0.5705,0.3175,0.355,10
2,0.6,0.475,0.19,1.0875,0.403,0.2655,0.325,13
2,0.59,0.45,?,1.283,0.473,0.276,0.425,15
2,?,0.475,0.185,1.325,0.6045,0.325,0.33,?
?,0.565,0.45,0.195,1.0035,0.406,0.2505,0.285,14
2,0.575,0.455,0.145,?,?,0.2275,?,13
0,0.62,0.51,?,1.3475,0.4775,?,0.48,13
2,0.62,?,0.185,1.274,?,0.3065,?,11
0,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,?
?,?,0.425,0.155,0.746,0.3005,0.152,0.24,7
2,0.49,0.39,0.14,?,0.2795,0.2185,?,12
0,0.525,0.42,0.16,0.756,?,?,0.275,8
1,?,?,?,0.2,?,0.0555,0.055,?
1,?,0.305,0.115,0.2715,0.092,0.074,0.09,7
2,0.61,?,?,1.2,0.56,0.2455,0.28,13
0,0.61,0.495,?,?,?,?,0.245,?
?,?,0.45,0.17,0.8685,0.3325,0.1635,0.27,?
?,0.57,0.46,0.14,0.9535,?,0.2065,0.245,?
2,0.58,0.455,0.17,0.93,0.408,0.259,?,8
2,?,?,0.17,1.275,0.509,?,0.34,?
2,0.7,0.58,?,2.13,?,0.49,0.58,?
?,0.675,?,0.185,1.587,0.6935,0.336,0.395,12
0,0.645,?,0.19,1.8085,?,0.3885,0.395,17
2,0.745,0.585,?,2.499,0.9265,0.472,?,?
?,?,?,?,?,?,?,?,?
2,?,?,0.18,1.227,?,0.287,0.35,17
0,?,?,0.15,0.997,0.392,0.246,0.34,11
?,?,0.525,0.175,1.4225,0.61,0.2995,0.445,19
0,?,?,0.15,1.029,0.4085,?,?,?
0,0.62,0.5,?,1.186,0.4985,0.3015,0.35,11
?,?,0.515,0.16,1.016,0.4215,?,0.355,18
2,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,?
0,0.58,0.455,?,?,?,0.2735,?,9
?,?,0.49,0.18,1.13,0.458,0.2765,0.315,?
0,?,?,0.215,1.719,0.68,0.299,?,16
0,0.65,0.545,0.165,?,?,?,0.415,15
0,?,0.565,0.195,1.7605,?,0.3265,0.5,15
0,0.68,0.58,0.2,?,?,0.453,0.6,18
0,0.7,0.575,0.17,1.31,?,0.314,0.42,?
2,?,?,0.15,1.343,0.4635,0.292,0.4,12
0,0.675,?,0.195,?,?,?,0.605,19
?,0.63,0.49,?,1.1775,?,0.3365,0.285,10
0,0.585,0.45,0.16,1.077,0.4995,0.2875,?,9
2,0.565,0.465,0.175,?,0.3895,0.183,?,?
?,0.61,0.495,0.185,1.1085,0.3705,?,0.33,?
?,0.605,?,0.18,?,?,0.2805,0.385,14
2,?,0.42,0.145,?,?,?,?,9
2,0.485,0.4,?,?,?,0.137,0.2,9
2,0.47,0.375,0.12,0.5565,?,0.122,0.195,11
2,0.545,0.425,0.135,0.8445,?,0.21,0.235,?
0,0.455,0.37,0.105,0.4925,?,0.1245,0.135,8
2,?,?,0.155,0.7385,0.3515,0.152,?,11
2,?,0.38,?,0.482,?,0.1225,0.145,9
?,?,?,?,0.609,0.239,?,0.22,13
?,0.465,?,0.12,0.471,0.222,0.119,0.14,?
?,0.415,0.325,?,?,0.1535,?,0.105,?
?,0.475,0.375,0.125,?,?,?,0.18,9
0,0.47,?,?,0.5615,0.252,0.137,0.18,?
?,0.365,0.295,0.095,?,0.1075,0.0545,0.08,?
1,0.345,?,0.095,?,0.0755,?,?,5
?,0.39,0.31,0.1,0.302,0.116,0.064,0.115,10
0,0.5,0.395,?,0.7155,0.3165,0.176,?,9
2,0.47,0.38,?,0.5865,0.2385,0.144,0.185,?
2,0.535,0.44,0.15,0.6765,?,0.139,0.26,11
2,?,0.455,0.15,0.987,0.4355,?,0.31,?
0,?,0.365,0.12,0.5885,0.27,?,0.175,?
2,0.515,0.455,?,0.7225,0.295,0.1625,0.235,8
0,0.435,0.325,0.11,0.4335,?,0.0985,?,6
?,0.515,0.415,?,?,0.3115,0.152,0.2,9
1,0.44,0.345,0.12,0.365,0.1655,?,0.11,6
0,0.525,0.44,?,0.8425,0.3685,0.1985,?,?
2,0.45,?,0.115,0.479,0.2125,0.1045,0.15,7
2,?,0.485,0.12,0.911,0.39,0.182,?,15
?,?,0.45,?,0.915,0.4,?,?,?
2,0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,7
2,0.59,0.5,0.165,1.1045,0.4565,0.2425,?,14
2,0.585,0.475,0.12,0.945,?,?,0.28,13
0,?,0.46,0.12,?,0.4625,0.2385,?,10
?,0.545,0.44,0.12,0.8565,?,0.1715,0.24,11
?,0.605,?,0.17,1.2385,0.528,0.2465,0.39,?
0,?,0.47,0.14,1.0325,0.3605,0.224,0.36,14
?,?,0.5,0.17,1.3135,0.5595,0.267,?,19
?,0.63,0.515,?,?,0.488,0.349,?,?
0,?,?,0.155,1.005,0.367,0.199,0.36,15
2,?,0.41,?,0.625,?,0.16,0.235,12
?,0.67,0.54,?,1.5015,0.518,0.358,0.505,13
?,0.49,0.38,0.12,0.529,?,0.139,0.155,10
0,?,0.39,0.135,?,0.2465,?,0.2,12
?,0.29,0.225,0.07,0.101,0.036,0.0235,0.035,7
?,0.26,0.2,?,0.092,0.037,0.02,0.03,5
2,0.58,0.45,0.175,?,0.425,0.203,?,12
0,0.61,0.485,?,1.0915,?,?,0.33,17
2,0.6,0.5,?,1.015,0.3995,?,0.33,18
0,0.56,0.455,0.125,?,?,0.129,0.375,?
0,0.575,0.45,0.17,1.0475,0.3775,?,0.385,?
?,0.57,?,0.175,?,0.38,0.1665,0.295,17
2,?,0.47,?,1.036,0.4375,?,?,19
?,0.565,?,0.17,?,0.342,0.156,?,?
2,?,0.42,0.14,0.7505,0.2475,0.13,0.255,21
1,?,0.345,0.1,0.366,0.122,0.0905,0.12,12
2,0.5,0.41,0.15,?,0.2815,0.137,0.22,10
1,0.36,0.275,0.095,?,0.084,0.0435,0.09,6
1,0.385,0.305,0.095,0.252,0.0915,0.055,0.09,13
2,0.39,?,0.09,0.3055,?,0.0645,?,8
2,?,0.415,0.165,0.6885,0.249,?,0.25,12
1,0.36,?,?,0.2335,0.095,0.0525,0.085,9
?,0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,?
0,?,0.425,0.14,0.85,0.275,0.1625,0.285,?
1,0.395,0.295,?,?,0.134,?,0.085,9
0,?,?,0.105,?,?,0.077,0.12,9
0,0.56,0.455,0.19,0.714,0.283,0.129,?,?
2,0.565,0.435,?,0.9815,?,0.136,?,12
2,?,0.455,0.185,0.9265,0.354,?,0.375,15
2,?,?,0.175,1.098,?,0.232,0.375,?
?,0.565,0.455,0.15,?,0.365,0.159,0.26,17
?,0.725,0.565,0.215,?,0.6975,0.4725,?,15
0,0.675,?,0.16,1.41,0.592,0.3175,0.42,?
0,?,0.555,0.195,?,0.581,0.354,0.36,16
?,0.565,0.49,0.155,0.9245,0.405,0.2195,?,?
0,0.645,0.55,0.175,?,0.57,0.3045,?,13
?,0.575,0.47,0.14,?,0.3485,?,?,10
0,0.64,0.54,0.175,1.221,?,?,?,14
?,0.36,0.28,0.105,0.199,?,?,0.08,8
?,0.415,?,0.11,0.2965,0.123,?,0.0995,9
0,0.525,?,?,0.7085,0.293,0.1525,0.235,?
?,0.38,0.285,0.1,0.2665,0.115,0.061,0.075,10
0,0.585,0.465,0.17,0.9915,0.3865,?,0.265,?
1,0.24,0.185,?,?,0.026,0.018,0.025,5
?,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,4
1,0.255,0.195,0.07,0.0735,?,?,0.025,5
1,0.175,0.125,0.05,?,?,?,?,4
0,0.67,0.55,0.19,1.3905,0.5425,?,?,11
?,0.655,0.53,?,?,?,0.2735,?,12
