@relation dataset

@attribute sex {0, 1, 2}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27}


@data
2,?,?,0.165,1.338,?,0.3575,0.35,17
?,0.68,0.55,?,?,0.815,0.3925,0.455,18
0,?,?,0.2,?,?,0.4115,?,?
2,0.465,0.355,0.105,0.4795,0.227,?,0.125,7
0,0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,?
0,0.45,?,0.105,0.5225,0.237,?,0.145,?
?,0.575,?,?,0.883,0.381,0.2035,?,?
2,0.355,?,0.09,0.3275,0.134,0.086,0.09,8
0,0.45,0.335,0.105,0.425,0.1865,0.091,?,?
?,0.55,0.425,0.135,0.8515,0.362,0.196,0.27,?
1,0.24,0.175,0.045,0.07,0.0315,?,?,4
1,0.205,0.15,0.055,0.042,?,0.015,?,4
1,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,3
1,?,?,?,0.203,?,0.045,0.075,6
?,?,0.37,0.12,?,0.293,?,0.14,8
0,0.46,0.375,0.12,?,0.1775,0.11,0.15,6
1,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,?
?,0.525,?,0.16,0.8355,0.3545,0.2135,0.245,?
1,0.52,0.41,?,?,?,0.111,?,?
?,?,?,0.095,0.303,0.1335,?,0.1,6
2,0.485,0.36,0.13,0.5415,?,0.096,0.16,9
0,0.47,0.36,?,0.4775,0.2105,0.1055,0.15,?
2,0.405,?,0.1,0.385,0.173,0.0915,0.11,6
?,?,0.4,?,0.6615,0.2565,0.1755,0.22,?
?,0.445,0.35,?,0.4425,0.192,0.0955,?,?
2,0.47,0.385,?,?,0.2765,0.12,0.17,?
?,0.245,0.19,0.06,0.086,0.042,0.014,?,3
0,0.505,0.4,?,0.583,?,?,?,6
2,0.45,0.345,0.105,0.4115,0.18,?,?,6
2,0.505,0.405,0.11,0.625,?,?,0.175,?
?,?,0.41,0.13,0.6965,0.302,?,?,?
2,0.425,?,0.095,0.3785,0.1705,?,0.1,?
2,0.52,?,0.12,?,?,0.1315,0.185,7
2,?,0.355,0.12,0.48,?,0.1015,?,7
?,0.565,0.44,0.16,0.915,?,0.1935,0.32,11
?,0.595,?,0.185,1.285,?,?,0.485,12
0,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,9
?,?,0.235,?,?,?,0.0405,0.045,?
2,0.555,0.425,?,0.7665,0.264,0.168,0.275,?
0,0.4,?,0.11,0.353,0.1405,0.0985,0.1,?
0,0.595,0.475,0.17,?,0.48,?,0.425,19
2,0.57,?,?,1.185,0.474,0.261,0.38,?
0,0.605,0.45,?,?,?,0.2895,?,?
0,0.6,0.475,0.15,?,0.4425,?,0.28,?
?,?,?,?,0.944,0.3625,0.189,0.315,8
0,0.6,?,?,0.922,0.363,0.194,0.305,9
0,0.555,?,0.14,0.788,0.282,0.1595,0.285,10
0,?,?,0.17,1.1025,?,0.2355,0.345,13
?,0.575,0.445,0.14,?,?,?,0.285,?
2,?,0.51,0.175,?,0.5105,?,?,11
?,0.52,?,0.165,0.9885,0.396,0.225,?,15
?,0.595,0.475,0.16,?,0.408,0.234,0.58,20
2,0.58,0.45,?,?,0.38,0.216,0.36,13
?,?,0.465,0.18,1.295,?,?,?,?
2,0.625,?,0.14,1.195,0.4825,0.205,0.4,12
2,0.56,?,?,0.8645,0.3305,0.2075,?,9
0,?,?,0.13,0.517,0.2205,0.114,0.165,8
?,0.575,0.45,0.16,?,?,0.231,0.33,11
2,0.565,0.425,0.135,0.8115,0.341,?,0.255,14
2,0.555,0.44,0.15,0.755,0.307,0.1525,0.26,?
2,?,0.465,0.175,?,0.4015,0.254,?,12
0,0.625,0.495,0.165,1.262,?,0.318,?,9
2,0.695,?,0.19,?,?,0.3425,0.485,14
2,0.665,?,?,1.606,0.5755,0.388,0.48,13
2,?,0.435,0.15,0.725,0.269,?,0.25,?
2,?,0.375,0.13,?,0.214,?,0.145,7
?,0.47,?,0.13,?,?,0.133,0.165,?
?,?,0.375,0.125,?,0.2775,0.085,0.155,9
1,?,0.265,0.095,?,?,0.046,?,?
2,0.55,0.435,0.145,0.843,0.328,0.1915,0.255,14
2,0.53,0.435,0.16,0.883,?,0.164,0.335,?
2,0.53,0.415,0.14,0.724,0.3105,0.1675,?,?
2,0.605,0.47,0.16,1.1735,?,0.2405,0.345,?
?,0.52,?,0.155,?,?,0.1835,0.235,11
?,0.545,0.43,0.165,0.802,0.2935,?,0.28,10
0,?,0.4,0.125,0.6675,0.261,0.1315,0.22,9
0,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,8
0,?,?,0.105,0.3635,0.136,0.098,0.13,?
2,0.495,?,?,0.5415,0.2375,0.1345,0.155,8
2,0.465,0.36,0.105,0.431,?,0.107,0.175,?
1,0.435,0.32,0.08,0.3325,0.1485,0.0635,0.105,8
2,?,0.35,0.105,0.393,0.13,0.063,0.165,8
0,0.545,?,0.125,0.6935,0.2975,?,?,10
0,0.53,?,0.115,0.5915,?,?,0.18,10
0,0.49,?,?,?,?,0.102,0.22,10
2,0.44,0.34,0.105,?,0.1305,0.0955,0.165,9
?,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,8
?,0.405,0.305,0.085,?,0.1145,0.0595,0.085,7
0,?,?,0.105,0.4205,?,0.1035,0.14,?
1,?,0.295,0.085,?,?,0.0575,?,?
0,?,0.425,0.14,0.766,0.304,0.1725,0.255,?
2,0.37,0.265,?,0.214,0.09,0.051,0.07,?
1,0.36,0.28,0.08,0.1755,0.081,?,?,?
1,?,0.195,0.06,?,?,0.0235,0.03,4
?,?,0.275,0.09,?,?,0.0545,0.07,?
1,0.385,?,0.085,0.2505,0.112,0.061,0.08,?
2,0.7,0.535,?,?,0.63,?,0.54,18
2,?,0.54,0.165,?,0.7665,0.261,0.78,17
?,0.595,0.48,0.165,?,0.4835,?,0.41,16
0,?,?,0.125,0.4035,?,?,0.129,?
?,0.325,0.26,?,0.1915,0.085,?,?,6
1,0.35,0.26,0.095,?,0.086,0.056,0.068,6
1,0.265,0.2,0.065,?,?,0.0205,0.028,?
0,?,?,0.115,0.406,0.1635,?,0.1355,7
0,0.305,0.23,0.08,0.156,?,0.0345,0.048,6
2,0.345,?,0.09,0.2005,0.094,0.0295,0.063,8
?,0.405,0.325,0.11,0.3555,?,0.063,0.117,8
?,0.375,0.285,0.095,0.253,0.096,?,0.0925,8
?,0.565,?,0.155,0.826,0.341,0.2055,0.2475,9
0,0.55,0.45,0.145,0.741,0.295,0.1435,0.2665,9
2,0.65,0.52,0.19,?,0.519,0.306,?,?
?,0.56,0.455,0.155,0.797,0.34,0.19,0.2425,10
?,0.475,0.375,0.13,0.5175,0.2075,?,0.17,9
0,0.49,0.38,0.125,0.549,0.245,0.1075,?,?
2,?,0.35,0.12,0.515,0.224,?,?,9
1,0.28,?,?,0.127,0.052,?,?,8
1,?,?,?,?,0.0105,0.0065,?,4
1,0.17,?,0.095,0.03,0.013,?,0.01,?
2,?,0.475,0.145,?,0.4415,?,0.325,14
?,?,0.5,0.185,1.1185,?,0.2585,?,8
0,0.635,0.515,0.19,1.3715,0.5065,?,0.45,9
0,0.605,0.485,0.16,1.0565,?,0.2355,0.355,9
0,?,?,0.135,?,0.387,?,0.31,11
2,0.515,0.405,0.13,?,0.32,0.131,0.21,9
?,0.575,0.46,0.19,0.994,?,?,0.34,?
?,?,0.485,0.215,?,0.546,?,0.635,?
0,?,0.455,0.17,0.9075,?,?,0.285,12
?,0.575,0.46,0.165,1.124,?,0.1785,0.44,?
?,0.605,0.465,0.165,?,0.4215,0.2475,0.34,12
0,?,0.485,0.16,?,0.53,0.2575,0.28,?
2,0.61,?,0.175,1.2445,0.544,0.297,0.345,?
0,?,?,?,2.141,0.65,0.398,?,17
?,?,0.545,?,?,0.5605,0.2895,?,15
2,?,?,0.19,2.55,1.0705,0.483,0.725,?
0,0.725,0.575,?,2.124,?,0.4515,0.85,19
0,0.68,?,0.205,1.842,0.625,?,0.65,19
2,0.705,0.56,?,?,0.8175,?,0.76,13
0,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,?
2,0.695,?,0.215,1.9565,0.7125,?,?,13
?,0.53,0.395,0.145,?,0.308,?,0.255,6
2,0.525,0.435,0.155,?,0.486,?,0.285,?
?,0.52,0.405,?,0.776,0.32,0.1845,0.22,7
1,0.235,?,0.04,?,0.0185,0.018,0.015,4
?,0.36,?,?,0.1785,?,0.037,0.075,6
1,0.315,?,0.06,0.125,0.06,?,0.035,?
?,?,0.245,0.085,?,0.053,0.0475,0.05,7
?,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,3
2,0.58,?,?,?,?,?,0.35,10
2,0.57,0.48,0.18,0.9395,0.399,0.2,0.295,13
2,?,?,0.175,?,0.515,?,0.57,20
0,0.56,0.45,?,1.0235,?,0.268,0.3,9
?,0.62,?,0.175,1.0165,?,0.214,0.325,9
?,?,?,?,?,0.621,?,?,11
?,0.62,0.49,0.19,?,0.5455,?,0.355,12
?,?,0.48,0.15,?,?,?,0.285,11
?,0.63,0.5,?,1.383,0.54,0.3315,?,?
0,0.63,?,?,?,?,?,?,10
?,?,0.46,?,0.9325,0.365,0.271,0.29,8
2,?,0.48,0.18,1.1595,0.4845,0.2165,?,12
?,0.61,0.485,0.17,1.0225,0.419,0.2405,?,11
?,?,?,?,?,0.276,0.1815,0.36,13
1,0.355,0.275,0.085,0.22,0.092,0.06,0.15,7
?,?,0.4,0.14,0.8145,?,0.1965,?,9
2,0.5,0.405,?,0.772,0.346,0.1535,0.245,?
?,0.505,0.41,0.15,0.644,?,0.145,0.21,10
2,0.64,0.5,0.185,1.3035,0.4445,?,0.465,15
?,?,0.45,0.16,?,0.432,0.178,0.26,14
?,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,?
0,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,8
2,0.5,0.4,0.165,0.825,?,0.205,?,?
0,0.5,0.4,0.145,?,0.234,0.1465,?,11
?,?,?,0.17,0.8155,?,0.155,0.275,12
?,0.42,?,0.115,?,0.171,0.071,0.12,7
0,?,0.34,0.14,0.482,0.186,0.1085,0.16,8
?,?,0.3,0.11,?,0.109,0.067,0.12,8
1,0.435,?,0.11,0.3795,?,?,0.12,7
0,?,0.415,0.17,0.8325,0.2755,0.1685,?,12
1,0.37,0.28,0.095,0.2655,0.122,?,0.08,6
0,0.49,0.365,0.145,?,0.1995,0.1625,0.22,9
2,?,0.25,0.09,0.181,0.0755,?,0.06,6
0,0.415,?,0.105,0.38,?,0.0785,0.12,11
2,?,0.405,0.14,0.6155,0.241,?,?,?
0,?,0.395,0.16,?,0.2475,0.128,?,?
2,0.55,0.405,0.14,?,0.244,0.1635,0.255,?
?,0.45,?,?,0.46,0.174,0.111,0.135,?
1,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,6
2,?,?,0.135,0.501,0.1665,?,0.165,?
0,0.415,0.305,0.13,0.32,0.1305,0.0755,?,?
?,?,?,?,0.455,0.1785,0.1125,?,8
0,0.47,?,0.145,0.5175,0.187,?,0.18,10
?,?,0.375,0.15,0.5755,0.22,0.144,?,?
0,0.445,?,0.15,?,?,?,0.155,10
1,0.425,0.38,0.105,0.3265,?,?,?,9
0,0.5,?,?,?,?,?,0.155,?
0,?,0.29,0.125,0.3055,0.121,0.082,0.09,6
1,?,0.27,0.085,0.205,?,0.0485,0.07,?
0,?,0.465,?,?,0.404,?,0.35,10
?,0.53,0.415,0.16,0.783,?,0.158,0.245,14
2,0.555,0.445,0.135,?,0.336,0.1625,0.275,?
2,0.565,0.44,0.175,?,0.31,?,0.325,13
?,?,0.505,0.215,1.4455,0.496,0.287,0.435,21
1,0.275,?,?,0.1155,0.0485,0.029,0.035,6
1,0.44,0.35,0.135,0.435,?,0.083,0.125,?
1,0.295,0.225,0.08,0.124,0.0485,0.032,0.04,8
1,0.075,?,0.01,0.002,0.001,5.0E-4,0.0015,0
1,0.13,0.1,0.03,0.013,?,?,0.004,2
?,?,?,0.03,0.008,?,0.002,0.003,2
?,0.16,0.12,?,?,0.0075,?,0.005,?
2,0.565,0.425,0.16,0.9425,?,0.2185,0.275,?
?,0.27,0.2,?,?,0.034,0.0245,?,4
1,0.23,0.175,0.065,0.0645,0.026,0.0105,?,4
1,0.3,?,0.08,0.1275,0.0435,0.0265,?,7
1,0.33,0.255,?,0.1655,0.063,0.039,0.06,?
?,0.35,0.26,?,?,0.0705,0.0345,?,9
?,0.32,0.245,0.08,0.1585,?,0.0325,0.05,12
1,0.36,0.275,0.085,?,0.0745,0.0415,0.07,?
1,0.305,?,0.075,0.156,0.0675,0.038,0.045,6
1,0.345,0.27,?,?,0.082,?,?,?
1,0.33,0.25,?,0.1715,?,0.035,0.06,?
?,0.59,0.47,?,1.1235,0.4205,0.2805,0.36,?
?,0.595,?,0.155,1.0605,0.5135,0.2165,0.3,11
0,0.575,0.46,0.185,?,0.4485,0.217,0.345,?
2,?,?,?,1.2415,0.485,0.2775,0.34,14
2,0.56,?,?,1.011,0.3835,0.2065,0.37,14
2,0.56,?,0.185,1.07,0.3805,?,0.41,18
?,?,0.46,0.16,0.8975,0.341,?,0.345,9
?,0.635,0.505,0.17,1.415,?,0.297,?,14
0,0.59,?,0.16,1.1015,0.4775,0.2555,0.295,12
?,0.54,0.475,0.155,0.928,?,0.194,?,10
?,0.57,?,0.125,0.865,?,0.1725,0.27,11
?,?,0.42,0.165,0.8945,0.319,?,?,?
1,?,0.195,0.06,0.095,?,0.0245,0.026,?
2,?,0.2,0.08,0.1205,0.0465,?,0.04,5
0,0.46,0.38,?,0.639,0.3,0.1525,0.16,10
2,?,0.45,0.15,0.895,0.3615,?,0.235,?
2,0.35,0.275,0.11,?,?,0.0635,0.0905,7
2,0.47,0.39,0.15,0.6355,?,?,0.255,8
0,?,0.36,0.125,?,?,0.1,?,12
?,0.64,?,0.215,1.779,0.4535,0.2855,0.55,?
2,0.59,0.5,?,?,0.412,0.2705,0.37,15
2,?,?,0.205,1.219,?,?,?,13
2,0.63,0.505,0.225,?,0.56,0.3335,?,?
?,0.63,0.515,0.155,1.259,?,0.197,?,12
2,0.655,0.54,0.215,?,0.7425,0.327,0.585,21
0,?,0.53,0.185,1.3485,0.493,?,0.49,11
2,0.61,0.5,0.24,?,0.532,?,0.69,?
2,?,0.525,?,1.484,?,?,0.43,19
0,0.515,0.425,?,0.712,0.2665,?,0.25,10
0,?,?,0.185,0.8415,0.314,0.1585,0.3,14
1,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,6
0,?,0.355,0.12,?,0.177,0.104,0.15,8
2,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,13
2,0.515,?,0.175,?,0.325,0.158,0.31,13
0,0.535,?,?,0.879,0.295,0.1965,0.285,9
2,0.53,0.435,?,0.699,0.288,?,?,9
?,0.495,0.4,0.155,0.6445,0.242,?,0.205,16
2,0.44,0.355,0.125,0.4775,0.132,?,?,8
?,0.535,?,0.16,0.8105,?,0.1795,?,9
2,?,0.435,0.18,0.996,0.3835,?,0.325,16
0,?,?,?,1.2765,0.501,?,0.355,11
2,?,?,0.165,1.116,0.428,?,0.315,?
0,0.565,0.455,0.175,1.013,?,?,0.35,18
2,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,25
1,?,?,0.085,0.128,0.049,0.034,0.04,5
1,0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,5
1,0.28,?,0.085,?,0.039,0.0295,0.03,3
2,?,0.395,0.14,0.549,0.2215,?,0.15,?
?,0.37,?,0.105,?,0.0905,?,0.075,8
0,0.405,?,0.095,0.3485,0.1455,?,0.1,8
0,0.54,?,?,0.892,0.322,0.174,0.335,?
2,0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,7
2,0.36,?,?,0.217,0.0885,0.0495,0.0715,5
0,0.47,0.36,0.13,0.472,0.182,0.114,0.15,9
1,0.2,?,0.06,?,?,0.0095,0.011,?
?,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,?
2,0.645,0.515,?,1.5415,0.471,?,0.535,12
2,0.55,0.41,0.125,0.7605,0.2505,?,0.195,13
?,?,0.435,0.145,0.9055,0.3925,?,?,?
?,?,0.485,0.19,?,0.4635,0.3055,0.39,20
2,0.56,?,?,0.971,0.443,0.2045,0.265,13
?,0.595,0.455,0.195,1.3305,0.4595,0.3235,0.345,18
?,0.62,0.47,0.2,1.2255,0.381,?,0.435,?
2,0.63,0.485,0.175,1.3,0.4335,?,0.46,22
1,?,0.355,0.11,0.4585,0.194,0.067,0.14,?
0,0.635,?,0.19,1.242,0.576,?,0.39,13
2,0.45,?,0.1,?,0.1465,0.1015,0.12,?
?,0.58,?,0.155,?,0.315,?,0.32,17
1,0.33,?,0.095,0.172,0.066,0.0255,0.06,5
1,?,0.21,0.06,0.0965,0.0425,0.022,0.03,?
?,0.19,?,0.04,0.038,0.0165,0.0065,0.015,3
2,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,10
1,?,?,?,0.1055,0.039,0.041,0.035,?
2,0.335,0.265,0.105,?,0.0935,0.056,?,?
1,0.355,0.275,0.09,0.251,0.097,0.053,0.08,6
1,0.32,?,0.1,0.1755,0.073,0.0415,0.065,6
2,0.51,0.4,0.13,0.6435,0.27,0.1665,?,11
?,0.36,0.295,?,0.241,?,?,?,7
1,0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,?
2,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,?
0,?,0.325,0.12,0.3185,0.134,0.0565,0.095,7
?,?,0.22,?,0.121,0.0475,0.042,0.035,?
1,0.235,0.175,?,?,0.0335,0.015,0.02,?
?,0.74,?,0.195,1.974,0.598,?,?,?
?,?,0.465,0.19,1.3415,0.5705,0.3175,0.355,?
2,0.6,0.475,0.19,1.0875,?,0.2655,0.325,13
2,0.59,?,0.185,1.283,?,0.276,0.425,15
2,0.62,?,0.185,1.325,?,0.325,0.33,?
?,0.565,?,0.195,1.0035,0.406,0.2505,?,14
?,?,0.455,0.145,1.165,0.581,0.2275,?,13
0,0.62,?,0.205,1.3475,0.4775,?,?,13
2,0.62,?,0.185,1.274,0.579,0.3065,0.32,?
0,0.505,?,?,0.568,0.2325,?,0.17,?
0,?,?,?,?,?,0.152,0.24,7
?,0.49,?,0.14,0.707,0.2795,0.2185,?,?
0,0.525,0.42,0.16,?,0.2745,0.173,0.275,8
1,0.34,?,0.08,0.2,0.08,?,?,5
?,0.375,?,0.115,0.2715,0.092,?,0.09,7
2,?,0.48,0.15,?,0.56,0.2455,?,13
0,0.61,0.495,0.185,?,0.536,0.2905,0.245,7
0,0.585,0.45,0.17,0.8685,0.3325,0.1635,?,21
2,0.57,0.46,0.14,0.9535,0.4465,?,0.245,?
2,0.58,?,0.17,0.93,0.408,0.259,0.22,8
2,?,?,?,?,0.509,?,0.34,15
?,0.7,0.58,0.205,2.13,0.7415,0.49,?,19
2,0.675,?,0.185,1.587,0.6935,0.336,0.395,?
0,?,0.525,0.19,1.8085,0.7035,0.3885,0.395,?
?,0.745,0.585,0.215,2.499,?,?,0.7,16
?,0.685,?,?,1.768,?,0.392,?,15
?,?,0.49,?,1.227,?,0.287,0.35,17
?,?,0.465,0.15,?,?,0.246,0.34,11
0,0.65,?,?,1.4225,0.61,0.2995,0.445,19
0,0.6,0.48,?,1.029,?,?,0.295,15
0,?,0.5,0.175,1.186,0.4985,0.3015,0.35,11
2,0.63,?,0.16,1.016,0.4215,?,0.355,18
2,0.58,?,0.145,?,0.4405,0.1655,0.265,10
0,0.58,?,0.12,?,0.479,0.2735,0.265,9
?,0.63,0.49,0.18,?,0.458,0.2765,?,?
?,0.69,?,0.215,1.719,?,0.299,0.47,16
0,0.65,0.545,?,1.566,0.6645,0.3455,?,15
0,0.66,0.565,0.195,1.7605,?,0.3265,?,15
0,0.68,0.58,0.2,?,0.585,?,0.6,18
0,?,?,0.17,?,0.5095,0.314,?,?
2,0.685,0.52,?,1.343,0.4635,0.292,0.4,?
0,?,0.545,0.195,1.7345,0.6845,0.3695,0.605,?
2,?,0.49,?,1.1775,?,0.3365,0.285,?
0,?,0.45,?,1.077,?,0.2875,?,9
?,0.565,?,?,0.995,0.3895,0.183,?,14
?,0.61,0.495,0.185,1.1085,?,0.3135,0.33,11
?,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,?
2,?,0.42,?,0.791,0.33,0.189,0.25,9
2,0.485,?,0.135,0.663,0.313,?,0.2,9
?,0.47,?,0.12,?,0.226,0.122,0.195,?
2,0.545,0.425,0.135,?,?,0.21,0.235,?
0,0.455,?,0.105,0.4925,?,0.1245,0.135,?
?,0.54,0.42,0.155,0.7385,0.3515,?,0.215,11
?,?,0.38,?,0.482,?,0.1225,0.145,9
2,0.49,?,0.125,?,0.239,0.1435,0.22,13
1,0.465,0.375,?,0.471,0.222,?,0.14,8
1,0.415,0.325,0.1,0.3215,0.1535,?,?,9
?,0.475,?,0.125,0.593,0.277,?,0.18,9
0,?,0.375,0.125,0.5615,0.252,0.137,0.18,?
1,0.365,0.295,?,0.25,0.1075,0.0545,0.08,8
?,0.345,?,0.095,0.1995,0.0755,0.0535,0.07,?
1,?,0.31,?,0.302,?,0.064,?,10
?,0.5,0.395,?,?,0.3165,0.176,0.24,?
2,?,?,0.145,?,0.2385,0.144,0.185,7
2,?,0.44,0.15,0.6765,0.256,?,0.26,11
2,?,0.455,0.15,0.987,?,?,0.31,10
0,0.485,0.365,0.12,0.5885,0.27,?,0.175,?
2,0.515,0.455,?,0.7225,?,0.1625,?,8
0,0.435,0.325,0.11,?,0.178,?,0.155,6
0,0.515,0.415,?,0.6935,0.3115,0.152,?,9
1,0.44,0.345,?,0.365,0.1655,0.083,0.11,6
0,?,?,0.15,0.8425,0.3685,?,0.24,?
2,?,0.355,0.115,0.479,?,0.1045,?,7
?,?,0.485,0.12,0.911,0.39,0.182,0.29,15
2,0.555,?,0.145,0.915,0.4,0.246,?,10
?,0.57,0.44,0.095,?,0.3395,0.2215,?,7
?,0.59,?,0.165,1.1045,0.4565,0.2425,?,?
?,0.585,?,0.12,0.945,0.41,?,0.28,?
0,0.58,?,0.12,?,0.4625,0.2385,0.28,10
2,0.545,?,0.12,0.8565,0.3475,0.1715,?,11
0,0.605,0.495,0.17,1.2385,0.528,0.2465,?,?
0,0.62,0.47,0.14,1.0325,0.3605,?,0.36,14
0,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,?
2,0.63,0.515,0.165,?,0.488,0.349,0.45,19
?,0.63,0.5,0.155,?,0.367,0.199,0.36,15
2,0.545,?,?,0.625,0.223,0.16,0.235,?
0,0.67,0.54,0.165,?,0.518,0.358,0.505,13
?,0.49,?,?,0.529,0.2165,?,0.155,?
0,0.49,0.39,0.135,0.5785,?,0.123,0.2,?
1,0.29,0.225,0.07,?,0.036,0.0235,0.035,7
1,0.26,0.2,?,0.092,?,0.02,0.03,?
?,0.58,0.45,?,1.068,0.425,0.203,?,12
?,?,0.485,?,1.0915,0.3935,?,0.33,17
2,?,?,?,?,0.3995,0.1735,?,?
0,?,?,?,0.943,0.344,?,?,20
?,?,0.45,0.17,?,0.3775,?,0.385,?
0,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,17
2,0.6,0.47,0.155,1.036,0.4375,0.196,0.325,?
2,?,?,?,?,0.342,?,0.32,17
2,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,?
1,0.44,0.345,0.1,?,?,0.0905,0.12,?
2,0.5,0.41,?,?,0.2815,0.137,0.22,10
1,0.36,0.275,0.095,0.217,0.084,0.0435,0.09,?
1,0.385,0.305,?,?,0.0915,0.055,0.09,?
2,0.39,0.3,?,?,0.143,?,?,8
2,0.5,0.415,0.165,0.6885,0.249,0.138,0.25,12
1,0.36,0.275,0.11,0.2335,0.095,0.0525,?,9
?,0.335,?,0.1,0.192,0.0785,0.0585,?,?
0,0.505,?,0.14,0.85,?,0.1625,?,18
1,0.395,0.295,0.1,0.2715,0.134,?,0.085,9
?,?,0.325,0.105,0.3635,0.159,?,?,?
0,0.56,?,0.19,0.714,?,?,0.275,?
2,0.565,?,?,0.9815,0.329,0.136,?,?
?,0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,?
?,0.605,0.5,0.175,1.098,0.4765,?,0.375,?
0,?,?,0.15,?,0.365,0.159,0.26,17
?,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,15
?,?,?,0.16,?,?,?,0.42,15
0,0.665,?,0.195,1.4385,?,?,?,16
?,?,0.49,?,0.9245,0.405,0.2195,0.255,?
0,?,?,0.175,1.2915,0.57,?,0.33,13
?,?,?,?,0.8375,0.3485,?,0.24,10
?,0.64,0.54,0.175,1.221,0.51,0.259,?,14
1,?,0.28,?,0.199,0.0695,0.045,0.08,8
1,0.415,?,0.11,0.2965,?,?,0.0995,9
0,0.525,?,0.135,0.7085,?,0.1525,0.235,?
2,0.38,?,0.1,0.2665,0.115,0.061,0.075,?
0,0.585,0.465,0.17,?,0.3865,0.224,0.265,?
1,0.24,0.185,0.07,?,0.026,?,?,5
1,0.22,0.165,0.055,0.0545,?,0.012,0.02,4
?,0.255,0.195,0.07,?,0.0255,?,0.025,5
?,?,0.125,?,0.0235,?,?,0.008,4
?,0.67,0.55,0.19,?,0.5425,?,?,11
2,0.655,0.53,?,1.388,0.567,?,0.41,12
