@relation dataset

@attribute sex {F, I, M}
@attribute length real
@attribute diameter real
@attribute height real
@attribute whole_weight real
@attribute shucked_weight real
@attribute viscera_weight real
@attribute shell_weight real
@attribute class_number_of_rings {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29}


@data
?,?,0.41,0.125,0.6935,0.2975,?,0.21,11
F,?,0.415,?,0.5915,0.233,0.1585,0.18,?
F,?,0.375,0.135,?,0.2555,?,0.22,11
M,?,0.34,0.105,0.402,0.1305,?,?,10
F,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9
M,?,0.305,0.085,?,0.1145,?,0.085,8
?,0.47,0.365,?,0.4205,0.163,0.1035,0.14,9
I,0.385,0.295,0.085,0.2535,?,0.0575,0.085,7
?,0.515,?,0.14,0.766,0.304,0.1725,0.255,14
M,?,0.265,?,0.214,?,0.051,0.07,?
I,?,0.28,0.08,0.1755,0.081,0.0505,0.07,?
I,0.27,?,0.06,0.073,0.0285,?,0.03,5
I,0.375,0.275,0.09,0.238,0.1075,0.0545,?,6
I,?,0.29,?,0.2505,0.112,?,0.08,?
M,0.7,0.535,0.16,1.7255,0.63,?,?,19
M,0.71,0.54,0.165,1.959,0.7665,0.261,?,18
?,0.595,?,?,1.262,0.4835,0.283,?,17
F,0.44,0.35,0.125,0.4035,?,0.063,0.129,9
F,?,0.26,0.09,0.1915,0.085,?,?,7
I,0.35,0.26,0.095,0.211,?,0.056,0.068,?
?,0.265,0.2,0.065,0.0975,?,0.0205,0.028,7
F,0.425,0.33,?,0.406,0.1635,?,0.1355,8
F,?,?,0.08,0.156,?,0.0345,0.048,7
?,0.345,?,0.09,?,?,0.0295,0.063,?
F,0.405,?,?,0.3555,0.151,?,0.117,?
?,?,?,0.095,0.253,0.096,0.0575,0.0925,?
F,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,10
F,0.55,?,0.145,0.741,0.295,0.1435,?,10
M,?,0.52,?,1.3445,0.519,0.306,?,16
M,0.56,0.455,0.155,0.797,0.34,0.19,?,11
?,?,0.375,?,0.5175,0.2075,?,0.17,10
F,?,0.38,0.125,0.549,?,0.1075,0.174,10
M,?,0.35,?,0.515,0.224,0.108,0.1565,10
I,0.28,0.205,0.08,?,0.052,?,0.042,9
I,?,0.13,?,0.0315,?,?,0.0125,?
I,0.17,0.13,0.095,0.03,?,0.008,0.01,4
?,0.59,0.475,0.145,?,0.4415,0.262,?,?
F,?,0.5,0.185,?,?,?,0.335,?
?,0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10
?,0.605,0.485,?,?,0.37,0.2355,0.355,10
F,?,?,0.135,0.9885,0.387,0.1495,?,12
M,0.515,0.405,0.13,0.722,0.32,?,?,10
?,?,0.46,?,0.994,?,?,0.34,13
M,0.645,?,0.215,1.514,0.546,?,0.635,16
F,?,0.455,?,0.9075,0.374,0.2135,0.285,13
F,0.575,0.46,0.165,?,?,0.1785,0.44,13
M,?,0.465,0.165,1.056,?,0.2475,0.34,13
F,0.605,?,?,1.222,0.53,0.2575,0.28,?
M,0.61,0.485,?,1.2445,0.544,0.297,0.345,12
F,?,0.56,?,?,?,0.398,1.005,18
F,0.65,?,0.23,1.752,0.5605,0.2895,?,16
?,?,0.57,?,?,1.0705,?,0.725,14
F,?,?,0.175,?,0.765,0.4515,?,?
F,0.68,?,0.205,?,0.625,0.408,?,20
M,0.705,0.56,0.22,1.981,?,0.3085,0.76,14
F,0.68,?,0.175,1.6185,0.5125,?,?,12
M,0.695,?,0.215,1.9565,?,0.541,?,14
F,0.53,0.395,?,0.775,0.308,0.169,0.255,?
M,?,0.435,?,1.065,0.486,0.233,0.285,8
?,0.52,0.405,0.115,0.776,0.32,0.1845,?,8
I,0.235,0.16,?,?,?,0.018,0.015,5
I,0.36,0.26,?,?,0.0645,?,0.075,7
I,?,0.21,0.06,0.125,?,0.0375,0.035,5
?,0.315,0.245,?,0.1435,?,0.0475,0.05,8
I,0.225,0.16,0.045,?,?,?,?,4
?,0.58,0.475,?,?,?,?,0.35,11
M,0.57,?,0.18,0.9395,?,?,0.295,?
?,?,?,?,?,0.515,0.266,0.57,21
F,0.56,0.45,0.16,1.0235,?,?,?,10
?,0.62,?,?,1.0165,?,0.214,0.325,10
F,?,0.51,0.2,1.5675,0.621,0.367,?,?
?,0.62,?,0.19,?,0.5455,?,0.355,?
F,0.63,?,0.15,1.0525,?,0.336,0.285,12
F,0.63,?,0.185,1.383,?,0.3315,0.38,10
F,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,11
F,0.585,0.46,0.17,?,?,0.271,?,9
?,0.615,0.48,0.18,1.1595,?,?,0.325,13
M,0.61,0.485,0.17,1.0225,0.419,?,0.36,12
M,0.58,0.45,0.15,?,?,0.1815,0.36,14
I,0.355,0.275,0.085,0.22,0.092,0.06,?,8
?,0.51,?,0.14,0.8145,0.459,?,0.195,?
M,?,?,0.155,0.772,0.346,?,?,12
F,0.505,0.41,0.15,?,0.285,0.145,0.21,11
M,0.64,0.5,0.185,?,0.4445,0.2635,0.465,16
M,0.56,0.45,?,?,0.432,0.178,0.26,15
M,0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10
F,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9
?,0.5,0.4,?,0.825,?,0.205,0.285,13
F,0.5,0.4,0.145,0.63,0.234,?,0.23,12
?,0.53,0.435,0.17,0.8155,?,0.155,0.275,13
?,0.42,0.335,?,0.369,0.171,0.071,0.12,8
F,?,0.34,?,0.482,0.186,0.1085,?,9
?,0.4,?,0.11,?,0.109,?,0.12,9
I,0.435,?,0.11,0.3795,?,0.085,0.12,8
F,0.525,0.415,0.17,0.8325,0.2755,?,0.31,13
I,0.37,0.28,?,0.2655,0.122,0.052,0.08,?
F,?,?,0.145,0.6345,?,0.1625,0.22,?
M,0.335,0.25,0.09,0.181,?,0.0415,0.06,7
F,0.415,0.325,?,0.38,0.1595,0.0785,0.12,12
M,?,0.405,0.14,0.6155,0.241,0.1355,0.205,9
?,0.485,0.395,?,0.66,?,?,?,?
?,0.55,0.405,0.14,?,?,?,0.255,10
M,0.45,?,?,0.46,0.174,0.111,0.135,8
I,0.405,?,0.12,0.324,?,0.07,?,7
M,?,0.36,?,0.501,?,?,0.165,10
?,0.415,0.305,0.13,0.32,?,?,0.105,8
F,?,0.325,?,0.455,0.1785,?,0.14,9
F,0.47,?,0.145,?,?,0.1235,?,11
?,0.49,?,0.15,?,0.22,?,0.19,9
F,?,0.355,0.15,0.485,0.181,0.125,0.155,?
I,?,0.38,0.105,0.3265,?,0.0785,0.1,10
?,?,0.37,0.135,0.45,0.1715,0.1055,0.155,?
F,0.39,0.29,0.125,0.3055,0.121,0.082,?,7
I,0.365,0.27,0.085,0.205,0.078,0.0485,?,7
F,0.58,0.465,0.165,1.1015,?,0.2095,0.35,11
F,0.53,0.415,0.16,?,0.2935,0.158,0.245,?
M,0.555,0.445,0.135,?,0.336,?,?,13
M,0.565,0.44,?,0.9025,0.31,0.193,?,14
?,0.625,0.505,?,1.4455,0.496,0.287,0.435,22
I,0.275,?,?,0.1155,0.0485,?,?,7
I,?,0.35,0.135,?,0.1815,0.083,0.125,?
?,?,0.225,0.08,0.124,0.0485,?,0.04,9
I,0.075,0.055,0.01,?,0.001,?,0.0015,?
I,0.13,0.1,0.03,?,0.0045,0.003,0.004,?
I,0.11,0.09,0.03,?,0.0025,0.002,0.003,3
I,0.16,0.12,0.035,0.021,0.0075,?,0.005,5
?,0.565,0.425,0.16,0.9425,?,?,0.275,?
I,0.27,?,0.07,0.1,0.034,?,?,5
I,0.23,?,0.065,?,0.026,?,0.02,5
I,0.3,?,0.08,0.1275,?,?,0.04,8
I,?,0.255,?,0.1655,0.063,0.039,0.06,8
I,0.35,?,0.085,0.174,0.0705,0.0345,0.06,10
I,0.32,?,0.08,0.1585,0.0635,0.0325,0.05,13
?,?,?,0.085,0.1975,0.0745,0.0415,?,9
I,0.305,0.245,?,0.156,0.0675,?,0.045,?
?,?,0.27,0.11,0.2135,0.082,0.0545,0.07,?
I,0.33,0.25,?,?,0.0655,?,0.06,7
?,0.59,0.47,?,1.1235,?,?,0.36,13
F,?,0.455,0.155,?,?,0.2165,?,12
?,?,0.46,?,1.094,0.4485,0.217,?,15
M,0.6,0.495,0.165,1.2415,?,0.2775,0.34,15
M,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,?
?,?,?,0.185,1.07,?,0.175,0.41,19
?,?,?,0.16,?,?,0.1655,0.345,?
?,0.635,?,0.17,1.415,0.605,0.297,0.365,15
F,0.59,0.475,0.16,1.1015,0.4775,?,0.295,?
F,?,0.475,0.155,0.928,0.394,0.194,?,?
?,0.57,0.44,0.125,0.865,0.3675,?,?,12
?,0.53,?,0.165,?,0.319,?,?,11
I,0.245,0.195,0.06,0.095,0.0445,?,?,4
M,?,0.2,0.08,0.1205,0.0465,?,0.04,?
F,?,?,?,0.639,0.3,0.1525,0.16,11
?,0.52,0.45,?,0.895,?,0.186,0.235,14
M,0.35,0.275,?,0.2925,0.1225,0.0635,?,?
M,0.47,?,0.15,0.6355,?,0.0885,0.255,9
F,0.45,0.36,0.125,?,0.2035,0.1,0.17,13
F,0.64,0.525,0.215,?,?,0.2855,0.55,22
M,?,0.5,0.2,1.187,0.412,0.2705,?,16
M,0.62,0.485,?,1.219,0.3875,?,?,14
M,0.63,0.505,?,1.525,0.56,0.3335,0.45,15
M,?,0.515,0.155,?,0.4105,?,0.41,?
?,0.655,0.54,0.215,1.844,0.7425,?,?,22
F,?,?,0.185,1.3485,0.493,0.245,0.49,?
?,0.61,0.5,0.24,?,?,0.3345,0.69,?
M,?,0.525,?,?,?,0.3115,0.43,20
?,?,0.425,0.135,0.712,0.2665,?,0.25,?
F,?,0.415,0.185,?,?,?,?,?
I,?,?,?,0.2415,0.0915,?,?,?
F,0.455,0.355,0.12,0.4495,0.177,0.104,?,9
M,0.485,0.395,?,0.6295,0.2285,0.127,?,14
?,?,?,?,0.9565,0.325,0.158,?,14
F,0.535,?,?,0.879,?,?,0.285,?
M,0.53,?,0.155,?,0.288,?,0.205,10
?,?,0.4,0.155,?,0.242,0.1325,?,?
M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
?,0.535,0.435,?,?,0.3155,0.1795,0.24,10
M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,?
F,?,0.505,?,?,0.501,?,0.355,12
?,0.61,0.475,?,1.116,?,0.2205,0.315,?
F,0.565,0.455,?,?,0.342,0.207,0.35,19
M,0.6,?,0.195,?,?,?,?,?
?,0.295,0.215,0.085,?,0.049,?,0.04,?
I,0.275,0.205,?,0.1105,?,0.0285,0.035,6
I,?,0.21,0.085,0.1065,0.039,0.0295,?,4
M,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11
M,0.37,0.28,0.105,0.234,?,?,0.075,9
?,?,0.305,0.095,?,0.1455,0.0895,0.1,9
F,0.54,?,0.175,0.892,0.322,0.174,?,13
M,0.37,0.28,0.1,0.252,?,?,0.074,8
?,?,0.27,0.1,0.217,0.0885,0.0495,?,6
F,?,0.36,0.13,0.472,0.182,?,0.15,?
I,0.2,?,?,0.037,0.0125,0.0095,0.011,4
?,?,0.12,0.03,0.0215,0.007,?,0.005,?
M,0.645,0.515,0.24,?,0.471,0.369,0.535,13
M,?,0.41,?,0.7605,0.2505,0.1635,?,?
?,0.57,?,0.145,?,?,0.2355,0.275,10
?,0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
M,?,0.44,?,0.971,0.443,0.2045,0.265,?
M,?,?,?,1.3305,0.4595,0.3235,0.345,19
F,0.62,?,?,1.2255,?,0.27,0.435,23
M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23
I,0.45,0.355,0.11,?,0.194,0.067,0.14,8
?,?,?,?,?,?,?,0.39,14
M,?,0.35,0.1,?,0.1465,?,0.12,?
F,0.58,0.455,0.155,?,?,0.1385,0.32,18
I,0.33,?,0.095,?,?,0.0255,?,?
I,?,0.21,0.06,?,?,0.022,0.03,5
?,0.19,?,0.04,0.038,0.0165,?,0.015,?
M,?,0.31,?,0.2845,0.1065,0.075,?,?
I,0.265,?,0.07,0.1055,?,0.041,0.035,?
M,0.335,?,?,0.222,?,0.056,0.075,7
I,0.355,?,0.09,0.251,0.097,?,0.08,7
I,0.32,0.255,?,0.1755,0.073,0.0415,0.065,7
M,0.51,0.4,0.13,?,0.27,?,0.205,12
M,?,0.295,?,0.241,?,0.053,?,?
?,0.36,0.28,?,0.2255,?,?,?,8
M,0.5,0.38,?,0.5955,0.2135,?,?,12
F,0.4,0.325,0.12,?,0.134,0.0565,0.095,8
I,?,0.22,0.08,0.121,0.0475,0.042,0.035,?
?,0.235,0.175,?,0.0705,0.0335,?,0.02,5
F,0.74,?,?,?,0.598,0.4085,?,?
?,0.62,?,0.19,?,0.5705,0.3175,0.355,?
?,0.6,0.475,0.19,?,0.403,0.2655,0.325,14
M,0.59,0.45,?,1.283,0.473,?,0.425,?
M,0.62,0.475,0.185,1.325,?,?,0.33,?
F,?,0.45,0.195,1.0035,0.406,0.2505,0.285,?
M,?,?,?,1.165,0.581,0.2275,0.3,14
F,0.62,?,0.205,1.3475,0.4775,?,0.48,14
?,0.62,?,0.185,?,0.579,0.3065,?,12
F,0.505,0.375,0.18,0.568,?,0.1495,0.17,12
?,?,0.425,0.155,0.746,?,0.152,0.24,8
M,0.49,0.39,0.14,0.707,0.2795,0.2185,0.18,13
F,0.525,0.42,0.16,?,?,0.173,0.275,9
I,0.34,?,0.08,0.2,0.08,0.0555,0.055,6
I,?,?,?,0.2715,0.092,?,?,8
M,0.61,?,?,?,?,?,0.28,14
F,?,?,0.185,?,0.536,0.2905,0.245,8
F,?,?,0.17,?,0.3325,0.1635,0.27,?
M,?,0.46,?,0.9535,0.4465,0.2065,0.245,12
M,0.58,0.455,0.17,?,?,0.259,?,9
M,0.635,0.515,0.17,?,0.509,0.286,0.34,?
M,0.7,0.58,0.205,2.13,?,0.49,0.58,20
M,?,0.525,0.185,1.587,0.6935,?,?,13
F,0.645,0.525,0.19,?,0.7035,0.3885,0.395,?
?,?,0.585,?,2.499,0.9265,0.472,?,?
F,?,0.545,0.18,1.768,0.7495,?,?,?
M,0.605,?,0.18,1.227,0.48,0.287,?,?
F,0.59,0.465,?,0.997,?,?,0.34,12
F,0.65,?,?,1.4225,0.61,0.2995,0.445,?
F,0.6,0.48,0.15,1.029,?,0.2705,0.295,?
F,?,0.5,0.175,?,0.4985,?,?,12
?,?,0.515,0.16,?,0.4215,0.244,0.355,19
?,0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,11
F,0.58,0.455,0.12,?,0.479,?,?,10
M,?,?,?,1.13,0.458,?,?,12
F,0.69,0.56,0.215,1.719,0.68,0.299,0.47,17
?,0.65,0.545,0.165,?,0.6645,0.3455,0.415,16
F,0.66,0.565,?,1.7605,?,?,?,?
?,0.68,?,0.2,1.787,?,?,?,?
F,0.7,0.575,0.17,1.31,0.5095,?,0.42,14
M,0.685,0.52,0.15,?,?,0.292,0.4,13
?,?,?,0.195,1.7345,0.6845,0.3695,0.605,?
?,0.63,0.49,?,1.1775,0.4935,?,0.285,11
F,0.585,0.45,?,1.077,0.4995,0.2875,?,?
M,0.565,0.465,0.175,?,0.3895,?,0.37,?
?,?,?,0.185,1.1085,0.3705,?,0.33,12
?,0.605,0.47,0.18,1.1405,0.3755,?,0.385,?
M,?,0.42,0.145,0.791,?,0.189,0.25,?
?,0.485,?,0.135,0.663,?,0.137,0.2,?
?,0.47,0.375,?,0.5565,0.226,0.122,0.195,?
M,?,0.425,?,?,?,0.21,0.235,10
F,0.455,0.37,?,?,?,?,?,9
M,0.54,0.42,?,?,?,0.152,?,12
M,0.46,0.38,?,0.482,?,0.1225,0.145,?
M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,?
I,0.465,0.375,0.12,0.471,0.222,?,0.14,9
?,0.415,?,?,0.3215,0.1535,?,0.105,10
M,0.475,?,0.125,0.593,0.277,0.115,0.18,10
?,0.47,0.375,?,?,?,0.137,0.18,?
?,0.365,0.295,?,0.25,?,0.0545,0.08,9
I,?,?,?,0.1995,0.0755,0.0535,0.07,6
I,0.39,0.31,0.1,0.302,0.116,0.064,0.115,11
F,0.5,?,0.14,?,0.3165,0.176,0.24,?
M,0.47,0.38,0.145,0.5865,?,0.144,0.185,8
?,?,?,0.15,0.6765,0.256,?,0.26,12
M,0.585,0.455,0.15,0.987,?,0.2075,0.31,11
F,0.485,0.365,0.12,?,0.27,0.131,0.175,9
?,?,0.455,?,?,0.295,0.1625,0.235,9
?,0.435,0.325,?,0.4335,?,?,?,7
?,?,0.415,?,?,?,0.152,0.2,?
I,0.44,0.345,0.12,?,0.1655,?,?,7
F,?,0.44,0.15,?,0.3685,0.1985,0.24,?
M,0.45,0.355,0.115,0.479,?,?,0.15,?
M,0.59,?,0.12,0.911,0.39,0.182,?,?
M,0.555,0.45,?,0.915,0.4,0.246,?,11
M,0.57,0.44,0.095,0.827,?,0.2215,0.235,8
M,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15
?,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,?
F,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11
M,0.545,0.44,0.12,0.8565,?,?,0.24,12
F,?,0.495,0.17,1.2385,0.528,0.2465,0.39,14
F,0.62,0.47,0.14,1.0325,?,?,0.36,15
?,0.63,0.5,?,?,0.5595,?,0.4,?
?,0.63,?,0.165,?,0.488,0.349,0.45,?
?,?,0.5,0.155,1.005,0.367,?,0.36,16
M,0.545,0.41,?,0.625,0.223,?,0.235,13
?,0.67,?,?,1.5015,0.518,0.358,0.505,14
?,?,0.38,?,0.529,0.2165,0.139,?,11
?,?,0.39,0.135,0.5785,0.2465,0.123,0.2,13
I,?,0.225,0.07,0.101,0.036,?,0.035,8
?,?,0.2,?,0.092,0.037,0.02,0.03,6
?,?,0.45,0.175,1.068,0.425,0.203,0.32,13
F,0.61,?,0.165,1.0915,0.3935,?,0.33,18
M,0.6,0.5,0.16,1.015,0.3995,?,0.33,19
F,0.56,0.455,0.125,?,0.344,?,0.375,21
F,0.575,?,?,1.0475,0.3775,?,0.385,?
F,0.57,?,0.175,0.9555,?,0.1665,0.295,18
M,0.6,?,?,?,0.4375,?,0.325,20
?,?,0.455,0.17,?,0.342,?,?,18
M,0.545,0.42,?,?,0.2475,?,0.255,22
?,?,?,0.1,?,0.122,?,0.12,13
?,0.5,0.41,0.15,0.662,0.2815,0.137,?,11
I,0.36,0.275,?,?,?,0.0435,?,7
I,0.385,0.305,?,0.252,0.0915,?,?,?
M,0.39,?,0.09,0.3055,0.143,0.0645,?,?
M,0.5,?,0.165,0.6885,0.249,0.138,0.25,13
I,?,?,0.11,0.2335,0.095,0.0525,0.085,10
I,?,?,?,0.192,0.0785,?,0.07,8
F,?,0.425,0.14,0.85,?,0.1625,0.285,19
?,0.395,?,?,0.2715,0.134,?,0.085,10
F,0.41,0.325,0.105,0.3635,?,0.077,0.12,10
?,0.56,0.455,?,0.714,?,0.129,?,?
M,0.565,0.435,0.185,?,0.329,0.136,?,13
M,0.565,0.455,0.185,0.9265,?,?,0.375,?
M,0.605,?,0.175,1.098,0.4765,?,?,?
F,?,?,0.15,?,?,0.159,0.26,?
M,0.725,0.565,?,1.891,0.6975,0.4725,0.58,?
F,0.675,0.535,0.16,?,0.592,0.3175,?,16
?,?,0.555,0.195,1.4385,?,?,0.36,17
F,?,0.49,?,0.9245,0.405,0.2195,0.255,11
F,?,?,0.175,1.2915,0.57,?,0.33,14
?,0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,11
F,0.64,0.54,0.175,?,0.51,0.259,0.39,15
I,0.36,?,0.105,0.199,0.0695,0.045,0.08,?
I,0.415,0.31,?,0.2965,?,0.057,0.0995,?
?,0.525,?,0.135,0.7085,0.293,0.1525,?,11
M,0.38,?,0.1,0.2665,?,?,0.075,11
F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12
?,0.24,0.185,0.07,?,0.026,?,0.025,6
I,0.22,0.165,0.055,?,0.0215,0.012,?,5
?,0.255,0.195,0.07,0.0735,?,0.02,?,6
I,0.175,0.125,0.05,0.0235,?,0.0035,0.008,5
?,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
M,0.655,0.53,0.195,1.388,0.567,?,?,13
F,0.68,?,?,1.7445,?,0.305,0.625,17
M,0.675,0.555,0.2,1.4385,0.545,0.2665,0.465,21
?,?,0.44,?,?,0.313,0.1715,0.2185,?
?,0.515,0.405,0.12,0.646,?,?,?,10
I,0.43,0.34,0.12,?,?,?,0.1045,9
F,0.52,0.405,0.12,0.627,?,?,0.181,11
?,0.545,0.415,0.16,?,?,0.1455,?,?
