@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {0, 1, 2}


@data
16.84,?,?,?,?,4.675,?,1
?,15.73,?,?,?,4.539,?,?
19.11,?,0.9081,6.154,?,?,?,1
?,?,0.8786,?,?,4.004,?,1
16.77,?,0.8638,?,?,4.92,5.795,1
?,?,0.8599,6.064,?,3.824,5.922,?
?,?,?,6.579,3.814,4.451,?,?
?,16.49,?,6.445,3.639,?,6.362,1
?,?,?,5.85,3.566,?,5.746,1
16.53,?,0.8823,?,?,5.532,?,1
?,16.19,?,?,3.857,?,5.879,?
?,16.89,0.8894,?,3.864,5.173,6.187,?
19.57,16.74,0.8779,6.384,?,1.472,6.273,?
19.51,?,0.878,?,?,2.962,6.185,1
?,16.09,0.887,6.173,3.651,2.443,?,1
?,16.26,?,?,?,1.649,?,1
18.98,16.66,?,?,?,3.691,6.498,1
21.18,17.21,?,6.573,4.033,?,?,?
20.88,?,0.9031,6.45,?,5.016,6.321,?
?,16.99,?,?,?,?,6.449,1
?,?,0.8984,6.172,?,3.12,?,1
?,?,0.8906,6.272,3.693,?,6.053,?
18.59,?,0.9066,6.037,3.86,6.001,?,?
18.36,16.52,0.8452,6.666,3.485,?,6.448,?
16.87,15.65,?,6.139,3.463,?,5.967,1
19.31,16.59,?,?,3.81,?,?,1
18.98,16.57,?,?,?,?,6.453,?
?,16.26,0.8637,?,?,2.853,6.273,?
?,16.34,0.881,?,?,2.188,6.097,?
?,15.25,?,5.718,3.525,4.217,5.618,1
?,?,?,?,?,2.068,?,?
?,?,0.8985,?,3.892,4.308,?,?
19.18,?,?,?,3.681,?,6.229,1
?,?,?,?,?,3.368,?,?
?,?,0.8917,?,?,?,?,?
18.85,?,0.9056,6.152,?,?,6.2,1
17.63,15.86,?,?,?,?,5.929,1
?,16.92,0.8752,?,3.763,3.252,6.55,?
18.55,?,?,6.153,3.674,?,?,1
?,?,0.8921,6.107,?,2.235,?,1
19.38,16.72,0.8716,?,3.791,?,5.965,?
?,16.31,0.9035,?,3.902,2.109,5.924,1
?,?,?,6.259,?,?,6.053,1
?,?,0.8859,?,?,?,?,1
?,16.45,?,6.416,?,?,?,1
?,?,?,?,3.897,?,5.75,?
19.15,?,0.889,6.245,3.815,3.084,6.185,1
?,?,0.9008,6.227,3.769,3.639,?,?
?,16.9,?,?,?,3.063,6.32,?
20.24,?,?,?,3.962,5.901,?,?
?,?,0.8772,6.059,?,3.619,6.011,1
?,?,0.8588,?,3.387,?,?,1
?,?,?,5.98,3.771,?,5.905,?
15.99,14.89,0.9064,?,3.582,3.336,5.144,?
18.75,?,0.8999,?,3.869,?,5.992,1
18.65,16.41,?,?,3.594,4.391,6.102,1
?,?,0.8993,?,?,2.257,?,1
?,17.03,0.8735,6.513,?,?,6.185,1
17.55,?,0.8991,?,3.69,5.366,5.661,1
?,?,?,5.979,?,?,?,1
?,?,?,6.144,?,?,5.949,?
15.38,14.9,?,5.884,?,4.462,5.795,?
16.16,15.33,0.8644,5.845,?,4.266,5.795,1
15.56,?,0.8823,5.776,?,4.972,5.847,1
15.38,14.66,?,5.477,3.465,?,5.439,1
?,15.76,0.8785,6.145,3.574,?,5.971,1
?,15.15,?,?,3.231,2.64,5.879,?
?,?,?,?,?,2.725,?,1
?,?,0.885,?,3.472,3.769,?,1
13.07,13.92,0.848,5.472,?,5.304,5.395,?
?,13.94,?,?,?,7.035,?,?
13.34,13.95,?,?,?,5.995,5.307,2
12.22,?,0.8652,?,?,5.469,?,2
?,13.4,0.8274,5.314,?,4.471,5.178,?
11.21,13.13,?,5.279,2.687,?,5.275,?
11.43,?,0.8335,?,2.719,?,5.132,2
?,13.46,0.8658,5.267,2.967,?,5.002,?
12.7,?,0.8491,?,?,3.26,5.316,2
10.79,12.93,0.8107,?,?,?,5.194,2
?,?,0.8496,?,2.84,5.195,5.307,2
12.01,?,0.8249,5.405,2.776,?,?,2
?,13.6,?,?,2.833,?,?,?
11.18,?,0.8266,?,2.693,?,?,2
?,?,0.8382,?,2.755,?,?,?
?,?,?,5.25,?,?,?,2
11.34,12.87,?,5.053,?,?,5.003,?
?,?,?,?,?,4.825,5.22,2
?,?,?,?,2.678,?,5.31,?
?,?,0.8263,?,?,5.388,?,2
?,13.67,?,?,2.879,3.082,?,2
?,?,0.8503,5.35,2.81,4.271,5.308,?
12.05,13.41,?,?,?,4.988,?,?
?,?,?,5.333,?,?,?,?
?,?,0.8558,?,2.794,6.388,5.049,2
12.1,?,?,5.105,?,2.201,?,2
?,?,0.8462,?,?,?,?,2
12.15,?,?,?,2.837,?,?,?
?,?,?,?,?,?,5.132,?
11.24,?,0.8359,5.09,2.715,3.521,?,?
?,13.0,0.8189,?,2.701,6.735,5.163,2
11.55,?,?,?,?,6.715,?,2
?,?,0.8419,5.088,2.763,4.309,?,2
11.4,?,?,5.136,2.763,?,?,2
10.83,?,0.8099,5.278,2.641,5.182,5.185,2
10.8,12.57,0.859,4.981,2.821,?,?,?
?,?,0.8355,?,?,?,5.092,?
10.74,12.73,?,5.145,2.642,4.702,4.963,2
?,?,0.8473,5.18,2.758,?,5.002,2
12.21,13.47,0.8453,?,?,1.661,?,?
?,?,0.856,?,?,?,4.825,2
12.46,13.41,?,5.236,3.017,?,?,?
?,13.36,?,?,?,?,?,?
11.65,13.07,?,?,?,?,?,?
?,13.77,?,5.495,?,?,?,2
11.56,?,0.8198,5.363,2.683,?,5.182,?
11.81,13.45,?,?,?,4.898,5.352,2
10.91,12.8,?,5.088,2.675,?,?,2
?,?,0.8594,5.089,?,?,4.957,?
?,?,0.8648,4.899,2.787,4.975,4.794,2
10.93,12.8,0.839,?,?,5.398,5.045,2
?,?,?,5.091,?,?,5.001,2
?,13.02,?,5.132,2.953,?,?,?
10.82,12.83,?,?,?,4.853,5.089,?
?,?,?,5.236,2.975,?,?,?
?,?,0.886,?,3.126,4.873,?,?
?,13.53,0.8786,?,?,?,4.958,?
?,13.78,?,5.32,3.128,4.67,?,?
?,?,?,?,2.911,3.306,5.231,?
?,?,?,5.073,3.155,?,4.83,?
?,13.44,0.8609,5.219,2.989,?,?,?
?,?,?,4.984,3.135,?,?,?
?,?,0.868,5.009,?,?,?,2
?,13.41,?,?,3.091,?,?,?
?,13.47,?,5.204,?,?,?,2
12.19,13.2,0.8783,?,?,3.631,4.87,2
?,?,?,?,?,?,5.003,2
?,?,0.8883,5.236,3.232,8.315,5.056,2
11.84,?,0.8521,5.175,2.836,?,?,?
12.3,?,?,5.243,2.974,?,5.063,?
