@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {1, 2, 3}


@data
?,16.42,0.8829,?,3.755,3.368,6.148,?
?,16.29,0.8917,6.037,?,?,5.879,?
?,?,?,?,3.806,?,?,2
?,?,0.88,6.033,3.573,?,?,?
19.94,16.92,?,6.675,?,?,?,?
18.55,16.22,?,?,3.674,1.738,?,2
18.45,?,0.8921,6.107,3.769,2.235,5.794,2
19.38,?,?,6.303,?,3.678,?,?
19.13,16.31,0.9035,?,?,2.109,5.924,2
?,16.61,0.8722,6.259,?,?,?,?
?,?,0.8859,6.563,?,?,6.316,?
19.06,?,0.8854,6.416,?,?,?,2
18.96,16.2,?,?,?,?,5.75,2
?,?,?,?,?,3.084,?,?
18.89,?,?,6.227,3.769,3.639,?,2
?,16.9,0.8811,?,3.857,3.063,6.32,?
?,?,?,6.315,3.962,5.901,?,?
18.14,?,0.8772,?,3.563,3.619,?,?
16.17,?,0.8588,?,3.387,?,?,?
?,?,0.9077,?,?,?,?,?
?,?,?,5.363,?,3.336,?,2
?,?,?,?,?,4.188,5.992,?
18.65,16.41,?,?,3.594,?,6.102,2
?,?,0.8993,?,?,?,5.919,?
20.16,17.03,0.8735,6.513,?,1.91,?,?
?,15.66,0.8991,?,3.69,5.366,?,2
18.3,15.89,0.9108,5.979,?,2.837,?,2
18.94,?,?,?,3.825,2.908,5.949,?
?,14.9,0.8706,?,?,?,5.795,?
?,?,0.8644,?,3.395,4.266,?,2
?,?,0.8823,5.776,?,?,5.847,?
?,?,?,?,?,?,5.439,2
17.36,15.76,?,?,3.574,3.526,5.971,2
?,?,0.8527,5.92,3.231,?,5.879,?
15.6,15.11,?,?,?,?,?,?
16.23,?,0.885,?,?,3.769,?,?
13.07,?,?,?,2.994,5.304,?,?
?,?,?,5.541,3.073,7.035,5.44,3
?,?,0.862,?,3.074,?,?,3
12.22,?,0.8652,5.224,2.967,5.469,?,?
11.82,?,?,?,?,?,?,3
11.21,?,0.8167,?,2.687,?,?,?
11.43,?,0.8335,5.176,?,?,5.132,?
12.49,?,?,5.267,?,?,5.002,3
12.7,13.71,0.8491,?,?,?,5.316,?
?,?,?,?,2.648,?,5.194,?
?,13.23,0.8496,?,2.84,5.195,?,?
12.01,13.52,0.8249,5.405,?,6.992,5.27,?
?,13.6,0.8333,5.408,2.833,?,?,3
?,13.04,?,?,?,?,?,?
?,13.05,?,5.175,2.755,?,?,?
?,?,?,5.25,2.675,5.813,5.219,3
11.34,12.87,0.8596,?,?,?,?,?
12.13,?,0.8081,?,2.745,?,?,?
?,13.52,?,5.444,?,4.378,?,?
11.49,?,0.8263,?,2.695,5.388,5.31,?
?,13.67,0.8425,5.451,2.879,3.082,?,?
?,13.33,0.8503,?,2.81,4.271,5.308,3
?,13.41,0.8416,?,2.847,4.988,5.046,?
12.55,?,0.8558,?,2.968,?,5.176,3
?,12.79,0.8558,5.011,2.794,?,5.049,3
?,?,0.8793,5.105,2.941,2.201,?,3
?,?,0.8462,?,2.897,?,?,3
12.15,?,?,5.417,?,?,5.338,3
11.35,13.12,0.8291,?,2.668,4.337,?,3
11.24,?,0.8359,5.09,2.715,?,5.088,?
11.02,?,0.8189,5.325,2.701,?,?,?
?,?,0.8455,5.167,2.845,?,4.956,?
11.27,12.97,?,5.088,2.763,4.309,?,3
?,13.08,?,5.136,?,?,?,?
10.83,?,0.8099,5.278,2.641,?,?,3
?,12.57,?,4.981,2.821,4.773,5.063,?
?,?,0.8355,5.186,?,?,?,?
?,12.73,?,?,?,4.702,4.963,?
?,13.05,0.8473,?,?,?,?,?
?,13.47,0.8453,?,?,?,5.178,3
?,?,?,5.09,?,?,4.825,3
?,13.41,0.8706,?,?,4.987,5.147,3
12.19,13.36,?,5.24,2.909,?,5.158,?
11.65,13.07,0.8575,?,?,5.209,?,3
12.89,?,?,5.495,3.026,6.185,5.316,?
11.56,?,?,5.363,?,?,5.182,3
?,13.45,0.8198,?,2.716,?,5.352,?
10.91,12.8,0.8372,5.088,2.675,?,4.956,?
?,?,0.8594,5.089,2.821,7.524,?,3
10.59,12.41,0.8648,4.899,?,4.975,?,?
?,?,?,5.046,?,5.398,?,?
?,12.86,?,5.091,2.804,?,?,3
?,13.02,0.8795,?,?,3.597,5.132,?
10.82,12.83,?,?,?,4.853,5.089,3
?,13.27,0.8639,?,2.975,?,?,3
?,13.47,0.886,?,3.126,?,4.914,3
?,?,?,?,?,?,4.958,?
13.37,13.78,0.8849,5.32,3.128,?,5.091,3
12.62,13.67,?,?,?,3.306,?,3
?,13.38,0.8964,?,3.155,?,4.83,?
12.38,13.44,?,5.219,2.989,?,5.045,?
12.67,?,?,4.984,3.135,?,4.745,?
?,?,?,5.009,?,?,4.828,3
?,?,0.8874,5.183,3.091,8.456,5.0,?
?,13.47,?,?,2.96,?,?,?
?,?,0.8783,5.137,?,3.631,4.87,3
?,?,0.8511,5.14,2.795,?,5.003,?
?,13.66,?,5.236,3.232,8.315,?,3
11.84,13.21,?,5.175,2.836,3.598,?,?
12.3,?,0.8684,?,2.974,?,?,?
