@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {0, 1, 2}


@data
?,?,0.8923,?,?,?,?,?
?,14.61,0.8538,5.715,?,?,5.396,0
14.33,?,0.8831,5.504,?,?,5.224,?
14.52,14.6,0.8557,?,?,1.481,?,0
?,14.77,?,5.702,?,?,?,0
?,14.35,0.8818,?,3.377,2.802,5.044,0
14.92,14.43,?,5.384,?,?,5.088,0
?,14.77,0.8857,5.662,3.419,1.999,?,0
?,13.47,0.8392,5.159,?,1.502,4.519,0
?,12.86,?,5.008,?,2.7,?,0
?,12.63,?,4.902,2.879,2.269,4.703,?
?,13.19,?,5.076,?,3.22,4.605,0
13.22,13.84,?,5.395,?,?,?,?
12.78,13.57,?,5.262,3.026,1.176,4.782,?
12.88,13.5,?,5.139,?,2.352,?,?
?,?,0.8726,?,3.19,1.313,?,0
?,14.29,?,5.609,3.158,?,5.132,0
?,14.39,0.8726,?,?,?,5.3,0
?,13.75,0.8458,5.412,2.882,3.533,?,0
?,?,?,6.191,?,?,?,1
16.84,?,0.8623,?,?,?,5.877,1
?,15.73,0.8763,5.978,?,4.539,5.791,?
19.11,?,0.9081,6.154,3.93,?,?,1
16.82,15.51,0.8786,?,?,?,?,?
16.77,15.62,?,5.927,?,?,5.795,1
?,15.91,?,6.064,3.403,?,?,1
20.71,17.23,0.8763,6.579,?,?,?,?
?,16.49,0.875,?,?,5.064,6.362,?
17.12,?,0.8892,5.85,?,?,5.746,1
16.53,15.34,0.8823,?,3.467,?,?,1
?,?,?,6.006,3.857,5.324,?,1
?,16.89,0.8894,?,3.864,5.173,6.187,?
?,?,0.8779,6.384,?,1.472,?,1
19.51,?,?,6.366,?,?,?,?
18.27,16.09,0.887,6.173,?,2.443,?,?
?,?,0.8969,?,3.764,1.649,?,?
18.98,16.66,?,6.549,?,?,?,1
21.18,?,0.8989,?,4.033,?,6.231,1
?,?,?,6.45,4.032,?,?,1
?,16.99,?,?,3.785,?,?,1
18.76,16.2,0.8984,6.172,?,?,6.053,?
18.81,16.29,?,?,3.693,3.237,?,?
18.59,?,?,?,3.86,?,?,?
?,16.52,0.8452,6.666,3.485,?,?,1
16.87,15.65,?,6.139,?,3.696,5.967,?
?,?,0.8815,?,3.81,3.477,6.238,1
18.98,16.57,0.8687,6.449,?,?,?,?
18.17,16.26,0.8637,6.271,?,?,?,1
?,16.34,?,?,3.684,?,?,1
16.41,15.25,0.8866,5.718,3.525,?,?,?
17.99,15.86,0.8992,5.89,?,2.068,?,1
?,16.5,?,?,3.892,4.308,6.009,?
19.18,16.63,0.8717,6.369,3.681,?,?,1
?,16.42,?,6.248,3.755,3.368,6.148,?
18.83,16.29,?,6.037,?,2.553,?,1
?,?,0.9056,6.152,3.806,?,?,?
?,?,0.88,6.033,?,?,5.929,1
?,16.92,0.8752,6.675,3.763,3.252,?,1
?,16.22,?,6.153,?,?,?,?
18.45,16.12,0.8921,?,3.769,?,?,?
?,?,0.8716,?,?,3.678,5.965,1
?,?,0.9035,?,?,2.109,5.924,?
?,?,0.8722,6.259,?,?,6.053,?
?,?,0.8859,?,3.991,4.677,?,1
19.06,?,?,?,3.719,2.248,?,?
?,16.2,?,6.051,?,4.334,?,1
19.15,16.45,0.889,6.245,3.815,?,?,1
?,16.23,?,6.227,3.769,?,?,1
20.03,16.9,?,6.493,?,3.063,6.32,1
20.24,?,0.8897,6.315,3.962,?,?,1
18.14,16.12,0.8772,?,3.563,3.619,?,1
?,?,0.8588,?,?,?,?,1
?,?,0.9077,?,3.771,?,5.905,1
?,?,0.9064,5.363,?,?,?,?
?,16.18,0.8999,?,?,4.188,5.992,?
18.65,?,?,6.285,?,4.391,?,?
17.98,?,?,?,3.687,2.257,?,?
20.16,17.03,?,6.513,3.773,?,?,?
?,15.66,?,5.791,?,?,?,1
?,?,0.9108,?,?,2.837,?,?
18.94,?,0.8942,6.144,3.825,?,?,1
?,?,0.8706,5.884,?,?,5.795,?
?,?,?,5.845,?,4.266,?,?
15.56,?,0.8823,?,3.408,4.972,5.847,?
?,14.66,?,5.477,?,3.6,?,1
?,?,?,?,3.574,3.526,?,1
?,?,?,?,?,?,5.879,?
15.6,?,0.858,5.832,?,?,?,1
16.23,15.18,0.885,5.872,3.472,3.769,?,?
13.07,?,?,?,?,5.304,5.395,?
?,?,?,5.541,?,7.035,5.44,?
13.34,13.95,?,5.389,3.074,5.995,5.307,?
12.22,?,?,5.224,?,?,5.221,?
?,?,?,?,2.777,4.471,5.178,2
?,13.13,0.8167,5.279,?,6.169,5.275,2
?,?,0.8335,?,?,?,?,?
12.49,13.46,0.8658,?,2.967,4.421,?,?
?,13.71,0.8491,?,?,3.26,?,?
10.79,12.93,0.8107,5.317,2.648,5.462,5.194,2
?,?,?,?,?,5.195,?,2
?,?,0.8249,5.405,2.776,6.992,5.27,?
12.26,13.6,?,5.408,?,4.756,?,?
11.18,?,0.8266,5.22,2.693,3.332,5.001,2
11.36,?,?,?,2.755,4.048,?,?
?,?,0.8253,?,2.675,?,5.219,2
11.34,12.87,0.8596,5.053,2.849,3.347,5.003,2
?,?,0.8081,?,?,?,5.22,2
11.75,13.52,?,5.444,2.678,4.378,?,2
11.49,13.22,?,?,2.695,5.388,5.31,?
12.54,?,?,5.451,2.879,3.082,5.491,?
?,13.33,?,?,?,?,?,2
12.05,?,?,5.267,?,?,?,2
?,13.57,?,?,2.968,4.419,?,?
?,12.79,?,?,2.794,6.388,?,2
12.1,?,0.8793,?,?,?,?,?
?,?,0.8462,5.319,?,4.924,?,?
?,13.45,0.8443,5.417,?,3.638,5.338,?
?,13.12,0.8291,?,2.668,4.337,5.132,?
11.24,13.0,?,?,?,3.521,?,2
?,?,?,?,?,?,?,2
?,?,?,?,2.845,?,4.956,?
?,12.97,?,5.088,?,?,5.0,?
?,?,0.8375,5.136,?,?,?,2
?,12.96,0.8099,5.278,?,?,5.185,?
10.8,?,?,?,?,?,5.063,?
?,13.01,0.8355,5.186,2.71,5.335,5.092,2
?,?,0.8329,?,?,4.702,4.963,2
11.48,13.05,0.8473,5.18,?,?,5.002,2
12.21,13.47,?,5.357,2.893,1.661,5.178,?
?,12.95,?,5.09,?,4.957,?,2
?,?,?,5.236,?,?,?,2
?,?,?,?,2.909,?,5.158,?
11.65,?,?,?,2.85,?,?,?
?,?,0.8541,5.495,3.026,?,?,?
11.56,?,0.8198,5.363,2.683,?,?,2
?,?,?,?,?,?,?,2
10.91,12.8,0.8372,?,?,?,4.956,2
?,?,0.8594,?,?,7.524,?,?
?,?,0.8648,?,?,?,?,?
?,?,0.839,5.046,2.717,5.398,5.045,2
?,?,?,5.091,2.804,3.985,?,2
?,?,0.8795,?,?,3.597,?,2
?,?,?,5.18,2.63,4.853,?,2
12.11,?,?,?,2.975,4.132,5.012,?
12.8,?,?,?,?,4.873,?,?
?,13.53,0.8786,?,3.054,5.483,4.958,2
?,13.78,?,?,3.128,4.67,5.091,2
?,?,0.8481,?,?,3.306,5.231,2
?,13.38,0.8964,5.073,?,?,4.83,?
?,13.44,0.8609,5.219,?,5.472,?,2
?,13.32,0.8977,?,3.135,?,4.745,?
?,12.72,?,5.009,2.81,4.051,?,?
12.7,?,0.8874,5.183,?,?,5.0,2
?,13.47,0.8567,5.204,?,3.919,5.001,2
12.19,?,?,?,2.981,3.631,4.87,?
11.23,12.88,?,?,?,4.325,?,2
?,?,?,?,3.232,?,?,2
11.84,?,0.8521,?,2.836,3.598,?,?
?,?,0.8684,?,?,5.637,?,?
