@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {0, 1, 2}


@data
10.93,12.8,0.839,5.046,2.717,5.398,?,?
11.27,?,0.8563,5.091,?,?,5.001,2
11.87,13.02,?,5.132,2.953,?,5.132,?
?,?,?,?,2.63,?,5.089,2
12.11,?,?,5.236,?,4.132,5.012,?
12.8,?,?,5.16,3.126,?,4.914,?
?,?,0.8786,5.224,3.054,5.483,?,2
13.37,13.78,0.8849,?,3.128,?,?,2
12.62,13.67,?,5.41,?,?,?,?
?,?,0.8964,5.073,3.155,?,4.83,2
12.38,?,0.8609,?,2.989,?,?,2
?,?,0.8977,4.984,?,2.3,4.745,2
?,?,0.868,5.009,?,4.051,?,?
12.7,?,0.8874,?,3.091,8.456,?,2
12.37,13.47,?,?,?,?,?,?
12.19,?,?,?,2.981,?,?,2
11.23,12.88,0.8511,5.14,2.795,4.325,5.003,2
13.2,?,?,?,?,?,5.056,2
11.84,?,?,?,2.836,?,?,2
12.3,13.34,?,?,?,?,5.063,?
