@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {1, 2, 3}


@data
?,16.63,?,6.369,?,3.357,6.229,?
18.95,?,0.8829,?,3.755,3.368,?,?
?,16.29,?,?,3.786,?,?,2
18.85,16.17,?,6.152,?,2.843,6.2,2
?,15.86,0.88,6.033,3.573,?,?,?
19.94,16.92,0.8752,?,?,?,?,2
18.55,16.22,?,6.153,?,?,5.894,?
?,16.12,?,?,?,?,?,?
19.38,?,?,6.303,3.791,?,?,?
?,?,0.9035,?,3.902,?,5.924,?
19.14,?,?,?,3.737,?,?,2
20.97,17.25,?,?,?,4.677,?,?
19.06,?,?,?,3.719,?,?,2
?,16.2,0.9077,?,3.897,?,5.75,2
19.15,?,?,?,?,3.084,?,2
18.89,?,?,6.227,?,?,5.966,2
20.03,16.9,?,?,?,3.063,6.32,2
20.24,?,?,6.315,3.962,5.901,6.188,2
?,?,?,?,3.563,3.619,6.011,2
16.17,?,?,5.762,?,?,5.703,?
?,15.97,0.9077,5.98,3.771,?,?,?
15.99,?,0.9064,?,3.582,3.336,?,?
?,?,0.8999,6.111,?,?,5.992,2
?,?,?,?,3.594,?,6.102,?
17.98,15.85,0.8993,?,3.687,2.257,5.919,?
20.16,?,?,6.513,?,?,6.185,?
17.55,?,?,5.791,?,5.366,5.661,2
18.3,?,?,5.979,3.755,?,5.962,?
18.94,?,0.8942,?,?,2.908,?,?
?,14.9,?,?,3.268,4.462,5.795,2
?,?,0.8644,5.845,3.395,?,5.795,?
?,?,?,5.776,?,4.972,?,?
?,14.66,0.899,?,3.465,3.6,?,2
?,?,0.8785,6.145,3.574,?,?,2
?,?,?,?,3.231,2.64,5.879,?
15.6,?,0.858,5.832,?,?,5.752,2
16.23,15.18,0.885,5.872,3.472,?,5.922,?
?,?,?,5.472,2.994,?,?,3
13.32,13.94,?,?,3.073,?,?,?
?,13.95,0.862,5.389,3.074,?,?,?
?,13.32,?,?,2.967,5.469,?,?
?,13.4,0.8274,5.314,2.777,4.471,5.178,?
11.21,?,0.8167,?,2.687,6.169,?,3
?,13.13,?,5.176,2.719,?,5.132,3
12.49,13.46,?,?,?,?,5.002,?
12.7,?,0.8491,5.386,2.911,?,?,?
10.79,?,0.8107,?,2.648,5.462,?,?
?,13.23,?,?,2.84,5.195,5.307,?
?,?,?,?,?,?,?,?
?,?,?,?,2.833,4.756,5.36,3
11.18,13.04,0.8266,5.22,2.693,3.332,5.001,3
?,13.05,?,?,?,4.048,?,3
11.19,?,0.8253,5.25,2.675,5.813,?,3
?,12.87,0.8596,5.053,2.849,3.347,5.003,?
12.13,13.73,?,5.394,?,4.825,5.22,3
11.75,?,0.8082,?,2.678,?,?,?
?,?,0.8263,?,2.695,?,5.31,?
?,13.67,?,5.451,2.879,?,5.491,?
?,13.33,0.8503,?,?,4.271,?,3
12.05,13.41,0.8416,?,2.847,4.988,5.046,?
12.55,?,?,5.333,2.968,?,5.176,3
?,12.79,0.8558,?,2.794,6.388,?,?
12.1,?,0.8793,?,2.941,2.201,?,3
?,13.59,?,?,2.897,?,?,?
12.15,?,0.8443,5.417,2.837,3.638,5.338,?
?,13.12,0.8291,?,?,4.337,?,?
?,13.0,0.8359,5.09,2.715,3.521,5.088,3
?,13.0,?,?,?,?,?,?
11.55,?,?,?,2.845,?,4.956,?
?,12.97,0.8419,?,2.763,?,?,3
11.4,13.08,?,5.136,2.763,5.588,5.089,3
10.83,?,0.8099,5.278,2.641,?,5.185,?
10.8,?,?,?,2.821,?,5.063,3
?,13.01,0.8355,?,?,5.335,5.092,?
10.74,?,?,5.145,2.642,?,?,?
11.48,13.05,?,5.18,?,?,5.002,?
12.21,?,0.8453,5.357,?,1.661,?,?
11.41,?,?,5.09,?,?,?,3
?,13.41,?,5.236,?,?,?,?
12.19,13.36,?,?,2.909,4.857,5.158,3
11.65,?,?,5.108,?,5.209,5.135,3
?,13.77,?,5.495,?,?,5.316,?
11.56,?,0.8198,5.363,2.683,?,?,3
11.81,13.45,?,?,?,?,?,3
?,?,?,?,?,4.179,4.956,3
11.23,12.82,?,5.089,?,?,4.957,?
?,?,0.8648,4.899,?,4.975,?,3
10.93,12.8,0.839,?,?,5.398,?,?
?,?,?,5.091,2.804,?,5.001,3
?,13.02,0.8795,5.132,?,?,?,3
10.82,12.83,0.8256,?,?,?,?,?
12.11,?,0.8639,?,2.975,4.132,?,3
?,13.47,?,?,?,4.873,?,?
?,13.53,?,?,?,?,4.958,3
?,?,0.8849,5.32,?,?,?,?
?,13.67,?,5.41,?,3.306,5.231,?
?,13.38,0.8964,5.073,3.155,2.828,4.83,3
12.38,?,0.8609,?,2.989,?,5.045,?
?,13.32,?,?,?,2.3,?,3
?,?,?,5.009,?,?,4.828,3
?,13.41,?,?,3.091,?,5.0,?
12.37,13.47,?,?,2.96,?,5.001,3
?,13.2,0.8783,5.137,?,3.631,?,3
?,12.88,?,?,2.795,4.325,?,?
13.2,13.66,?,?,?,?,5.056,?
?,?,?,?,2.836,?,?,?
?,?,0.8684,?,2.974,5.637,?,?
