@relation dataset

@attribute eccentricity real
@attribute aspect_ratio real
@attribute elongation real
@attribute solidity real
@attribute stoc_convexity real
@attribute iso_factor real
@attribute max_in_depth real
@attribute lobedness real
@attribute avg_intensity real
@attribute avg_contrast real
@attribute smoothness real
@attribute third_moment real
@attribute uniformity real
@attribute entropy real


@data
?,?,0.51662,0.77201,0.84211,?,0.11438,?,?,?,0.0066868,?,?,0.944
0.50964,?,?,0.72175,0.56491,0.21009,0.11264,?,?,?,0.0064077,?,?,0.73274
?,?,?,?,?,?,0.12438,?,0.025438,0.096215,0.0091723,?,5.1566E-5,0.75194
?,?,0.693,?,?,?,0.098823,1.7774,?,?,?,?,1.2452E-4,?
?,1.1032,?,?,0.8193,?,?,2.4268,?,0.042071,0.0017668,4.7564E-4,?,?
?,?,?,?,?,?,?,?,?,?,0.014009,?,1.0856E-4,1.2269
0.83755,?,0.53329,?,?,0.27825,?,0.28528,?,0.087838,?,?,5.6309E-5,?
?,?,?,?,0.96667,0.49437,?,?,?,0.14411,?,?,1.6275E-4,?
?,1.6637,0.49244,?,0.99298,0.57136,?,0.089306,?,?,0.010138,?,1.6513E-4,1.1047
?,1.7986,?,?,?,0.52669,?,?,?,?,0.0085504,?,1.2091E-4,?
0.84563,1.7418,?,?,?,?,0.014708,0.039374,0.025028,?,?,?,2.9619E-4,?
?,2.0659,?,0.94868,?,0.60231,0.031671,?,?,?,0.017742,?,?,1.4016
0.86587,1.9999,0.52725,?,?,?,0.0092956,?,?,?,?,?,?,?
?,1.6421,0.47458,?,?,?,?,?,0.018698,?,?,?,?,?
0.84285,?,0.51931,0.91339,?,0.60526,?,0.15027,0.038283,0.1156,0.013186,?,1.2558E-4,?
0.98502,6.0596,0.83612,?,0.98772,0.31546,?,?,?,?,?,0.0032908,?,?
0.98487,?,?,0.96522,1.0,0.29509,0.024667,?,?,?,0.0093394,?,?,?
?,?,?,?,0.97719,?,0.029032,?,?,?,?,?,1.3116E-4,0.94985
?,?,?,?,1.0,0.30777,0.014672,0.039178,0.019278,0.073118,?,?,9.7882E-5,0.66403
0.98592,6.0269,0.83884,?,0.96842,?,?,?,?,0.080869,?,?,9.1646E-5,0.64839
?,6.2904,?,?,?,0.29288,?,?,0.025859,0.089821,0.0080032,?,?,?
?,6.5173,?,?,?,0.28899,0.022056,0.08854,0.042124,?,?,?,?,?
?,?,?,?,?,?,0.040164,0.29359,?,0.11622,?,?,1.9465E-4,?
0.98643,?,0.84737,?,0.89649,0.29982,?,0.068643,?,?,?,0.0027526,1.4425E-4,?
0.986,?,0.83942,?,0.99298,0.31607,0.011769,?,?,?,?,0.0060176,?,?
?,?,0.86069,?,?,?,0.021697,0.08568,?,0.087108,?,0.0023055,9.7934E-5,0.7396
0.47821,?,0.34976,?,?,?,0.030166,?,?,?,0.029213,?,6.7871E-4,1.5956
0.53941,1.278,?,?,?,?,?,0.22147,?,0.15124,?,0.0076389,4.3953E-4,1.2541
?,1.2733,?,?,?,?,0.017966,?,0.043685,?,0.015397,?,4.2441E-4,0.94617
?,1.3232,?,?,?,0.43977,0.047907,0.4177,?,?,?,?,0.0015424,?
0.64803,1.392,0.41362,0.89752,0.96316,?,0.026737,0.1301,?,0.15033,?,?,?,?
?,?,?,?,?,0.54283,?,0.1441,?,?,?,?,2.0354E-4,1.1427
?,1.2825,?,?,?,0.46204,0.052403,?,0.067688,0.16198,0.025566,0.0091042,4.3085E-4,?
0.4659,?,?,0.94433,?,?,?,0.032299,?,0.10405,?,?,?,0.56447
0.4867,?,0.37691,?,?,0.54006,?,0.18848,?,?,?,0.009529,9.5661E-4,1.9018
?,?,0.32967,0.90459,?,?,?,0.13328,0.092156,?,?,?,9.0962E-4,?
?,1.5285,?,0.87291,0.97193,0.4865,?,?,?,0.10191,?,?,1.0051E-4,?
0.51577,1.2902,?,?,0.99474,0.62017,0.023879,0.10378,?,?,0.014732,0.0042129,5.6945E-4,1.1232
?,1.3539,0.35704,0.93647,?,?,?,?,?,0.13137,0.016966,0.0059817,3.532E-4,0.93682
?,?,0.39683,?,?,?,0.030576,?,0.062015,0.14621,0.02093,0.0063685,6.7747E-4,?
?,?,0.38458,?,?,?,?,?,?,?,0.033467,?,0.0012682,2.2422
?,?,0.36748,?,0.97719,?,0.051335,?,?,?,?,?,?,?
?,1.2438,?,?,0.97193,?,0.046323,0.39055,?,0.17465,?,?,?,1.5807
?,?,0.32151,?,?,0.58719,0.045933,?,0.076818,0.14622,?,?,0.0014091,1.6749
?,?,?,?,?,0.44764,?,0.55882,?,?,0.035373,0.0084315,?,?
0.55977,?,0.34301,?,?,?,?,?,?,?,?,0.02381,?,?
?,?,0.30101,0.94477,?,?,0.0494,?,?,?,?,?,?,?
0.23041,?,?,?,?,0.6084,0.040722,0.3018,?,?,?,?,4.2353E-4,?
0.46094,1.1366,0.22905,0.95565,0.97544,?,0.038286,?,?,0.22041,0.046329,0.016554,?,?
0.54913,?,?,0.93889,?,?,0.041539,?,?,0.2605,?,0.02379,?,2.203
?,?,?,?,0.99298,?,0.05426,0.53584,0.10967,0.21507,?,?,6.1195E-4,?
0.38564,1.0471,?,?,?,?,?,?,0.13563,?,0.057693,0.022,?,1.9757
?,1.0573,?,?,?,0.59302,0.04962,?,0.19067,?,?,?,0.0012501,?
0.51247,1.1116,?,0.57724,0.59298,0.16867,?,?,?,?,?,?,?,?
?,?,0.63983,?,?,?,0.13081,?,?,0.079722,?,0.0019123,7.3919E-5,?
0.43425,?,?,0.52398,?,?,0.13761,?,?,?,?,?,?,0.75496
?,1.0656,?,0.51223,?,?,?,2.7498,0.033373,?,?,?,2.1426E-4,?
0.26758,1.1316,?,?,?,?,?,?,0.017945,?,0.0050792,?,7.2478E-5,0.63273
0.24465,?,?,0.56524,?,0.21788,0.12522,2.854,?,0.127,0.015874,?,1.0798E-4,?
?,?,?,?,?,?,?,3.6093,?,0.089135,?,0.0021177,2.1044E-4,0.90082
0.4042,1.0965,0.65899,0.52833,0.68421,0.1771,?,3.0837,?,0.096836,?,0.0028927,1.265E-4,?
0.50692,?,?,0.53024,?,0.16792,?,?,?,0.057592,?,7.2847E-4,?,0.67289
0.47565,?,?,?,?,?,0.12987,3.0697,0.023977,?,0.0070397,?,?,0.77399
?,1.1117,0.67175,?,0.62982,?,?,?,?,?,?,?,1.6583E-4,?
0.36462,?,?,0.49042,?,0.14118,0.1243,?,?,0.11692,0.013485,?,?,?
0.52212,1.1191,0.70988,?,?,0.1412,?,3.1674,?,0.085964,?,?,?,0.82809
?,1.0405,?,?,0.63684,?,?,?,?,0.093312,0.008632,?,?,?
?,?,?,0.49446,0.53684,?,?,?,?,0.072882,0.0052838,0.0013391,2.2058E-4,?
?,1.0118,0.6301,?,0.81053,?,0.11115,?,?,?,0.0078393,?,1.7545E-4,0.86
?,2.4765,0.61389,?,?,?,0.054511,0.54081,?,0.14657,?,0.0067378,?,?
?,2.5959,?,?,?,?,?,0.10839,?,?,0.022814,?,?,?
?,?,?,?,?,?,0.025524,0.11857,?,?,?,?,?,1.8038
0.87863,2.4734,0.60898,0.87869,?,?,0.056994,?,0.076471,0.16369,0.026095,?,?,1.8363
?,?,?,?,?,?,?,0.38767,0.050806,?,?,?,?,?
0.91093,?,?,?,?,?,?,0.080956,?,?,0.015815,?,?,1.3323
?,?,?,?,?,0.57504,0.0097927,0.017453,?,?,?,0.0040505,4.4661E-5,0.77718
?,?,0.60125,0.93713,?,0.46172,?,?,?,?,0.031658,?,?,2.3052
0.8728,2.3151,?,0.90716,?,?,0.058029,?,?,?,?,0.011448,?,?
?,2.8883,?,?,0.96316,?,0.03571,?,0.047675,0.12917,0.016412,?,?,?
?,2.1732,?,0.93013,0.99825,?,0.049062,?,?,0.16601,?,?,?,1.7405
0.87259,?,?,0.93969,?,?,?,?,?,0.14227,0.019839,?,3.1494E-4,?
?,1.5041,?,0.98803,?,?,?,?,?,0.12542,?,?,2.7091E-4,?
?,1.5437,0.36231,0.98616,1.0,0.79359,?,0.0050342,0.046731,?,0.014265,?,?,1.2681
0.75285,?,0.38474,0.98701,?,?,0.004611,0.0038695,?,?,?,?,?,?
?,1.5319,?,0.98479,?,?,0.0078079,?,?,0.11472,?,?,?,?
?,?,?,?,?,0.82125,?,0.0032593,?,?,0.024394,?,6.7629E-4,?
?,?,?,?,1.0,?,?,?,?,?,0.021025,0.0058018,?,?
?,?,?,0.98646,?,0.84494,0.005427,0.0053602,?,0.085949,?,0.0020334,1.2813E-4,?
?,?,0.34048,0.98262,?,?,0.0061511,0.0068862,?,0.17102,0.028418,?,?,?
?,?,?,?,0.99825,0.80848,?,?,?,?,?,?,5.0106E-4,1.4395
?,?,0.33575,0.9851,?,0.80461,0.0036582,?,0.038211,?,?,?,1.6657E-4,1.1363
0.66351,1.4024,?,0.98529,1.0,?,?,0.0085907,0.068206,?,?,0.0049098,?,?
?,1.3988,?,?,?,0.79998,?,?,?,?,0.030726,?,?,2.5094
?,1.3574,?,?,?,?,?,?,?,?,0.016892,?,?,?
?,?,?,0.96979,0.99825,?,0.0095958,0.016758,?,?,0.033823,0.0115,5.64E-4,1.6879
?,?,?,?,?,?,?,?,?,?,?,?,?,?
?,?,0.61108,0.97034,?,0.5645,?,?,?,?,0.034088,?,4.6097E-4,?
0.91378,2.4132,0.60362,0.96618,0.99649,0.56153,?,?,0.10604,0.20316,?,0.013227,?,?
0.85897,?,?,0.97407,?,?,0.0068392,?,?,0.13848,0.018816,0.0073898,?,?
?,2.4862,?,?,?,?,?,?,?,?,?,?,?,?
?,2.8087,?,?,?,?,?,0.0082485,0.052218,0.13491,0.017874,0.0057374,3.0246E-4,?
0.94058,?,?,?,?,0.42979,?,?,0.038691,?,?,?,2.4816E-4,1.0843
?,?,?,0.96488,?,?,?,0.012066,?,0.1512,?,?,?,?
?,2.2045,?,?,0.99649,0.64214,?,?,0.102,?,?,0.012562,4.8437E-4,?
0.88246,?,?,?,0.99825,0.61897,0.0073021,?,?,?,0.03742,?,?,?
?,2.4038,?,?,?,?,0.0064679,0.0076137,?,?,?,?,?,?
?,1.0384,0.48465,0.78118,0.87018,0.30478,0.080722,1.1859,?,0.12619,0.015674,?,?,?
0.56324,?,?,0.77564,?,?,?,?,0.10401,?,?,?,7.4739E-4,2.4883
?,?,?,?,?,0.31034,?,?,0.10125,?,?,0.010102,6.8131E-4,2.4808
?,1.088,0.51739,0.7638,?,?,?,1.0797,?,0.17976,0.031303,?,?,?
?,1.2341,?,?,?,?,?,?,?,0.12337,0.014993,?,1.3103E-4,?
?,1.0738,?,?,0.85439,0.26309,?,?,0.067161,?,?,?,4.0634E-4,1.8527
?,?,0.55667,?,?,0.27241,?,?,0.091322,?,?,0.007318,?,?
?,1.0767,?,?,?,?,?,?,0.084711,?,?,?,?,2.0412
0.44271,?,?,?,?,?,?,1.1497,0.10151,?,0.028929,?,8.4487E-4,2.389
?,?,0.58847,0.66502,?,?,0.10064,?,0.074621,?,?,0.0054026,?,?
?,2.695,?,0.92994,?,?,0.040707,?,?,0.15592,?,0.0096617,?,?
?,?,?,?,?,?,0.023542,0.10087,0.045897,?,0.017724,0.0066757,?,0.9943
?,?,?,?,0.99123,0.52269,?,0.07339,0.054145,?,?,0.013322,?,?
0.88965,?,?,?,?,?,0.048934,0.43581,?,?,?,0.013364,?,?
?,?,0.70912,0.79489,?,0.33915,0.13457,?,0.052685,?,?,?,?,?
?,?,0.64091,0.87687,?,?,?,?,?,?,?,0.0047692,3.061E-4,?
0.86049,?,0.532,?,?,?,?,?,?,?,?,?,?,0.82059
?,?,?,0.93186,?,0.51229,?,?,?,?,0.0234,0.012336,?,?
?,2.1277,0.53926,?,1.0,0.64927,0.027899,?,?,0.096968,?,?,1.0402E-4,0.7271
0.86675,2.0417,?,?,?,?,0.028749,0.15043,0.031023,0.12007,?,?,6.947E-5,?
?,?,0.74273,0.82566,0.94737,0.32925,?,3.8052,?,?,0.010193,?,4.4517E-5,?
?,2.9367,0.66689,?,?,0.45676,0.030052,?,0.015159,0.071198,0.0050436,?,4.8527E-5,0.46762
0.61823,?,0.33084,0.94147,0.9614,?,?,0.10708,0.017543,0.09745,?,?,1.2841E-5,?
?,?,?,0.93189,?,0.60176,0.025375,?,?,?,?,?,2.4448E-5,0.37728
?,1.1599,?,?,0.85088,0.45154,?,?,?,?,?,?,2.5646E-5,?
?,?,?,?,?,?,0.063396,?,0.026522,?,?,0.0044681,?,?
?,?,?,?,?,0.3885,?,?,0.027113,0.10182,?,?,?,0.65567
?,?,?,0.90049,?,0.47758,?,?,0.02034,?,0.0083289,0.0033696,?,0.49195
?,?,0.30339,?,?,0.57323,?,?,?,0.093704,?,?,?,0.54481
0.50771,1.1084,?,0.93529,0.98596,0.64927,0.02595,?,0.013493,?,0.0053745,?,?,?
?,1.2254,?,0.94269,0.95263,0.54871,0.058835,?,0.016202,?,0.0055761,?,?,0.43769
0.63548,1.202,?,?,?,0.44347,0.077616,1.0964,?,0.10386,?,0.005084,3.1292E-5,?
?,1.2354,?,0.90929,?,0.57594,0.070699,?,0.0093349,0.0592,?,0.0013047,2.2232E-5,0.26169
?,?,?,0.9588,?,0.70641,0.02021,?,?,?,?,0.0037362,0.0012496,1.3596
?,?,?,?,0.99825,0.7824,?,?,?,0.076722,?,0.0016389,?,0.60629
?,?,?,?,?,?,?,?,0.029059,?,?,?,?,?
?,?,0.29976,?,0.99825,?,?,0.032608,?,?,?,0.0017155,3.1351E-4,0.913
0.64168,1.4853,?,?,0.99825,?,0.017439,0.05535,0.02413,?,?,?,?,?
0.58232,?,?,0.95055,?,0.71499,0.026876,?,?,0.13204,?,?,?,?
?,1.2107,?,0.97104,0.99123,0.80094,?,?,0.020632,?,0.0054631,?,1.6174E-4,0.66423
0.67925,?,?,?,?,?,0.012399,?,?,?,?,?,?,0.28857
?,?,?,0.97545,?,0.81957,?,?,?,?,?,?,6.066E-4,1.0292
0.53283,?,0.25925,?,1.0,0.77065,0.017745,0.057312,?,?,0.014806,?,?,1.1886
?,1.2496,?,0.98317,1.0,0.82495,0.010372,0.01958,?,?,?,0.0019794,0.0011976,?
0.35236,?,?,?,?,?,?,0.057204,?,?,0.0097191,?,3.5728E-4,?
?,1.4597,?,?,?,?,0.016021,0.046715,0.012025,0.050266,0.0025203,5.1116E-4,?,?
0.72162,?,?,?,?,0.60738,?,?,0.097628,?,0.032992,?,?,1.8296
?,?,?,?,?,0.68138,0.025077,?,?,0.23183,0.051004,0.023571,?,1.5025
?,?,0.49513,0.91036,?,?,?,?,?,?,?,?,7.191E-4,?
?,?,?,?,?,0.62529,?,0.37399,?,?,?,?,7.4416E-4,?
?,?,?,?,?,?,?,0.35495,0.12959,0.25343,0.060352,?,6.3907E-4,1.813
?,?,0.42639,?,?,0.65478,?,?,?,?,0.056492,0.023259,?,1.8504
?,?,?,?,?,?,0.060707,0.67072,?,0.2522,?,?,?,?
0.83094,?,?,0.96016,?,?,?,0.10345,?,?,?,0.025308,?,1.7001
0.7885,1.638,0.43032,0.95417,?,?,0.026783,0.13055,?,0.21441,0.04395,0.013032,?,?
?,?,?,?,?,?,0.0053647,?,0.029255,?,0.010553,?,9.1642E-5,0.88407
?,?,0.48769,0.97383,0.99825,0.68405,?,?,?,?,0.0076781,0.0029651,6.8766E-5,0.68174
?,?,0.23975,?,?,0.81411,0.0073087,0.009722,?,0.17933,?,?,8.4502E-5,?
0.29901,?,0.10761,?,?,0.84936,?,0.023912,0.032883,?,0.0091383,?,?,?
0.48223,?,0.16908,?,1.0,?,0.008864,0.0143,?,0.11384,0.012794,?,1.4852E-4,?
?,?,?,?,0.99649,?,?,0.010071,?,?,?,?,2.5724E-4,?
?,1.0698,0.13626,0.98017,0.99825,?,0.012913,?,?,?,?,?,2.6309E-4,?
?,1.1415,?,?,?,0.85572,?,0.009487,?,0.079283,?,?,?,?
?,?,0.55373,?,?,?,?,0.070316,?,0.10946,?,?,?,1.0693
?,?,0.21485,?,?,?,?,0.0039492,0.04072,0.11304,?,?,?,1.0368
0.40974,?,?,?,?,?,0.0042083,?,0.04953,?,0.021691,?,?,?
?,?,0.47477,0.97153,?,?,?,0.066774,0.025981,?,0.010756,0.0045965,?,0.67306
?,?,?,?,?,?,?,0.012944,?,0.061786,?,9.1963E-4,1.5231E-4,?
0.66906,?,0.30877,?,?,0.85816,?,?,?,?,?,?,1.9057E-4,1.0378
0.8138,1.737,?,0.98956,?,?,?,?,?,0.10399,?,?,?,?
?,?,?,?,?,?,?,?,0.02634,?,0.0066634,0.0017846,?,?
?,?,0.40919,?,1.0,0.815,0.0048968,0.0043641,?,?,?,?,1.3606E-4,?
?,?,0.41016,?,?,0.78909,0.0046348,0.0039096,?,0.096493,0.0092251,?,1.7007E-4,?
?,?,?,0.98047,1.0,0.6913,?,?,0.047961,?,?,?,8.0703E-4,?
0.75968,1.5763,?,?,?,0.82323,?,?,?,0.098208,0.0095526,?,?,1.1433
?,?,?,0.97695,1.0,?,0.010883,?,?,?,?,?,?,?
?,?,0.42937,?,0.99649,?,?,0.049949,0.04703,0.11769,?,?,?,1.42
0.66551,?,?,0.98949,?,0.76603,?,0.0048816,?,0.074392,?,?,5.245E-5,?
0.946,3.3475,0.7081,0.96212,?,?,?,?,0.054986,0.13106,0.016886,?,?,1.3088
0.93038,?,?,?,?,0.50964,?,0.13377,0.050703,?,0.014972,?,3.2166E-4,?
?,?,?,?,?,?,?,?,0.10351,?,?,?,5.7453E-4,1.9702
?,2.1536,?,?,1.0,0.65619,?,0.075203,?,?,0.033878,0.013211,?,1.4606
?,?,?,?,?,?,?,?,0.093484,0.19225,?,?,?,1.6701
0.91996,?,?,0.97894,?,?,0.010311,0.019349,?,?,0.037671,0.011205,7.8875E-4,?
0.91677,2.6955,?,?,?,0.59459,0.0049218,?,?,0.1876,0.033997,0.0096762,?,?
?,?,0.64656,0.96685,?,0.55519,0.022351,?,0.068514,0.1525,?,0.0070313,?,?
?,?,?,0.98425,?,?,0.010195,?,?,?,?,?,0.0012638,2.4685
?,?,?,?,0.99825,0.52299,?,0.024437,0.064788,0.16842,0.027581,?,2.4357E-4,?
?,2.141,?,0.98483,?,?,0.009048,?,?,?,0.040405,?,?,2.1073
?,?,?,0.95791,?,?,0.022654,?,?,0.17561,0.029915,?,3.9957E-4,?
0.8375,?,?,0.968,?,?,?,?,0.0051195,0.035621,?,?,?,?
?,?,?,?,0.99649,?,0.028422,0.14702,?,0.051082,?,?,4.0071E-5,?
?,2.0052,?,0.96585,0.99825,0.65149,?,?,0.0050343,0.036189,?,3.5119E-4,8.7642E-6,?
0.74053,?,?,0.9666,?,?,?,?,?,?,?,?,2.9454E-5,0.38449
0.82924,1.8903,0.47248,0.96435,?,0.661,0.023836,0.10341,?,?,?,?,1.3273E-5,0.27099
?,1.9016,0.47622,?,1.0,0.69746,0.025026,0.11398,?,?,0.0011153,?,3.7442E-5,?
?,2.0918,?,?,1.0,?,?,?,?,0.044849,0.0020074,5.0789E-4,?,0.34316
?,?,?,?,0.99298,?,?,?,0.0050219,?,0.0011564,2.9213E-4,?,0.26037
?,1.8186,0.45353,?,1.0,?,0.030371,?,?,?,?,?,?,0.36533
?,?,0.46197,?,0.99298,0.60913,?,?,?,?,?,?,1.6802E-5,?
?,1.8829,?,?,0.99298,0.58011,0.043787,0.34894,?,0.061975,0.0038262,?,?,0.28509
0.85451,2.06,0.51569,?,?,?,0.025453,?,?,?,0.0020163,?,?,?
0.50924,?,0.27943,?,?,0.4092,?,?,?,?,0.028511,0.006963,0.0015453,?
?,1.2066,0.25595,0.93945,0.97895,?,?,0.065765,?,?,0.037876,?,?,?
?,1.1011,?,?,0.99298,0.53189,0.012818,0.029901,?,?,0.04047,0.0090273,?,?
?,1.2318,?,?,?,?,0.015115,0.041582,0.059148,?,?,0.0057336,?,?
?,?,?,0.93638,?,?,?,?,0.1074,0.18794,?,?,0.0015026,?
?,1.2022,?,?,?,0.52139,?,0.09443,?,?,0.021485,?,7.3522E-4,?
?,1.0551,?,?,0.99474,0.47284,?,?,0.055935,?,?,0.0045832,?,?
?,1.1832,0.22855,0.94687,?,0.58613,?,?,0.047106,?,?,?,2.3865E-4,?
?,?,0.27473,?,0.99474,0.49836,?,0.1083,0.10809,?,0.027709,0.0059808,?,2.4866
?,1.1647,0.29415,?,0.99298,?,?,?,0.051625,?,?,0.003721,?,?
0.41933,1.1928,?,0.93428,?,?,0.020948,?,0.057408,?,0.015404,?,?,?
0.45767,?,?,0.94275,?,?,0.020279,0.074844,0.028432,?,?,?,?,?
0.99541,9.4912,0.91397,?,?,0.17429,?,1.227,0.012512,0.060688,?,?,5.216E-5,0.41928
?,?,?,?,0.99123,0.14581,?,0.76404,?,0.057808,0.0033307,9.8398E-4,?,?
?,?,?,?,?,0.11114,0.19898,7.2062,0.010215,0.051104,?,?,?,?
?,9.7351,0.90444,?,0.98421,0.19638,0.020897,0.079479,0.016599,?,0.0056302,0.0019012,?,0.48992
0.997,?,?,0.93876,?,0.16105,?,?,0.010116,0.057812,0.0033311,?,?,?
?,?,0.93836,?,0.93684,?,?,4.2796,?,0.055629,?,?,3.6128E-5,?
0.99551,?,?,?,0.93509,0.17567,?,?,?,?,?,?,?,0.41054
?,?,?,?,0.86842,0.14478,?,6.4689,?,?,0.0047347,?,3.4802E-5,?
?,9.1366,?,0.69234,?,?,?,5.8432,0.0054072,0.044172,?,?,6.9241E-6,?
?,?,0.92461,0.80662,0.90702,0.15053,?,?,?,0.052333,0.0027313,9.0459E-4,?,?
0.99422,9.1985,?,?,?,?,?,?,?,?,?,?,?,?
?,2.0735,0.52269,?,0.99474,?,?,?,?,0.12163,?,?,2.7608E-4,0.9458
?,?,?,?,?,?,?,?,?,?,?,0.0024385,?,0.73904
?,?,0.51338,0.98831,?,0.71419,?,?,?,0.13941,?,?,4.5928E-4,1.0667
?,?,0.57721,?,?,?,?,0.0035306,?,?,0.0060204,?,?,?
?,2.2029,?,?,1.0,?,?,?,?,0.12459,?,?,?,?
?,2.147,?,?,?,0.71926,?,0.0018226,0.044894,?,0.016385,0.0056383,?,?
