@relation dataset

@attribute eccentricity real
@attribute aspect_ratio real
@attribute elongation real
@attribute solidity real
@attribute stoc_convexity real
@attribute iso_factor real
@attribute max_in_depth real
@attribute lobedness real
@attribute avg_intensity real
@attribute avg_contrast real
@attribute smoothness real
@attribute third_moment real
@attribute uniformity real
@attribute entropy real


@data
?,?,?,0.97835,0.99825,0.64158,?,?,?,?,?,?,2.7729E-4,1.008
?,?,?,?,1.0,?,0.0039733,0.0028733,?,?,?,?,?,0.74174
0.89084,2.2979,?,?,?,0.64598,?,?,?,?,0.0074228,0.0018832,2.4345E-4,0.91307
?,2.8973,0.65828,?,1.0,?,?,?,0.023606,?,0.005191,0.0011217,2.5558E-4,?
?,?,?,?,?,0.75976,0.0046759,?,?,?,0.017213,?,?,?
?,1.2099,?,0.9211,0.98772,?,0.023597,0.10134,?,0.20088,?,0.015895,4.049E-4,1.5371
?,?,0.32559,?,?,?,0.013388,?,0.021815,?,?,?,3.6303E-5,0.5341
0.61289,1.0991,0.33117,?,?,0.61661,?,0.11877,?,?,?,?,?,1.1076
0.70668,?,0.38111,0.94226,?,0.6925,?,0.068724,?,?,?,0.0053112,?,?
0.66889,1.1435,0.3846,0.90355,?,?,?,?,?,?,0.024752,?,?,?
0.50139,1.0066,?,0.91585,0.99825,?,?,?,?,0.1598,0.024899,0.011106,1.6162E-4,?
?,1.0646,?,?,0.99649,0.67517,0.031915,0.18538,?,?,?,?,2.2964E-4,?
0.56599,1.0427,?,?,0.99825,0.62068,0.032971,0.19785,0.026348,?,0.011088,?,?,0.62671
0.68605,?,?,0.91639,?,0.61136,0.030339,?,?,0.16858,?,?,?,?
0.59571,1.084,0.32592,?,?,?,?,?,0.042051,?,0.021213,?,?,?
0.39432,1.1191,?,0.96806,?,?,?,?,?,?,0.01847,?,9.0977E-4,1.8893
0.62011,?,?,?,0.99825,0.77871,?,0.013637,?,?,?,?,?,1.2024
0.73429,?,?,0.94518,?,?,?,?,0.038113,?,?,?,?,?
?,?,0.31556,?,?,?,?,0.058729,?,0.08221,?,?,?,?
0.64056,?,?,?,?,?,0.0091632,?,?,?,?,?,?,?
?,1.5529,?,?,0.99474,?,?,?,0.020679,?,?,7.9505E-4,2.6812E-4,0.87687
?,1.1286,0.17039,0.96405,1.0,?,?,0.025176,?,?,?,?,1.5762E-4,?
0.53017,?,0.23254,0.97337,1.0,?,?,?,0.048541,0.10941,?,0.0027809,?,?
?,1.8096,?,0.83923,?,?,0.043563,?,?,?,?,?,2.2842E-4,?
?,?,0.58345,?,?,0.41551,?,?,0.035786,?,?,0.002759,2.5802E-4,1.0952
?,?,?,?,?,0.33077,?,0.40204,0.039518,?,?,0.0042406,?,1.0136
?,?,?,0.81793,0.86491,?,?,1.1805,?,?,?,?,?,?
?,?,?,0.82432,?,?,?,?,?,?,0.021723,?,2.8398E-4,?
0.90944,2.1139,0.69555,0.80873,?,?,0.047267,?,?,?,?,?,?,1.1602
?,2.0494,0.64925,0.81682,?,0.35318,?,?,?,0.12036,?,?,?,1.0962
0.93613,2.3898,?,0.84434,?,?,?,?,?,0.11955,?,0.0037887,4.2459E-4,?
?,?,?,0.8499,0.87368,0.34354,0.051776,?,0.06103,0.1519,0.022554,0.0080813,?,1.3805
?,?,0.62464,0.85754,0.89298,0.32238,?,0.46952,?,?,?,0.010189,?,1.3343
?,?,0.59909,?,0.85614,?,?,?,?,?,0.033338,?,2.7502E-4,?
0.82135,1.6035,0.6025,?,0.87544,0.31304,?,0.57236,0.069239,?,0.02594,?,3.2134E-4,?
?,1.0544,?,0.63754,?,0.20039,?,?,0.010917,?,?,8.7543E-4,?,?
0.50784,?,?,0.73625,0.59649,?,0.13296,?,?,?,?,?,?,?
0.47728,1.2115,0.68343,0.76364,?,0.23896,?,2.1022,?,0.080623,?,0.0018312,1.0648E-4,?
?,?,0.51662,?,?,0.33784,?,?,?,?,0.0066868,?,?,0.944
?,1.2067,?,?,?,0.21009,?,2.3093,?,?,?,?,?,?
?,?,?,?,?,0.24135,?,?,0.025438,0.096215,?,0.0034208,5.1566E-5,0.75194
?,?,?,0.75574,?,?,0.098823,1.7774,0.021217,0.073201,?,?,?,?
?,?,0.52998,0.81654,?,?,0.11547,?,0.006859,0.042071,?,?,?,?
?,?,0.5348,?,0.97018,?,0.035424,0.22838,?,0.1192,?,?,?,?
?,?,?,0.76697,?,0.27825,0.039592,?,0.023152,0.087838,?,0.0028187,?,0.8079
0.84315,1.8134,0.54611,?,0.96667,?,?,0.2699,0.054653,?,?,0.0082654,1.6275E-4,1.495
?,1.6637,?,0.8862,?,?,0.022152,0.089306,0.034444,?,?,?,?,?
?,?,0.55606,0.87745,?,0.52669,0.029555,?,?,?,?,0.0031577,?,0.9961
0.84563,1.7418,?,0.92748,?,0.62301,?,?,?,?,?,?,?,?
?,?,0.55339,0.94868,?,0.60231,?,0.18255,0.049706,?,0.017742,?,?,?
0.86587,?,?,?,?,?,?,?,?,0.073946,?,0.0014673,?,?
?,?,?,?,?,0.50374,?,?,?,0.075567,?,?,8.791E-5,?
0.84285,?,0.51931,0.91339,?,?,?,?,?,?,0.013186,0.0048867,?,?
0.98502,?,0.83612,?,?,?,?,0.098133,?,?,?,?,2.2206E-4,1.0185
?,?,0.83628,0.96522,1.0,0.29509,0.024667,0.11074,?,?,?,0.0027833,?,?
?,?,?,?,0.97719,0.27717,?,?,?,?,0.010462,?,?,?
?,5.8308,0.82878,0.96489,1.0,?,0.014672,?,0.019278,0.073118,0.0053178,0.0014657,9.7882E-5,?
?,6.0269,?,?,0.96842,?,?,?,?,0.080869,?,0.001957,?,?
0.98695,6.2904,?,?,?,0.29288,?,?,?,?,?,?,?,?
?,6.5173,0.84726,?,1.0,?,?,0.08854,?,0.11842,0.013829,?,2.0215E-4,?
0.98361,?,?,?,?,0.32134,0.040164,?,0.039243,0.11622,0.013327,?,?,1.0006
0.98643,6.1273,?,0.95274,?,?,?,?,?,0.095642,?,?,?,?
0.986,?,0.83942,?,?,?,0.011769,?,0.051048,0.13524,0.017961,0.0060176,3.128E-4,?
?,?,0.86069,?,?,0.26951,?,0.08568,?,?,?,?,?,?
?,?,?,0.90378,0.99649,0.51298,?,?,0.082509,?,?,?,?,?
?,?,?,?,?,?,?,?,0.060967,0.15124,0.022362,?,?,?
0.54833,?,?,?,0.99825,?,0.017966,?,?,0.12505,0.015397,?,?,0.94617
0.58938,?,?,0.89009,0.98421,?,0.047907,0.4177,?,?,?,?,0.0015424,2.1004
?,?,?,?,0.96316,0.50892,?,?,?,?,0.022099,?,?,1.184
0.54029,?,?,?,?,?,0.028138,0.1441,?,?,?,?,?,1.1427
0.4309,?,?,?,0.96667,?,?,?,0.067688,0.16198,?,0.0091042,4.3085E-4,1.3596
?,?,0.27095,0.94433,1.0,?,0.013322,?,?,?,?,?,4.6307E-5,?
0.4867,1.2165,0.37691,?,0.99474,?,0.032181,?,0.098716,?,?,?,?,?
?,1.2199,0.32967,?,1.0,0.56329,?,0.13328,0.092156,?,?,0.010076,?,1.7156
0.73086,?,0.46455,?,?,?,0.034289,0.21399,?,0.10191,?,?,?,?
?,?,?,?,?,0.62017,0.023879,0.10378,0.047501,0.12228,?,?,?,1.1232
?,1.3539,?,?,?,?,0.019818,?,?,?,?,0.0059817,?,?
?,?,?,?,0.99649,?,?,0.17015,?,?,?,?,6.7747E-4,?
?,?,?,0.90736,?,?,?,0.41601,0.11385,0.18608,0.033467,0.0082395,?,2.2422
?,1.1876,?,0.91542,0.97719,?,?,0.47962,0.13764,0.18732,0.033899,?,?,?
0.55362,1.2438,?,0.91092,0.97193,?,0.046323,?,?,?,?,?,7.4607E-4,?
?,?,?,?,0.97544,?,?,0.384,?,0.14622,0.020931,?,0.0014091,1.6749
?,?,?,?,0.96491,?,?,?,0.1203,?,0.035373,0.0084315,?,?
?,?,?,?,?,?,0.053564,0.52218,?,0.25543,?,0.02381,5.9701E-4,2.413
0.50114,?,0.30101,0.94477,?,0.6743,0.0494,0.44415,?,0.23034,?,0.025877,2.6934E-4,?
?,?,0.25496,0.94201,0.97368,0.6084,0.040722,0.3018,0.10957,0.23571,?,?,4.2353E-4,?
0.46094,?,?,?,?,?,0.038286,?,0.11753,?,?,?,6.4766E-4,?
?,?,?,?,0.99123,?,?,?,?,0.2605,0.06355,?,?,?
?,?,?,?,0.99298,?,0.05426,0.53584,?,?,?,?,?,?
?,1.0471,?,?,?,?,0.050832,?,?,?,0.057693,?,?,?
?,?,?,0.93923,?,?,0.04962,?,?,0.28081,?,0.023825,?,2.6604
?,?,?,?,?,?,0.11187,2.2776,?,?,?,?,?,0.6508
?,1.1111,?,?,0.6,0.15743,?,?,?,0.079722,?,?,?,?
?,?,?,?,?,?,?,3.4462,0.021147,?,?,?,?,0.75496
0.38501,?,?,0.51223,0.59123,?,?,?,0.033373,?,?,0.0027872,?,1.0015
?,1.1316,?,?,?,?,?,?,?,?,0.0050792,?,?,0.63273
?,1.047,?,0.56524,?,0.21788,0.12522,2.854,0.037595,?,?,?,?,?
?,?,0.68174,?,?,?,0.14082,3.6093,?,0.089135,?,0.0021177,2.1044E-4,?
?,?,0.65899,?,0.68421,?,?,?,?,?,0.0092902,0.0028927,?,?
0.50692,?,?,?,?,?,?,?,?,0.057592,0.0033059,7.2847E-4,?,?
?,1.0656,0.69172,?,0.49649,?,?,?,?,?,?,?,?,0.77399
?,?,?,?,0.62982,0.15157,0.13674,?,?,?,?,0.0021373,?,?
0.36462,?,?,?,?,0.14118,?,?,?,0.11692,?,0.0046475,1.769E-4,?
?,1.1191,?,?,0.64912,?,?,?,?,?,?,0.0021793,?,0.82809
?,?,?,?,?,?,?,?,?,?,0.008632,?,?,0.84994
?,?,0.68075,?,?,?,0.12815,?,0.021943,?,?,0.0013391,?,0.80402
?,?,?,?,?,0.16187,0.11115,?,0.027309,0.088889,0.0078393,?,?,?
?,?,0.61389,?,?,?,?,0.54081,0.06489,?,?,0.0067378,?,1.6461
?,?,0.63023,?,1.0,0.4976,0.024404,?,?,?,0.022814,?,?,?
0.82866,1.9848,?,0.9418,?,?,0.025524,?,?,0.16692,0.027107,?,4.265E-4,1.8038
?,2.4734,0.60898,?,0.99123,0.45758,0.056994,?,?,0.16369,0.026095,?,?,1.8363
?,?,?,0.93335,?,0.43699,?,0.38767,0.050806,0.13408,?,0.0064421,?,?
?,?,0.63236,0.92868,0.99123,?,0.021091,?,0.05094,0.12676,?,0.0047138,3.1804E-4,1.3323
?,?,0.62255,0.96226,?,?,0.0097927,?,0.026156,0.10029,0.009958,?,4.4661E-5,?
?,?,?,?,?,0.46172,0.03166,?,?,?,?,?,5.0824E-4,?
?,2.3151,?,?,0.98772,0.45257,?,0.61287,?,?,?,?,?,?
?,?,0.66665,?,?,?,0.03571,?,?,0.12917,0.016412,?,?,1.321
?,2.1732,?,?,?,0.45014,?,?,?,?,?,0.010288,?,1.7405
0.87259,2.1845,0.56922,?,0.99474,?,?,?,?,?,?,0.0062705,?,1.4969
0.71763,1.5041,?,0.98803,?,0.82342,0.0040421,0.0029736,?,?,0.015486,0.0046629,?,?
0.73281,1.5437,0.36231,0.98616,1.0,?,?,0.0050342,0.046731,?,0.014265,0.0041563,2.6442E-4,?
?,?,?,?,?,?,?,?,?,?,?,0.0038164,2.8371E-4,?
0.73935,?,?,?,1.0,0.81067,0.0078079,?,?,?,0.01299,?,?,?
0.63969,?,0.28845,?,?,0.82125,?,0.0032593,?,0.15813,0.024394,?,?,?
?,1.3105,0.26312,0.98535,?,?,?,0.0045311,?,?,0.021025,?,5.3019E-4,?
0.64536,1.3743,?,?,?,?,0.005427,?,?,0.085949,0.007333,0.0020334,?,0.94296
?,1.4925,0.34048,?,1.0,?,?,?,0.08405,0.17102,0.028418,?,5.2855E-4,1.7782
?,1.5016,?,?,0.99825,0.80848,0.0037534,?,?,0.12613,?,0.004022,5.0106E-4,1.4395
?,?,?,0.9851,?,?,0.0036582,?,?,?,0.011717,?,?,?
?,1.4024,0.31179,?,1.0,0.81091,0.0068704,?,?,?,?,?,6.2422E-4,?
0.67362,?,?,?,?,?,0.0087621,?,?,0.17804,0.030726,?,?,?
0.64314,?,?,?,?,?,?,0.0050608,?,?,?,0.0044631,?,1.5136
0.91298,?,?,0.96979,?,0.5621,0.0095958,?,?,?,?,?,5.64E-4,1.6879
?,2.5213,?,0.97227,?,?,?,?,?,?,?,?,5.7194E-4,1.7187
?,2.457,?,?,?,?,?,?,0.092547,0.18786,0.034088,?,4.6097E-4,?
?,2.4132,?,?,?,0.56153,0.0091377,?,0.10604,?,0.039637,0.013227,7.2984E-4,?
?,?,?,0.97407,?,?,0.0068392,?,0.046518,?,?,0.0073898,1.5454E-4,?
?,2.4862,0.62315,?,?,?,?,?,0.064539,0.13678,?,?,?,?
0.93802,?,0.65774,?,?,?,?,?,?,?,?,0.0057374,3.0246E-4,?
0.94058,?,0.69248,?,?,?,0.031219,?,?,?,0.011445,0.0032156,?,1.0843
?,?,0.57689,?,?,?,?,?,?,0.1512,?,?,?,?
?,2.2045,0.55605,0.97701,?,?,0.0053433,?,0.102,?,0.036988,?,?,?
0.88246,?,?,?,0.99825,?,0.0073021,0.0097043,0.10152,?,0.03742,0.012995,?,?
?,2.4038,0.59263,?,?,?,?,?,0.063688,0.1472,0.021208,?,3.2702E-4,?
?,?,0.48465,?,?,0.30478,0.080722,1.1859,?,?,?,?,?,1.489
0.56324,?,?,0.77564,?,?,0.069404,?,0.10401,?,0.031125,?,?,?
0.48967,?,?,?,?,?,0.073462,?,?,?,?,?,?,?
?,1.088,?,?,?,0.23802,0.077022,?,?,?,?,?,?,?
?,?,?,?,?,?,0.072253,?,?,?,0.014993,?,?,1.2646
?,?,?,?,0.85439,?,0.065312,0.77635,?,0.14275,?,?,?,?
?,?,0.55667,?,0.77544,?,?,1.1729,0.091322,?,0.025773,?,8.0697E-4,?
?,?,0.47053,?,?,0.28838,0.076992,1.0789,0.084711,0.17213,?,?,?,2.0412
0.44271,?,0.49548,?,?,?,?,1.1497,?,?,?,0.0076406,8.4487E-4,2.389
0.30574,?,0.58847,?,?,?,?,?,0.074621,0.14273,?,?,?,?
0.92522,2.695,?,0.92994,0.99298,?,?,?,?,?,0.023734,0.0096617,3.0237E-4,?
?,?,0.58487,0.95943,?,?,?,0.10087,0.045897,0.13433,?,0.0066757,?,0.9943
?,?,?,?,?,0.52269,?,0.07339,?,?,?,?,?,0.8989
?,2.3863,?,?,?,0.5136,?,0.43581,?,0.17454,?,0.013364,?,?
0.9456,?,?,?,0.89298,0.33915,0.13457,?,0.052685,0.14875,0.021648,?,2.5614E-4,1.0503
?,?,?,?,?,0.42531,?,?,?,?,?,0.0047692,?,1.0097
0.86049,?,?,0.9358,0.98772,?,?,0.21032,?,?,0.01814,0.0080226,?,?
?,?,?,0.93186,0.98596,?,?,0.15729,0.044185,0.15479,?,?,7.6339E-5,?
0.86988,?,0.53926,?,1.0,0.64927,?,0.14166,0.026849,0.096968,0.0093152,?,?,?
0.86675,2.0417,?,?,?,?,0.028749,0.15043,0.031023,?,?,?,?,?
0.96652,3.8162,?,?,0.94737,0.32925,0.1446,?,?,?,0.010193,?,4.4517E-5,0.52175
?,?,0.66689,?,0.99474,?,?,?,?,?,0.0050436,0.0017096,?,?
?,?,?,0.94147,0.9614,?,?,?,0.017543,?,0.0094072,?,?,0.37324
?,1.2296,?,0.93189,?,?,?,?,?,0.070197,?,?,2.4448E-5,?
0.62404,1.1599,0.47899,0.91562,0.85088,0.45154,?,?,?,0.076408,0.0058043,?,?,?
?,?,?,?,?,0.46699,0.063396,0.73147,0.026522,?,0.010904,0.0044681,6.7833E-5,0.63468
0.5684,1.1876,0.48001,?,?,?,?,1.4469,0.027113,?,?,?,1.0673E-4,?
?,?,0.50214,?,?,0.47758,?,?,?,?,?,?,?,?
?,1.1419,?,?,0.92105,?,?,?,?,?,?,?,1.0441E-4,?
0.50771,1.1084,0.25071,?,?,0.64927,?,?,?,0.073509,?,?,?,0.3475
0.6018,?,?,?,?,0.54871,?,0.62999,0.016202,0.074883,?,?,?,?
0.63548,?,0.47365,0.89373,0.86842,?,0.077616,?,?,?,0.010672,0.005084,?,?
0.65048,?,?,?,?,?,0.070699,0.9097,0.0093349,0.0592,?,?,?,?
0.64604,1.4683,0.35457,?,0.99123,0.70641,?,?,?,0.12721,?,0.0037362,?,?
?,1.2955,0.25519,?,?,?,?,?,0.020129,0.076722,0.0058518,0.0016389,?,?
0.4443,1.2035,?,?,1.0,?,0.010317,0.019373,?,0.10265,0.010427,?,?,0.73255
?,?,?,0.9747,?,?,?,?,?,?,?,?,?,?
0.64168,1.4853,0.3362,?,?,0.72952,0.017439,?,0.02413,?,0.0055403,0.001194,3.1921E-4,0.82279
0.58232,1.343,0.29271,?,?,0.71499,0.026876,?,?,0.13204,0.017136,0.0036798,?,1.6315
?,?,?,?,?,0.80094,0.016177,?,?,?,0.0054631,?,1.6174E-4,?
?,?,?,?,?,0.7713,0.012399,0.02798,?,0.044132,0.0019439,4.9059E-4,?,0.28857
0.11708,?,0.1745,?,?,?,?,?,?,?,?,?,?,?
?,?,0.25925,0.96727,1.0,0.77065,0.017745,0.057312,?,0.12259,0.014806,0.0035923,?,1.1886
0.52828,?,?,0.98317,1.0,?,?,0.01958,?,0.10274,0.010444,0.0019794,0.0011976,?
?,1.146,0.20076,0.96876,?,0.71333,0.017729,0.057204,?,?,?,0.002653,?,?
?,?,0.3304,?,1.0,?,0.016021,?,0.012025,?,0.0025203,5.1116E-4,1.3299E-4,0.49261
0.72162,?,?,?,?,?,?,0.39055,0.097628,?,0.032992,?,?,?
?,1.3808,?,?,?,0.68138,0.025077,0.11445,?,?,0.051004,?,?,1.5025
?,1.56,0.49513,?,?,?,?,?,0.097894,?,?,0.015521,7.191E-4,1.5452
0.83029,?,?,0.92597,?,?,?,?,?,?,0.065523,0.029786,7.4416E-4,?
?,?,?,?,?,?,?,?,0.12959,?,0.060352,?,?,?
?,1.5389,?,?,0.97544,?,0.038706,?,0.12607,?,0.056492,?,?,?
?,1.6027,?,0.91357,?,0.62781,?,?,0.12958,?,?,?,9.264E-4,?
?,1.6643,0.49439,0.96016,?,0.65605,?,?,?,?,?,?,?,?
0.7885,?,0.43032,?,?,?,?,0.13055,?,?,0.04395,?,0.0010116,2.2764
0.73365,?,?,?,?,?,0.0053647,?,?,0.10327,?,?,9.1642E-5,?
0.82775,1.842,?,?,0.99825,?,0.01619,?,?,0.087963,?,0.0029651,?,?
0.55626,1.2516,?,0.9802,1.0,?,0.0073087,?,0.056955,0.17933,?,0.017403,?,0.98858
?,?,0.10761,?,?,0.84936,0.011462,0.023912,?,0.096034,?,?,?,1.0837
?,?,?,?,1.0,?,?,?,?,?,?,?,1.4852E-4,1.0089
0.5895,?,0.24364,0.98173,?,0.82082,?,0.010071,?,0.11576,?,0.0041,2.5724E-4,?
?,1.0698,?,?,?,?,?,?,?,?,?,?,?,1.4955
?,?,0.15235,0.98536,?,0.85572,0.0072199,0.009487,?,?,?,?,1.3143E-4,0.69178
?,?,0.55373,0.96281,?,0.56448,0.019656,?,?,0.10946,?,?,2.1407E-4,1.0693
?,1.2486,?,0.98704,?,?,0.0046582,?,?,0.11304,?,?,?,?
?,?,0.14538,0.98155,?,0.8407,?,?,?,?,0.021691,?,?,1.1781
0.82556,?,0.47477,?,1.0,0.70462,?,0.066774,0.025981,?,0.010756,?,4.4538E-5,?
?,1.254,?,0.98883,1.0,0.80193,?,?,?,0.061786,?,9.1963E-4,?,?
0.66906,1.2751,?,?,?,?,?,0.0042987,?,?,0.0088032,?,1.9057E-4,?
0.8138,1.737,?,?,1.0,?,?,0.013502,?,?,0.010699,?,1.5394E-4,1.0284
0.72719,1.4779,?,?,?,?,?,0.0016019,0.02634,?,?,?,1.939E-4,0.9805
0.79923,?,?,?,?,?,?,0.0043641,?,?,?,?,?,?
0.81354,?,0.41016,?,?,0.78909,?,?,?,0.096493,0.0092251,0.0028704,?,?
?,?,0.49654,?,1.0,?,0.0092289,?,?,0.1039,0.010681,?,?,1.6203
?,1.5763,?,0.98731,?,?,?,0.0056708,?,?,0.0095526,?,2.3404E-4,?
?,?,0.40268,0.97695,1.0,0.79833,?,0.021558,?,?,0.010352,0.0021515,?,?
0.79389,1.5303,0.42937,0.96802,?,?,0.016566,0.049949,0.04703,0.11769,?,0.0041812,?,?
?,1.3617,0.26804,?,?,?,?,?,?,0.074392,?,?,?,?
?,?,?,?,?,?,?,?,?,?,0.016886,?,?,1.3088
?,?,?,0.95738,?,?,?,0.13377,0.050703,?,?,?,3.2166E-4,1.3848
?,2.6796,0.62862,0.96381,?,?,0.019083,?,?,?,?,0.012751,?,1.9702
0.87202,?,?,?,?,?,0.020327,0.075203,?,?,?,?,3.6142E-4,1.4606
?,?,0.61185,?,1.0,?,0.006726,?,?,0.19225,?,0.012245,6.1603E-4,1.6701
0.91996,?,?,?,?,?,0.010311,0.019349,0.1125,?,0.037671,?,?,2.2241
0.91677,?,0.62998,?,1.0,0.59459,?,?,0.10467,?,?,?,?,?
?,?,?,?,?,?,?,?,0.068514,0.1525,0.022728,?,4.1076E-4,?
0.8762,2.2436,?,0.98425,1.0,0.65133,?,?,?,0.22485,?,0.013423,?,?
0.92081,?,?,?,0.99825,?,0.011587,?,?,?,0.027581,?,2.4357E-4,1.2406
?,2.141,?,?,?,?,?,?,0.11927,0.2052,0.040405,?,0.0010933,?
?,?,?,?,?,?,0.022654,?,?,?,?,?,?,?
?,?,?,?,0.98246,?,0.016224,?,?,?,?,3.224E-4,1.1238E-5,0.23514
0.83275,?,0.50157,0.9557,?,?,?,0.14702,?,?,0.0026026,?,?,?
?,2.0052,0.49931,0.96585,?,?,?,?,?,0.036189,?,?,?,?
0.74053,?,?,?,?,0.74844,0.025032,?,?,?,?,?,2.9454E-5,0.38449
?,?,?,0.96435,0.99825,?,0.023836,0.10341,?,?,0.0014143,3.6897E-4,?,?
0.82256,?,?,?,?,?,0.025026,?,?,0.033415,0.0011153,?,?,0.29502
0.84501,2.0918,?,0.9451,?,0.6071,?,?,?,0.044849,0.0020074,?,2.9215E-5,?
?,1.9126,?,0.94904,0.99298,0.58585,?,?,0.0050219,?,0.0011564,?,1.5463E-5,?
?,1.8186,?,0.94929,?,0.63343,?,0.16787,?,?,?,4.5429E-4,2.9147E-5,?
?,1.857,?,0.95012,?,0.60913,?,0.14724,?,?,?,0.0013452,1.6802E-5,0.27688
0.80393,?,?,?,?,0.58011,0.043787,0.34894,?,0.061975,0.0038262,?,?,0.28509
?,?,?,?,?,0.60909,?,0.11791,0.0079224,0.044948,0.0020163,5.1981E-4,2.6189E-5,?
0.50924,?,?,0.93462,?,?,?,?,0.096518,?,?,?,0.0015453,?
0.52914,?,?,0.93945,?,?,0.019009,?,?,0.19841,?,?,?,2.7085
?,1.1011,?,?,0.99298,?,?,0.029901,0.14279,?,0.04047,?,0.0018094,?
?,1.2318,?,0.94783,?,?,?,?,?,?,?,?,?,?
0.35141,1.1428,0.24265,?,?,?,?,?,?,?,0.034115,?,?,?
?,1.2022,?,0.94544,?,?,0.022778,?,?,?,?,0.0061942,7.3522E-4,1.3669
0.19287,?,?,0.93641,?,?,0.019693,?,?,0.1303,?,?,4.4001E-4,?
0.49634,?,?,0.94687,?,?,?,?,?,0.12748,?,?,2.3865E-4,?
?,1.1208,?,?,0.99474,0.49836,0.024394,?,?,?,0.027709,?,?,2.4866
0.39606,1.1647,0.29415,0.94064,?,0.5486,?,0.11598,?,0.12014,0.014228,?,?,?
0.41933,?,?,?,0.98947,0.50688,?,?,?,0.12508,?,?,?,?
0.45767,?,?,?,?,?,?,?,0.028432,?,?,?,?,0.78535
?,?,?,0.84991,0.97368,?,?,?,?,?,?,0.0010735,?,?
0.99611,?,?,?,?,0.14581,?,?,0.011176,?,?,9.8398E-4,?,?
?,12.009,?,?,?,?,0.19898,7.2062,0.010215,0.051104,?,?,?,?
0.99456,?,0.90444,?,0.98421,0.19638,0.020897,0.079479,?,0.075247,?,0.0019012,4.441E-5,?
?,12.548,?,?,?,0.16105,?,?,?,?,?,0.0010891,?,?
?,?,0.93836,?,?,?,0.15334,?,?,?,?,?,?,?
?,9.6915,0.91233,0.88256,0.93509,?,0.049695,0.44946,?,0.067649,0.0045556,0.0015063,?,0.41054
0.99502,?,?,0.68687,0.86842,?,?,?,0.013268,0.068973,?,0.001673,?,0.37492
?,9.1366,?,0.69234,?,?,0.17918,?,?,0.044172,0.0019474,?,?,0.1694
?,10.12,?,?,0.90702,0.15053,?,2.7342,?,0.052333,?,?,?,?
?,?,?,?,0.98421,0.17712,0.055414,?,0.016168,0.079996,?,?,?,0.38686
?,?,?,?,?,?,0.010097,0.018554,0.041404,?,?,?,?,?
?,?,0.52863,0.9836,?,0.60784,?,0.0018332,0.026902,?,0.0082832,0.0024385,1.6093E-4,?
0.86248,?,0.51338,0.98831,?,?,0.0057488,?,0.052681,?,?,?,4.5928E-4,?
?,?,0.57721,?,?,?,0.0044044,?,?,?,0.0060204,?,2.1043E-4,?
0.88566,?,0.54993,0.98635,?,?,0.0037601,?,?,0.12459,0.015285,?,?,0.84271
?,?,0.54028,?,?,?,0.0031646,0.0018226,?,0.12906,0.016385,?,3.2291E-4,?
?,?,?,?,?,?,0.0091286,?,?,?,?,?,1.7873E-4,?
0.88661,?,?,0.98284,?,0.67537,0.012123,?,?,0.083617,0.0069433,?,1.6304E-4,?
?,?,0.46807,0.98691,1.0,?,0.0049353,0.0044331,0.034814,?,0.011672,?,?,0.80348
?,?,?,?,0.99825,?,?,?,0.015559,?,?,?,?,?
