@relation dataset

@attribute V1 real
@attribute V2 real
@attribute V3 real
@attribute V4 real
@attribute V5 real
@attribute V6 real
@attribute V7 real
@attribute V8 real
@attribute V9 real
@attribute V10 real
@attribute V11 real
@attribute V12 real
@attribute V13 real
@attribute V14 real
@attribute V15 real
@attribute V16 real
@attribute V17 real
@attribute V18 real
@attribute V20 real
@attribute V21 real
@attribute V22 real
@attribute V23 real
@attribute V24 real
@attribute V25 real
@attribute V26 real
@attribute V27 real
@attribute V28 real
@attribute V29 real
@attribute V30 real
@attribute V31 real
@attribute V32 real
@attribute V33 real
@attribute V34 real
@attribute V35 real
@attribute V36 real
@attribute V37 real
@attribute V38 real
@attribute V39 real
@attribute V40 real
@attribute V41 real
@attribute class {0, 1}


@data
4.91,?,?,0.0,?,0.0,?,?,0.0,2.0,0.0,-0.302,?,0.629,?,5.0,?,1.098,?,?,1.279,3.0,?,0.0,0.0,?,0.004,?,10.717,?,?,1.0,0.0,0.0,3.767,2.5,0.0,?,?,0.0,?
3.618,2.1906,0.0,0.0,0.0,0.0,0.0,29.4,2.0,0.0,?,0.0,2.333,?,7.853,?,0.959,1.147,0.0,0.0,1.178,0.0,?,0.0,0.0,?,?,0.0,?,2.094,?,0.0,?,?,2.794,1.7,0.0,6.333,?,0.0,1
4.214,?,0.0,0.0,0.0,0.0,0.0,30.0,?,0.0,0.0,0.0,?,1.459,8.755,0.0,0.959,1.145,?,0.0,1.213,0.0,0.0,?,0.0,?,?,0.0,?,2.052,0.0,?,0.0,0.0,2.998,1.722,?,?,0.0,0.0,1
3.732,2.3391,0.0,0.0,0.0,0.0,0.0,?,2.0,?,?,0.0,2.511,1.585,8.16,?,0.959,1.145,0.0,?,1.196,0.0,?,?,0.0,1.802,-0.181,0.0,0.0,?,?,0.0,?,0.0,?,1.667,0.0,6.557,0.0,0.0,1
3.879,2.5951,0.0,0.0,0.0,0.0,0.0,?,2.0,0.0,0.0,?,2.908,2.281,?,?,0.96,1.143,0.0,0.0,1.202,0.0,?,?,0.0,?,?,0.0,0.0,?,0.0,0.0,0.0,?,?,?,0.0,7.029,0.0,0.0,?
3.942,2.7719,1.0,0.0,0.0,0.0,0.0,?,2.0,0.0,?,0.0,?,2.777,9.207,?,0.969,1.141,0.0,0.0,1.22,?,0.0,1.0,?,1.95,0.003,?,0.0,?,0.0,0.0,0.0,?,3.542,1.739,?,8.127,?,1.0,?
?,?,?,0.0,0.0,0.0,0.0,32.0,?,?,0.0,0.0,?,3.146,9.522,?,0.965,?,0.0,?,1.243,?,?,0.0,0.0,1.97,0.0,1.0,?,6.909,0.0,?,0.0,0.0,?,?,0.0,11.578,0.0,1.0,?
3.732,2.3761,0.0,0.0,1.0,0.0,?,26.3,2.0,0.0,?,0.0,?,?,8.16,0.0,0.969,?,0.0,?,1.152,0.0,0.0,0.0,0.0,1.802,-0.195,0.0,0.0,2.488,0.0,0.0,?,2.0,?,?,?,6.599,?,0.0,1
4.0,2.6264,0.0,0.0,?,?,0.0,?,?,0.0,0.0,?,2.167,0.811,8.318,0.0,?,?,0.0,0.0,1.182,0.0,0.0,?,0.0,?,-0.522,0.0,0.0,1.0,0.0,0.0,?,?,2.991,?,1.0,6.579,?,?,?
?,?,0.0,?,0.0,?,0.0,16.7,1.0,1.0,0.0,0.0,?,0.0,4.174,0.0,1.016,1.173,0.0,0.0,0.93,0.0,0.0,0.0,0.0,?,-1.099,?,?,1.0,0.0,?,0.0,?,2.279,4.0,0.0,4.948,0.0,?,?
3.732,2.4062,?,0.0,?,?,?,27.8,2.0,1.0,?,0.0,?,?,?,?,0.979,1.15,0.0,?,1.134,0.0,?,0.0,0.0,1.802,-0.205,0.0,?,2.488,0.0,?,0.0,?,2.874,2.333,0.0,6.649,0.0,0.0,1
4.0,2.3699,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,0.0,?,2.273,1.0,8.482,0.0,0.998,1.146,?,0.0,1.09,?,0.0,0.0,0.0,2.17,0.34,?,0.0,?,0.0,0.0,0.0,0.0,?,2.083,?,7.174,0.0,0.0,1
3.414,?,?,0.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,0.0,?,1.0,7.408,0.0,1.031,?,0.0,?,0.98,0.0,?,0.0,0.0,1.618,-0.642,?,0.0,?,?,0.0,0.0,?,?,?,?,6.32,0.0,0.0,?
4.17,?,?,?,0.0,?,0.0,23.1,?,?,0.0,0.0,2.449,0.971,8.597,1.0,?,?,0.0,?,?,0.0,?,0.0,?,?,0.391,0.0,0.0,1.542,?,?,0.0,?,?,3.367,?,?,0.0,0.0,?
4.303,2.9558,0.0,0.0,?,0.0,?,25.0,?,2.0,0.0,?,2.608,?,?,2.0,?,1.156,0.0,0.0,1.056,?,?,0.0,0.0,1.932,?,0.0,0.0,1.745,?,?,0.0,2.0,3.083,?,0.0,6.914,0.0,0.0,1
3.414,?,?,?,0.0,0.0,?,37.5,1.0,1.0,0.0,0.0,2.333,1.0,7.408,?,?,?,0.0,0.0,?,?,?,0.0,?,?,-0.66,?,0.0,1.707,0.0,0.0,?,1.0,3.188,3.5,0.0,7.035,0.0,?,?
4.214,3.0057,?,0.0,?,0.0,?,?,1.0,2.0,?,0.0,2.608,1.459,8.755,?,1.005,1.156,?,0.0,1.104,0.0,?,?,0.0,1.902,?,0.0,?,2.052,0.0,0.0,?,?,3.087,?,?,6.989,?,0.0,1
3.848,?,0.0,?,?,0.0,?,?,2.0,2.0,0.0,0.0,?,2.0,?,1.0,?,1.151,?,0.0,1.117,0.0,0.0,?,?,1.879,?,0.0,?,3.284,0.0,0.0,0.0,1.0,2.997,2.375,?,?,0.0,0.0,1
3.414,2.3729,?,0.0,0.0,0.0,?,30.0,1.0,1.0,?,0.0,2.263,1.0,7.408,?,0.998,?,?,0.0,1.142,0.0,?,?,?,?,-0.589,0.0,9.174,1.707,0.0,?,0.0,0.0,3.038,3.125,?,6.735,0.0,0.0,1
4.393,3.6458,?,?,?,?,0.0,37.0,3.0,1.0,0.0,?,3.233,2.187,9.562,1.0,0.978,1.131,0.0,?,?,0.0,0.0,?,0.0,?,0.013,0.0,10.02,3.684,0.0,0.0,0.0,0.0,3.39,2.303,0.0,?,?,0.0,1
?,3.3225,?,0.0,0.0,?,0.0,31.3,?,?,0.0,0.259,?,0.918,9.184,2.0,?,1.143,?,0.0,1.206,0.0,0.0,0.0,0.0,?,-0.218,0.0,10.144,1.521,?,0.0,?,?,3.375,2.667,?,7.403,?,?,?
4.0,2.9193,0.0,0.0,?,0.0,0.0,30.0,?,1.0,?,?,2.279,0.811,8.318,?,0.998,1.146,0.0,0.0,1.195,0.0,0.0,0.0,0.0,1.732,-0.596,0.0,9.444,1.0,0.0,0.0,?,0.0,3.261,3.167,?,?,0.0,?,?
4.694,3.646,?,?,?,0.0,0.0,?,2.0,2.0,0.0,-0.671,2.917,1.406,9.425,4.0,?,1.146,0.0,?,?,0.0,0.0,0.0,0.0,2.101,-0.077,0.0,10.162,?,0.0,0.0,0.0,1.0,3.417,2.875,0.0,7.595,0.0,?,?
4.236,?,0.0,?,0.0,0.0,0.0,33.3,0.0,?,?,-0.653,3.974,3.574,10.082,2.0,0.972,1.138,0.0,0.0,1.205,?,0.0,0.0,?,1.996,0.0,?,?,10.108,0.0,?,0.0,?,3.329,1.987,?,8.414,0.0,?,?
4.17,3.4453,0.0,?,0.0,?,0.0,27.3,?,2.0,?,?,2.512,0.971,8.597,?,1.028,1.151,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.425,0.0,?,1.542,0.0,?,0.0,?,3.337,3.233,0.0,7.294,0.0,0.0,1
?,3.3939,0.0,0.0,0.0,0.0,?,28.6,2.0,2.0,?,-0.211,2.662,?,8.755,1.0,1.014,1.149,0.0,?,1.138,0.0,0.0,0.0,0.0,?,-0.249,0.0,?,2.052,?,0.0,?,?,?,?,0.0,?,0.0,?,1
4.214,?,0.0,?,?,0.0,?,33.3,?,2.0,0.0,?,2.713,?,8.755,1.0,1.025,1.139,0.0,?,1.186,0.0,0.0,0.0,0.0,1.902,-0.263,0.0,9.75,2.052,0.0,0.0,?,0.0,?,3.194,0.0,7.543,?,0.0,1
?,3.4039,?,?,?,0.0,0.0,?,1.0,?,0.0,-0.262,2.938,?,?,1.0,?,?,0.0,?,?,?,?,0.0,0.0,?,?,0.0,10.041,2.999,?,0.0,0.0,?,3.349,2.833,?,?,0.0,0.0,?
4.334,3.6943,?,0.0,0.0,0.0,0.0,?,1.0,2.0,0.0,-0.241,?,1.557,?,3.0,1.013,1.139,0.0,0.0,?,0.0,0.0,0.0,0.0,1.97,0.149,?,10.118,2.195,0.0,0.0,0.0,0.0,3.39,?,0.0,?,0.0,?,?
?,?,0.0,0.0,?,?,?,33.3,?,2.0,0.0,?,3.139,?,9.253,?,?,1.139,0.0,0.0,1.186,?,?,?,0.0,2.024,?,0.0,?,?,0.0,0.0,0.0,0.0,3.394,2.517,?,?,0.0,0.0,?
5.392,?,0.0,0.0,0.0,1.0,0.0,?,6.0,3.0,0.0,-0.209,?,?,10.633,13.0,0.989,?,0.0,0.0,?,?,0.0,0.0,0.0,2.314,0.001,?,11.278,?,0.0,0.0,0.0,1.0,3.503,2.461,0.0,8.269,0.0,0.0,?
?,?,?,?,0.0,0.0,0.0,30.0,?,?,?,-0.796,3.192,?,?,6.0,?,1.146,0.0,?,1.116,?,0.0,0.0,?,?,-0.028,0.0,?,3.132,?,0.0,0.0,0.0,?,?,0.0,8.008,?,?,?
?,?,0.0,0.0,?,?,?,?,?,?,0.0,-0.328,?,2.948,?,?,?,1.142,0.0,0.0,1.164,0.0,?,0.0,?,2.08,0.0,?,?,?,?,0.0,?,0.0,3.393,?,0.0,8.325,0.0,0.0,1
4.527,3.7942,?,?,0.0,0.0,0.0,32.5,4.0,4.0,?,-0.117,4.14,?,10.56,10.0,?,?,0.0,0.0,1.184,0.0,?,0.0,0.0,2.13,0.0,0.0,?,9.594,0.0,0.0,0.0,0.0,3.393,2.086,?,?,0.0,0.0,1
4.347,3.1269,0.0,?,?,0.0,0.0,33.3,?,2.0,?,-0.076,?,?,9.933,3.0,0.975,1.138,0.0,?,1.202,0.0,?,0.0,0.0,2.019,0.0,0.0,?,8.395,?,0.0,?,0.0,3.358,1.96,0.0,8.298,?,0.0,1
4.562,3.8122,0.0,0.0,?,0.0,0.0,?,1.0,?,0.0,-0.759,?,0.918,?,4.0,1.025,1.139,?,0.0,1.179,?,?,0.0,?,?,-0.258,?,9.6,1.521,?,0.0,0.0,?,?,?,0.0,?,?,0.0,1
4.629,?,?,0.0,0.0,0.0,0.0,33.3,1.0,2.0,?,?,?,1.379,?,5.0,1.013,?,?,0.0,?,0.0,?,0.0,?,?,0.149,?,10.19,?,?,0.0,0.0,?,3.523,?,0.0,?,0.0,0.0,1
?,?,0.0,0.0,?,?,0.0,35.0,1.0,3.0,0.0,0.094,?,?,9.765,?,1.02,1.135,?,?,1.157,1.0,0.0,0.0,0.0,2.256,0.014,?,10.698,2.989,0.0,0.0,?,?,3.542,2.667,?,8.185,0.0,0.0,1
4.644,?,0.0,0.0,0.0,?,0.0,31.6,2.0,3.0,0.0,-0.104,3.082,?,?,?,1.021,?,0.0,?,?,0.0,?,0.0,0.0,?,?,?,?,?,0.0,0.0,?,?,3.525,3.093,0.0,7.886,0.0,?,?
?,3.9619,0.0,?,?,0.0,0.0,34.3,?,5.0,?,-0.189,3.707,2.587,10.202,?,1.017,1.137,?,0.0,?,0.0,0.0,?,?,2.107,0.0,?,21.879,6.086,?,0.0,?,0.0,?,?,?,?,?,0.0,?
4.468,4.1984,?,?,0.0,0.0,0.0,33.3,2.0,?,0.0,?,3.37,2.252,9.651,?,1.025,1.139,?,?,1.158,0.0,0.0,0.0,0.0,?,?,?,?,3.737,?,0.0,0.0,0.0,3.534,?,?,?,0.0,0.0,1
?,?,?,?,0.0,0.0,0.0,?,1.0,2.0,?,-1.21,?,0.918,?,0.0,?,1.142,?,?,?,0.0,?,?,0.0,2.0,-0.271,0.0,9.435,?,0.0,0.0,?,?,3.976,?,?,?,?,2.0,1
5.206,3.3847,?,?,1.0,?,?,?,?,2.0,1.0,-0.947,?,?,?,?,0.979,1.145,0.0,0.0,?,0.0,0.0,?,?,2.218,?,?,10.57,?,?,?,?,?,3.47,?,?,8.295,0.0,0.0,?
?,?,0.0,0.0,0.0,0.0,?,25.0,0.0,4.0,1.0,?,?,?,9.666,?,1.066,1.161,?,0.0,1.078,0.0,?,0.0,?,2.117,0.052,0.0,19.617,?,?,?,2.0,?,3.483,4.019,?,?,0.0,0.0,?
?,?,?,0.0,?,?,0.0,28.6,?,3.0,0.0,?,2.612,0.971,8.597,0.0,1.124,?,0.0,0.0,?,0.0,?,?,0.0,1.848,?,?,17.905,?,0.0,?,?,?,3.427,?,?,7.521,?,?,1
?,3.3376,0.0,0.0,0.0,0.0,?,33.3,?,2.0,1.0,?,2.774,1.459,?,2.0,?,?,0.0,0.0,1.187,0.0,0.0,0.0,?,1.902,?,0.0,9.377,2.052,?,0.0,1.0,?,?,?,1.0,7.746,?,0.0,1
5.206,3.5794,0.0,0.0,1.0,0.0,?,30.6,?,3.0,3.0,-0.919,?,3.189,?,2.0,?,1.147,0.0,?,1.18,0.0,0.0,0.0,0.0,2.22,0.0,?,22.35,?,0.0,0.0,?,?,3.473,2.306,2.0,8.611,0.0,?,1
4.17,?,?,?,0.0,0.0,?,?,?,1.0,0.0,?,2.4,?,8.597,?,0.983,1.152,0.0,?,1.12,0.0,?,0.0,?,?,0.342,?,?,?,?,?,0.0,?,?,?,?,6.683,0.0,0.0,?
5.175,3.9016,?,0.0,0.0,1.0,0.0,29.6,3.0,?,0.0,-0.239,?,?,10.165,3.0,1.002,1.146,0.0,0.0,1.146,?,?,?,0.0,?,?,0.0,10.355,?,?,0.0,0.0,0.0,3.389,?,0.0,?,0.0,0.0,1
4.642,3.0034,0.0,0.0,0.0,0.0,?,42.1,?,1.0,?,?,?,?,?,2.0,0.987,1.12,0.0,0.0,1.256,1.0,0.0,?,0.0,2.2,-0.024,0.0,0.0,1.487,0.0,1.0,0.0,1.0,3.639,?,0.0,8.009,0.0,0.0,1
4.607,?,0.0,0.0,0.0,0.0,?,42.1,1.0,1.0,0.0,?,?,1.187,9.631,?,?,1.12,?,?,?,?,0.0,0.0,?,2.194,?,0.0,0.0,1.544,0.0,1.0,?,?,3.635,2.315,0.0,?,?,?,1
4.807,3.2486,?,?,0.0,?,3.0,42.1,?,1.0,0.0,?,3.1,?,9.833,?,?,?,0.0,0.0,1.272,?,0.0,0.0,0.0,2.246,-0.024,0.0,0.0,1.06,0.0,1.0,?,?,3.71,?,0.0,8.114,0.0,0.0,?
4.828,?,?,0.0,0.0,?,?,40.0,0.0,?,?,0.0,?,1.261,9.749,4.0,1.004,?,0.0,0.0,?,1.0,?,?,0.0,2.247,?,0.0,0.0,1.436,0.0,2.0,?,0.0,3.677,?,0.0,?,?,0.0,1
4.543,2.7023,0.0,0.0,0.0,?,1.0,?,?,?,0.0,-0.242,?,1.705,9.722,?,?,?,?,0.0,1.241,1.0,?,0.0,?,2.166,-0.008,0.0,10.395,2.905,?,0.0,?,0.0,?,2.485,0.0,8.245,0.0,0.0,1
?,?,0.0,0.0,0.0,0.0,1.0,45.0,?,?,0.0,?,3.203,1.661,9.466,1.0,?,?,0.0,?,1.268,?,0.0,0.0,?,2.154,0.014,?,0.0,2.593,?,0.0,?,?,3.587,2.317,0.0,8.061,?,?,?
4.607,?,?,?,0.0,0.0,2.0,46.7,?,?,0.0,0.0,?,1.187,?,4.0,?,1.111,?,?,1.253,?,?,0.0,0.0,2.194,-0.026,?,10.036,1.544,?,?,?,1.0,?,?,?,8.143,0.0,?,1
4.863,3.3599,0.0,0.0,?,?,?,42.1,?,3.0,?,?,3.335,1.273,9.967,?,1.027,1.12,0.0,0.0,?,1.0,0.0,?,0.0,2.283,?,?,?,1.568,0.0,2.0,?,1.0,?,2.864,?,?,0.0,0.0,?
4.923,?,0.0,0.0,0.0,0.0,2.0,?,?,?,0.0,-0.863,3.239,?,9.911,4.0,1.011,1.116,0.0,?,1.248,?,?,0.0,0.0,2.267,0.014,0.0,?,1.563,?,?,0.0,1.0,3.73,?,?,?,?,0.0,1
5.068,3.3983,0.0,?,?,0.0,2.0,?,0.0,?,?,?,?,?,10.257,10.0,1.03,1.121,?,0.0,?,?,?,0.0,?,2.343,0.001,?,22.449,?,?,?,0.0,?,3.793,2.833,0.0,?,2.0,0.0,1
5.074,3.092,0.0,?,?,?,2.0,?,4.0,4.0,0.0,-0.98,?,2.066,?,14.0,1.001,1.129,0.0,0.0,?,1.0,0.0,0.0,0.0,?,?,0.0,23.965,?,0.0,0.0,?,?,?,2.467,0.0,8.789,?,0.0,1
4.914,?,0.0,0.0,0.0,0.0,2.0,?,0.0,4.0,?,?,?,1.59,?,10.0,?,?,?,?,1.202,1.0,0.0,0.0,?,2.307,?,?,?,2.465,0.0,?,?,0.0,?,2.833,?,?,2.0,0.0,1
?,?,0.0,?,0.0,?,3.0,50.0,0.0,5.0,0.0,-2.685,3.634,1.06,10.531,12.0,1.078,1.104,?,0.0,1.211,3.0,?,0.0,?,?,-0.001,?,32.533,1.75,?,?,0.0,1.0,?,3.321,0.0,8.796,2.0,0.0,?
4.793,?,?,0.0,0.0,0.0,?,50.0,?,2.0,0.0,-0.288,?,0.5,10.239,?,?,1.104,?,?,1.28,2.0,0.0,0.0,?,2.247,0.0,0.0,11.596,?,?,0.0,0.0,?,3.681,2.313,0.0,?,1.0,0.0,1
4.77,3.1445,0.0,?,0.0,?,?,?,?,3.0,?,?,3.261,?,?,?,1.04,1.117,?,?,?,1.0,0.0,0.0,0.0,2.236,?,?,?,1.74,?,1.0,0.0,2.0,?,?,0.0,8.3,0.0,?,?
?,3.4571,?,0.0,0.0,?,2.0,?,0.0,4.0,?,0.0,3.509,1.16,?,?,?,?,0.0,0.0,1.219,?,0.0,?,0.0,?,-0.008,0.0,?,1.833,0.0,?,0.0,2.0,?,3.477,?,9.513,0.0,0.0,?
4.77,2.5385,0.0,0.0,?,0.0,0.0,38.5,?,0.0,?,?,3.131,1.185,?,0.0,0.964,1.128,?,0.0,?,1.0,0.0,?,0.0,?,0.012,0.0,?,?,?,?,?,0.0,3.521,?,?,7.934,?,?,1
4.414,?,0.0,0.0,0.0,0.0,0.0,31.6,0.0,1.0,0.0,0.0,?,0.802,?,?,0.98,?,0.0,0.0,1.149,1.0,0.0,?,?,2.101,?,0.0,0.0,0.975,0.0,0.0,?,1.0,3.159,?,0.0,?,?,?,1
?,?,0.0,0.0,?,?,0.0,?,?,2.0,0.0,?,3.232,1.455,9.928,4.0,0.99,?,?,?,?,1.0,?,?,0.0,2.249,-0.007,0.0,?,?,1.0,?,0.0,0.0,3.434,?,0.0,?,0.0,0.0,1
5.331,2.1747,1.0,?,0.0,0.0,3.0,?,0.0,4.0,?,0.0,?,?,?,15.0,1.009,?,0.0,?,?,3.0,?,?,?,2.37,0.0,?,?,?,?,3.0,?,?,?,2.318,0.0,9.576,0.0,0.0,1
4.607,3.0422,?,?,?,0.0,?,?,?,?,0.0,0.0,3.127,?,9.631,2.0,0.992,1.11,0.0,0.0,1.299,1.0,?,0.0,0.0,2.194,?,0.0,10.118,?,0.0,0.0,0.0,0.0,3.651,2.481,?,8.116,0.0,?,?
5.814,?,?,0.0,0.0,?,0.0,?,?,1.0,?,0.513,3.256,?,?,?,0.978,?,?,0.0,?,3.0,0.0,0.0,?,2.62,0.003,0.0,?,0.811,1.0,0.0,0.0,0.0,3.756,2.091,?,8.196,?,?,1
?,2.2966,0.0,0.0,0.0,?,0.0,38.5,3.0,0.0,0.0,?,3.144,0.853,?,0.0,?,1.128,?,?,1.267,3.0,0.0,?,?,?,-0.006,?,?,0.986,2.0,?,?,0.0,3.676,1.658,0.0,?,0.0,?,1
?,?,0.0,?,0.0,?,0.0,?,3.0,?,0.0,0.0,3.227,?,10.926,4.0,0.975,1.136,0.0,0.0,1.223,?,0.0,?,0.0,2.62,0.003,0.0,0.0,?,1.0,?,0.0,1.0,?,?,?,8.05,?,0.0,1
4.732,?,?,0.0,0.0,0.0,?,40.0,0.0,2.0,0.0,0.417,?,?,9.464,1.0,1.042,1.125,?,?,1.208,1.0,?,0.0,?,2.236,?,0.0,?,?,0.0,0.0,?,0.0,3.603,3.056,0.0,?,0.0,0.0,1
4.923,?,0.0,?,0.0,?,?,50.0,0.0,2.0,?,?,3.266,?,10.037,5.0,1.019,1.104,0.0,0.0,1.266,?,?,0.0,?,2.376,?,?,10.843,?,?,?,0.0,?,?,?,0.0,?,?,?,?
?,?,0.0,?,0.0,0.0,0.0,45.5,?,?,?,0.0,2.935,1.203,9.209,?,1.038,1.114,0.0,?,1.296,?,?,0.0,0.0,?,-0.085,?,?,1.496,0.0,0.0,0.0,0.0,?,2.881,0.0,?,?,0.0,?
4.414,?,?,0.0,0.0,0.0,?,29.4,?,?,0.0,?,?,?,?,?,1.004,1.147,?,?,1.141,?,?,?,0.0,?,-0.074,0.0,0.0,?,?,0.0,0.0,?,?,2.405,?,7.243,0.0,0.0,?
?,2.8025,0.0,?,?,0.0,2.0,?,0.0,?,?,-0.601,3.38,?,?,?,?,?,?,0.0,1.261,3.0,?,0.0,?,?,?,?,21.888,1.027,0.0,0.0,2.0,?,3.853,?,1.0,8.508,?,0.0,1
?,2.7156,0.0,?,?,?,?,31.3,?,?,0.0,?,2.826,0.917,9.502,3.0,0.998,1.148,0.0,?,1.19,?,?,0.0,?,?,-0.074,?,?,?,?,?,2.0,?,3.482,?,1.0,7.624,?,?,?
4.802,3.0226,0.0,?,?,0.0,2.0,50.0,0.0,?,?,0.0,3.174,0.0,9.805,0.0,0.985,1.109,?,?,?,3.0,?,0.0,1.0,?,0.013,0.0,0.0,0.95,?,0.0,?,1.0,3.868,1.981,1.0,?,0.0,0.0,1
?,?,1.0,0.0,?,?,?,23.1,?,3.0,0.0,0.0,3.108,?,9.968,4.0,1.055,?,0.0,0.0,1.188,?,0.0,?,?,2.256,?,?,?,0.939,?,0.0,?,0.0,4.681,3.274,?,9.289,?,?,1
4.826,2.731,?,0.0,?,0.0,0.0,25.0,?,3.0,?,0.0,3.525,1.654,?,0.0,1.007,?,?,?,1.12,1.0,?,0.0,0.0,2.303,?,?,0.0,?,0.0,?,3.0,?,3.396,2.5,3.0,8.023,0.0,?,1
4.829,?,?,?,1.0,?,2.0,39.3,2.0,3.0,?,-0.664,?,1.875,?,6.0,1.025,?,0.0,0.0,?,?,?,0.0,0.0,?,?,0.0,22.271,?,0.0,1.0,?,1.0,3.74,2.736,1.0,?,1.0,1.0,?
5.439,2.3629,?,0.0,?,0.0,0.0,23.5,0.0,11.0,7.0,-0.945,?,1.871,?,?,?,1.155,0.0,?,1.154,2.0,0.0,?,?,2.466,?,?,35.388,?,0.0,0.0,4.0,5.0,4.61,3.182,?,?,?,0.0,1
4.739,2.6454,0.0,0.0,?,0.0,1.0,?,0.0,?,?,-0.959,3.394,1.695,9.972,2.0,?,1.13,?,?,?,?,0.0,?,0.0,2.212,0.004,0.0,10.379,2.815,?,?,2.0,3.0,3.585,2.764,?,?,?,0.0,1
4.659,3.7176,?,0.0,0.0,0.0,0.0,23.1,?,4.0,?,-2.138,3.714,2.128,?,4.0,1.042,1.144,?,?,1.174,?,?,0.0,?,2.125,-0.002,0.0,20.538,4.56,0.0,0.0,4.0,?,?,?,2.0,8.992,0.0,?,1
3.975,2.8897,?,?,?,0.0,?,?,?,0.0,?,0.0,3.699,3.322,?,0.0,?,?,0.0,?,?,?,?,0.0,?,1.978,0.0,0.0,?,8.122,0.0,?,0.0,?,2.994,1.55,0.0,7.896,0.0,?,?
?,2.607,0.0,?,?,0.0,0.0,25.0,?,?,2.0,?,?,0.971,?,?,?,?,0.0,?,1.133,0.0,0.0,0.0,0.0,?,0.322,0.0,0.0,?,?,0.0,?,2.0,2.983,2.167,?,?,0.0,0.0,?
3.0,1.8227,0.0,0.0,0.0,0.0,?,20.0,0.0,?,0.0,0.0,?,0.918,?,0.0,?,1.174,0.0,?,1.126,?,0.0,?,0.0,1.414,0.764,0.0,0.0,?,?,?,0.0,1.0,2.642,2.167,1.0,?,?,?,?
