@relation dataset

@attribute hair {false, true}
@attribute feathers {false, true}
@attribute eggs {false, true}
@attribute milk {false, true}
@attribute airborne {false, true}
@attribute aquatic {false, true}
@attribute predator {false, true}
@attribute toothed {false, true}
@attribute backbone {false, true}
@attribute breathes {false, true}
@attribute venomous {false, true}
@attribute fins {false, true}
@attribute legs {0, 2, 4, 5, 6, 8}
@attribute tail {false, true}
@attribute domestic {false, true}
@attribute catsize {false, true}
@attribute type {mammal, bird, reptile, fish, amphibian, insect, invertebrate}


@data
false,true,true,false,?,false,false,false,true,true,false,false,2,true,false,?,bird
false,?,true,false,true,false,false,false,true,?,false,false,2,true,false,false,bird
true,false,false,true,false,true,true,true,true,true,false,?,4,true,false,true,mammal
?,?,false,?,false,false,?,true,true,true,false,false,4,true,false,false,mammal
true,false,false,true,false,false,true,true,true,true,false,false,?,true,?,false,mammal
false,false,true,?,false,true,true,true,?,true,false,false,4,true,false,false,amphibian
false,false,?,false,false,true,true,false,?,false,false,false,8,false,false,true,invertebrate
?,true,true,false,false,?,false,false,true,true,false,false,?,?,false,true,bird
false,true,true,false,false,true,true,false,true,true,false,false,2,true,false,true,bird
false,false,true,?,false,false,?,true,true,true,true,false,?,true,false,false,?
true,false,true,true,false,true,true,false,?,true,false,false,4,true,false,true,?
?,false,false,true,false,false,true,true,true,true,?,false,4,true,true,?,mammal
false,true,true,false,?,?,true,false,true,true,false,false,2,?,false,?,bird
?,false,false,false,?,false,true,false,?,true,true,false,?,true,false,false,?
true,false,false,true,?,true,true,true,true,true,false,true,?,false,false,?,?
true,false,false,true,false,?,true,true,?,true,false,?,2,?,false,true,?
false,false,false,false,false,true,true,true,true,?,true,false,0,?,false,false,reptile
false,false,true,false,false,true,true,false,false,false,true,?,0,false,false,false,invertebrate
?,false,?,?,false,?,true,true,true,true,false,?,0,true,?,false,?
false,false,true,?,false,?,false,false,false,true,false,false,0,false,?,false,invertebrate
?,?,true,false,false,false,false,false,?,true,false,false,?,?,false,false,?
true,?,false,true,false,false,false,?,true,true,false,false,?,true,false,false,mammal
false,false,?,false,false,true,true,false,false,false,false,?,5,false,?,?,invertebrate
false,false,true,false,false,true,true,?,true,false,true,true,0,true,false,true,fish
false,true,true,false,true,?,false,?,true,?,false,false,2,?,false,?,bird
false,false,?,false,false,true,false,true,?,true,false,false,4,false,?,false,amphibian
false,false,true,false,false,false,false,false,true,true,false,false,4,true,false,?,reptile
false,false,true,false,?,false,?,true,?,?,false,false,?,true,false,false,reptile
false,true,?,false,?,?,true,false,true,?,false,false,?,true,?,?,bird
true,false,false,true,false,false,false,true,?,true,false,false,?,true,false,true,mammal
?,false,true,false,?,?,false,false,false,true,true,false,6,false,false,false,insect
