@relation dataset

@attribute COMPACTNESS real
@attribute CIRCULARITY real
@attribute DISTANCE_CIRCULARITY real
@attribute RADIUS_RATIO real
@attribute PR_AXIS_ASPECT_RATIO real
@attribute MAX_LENGTH_ASPECT_RATIO real
@attribute SCATTER_RATIO real
@attribute ELONGATEDNESS real
@attribute PR_AXIS_RECTANGULARITY real
@attribute MAX_LENGTH_RECTANGULARITY real
@attribute SCALED_VARIANCE_MAJOR real
@attribute SCALED_VARIANCE_MINOR real
@attribute SCALED_RADIUS_OF_GYRATION real
@attribute SKEWNESS_ABOUT_MAJOR real
@attribute SKEWNESS_ABOUT_MINOR real
@attribute KURTOSIS_ABOUT_MAJOR real
@attribute KURTOSIS_ABOUT_MINOR real
@attribute HOLLOWS_RATIO real
@attribute class {opel, saab, bus, van}


@data
102.0,45.0,?,?,64.0,6.0,192.0,33.0,?,146.0,217.0,570.0,?,76.0,?,7.0,195.0,?,bus
?,38.0,63.0,129.0,?,7.0,146.0,46.0,?,130.0,168.0,?,158.0,83.0,?,?,?,185.0,saab
89.0,?,85.0,160.0,?,?,?,43.0,?,151.0,173.0,356.0,174.0,72.0,5.0,9.0,185.0,196.0,van
88.0,?,77.0,?,58.0,?,?,?,18.0,?,165.0,293.0,?,64.0,10.0,?,198.0,205.0,saab
93.0,35.0,66.0,?,59.0,6.0,?,?,18.0,128.0,162.0,304.0,?,64.0,5.0,13.0,?,202.0,opel
101.0,48.0,?,222.0,68.0,10.0,208.0,32.0,?,154.0,232.0,641.0,204.0,?,5.0,?,190.0,?,opel
87.0,?,85.0,177.0,61.0,8.0,?,40.0,20.0,129.0,186.0,402.0,130.0,63.0,1.0,25.0,198.0,205.0,?
100.0,46.0,?,?,67.0,9.0,157.0,?,?,?,170.0,?,?,67.0,17.0,?,192.0,?,?
82.0,44.0,72.0,?,52.0,?,152.0,44.0,19.0,?,174.0,340.0,177.0,?,?,?,180.0,185.0,bus
90.0,?,86.0,306.0,126.0,49.0,153.0,?,?,156.0,272.0,346.0,?,?,0.0,15.0,185.0,?,?
106.0,53.0,98.0,?,54.0,10.0,?,31.0,24.0,171.0,235.0,?,218.0,?,1.0,?,187.0,197.0,saab
81.0,?,?,169.0,?,6.0,151.0,44.0,19.0,146.0,?,336.0,?,?,7.0,0.0,?,189.0,bus
95.0,48.0,104.0,?,67.0,9.0,205.0,?,23.0,151.0,227.0,?,202.0,?,?,9.0,?,?,?
88.0,37.0,?,105.0,52.0,5.0,119.0,57.0,17.0,128.0,135.0,207.0,?,86.0,8.0,?,179.0,183.0,van
94.0,49.0,87.0,137.0,?,?,?,43.0,?,?,?,?,?,75.0,5.0,5.0,183.0,?,?
?,37.0,76.0,183.0,63.0,?,164.0,40.0,20.0,134.0,191.0,405.0,139.0,?,4.0,7.0,192.0,197.0,saab
119.0,54.0,106.0,220.0,65.0,12.0,213.0,31.0,24.0,?,223.0,?,?,?,20.0,1.0,192.0,202.0,saab
93.0,46.0,82.0,145.0,58.0,11.0,?,43.0,20.0,160.0,?,371.0,189.0,77.0,2.0,4.0,?,194.0,van
?,43.0,70.0,?,55.0,8.0,130.0,51.0,?,?,159.0,253.0,156.0,?,1.0,8.0,190.0,194.0,van
85.0,42.0,66.0,122.0,54.0,6.0,148.0,46.0,19.0,141.0,172.0,317.0,?,?,6.0,14.0,180.0,182.0,bus
89.0,?,81.0,147.0,?,11.0,156.0,44.0,20.0,163.0,?,352.0,188.0,?,6.0,?,?,193.0,van
91.0,45.0,79.0,?,?,9.0,?,?,?,148.0,184.0,404.0,179.0,62.0,0.0,10.0,?,208.0,?
78.0,38.0,63.0,115.0,?,6.0,142.0,?,19.0,130.0,?,299.0,?,77.0,2.0,?,181.0,185.0,saab
92.0,38.0,71.0,?,66.0,7.0,154.0,43.0,19.0,?,181.0,355.0,130.0,70.0,4.0,?,?,?,saab
?,55.0,101.0,228.0,70.0,?,210.0,?,?,?,236.0,661.0,245.0,?,1.0,6.0,188.0,197.0,?
101.0,42.0,?,175.0,67.0,?,149.0,43.0,?,?,?,?,165.0,65.0,?,11.0,202.0,?,?
101.0,?,?,185.0,53.0,6.0,257.0,?,28.0,168.0,?,?,230.0,83.0,5.0,26.0,180.0,?,bus
?,36.0,66.0,151.0,?,8.0,133.0,50.0,18.0,?,154.0,265.0,?,62.0,9.0,?,201.0,208.0,van
97.0,?,?,?,63.0,9.0,185.0,36.0,?,144.0,202.0,512.0,165.0,66.0,4.0,8.0,191.0,?,saab
89.0,47.0,84.0,133.0,55.0,11.0,157.0,?,20.0,?,169.0,?,176.0,74.0,5.0,?,182.0,192.0,van
107.0,?,103.0,221.0,66.0,11.0,209.0,32.0,24.0,163.0,?,653.0,212.0,?,0.0,1.0,?,?,opel
85.0,39.0,68.0,?,52.0,?,?,53.0,18.0,?,?,241.0,142.0,75.0,8.0,8.0,?,187.0,van
103.0,?,?,?,?,9.0,?,34.0,22.0,161.0,214.0,?,?,64.0,?,?,?,204.0,opel
77.0,38.0,63.0,135.0,59.0,?,130.0,52.0,?,130.0,?,247.0,139.0,79.0,13.0,?,?,?,?
96.0,?,70.0,120.0,50.0,8.0,137.0,50.0,?,141.0,?,269.0,139.0,80.0,?,13.0,183.0,?,van
?,?,?,156.0,67.0,7.0,150.0,45.0,19.0,144.0,?,333.0,159.0,78.0,4.0,2.0,182.0,?,bus
93.0,?,?,?,69.0,7.0,184.0,35.0,22.0,145.0,?,523.0,?,72.0,0.0,4.0,194.0,?,?
89.0,?,75.0,143.0,56.0,7.0,?,46.0,?,137.0,170.0,317.0,156.0,76.0,18.0,?,?,?,?
81.0,?,68.0,?,57.0,8.0,149.0,?,19.0,146.0,169.0,323.0,172.0,83.0,6.0,18.0,179.0,184.0,bus
?,55.0,101.0,219.0,?,11.0,225.0,?,25.0,178.0,231.0,748.0,?,?,6.0,14.0,?,195.0,opel
?,?,78.0,?,68.0,9.0,142.0,?,18.0,147.0,168.0,?,171.0,?,?,11.0,190.0,201.0,van
98.0,?,84.0,219.0,74.0,?,190.0,?,22.0,?,?,558.0,?,74.0,?,7.0,195.0,195.0,?
96.0,55.0,98.0,161.0,54.0,10.0,?,?,24.0,175.0,226.0,683.0,221.0,76.0,3.0,6.0,?,?,?
97.0,59.0,?,227.0,70.0,?,224.0,30.0,25.0,?,225.0,732.0,218.0,70.0,10.0,25.0,186.0,198.0,opel
92.0,39.0,?,191.0,62.0,8.0,176.0,37.0,21.0,137.0,196.0,466.0,151.0,?,3.0,23.0,192.0,200.0,opel
73.0,37.0,?,111.0,?,?,126.0,55.0,18.0,?,135.0,227.0,?,82.0,1.0,?,?,184.0,opel
?,42.0,89.0,?,61.0,11.0,?,44.0,19.0,145.0,170.0,338.0,163.0,72.0,11.0,23.0,187.0,?,van
101.0,53.0,?,?,63.0,9.0,195.0,34.0,?,162.0,?,?,210.0,68.0,?,5.0,191.0,198.0,opel
91.0,?,?,170.0,60.0,8.0,?,38.0,?,134.0,?,445.0,152.0,72.0,?,10.0,188.0,?,saab
?,40.0,62.0,140.0,62.0,7.0,150.0,45.0,19.0,133.0,?,330.0,173.0,82.0,2.0,?,?,?,saab
104.0,52.0,94.0,208.0,?,?,208.0,31.0,24.0,161.0,?,?,218.0,76.0,?,?,193.0,191.0,?
89.0,44.0,68.0,?,?,7.0,?,45.0,19.0,147.0,?,328.0,189.0,?,6.0,5.0,?,182.0,bus
87.0,46.0,71.0,159.0,66.0,6.0,151.0,?,?,146.0,175.0,343.0,189.0,73.0,2.0,0.0,?,190.0,bus
?,51.0,?,?,?,?,?,31.0,24.0,159.0,232.0,671.0,?,?,5.0,?,191.0,?,bus
94.0,36.0,68.0,?,54.0,7.0,127.0,52.0,?,?,155.0,242.0,116.0,?,1.0,?,195.0,196.0,?
79.0,40.0,80.0,?,55.0,7.0,147.0,47.0,19.0,135.0,172.0,311.0,?,?,?,30.0,?,193.0,?
89.0,40.0,?,188.0,?,7.0,?,44.0,19.0,136.0,?,?,148.0,?,?,8.0,193.0,197.0,bus
110.0,?,?,?,51.0,6.0,261.0,26.0,28.0,?,278.0,998.0,257.0,?,?,?,181.0,182.0,bus
?,?,84.0,141.0,58.0,?,149.0,45.0,?,145.0,172.0,330.0,162.0,72.0,4.0,18.0,188.0,200.0,van
?,37.0,60.0,?,54.0,5.0,119.0,56.0,?,132.0,141.0,?,129.0,72.0,2.0,8.0,?,190.0,?
?,42.0,84.0,209.0,75.0,?,171.0,38.0,20.0,?,189.0,446.0,161.0,?,?,?,196.0,201.0,bus
80.0,37.0,57.0,116.0,55.0,?,125.0,?,18.0,125.0,?,229.0,132.0,?,8.0,5.0,178.0,184.0,?
104.0,55.0,107.0,222.0,68.0,?,218.0,31.0,24.0,173.0,232.0,703.0,?,?,?,10.0,188.0,199.0,?
94.0,?,84.0,158.0,55.0,9.0,?,?,?,130.0,196.0,430.0,155.0,69.0,9.0,?,190.0,195.0,opel
104.0,?,100.0,191.0,?,?,?,33.0,23.0,158.0,218.0,583.0,234.0,70.0,?,10.0,191.0,?,saab
94.0,?,87.0,?,64.0,10.0,?,?,20.0,161.0,179.0,363.0,?,75.0,4.0,15.0,184.0,195.0,van
84.0,45.0,?,154.0,65.0,6.0,145.0,46.0,?,144.0,168.0,312.0,177.0,?,2.0,3.0,184.0,188.0,?
97.0,50.0,108.0,211.0,?,?,?,31.0,?,156.0,232.0,683.0,218.0,?,7.0,?,188.0,197.0,opel
89.0,42.0,80.0,151.0,?,6.0,?,?,?,139.0,?,?,170.0,74.0,17.0,13.0,185.0,?,saab
86.0,?,?,152.0,62.0,7.0,?,44.0,19.0,?,179.0,337.0,?,75.0,4.0,9.0,188.0,192.0,bus
95.0,?,105.0,219.0,68.0,9.0,201.0,33.0,?,?,223.0,602.0,201.0,69.0,5.0,38.0,191.0,202.0,opel
87.0,44.0,65.0,?,56.0,?,?,?,?,?,170.0,?,171.0,?,4.0,12.0,179.0,?,?
?,45.0,66.0,252.0,126.0,52.0,148.0,?,?,144.0,?,326.0,185.0,119.0,1.0,1.0,?,185.0,bus
95.0,42.0,85.0,?,66.0,?,?,44.0,?,144.0,168.0,?,150.0,65.0,?,5.0,196.0,204.0,van
?,42.0,68.0,150.0,64.0,?,128.0,52.0,18.0,143.0,154.0,246.0,159.0,69.0,14.0,?,192.0,196.0,van
92.0,38.0,?,?,62.0,?,?,58.0,?,?,?,194.0,137.0,?,?,5.0,?,?,van
102.0,?,83.0,198.0,65.0,5.0,194.0,33.0,22.0,146.0,225.0,576.0,167.0,79.0,0.0,?,193.0,191.0,?
108.0,?,?,202.0,64.0,10.0,220.0,30.0,?,168.0,224.0,?,?,?,11.0,10.0,188.0,?,saab
?,?,105.0,?,64.0,11.0,197.0,34.0,?,?,212.0,575.0,?,?,?,33.0,?,205.0,opel
85.0,39.0,77.0,151.0,?,?,?,45.0,19.0,134.0,176.0,331.0,133.0,73.0,?,?,184.0,?,opel
80.0,?,68.0,?,59.0,8.0,150.0,45.0,19.0,145.0,170.0,329.0,173.0,?,7.0,?,180.0,185.0,?
99.0,?,79.0,199.0,68.0,6.0,185.0,?,22.0,153.0,?,524.0,171.0,74.0,5.0,8.0,?,195.0,bus
89.0,40.0,?,159.0,65.0,9.0,?,46.0,19.0,141.0,168.0,314.0,143.0,?,0.0,5.0,190.0,200.0,van
?,48.0,83.0,162.0,64.0,10.0,156.0,43.0,19.0,153.0,?,?,187.0,74.0,4.0,14.0,?,196.0,van
77.0,?,75.0,144.0,?,?,?,46.0,19.0,132.0,167.0,?,136.0,?,16.0,20.0,181.0,187.0,opel
88.0,35.0,?,121.0,58.0,?,114.0,59.0,?,?,132.0,192.0,138.0,?,21.0,?,182.0,?,opel
93.0,43.0,?,?,?,10.0,?,?,19.0,153.0,174.0,351.0,165.0,75.0,12.0,?,184.0,196.0,?
95.0,47.0,88.0,?,64.0,11.0,159.0,43.0,20.0,157.0,176.0,371.0,185.0,71.0,12.0,13.0,?,198.0,van
?,45.0,?,?,?,?,201.0,32.0,23.0,147.0,231.0,?,189.0,72.0,5.0,?,189.0,195.0,opel
109.0,?,109.0,221.0,69.0,12.0,?,31.0,25.0,169.0,226.0,?,212.0,?,?,28.0,188.0,?,saab
85.0,43.0,?,128.0,56.0,8.0,150.0,46.0,?,144.0,168.0,?,173.0,82.0,9.0,14.0,180.0,184.0,bus
?,?,?,180.0,65.0,7.0,?,37.0,21.0,?,189.0,463.0,194.0,70.0,5.0,10.0,?,202.0,?
89.0,?,54.0,119.0,?,5.0,134.0,?,18.0,127.0,151.0,?,146.0,?,16.0,14.0,184.0,185.0,saab
90.0,?,78.0,?,59.0,?,?,?,?,160.0,173.0,370.0,?,76.0,?,11.0,?,192.0,?
92.0,?,82.0,163.0,63.0,9.0,146.0,45.0,?,?,165.0,319.0,137.0,64.0,9.0,0.0,?,206.0,van
90.0,?,57.0,130.0,57.0,6.0,121.0,?,17.0,127.0,137.0,216.0,132.0,68.0,22.0,23.0,?,195.0,saab
?,45.0,71.0,150.0,63.0,?,143.0,46.0,19.0,?,171.0,307.0,179.0,72.0,?,?,187.0,?,van
?,46.0,?,143.0,62.0,11.0,159.0,43.0,20.0,?,?,366.0,?,74.0,17.0,7.0,185.0,193.0,van
89.0,42.0,?,148.0,62.0,?,?,?,?,143.0,?,323.0,153.0,76.0,?,?,?,?,?
85.0,41.0,?,155.0,65.0,22.0,149.0,45.0,19.0,139.0,173.0,330.0,155.0,75.0,?,16.0,184.0,191.0,?
97.0,45.0,?,173.0,67.0,?,?,43.0,20.0,?,173.0,?,157.0,67.0,?,?,?,?,?
?,48.0,95.0,?,?,7.0,?,32.0,23.0,150.0,216.0,?,200.0,?,?,11.0,192.0,194.0,bus
100.0,46.0,104.0,184.0,60.0,9.0,?,34.0,23.0,147.0,222.0,578.0,198.0,73.0,13.0,13.0,?,?,saab
86.0,36.0,77.0,165.0,60.0,7.0,150.0,45.0,19.0,128.0,?,331.0,131.0,66.0,?,32.0,196.0,203.0,saab
97.0,42.0,101.0,186.0,59.0,9.0,?,36.0,22.0,138.0,?,511.0,168.0,67.0,?,?,?,206.0,saab
98.0,39.0,68.0,121.0,49.0,7.0,134.0,51.0,18.0,142.0,164.0,261.0,134.0,75.0,?,1.0,186.0,?,van
102.0,54.0,?,?,53.0,10.0,?,?,24.0,?,219.0,669.0,201.0,76.0,12.0,27.0,187.0,?,opel
?,47.0,83.0,322.0,?,48.0,?,?,20.0,?,229.0,364.0,176.0,97.0,?,14.0,?,194.0,?
86.0,48.0,?,?,58.0,10.0,161.0,?,?,163.0,170.0,?,?,?,3.0,1.0,183.0,192.0,van
87.0,?,64.0,?,64.0,10.0,133.0,50.0,18.0,142.0,157.0,?,?,67.0,7.0,1.0,193.0,201.0,van
88.0,?,?,130.0,58.0,5.0,125.0,?,18.0,130.0,141.0,?,?,74.0,?,20.0,184.0,?,?
91.0,42.0,80.0,162.0,66.0,8.0,148.0,44.0,19.0,145.0,171.0,331.0,147.0,70.0,3.0,?,?,199.0,van
90.0,37.0,?,171.0,?,9.0,157.0,42.0,?,?,?,?,?,60.0,3.0,18.0,?,209.0,?
?,42.0,?,125.0,?,8.0,149.0,46.0,?,145.0,?,320.0,?,86.0,7.0,7.0,179.0,182.0,bus
106.0,49.0,107.0,194.0,57.0,?,214.0,31.0,24.0,161.0,224.0,670.0,172.0,67.0,0.0,39.0,192.0,?,opel
80.0,43.0,68.0,?,54.0,8.0,150.0,45.0,19.0,?,?,329.0,176.0,85.0,?,?,179.0,183.0,bus
95.0,45.0,80.0,186.0,62.0,7.0,164.0,40.0,20.0,?,188.0,406.0,178.0,65.0,?,18.0,199.0,?,opel
?,54.0,107.0,218.0,64.0,12.0,222.0,30.0,?,174.0,?,728.0,199.0,67.0,0.0,?,189.0,200.0,opel
?,?,85.0,?,64.0,?,163.0,42.0,20.0,?,?,?,170.0,71.0,18.0,?,189.0,196.0,van
91.0,40.0,?,171.0,67.0,?,149.0,44.0,19.0,135.0,169.0,?,144.0,68.0,4.0,17.0,?,?,bus
90.0,43.0,72.0,172.0,?,?,?,42.0,?,144.0,174.0,360.0,158.0,61.0,15.0,9.0,?,209.0,saab
93.0,?,64.0,165.0,?,8.0,136.0,49.0,18.0,136.0,161.0,279.0,?,67.0,2.0,29.0,193.0,204.0,?
104.0,50.0,96.0,?,65.0,?,?,35.0,22.0,?,207.0,?,195.0,?,?,7.0,195.0,206.0,saab
?,44.0,84.0,?,74.0,6.0,184.0,35.0,22.0,?,?,525.0,154.0,73.0,4.0,22.0,?,197.0,bus
93.0,35.0,72.0,?,62.0,7.0,?,44.0,?,?,169.0,334.0,?,62.0,5.0,?,203.0,?,opel
106.0,49.0,106.0,?,64.0,?,208.0,32.0,24.0,?,?,?,?,?,1.0,24.0,?,202.0,saab
89.0,40.0,79.0,?,?,9.0,144.0,?,19.0,139.0,?,?,?,?,8.0,7.0,188.0,197.0,?
?,?,?,?,?,5.0,250.0,26.0,27.0,169.0,?,928.0,239.0,85.0,4.0,6.0,184.0,183.0,?
?,?,78.0,149.0,?,7.0,?,45.0,19.0,128.0,168.0,321.0,134.0,64.0,10.0,24.0,197.0,203.0,opel
93.0,42.0,70.0,?,56.0,?,127.0,?,18.0,?,156.0,240.0,152.0,74.0,5.0,4.0,189.0,190.0,?
?,?,?,?,58.0,6.0,151.0,?,19.0,136.0,174.0,?,140.0,?,1.0,33.0,187.0,196.0,saab
91.0,?,?,?,?,6.0,150.0,44.0,19.0,146.0,170.0,335.0,180.0,66.0,16.0,2.0,193.0,?,opel
82.0,38.0,53.0,?,59.0,5.0,133.0,51.0,?,128.0,152.0,259.0,146.0,?,0.0,0.0,?,?,opel
107.0,?,101.0,?,64.0,11.0,?,33.0,23.0,164.0,?,?,192.0,65.0,17.0,2.0,?,206.0,opel
98.0,39.0,81.0,?,64.0,?,?,40.0,?,138.0,?,?,131.0,?,?,19.0,197.0,?,saab
85.0,40.0,72.0,?,59.0,5.0,132.0,?,?,?,159.0,260.0,150.0,68.0,3.0,9.0,?,?,saab
?,54.0,?,186.0,?,10.0,213.0,32.0,24.0,172.0,223.0,665.0,217.0,73.0,1.0,?,186.0,195.0,opel
103.0,54.0,91.0,?,?,11.0,?,31.0,25.0,170.0,220.0,?,198.0,72.0,1.0,?,186.0,?,opel
92.0,36.0,78.0,165.0,57.0,8.0,153.0,43.0,?,128.0,169.0,349.0,124.0,60.0,?,?,203.0,?,saab
110.0,?,104.0,191.0,?,?,213.0,31.0,?,?,?,674.0,190.0,?,18.0,2.0,191.0,199.0,?
82.0,45.0,68.0,139.0,64.0,6.0,147.0,?,19.0,143.0,169.0,320.0,?,80.0,0.0,1.0,?,?,bus
98.0,38.0,70.0,125.0,52.0,8.0,130.0,53.0,?,139.0,157.0,243.0,132.0,74.0,0.0,?,?,185.0,?
108.0,51.0,103.0,197.0,60.0,11.0,211.0,31.0,24.0,?,222.0,661.0,?,67.0,7.0,3.0,?,200.0,opel
?,54.0,103.0,161.0,?,4.0,247.0,27.0,27.0,166.0,266.0,892.0,?,?,4.0,?,181.0,183.0,bus
94.0,?,?,166.0,67.0,?,?,46.0,?,147.0,164.0,?,179.0,66.0,11.0,?,194.0,202.0,van
?,49.0,98.0,?,59.0,6.0,?,31.0,24.0,?,228.0,680.0,210.0,?,?,28.0,188.0,189.0,bus
93.0,48.0,?,150.0,63.0,11.0,156.0,?,?,?,?,354.0,188.0,?,8.0,?,185.0,195.0,van
?,40.0,78.0,186.0,?,6.0,158.0,41.0,20.0,134.0,185.0,?,148.0,?,1.0,11.0,?,197.0,bus
84.0,39.0,90.0,?,?,?,177.0,37.0,21.0,?,209.0,469.0,145.0,71.0,?,38.0,190.0,198.0,opel
89.0,44.0,?,?,66.0,7.0,?,46.0,?,?,?,312.0,169.0,69.0,11.0,1.0,?,?,bus
?,?,?,174.0,68.0,7.0,151.0,?,?,?,175.0,347.0,135.0,68.0,1.0,?,196.0,?,bus
?,44.0,70.0,137.0,58.0,6.0,?,?,18.0,146.0,?,273.0,166.0,?,?,?,186.0,187.0,?
?,54.0,106.0,221.0,68.0,11.0,207.0,32.0,?,164.0,?,638.0,238.0,?,0.0,26.0,189.0,?,saab
?,36.0,?,116.0,?,6.0,?,55.0,17.0,124.0,141.0,?,121.0,?,?,?,178.0,185.0,opel
?,42.0,?,169.0,66.0,?,145.0,44.0,19.0,140.0,?,325.0,?,67.0,?,0.0,201.0,207.0,?
84.0,35.0,53.0,?,57.0,4.0,?,59.0,?,123.0,135.0,?,128.0,76.0,10.0,?,183.0,190.0,saab
?,46.0,?,?,?,10.0,?,33.0,?,149.0,217.0,612.0,210.0,70.0,9.0,10.0,191.0,199.0,saab
100.0,41.0,?,205.0,?,5.0,176.0,36.0,21.0,?,?,?,151.0,72.0,?,19.0,197.0,?,bus
91.0,42.0,?,?,69.0,5.0,?,38.0,20.0,137.0,184.0,?,?,68.0,3.0,23.0,?,?,bus
98.0,45.0,76.0,166.0,?,7.0,157.0,42.0,20.0,148.0,184.0,371.0,?,?,?,10.0,190.0,196.0,opel
?,51.0,105.0,?,68.0,10.0,?,32.0,?,162.0,222.0,653.0,224.0,73.0,5.0,23.0,186.0,195.0,opel
90.0,?,78.0,?,64.0,8.0,?,42.0,?,?,182.0,367.0,142.0,66.0,?,20.0,?,?,opel
97.0,48.0,94.0,198.0,63.0,9.0,?,36.0,?,155.0,200.0,494.0,189.0,64.0,20.0,11.0,199.0,203.0,opel
87.0,?,81.0,162.0,?,?,?,?,19.0,139.0,167.0,317.0,157.0,70.0,0.0,13.0,?,199.0,van
93.0,?,76.0,149.0,57.0,7.0,149.0,44.0,19.0,143.0,?,335.0,176.0,69.0,14.0,?,189.0,194.0,saab
107.0,55.0,98.0,?,?,7.0,240.0,?,26.0,?,258.0,866.0,?,?,?,1.0,186.0,184.0,bus
92.0,37.0,?,167.0,60.0,7.0,?,?,20.0,?,181.0,?,?,?,9.0,21.0,190.0,?,saab
86.0,43.0,66.0,130.0,?,?,152.0,?,19.0,?,177.0,340.0,?,81.0,6.0,14.0,?,?,bus
107.0,?,104.0,231.0,?,11.0,219.0,31.0,25.0,172.0,?,705.0,?,?,?,?,189.0,?,saab
?,44.0,72.0,150.0,64.0,?,154.0,44.0,19.0,144.0,181.0,350.0,?,80.0,0.0,?,?,187.0,bus
81.0,?,?,130.0,56.0,?,153.0,?,19.0,149.0,?,342.0,191.0,81.0,?,?,180.0,186.0,bus
?,44.0,72.0,?,61.0,7.0,?,?,19.0,143.0,?,317.0,183.0,81.0,6.0,?,181.0,?,?
?,?,85.0,163.0,66.0,11.0,156.0,44.0,20.0,158.0,?,355.0,?,74.0,7.0,?,?,195.0,?
90.0,36.0,74.0,?,60.0,8.0,157.0,42.0,19.0,128.0,177.0,367.0,123.0,61.0,6.0,21.0,197.0,204.0,saab
111.0,?,?,171.0,?,11.0,221.0,30.0,?,172.0,227.0,727.0,201.0,69.0,?,?,190.0,198.0,?
103.0,?,100.0,194.0,62.0,?,?,31.0,24.0,175.0,217.0,666.0,219.0,73.0,10.0,14.0,?,194.0,opel
89.0,40.0,58.0,137.0,?,7.0,122.0,54.0,17.0,?,?,225.0,150.0,63.0,7.0,4.0,199.0,206.0,van
87.0,47.0,81.0,?,62.0,9.0,?,45.0,19.0,152.0,171.0,325.0,181.0,72.0,?,6.0,?,198.0,?
