@relation dataset

@attribute vendor {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}
@attribute MYCT real
@attribute MMIN real
@attribute MMAX real
@attribute CACH real
@attribute CHMIN real
@attribute CHMAX real
@attribute erp real


@data
15,300.0,?,3000.0,?,?,24.0,25.0
?,300.0,768.0,?,6.0,6.0,24.0,?
?,300.0,?,4500.0,0.0,?,?,?
15,300.0,?,?,6.0,?,?,50.0
15,300.0,192.0,768.0,?,6.0,24.0,?
?,180.0,768.0,12000.0,6.0,?,?,?
16,330.0,1000.0,?,0.0,2.0,4.0,23.0
16,300.0,1000.0,4000.0,8.0,3.0,?,30.0
?,300.0,?,?,8.0,2.0,112.0,73.0
16,330.0,1000.0,2000.0,0.0,?,2.0,20.0
16,?,?,4000.0,0.0,3.0,?,25.0
?,140.0,2000.0,?,0.0,?,6.0,?
16,?,2000.0,?,?,?,8.0,29.0
?,?,?,?,8.0,?,20.0,32.0
?,140.0,2000.0,32000.0,32.0,1.0,20.0,175.0
16,?,2000.0,?,32.0,1.0,?,57.0
?,140.0,2000.0,?,?,?,?,?
16,?,2000.0,32000.0,?,1.0,?,?
16,140.0,2000.0,?,?,?,20.0,?
?,57.0,4000.0,16000.0,1.0,6.0,?,82.0
17,57.0,?,24000.0,64.0,12.0,?,171.0
17,?,?,32000.0,64.0,16.0,?,361.0
?,?,16000.0,32000.0,?,8.0,24.0,350.0
?,26.0,8000.0,?,?,8.0,?,?
17,26.0,8000.0,16000.0,0.0,8.0,16.0,113.0
17,?,?,512.0,0.0,?,?,?
?,203.0,1000.0,?,0.0,?,5.0,21.0
?,115.0,512.0,?,16.0,1.0,6.0,?
?,1100.0,512.0,1500.0,?,1.0,?,?
17,?,768.0,?,?,?,1.0,?
17,?,?,2000.0,0.0,1.0,?,20.0
17,400.0,2000.0,?,?,?,?,28.0
?,400.0,4000.0,?,0.0,1.0,1.0,45.0
?,?,1000.0,?,0.0,1.0,?,18.0
?,900.0,?,1000.0,0.0,1.0,?,?
?,900.0,1000.0,?,?,1.0,2.0,26.0
17,900.0,1000.0,?,8.0,1.0,?,28.0
17,?,?,4000.0,0.0,3.0,6.0,28.0
17,225.0,2000.0,?,8.0,3.0,?,31.0
?,?,2000.0,?,8.0,?,6.0,31.0
?,180.0,?,?,?,?,6.0,?
?,?,?,16000.0,?,1.0,6.0,?
?,?,2000.0,?,16.0,?,?,76.0
?,225.0,?,?,?,3.0,6.0,26.0
17,?,2000.0,12000.0,?,1.0,4.0,59.0
17,25.0,2000.0,?,?,?,?,?
?,17.0,?,16000.0,?,6.0,?,?
17,?,4000.0,?,?,?,12.0,116.0
17,?,?,?,0.0,?,0.0,?
?,1500.0,768.0,2000.0,0.0,?,?,20.0
?,?,?,2000.0,0.0,0.0,?,20.0
?,50.0,?,4000.0,0.0,?,6.0,30.0
?,50.0,?,8000.0,?,?,?,44.0
18,50.0,?,8000.0,?,1.0,6.0,44.0
18,50.0,2000.0,?,?,1.0,6.0,?
18,50.0,?,16000.0,24.0,?,6.0,?
?,?,8000.0,16000.0,48.0,?,10.0,128.0
19,?,1000.0,8000.0,?,2.0,?,37.0
?,?,?,8000.0,?,?,6.0,46.0
?,?,1000.0,8000.0,24.0,3.0,?,?
?,50.0,?,?,12.0,3.0,16.0,80.0
19,50.0,2000.0,16000.0,24.0,?,?,88.0
?,?,2000.0,16000.0,?,6.0,16.0,?
?,150.0,?,4000.0,?,8.0,128.0,33.0
21,115.0,?,8000.0,16.0,1.0,?,?
21,115.0,2000.0,4000.0,2.0,1.0,5.0,?
21,?,2000.0,8000.0,32.0,1.0,6.0,?
?,92.0,?,?,?,1.0,6.0,53.0
21,92.0,2000.0,?,4.0,?,6.0,?
21,75.0,?,16000.0,?,1.0,?,86.0
21,60.0,4000.0,16000.0,?,?,?,?
21,60.0,2000.0,?,?,?,?,107.0
?,?,4000.0,16000.0,64.0,?,8.0,?
21,?,?,16000.0,64.0,?,10.0,119.0
21,72.0,4000.0,16000.0,64.0,8.0,?,?
21,?,2000.0,8000.0,?,6.0,?,48.0
?,40.0,8000.0,16000.0,32.0,?,16.0,126.0
21,40.0,?,32000.0,64.0,?,24.0,266.0
21,?,8000.0,32000.0,?,?,24.0,270.0
?,?,16000.0,?,128.0,?,?,426.0
?,48.0,?,24000.0,?,8.0,24.0,151.0
21,?,?,?,?,?,24.0,?
21,30.0,?,32000.0,256.0,16.0,24.0,603.0
22,?,?,1000.0,0.0,1.0,4.0,19.0
?,?,1000.0,?,0.0,1.0,6.0,?
?,?,?,4000.0,0.0,1.0,6.0,26.0
?,56.0,2000.0,?,0.0,1.0,8.0,?
?,56.0,?,?,0.0,1.0,8.0,41.0
22,?,?,8000.0,?,1.0,8.0,47.0
22,?,4000.0,12000.0,0.0,1.0,8.0,62.0
?,?,4000.0,?,0.0,1.0,8.0,?
22,38.0,?,8000.0,?,16.0,?,?
?,38.0,4000.0,8000.0,32.0,16.0,32.0,?
22,?,8000.0,16000.0,64.0,?,8.0,142.0
22,38.0,?,?,?,4.0,8.0,281.0
22,38.0,4000.0,16000.0,128.0,?,?,190.0
?,200.0,?,?,?,?,2.0,21.0
23,200.0,?,4000.0,0.0,1.0,4.0,25.0
?,200.0,2000.0,8000.0,64.0,?,5.0,67.0
24,250.0,512.0,4000.0,0.0,1.0,7.0,24.0
24,?,512.0,4000.0,0.0,?,?,24.0
?,?,?,16000.0,1.0,1.0,8.0,64.0
?,?,512.0,4000.0,?,1.0,5.0,25.0
?,?,?,?,2.0,3.0,?,20.0
?,160.0,?,?,8.0,1.0,14.0,?
25,160.0,1000.0,?,16.0,1.0,?,43.0
25,160.0,?,8000.0,32.0,?,13.0,?
?,?,?,1000.0,?,?,?,19.0
26,240.0,512.0,2000.0,?,?,?,22.0
26,105.0,2000.0,?,?,3.0,8.0,31.0
26,105.0,2000.0,?,16.0,6.0,?,?
26,105.0,?,?,16.0,4.0,14.0,47.0
?,?,4000.0,?,32.0,?,12.0,99.0
26,70.0,?,12000.0,8.0,?,8.0,?
?,59.0,4000.0,?,?,6.0,12.0,81.0
26,?,8000.0,?,?,?,24.0,149.0
26,?,8000.0,24000.0,32.0,?,?,183.0
26,26.0,8000.0,32000.0,64.0,?,16.0,275.0
26,26.0,?,32000.0,128.0,24.0,?,382.0
27,116.0,2000.0,8000.0,?,?,28.0,56.0
27,?,?,?,24.0,6.0,?,182.0
?,50.0,2000.0,32000.0,48.0,?,52.0,227.0
27,?,?,32000.0,112.0,?,104.0,?
?,50.0,?,?,112.0,52.0,?,360.0
27,?,8000.0,?,96.0,?,176.0,919.0
27,?,8000.0,64000.0,128.0,?,176.0,978.0
?,?,262.0,4000.0,0.0,?,3.0,?
?,180.0,512.0,?,0.0,1.0,?,24.0
27,180.0,?,4000.0,0.0,1.0,3.0,24.0
27,?,?,4000.0,?,?,?,?
27,124.0,1000.0,?,?,1.0,8.0,?
27,?,1000.0,8000.0,?,?,8.0,?
?,125.0,?,?,0.0,2.0,14.0,41.0
29,480.0,512.0,?,?,?,0.0,47.0
29,?,?,4000.0,0.0,?,0.0,25.0
