@relation dataset

@attribute mcg real
@attribute gvh real
@attribute alm real
@attribute mit real
@attribute erl real
@attribute pox real
@attribute vac real
@attribute nuc real
@attribute class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}


@data
?,0.38,0.53,0.16,?,?,?,0.27,?
?,0.71,?,?,?,?,?,?,6
?,0.51,0.55,0.05,?,0.0,?,?,7
0.41,?,0.59,0.47,?,?,?,0.43,?
?,0.64,0.57,?,0.5,?,0.47,0.22,0
0.4,0.62,?,?,?,0.0,?,0.31,?
0.6,?,0.57,?,?,0.0,0.41,0.26,0
0.62,?,?,0.42,?,?,?,0.27,?
?,?,0.54,0.16,?,?,0.51,?,7
0.34,?,?,0.21,0.5,?,?,0.31,?
?,?,?,0.26,0.5,0.0,?,?,?
0.48,?,?,0.17,?,0.0,?,0.22,?
?,?,?,?,?,?,0.5,0.3,0
0.47,0.32,?,?,?,?,?,?,?
?,0.47,0.56,0.16,?,?,?,?,?
?,?,?,?,?,0.0,?,0.22,7
?,0.6,?,0.19,0.5,?,?,0.22,7
0.37,0.46,?,?,0.5,0.0,?,0.22,7
0.43,0.57,0.53,0.16,?,0.0,0.54,0.22,?
0.28,?,?,0.09,?,?,0.52,0.55,7
?,0.48,?,?,0.5,0.0,?,0.25,?
?,?,?,0.31,0.5,0.0,0.54,0.29,0
?,?,0.47,?,?,0.0,?,0.72,?
0.51,?,0.5,?,?,?,?,0.22,?
?,0.5,0.5,?,0.5,0.0,?,0.25,7
0.44,?,?,0.14,?,0.0,?,?,0
0.41,0.39,0.44,0.34,?,0.0,0.48,?,?
?,?,0.51,0.24,0.5,0.0,0.54,?,0
?,0.68,0.46,0.16,?,0.0,?,?,?
?,?,?,?,0.5,?,0.53,?,?
?,?,?,0.1,0.5,?,0.49,0.22,?
0.67,?,0.52,?,0.5,0.0,?,?,7
?,0.47,?,?,0.5,0.0,0.48,?,?
?,?,0.48,0.43,0.5,?,0.59,?,?
0.4,?,0.71,?,0.5,?,0.54,?,?
0.4,?,?,0.21,?,0.0,?,?,0
?,?,0.49,0.2,?,0.0,0.52,?,?
?,0.51,0.5,?,?,?,?,?,?
0.57,0.51,0.53,?,?,0.0,0.56,0.25,7
0.35,?,?,?,?,0.0,?,0.22,5
0.42,0.42,?,0.2,?,0.0,0.49,0.22,?
0.26,?,?,0.28,?,0.0,?,?,5
0.39,?,?,?,?,?,0.49,0.47,5
?,?,0.3,0.11,0.5,?,?,0.47,?
?,?,?,0.23,0.5,?,?,?,7
0.48,0.61,?,0.2,0.5,?,?,0.22,?
?,?,?,?,?,?,0.49,?,0
0.21,?,?,?,0.5,?,0.5,0.27,?
?,?,0.44,?,0.5,?,?,0.22,?
?,0.38,?,?,?,0.83,?,0.22,?
0.31,0.31,0.56,0.33,0.5,0.0,?,?,?
0.49,?,?,0.35,?,0.0,0.51,?,?
0.38,0.37,0.56,0.21,?,?,?,0.22,?
0.39,0.4,?,?,0.5,?,0.47,0.22,?
?,?,?,0.18,0.5,?,?,0.22,?
?,?,?,0.13,?,0.0,0.47,0.22,0
0.54,?,0.52,0.18,0.5,0.0,?,0.22,?
0.43,0.57,?,?,0.5,0.0,0.53,0.25,0
?,?,?,0.23,?,0.0,?,0.22,0
?,0.55,0.52,0.17,?,?,?,0.22,0
?,?,0.5,0.15,0.5,?,0.53,?,?
?,0.42,0.52,?,?,0.0,0.6,0.22,0
?,?,?,0.28,?,?,?,0.25,0
?,0.42,?,?,?,0.0,0.57,?,0
0.75,0.7,?,0.27,0.5,0.0,?,?,3
0.61,0.72,0.31,0.33,0.5,?,?,?,6
0.44,0.42,?,?,?,?,0.57,0.22,?
0.52,0.51,?,0.54,0.5,0.0,0.55,0.27,6
?,0.56,?,0.58,?,0.0,?,?,?
?,0.56,0.54,?,0.5,0.0,0.45,?,6
?,?,0.58,?,0.5,0.0,?,0.26,?
?,?,0.34,?,?,?,?,0.28,6
0.72,0.61,?,?,?,0.0,?,0.22,6
?,0.43,?,0.33,?,0.0,?,0.28,6
0.57,0.57,0.44,0.37,0.5,0.0,0.52,?,?
?,?,0.62,0.12,0.5,?,?,?,?
?,?,0.45,?,?,?,0.52,?,?
0.42,0.58,0.41,?,0.5,?,0.46,0.26,?
0.59,?,?,?,?,0.0,?,?,6
0.52,?,0.38,?,?,0.0,?,?,6
?,?,0.6,0.51,0.5,?,0.48,?,?
?,?,0.43,?,0.5,?,?,?,?
?,?,0.44,?,?,0.0,0.42,0.22,?
0.5,0.4,?,?,?,0.0,?,?,?
0.37,?,?,?,0.5,0.0,?,0.22,?
?,?,?,0.54,?,0.0,0.5,0.22,6
0.67,0.68,0.46,?,0.5,?,0.46,0.22,?
?,0.51,0.46,0.28,?,0.0,?,?,0
0.35,0.66,0.49,?,?,?,?,0.25,?
?,0.4,?,?,?,?,0.55,?,?
0.77,0.79,?,?,?,0.0,0.48,?,?
0.47,0.46,?,?,0.5,0.0,0.56,?,6
?,0.83,0.43,0.3,0.5,?,0.55,?,?
?,0.74,?,?,?,?,0.53,?,1
?,?,?,?,0.5,0.0,?,0.4,?
0.47,?,0.37,?,?,0.0,0.5,0.22,?
?,0.52,?,?,0.5,0.0,0.46,?,?
?,?,0.59,0.24,?,0.0,?,0.22,0
0.56,0.41,0.58,?,0.5,0.0,0.42,0.22,?
0.58,0.56,?,?,0.5,?,?,?,?
0.53,0.38,0.66,?,0.5,0.0,?,0.22,?
0.34,?,?,0.11,0.5,0.0,?,?,7
?,?,0.38,?,0.5,?,?,0.22,?
?,?,0.6,?,?,0.5,0.42,?,?
?,?,0.53,?,?,0.0,0.51,0.25,?
?,0.46,?,?,?,?,0.5,0.34,7
0.36,?,?,?,0.5,?,?,0.31,5
0.82,?,0.49,0.23,?,?,0.46,?,?
?,0.75,0.54,?,?,0.0,0.46,0.22,2
0.41,0.51,0.58,0.15,?,?,?,0.27,0
?,?,0.75,?,0.5,0.0,0.55,?,0
?,?,0.75,?,0.5,0.0,0.55,0.22,?
?,0.44,?,?,?,0.0,?,?,6
0.46,0.54,?,?,?,0.0,?,?,6
0.4,?,?,0.14,0.5,?,0.47,0.22,?
?,0.53,?,0.13,?,?,0.49,?,?
?,?,0.72,0.22,?,0.0,?,?,6
0.45,0.27,0.57,0.36,0.5,0.0,?,?,0
0.2,?,?,?,?,0.0,0.53,0.44,?
0.51,0.53,?,0.14,?,?,?,?,?
0.44,0.68,0.45,?,0.5,?,?,?,6
?,0.39,0.66,0.11,?,0.0,0.44,0.22,6
0.55,0.42,?,0.3,0.5,?,0.52,?,?
0.34,?,?,?,0.5,0.0,0.53,0.22,?
0.44,?,0.52,?,0.5,0.83,0.51,0.22,8
?,?,0.56,?,0.5,?,?,?,7
?,?,0.46,?,?,0.0,?,?,?
?,?,?,0.16,0.5,0.0,?,?,7
0.36,?,?,?,0.5,0.0,?,?,?
?,0.36,0.6,0.33,?,?,?,?,?
0.35,0.4,?,?,?,?,0.47,0.37,7
0.42,?,0.5,?,?,?,0.51,0.22,7
0.23,0.2,?,?,?,?,0.44,?,7
?,0.54,0.56,0.22,?,?,0.5,?,7
?,?,?,?,0.5,?,0.51,?,7
?,0.48,?,?,0.5,?,0.46,?,?
0.8,0.46,0.5,?,0.5,?,0.53,0.22,?
0.6,?,0.47,?,?,?,?,?,7
0.41,?,0.54,0.26,0.5,?,0.41,0.22,?
?,?,?,0.62,?,0.0,0.53,?,?
?,0.39,0.54,0.14,0.5,0.0,0.47,?,7
0.5,?,?,?,?,?,0.48,?,7
?,0.61,?,?,?,0.0,0.55,?,?
?,?,0.41,0.16,0.5,0.0,0.52,0.22,?
0.46,?,0.53,?,0.5,0.0,?,0.29,0
0.46,0.43,0.49,0.79,0.5,?,?,?,?
0.51,?,?,0.16,?,0.0,0.51,?,?
0.56,?,?,?,?,?,?,0.22,?
?,0.3,0.59,?,?,0.0,?,0.27,7
0.37,0.53,?,0.23,0.5,0.0,0.47,0.22,7
?,?,?,0.04,?,?,?,?,?
?,?,?,?,0.5,?,0.54,?,?
?,?,?,0.21,0.5,?,?,?,?
0.35,0.39,0.57,?,?,0.0,0.48,0.22,7
?,0.49,0.3,0.22,?,?,?,0.31,5
?,0.7,0.32,?,?,0.0,?,0.22,3
?,0.46,0.53,0.11,0.5,?,?,0.48,?
?,0.56,0.54,?,?,0.0,?,0.22,?
?,?,0.53,0.32,?,?,?,0.22,0
0.29,?,0.4,?,?,?,0.53,?,?
?,0.75,?,0.14,?,?,0.46,0.22,?
0.71,0.56,?,0.27,0.5,?,0.52,?,?
?,?,0.43,?,?,0.0,?,0.22,5
0.54,?,0.49,0.34,?,0.0,?,0.22,0
0.57,?,?,?,0.5,?,0.52,?,?
?,0.58,?,0.19,?,0.0,?,?,?
0.92,?,0.4,0.22,?,?,0.54,0.22,?
0.55,0.56,?,0.14,?,0.0,?,0.22,0
0.63,0.61,?,0.22,0.5,0.0,?,0.22,?
?,0.53,0.38,0.18,?,?,?,0.22,?
?,0.46,0.43,0.19,?,0.0,?,?,5
?,?,0.55,0.12,?,?,0.52,?,0
0.34,?,0.45,?,0.5,0.0,?,?,?
?,0.58,?,?,0.5,0.0,?,0.22,?
0.53,?,0.42,?,0.5,?,?,0.22,5
0.73,0.55,0.41,0.16,?,0.0,0.46,0.22,?
0.55,0.46,?,0.31,0.5,0.0,0.58,0.48,?
0.35,0.6,?,0.13,?,?,0.52,?,?
?,0.8,?,0.4,1.0,0.0,0.54,?,?
0.77,0.87,?,?,0.5,?,0.48,?,2
0.35,0.46,?,?,1.0,?,?,?,?
0.43,?,0.48,?,?,?,0.5,?,?
?,0.61,?,0.26,?,?,?,?,?
0.63,0.62,0.42,0.12,?,0.0,0.52,?,?
?,?,0.51,0.18,0.5,0.0,0.5,?,0
0.56,?,?,?,0.5,0.0,?,0.22,0
?,0.6,0.51,?,0.5,?,?,0.22,?
?,?,?,0.15,?,0.0,0.49,?,?
?,?,0.33,0.17,0.5,0.0,0.55,?,5
0.54,?,?,0.22,0.5,?,0.48,0.22,?
?,0.44,0.28,?,?,?,?,?,?
0.33,0.44,0.49,0.08,0.5,0.0,?,?,?
0.81,0.82,0.41,0.36,?,0.0,?,?,?
0.69,?,0.51,?,0.5,?,?,?,?
?,0.48,0.44,?,0.5,?,0.55,?,8
?,?,0.57,0.17,?,0.0,?,?,0
0.74,?,0.47,0.25,?,0.0,?,?,?
0.54,?,0.52,?,0.5,0.0,0.59,0.67,?
0.42,?,0.4,0.17,0.5,0.0,0.5,0.26,?
?,0.77,0.34,0.47,?,0.0,?,0.31,3
?,0.9,0.39,?,0.5,?,0.53,?,?
?,?,0.56,?,?,?,?,0.22,?
?,?,?,?,?,?,?,0.28,?
0.41,0.39,0.51,?,?,?,?,?,?
?,?,?,0.22,?,?,?,?,?
?,?,?,0.31,0.5,?,0.55,?,?
?,0.56,0.36,?,0.5,?,0.53,?,5
?,?,0.36,0.78,0.5,?,0.49,0.5,?
0.51,0.58,0.54,0.29,?,?,0.53,?,0
?,?,0.62,?,?,0.0,?,0.22,7
?,0.66,0.57,?,0.5,?,0.57,?,0
?,?,?,?,0.5,?,0.57,0.22,?
?,0.58,?,0.15,0.5,?,0.52,0.29,?
0.56,?,?,0.16,0.5,0.0,?,?,?
0.44,0.51,?,0.15,?,0.0,0.51,0.22,?
0.44,0.44,?,0.15,?,0.0,?,?,?
?,0.5,0.48,0.17,?,?,?,0.26,?
0.6,?,0.49,0.3,?,?,?,0.22,7
0.49,?,0.34,0.21,0.5,0.0,?,?,?
0.35,?,?,?,0.5,0.0,0.53,0.36,7
?,0.69,0.43,0.33,?,?,0.58,?,3
0.23,0.3,0.58,?,?,0.0,0.48,0.27,?
0.45,?,0.52,?,0.5,?,0.5,?,?
0.51,0.35,0.46,?,0.5,0.0,?,0.42,0
?,0.39,0.47,?,?,0.0,?,0.27,0
0.32,?,?,0.2,0.5,0.0,?,0.28,?
?,0.65,?,?,0.5,0.0,?,0.31,?
?,?,0.41,0.11,0.5,?,0.54,?,0
0.37,0.33,?,?,?,0.0,?,?,?
?,0.56,?,0.17,?,?,?,0.22,0
?,0.54,0.59,?,?,0.0,?,?,?
0.31,?,?,0.18,?,?,0.52,0.29,?
?,?,0.47,?,?,0.0,?,?,7
?,0.56,0.57,0.18,0.5,0.0,0.45,0.25,7
?,?,?,0.09,?,?,?,0.27,7
0.43,?,0.54,?,0.5,0.0,0.45,0.26,7
0.6,0.4,0.59,0.18,?,?,0.48,0.22,0
0.91,0.69,?,?,?,0.0,0.56,0.22,?
?,0.47,0.53,0.12,0.5,0.0,0.48,0.22,0
0.59,0.43,?,0.19,0.5,0.0,0.55,0.27,?
0.64,0.53,?,0.13,?,0.0,0.53,0.22,?
?,?,0.34,0.13,?,0.0,?,0.22,?
0.52,0.51,0.51,?,0.5,0.0,0.51,0.4,?
?,?,0.48,?,0.5,0.0,0.55,0.25,?
?,0.47,0.52,?,0.5,0.0,0.53,?,0
?,0.39,?,0.18,0.5,0.0,?,0.22,?
?,?,?,?,0.5,0.0,?,0.22,0
?,0.54,0.58,?,0.5,?,?,0.36,7
?,?,?,?,?,?,?,?,?
0.34,?,?,?,0.5,?,?,0.33,?
?,?,?,0.1,?,?,0.48,?,5
0.74,0.53,0.5,?,?,0.0,?,0.31,0
0.69,?,?,?,?,0.0,?,?,?
?,?,0.47,?,?,?,0.46,?,?
0.44,?,0.48,?,0.5,?,?,0.22,?
0.31,0.45,?,?,?,?,?,0.22,?
?,0.41,0.56,0.21,?,?,?,?,?
?,?,?,?,0.5,?,?,?,7
?,0.48,0.5,?,0.5,0.0,0.54,0.5,0
0.58,?,?,0.1,0.5,?,0.46,?,7
?,?,?,?,?,0.0,?,?,7
?,0.45,?,?,0.5,?,?,?,0
?,0.41,?,0.26,?,?,0.51,?,0
?,0.6,0.53,?,?,0.0,0.47,?,7
?,?,0.49,?,0.5,0.0,0.49,?,6
?,?,0.61,0.13,0.5,0.0,?,0.22,?
?,?,0.44,?,0.5,?,?,0.63,7
?,0.49,?,0.17,0.5,0.0,?,?,7
?,0.51,?,?,0.5,0.0,0.46,0.22,7
?,0.57,?,?,?,?,?,?,?
0.21,0.38,?,?,?,0.0,0.51,0.45,?
?,?,0.57,?,0.5,?,?,0.26,7
?,?,0.54,?,0.5,?,?,0.33,?
?,0.59,?,?,0.5,0.0,?,?,?
0.48,?,0.47,?,0.5,0.0,?,?,?
?,?,0.53,?,0.5,?,0.42,0.38,0
0.47,0.45,0.53,0.62,?,0.0,?,?,?
0.53,0.43,0.47,?,?,?,0.58,?,?
?,0.45,0.56,0.16,?,?,0.56,?,?
0.44,?,?,?,0.5,0.0,0.55,0.37,7
?,?,?,0.24,?,?,?,0.18,?
0.37,?,0.58,0.24,?,?,?,0.18,7
?,?,0.55,?,?,0.0,0.37,?,7
0.39,0.39,?,0.52,?,0.0,0.37,?,7
?,?,?,0.29,0.5,?,?,?,?
?,?,?,0.09,0.5,?,0.52,0.42,?
?,0.57,?,?,0.5,?,?,0.42,?
?,?,0.56,0.19,?,?,0.54,0.22,?
0.51,?,0.3,?,0.5,?,?,0.27,?
0.53,0.68,?,?,0.5,?,0.54,0.27,5
0.37,?,0.64,0.35,0.5,0.0,0.47,?,7
0.51,?,0.58,?,0.5,?,?,?,7
0.49,?,0.59,?,?,0.0,0.51,?,?
0.51,?,?,0.22,?,0.0,?,0.28,?
?,0.53,0.53,0.17,?,?,0.49,0.37,7
0.29,0.68,?,?,?,?,?,0.37,7
?,0.45,0.49,0.15,?,?,?,?,?
0.33,0.28,?,0.24,0.5,?,?,0.22,?
0.85,?,0.3,?,?,0.0,0.55,0.42,?
?,0.39,0.51,0.28,?,?,0.4,?,7
?,?,?,0.16,?,0.0,?,?,0
?,?,0.61,?,0.5,?,0.52,?,7
?,0.53,?,?,0.5,?,?,?,6
0.66,?,?,?,0.5,?,0.49,?,0
0.44,?,0.58,?,?,?,0.57,0.25,0
0.37,0.62,0.34,?,0.5,?,0.51,0.22,?
0.45,?,0.51,0.64,?,?,0.54,0.22,6
?,0.46,0.52,?,0.5,?,?,0.26,6
0.61,0.54,0.49,?,?,0.0,?,0.47,?
0.44,?,?,0.37,?,?,?,?,?
0.44,?,?,?,0.5,0.0,0.5,?,?
0.32,?,?,?,?,?,?,0.32,7
0.34,0.34,0.61,?,?,?,?,0.32,?
?,0.68,?,0.59,?,?,0.54,0.27,?
?,0.3,0.49,0.28,0.5,0.0,0.54,?,?
?,0.43,0.5,?,?,?,0.5,0.22,0
0.3,0.5,0.34,0.26,?,?,?,?,5
0.49,?,?,?,?,0.0,0.5,?,5
?,0.4,0.3,0.23,0.5,?,?,?,?
0.43,?,0.3,?,?,?,0.51,?,5
0.43,0.45,0.37,?,?,0.0,?,?,?
0.45,?,?,?,0.5,0.0,?,?,?
0.45,?,?,?,?,0.0,0.51,?,?
0.42,?,?,0.17,?,0.0,?,?,5
0.52,?,?,0.1,?,?,0.48,?,?
0.53,?,0.49,?,?,0.0,0.52,0.22,?
?,?,?,?,0.5,?,0.53,0.22,?
0.51,0.43,0.63,0.18,0.5,0.0,0.52,?,?
?,0.52,0.48,?,0.5,?,?,?,?
0.55,0.49,0.5,?,?,0.0,?,?,?
0.5,0.46,0.52,?,?,0.0,?,0.26,0
0.5,0.53,?,?,?,?,?,0.22,?
0.45,?,0.53,0.74,?,0.0,?,0.25,?
?,?,0.55,0.67,?,?,0.48,0.22,?
0.54,0.45,?,?,0.5,0.0,0.52,0.26,?
0.67,0.51,?,?,?,?,0.51,0.22,?
0.35,0.49,0.47,0.22,?,?,?,?,?
?,0.63,?,?,0.5,?,?,?,?
?,?,?,?,0.5,?,0.48,0.25,0
?,?,0.59,?,0.5,?,0.51,?,7
0.45,0.38,?,0.18,?,0.0,?,?,?
0.43,?,?,?,0.5,0.0,0.55,?,0
?,0.59,?,?,?,0.0,?,?,5
0.4,?,?,?,?,?,?,0.26,?
0.89,0.81,?,?,?,0.0,?,0.63,?
?,?,?,0.22,0.5,?,0.44,0.22,?
?,0.57,?,?,0.5,?,0.52,0.22,6
0.49,0.41,0.32,0.21,0.5,0.0,?,?,5
0.35,0.53,?,?,0.5,?,?,0.32,5
?,?,0.61,0.13,?,?,?,0.27,?
0.5,0.46,0.42,?,?,0.0,?,?,5
?,?,0.43,?,?,?,?,0.22,?
0.5,?,?,0.3,?,0.0,?,0.4,7
?,?,?,0.44,0.5,?,?,?,6
?,?,0.34,?,0.5,?,?,0.26,5
?,0.51,?,?,?,?,0.45,?,?
0.7,0.73,0.37,0.37,?,?,?,?,?
?,?,0.32,0.37,0.5,?,?,0.22,?
?,0.61,0.39,0.3,?,0.0,0.57,?,?
0.47,0.43,0.35,0.32,?,?,0.54,?,5
?,0.25,?,0.14,0.5,?,?,?,0
0.23,0.34,?,0.28,?,0.0,?,?,7
0.85,?,?,?,1.0,?,0.55,0.25,?
0.34,0.31,?,0.37,0.5,?,?,0.3,7
?,?,0.47,0.26,0.5,0.0,?,0.31,?
?,0.63,0.34,?,0.5,?,?,0.33,?
?,0.73,0.38,?,?,0.0,?,?,3
?,0.51,0.54,?,0.5,?,?,?,6
0.53,0.5,0.54,0.56,?,?,0.49,0.41,?
?,0.63,?,?,0.5,0.0,?,?,?
0.89,?,0.36,?,?,0.0,0.44,?,?
0.48,?,?,?,?,0.0,?,0.37,?
?,?,?,0.22,0.5,0.0,0.44,?,?
0.57,?,0.48,0.16,?,?,0.51,0.22,?
?,?,0.53,?,?,?,?,?,0
?,0.49,?,?,0.5,0.0,0.5,0.27,?
0.43,?,?,?,?,0.0,?,0.27,?
0.84,?,?,?,0.5,?,0.28,?,3
?,0.56,0.56,?,?,?,?,0.22,0
?,?,?,?,0.5,0.0,?,0.22,4
?,0.92,0.5,0.37,?,0.0,?,0.32,1
?,0.55,0.29,0.32,?,0.0,?,0.22,?
?,0.83,?,?,?,0.0,?,?,?
0.43,0.45,?,0.14,?,0.0,0.5,0.31,?
0.52,?,?,0.28,?,?,0.54,0.22,?
0.77,?,?,0.33,0.5,?,0.57,?,?
0.76,?,0.56,0.34,0.5,?,0.51,?,4
0.58,?,?,?,?,0.0,0.54,0.3,?
0.94,?,?,0.49,0.5,0.0,0.54,0.22,?
?,0.44,0.57,0.18,0.5,?,?,?,?
0.42,0.51,0.39,?,0.5,0.0,0.49,0.26,?
0.52,0.48,?,0.55,?,?,0.48,0.22,0
0.42,0.32,?,?,?,?,?,0.22,?
0.43,0.38,?,0.24,0.5,?,?,?,?
?,0.57,?,0.61,?,?,0.51,?,6
0.83,?,0.52,?,?,?,?,?,4
0.36,0.34,0.46,?,?,0.0,?,0.22,4
?,?,?,?,?,0.0,?,0.37,0
?,?,?,?,0.5,?,0.56,?,?
0.44,?,0.44,0.13,?,0.0,0.49,0.42,7
?,0.62,0.54,0.19,0.5,0.0,0.5,?,6
0.46,?,?,0.18,?,?,0.49,?,5
?,0.5,?,?,0.5,?,?,0.31,?
?,0.44,?,0.22,?,0.0,?,?,?
