@relation dataset

@attribute vendor {adviser, amdahl, apollo, basf, bti, burroughs, c.r.d, cdc, cambex, dec, dg, formation, four-phase, gould, hp, harris, honeywell, ibm, ipl, magnuson, microdata, nas, ncr, nixdorf, perkin-elmer, prime, siemens, sperry, sratus, wang}
@attribute MYCT real
@attribute MMIN real
@attribute MMAX real
@attribute CACH real
@attribute CHMIN real
@attribute CHMAX real
@attribute erp real


@data
?,?,?,?,?,?,12.0,81.0
?,?,?,16000.0,?,12.0,24.0,?
?,?,?,?,?,8.0,16.0,183.0
?,?,?,?,?,12.0,?,?
?,?,?,?,?,?,?,382.0
?,?,?,?,32.0,5.0,?,?
?,?,?,32000.0,?,6.0,?,?
?,?,?,32000.0,48.0,?,52.0,227.0
sperry,?,?,?,?,?,?,341.0
?,50.0,4000.0,?,112.0,52.0,?,360.0
sperry,?,8000.0,?,96.0,?,?,919.0
?,?,?,?,?,?,?,?
?,?,?,4000.0,0.0,1.0,3.0,?
?,?,?,?,0.0,?,?,24.0
sperry,180.0,262.0,?,?,?,?,24.0
?,?,?,?,?,?,?,24.0
?,?,1000.0,?,?,1.0,8.0,?
sperry,98.0,?,?,?,2.0,8.0,?
sratus,125.0,2000.0,?,?,2.0,?,41.0
?,?,512.0,?,?,0.0,0.0,?
wang,?,1000.0,4000.0,?,?,?,25.0
