@relation dataset

@attribute vendor {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}
@attribute MYCT real
@attribute MMIN real
@attribute MMAX real
@attribute CACH real
@attribute CHMIN real
@attribute CHMAX real
@attribute erp real


@data
?,?,?,16000.0,?,?,?,?
26,26.0,8000.0,24000.0,32.0,?,?,183.0
26,?,8000.0,32000.0,?,12.0,?,275.0
?,?,8000.0,?,128.0,24.0,32.0,?
?,?,?,?,32.0,?,?,?
?,50.0,2000.0,32000.0,24.0,6.0,26.0,182.0
?,?,?,32000.0,?,?,?,?
27,?,?,32000.0,?,?,?,?
?,50.0,4000.0,32000.0,?,?,?,360.0
?,?,8000.0,64000.0,?,12.0,?,?
?,?,?,?,?,12.0,?,?
?,180.0,?,4000.0,?,?,?,?
?,?,512.0,?,?,1.0,?,?
?,180.0,?,?,0.0,1.0,?,?
?,?,?,4000.0,?,1.0,3.0,?
27,?,1000.0,?,?,?,?,37.0
?,98.0,?,?,32.0,2.0,?,50.0
28,125.0,?,?,?,?,14.0,41.0
29,?,?,?,?,0.0,?,?
29,?,?,?,0.0,0.0,?,25.0
