@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real


@data
?,?,0.895,?,?,?,?
?,0.604,0.836,?,?,?,4.194
?,?,1.0,0.0,?,?,3.447
2.512,?,1.293,?,0.0,?,?
?,?,?,0.0,0.0,?,?
?,?,?,0.0,?,?,2.07
?,0.223,?,?,?,?,?
?,?,?,?,0.0,1.506,?
2.512,0.134,?,0.0,?,?,?
?,0.854,?,0.0,?,?,?
?,?,2.261,?,?,?,?
?,?,?,0.0,0.0,?,?
2.98,0.251,?,?,0.0,?,?
3.462,?,?,?,?,?,?
2.755,?,?,0.0,?,0.996,?
2.755,?,?,?,?,?,?
2.024,?,1.328,0.0,?,?,5.052
2.609,0.604,1.529,?,0.0,?,?
2.878,?,?,?,?,?,2.436
?,0.134,1.215,?,?,?,2.567
?,?,1.762,0.0,?,-0.534,1.795
1.251,?,1.126,0.0,0.0,?,?
?,?,?,?,?,?,?
?,?,?,?,?,-0.128,?
?,?,?,0.0,0.0,?,1.932
1.961,?,1.27,0.0,0.0,0.156,?
2.462,?,?,0.0,0.0,?,1.524
1.778,0.223,1.203,?,?,?,3.048
?,?,?,0.0,0.0,?,5.115
3.316,0.223,?,0.0,1.0,1.795,?
?,?,1.128,?,?,?,4.366
4.171,0.693,?,0.0,?,2.849,?
?,0.223,1.571,0.0,1.0,1.795,2.94
3.441,?,1.667,?,?,?,4.538
?,?,1.696,?,?,2.604,?
?,0.134,1.641,0.0,?,?,?
?,0.223,?,?,0.0,?,?
?,?,?,0.0,0.0,-0.226,3.206
?,0.331,2.072,0.0,?,?,?
?,0.405,2.003,?,?,?,?
?,?,1.417,?,?,3.124,?
?,0.134,?,?,0.0,0.468,?
?,?,?,0.0,?,?,?
3.361,0.223,1.437,?,?,?,3.168
3.52,0.223,?,0.0,?,2.129,?
?,0.56,?,0.0,?,?,?
?,?,1.52,0.0,0.0,3.126,?
?,?,?,0.0,0.0,?,3.252
3.277,?,1.633,?,?,?,?
?,?,1.5,?,?,?,3.936
3.277,0.486,?,0.0,?,2.604,5.47
?,0.496,2.047,0.0,0.0,-0.917,1.842
?,0.56,?,?,0.0,-0.917,?
?,0.486,1.343,0.0,?,?,?
?,?,?,?,?,?,3.719
?,0.251,?,0.0,?,?,?
?,0.223,?,?,?,?,3.507
3.316,?,?,?,?,1.795,?
?,0.604,?,?,?,?,?
?,0.134,?,?,0.0,3.186,?
?,0.223,?,?,0.0,3.186,?
3.199,?,2.033,?,?,?,?
2.57,1.028,2.137,?,?,1.466,2.973
?,?,?,?,?,?,3.182
?,0.223,?,?,?,?,?
?,?,?,?,0.0,?,4.822
?,?,?,?,?,-0.937,0.33
3.98,?,?,?,?,?,4.819
4.114,?,?,?,?,?,?
4.237,0.223,?,0.0,?,?,5.268
?,?,?,?,?,5.579,?
?,?,?,?,1.0,0.496,?
?,?,?,0.0,1.0,?,?
?,?,?,?,?,2.813,?
2.641,?,?,0.0,?,1.697,?
3.38,0.638,?,0.0,1.0,?,4.38
2.544,?,?,?,0.0,1.064,?
?,?,?,0.0,0.0,1.209,?
?,1.834,?,?,2.0,?,8.471
?,1.501,?,?,0.0,?,?
3.728,?,?,?,?,?,5.574
3.358,?,?,?,?,1.89,?
2.96,?,1.53,?,1.0,?,5.244
?,0.693,?,0.0,?,5.426,?
?,?,?,?,?,3.461,?
3.023,0.56,1.168,?,1.0,2.294,3.924
2.585,?,?,?,?,?,6.379
1.925,?,?,?,0.0,?,?
2.454,1.075,0.951,?,?,2.359,4.96
?,?,?,?,0.0,1.701,3.766
?,0.711,0.849,?,?,?,?
?,?,?,?,?,?,?
2.031,?,0.822,?,?,?,?
1.965,?,?,0.0,?,?,?
3.351,0.496,?,0.0,0.0,1.097,?
3.452,?,?,?,?,?,?
?,?,1.327,0.0,?,?,5.642
2.359,0.405,?,?,?,0.893,?
2.085,1.079,0.895,0.0,?,?,4.79
1.962,0.934,0.819,0.0,0.0,?,4.296
3.041,0.947,?,?,?,?,6.607
2.377,?,0.938,0.0,?,2.239,?
3.023,?,?,1.0,0.0,?,?
?,0.56,?,1.0,?,0.922,?
?,0.923,?,?,?,?,?
3.103,?,?,0.0,?,2.193,3.267
?,?,?,?,?,?,3.933
?,1.47,?,0.0,2.0,?,4.486
?,?,?,?,0.0,?,4.305
?,?,0.835,0.0,?,?,?
?,?,?,1.0,?,2.723,4.35
2.868,1.286,?,?,?,?,4.809
?,?,2.162,0.0,0.0,2.273,4.499
3.378,0.134,?,?,0.0,3.395,?
2.961,0.405,?,?,0.0,?,2.604
3.52,?,?,1.0,?,2.129,?
?,?,1.023,?,?,?,4.07
2.778,?,?,1.0,?,1.49,?
?,?,?,?,0.0,?,3.727
3.281,0.693,?,?,?,?,3.095
?,0.405,0.814,0.0,0.0,?,?
?,?,?,1.0,?,?,2.65
2.507,?,1.5,0.0,?,?,?
3.462,0.405,?,?,1.0,?,?
?,?,?,1.0,?,?,?
3.026,?,?,0.0,?,1.373,?
2.429,0.405,?,?,?,?,?
?,?,1.43,0.0,?,0.434,?
?,0.134,1.551,0.0,?,?,?
2.534,?,1.619,?,?,-1.186,?
4.077,0.956,1.909,?,0.0,3.234,4.448
?,?,1.312,?,2.0,0.749,?
?,0.64,1.727,?,0.0,?,?
?,?,?,0.0,1.0,0.133,?
1.667,1.278,1.5,?,?,?,?
?,?,1.223,?,?,?,?
?,0.223,?,0.0,0.0,?,?
?,?,?,0.0,2.0,5.469,6.897
?,?,?,?,1.0,?,?
?,0.223,1.248,?,?,4.177,?
2.119,?,1.179,?,?,0.982,1.05
?,0.56,1.637,?,?,?,3.926
?,1.38,1.264,?,?,?,?
?,?,1.316,0.0,2.0,?,3.451
?,?,?,?,?,?,?
?,?,0.847,?,0.0,2.859,4.967
2.639,?,?,?,0.0,?,?
2.47,?,?,?,?,?,6.351
?,?,1.227,?,2.0,2.573,6.207
?,?,?,0.0,?,2.922,4.68
?,1.695,?,0.0,0.0,?,4.475
?,?,?,?,?,?,3.24
3.08,?,1.079,?,?,?,5.478
3.012,?,?,0.0,?,?,?
?,?,?,?,1.0,3.818,?
?,?,?,?,?,?,7.045
2.024,?,?,?,1.0,?,1.307
3.739,?,?,1.0,?,?,?
3.426,0.693,?,0.0,1.0,1.294,3.025
2.878,?,?,0.0,?,?,?
?,1.263,1.471,1.0,?,?,?
3.286,0.357,?,?,0.0,?,1.771
?,0.405,?,1.0,1.0,?,4.603
?,0.973,?,0.0,?,1.121,?
?,?,?,?,2.0,?,?
?,?,?,3.0,2.0,2.545,?
?,?,1.747,?,2.0,?,4.051
?,0.331,1.891,?,0.0,?,?
2.429,0.405,1.927,?,?,?,?
3.029,?,?,?,?,?,?
?,?,?,?,?,3.562,4.51
?,?,?,?,?,?,3.007
?,0.405,?,0.0,1.0,?,?
3.462,0.405,?,0.0,1.0,2.06,?
?,?,?,0.0,0.0,?,?
?,?,0.913,0.0,?,3.574,6.564
?,?,?,?,?,?,?
4.285,?,?,?,?,?,?
?,?,?,0.0,?,?,?
?,?,?,?,?,2.242,?
?,?,?,?,0.0,?,3.109
?,0.854,1.944,?,?,?,?
?,0.811,?,?,2.0,-0.059,?
?,0.798,?,?,?,?,?
?,?,?,0.0,?,?,?
?,0.56,1.127,?,?,?,?
?,1.182,?,0.0,1.0,?,?
3.134,?,1.319,?,?,?,2.739
3.514,?,?,?,0.0,3.315,?
?,?,?,?,0.0,2.786,4.338
2.217,?,0.875,0.0,?,1.769,?
?,?,?,?,?,?,1.134
?,?,1.155,?,?,?,5.178
2.685,?,1.145,?,0.0,?,?
?,0.405,?,0.0,?,1.246,3.11
2.961,0.405,1.388,?,0.0,?,3.07
?,?,?,?,0.0,?,2.883
?,0.965,?,0.0,?,4.038,?
1.883,?,?,0.0,?,?,?
3.432,0.638,?,?,?,1.459,5.339
?,?,1.614,?,0.0,1.587,?
?,?,?,?,0.0,?,6.5
?,?,?,?,?,3.182,?
?,1.182,?,0.0,2.0,?,?
?,?,1.22,0.0,0.0,?,?
3.035,0.223,?,0.0,0.0,1.209,?
?,?,1.12,?,?,?,?
3.867,?,1.4,?,?,?,?
?,1.098,1.752,0.0,?,?,?
2.441,?,?,0.0,?,?,4.92
?,?,1.19,?,?,?,?
?,?,0.88,0.0,0.0,?,?
?,?,0.523,0.0,0.0,?,?
?,?,0.653,?,?,?,?
?,1.275,?,0.0,1.0,?,?
4.461,?,?,?,?,?,?
3.087,?,0.96,?,?,?,?
?,0.0,1.125,?,0.0,4.044,5.51
3.113,?,?,1.0,1.0,4.038,6.143
?,0.452,1.529,?,?,0.242,2.115
?,?,0.793,?,0.0,?,5.189
?,?,?,?,?,?,5.383
?,0.496,?,1.0,0.0,?,?
?,?,?,0.0,?,1.661,?
?,?,0.839,0.0,?,?,4.886
3.739,?,?,?,1.0,?,?
2.251,?,?,0.0,?,?,?
?,?,?,?,?,?,6.317
?,?,1.287,?,0.0,1.467,2.74
?,?,1.134,?,?,4.207,?
?,?,1.455,?,?,?,5.82
?,?,0.764,0.0,?,?,?
?,?,2.095,?,?,2.59,?
?,?,?,?,1.0,?,?
?,1.317,1.288,?,?,2.689,?
?,1.371,?,?,1.0,?,?
?,0.887,0.954,0.0,?,?,?
?,?,?,?,0.0,?,3.458
?,?,?,0.0,2.0,3.618,5.667
?,?,?,0.0,0.0,?,?
4.829,?,1.521,?,4.0,?,?
?,0.988,?,0.0,?,2.481,?
4.037,0.134,1.563,0.0,?,3.806,5.18
2.137,0.223,1.179,?,?,0.655,?
3.421,?,?,?,?,1.57,5.029
?,?,1.284,?,0.0,2.2,4.697
3.252,0.499,0.832,?,0.0,4.416,4.674
?,?,0.832,0.0,?,?,?
3.739,?,?,?,0.0,?,?
?,0.331,1.629,0.0,0.0,0.874,?
?,0.956,?,?,0.0,-2.03,3.638
3.274,?,?,?,?,3.311,6.54
?,0.223,?,0.0,0.0,1.064,3.38
2.08,?,0.788,?,0.0,?,4.961
2.8,0.693,1.091,0.0,?,?,3.603
3.9,?,?,?,1.0,?,?
?,0.918,?,?,?,?,?
2.111,?,1.298,?,?,?,?
3.609,0.811,?,?,?,?,?
?,?,?,?,?,?,4.182
?,?,1.527,0.0,1.0,?,3.841
2.818,?,?,0.0,?,?,3.726
2.442,0.934,0.984,0.0,?,3.259,4.208
?,0.134,?,?,0.0,?,4.305
4.535,0.56,1.137,?,?,4.332,?
?,?,?,0.0,0.0,?,?
2.198,0.798,0.79,0.0,?,2.056,?
?,?,1.584,0.0,2.0,?,?
?,1.031,?,?,?,-0.463,4.512
4.121,0.829,1.551,?,1.0,?,?
?,0.907,?,0.0,0.0,3.046,3.775
?,?,?,?,0.0,?,?
?,0.56,1.749,?,2.0,1.117,?
?,?,0.888,?,?,6.515,?
?,?,1.077,?,0.0,?,4.22
4.085,0.134,?,0.0,0.0,4.234,5.63
?,?,?,?,1.0,?,3.1
2.079,0.988,?,?,1.0,?,?
?,0.134,?,?,?,3.386,4.064
3.33,?,?,?,?,?,3.691
?,?,?,0.0,?,2.433,?
3.691,?,?,0.0,?,1.746,?
?,?,1.17,?,?,?,?
3.501,0.405,?,?,1.0,?,5.147
?,?,?,0.0,?,?,3.112
3.38,?,0.903,0.0,?,3.184,5.278
3.332,?,?,0.0,?,3.051,4.891
3.578,?,1.406,?,?,2.391,?
2.857,?,2.282,0.0,?,2.357,4.295
2.634,?,?,0.0,?,?,?
2.836,?,1.046,0.0,?,4.452,?
3.179,0.0,0.805,?,0.0,?,?
?,0.251,1.506,0.0,?,1.564,?
3.026,0.251,2.164,?,?,0.314,?
?,0.0,?,0.0,?,4.431,?
?,0.331,1.313,0.0,0.0,0.652,2.961
?,1.275,0.804,?,0.0,?,?
?,?,?,?,?,?,6.484
3.128,?,?,?,?,4.017,?
?,1.028,1.162,?,?,?,?
?,1.273,1.132,?,?,2.931,?
?,1.621,?,?,0.0,?,?
?,?,?,?,?,?,?
?,?,1.15,0.0,0.0,?,2.44
2.548,?,1.051,?,0.0,?,?
?,?,1.278,?,0.0,1.602,4.508
3.196,1.38,?,?,?,?,6.018
3.378,1.38,1.25,0.0,?,?,4.854
?,1.593,?,0.0,0.0,3.32,6.023
1.983,?,2.105,0.0,0.0,?,5.062
?,0.452,1.843,?,0.0,?,?
?,?,1.418,?,1.0,1.878,5.018
3.174,?,?,?,?,?,7.382
3.567,0.711,1.501,?,?,1.759,?
?,0.58,1.685,0.0,?,?,?
?,1.025,1.055,?,?,?,3.838
3.311,?,?,?,3.0,-0.165,?
0.667,1.03,?,0.0,0.0,?,5.558
?,?,1.404,0.0,1.0,?,?
2.862,?,?,?,?,?,6.171
?,0.93,0.846,?,0.0,?,4.739
2.74,1.04,1.603,?,1.0,2.646,4.215
3.001,0.651,?,?,0.0,4.203,?
3.378,1.38,?,0.0,?,1.654,?
?,?,?,?,?,2.433,?
?,?,?,?,?,3.522,5.19
?,?,2.108,0.0,0.0,?,?
?,?,?,?,?,3.842,?
?,?,?,?,0.0,?,?
?,1.718,1.248,0.0,?,?,4.136
2.817,1.012,1.521,0.0,?,?,?
3.937,?,?,0.0,0.0,?,?
1.965,1.028,?,?,0.0,?,?
2.819,?,1.483,?,0.0,1.717,?
?,1.317,?,?,?,3.617,5.93
1.822,?,0.794,?,?,?,?
?,1.131,0.908,0.0,?,?,?
?,0.887,?,?,?,?,4.119
?,?,0.93,?,?,4.054,6.038
?,1.749,1.135,0.0,1.0,?,?
4.181,?,?,?,0.0,?,?
?,?,?,?,?,?,?
2.206,?,1.36,?,0.0,?,?
?,?,1.653,?,?,1.145,?
?,?,0.804,0.0,0.0,?,6.784
?,0.389,?,0.0,0.0,?,3.751
?,?,1.254,?,?,?,?
?,?,0.825,?,?,5.472,?
?,?,?,0.0,?,-1.265,?
?,0.916,?,0.0,1.0,1.188,1.153
?,0.773,?,0.0,?,2.57,3.36
1.975,?,?,?,?,?,?
?,?,0.802,?,0.0,?,?
?,?,?,?,0.0,?,3.782
?,0.223,?,?,?,?,3.854
?,0.638,1.117,0.0,1.0,?,?
?,?,?,1.0,?,2.974,?
?,?,?,?,?,2.773,?
3.351,?,?,?,0.0,?,?
3.098,?,1.075,0.0,?,?,?
3.734,?,1.374,?,0.0,?,5.159
?,1.493,1.279,?,0.0,3.737,?
3.249,2.071,1.327,0.0,0.0,?,?
2.137,0.223,?,?,?,?,?
?,0.58,1.36,2.0,?,?,?
2.375,?,1.09,?,1.0,?,3.895
?,?,?,?,0.0,?,2.056
?,?,?,1.0,0.0,1.091,?
?,0.811,?,0.0,?,?,?
?,?,1.046,?,2.0,2.11,5.002
2.24,?,1.203,?,0.0,?,?
2.233,?,?,?,0.0,2.206,4.96
?,0.693,1.487,?,?,?,3.598
?,?,?,0.0,?,2.841,3.608
2.374,?,?,?,?,?,?
2.568,?,1.012,0.0,0.0,?,?
?,?,?,?,0.0,?,3.387
3.601,?,?,0.0,?,?,3.141
?,0.405,1.609,?,2.0,?,3.528
3.734,?,?,?,?,2.502,?
?,?,?,?,?,4.639,?
4.324,0.0,?,?,1.0,4.738,?
3.08,0.223,1.462,?,0.0,?,3.518
?,?,?,0.0,?,0.787,1.055
?,?,?,?,?,?,5.752
3.386,0.251,1.225,?,0.0,1.586,?
?,?,?,?,?,1.701,3.521
3.25,?,?,?,?,3.259,3.926
2.824,?,?,?,0.0,?,?
?,?,?,?,?,?,?
?,0.0,?,2.0,?,2.42,?
?,0.762,?,0.0,?,-0.129,2.715
?,0.711,?,?,3.0,0.779,?
3.337,?,?,?,?,6.166,7.429
2.077,1.236,?,?,?,?,?
?,?,1.221,?,?,?,3.815
?,?,1.556,0.0,?,?,?
?,0.732,?,0.0,1.0,?,3.481
?,?,?,0.0,?,?,?
?,?,1.952,?,1.0,?,?
?,0.956,?,0.0,0.0,?,1.301
?,?,1.558,?,?,3.026,4.539
?,0.0,?,0.0,2.0,?,?
4.532,0.405,1.189,?,?,?,?
?,1.513,?,0.0,?,?,?
?,?,1.705,?,3.0,?,?
?,?,?,?,2.0,?,?
2.479,0.887,0.954,0.0,0.0,1.748,?
?,?,?,?,?,2.51,?
?,?,0.86,0.0,0.0,1.886,?
2.728,0.134,0.923,0.0,?,?,?
?,0.223,?,?,?,?,?
2.971,0.972,1.255,?,?,2.052,4.565
2.477,?,?,0.0,?,?,2.474
1.977,1.112,0.881,?,?,2.37,4.798
2.439,?,0.924,?,?,?,?
?,0.762,1.258,?,2.0,?,?
?,0.0,1.182,?,0.0,3.854,?
3.219,0.811,1.151,?,?,2.604,?
2.495,?,?,0.0,?,1.643,?
3.026,0.405,1.787,0.0,?,?,?
?,?,?,0.0,0.0,?,?
?,0.83,0.899,0.0,?,?,?
1.639,?,?,2.0,?,?,?
3.669,?,?,?,?,3.291,?
?,?,1.208,?,0.0,3.291,?
2.33,?,0.931,?,1.0,2.529,4.559
2.542,?,1.891,?,0.0,0.562,?
2.456,0.331,0.875,0.0,1.0,?,?
3.18,1.281,?,?,?,2.492,4.963
2.482,?,?,0.0,?,?,?
?,?,2.292,0.0,?,?,3.289
?,?,1.168,?,?,?,?
2.251,?,0.871,1.0,?,1.61,?
?,?,1.853,?,0.0,?,4.77
2.08,?,?,0.0,?,2.729,?
2.876,?,1.372,?,?,?,?
?,0.638,?,?,?,?,?
?,?,?,?,1.0,?,?
2.122,?,?,?,?,2.64,?
?,0.134,1.658,?,?,?,3.151
?,1.286,1.309,?,?,?,5.318
?,0.73,1.537,?,?,0.883,?
?,?,?,?,?,?,?
2.479,?,0.954,0.0,?,?,?
3.528,?,1.288,0.0,0.0,?,?
?,?,?,?,?,?,1.999
3.609,0.811,?,0.0,?,?,4.247
?,0.405,?,?,0.0,1.897,?
2.888,0.251,1.771,?,0.0,1.398,2.983
?,?,?,4.0,?,4.453,6.483
?,?,?,?,0.0,2.033,?
?,?,2.327,?,?,?,?
3.526,?,1.586,?,3.0,?,3.66
3.526,0.711,1.596,?,?,?,3.423
?,?,?,?,0.0,-0.534,?
?,?,0.941,0.0,?,1.701,?
?,?,?,?,?,5.258,5.412
?,1.028,?,?,?,5.741,?
?,?,?,?,?,?,3.666
?,?,?,?,?,?,3.751
2.508,0.58,0.941,0.0,?,?,3.799
3.103,?,?,0.0,?,?,?
?,?,0.868,?,3.0,?,6.195
?,?,?,?,?,4.092,6.551
1.962,1.345,?,?,0.0,3.617,5.352
?,?,1.641,0.0,0.0,?,?
2.803,1.501,?,0.0,0.0,4.053,?
?,?,?,0.0,0.0,3.795,?
?,?,1.189,?,?,?,5.541
?,?,1.297,?,0.0,?,3.025
?,0.134,1.016,?,0.0,?,3.651
?,?,?,1.0,?,?,3.569
?,?,1.016,?,0.0,?,3.22
?,?,?,0.0,?,2.461,?
3.26,?,?,0.0,?,?,2.745
?,?,1.6,?,0.0,1.064,4.423
?,0.223,1.583,?,1.0,1.442,?
?,?,1.333,4.0,0.0,2.352,3.614
2.217,0.659,0.788,0.0,?,1.758,3.727
4.258,0.223,?,0.0,?,?,?
4.717,0.223,?,?,?,?,?
3.143,0.134,?,0.0,?,1.209,2.487
?,?,?,?,?,?,?
?,?,1.068,0.0,?,2.242,3.806
2.748,?,2.048,0.0,?,?,1.462
?,?,?,1.0,?,2.904,?
3.485,?,1.614,?,0.0,?,?
?,?,0.938,0.0,0.0,2.239,5.005
2.508,?,?,?,0.0,?,?
2.377,0.827,0.938,?,0.0,2.239,?
3.314,0.331,?,?,?,?,3.812
?,?,?,0.0,?,2.576,4.664
?,?,0.396,?,0.0,?,6.72
2.26,?,0.902,?,0.0,?,6.006
1.925,?,0.421,?,?,4.19,?
2.377,?,0.938,?,?,?,5.083
2.215,?,?,?,?,1.395,?
?,?,?,1.0,?,?,?
?,?,?,1.0,?,?,?
?,?,1.179,0.0,?,1.06,3.661
2.568,?,?,?,0.0,2.461,?
2.636,?,0.999,0.0,?,2.573,?
2.439,?,?,0.0,?,?,?
?,?,?,?,0.0,1.515,?
?,?,1.542,0.0,1.0,?,?
?,1.077,0.81,0.0,?,?,4.63
?,?,?,?,?,2.239,?
?,?,0.888,?,?,1.395,3.932
?,?,?,?,0.0,2.239,5.146
2.11,0.58,?,0.0,?,?,3.391
?,?,?,?,1.0,1.968,3.882
?,?,0.805,?,0.0,?,3.787
2.329,?,?,?,?,?,?
2.512,?,0.862,0.0,?,1.506,?
?,0.57,?,?,?,-0.317,?
2.092,1.359,2.273,?,1.0,?,?
?,0.429,?,?,0.0,?,?
3.052,0.638,?,?,?,?,4.906
3.314,?,?,3.0,?,2.048,4.473
3.554,?,0.945,?,0.0,3.315,?
?,0.496,1.179,?,?,?,?
?,?,?,0.0,?,-0.521,?
?,?,?,?,0.0,?,?
2.634,?,1.298,?,?,?,?
?,?,?,0.0,0.0,2.729,4.62
?,?,?,?,1.0,?,3.03
?,?,?,0.0,0.0,0.8,?
?,?,1.656,0.0,0.0,?,?
1.892,1.441,0.776,0.0,?,?,?
?,0.604,1.517,?,?,?,?
3.219,?,1.127,?,0.0,?,4.759
?,?,?,?,?,1.141,2.412
?,?,1.133,0.0,1.0,?,4.446
?,1.15,?,0.0,1.0,?,?
3.343,1.068,0.923,?,0.0,?,?
?,?,0.896,?,0.0,4.634,?
2.019,1.126,?,?,0.0,?,?
?,?,0.859,?,0.0,?,5.308
2.019,?,?,?,0.0,3.314,?
2.025,?,?,?,?,?,?
?,?,?,0.0,0.0,?,?
1.946,?,?,?,?,-0.172,?
?,?,?,0.0,2.0,?,?
?,?,?,0.0,?,?,4.093
2.987,?,0.921,0.0,1.0,?,6.077
?,?,1.56,?,?,1.272,4.132
?,0.496,?,?,1.0,1.237,3.133
2.233,?,?,?,0.0,3.377,5.251
2.065,1.062,?,?,?,?,4.399
2.469,?,?,?,?,?,?
?,?,1.583,1.0,?,?,3.757
?,?,?,?,0.0,?,2.569
3.596,?,?,0.0,?,?,4.828
?,?,?,?,?,?,?
?,?,?,0.0,1.0,?,?
3.333,0.405,0.963,1.0,?,?,4.632
2.396,0.223,?,?,?,?,0.778
?,?,?,?,?,?,?
1.751,?,?,?,?,?,?
2.189,1.586,?,?,?,?,?
?,?,1.148,0.0,1.0,?,?
?,?,?,1.0,?,?,0.841
0.973,?,1.489,?,?,?,?
?,1.259,0.966,?,2.0,?,8.604
3.029,?,2.13,0.0,1.0,?,1.885
3.003,0.134,1.413,?,?,2.242,?
?,?,?,?,?,2.274,4.396
?,?,?,?,0.0,0.289,2.601
3.86,?,?,0.0,?,3.661,4.51
3.98,?,?,0.0,0.0,?,?
?,0.331,?,?,0.0,0.087,1.777
2.126,0.251,?,?,?,?,?
4.191,?,?,?,?,?,2.618
?,0.923,?,?,0.0,?,2.015
3.961,?,?,1.0,0.0,?,5.842
?,1.683,?,?,0.0,4.804,7.287
4.36,?,?,?,?,?,?
3.027,?,?,?,?,?,3.009
2.448,?,?,0.0,?,?,?
?,0.223,?,?,1.0,?,?
4.219,1.033,?,0.0,?,?,?
2.479,?,0.954,0.0,?,1.748,?
?,?,?,0.0,?,?,3.976
?,0.693,1.312,1.0,?,1.21,4.832
?,?,?,?,1.0,3.076,?
2.396,?,?,0.0,0.0,0.347,1.121
?,?,?,?,0.0,0.8,?
3.035,?,?,?,?,1.209,?
2.585,?,?,?,?,?,?
1.439,?,1.867,?,0.0,?,3.402
3.444,0.88,?,?,?,?,?
?,?,?,?,0.0,?,?
?,?,1.201,1.0,?,2.213,?
?,?,?,0.0,0.0,?,?
?,?,?,?,?,5.934,?
3.98,0.452,?,0.0,?,-0.022,1.81
?,0.223,1.348,3.0,?,3.909,?
2.926,?,?,0.0,?,1.548,?
?,?,?,0.0,?,4.098,5.912
2.938,1.385,?,?,2.0,1.02,4.593
4.536,0.223,?,?,?,?,?
3.134,?,?,0.0,?,?,4.804
