@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real


@data
2.755,0.405,?,0.0,1.0,?,3.123
2.755,?,?,?,1.0,0.996,3.231
2.024,?,?,?,0.0,2.604,5.052
?,?,?,0.0,?,?,?
2.878,0.134,1.684,?,?,?,?
?,?,?,?,0.0,?,?
?,?,?,?,0.0,?,?
1.251,?,1.126,?,?,?,5.072
2.377,0.331,?,?,?,-0.534,?
?,?,?,0.0,?,-0.128,1.037
?,0.134,?,0.0,?,0.8,1.932
?,0.134,1.27,0.0,?,?,?
?,0.223,1.669,?,?,?,?
1.778,0.223,1.203,0.0,?,0.156,?
?,?,?,0.0,0.0,?,5.115
?,?,1.571,0.0,1.0,1.795,?
?,?,?,?,?,?,?
?,?,?,?,?,?,?
?,?,?,?,?,1.795,?
3.441,?,?,?,?,?,4.538
2.429,0.83,1.696,?,?,2.604,?
?,?,1.641,0.0,?,?,?
2.802,0.223,?,1.0,?,?,?
?,0.405,?,0.0,0.0,?,?
?,?,2.072,?,?,?,1.78
?,?,2.003,0.0,0.0,-0.081,0.533
?,?,?,?,?,?,3.299
2.111,?,?,?,0.0,?,2.914
2.085,0.56,2.451,?,0.0,-0.544,?
3.361,?,?,1.0,?,?,3.168
?,?,?,0.0,?,?,?
?,0.56,?,?,1.0,0.538,3.496
?,?,1.52,0.0,0.0,?,4.68
?,0.134,?,?,?,1.587,3.252
3.277,0.223,?,0.0,?,?,?
2.507,0.405,1.5,2.0,?,?,?
3.277,0.486,1.416,0.0,?,?,?
?,?,?,0.0,0.0,?,1.842
2.704,0.56,1.965,?,0.0,-0.917,?
3.277,?,?,?,?,2.604,3.736
3.566,0.134,?,0.0,?,1.94,?
?,?,?,?,?,?,1.749
3.485,?,1.614,0.0,?,1.94,3.507
?,?,?,?,0.0,1.795,3.979
?,0.604,?,0.0,0.0,4.673,?
3.74,0.134,?,?,?,?,?
?,?,1.599,?,?,?,?
3.199,?,?,0.0,?,-0.129,1.02
2.57,?,?,?,0.0,?,?
?,?,?,?,?,?,?
4.005,0.223,1.545,0.0,1.0,?,5.055
?,0.134,?,?,0.0,3.503,4.822
?,0.693,?,?,?,-0.937,0.33
3.98,?,1.578,?,0.0,?,?
?,0.223,1.571,0.0,0.0,?,5.219
4.237,0.223,?,?,?,?,5.268
4.63,?,1.458,2.0,?,5.579,?
?,?,?,?,?,0.496,?
2.536,?,?,0.0,?,?,?
?,?,?,?,?,2.813,4.416
?,0.496,1.077,0.0,?,?,?
?,0.638,?,0.0,?,?,4.38
2.544,0.223,?,?,0.0,?,?
?,?,?,?,0.0,1.209,?
2.572,?,?,0.0,?,?,8.471
?,1.501,?,0.0,0.0,5.149,?
?,0.956,?,0.0,0.0,4.789,?
?,?,?,?,0.0,?,?
?,0.88,?,?,?,0.787,?
?,?,?,?,2.0,?,?
?,0.56,0.927,0.0,1.0,3.461,5.276
?,0.56,?,0.0,1.0,?,3.924
?,?,?,?,0.0,?,?
1.925,?,?,0.0,0.0,3.764,?
2.454,?,?,?,?,?,?
?,0.58,?,0.0,?,1.701,?
?,?,?,?,?,?,?
?,0.223,?,0.0,1.0,?,?
?,0.891,?,0.0,0.0,2.956,4.42
?,?,?,?,0.0,?,?
?,0.496,?,?,?,?,2.392
3.452,?,1.476,1.0,0.0,2.402,3.87
?,?,?,0.0,0.0,?,5.642
?,?,?,?,?,?,?
2.085,1.079,0.895,?,?,4.063,4.79
1.962,?,?,0.0,0.0,?,4.296
?,0.947,?,?,?,?,?
?,?,0.938,0.0,0.0,2.239,?
?,?,1.168,?,0.0,?,?
2.777,?,?,1.0,0.0,0.922,3.118
?,?,?,?,0.0,0.291,?
3.103,0.134,?,?,?,2.193,3.267
1.822,?,0.834,?,?,?,3.933
?,?,1.483,?,?,?,4.486
2.442,1.211,2.254,?,0.0,?,?
1.945,0.889,?,0.0,?,?,3.927
3.315,?,1.1,1.0,?,?,?
2.868,?,?,?,0.0,?,4.809
?,?,?,0.0,0.0,?,?
3.378,?,?,0.0,0.0,3.395,4.65
2.961,?,?,?,0.0,1.312,2.604
?,?,1.562,?,?,2.129,3.629
3.012,?,?,?,0.0,2.193,4.07
2.778,?,1.17,?,?,?,?
?,0.223,?,1.0,?,?,3.727
3.281,?,?,?,?,1.121,?
?,0.405,?,?,0.0,?,?
2.026,0.223,1.667,?,?,0.202,?
?,?,1.5,0.0,?,?,?
3.462,?,?,?,?,2.06,?
2.462,0.223,1.625,?,?,?,?
?,0.405,?,?,1.0,?,3.81
2.429,?,?,?,?,?,0.931
2.836,?,1.43,0.0,2.0,0.434,3.178
?,0.134,?,0.0,0.0,4.379,6.255
?,?,?,0.0,?,?,?
?,0.956,?,?,?,?,?
?,?,?,?,?,?,1.086
2.034,?,1.727,?,?,?,?
?,0.331,1.56,?,?,?,?
?,1.278,1.5,?,2.0,2.459,?
?,1.07,1.223,?,?,?,4.278
3.164,?,?,?,?,?,3.112
3.03,1.821,?,?,2.0,?,?
?,?,?,0.0,1.0,?,?
4.216,?,?,?,?,?,?
?,0.923,1.179,0.0,?,0.982,?
?,0.56,?,?,?,?,?
3.542,?,1.264,?,0.0,1.971,?
?,?,1.316,?,?,2.005,3.451
3.393,1.292,2.122,0.0,3.0,1.595,3.477
3.191,?,?,0.0,0.0,2.859,?
?,1.462,0.83,?,0.0,5.206,?
?,1.437,?,2.0,2.0,?,6.351
2.164,?,?,?,?,?,?
?,?,0.889,?,1.0,2.922,4.68
?,?,?,0.0,0.0,?,?
?,0.331,?,?,?,?,?
3.08,?,?,?,0.0,?,5.478
?,?,0.76,?,?,2.637,?
2.374,1.16,0.979,?,1.0,?,5.048
?,1.331,?,?,?,?,7.045
?,?,?,0.0,?,?,1.307
?,?,?,1.0,?,?,?
?,?,?,?,1.0,?,3.025
?,?,1.684,?,?,0.8,2.425
?,?,?,1.0,4.0,2.749,9.612
3.286,0.357,?,0.0,0.0,-0.521,?
?,0.405,?,?,?,0.888,4.603
?,0.973,1.838,0.0,2.0,?,?
3.924,?,?,0.0,?,?,4.713
?,0.223,1.35,?,?,2.545,?
?,?,?,?,?,?,?
1.968,?,?,?,0.0,-1.053,?
?,0.405,?,0.0,1.0,?,2.583
3.029,?,?,?,?,?,2.474
?,?,1.15,0.0,?,3.562,4.51
?,0.83,1.761,?,?,?,?
3.026,?,1.548,?,?,?,?
?,0.405,?,0.0,1.0,?,?
?,?,?,?,?,?,3.604
?,1.275,0.913,?,?,?,?
?,?,?,?,0.0,?,4.41
?,0.134,1.71,?,?,?,?
?,?,0.83,0.0,1.0,?,?
?,?,?,?,0.0,2.242,3.374
?,0.582,?,0.0,?,?,?
?,0.854,?,?,?,?,2.451
2.993,?,1.232,0.0,2.0,-0.059,5.395
2.914,0.798,?,?,?,2.715,?
?,0.331,1.011,0.0,?,?,3.25
2.777,0.56,?,1.0,0.0,1.433,4.767
?,?,1.244,?,1.0,?,?
3.134,0.223,1.319,0.0,?,?,?
?,?,?,1.0,?,3.315,7.809
3.436,0.331,0.951,0.0,0.0,?,?
2.217,?,?,?,?,1.769,4.182
?,?,?,?,?,?,?
?,?,1.155,?,?,?,?
?,0.405,?,?,0.0,1.246,3.219
2.685,0.405,1.145,0.0,0.0,1.246,3.11
?,0.405,?,?,?,1.58,?
?,?,?,0.0,?,1.882,2.883
?,?,1.729,?,?,4.038,?
?,0.711,?,0.0,?,?,?
3.432,?,?,0.0,1.0,1.459,5.339
?,?,1.614,0.0,?,1.587,?
?,?,1.134,?,0.0,4.207,6.5
?,?,?,?,?,?,?
1.831,?,?,?,2.0,0.158,1.234
?,?,1.22,?,?,?,?
3.035,?,?,?,?,?,2.107
3.461,?,1.12,?,?,?,4.47
?,?,1.4,2.0,?,?,5.678
?,?,1.752,?,0.0,-0.297,?
?,?,?,?,2.0,?,4.92
?,?,?,0.0,?,?,?
3.13,?,0.88,?,?,?,5.229
1.886,?,?,0.0,0.0,?,?
?,?,?,?,?,2.646,?
3.684,1.275,?,0.0,?,?,7.691
4.461,?,1.139,?,1.0,?,4.727
3.087,?,?,?,0.0,?,?
?,?,?,1.0,0.0,?,5.51
3.113,1.593,?,?,?,?,?
2.565,?,?,?,?,?,?
?,0.845,0.793,?,0.0,?,5.189
?,?,?,?,?,3.11,?
?,?,1.45,?,?,?,?
3.618,?,?,?,?,?,?
?,?,0.839,?,?,2.459,?
3.739,?,?,?,?,?,?
?,?,1.197,?,0.0,4.19,?
?,1.075,0.951,0.0,0.0,2.359,?
2.216,0.582,1.287,?,?,?,?
?,1.232,?,0.0,?,?,6.525
?,?,?,?,?,2.459,?
1.886,0.988,?,0.0,0.0,2.343,?
3.175,?,2.095,0.0,?,?,4.095
3.641,?,?,?,?,3.16,?
2.019,1.317,1.288,0.0,0.0,?,4.368
3.709,?,1.478,?,?,?,5.568
?,?,?,?,?,?,4.458
?,0.223,1.36,?,?,2.446,3.458
4.05,0.693,?,?,2.0,?,?
3.24,0.56,?,0.0,?,?,?
?,?,?,4.0,4.0,?,6.347
2.079,?,?,?,1.0,?,?
4.037,?,1.563,0.0,?,3.806,?
?,0.223,?,?,?,0.655,?
?,0.58,?,?,?,?,?
1.279,?,?,?,0.0,?,?
?,?,0.832,?,?,?,?
?,0.499,?,0.0,?,?,4.384
3.739,?,0.7,0.0,?,?,7.346
?,?,?,0.0,0.0,0.874,?
?,0.956,1.643,?,?,-2.03,?
3.274,1.214,?,?,0.0,3.311,?
?,?,1.245,0.0,0.0,1.064,?
2.08,?,0.788,?,?,1.514,4.961
2.8,?,?,?,?,1.437,3.603
3.9,?,?,?,?,?,3.842
3.177,?,?,0.0,?,2.031,4.116
2.111,1.477,?,?,?,?,?
?,?,1.208,?,?,3.291,4.38
?,?,?,?,?,?,?
3.38,0.702,1.527,0.0,1.0,?,3.841
2.818,?,1.488,0.0,0.0,?,?
?,?,?,?,?,?,?
3.63,?,?,0.0,0.0,?,?
?,?,?,?,?,?,?
3.756,?,0.964,?,0.0,?,?
2.198,?,?,?,1.0,?,3.328
?,0.965,?,?,2.0,1.121,?
?,1.031,?,?,?,-0.463,4.512
?,?,?,0.0,1.0,?,?
?,0.907,0.871,0.0,?,?,3.775
?,?,1.062,?,0.0,?,3.599
?,?,?,?,2.0,1.117,?
?,?,0.888,0.0,?,?,3.623
3.252,0.223,?,0.0,?,?,?
?,?,1.482,?,0.0,?,?
?,?,1.108,?,?,?,?
2.079,0.988,?,0.0,?,?,?
?,?,1.174,0.0,?,?,?
?,0.56,?,?,2.0,1.042,3.691
?,?,?,0.0,?,?,?
3.691,?,1.073,0.0,?,1.746,?
?,?,?,?,?,2.592,4.577
?,0.405,?,1.0,1.0,?,5.147
?,0.251,?,?,?,?,?
?,?,0.903,?,?,?,?
?,?,?,0.0,0.0,?,?
?,0.496,?,0.0,?,?,4.32
?,1.421,2.282,?,?,2.357,?
2.634,?,0.939,?,0.0,?,?
?,1.86,1.046,?,2.0,?,?
3.179,?,0.805,0.0,?,2.994,4.154
?,?,?,?,?,?,3.57
?,0.251,2.164,?,?,?,?
?,0.0,?,0.0,?,?,5.68
?,?,?,?,?,0.652,2.961
?,?,0.804,?,0.0,3.109,6.72
?,?,1.546,?,0.0,4.651,6.484
?,0.713,?,?,?,4.017,?
2.417,?,1.162,0.0,?,?,?
3.055,?,1.132,?,?,?,?
?,?,?,0.0,?,3.213,6.314
?,?,1.839,?,0.0,2.054,5.087
?,0.949,?,?,?,1.94,2.44
?,0.947,?,?,0.0,1.66,?
?,1.286,?,?,0.0,?,?
?,?,1.234,?,?,?,?
?,?,1.25,?,?,1.654,4.854
2.396,1.593,?,0.0,?,?,6.023
?,?,?,0.0,?,?,?
?,0.452,?,?,?,0.37,?
?,?,1.418,1.0,1.0,1.878,5.018
3.174,1.586,0.91,2.0,?,5.361,7.382
?,?,1.501,1.0,?,1.759,?
?,0.58,?,?,?,?,4.117
3.81,1.025,1.055,0.0,?,0.215,3.838
3.311,?,2.208,?,?,-0.165,?
0.667,?,0.906,?,?,?,?
3.979,1.306,1.404,?,?,?,?
?,1.54,?,?,?,?,6.171
?,0.93,?,?,0.0,?,?
?,1.04,?,?,?,2.646,4.215
3.001,0.651,?,?,?,?,?
?,?,?,?,?,?,?
?,1.182,?,?,?,?,?
?,?,0.964,0.0,?,?,?
3.587,?,2.108,?,0.0,2.527,?
2.893,?,?,?,?,?,?
?,?,?,?,?,4.066,?
?,?,?,?,?,?,4.136
2.817,?,1.521,?,?,?,2.069
3.937,?,?,0.0,?,?,?
?,?,?,?,0.0,?,?
?,?,1.483,?,0.0,1.717,2.941
?,?,?,?,0.0,?,5.93
1.822,0.681,?,?,0.0,?,3.696
2.928,1.131,0.908,?,?,?,?
?,0.887,0.954,?,?,?,4.119
?,?,?,?,?,4.054,?
?,1.749,?,?,1.0,3.305,4.951
?,?,?,?,0.0,?,?
?,0.762,?,0.0,0.0,2.841,?
?,?,?,?,?,2.371,?
?,1.548,1.653,?,?,1.145,?
?,?,?,?,0.0,?,?
?,?,0.796,?,0.0,1.953,?
?,0.134,?,?,0.0,5.339,6.569
3.065,?,0.825,0.0,0.0,5.472,?
?,0.702,1.081,?,0.0,?,?
1.883,?,1.207,0.0,?,?,?
2.11,0.773,?,?,1.0,?,?
?,0.802,?,1.0,?,?,?
?,?,?,?,?,3.571,?
2.309,0.907,?,?,?,?,?
3.316,0.223,?,1.0,0.0,?,3.854
4.223,0.638,?,?,?,3.557,8.169
?,0.405,?,?,0.0,?,?
?,?,1.278,?,0.0,2.773,?
?,?,?,?,?,?,?
?,?,?,0.0,?,?,?
?,?,1.374,0.0,?,3.661,5.159
?,1.493,?,?,?,?,6.645
?,?,?,?,?,?,?
?,?,1.375,3.0,0.0,?,4.865
?,?,?,?,?,?,5.066
?,1.026,?,?,?,?,?
?,0.713,1.19,?,?,?,2.056
?,?,?,?,0.0,?,?
?,?,?,0.0,0.0,2.604,?
?,1.512,1.046,?,2.0,?,5.002
?,?,?,0.0,?,?,2.286
?,0.46,?,?,?,2.206,?
3.24,?,1.487,1.0,0.0,?,3.598
?,?,?,?,0.0,?,?
?,0.811,?,1.0,?,?,5.277
2.568,?,1.012,?,?,2.296,?
?,?,?,?,0.0,?,3.387
3.601,0.223,1.254,?,1.0,?,?
?,?,1.609,0.0,2.0,?,3.528
?,?,?,?,?,2.502,?
4.532,?,1.189,?,?,4.639,5.307
?,?,1.205,?,1.0,4.738,?
?,0.223,?,1.0,?,?,3.518
?,?,?,0.0,2.0,0.787,?
?,1.345,?,0.0,?,?,?
?,?,?,?,?,?,3.086
2.448,?,0.921,?,?,1.701,?
3.25,0.0,?,?,?,?,3.926
?,0.223,1.051,0.0,?,?,3.168
3.134,?,?,?,0.0,1.548,?
?,?,?,?,?,?,3.974
?,0.762,?,?,?,?,2.715
?,0.711,1.235,0.0,?,?,?
3.337,?,?,?,0.0,?,7.429
2.077,1.236,?,?,?,3.458,4.424
?,?,?,1.0,?,0.143,?
?,0.223,?,?,1.0,?,3.662
0.965,0.732,?,0.0,?,0.435,?
2.183,0.93,?,?,0.0,1.395,?
2.031,0.496,1.952,0.0,?,?,1.231
?,0.956,?,?,?,0.113,1.301
?,0.829,?,?,1.0,3.026,4.539
3.046,?,?,0.0,2.0,2.352,4.075
4.532,?,?,?,?,4.639,5.104
?,?,2.078,?,?,?,4.513
2.841,0.88,?,?,3.0,0.226,?
?,1.113,?,1.0,?,?,?
?,?,?,0.0,?,?,4.912
?,?,?,0.0,?,2.51,?
2.094,?,?,?,?,?,?
2.728,?,?,0.0,0.0,2.102,3.42
?,?,?,?,0.0,?,?
?,0.972,?,?,?,?,4.565
?,?,0.876,?,?,?,?
1.977,?,?,0.0,?,?,?
?,0.93,?,0.0,?,1.748,5.007
?,0.762,?,?,?,1.996,4.369
3.78,0.0,1.182,?,0.0,?,?
3.219,?,?,0.0,?,2.604,3.397
?,?,0.835,?,1.0,1.643,?
?,0.405,1.787,?,?,1.373,?
?,0.582,2.311,?,0.0,1.587,3.075
2.126,?,?,?,?,3.478,?
?,?,1.445,2.0,0.0,?,?
?,?,?,?,?,?,?
?,?,1.208,?,?,3.291,?
?,?,?,?,1.0,?,?
?,?,?,?,0.0,0.562,?
2.456,?,?,0.0,?,?,?
?,?,1.246,?,?,?,?
?,?,?,0.0,?,0.575,?
2.719,?,?,?,0.0,?,3.289
?,?,?,?,?,?,3.379
2.251,0.638,?,1.0,?,?,4.021
?,?,?,?,0.0,?,?
?,?,?,0.0,0.0,2.729,?
?,0.928,?,?,?,?,?
?,0.638,?,1.0,?,?,4.175
4.139,?,1.43,?,?,?,?
?,?,?,0.0,?,2.64,?
4.061,0.134,?,0.0,?,?,?
?,?,?,0.0,?,?,5.318
?,?,1.537,?,?,?,?
?,0.331,1.098,?,1.0,?,?
2.479,?,0.954,?,?,?,?
?,1.74,1.288,?,?,0.626,5.466
2.802,0.223,?,?,1.0,?,?
3.609,?,?,?,?,?,4.247
?,0.405,1.399,?,0.0,?,?
2.888,?,?,0.0,?,1.398,2.983
?,?,?,?,3.0,4.453,?
?,0.57,?,1.0,?,?,?
?,0.251,?,0.0,?,-0.241,3.884
?,0.711,1.586,?,?,?,?
3.526,?,1.596,?,?,0.757,3.423
2.366,0.405,?,0.0,?,-0.534,0.242
2.508,0.58,0.941,?,?,?,3.799
?,0.764,?,?,?,?,?
4.356,?,1.224,?,1.0,?,?
2.183,?,?,0.0,0.0,1.395,?
?,?,1.023,0.0,?,2.193,?
2.508,0.58,0.941,?,0.0,1.701,3.799
?,?,?,?,?,?,?
?,?,0.868,1.0,?,?,?
2.585,1.586,1.352,0.0,0.0,?,?
1.962,1.345,?,?,?,?,?
3.143,?,?,0.0,?,?,2.264
?,?,1.124,?,?,?,5.385
?,?,?,0.0,?,3.795,4.762
?,?,?,2.0,?,?,?
?,?,?,0.0,?,1.539,3.025
3.103,?,?,0.0,0.0,?,?
?,?,1.189,?,?,?,?
3.103,?,?,0.0,0.0,2.193,?
?,0.64,?,?,?,2.461,?
?,?,?,?,?,1.994,?
?,?,?,1.0,?,?,?
?,0.223,?,?,?,1.442,?
?,0.0,?,?,?,?,?
2.217,?,0.788,?,?,?,?
?,?,1.538,?,1.0,?,?
?,?,?,?,1.0,4.804,?
3.143,?,1.641,0.0,?,1.209,2.487
?,1.19,?,?,?,-1.358,3.689
?,?,1.068,?,0.0,?,3.806
?,?,2.048,0.0,?,0.8,?
?,0.58,?,1.0,?,?,?
?,?,1.614,?,?,?,2.853
?,?,?,0.0,?,2.239,5.005
?,?,?,0.0,?,?,3.483
2.377,?,0.938,?,0.0,2.239,?
?,0.331,?,?,?,?,?
?,?,?,?,2.0,2.576,?
2.086,?,0.396,0.0,0.0,4.594,?
?,?,?,?,?,4.926,6.006
1.925,?,0.421,?,?,?,5.591
?,?,0.938,?,?,?,5.083
?,0.887,?,0.0,0.0,1.395,?
?,?,?,?,?,2.65,?
?,?,1.349,?,?,1.239,?
?,0.496,1.179,0.0,?,?,3.661
?,?,?,?,?,?,?
2.636,0.827,?,0.0,0.0,2.573,4.393
?,0.93,?,0.0,?,1.748,?
2.781,?,?,?,0.0,1.515,3.846
4.137,?,?,0.0,?,4.234,?
1.733,1.077,0.81,?,0.0,?,?
?,?,?,0.0,0.0,2.239,?
2.215,?,0.888,?,?,1.395,?
2.377,?,?,?,?,2.239,5.146
?,0.58,0.805,?,?,1.61,?
2.583,0.762,?,?,?,1.968,?
?,?,?,?,0.0,?,?
2.329,?,?,?,?,1.229,?
?,?,0.862,0.0,?,?,?
?,0.57,0.879,?,?,?,2.445
?,?,?,?,1.0,1.246,?
?,?,?,0.0,0.0,-0.41,1.897
?,?,?,0.0,0.0,?,4.906
3.314,0.331,1.397,3.0,?,?,4.473
3.554,0.629,0.945,0.0,?,3.315,?
?,0.496,?,0.0,1.0,1.06,2.126
2.983,0.496,2.106,0.0,?,?,?
2.778,?,?,?,?,?,?
2.634,0.223,1.298,0.0,0.0,?,?
?,?,?,?,?,2.729,?
?,?,?,?,?,?,?
?,?,?,?,?,?,2.072
?,?,?,?,0.0,2.957,3.746
?,?,?,?,?,3.426,?
?,?,?,0.0,?,3.451,?
?,?,1.127,?,0.0,2.604,?
?,0.251,1.335,0.0,0.0,?,2.412
3.195,?,?,0.0,?,?,?
?,?,0.968,?,1.0,?,?
3.343,1.068,?,0.0,0.0,?,?
?,?,?,?,?,4.634,5.361
?,?,0.793,?,?,?,?
2.217,0.764,0.859,1.0,?,?,?
?,?,?,?,?,?,?
?,?,?,1.0,?,?,4.672
?,?,?,?,?,1.748,?
?,?,1.929,?,?,-0.172,0.534
?,1.151,?,0.0,2.0,2.278,?
?,0.223,?,?,0.0,2.51,?
2.987,1.076,0.921,?,?,?,?
3.405,?,?,?,?,?,?
?,0.496,?,?,1.0,1.237,3.133
?,1.07,?,?,?,3.377,5.251
2.065,1.062,?,0.0,?,2.463,?
?,?,0.913,0.0,?,?,?
3.08,?,?,1.0,?,1.442,3.757
1.634,?,1.093,?,0.0,0.68,2.569
3.596,?,?,?,1.0,?,4.828
1.634,?,?,0.0,?,?,2.319
3.675,1.112,?,0.0,?,?,?
3.333,0.405,?,1.0,0.0,?,?
?,?,1.778,0.0,?,?,?
2.026,?,1.667,0.0,?,0.202,0.855
?,0.629,?,0.0,?,?,?
?,1.586,2.0,?,?,?,5.242
?,?,1.148,?,?,-0.386,3.487
?,0.331,2.672,1.0,0.0,-0.273,?
?,?,1.489,0.0,1.0,0.18,?
?,?,?,?,2.0,?,?
3.029,0.331,?,?,1.0,?,1.885
?,?,?,?,0.0,?,?
?,0.134,?,0.0,0.0,2.274,4.396
?,?,?,?,0.0,?,2.601
?,?,?,?,?,?,?
?,0.223,?,0.0,?,?,4.703
1.783,0.331,?,?,?,?,?
?,?,1.719,?,?,0.087,?
4.191,?,?,?,?,1.239,?
?,?,?,0.0,?,1.271,2.015
?,?,?,1.0,0.0,3.987,?
?,1.683,0.774,?,?,?,?
4.36,0.405,1.228,1.0,?,?,?
?,?,?,0.0,1.0,?,3.009
2.448,0.638,0.921,?,0.0,1.701,?
?,0.223,?,0.0,1.0,?,3.393
4.219,?,?,?,1.0,?,?
?,?,0.954,?,?,?,4.208
?,?,1.524,?,?,?,3.976
3.033,?,?,?,?,?,4.832
2.684,0.988,1.226,?,?,3.076,4.404
?,0.223,?,0.0,0.0,?,?
?,0.223,?,?,?,0.8,?
?,0.223,?,0.0,0.0,?,?
2.585,?,?,0.0,?,?,3.502
?,1.079,?,0.0,?,?,?
?,0.88,?,0.0,3.0,?,?
?,0.134,?,?,0.0,?,6.04
?,?,?,?,?,2.213,?
?,?,?,?,?,4.268,7.607
?,1.278,?,0.0,?,5.934,4.862
?,0.452,2.013,?,0.0,-0.022,?
4.305,?,?,?,2.0,3.909,?
?,?,1.939,?,0.0,?,?
?,?,?,?,?,4.098,5.912
2.938,?,?,?,?,1.02,?
?,?,?,?,?,?,?
?,0.223,1.319,?,0.0,?,?
2.165,0.134,?,?,?,-0.172,?
?,?,?,0.0,?,?,?
1.429,?,?,?,0.0,?,3.076
?,?,?,?,?,?,2.72
