@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real


@data
3.179,?,?,?,?,?,4.091
?,0.499,?,?,0.0,?,4.33
?,?,?,0.0,?,?,3.755
?,0.83,?,?,0.0,?,?
?,?,0.839,?,?,?,3.62
?,0.64,0.838,0.0,?,2.127,?
2.834,?,0.95,?,?,?,2.827
2.126,0.405,0.917,4.0,?,?,6.38
3.08,?,?,1.0,?,1.619,?
?,0.64,?,?,0.0,?,?
?,?,?,0.0,?,2.026,3.262
?,0.223,?,?,?,?,6.297
1.818,0.499,1.468,?,0.0,?,3.546
1.5,?,1.891,?,0.0,?,2.92
?,?,?,0.0,0.0,0.347,3.203
?,?,1.758,0.0,0.0,?,?
1.818,0.134,?,0.0,?,?,?
1.359,?,?,?,0.0,?,3.47
0.667,?,?,0.0,?,0.202,?
2.333,0.251,?,?,?,-1.053,?
?,0.223,?,?,?,?,?
1.594,0.223,1.068,?,0.0,?,?
?,0.64,1.695,1.0,0.0,?,?
?,0.405,?,?,?,-1.053,?
1.0,0.405,1.5,?,0.0,?,2.381
1.512,?,?,1.0,0.0,-0.386,2.891
?,0.405,?,?,?,?,?
?,?,1.581,0.0,0.0,2.274,?
3.669,?,?,?,?,?,3.701
?,1.374,2.259,0.0,0.0,?,?
?,?,?,0.0,?,?,?
3.802,?,1.527,?,0.0,?,?
?,0.223,1.6,?,?,1.064,?
?,?,?,?,1.0,-1.96,3.396
?,0.749,1.066,?,?,?,?
2.126,0.405,?,?,1.0,0.479,?
3.08,0.223,1.583,0.0,1.0,?,?
?,?,?,?,0.0,?,2.085
?,?,1.063,0.0,?,2.942,3.822
?,0.223,0.953,?,0.0,?,3.29
?,?,0.99,0.0,?,?,?
?,?,?,?,0.0,?,?
?,?,?,?,0.0,?,?
2.359,0.405,0.814,0.0,0.0,0.893,?
2.565,?,1.987,?,2.0,?,?
2.085,?,0.895,?,0.0,4.063,4.74
?,0.604,0.836,?,?,3.045,4.194
2.91,?,?,?,?,2.608,?
2.512,0.134,1.293,?,0.0,0.846,?
?,?,0.907,0.0,?,?,3.645
3.08,0.223,?,?,?,1.195,?
2.866,?,?,?,1.0,?,?
?,0.223,?,?,?,?,?
2.512,0.134,1.293,?,?,?,2.811
?,?,1.478,?,0.0,?,?
?,0.251,?,0.0,0.0,?,?
?,?,?,0.0,0.0,0.846,?
2.98,0.251,?,?,?,-0.063,?
?,?,?,0.0,?,2.06,?
?,?,?,?,1.0,0.996,3.123
?,?,1.844,?,?,?,3.231
2.024,?,?,?,?,2.604,5.052
?,?,?,0.0,0.0,?,?
?,?,1.684,?,?,0.8,2.436
?,0.134,1.215,1.0,0.0,?,2.567
?,?,1.762,?,?,?,?
?,0.251,?,?,0.0,?,?
?,0.331,2.111,0.0,?,-0.534,?
?,0.405,?,0.0,0.0,?,1.037
?,?,2.102,0.0,0.0,0.8,1.932
1.961,0.134,1.27,?,0.0,0.156,?
2.462,?,1.669,0.0,?,?,?
?,0.223,1.203,0.0,?,0.156,?
?,0.811,?,?,0.0,3.291,?
?,0.223,?,0.0,?,1.795,?
?,?,1.128,?,?,-0.45,?
4.171,?,?,?,?,2.849,?
?,?,?,0.0,?,1.795,2.94
3.441,?,?,?,0.0,3.516,?
2.429,0.83,1.696,?,?,?,?
3.143,?,?,?,?,?,?
?,0.223,?,?,?,?,3.825
?,?,?,0.0,0.0,?,?
2.709,?,?,0.0,?,-0.081,?
?,0.405,?,?,0.0,?,0.533
3.252,0.0,1.417,?,?,3.124,?
2.111,?,1.253,?,0.0,?,?
2.085,?,?,0.0,?,?,?
?,?,?,1.0,?,2.021,3.168
?,0.223,?,0.0,1.0,?,3.446
?,0.56,1.987,?,1.0,0.538,?
3.181,?,?,0.0,?,?,4.68
3.369,?,1.614,?,?,1.587,?
?,?,?,?,?,1.587,?
2.507,0.405,?,?,0.0,0.076,3.936
?,?,?,0.0,?,2.604,5.47
2.67,?,2.047,?,0.0,?,1.842
2.704,?,1.965,0.0,?,-0.917,?
3.277,?,1.343,0.0,?,2.604,3.736
?,?,?,0.0,?,?,?
?,?,1.287,?,0.0,0.454,?
3.485,0.223,?,0.0,?,?,?
?,?,?,?,0.0,1.795,3.979
3.596,?,1.515,?,?,?,?
?,0.134,1.581,?,?,?,?
?,0.223,1.599,?,0.0,?,3.984
?,?,?,?,0.0,?,?
?,?,?,0.0,?,?,?
3.641,0.405,?,?,?,?,?
4.005,?,1.545,?,?,?,?
3.896,?,1.571,?,0.0,3.503,4.822
3.201,?,?,0.0,?,-0.937,0.33
?,?,?,0.0,?,3.806,4.819
4.114,0.223,?,?,?,4.098,5.219
4.237,?,?,?,0.0,4.379,5.268
?,0.405,1.458,2.0,?,?,?
?,0.331,?,?,1.0,?,?
?,?,1.165,0.0,?,2.619,4.191
3.461,?,?,0.0,0.0,?,4.416
?,0.496,1.077,0.0,1.0,?,?
3.38,0.638,?,?,?,?,4.38
?,?,?,?,?,?,?
?,?,1.714,?,0.0,?,2.936
2.572,?,1.35,0.0,?,?,?
?,?,?,?,?,?,?
?,?,?,0.0,0.0,?,5.574
?,1.348,1.328,0.0,?,?,3.852
2.96,0.88,1.53,?,1.0,?,?
?,0.693,?,?,2.0,5.426,?
?,?,?,0.0,?,?,?
?,?,?,0.0,1.0,2.294,?
?,1.586,0.917,0.0,0.0,5.207,?
1.925,1.318,?,?,?,?,4.705
?,1.075,?,0.0,0.0,?,?
2.508,?,?,?,?,1.701,3.766
?,?,?,?,?,0.828,3.641
3.389,?,?,?,1.0,?,?
?,?,?,0.0,0.0,?,4.42
?,?,?,?,?,2.736,?
?,?,?,?,?,1.097,?
3.452,0.331,1.476,1.0,?,?,?
4.288,?,1.327,0.0,?,4.295,?
2.359,0.405,0.814,0.0,?,0.893,?
?,?,0.895,?,0.0,4.063,4.79
1.962,0.934,?,?,?,2.729,?
?,?,1.298,?,1.0,?,?
?,?,?,0.0,0.0,?,3.759
3.023,0.56,1.168,1.0,?,?,?
2.777,0.56,1.127,?,0.0,?,3.118
?,0.923,1.074,?,0.0,?,3.237
?,0.134,?,0.0,?,?,?
?,0.829,0.834,?,?,?,?
?,?,1.483,?,?,?,4.486
2.442,?,?,0.0,?,1.401,4.305
1.945,?,?,0.0,0.0,1.969,3.927
?,?,1.1,?,?,?,4.35
?,?,1.294,?,0.0,?,4.809
2.971,?,?,?,?,2.273,4.499
?,?,?,?,?,?,4.65
2.961,?,?,0.0,0.0,1.312,2.604
?,?,?,1.0,?,?,3.629
?,?,?,0.0,?,2.193,4.07
2.778,?,?,?,?,?,?
?,?,1.583,1.0,0.0,?,?
?,?,?,?,?,1.121,?
?,?,?,?,?,?,?
?,0.223,1.667,1.0,0.0,?,2.65
?,?,1.5,?,2.0,?,2.851
?,0.405,?,0.0,?,?,4.208
2.462,0.223,1.625,?,?,0.655,?
?,?,1.787,?,1.0,?,3.81
2.429,?,?,0.0,?,?,?
?,?,?,?,2.0,0.434,?
4.285,?,?,?,0.0,4.379,?
?,?,?,0.0,0.0,-1.186,?
4.077,?,?,0.0,0.0,3.234,?
3.137,?,?,0.0,?,?,?
?,0.64,?,?,?,0.8,?
?,?,1.56,?,?,?,2.117
?,?,?,?,?,?,?
2.283,1.07,?,0.0,?,?,?
?,?,?,0.0,0.0,2.455,3.112
?,?,?,?,?,?,?
?,?,?,?,?,?,?
4.216,?,1.248,?,0.0,4.177,?
?,0.923,?,0.0,1.0,?,?
3.914,?,1.637,?,?,?,?
?,?,?,0.0,?,1.971,?
3.102,0.693,?,0.0,?,?,?
3.393,1.292,?,0.0,?,1.595,?
?,0.223,?,?,?,2.859,?
?,?,0.83,0.0,?,?,?
?,?,1.346,?,?,1.821,6.351
?,1.437,?,?,2.0,?,?
?,?,?,0.0,?,?,?
?,?,?,0.0,?,2.294,?
?,?,?,0.0,?,?,?
3.08,0.827,?,2.0,?,1.155,?
3.012,0.223,0.76,?,?,2.637,?
2.374,?,?,?,1.0,3.818,?
2.855,?,?,0.0,?,0.454,?
?,0.405,?,?,1.0,?,1.307
?,0.0,1.25,?,?,3.267,?
3.426,0.693,?,?,1.0,1.294,?
2.878,0.134,1.684,0.0,?,0.8,2.425
?,1.263,?,1.0,4.0,?,9.612
?,?,?,?,?,-0.521,1.771
2.507,?,1.652,?,?,0.888,4.603
2.857,?,?,0.0,?,?,?
3.924,?,1.707,?,?,2.314,4.713
?,?,1.35,?,2.0,?,4.32
?,?,1.747,0.0,?,?,4.051
?,?,1.891,0.0,?,?,1.47
?,?,?,0.0,?,?,?
3.029,?,?,0.0,?,?,?
3.605,0.0,1.15,?,?,?,4.51
?,?,1.761,0.0,0.0,2.226,?
3.026,0.405,?,?,1.0,?,?
?,0.405,?,?,?,?,4.557
3.669,0.223,?,?,0.0,2.274,?
2.9,1.275,0.913,?,1.0,?,6.564
?,?,?,?,?,3.503,?
?,?,?,0.0,0.0,?,?
?,2.044,?,0.0,?,?,?
3.332,?,?,0.0,0.0,2.242,3.374
?,?,?,?,?,?,3.109
3.353,?,1.944,?,0.0,1.297,2.451
2.993,0.811,1.232,0.0,2.0,-0.059,?
2.914,?,?,0.0,?,2.715,?
3.111,?,?,?,?,2.042,?
?,?,?,?,0.0,1.433,?
3.188,?,1.244,0.0,?,?,?
?,0.223,?,?,0.0,?,?
3.514,0.134,?,1.0,0.0,?,?
3.436,?,0.951,0.0,0.0,?,?
?,?,?,?,?,1.769,4.182
?,?,1.605,?,0.0,0.706,?
?,?,1.155,?,?,3.105,?
2.685,?,?,?,?,1.246,?
?,?,?,?,?,1.246,3.11
?,?,1.388,?,?,?,?
3.52,0.223,?,0.0,0.0,?,?
4.029,?,1.729,0.0,0.0,?,?
1.883,?,?,?,0.0,?,2.924
3.432,0.638,1.385,?,1.0,?,?
3.369,?,1.614,?,?,1.587,?
?,1.232,?,?,?,4.207,?
?,?,1.562,0.0,1.0,3.182,?
?,1.182,1.901,0.0,?,?,1.234
?,?,?,?,?,4.833,?
3.035,0.223,?,?,?,?,?
?,?,?,?,0.0,2.813,?
3.867,0.0,?,?,?,3.659,?
?,?,1.752,0.0,?,?,?
?,?,?,?,?,?,?
1.634,?,?,0.0,0.0,1.313,?
?,0.429,?,?,0.0,2.679,5.229
?,1.153,?,?,?,2.938,?
1.886,1.115,?,0.0,0.0,?,4.342
?,?,1.072,0.0,1.0,?,?
?,?,1.139,0.0,?,4.548,4.727
?,?,?,1.0,?,?,3.979
3.822,?,1.125,1.0,?,?,5.51
3.113,?,?,1.0,?,?,6.143
2.565,0.452,1.529,0.0,?,?,?
?,?,?,?,?,2.429,?
?,?,?,?,?,3.11,?
3.402,0.496,?,?,?,2.345,?
3.618,?,1.686,0.0,2.0,?,?
?,?,?,0.0,0.0,?,?
?,0.0,?,?,?,3.374,?
?,1.501,1.197,0.0,0.0,?,?
?,?,0.951,?,?,?,?
2.216,?,1.287,0.0,0.0,?,?
?,?,?,?,0.0,4.207,?
2.126,?,?,?,1.0,?,?
?,?,?,0.0,?,?,?
?,?,?,?,?,2.59,?
?,1.192,1.481,?,1.0,3.16,5.052
?,1.317,1.288,0.0,0.0,2.689,4.368
3.709,1.371,?,?,1.0,?,?
?,0.887,0.954,0.0,0.0,?,4.458
?,?,?,?,0.0,2.446,?
?,?,1.381,0.0,?,?,?
3.24,0.56,0.889,?,0.0,2.214,?
?,?,?,?,?,?,?
2.079,?,?,0.0,?,?,?
?,?,1.563,?,0.0,?,?
2.137,?,1.179,?,?,0.655,?
?,?,?,?,1.0,?,?
?,?,?,0.0,?,2.2,?
?,?,?,?,?,4.416,4.674
?,?,?,0.0,?,?,?
?,0.0,?,0.0,0.0,?,?
2.591,?,?,0.0,0.0,0.874,?
?,?,1.643,?,0.0,?,3.638
3.274,1.214,1.011,?,0.0,?,6.54
2.544,?,?,0.0,?,?,?
?,?,0.788,0.0,?,?,4.961
2.8,?,?,?,?,1.437,?
3.9,?,1.572,?,?,?,?
3.177,?,1.919,?,0.0,?,?
?,1.477,1.298,?,?,?,?
3.609,?,?,?,?,?,?
?,0.331,?,?,1.0,?,4.182
?,?,?,?,1.0,?,?
?,?,?,0.0,0.0,?,3.726
?,0.934,0.984,0.0,?,?,?
?,?,?,?,0.0,?,?
?,?,1.137,1.0,?,?,?
3.756,0.0,?,0.0,0.0,?,?
2.198,?,0.79,?,?,?,?
?,0.965,1.584,?,2.0,?,?
2.862,?,1.828,0.0,?,?,?
?,?,?,?,1.0,3.913,?
?,?,0.871,?,0.0,3.046,?
?,0.223,?,0.0,?,?,?
?,?,?,0.0,2.0,?,?
?,?,0.888,0.0,0.0,6.515,?
?,?,?,?,?,2.51,?
?,?,?,?,?,?,?
2.726,0.496,?,0.0,1.0,?,3.1
?,?,?,0.0,?,?,?
3.867,?,?,0.0,?,?,?
3.33,?,1.555,0.0,?,1.042,?
2.304,?,?,0.0,0.0,?,4.635
?,0.711,?,0.0,2.0,1.746,5.472
3.323,?,?,0.0,?,?,?
3.501,?,?,1.0,?,?,?
?,0.251,?,0.0,?,1.68,?
3.38,0.874,0.903,?,?,?,5.278
3.332,?,?,?,?,3.051,?
?,?,1.406,0.0,?,?,4.32
2.857,?,?,0.0,0.0,?,4.295
2.634,0.223,?,?,?,?,?
?,?,1.046,0.0,?,4.452,?
3.179,?,0.805,0.0,0.0,?,?
?,0.251,1.506,?,?,1.564,3.57
3.026,?,?,0.0,?,?,?
3.739,?,?,0.0,?,4.431,5.68
?,?,?,?,?,0.652,?
1.844,?,?,0.0,?,3.109,?
?,?,1.546,?,?,4.651,?
3.128,?,0.797,0.0,?,?,?
2.417,1.028,?,?,1.0,?,?
?,1.273,1.132,?,?,?,5.393
2.624,?,?,0.0,0.0,?,?
3.436,1.225,1.839,0.0,?,2.054,?
2.423,?,?,?,?,?,?
?,?,1.051,?,?,?,3.588
?,?,?,?,?,?,4.508
?,1.38,?,0.0,?,1.321,?
?,?,1.25,?,?,?,?
?,?,?,?,0.0,?,?
?,1.714,2.105,0.0,?,2.358,?
?,0.452,?,0.0,0.0,?,3.463
3.353,0.405,?,1.0,?,?,?
?,1.586,0.91,2.0,?,5.361,?
?,?,1.501,?,?,?,?
?,?,1.685,0.0,1.0,1.851,?
?,?,?,0.0,2.0,?,?
3.311,?,?,?,?,?,?
0.667,?,0.906,?,0.0,1.064,5.558
?,?,1.404,?,?,?,?
?,1.54,?,?,?,?,6.171
2.183,?,?,?,?,1.395,?
2.74,?,1.603,?,1.0,?,4.215
?,?,?,?,0.0,4.203,?
3.378,?,?,?,?,1.654,?
?,1.182,?,0.0,0.0,?,?
4.311,?,0.964,0.0,0.0,3.522,?
?,0.675,2.108,0.0,0.0,?,3.656
2.893,1.236,0.907,0.0,0.0,3.842,?
3.898,0.887,1.45,0.0,?,?,?
3.675,1.718,?,0.0,?,?,4.136
?,?,?,?,?,-1.169,2.069
?,0.762,1.708,?,?,?,?
1.965,1.028,0.762,0.0,?,2.116,?
?,0.732,?,?,?,?,2.941
2.019,1.317,?,?,?,?,?
?,0.681,?,?,0.0,?,3.696
?,?,?,?,2.0,?,?
?,?,?,0.0,0.0,?,?
3.793,?,?,?,?,?,6.038
?,?,1.135,0.0,1.0,?,?
?,?,?,0.0,0.0,4.379,?
2.297,?,?,?,0.0,?,3.555
?,?,?,0.0,?,?,4.739
3.407,?,?,?,?,?,6.258
?,1.275,?,?,?,?,6.784
?,?,?,?,?,?,?
?,0.134,?,?,0.0,5.339,?
?,?,0.825,?,0.0,?,?
?,?,?,?,?,-1.265,?
?,0.916,?,?,?,?,1.153
?,0.773,0.773,?,?,2.57,?
1.975,0.802,?,?,?,2.799,4.227
?,?,?,?,0.0,3.571,4.269
2.309,?,?,0.0,0.0,?,?
3.316,0.223,?,?,0.0,1.795,?
4.223,0.638,?,?,?,3.557,?
?,?,?,?,?,?,5.63
?,0.331,1.278,0.0,?,2.773,4.777
?,?,2.456,?,0.0,-0.197,?
3.098,0.93,?,?,?,2.702,?
3.734,?,1.374,?,0.0,?,?
3.073,?,1.279,0.0,?,3.737,?
3.249,?,?,0.0,?,?,6.446
2.137,?,?,?,?,0.548,?
4.247,?,?,?,?,?,?
?,?,1.09,?,?,2.553,3.895
?,0.713,1.19,?,0.0,1.313,2.056
?,?,0.845,?,?,1.091,3.601
?,?,1.127,0.0,?,?,?
?,?,?,0.0,?,?,?
2.24,?,?,?,0.0,-0.316,?
?,0.46,?,?,?,2.206,?
?,?,1.487,1.0,?,1.002,3.598
?,0.762,0.798,0.0,0.0,?,?
?,0.811,?,1.0,?,2.841,?
?,?,?,?,0.0,2.296,?
?,?,1.282,?,?,?,3.387
3.601,?,?,?,1.0,?,3.141
?,0.405,?,0.0,?,1.619,?
?,?,?,?,?,?,?
?,0.405,?,1.0,?,4.639,?
?,?,1.205,?,1.0,?,?
?,?,?,?,?,?,?
3.073,0.693,?,?,2.0,0.787,?
1.962,?,?,?,0.0,?,?
?,0.251,?,?,0.0,1.586,3.086
?,?,?,0.0,?,?,?
3.25,?,0.95,0.0,?,3.259,3.926
2.824,0.223,1.051,0.0,?,1.801,?
?,?,?,?,?,?,?
3.11,0.0,?,?,?,?,?
2.309,0.762,?,?,2.0,?,2.715
3.2,?,1.235,0.0,3.0,?,2.681
?,?,0.913,?,?,?,?
2.077,?,0.829,?,1.0,3.458,4.424
2.086,0.331,?,1.0,?,?,3.815
?,0.223,?,?,?,2.446,3.662
?,0.732,?,0.0,?,?,3.481
2.183,?,?,?,0.0,1.395,?
?,?,1.952,0.0,?,?,1.231
?,?,?,0.0,?,0.113,?
?,0.829,?,0.0,1.0,?,4.539
?,0.0,?,0.0,?,?,?
?,0.405,?,?,?,4.639,?
?,?,2.078,0.0,?,0.489,?
2.841,?,?,?,?,0.226,?
4.031,1.113,1.106,?,?,?,?
2.479,?,0.954,0.0,0.0,?,?
3.252,0.223,?,0.0,?,?,?
2.094,?,0.86,?,?,1.886,?
?,?,0.923,0.0,?,2.102,?
2.824,?,?,?,0.0,?,3.36
?,?,1.255,?,?,2.052,?
2.477,?,0.876,0.0,?,1.7,?
?,?,0.881,0.0,?,2.37,?
2.439,?,?,?,0.0,1.748,?
?,?,1.258,?,?,?,?
?,0.0,1.182,?,?,3.854,4.938
3.219,?,?,?,0.0,?,3.397
2.495,?,0.835,?,?,1.643,1.969
3.026,?,1.787,0.0,1.0,1.373,?
?,0.582,?,?,0.0,?,?
2.126,?,?,?,?,?,?
?,?,?,?,?,?,5.05
?,0.486,?,?,?,?,?
3.609,?,?,?,0.0,3.291,?
?,?,?,?,?,?,?
2.542,0.429,1.891,0.0,?,0.562,2.12
?,?,?,?,?,1.294,?
?,?,?,?,?,2.492,?
?,?,1.415,0.0,0.0,0.575,4.919
?,?,?,?,?,?,3.289
?,0.56,1.168,0.0,?,?,?
?,?,?,?,?,1.61,4.021
?,0.134,1.853,?,0.0,?,?
?,0.891,?,?,0.0,?,?
2.876,?,1.372,0.0,?,1.737,6.148
2.251,?,?,1.0,0.0,?,?
?,?,?,0.0,?,4.206,?
2.122,1.621,1.511,0.0,?,2.64,5.677
?,0.134,1.658,?,0.0,?,?
?,1.286,?,0.0,0.0,2.223,?
2.125,?,1.537,?,0.0,?,3.007
3.452,?,?,?,?,2.54,3.742
?,?,?,0.0,?,?,5.341
?,1.74,?,?,0.0,?,?
?,?,?,?,?,?,?
3.609,?,?,0.0,?,?,?
?,?,1.399,?,0.0,?,?
?,?,1.771,?,0.0,?,2.983
?,?,1.287,4.0,?,4.453,?
?,?,?,?,?,?,6.064
?,0.251,?,0.0,0.0,-0.241,?
?,?,1.586,?,?,?,3.66
3.526,?,1.596,?,3.0,?,?
2.366,?,?,?,0.0,?,0.242
2.508,0.58,?,?,?,?,?
?,?,1.227,0.0,1.0,5.258,?
?,?,1.224,0.0,?,5.741,?
?,?,?,?,?,?,?
?,0.223,?,0.0,?,?,?
?,?,?,0.0,0.0,?,?
?,?,?,?,?,?,3.21
3.05,?,?,?,?,2.233,?
?,?,?,0.0,?,4.092,?
1.962,1.345,0.783,?,0.0,?,5.352
3.143,?,?,0.0,?,1.209,?
?,1.501,?,0.0,?,4.053,?
?,?,?,?,?,?,4.762
?,0.405,1.189,2.0,2.0,4.639,?
2.528,?,1.297,?,?,1.539,?
?,?,?,0.0,?,?,?
?,0.134,?,?,?,2.42,?
?,?,1.016,?,0.0,?,?
?,?,?,?,?,?,4.286
3.26,?,?,?,?,?,2.745
?,0.223,?,?,?,?,?
3.08,0.223,?,?,?,?,2.369
?,0.0,1.333,?,0.0,?,?
?,?,?,0.0,0.0,1.758,3.727
4.258,0.223,?,?,1.0,4.506,?
4.717,?,?,?,?,?,6.384
?,0.134,1.641,0.0,0.0,?,2.487
3.423,?,1.993,0.0,4.0,-1.358,3.689
?,?,?,0.0,?,?,?
?,?,?,?,0.0,0.8,?
4.135,?,?,?,2.0,?,5.538
?,0.223,?,?,?,?,2.853
?,0.827,0.938,?,?,?,?
?,?,?,?,0.0,?,?
?,?,0.938,0.0,?,2.239,?
3.314,?,?,1.0,0.0,?,?
?,?,?,0.0,2.0,2.576,4.664
2.086,?,0.396,0.0,0.0,4.594,6.72
?,?,0.902,0.0,?,?,?
1.925,1.364,?,0.0,?,4.19,?
2.377,?,?,?,0.0,?,?
2.215,?,0.888,?,?,1.395,?
?,0.56,1.399,?,?,?,?
?,?,?,?,?,?,?
?,?,?,?,?,1.06,?
?,?,?,?,?,2.461,?
2.636,?,?,?,0.0,2.573,?
2.439,?,?,?,0.0,?,4.856
?,0.711,1.147,?,?,?,3.846
?,?,?,?,?,?,?
1.733,?,0.81,?,0.0,?,?
?,0.827,0.938,0.0,?,?,3.91
?,0.887,?,?,0.0,?,3.932
2.377,?,?,0.0,0.0,?,?
?,0.58,?,?,?,?,?
2.583,?,?,?,?,1.968,?
?,0.58,?,?,0.0,?,?
2.329,?,?,?,?,?,3.097
2.512,0.134,?,?,?,?,?
?,0.57,0.879,?,?,-0.317,?
2.092,?,2.273,1.0,?,1.246,?
1.774,0.429,?,0.0,?,?,?
?,0.638,0.903,?,?,3.237,4.906
?,?,?,?,0.0,2.048,?
3.554,?,?,?,?,3.315,?
2.726,0.496,1.179,?,?,1.06,2.126
2.983,?,?,0.0,0.0,?,1.68
?,?,?,?,?,?,?
?,0.223,1.298,?,0.0,0.943,3.131
?,0.891,0.816,?,?,2.729,?
2.536,?,1.482,?,1.0,?,3.03
?,?,1.727,?,0.0,?,?
2.755,0.83,1.656,?,?,?,3.746
?,?,0.776,?,?,3.426,6.087
3.402,?,?,?,0.0,?,?
?,?,1.127,0.0,0.0,?,?
?,0.251,?,?,?,?,?
?,0.496,1.133,?,?,?,?
?,?,0.968,0.0,?,?,3.499
?,1.068,?,?,?,?,3.327
2.126,?,0.896,?,?,?,?
?,1.126,0.793,?,0.0,?,4.737
?,0.764,?,?,0.0,2.269,5.308
2.019,?,?,0.0,?,?,5.001
2.025,?,0.851,1.0,?,2.212,?
2.479,0.887,?,0.0,?,?,4.181
1.946,0.223,1.929,?,?,-0.172,0.534
?,?,0.911,0.0,?,?,?
3.252,0.223,?,?,0.0,?,?
2.987,1.076,0.921,0.0,?,3.318,6.077
?,?,?,?,?,?,4.132
?,?,?,0.0,?,?,3.133
2.233,?,0.841,?,0.0,3.377,5.251
2.065,?,0.852,?,?,?,?
?,?,0.913,?,?,?,4.002
3.08,0.223,1.583,?,?,?,3.757
1.634,0.798,1.093,0.0,?,0.68,2.569
?,?,?,0.0,?,4.179,?
1.634,0.713,1.19,0.0,?,?,?
?,?,1.314,?,1.0,3.474,?
?,?,?,?,?,?,4.632
?,?,1.778,?,?,?,?
?,0.223,?,0.0,1.0,?,?
?,?,1.483,?,?,-0.317,?
2.189,?,?,0.0,0.0,?,?
1.333,0.754,1.148,0.0,?,-0.386,3.487
?,?,?,?,0.0,?,?
?,0.988,1.489,0.0,1.0,?,2.725
3.828,?,0.966,1.0,2.0,?,8.604
3.029,?,2.13,?,?,0.967,?
3.003,0.134,?,?,?,?,2.647
3.74,?,1.581,?,0.0,?,?
?,1.11,1.686,?,0.0,?,2.601
3.86,?,?,?,?,3.661,?
?,0.223,1.723,?,?,?,?
?,0.331,1.667,?,?,?,1.777
2.126,?,?,?,?,?,?
?,?,?,?,0.0,?,?
?,0.923,1.317,?,?,?,?
?,?,?,?,?,?,5.842
?,1.683,0.774,?,?,?,?
4.36,0.405,?,1.0,?,?,6.665
3.027,?,?,0.0,1.0,?,3.009
?,?,?,0.0,0.0,?,3.513
3.461,?,?,?,?,2.357,3.393
?,?,?,?,1.0,?,?
?,?,?,?,?,1.748,4.208
?,?,?,?,?,?,?
3.033,0.693,1.312,?,0.0,?,4.832
?,?,1.226,0.0,1.0,?,?
?,0.223,1.778,?,0.0,?,?
?,0.223,1.705,?,0.0,0.8,?
?,?,1.662,0.0,0.0,?,?
?,0.0,?,0.0,0.0,2.255,?
1.439,1.079,?,0.0,?,?,?
?,?,1.466,0.0,?,1.95,?
5.158,?,1.791,?,?,3.118,?
?,0.713,?,1.0,0.0,?,3.561
?,1.236,?,?,?,4.268,?
?,?,?,?,0.0,5.934,4.862
3.98,?,2.013,?,?,?,?
4.305,?,?,?,?,?,?
2.926,?,?,0.0,0.0,?,3.046
?,?,1.556,?,?,?,?
2.938,?,1.225,?,2.0,?,4.593
?,0.223,?,?,0.0,?,6.634
?,0.223,?,?,?,1.795,?
?,?,1.912,?,0.0,?,?
?,?,?,?,?,?,?
?,0.223,?,?,0.0,?,?
