@relation dataset

@attribute att_1 real
@attribute att_2 real
@attribute att_3 real
@attribute att_4 real
@attribute att_5 real
@attribute att_6 real
@attribute att_7 real


@data
3.179,?,1.063,0.0,?,?,4.091
2.62,0.499,?,?,?,?,?
2.728,?,?,?,?,?,?
?,?,?,0.0,0.0,3.478,4.552
2.216,?,?,?,?,2.127,3.62
?,0.64,?,0.0,?,?,?
2.834,0.134,0.95,?,?,1.859,2.827
?,?,0.917,?,2.0,?,6.38
?,0.405,?,?,?,1.619,4.786
?,?,?,?,0.0,?,?
2.219,0.604,1.537,0.0,?,?,?
1.594,0.223,1.333,?,?,?,?
1.818,0.499,1.468,?,?,?,?
?,?,?,0.0,0.0,1.817,2.92
?,?,?,?,0.0,?,?
?,?,1.758,?,?,0.347,?
?,?,1.445,?,?,?,?
?,?,?,1.0,0.0,0.094,?
0.667,?,?,0.0,?,0.202,?
2.333,0.251,1.946,?,?,?,?
2.026,?,1.429,1.0,0.0,?,5.259
?,?,1.068,?,?,0.202,?
?,0.64,?,1.0,?,?,?
?,?,?,?,?,-1.053,0.053
?,?,?,?,?,?,2.381
?,0.331,1.627,?,?,?,2.891
3.219,0.405,?,0.0,0.0,?,?
?,?,1.581,?,?,?,3.721
3.669,0.486,1.374,0.0,0.0,?,?
3.57,?,?,?,?,2.05,?
?,?,1.671,?,?,?,?
3.802,?,1.527,?,?,?,3.7
2.802,0.223,1.6,?,1.0,1.064,?
?,1.096,1.907,?,?,-1.96,?
?,?,1.066,?,0.0,?,2.99
?,?,?,?,1.0,?,3.573
?,0.223,1.583,0.0,1.0,1.442,2.271
3.277,?,?,?,?,?,2.085
?,0.0,?,0.0,?,?,?
?,?,?,?,?,1.859,3.29
2.62,0.499,?,0.0,?,3.21,3.84
2.216,0.582,?,0.0,0.0,?,3.979
?,0.134,0.95,0.0,0.0,?,3.47
?,?,0.814,?,0.0,0.893,?
?,0.693,1.987,?,?,?,4.031
?,1.079,0.895,?,0.0,?,4.74
2.26,?,0.836,0.0,?,3.045,?
2.91,?,1.0,?,0.0,2.608,?
?,0.134,1.293,0.0,?,?,2.364
2.26,?,?,?,0.0,?,?
?,?,?,0.0,?,?,2.07
?,0.223,?,?,?,?,?
?,0.223,?,?,?,?,?
?,0.134,1.293,0.0,?,0.846,2.811
?,?,1.478,?,0.0,?,?
?,0.251,?,?,0.0,?,?
2.512,?,1.293,0.0,0.0,?,2.016
?,0.251,?,0.0,?,?,1.651
3.462,0.405,?,?,?,2.06,?
2.755,?,?,0.0,?,?,?
?,?,?,0.0,?,?,3.231
2.024,?,?,0.0,?,?,?
2.609,0.604,?,0.0,?,2.419,3.572
?,?,?,?,?,?,?
1.961,?,1.215,?,0.0,0.548,?
?,?,?,?,?,-0.534,?
?,?,1.126,?,?,?,5.072
?,?,?,?,?,-0.534,?
?,?,?,?,0.0,-0.128,1.037
?,0.134,2.102,0.0,0.0,0.8,?
?,?,1.27,0.0,?,?,?
?,0.223,?,?,?,0.408,?
?,?,1.203,0.0,?,0.156,?
3.609,0.811,?,?,?,?,?
?,0.223,1.571,0.0,?,?,?
2.0,?,?,2.0,?,-0.45,?
4.171,?,1.678,?,2.0,?,4.976
3.316,?,?,0.0,?,?,2.94
3.441,?,?,?,0.0,3.516,4.538
?,?,?,0.0,?,?,?
3.143,?,1.641,?,?,?,?
?,?,?,?,?,?,3.825
?,?,1.127,?,0.0,-0.226,?
2.709,?,2.072,?,?,?,1.78
?,?,2.003,?,?,-0.081,?
3.252,?,?,?,?,?,3.299
?,?,?,?,?,?,?
2.085,0.56,?,?,?,-0.544,1.18
?,?,?,?,?,2.021,3.168
?,?,1.562,?,?,2.129,?
3.014,0.56,?,0.0,?,0.538,3.496
?,?,?,0.0,?,3.126,?
?,?,1.614,?,0.0,1.587,3.252
?,0.223,1.633,?,?,?,2.98
2.507,0.405,?,?,?,0.076,?
3.277,?,?,?,?,?,5.47
2.67,0.496,?,0.0,0.0,?,?
2.704,0.56,1.965,?,?,?,?
?,0.486,1.343,0.0,?,2.604,3.736
?,?,?,?,0.0,1.94,?
2.594,0.251,1.287,?,?,?,1.749
?,0.223,1.614,?,?,?,?
?,?,1.571,1.0,?,?,?
?,0.604,1.515,?,?,?,?
?,0.134,1.581,?,?,3.186,?
?,?,1.599,?,0.0,3.186,?
3.199,0.56,2.033,?,?,?,1.02
2.57,1.028,2.137,?,?,?,2.973
?,?,?,0.0,?,?,?
4.005,?,?,?,?,?,5.055
3.896,?,?,?,?,?,?
3.201,?,2.004,?,0.0,?,?
3.98,?,?,0.0,0.0,?,?
4.114,?,?,0.0,?,?,?
4.237,0.223,1.565,0.0,?,?,5.268
4.63,?,?,2.0,1.0,?,3.139
?,0.331,1.259,?,?,0.496,?
2.536,?,?,?,?,?,?
?,?,1.281,0.0,?,2.813,?
?,?,?,?,?,?,?
?,?,?,0.0,?,?,4.38
2.544,?,1.245,?,0.0,?,?
1.279,1.16,1.714,?,?,?,?
?,?,1.35,?,?,3.115,?
3.222,?,?,?,?,5.149,5.861
?,?,1.17,?,0.0,4.789,?
?,?,?,0.0,?,?,?
2.96,?,1.53,?,1.0,?,5.244
4.81,?,1.42,?,2.0,?,?
?,0.56,0.927,0.0,?,3.461,?
?,?,?,0.0,1.0,?,?
2.585,1.586,0.917,?,0.0,?,6.379
1.925,?,?,?,0.0,3.764,?
?,?,0.951,?,0.0,?,?
?,?,?,0.0,?,1.701,?
2.222,0.711,?,?,?,0.828,?
?,?,0.849,?,?,?,?
2.031,?,?,?,?,?,?
?,1.408,?,?,?,?,?
?,?,1.466,0.0,?,1.097,2.392
?,?,1.476,1.0,0.0,?,3.87
?,?,?,0.0,?,?,5.642
2.359,0.405,?,?,?,?,4.287
2.085,1.079,0.895,0.0,?,?,?
1.962,?,0.819,0.0,?,2.729,?
3.041,0.947,1.298,?,?,?,?
2.377,?,?,0.0,0.0,2.239,?
3.023,?,1.168,?,?,?,?
?,?,?,1.0,0.0,?,3.118
?,?,1.074,?,0.0,?,?
?,0.134,?,?,?,2.193,?
?,?,?,0.0,?,?,?
?,1.47,?,?,?,?,4.486
2.442,1.211,?,?,?,?,4.305
?,0.889,0.835,?,0.0,1.969,?
?,?,?,?,0.0,?,4.35
?,1.286,1.294,0.0,0.0,?,?
?,0.859,2.162,?,?,?,?
?,0.134,?,0.0,?,3.395,4.65
2.961,0.405,?,0.0,0.0,?,?
?,?,?,1.0,?,?,?
?,?,1.023,?,?,2.193,?
?,?,1.17,?,?,?,?
?,?,1.583,?,?,1.442,3.727
3.281,?,?,?,?,1.121,?
?,?,?,?,?,?,?
2.026,?,1.667,1.0,?,?,?
?,0.405,?,0.0,2.0,?,?
?,?,1.717,0.0,?,2.06,?
?,0.223,1.625,1.0,0.0,?,3.654
?,?,?,0.0,?,?,3.81
?,?,1.954,?,?,-0.473,0.931
?,?,?,0.0,?,0.434,?
4.285,0.134,?,?,?,4.379,6.255
2.534,0.872,1.619,0.0,0.0,-1.186,?
4.077,?,?,?,0.0,?,4.448
3.137,?,?,?,?,?,1.086
?,?,?,0.0,?,?,2.586
?,?,?,?,?,?,?
1.667,?,?,0.0,?,?,?
?,1.07,?,?,?,1.112,?
?,?,0.909,0.0,0.0,?,?
?,1.821,?,?,2.0,5.469,6.897
2.031,?,?,?,1.0,?,6.424
?,?,?,?,0.0,4.177,?
2.119,?,?,0.0,?,0.982,?
?,?,1.637,0.0,1.0,?,3.926
?,1.38,1.264,0.0,?,1.971,?
?,?,1.316,0.0,?,?,?
3.393,1.292,2.122,?,3.0,?,3.477
3.191,?,0.847,?,?,2.859,?
2.639,?,?,?,?,?,5.985
?,?,1.346,?,?,?,?
2.164,?,1.227,?,2.0,?,?
?,0.638,?,0.0,1.0,2.922,4.68
4.255,?,?,?,?,2.294,?
?,?,?,?,1.0,?,?
3.08,0.827,?,?,0.0,?,?
?,0.223,?,?,?,2.637,?
2.374,?,?,?,?,?,?
?,?,1.325,?,2.0,0.454,?
?,0.405,?,?,1.0,?,?
3.739,0.0,?,?,2.0,?,2.149
?,0.693,?,?,1.0,?,3.025
?,0.134,1.684,?,?,0.8,?
?,?,?,1.0,?,?,9.612
?,?,?,?,0.0,-0.521,?
2.507,?,1.652,?,1.0,0.888,?
?,?,1.838,0.0,2.0,1.121,?
?,?,?,?,?,?,4.713
3.601,0.223,?,?,2.0,?,?
?,0.693,1.747,?,?,?,4.051
?,0.331,1.891,?,?,-1.053,1.47
2.429,0.405,1.927,?,1.0,?,2.583
?,0.331,1.847,0.0,?,?,?
?,?,1.15,?,?,3.562,?
2.024,0.83,1.761,?,0.0,2.226,?
?,?,?,?,?,?,?
?,0.405,?,0.0,?,?,4.557
?,0.223,?,0.0,?,2.274,?
?,?,0.913,?,?,3.574,6.564
?,?,?,0.0,0.0,3.503,4.41
?,?,?,?,?,3.467,5.38
3.164,?,?,0.0,?,?,?
3.332,?,1.294,0.0,?,?,?
2.344,?,?,?,?,1.467,3.109
3.353,0.854,1.944,0.0,?,1.297,?
?,0.811,1.232,?,?,-0.059,5.395
2.914,0.798,?,0.0,1.0,?,4.109
?,0.331,1.011,0.0,1.0,?,3.25
?,0.56,1.127,?,?,1.433,4.767
?,?,?,?,1.0,?,5.012
3.134,0.223,1.319,0.0,?,?,2.739
3.514,?,?,1.0,?,3.315,?
3.436,0.331,?,?,?,?,?
?,?,?,?,?,1.769,?
?,?,1.605,?,?,?,?
?,0.223,?,0.0,0.0,3.105,5.178
?,?,1.145,0.0,?,1.246,?
2.685,0.405,1.145,?,0.0,1.246,?
?,?,?,0.0,?,?,?
?,?,1.59,0.0,0.0,?,2.883
?,0.965,?,?,0.0,?,?
?,?,?,0.0,?,?,?
3.432,?,?,0.0,?,?,?
?,?,1.614,?,?,?,?
3.323,?,1.134,?,?,?,6.5
?,?,?,0.0,1.0,?,?
1.831,?,?,?,2.0,?,1.234
?,?,?,0.0,?,?,6.233
?,0.223,1.941,0.0,?,1.209,?
?,0.223,?,?,?,?,?
?,?,1.4,?,0.0,3.659,?
1.713,?,?,0.0,0.0,?,?
2.441,0.88,?,0.0,2.0,?,4.92
?,0.713,1.19,?,?,?,?
3.13,?,0.88,?,?,?,5.229
?,1.153,0.523,?,0.0,2.938,4.737
1.886,?,?,?,?,?,?
3.684,?,?,0.0,?,4.764,?
4.461,?,?,0.0,?,?,?
?,?,?,?,?,2.42,?
3.822,?,?,?,0.0,4.044,5.51
?,?,?,?,?,4.038,?
?,?,1.529,?,?,?,2.115
?,?,0.793,?,0.0,?,?
?,?,1.351,?,4.0,?,?
3.402,?,?,1.0,?,2.345,4.557
?,?,1.686,0.0,2.0,?,5.184
3.613,?,?,?,?,?,4.886
?,?,?,?,1.0,?,?
?,1.501,?,0.0,?,?,5.632
?,1.075,?,?,?,2.359,?
2.216,0.582,?,0.0,?,?,2.74
?,1.232,1.134,0.0,0.0,4.207,6.525
?,0.83,?,?,1.0,2.459,?
?,?,?,?,?,2.343,?
3.175,?,?,0.0,?,?,4.095
?,1.192,?,?,?,?,?
?,?,?,?,0.0,?,?
3.709,1.371,?,?,?,?,?
2.479,0.887,0.954,?,?,?,4.458
?,?,?,0.0,?,?,?
?,0.693,?,?,?,3.618,5.667
?,?,?,?,0.0,?,?
?,?,1.521,?,4.0,?,?
?,0.988,?,0.0,1.0,2.481,?
?,0.134,1.563,0.0,?,?,?
?,0.223,?,0.0,?,0.655,3.779
3.421,0.58,?,0.0,1.0,?,5.029
?,1.327,1.284,0.0,0.0,2.2,4.697
3.252,?,0.832,0.0,0.0,4.416,?
?,0.499,0.832,?,?,?,4.384
?,?,?,0.0,0.0,?,7.346
?,?,?,0.0,0.0,?,?
2.118,?,1.643,?,?,?,?
3.274,?,1.011,?,0.0,3.311,?
?,0.223,?,0.0,0.0,?,3.38
?,0.764,?,?,0.0,?,4.961
?,?,1.091,?,1.0,?,?
?,?,?,?,1.0,2.297,3.842
?,?,?,?,0.0,2.031,4.116
?,1.477,1.298,0.0,?,3.225,?
?,?,?,?,0.0,3.291,4.38
3.261,0.331,2.047,?,1.0,?,4.182
3.38,?,?,0.0,1.0,1.579,?
2.818,?,?,?,?,?,3.726
?,0.934,?,?,?,3.259,4.208
3.63,0.134,1.476,0.0,?,?,4.305
?,?,?,1.0,?,?,8.571
?,?,0.964,0.0,?,4.23,4.425
?,0.798,?,?,1.0,?,?
3.159,?,1.584,?,2.0,?,3.77
2.862,?,?,0.0,?,?,4.512
4.121,0.829,?,?,?,3.913,5.653
2.309,?,0.871,?,?,3.046,3.775
?,?,?,0.0,?,?,?
?,0.56,?,0.0,?,1.117,?
?,?,?,0.0,?,?,?
3.252,0.223,1.077,?,?,?,?
4.085,?,?,?,0.0,?,?
?,0.496,?,?,?,1.06,?
?,?,?,0.0,1.0,?,?
3.867,0.134,?,0.0,0.0,?,?
3.33,?,?,?,2.0,1.042,?
2.304,1.028,1.124,?,?,2.433,?
?,0.711,1.073,?,?,?,?
?,?,?,?,?,2.592,4.577
?,?,?,?,1.0,?,?
?,0.251,?,0.0,0.0,1.68,3.112
3.38,?,?,0.0,?,?,5.278
3.332,0.134,0.909,?,?,?,?
?,?,1.406,?,?,?,4.32
?,1.421,?,?,0.0,?,?
?,?,?,0.0,?,?,?
2.836,1.86,1.046,?,2.0,4.452,8.207
?,0.0,?,?,?,?,?
?,0.251,1.506,?,?,1.564,?
?,0.251,?,?,?,?,?
?,?,?,0.0,?,?,5.68
?,0.331,1.313,0.0,0.0,?,?
1.844,?,?,0.0,?,3.109,6.72
4.395,?,1.546,?,?,4.651,?
3.128,0.713,?,0.0,1.0,?,?
?,?,1.162,?,?,?,4.169
?,1.273,1.132,0.0,0.0,?,?
?,?,?,?,0.0,?,?
?,?,1.839,0.0,?,?,?
?,0.949,?,0.0,0.0,?,?
?,0.947,?,?,0.0,?,?
?,?,?,?,0.0,?,4.508
3.196,?,1.234,?,?,?,?
?,?,1.25,?,?,1.654,?
2.396,?,1.351,?,?,?,?
?,?,2.105,?,?,2.358,?
?,?,?,?,?,0.37,?
3.353,?,?,1.0,?,1.878,5.018
?,1.586,?,2.0,?,5.361,?
?,?,?,?,3.0,?,?
?,?,?,?,?,1.851,4.117
3.81,?,?,?,?,0.215,3.838
?,?,?,?,?,?,4.244
?,?,?,0.0,0.0,?,?
3.979,?,?,?,1.0,?,4.239
?,1.54,?,?,0.0,?,?
?,?,?,?,?,1.395,?
?,?,?,?,?,?,?
3.001,?,0.781,?,?,?,?
?,?,1.25,0.0,0.0,?,5.933
3.55,?,?,?,?,2.433,?
4.311,?,0.964,?,?,?,?
3.587,?,?,0.0,0.0,?,3.656
?,1.236,0.907,0.0,?,3.842,?
?,?,1.45,0.0,0.0,4.066,?
3.675,1.718,?,0.0,0.0,?,?
?,?,1.521,?,3.0,?,?
3.937,0.762,1.708,?,?,?,3.297
?,?,0.762,?,?,2.116,?
?,0.732,?,?,?,?,?
?,?,?,0.0,?,3.617,?
?,?,?,?,0.0,2.335,3.696
?,1.131,?,?,2.0,?,?
?,?,?,?,?,?,4.119
3.793,?,?,?,0.0,?,6.038
?,?,?,0.0,1.0,?,?
4.181,0.57,?,0.0,?,?,?
?,?,?,?,?,?,3.555
?,1.3,1.36,?,0.0,?,4.739
?,1.548,1.653,?,?,1.145,?
1.844,1.275,?,0.0,?,?,?
?,0.389,0.796,?,?,?,?
?,?,?,0.0,?,5.339,6.569
?,1.079,0.825,0.0,?,5.472,6.882
?,?,?,?,0.0,-1.265,?
?,0.916,?,?,?,?,1.153
2.11,0.773,?,0.0,?,?,3.36
1.975,?,?,?,0.0,2.799,?
?,0.223,?,?,?,?,4.269
2.309,0.907,?,?,0.0,3.046,?
3.316,0.223,?,1.0,?,?,?
?,?,?,?,?,3.557,?
?,?,?,?,?,?,?
?,?,1.278,0.0,?,2.773,4.777
?,?,2.456,2.0,0.0,-0.197,3.903
3.098,0.93,?,?,?,?,?
?,0.223,1.374,0.0,?,3.661,5.159
3.073,?,?,?,?,?,6.645
3.249,?,1.327,?,?,?,?
2.137,0.223,1.375,3.0,?,?,?
?,0.58,?,?,1.0,3.062,?
?,?,1.09,?,1.0,?,3.895
1.634,?,?,0.0,0.0,1.313,?
2.309,?,?,?,0.0,?,3.601
?,?,1.127,0.0,0.0,?,?
?,?,?,0.0,?,?,5.002
2.24,?,?,?,0.0,-0.316,?
2.233,?,?,?,0.0,?,4.96
3.24,?,?,?,?,1.002,?
2.297,?,0.798,?,0.0,2.841,?
?,?,?,?,0.0,2.841,5.277
2.568,?,1.012,?,?,?,3.513
?,?,1.282,?,?,?,?
3.601,0.223,1.254,0.0,?,?,3.141
?,?,1.609,0.0,2.0,1.619,?
?,0.223,?,?,?,2.502,3.18
4.532,0.405,?,?,4.0,?,?
4.324,0.0,1.205,0.0,?,?,?
3.08,?,?,?,?,1.442,?
?,0.693,?,?,?,0.787,?
?,1.345,?,?,?,3.617,5.752
3.386,?,?,?,?,1.586,3.086
?,0.638,0.921,?,0.0,?,3.521
3.25,0.0,?,?,0.0,?,3.926
2.824,?,1.051,?,?,1.801,?
3.134,0.223,?,?,0.0,?,2.692
?,0.0,1.079,2.0,0.0,?,3.974
?,?,1.118,0.0,?,-0.129,2.715
?,?,1.235,?,?,0.779,?
?,1.443,?,?,?,?,?
?,?,0.829,0.0,1.0,?,?
2.086,?,1.221,1.0,?,0.143,3.815
?,?,?,?,?,?,3.662
?,?,1.359,?,1.0,0.435,?
?,0.93,?,?,0.0,?,4.224
?,?,?,0.0,?,-0.703,1.231
?,?,2.609,?,?,?,?
3.871,?,?,?,1.0,3.026,?
3.046,?,?,?,?,?,4.075
4.532,?,?,2.0,?,?,?
?,?,?,0.0,?,?,?
2.841,?,1.705,0.0,?,?,?
4.031,?,?,1.0,?,?,?
2.479,?,?,?,?,?,?
3.252,?,?,0.0,?,2.51,?
?,?,?,?,?,?,?
?,?,?,?,?,?,?
2.824,0.223,?,?,?,?,3.36
?,0.972,?,0.0,?,?,?
?,?,0.876,0.0,1.0,?,?
?,1.112,?,?,0.0,?,?
2.439,?,?,0.0,?,?,?
?,0.762,1.258,?,?,?,4.369
?,0.0,?,?,0.0,?,?
?,?,?,?,0.0,?,?
2.495,?,0.835,?,?,?,?
?,?,1.787,0.0,?,1.373,?
2.875,?,?,?,?,?,?
2.126,0.83,?,0.0,?,?,4.263
?,?,?,2.0,?,?,?
?,?,1.374,?,0.0,?,?
?,0.811,?,0.0,0.0,?,4.469
?,0.932,0.931,?,?,?,?
2.542,?,?,0.0,0.0,?,2.12
?,0.331,?,?,1.0,1.294,?
3.18,1.281,?,0.0,?,?,?
?,?,1.415,?,0.0,?,4.919
2.719,0.891,?,0.0,?,?,?
3.023,?,?,0.0,?,?,?
?,?,?,1.0,?,?,?
?,?,1.853,0.0,?,?,?
?,0.891,?,0.0,?,?,4.41
2.876,?,1.372,0.0,1.0,1.737,6.148
?,?,?,1.0,?,1.61,?
?,?,?,?,?,?,?
?,?,?,?,?,2.64,?
?,?,?,?,?,-0.294,?
3.067,?,?,?,0.0,?,5.318
2.125,?,1.537,0.0,0.0,?,3.007
3.452,?,1.098,?,1.0,?,?
?,?,?,?,?,1.748,?
3.528,?,1.288,?,?,0.626,?
2.802,?,?,0.0,1.0,1.064,1.999
3.609,0.811,?,0.0,0.0,?,?
?,0.405,1.399,?,0.0,1.897,?
?,0.251,?,?,0.0,1.398,?
?,?,1.287,4.0,3.0,?,6.483
?,0.57,?,1.0,?,?,?
2.333,?,?,?,?,?,3.884
3.526,?,1.586,?,?,?,3.66
3.526,0.711,1.596,0.0,?,0.757,3.423
2.366,0.405,1.735,?,0.0,-0.534,0.242
?,0.58,0.941,?,?,?,?
?,?,?,?,1.0,5.258,?
4.356,?,1.224,?,?,5.741,5.758
2.183,0.93,?,0.0,?,?,?
?,0.223,?,?,0.0,?,?
2.508,0.58,?,?,?,?,?
?,0.134,1.016,?,0.0,?,?
?,0.405,0.868,1.0,?,2.233,?
2.585,?,1.352,?,?,?,6.551
?,?,?,?,?,?,5.352
?,?,?,?,?,1.209,2.264
2.803,?,1.124,0.0,0.0,?,5.385
?,?,?,?,?,?,?
4.532,0.405,1.189,2.0,2.0,4.639,5.541
?,0.58,?,0.0,?,?,3.025
?,?,?,?,?,2.193,?
3.171,0.134,?,1.0,?,2.42,3.569
3.103,?,1.016,?,0.0,?,?
2.456,?,0.937,0.0,?,?,?
?,?,?,0.0,1.0,1.994,?
?,?,1.6,1.0,?,1.064,4.423
?,?,?,?,1.0,?,2.369
?,?,?,?,?,?,?
2.217,0.659,?,0.0,0.0,1.758,3.727
?,?,1.538,?,1.0,4.506,?
?,0.223,1.288,1.0,1.0,?,?
?,?,?,?,0.0,?,?
?,?,1.993,?,?,?,?
3.332,?,1.068,?,0.0,?,?
2.748,0.223,?,?,0.0,?,?
?,?,?,1.0,?,?,?
?,0.223,?,0.0,0.0,?,?
2.377,0.827,0.938,?,0.0,?,5.005
2.508,?,?,?,?,?,?
2.377,?,0.938,0.0,0.0,?,?
?,0.331,1.173,1.0,?,?,3.812
3.788,?,1.365,0.0,?,?,4.664
?,?,0.396,0.0,0.0,?,6.72
?,?,?,?,?,4.926,6.006
?,1.364,?,0.0,?,?,?
2.377,?,?,0.0,?,?,5.083
?,0.887,?,?,?,1.395,?
3.905,?,?,?,?,2.65,?
?,0.56,1.349,1.0,?,?,3.917
?,?,?,?,1.0,?,?
2.568,?,?,0.0,?,?,3.594
2.636,?,0.999,0.0,?,2.573,?
2.439,0.93,0.924,?,0.0,?,4.856
?,?,1.147,0.0,?,1.515,3.846
4.137,?,1.542,0.0,?,?,?
?,?,?,0.0,0.0,?,?
?,?,?,?,0.0,?,?
?,?,0.888,?,0.0,?,3.932
?,0.827,?,?,?,?,?
2.11,?,0.805,?,?,?,?
?,?,?,0.0,?,?,?
?,0.58,?,?,0.0,1.61,?
2.329,0.711,?,?,?,1.229,3.097
2.512,?,0.862,0.0,?,?,?
?,?,?,0.0,?,?,2.445
?,?,2.273,?,1.0,?,?
?,0.429,?,0.0,?,?,?
?,0.638,0.903,0.0,0.0,3.237,?
?,0.331,?,3.0,?,2.048,4.473
3.554,?,?,?,0.0,3.315,3.459
?,?,1.179,?,?,?,2.126
2.983,0.496,?,0.0,?,?,?
?,?,?,?,0.0,?,?
?,0.223,1.298,0.0,0.0,?,?
?,?,?,?,?,?,?
?,0.496,?,0.0,?,0.204,?
2.034,0.64,1.727,?,?,0.8,2.072
2.755,0.83,?,0.0,0.0,2.957,?
1.892,?,0.776,?,?,?,?
?,0.604,?,?,?,?,5.086
?,0.811,?,0.0,?,2.604,?
3.137,?,1.335,?,?,?,2.412
?,0.496,1.133,?,1.0,?,?
1.0,1.15,?,?,1.0,0.996,?
?,1.068,?,?,?,2.538,?
2.126,1.278,0.896,?,?,4.634,?
?,?,0.793,0.0,0.0,?,?
2.217,?,0.859,?,0.0,2.269,?
?,?,0.793,0.0,?,3.314,5.001
?,?,0.851,?,?,?,4.672
?,?,?,?,0.0,1.748,?
1.946,?,?,?,?,-0.172,?
3.651,1.151,0.911,?,?,?,4.54
3.252,0.223,1.077,?,?,?,?
?,1.076,0.921,0.0,?,?,?
?,0.251,?,?,?,?,4.132
2.43,?,?,?,1.0,?,?
?,1.07,0.841,1.0,?,3.377,?
?,1.062,?,?,?,?,4.399
?,0.582,?,?,0.0,2.688,?
?,?,?,1.0,0.0,?,3.757
1.634,?,?,?,?,?,?
?,?,?,0.0,?,?,?
?,?,?,0.0,0.0,?,?
?,?,1.314,?,?,?,?
?,?,?,1.0,0.0,?,4.632
2.396,0.223,?,0.0,?,0.347,?
2.026,?,1.667,0.0,?,?,?
1.751,0.629,?,0.0,0.0,?,?
2.189,?,?,0.0,?,3.291,?
1.333,?,?,0.0,?,?,?
2.034,0.331,?,?,?,?,?
?,0.988,1.489,?,1.0,0.18,2.725
?,1.259,0.966,?,?,?,?
?,0.331,2.13,?,1.0,0.967,?
3.003,0.134,?,?,0.0,2.242,?
3.74,0.134,?,?,0.0,?,4.396
?,1.11,1.686,?,?,0.289,?
3.86,0.223,?,?,1.0,?,?
3.98,0.223,1.723,0.0,?,?,?
?,0.331,1.667,?,?,0.087,?
?,0.251,?,?,0.0,?,?
4.191,?,?,?,?,?,2.618
?,?,1.317,?,?,?,?
?,0.405,?,1.0,?,?,?
3.005,1.683,0.774,?,?,4.804,?
4.36,0.405,1.228,1.0,?,?,6.665
3.027,0.331,?,0.0,1.0,?,?
2.448,?,?,?,?,?,3.513
?,?,?,0.0,1.0,2.357,?
?,1.033,?,0.0,1.0,?,9.354
?,0.887,?,?,?,1.748,4.208
?,?,1.524,?,1.0,2.289,?
?,?,1.312,?,?,?,?
?,0.988,?,?,?,?,?
?,?,1.778,?,0.0,0.347,1.121
?,?,?,?,?,?,1.589
3.035,?,?,0.0,0.0,?,2.217
?,0.0,0.917,0.0,?,?,3.502
1.439,?,?,?,?,?,?
3.444,0.88,?,?,?,1.95,?
?,?,?,?,?,?,6.04
2.526,0.713,?,1.0,0.0,?,?
?,1.236,?,?,0.0,4.268,?
3.376,?,0.915,0.0,?,5.934,?
?,?,?,0.0,?,-0.022,1.81
4.305,?,1.348,3.0,?,?,5.192
2.926,?,1.939,?,?,?,3.046
?,?,?,0.0,?,?,?
?,1.385,?,?,?,1.02,4.593
?,?,1.29,?,?,?,6.634
?,0.223,1.319,?,?,1.795,?
?,?,?,0.0,?,-0.172,2.3
1.126,0.134,?,0.0,?,?,?
?,0.223,?,?,0.0,?,?
?,0.223,?,0.0,0.0,?,2.72
