@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {0, 1, 2}


@data
18.98,16.57,?,6.449,3.552,2.144,?,1
?,16.26,0.8637,6.271,?,?,?,1
?,16.34,?,6.219,?,2.188,6.097,?
?,?,?,5.718,?,?,5.618,?
17.99,15.86,0.8992,5.89,3.694,2.068,?,1
19.46,?,?,?,3.892,?,6.009,1
19.18,?,0.8717,6.369,?,3.357,6.229,?
?,16.42,0.8829,?,3.755,3.368,6.148,?
?,16.29,0.8917,6.037,?,2.553,5.879,?
?,?,0.9056,?,3.806,?,6.2,1
?,15.86,0.88,6.033,3.573,?,?,1
19.94,16.92,?,6.675,?,?,6.55,?
18.55,16.22,?,?,3.674,1.738,?,1
18.45,?,0.8921,6.107,3.769,2.235,5.794,1
19.38,?,?,6.303,?,3.678,?,1
19.13,16.31,0.9035,?,?,2.109,5.924,1
?,16.61,0.8722,6.259,?,6.682,?,1
?,?,0.8859,6.563,?,?,6.316,?
19.06,?,0.8854,6.416,?,?,?,1
18.96,16.2,?,?,?,?,5.75,1
?,?,?,?,?,3.084,6.185,?
18.89,16.23,?,6.227,3.769,3.639,5.966,1
?,16.9,0.8811,?,3.857,3.063,6.32,?
?,?,?,6.315,3.962,5.901,?,?
18.14,?,0.8772,?,3.563,3.619,?,1
16.17,?,0.8588,?,3.387,?,?,?
?,15.97,0.9077,?,?,2.984,5.905,1
15.99,?,?,5.363,?,3.336,?,1
?,?,?,?,?,4.188,5.992,?
18.65,16.41,?,?,3.594,4.391,6.102,1
?,?,0.8993,?,?,?,5.919,?
20.16,17.03,0.8735,6.513,?,1.91,?,?
?,15.66,0.8991,5.791,3.69,5.366,5.661,1
18.3,15.89,0.9108,5.979,?,2.837,?,1
18.94,?,0.8942,?,3.825,2.908,5.949,?
15.38,14.9,0.8706,5.884,?,?,5.795,?
?,15.33,0.8644,?,3.395,4.266,?,1
?,?,0.8823,5.776,3.408,4.972,5.847,?
?,?,0.899,?,?,?,5.439,1
17.36,15.76,?,6.145,3.574,3.526,5.971,1
?,?,0.8527,5.92,3.231,?,5.879,?
15.6,15.11,?,5.832,?,?,5.752,?
16.23,?,0.885,?,?,3.769,5.922,?
13.07,13.92,0.848,?,2.994,5.304,?,2
13.32,?,0.8613,5.541,3.073,7.035,5.44,2
?,?,0.862,?,3.074,5.995,?,2
12.22,?,0.8652,5.224,2.967,5.469,?,?
11.82,?,?,5.314,?,?,?,2
11.21,?,0.8167,?,2.687,?,5.275,?
11.43,?,0.8335,5.176,?,2.221,5.132,?
12.49,?,0.8658,5.267,?,?,5.002,2
12.7,13.71,0.8491,?,2.911,3.26,5.316,?
?,?,?,5.317,2.648,?,5.194,?
?,13.23,0.8496,?,2.84,5.195,?,?
12.01,13.52,0.8249,5.405,?,6.992,5.27,?
?,13.6,0.8333,5.408,2.833,4.756,?,2
?,13.04,?,?,?,?,?,?
?,13.05,?,5.175,2.755,?,?,?
?,13.05,?,5.25,2.675,5.813,5.219,2
11.34,12.87,0.8596,5.053,?,3.347,?,?
12.13,?,0.8081,?,2.745,4.825,5.22,?
?,13.52,?,5.444,?,4.378,?,?
11.49,?,0.8263,?,2.695,5.388,5.31,?
?,13.67,0.8425,5.451,2.879,3.082,?,?
12.02,13.33,0.8503,?,2.81,4.271,5.308,2
?,13.41,0.8416,5.267,2.847,4.988,5.046,2
12.55,?,0.8558,?,2.968,4.419,5.176,2
?,12.79,0.8558,5.011,2.794,?,5.049,2
12.1,?,0.8793,5.105,2.941,2.201,?,2
12.44,?,0.8462,5.319,2.897,?,?,2
12.15,?,?,5.417,?,?,5.338,2
11.35,13.12,0.8291,?,2.668,4.337,?,2
11.24,?,0.8359,5.09,2.715,?,5.088,?
11.02,?,0.8189,5.325,2.701,?,?,?
?,?,0.8455,5.167,2.845,?,4.956,?
11.27,12.97,?,5.088,2.763,4.309,?,2
?,13.08,0.8375,5.136,?,?,?,?
10.83,?,0.8099,5.278,2.641,?,?,2
10.8,12.57,?,4.981,2.821,4.773,5.063,?
?,13.01,0.8355,5.186,?,?,?,?
?,12.73,?,?,2.642,4.702,4.963,?
?,13.05,0.8473,?,?,?,?,?
?,13.47,0.8453,?,?,?,5.178,2
11.41,?,?,5.09,?,4.957,4.825,2
12.46,13.41,0.8706,?,?,4.987,5.147,2
12.19,13.36,?,5.24,2.909,4.857,5.158,?
11.65,13.07,0.8575,?,?,5.209,?,2
12.89,?,?,5.495,3.026,6.185,5.316,?
11.56,13.31,?,5.363,?,?,5.182,2
11.81,13.45,0.8198,?,2.716,4.898,5.352,?
10.91,12.8,0.8372,5.088,2.675,?,4.956,?
?,?,0.8594,5.089,2.821,7.524,?,2
10.59,12.41,0.8648,4.899,2.787,4.975,?,2
10.93,12.8,?,5.046,?,5.398,?,?
?,12.86,?,5.091,2.804,?,5.001,2
11.87,13.02,0.8795,5.132,?,3.597,5.132,?
10.82,12.83,?,?,?,4.853,5.089,2
12.11,13.27,0.8639,?,2.975,?,5.012,2
?,13.47,0.886,?,3.126,?,4.914,2
?,?,?,?,?,?,4.958,?
13.37,13.78,0.8849,5.32,3.128,?,5.091,2
12.62,13.67,?,?,?,3.306,?,2
?,13.38,0.8964,?,3.155,?,4.83,?
12.38,13.44,?,5.219,2.989,?,5.045,2
12.67,?,?,4.984,3.135,2.3,4.745,?
?,12.72,?,5.009,2.81,?,4.828,2
?,?,0.8874,5.183,3.091,8.456,5.0,?
?,13.47,?,5.204,2.96,?,?,?
?,?,0.8783,5.137,?,3.631,4.87,2
11.23,?,0.8511,5.14,2.795,?,5.003,?
?,13.66,?,5.236,3.232,8.315,?,2
11.84,13.21,0.8521,5.175,2.836,3.598,?,2
12.3,13.34,0.8684,5.243,2.974,5.637,?,?
