@relation dataset

@attribute area real
@attribute perimeter real
@attribute compactness real
@attribute kernel_length real
@attribute kernel_width real
@attribute asymmetry real
@attribute kernel_groove real
@attribute class {1, 2, 3}


@data
18.59,16.05,?,6.037,3.86,?,5.877,?
18.36,16.52,?,?,3.485,4.933,6.448,2
?,?,?,6.139,3.463,3.696,5.967,?
?,16.59,?,6.341,3.81,?,?,2
?,16.57,0.8687,?,3.552,?,6.453,?
18.17,?,0.8637,6.271,3.512,?,6.273,?
18.72,?,0.881,?,3.684,2.188,?,2
16.41,?,?,5.718,3.525,4.217,?,2
?,?,?,5.89,3.694,2.068,5.837,2
?,16.5,0.8985,6.113,?,?,6.009,?
19.18,16.63,?,?,?,?,6.229,?
18.95,16.42,?,6.248,?,3.368,?,2
?,16.29,0.8917,6.037,?,?,5.879,2
18.85,16.17,0.9056,6.152,3.806,?,6.2,2
?,15.86,?,6.033,3.573,?,5.929,?
19.94,16.92,?,?,?,3.252,?,2
18.55,16.22,?,6.153,3.674,1.738,5.894,2
18.45,?,0.8921,6.107,?,2.235,5.794,?
?,16.72,0.8716,6.303,3.791,3.678,?,2
19.13,?,0.9035,?,3.902,2.109,?,?
?,16.61,0.8722,?,3.737,?,?,2
?,17.25,?,?,3.991,?,6.316,2
19.06,16.45,0.8854,?,?,2.248,6.163,2
18.96,16.2,?,6.051,?,4.334,5.75,?
19.15,16.45,?,6.245,?,3.084,?,2
?,?,?,6.227,?,3.639,?,2
?,?,?,6.493,3.857,3.063,?,2
?,?,?,6.315,?,5.901,?,2
?,16.12,0.8772,?,3.563,?,?,?
16.17,15.38,0.8588,?,3.387,4.286,?,?
18.43,?,?,5.98,?,?,5.905,2
?,14.89,0.9064,5.363,?,?,5.144,2
18.75,?,0.8999,6.111,?,4.188,5.992,2
18.65,?,0.8698,6.285,?,?,?,2
17.98,?,?,5.979,3.687,2.257,5.919,2
20.16,?,?,6.513,3.773,1.91,6.185,2
17.55,15.66,?,5.791,3.69,?,5.661,2
18.3,15.89,?,5.979,3.755,2.837,?,?
?,16.32,?,6.144,3.825,2.908,5.949,?
?,14.9,0.8706,?,?,?,5.795,2
16.16,15.33,?,?,?,?,5.795,2
?,14.89,?,?,?,?,5.847,?
15.38,?,0.899,?,?,?,5.439,?
?,?,0.8785,6.145,3.574,?,?,2
15.57,15.15,0.8527,5.92,3.231,2.64,?,2
15.6,15.11,0.858,5.832,?,2.725,5.752,2
16.23,?,0.885,?,?,3.769,5.922,2
13.07,?,?,?,2.994,?,5.395,3
13.32,?,0.8613,5.541,?,?,?,3
13.34,?,0.862,5.389,?,?,5.307,3
12.22,?,?,5.224,2.967,5.469,5.221,3
?,?,0.8274,?,2.777,?,?,3
?,13.13,0.8167,5.279,?,6.169,5.275,3
11.43,13.13,0.8335,?,?,?,?,3
?,?,0.8658,?,2.967,?,5.002,?
?,?,0.8491,5.386,2.911,3.26,5.316,3
10.79,12.93,0.8107,5.317,2.648,5.462,?,3
?,?,?,?,?,5.195,?,3
12.01,?,0.8249,5.405,2.776,?,?,?
12.26,13.6,?,5.408,?,?,5.36,3
?,13.04,0.8266,?,?,3.332,?,?
11.36,?,0.8382,5.175,?,4.048,5.263,3
11.19,13.05,?,5.25,2.675,5.813,?,?
11.34,12.87,?,5.053,2.849,3.347,?,3
12.13,?,0.8081,5.394,2.745,4.825,5.22,3
11.75,13.52,0.8082,?,?,4.378,?,3
11.49,13.22,?,?,2.695,?,?,3
?,13.67,?,?,2.879,3.082,5.491,?
12.02,13.33,?,5.35,2.81,4.271,5.308,3
?,13.41,0.8416,5.267,?,4.988,5.046,3
?,13.57,0.8558,5.333,2.968,4.419,?,3
11.14,12.79,0.8558,5.011,2.794,6.388,?,?
12.1,13.15,?,5.105,2.941,2.201,5.056,3
12.44,13.59,0.8462,5.319,?,?,5.27,3
?,?,?,5.417,2.837,?,?,?
11.35,?,?,5.176,2.668,?,?,3
?,?,0.8359,5.09,2.715,?,5.088,3
?,?,0.8189,?,2.701,?,?,?
11.55,?,0.8455,5.167,2.845,6.715,4.956,3
?,12.97,?,?,2.763,?,5.0,3
?,?,0.8375,?,?,5.588,?,?
?,12.96,?,5.278,2.641,5.182,5.185,?
10.8,?,0.859,?,2.821,4.773,?,?
?,13.01,?,?,?,5.335,?,3
?,?,0.8329,?,2.642,4.702,4.963,?
?,?,0.8473,5.18,?,5.876,?,?
12.21,13.47,?,5.357,2.893,?,?,3
11.41,12.95,?,5.09,2.775,?,4.825,3
12.46,?,0.8706,5.236,?,?,5.147,?
?,?,?,5.24,2.909,4.857,5.158,?
11.65,13.07,0.8575,5.108,?,5.209,5.135,3
12.89,13.77,0.8541,5.495,3.026,6.185,5.316,?
?,13.31,0.8198,5.363,?,4.062,5.182,3
?,13.45,0.8198,5.413,2.716,?,5.352,?
10.91,12.8,0.8372,5.088,2.675,?,4.956,?
11.23,12.82,0.8594,5.089,2.821,?,4.957,3
?,12.41,0.8648,?,2.787,?,4.794,?
?,?,0.839,5.046,?,5.398,?,3
?,?,0.8563,?,2.804,3.985,5.001,3
11.87,13.02,?,5.132,2.953,3.597,5.132,?
10.82,12.83,0.8256,5.18,?,4.853,5.089,?
12.11,?,0.8639,?,2.975,?,?,3
?,13.47,?,5.16,?,4.873,4.914,3
12.79,?,?,?,3.054,5.483,?,3
?,?,0.8849,?,3.128,4.67,?,?
?,?,?,5.41,2.911,?,?,3
?,?,0.8964,?,?,2.828,4.83,3
?,13.44,?,?,2.989,?,5.045,?
12.67,?,?,4.984,3.135,2.3,?,?
11.18,?,0.868,?,2.81,4.051,4.828,3
?,?,?,5.183,3.091,8.456,?,3
12.37,13.47,?,5.204,2.96,3.919,?,?
?,?,0.8783,5.137,2.981,3.631,?,3
?,12.88,0.8511,5.14,2.795,?,?,3
13.2,?,0.8883,?,3.232,8.315,?,?
11.84,13.21,0.8521,5.175,?,?,?,?
?,?,?,?,2.974,5.637,?,3
