@relation dataset

@attribute make {0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20}
@attribute fuel-type {0, 1}
@attribute aspiration {0, 1}
@attribute num-of-doors {0, 1}
@attribute body-style {0, 1, 2, 3, 4}
@attribute drive-wheels {0, 1, 2}
@attribute wheel-base real
@attribute length real
@attribute width real
@attribute height real
@attribute curb-weight real
@attribute engine-type {0, 1, 2, 3, 4}
@attribute num-of-cylinders {0, 1, 2, 3, 4, 5}
@attribute engine-size real
@attribute fuel-system {0, 1, 2, 3, 4, 5, 6}
@attribute bore real
@attribute stroke real
@attribute compression-ratio real
@attribute horsepower real
@attribute peak-rpm real
@attribute city-mpg real
@attribute highway-mpg real
@attribute price real
@attribute symboling {0, 1, 2, 3, 4, 5}


@data
?,1,?,0,3,1,94.5,158.8,63.6,52.0,1909.0,2,2,90.0,1,?,3.11,?,70.0,?,38.0,43.0,?,?
4,?,0,1,2,1,?,?,63.8,?,1876.0,?,?,?,1,?,?,9.41,68.0,5500.0,?,41.0,?,3
?,?,?,1,2,1,93.7,157.3,63.8,50.8,1876.0,2,2,90.0,1,?,3.23,9.4,?,?,?,38.0,6377.0,3
?,?,?,1,?,?,93.7,157.3,?,50.8,2128.0,?,2,98.0,?,3.03,?,?,?,5500.0,24.0,?,?,3
4,?,0,0,2,1,?,?,?,?,1967.0,2,2,90.0,?,2.97,3.23,9.4,68.0,5500.0,31.0,38.0,?,?
4,?,0,?,?,?,93.7,157.3,63.8,?,1989.0,2,?,?,1,?,3.23,9.4,68.0,?,31.0,?,?,3
?,?,?,0,3,1,93.7,?,?,?,?,?,?,?,?,?,?,?,68.0,5500.0,31.0,?,?,3
?,1,0,?,4,?,?,174.6,64.6,59.8,?,?,?,?,?,3.34,?,?,?,?,?,?,?,1
?,?,?,1,?,1,95.9,?,?,?,?,?,?,?,3,?,3.9,?,145.0,?,?,?,?,?
?,1,0,?,?,?,86.6,144.6,63.9,50.8,1713.0,2,2,?,0,2.91,?,?,?,?,?,54.0,?,?
5,1,?,1,?,1,?,?,63.9,?,1819.0,?,?,?,?,2.91,?,9.2,?,6000.0,31.0,38.0,6855.0,?
?,?,0,?,2,1,?,150.0,64.0,?,?,?,?,79.0,0,?,3.07,10.1,?,5500.0,?,?,?,?
?,?,0,1,?,?,93.7,?,?,?,?,2,?,?,?,?,?,?,?,?,?,?,6529.0,?
?,1,?,1,?,1,93.7,?,?,52.6,?,2,?,92.0,?,?,?,?,?,?,?,?,7129.0,3
?,?,?,?,3,1,?,?,64.0,54.5,?,?,2,92.0,0,?,3.41,?,?,?,?,?,?,?
5,?,?,?,?,1,?,157.1,?,?,2024.0,2,2,92.0,?,2.92,?,9.2,76.0,6000.0,?,?,7295.0,2
5,?,0,1,?,?,96.5,?,65.2,?,2236.0,2,2,110.0,0,3.15,?,?,?,?,27.0,?,?,?
5,1,?,?,?,?,96.5,?,?,53.3,?,2,?,110.0,0,3.15,?,9.0,?,5800.0,27.0,33.0,?,?
?,?,0,0,?,1,?,?,?,?,?,?,2,?,?,?,3.58,9.0,?,?,?,33.0,8845.0,2
?,1,?,0,?,?,96.5,175.4,62.5,?,?,?,?,?,?,?,3.58,?,?,5800.0,?,?,10295.0,2
?,1,?,0,3,?,96.5,?,?,?,?,?,?,?,?,3.15,?,?,?,?,?,?,?,?
5,1,?,1,?,?,?,169.1,?,51.0,2293.0,?,?,110.0,1,3.15,3.58,?,?,?,?,?,?,3
6,1,0,?,3,?,?,?,61.8,?,2337.0,?,?,?,1,?,3.23,?,?,4800.0,?,?,?,2
6,1,0,1,?,?,96.0,?,?,?,2734.0,?,2,?,6,3.43,3.23,?,?,5000.0,?,29.0,?,4
7,?,?,?,?,?,113.0,?,69.6,?,4066.0,?,?,?,4,3.63,?,?,176.0,?,15.0,19.0,?,2
?,?,?,?,?,?,113.0,199.6,?,52.8,?,?,?,258.0,4,?,?,?,?,4750.0,?,?,?,?
7,1,0,1,?,?,102.0,?,?,?,?,?,?,?,?,3.54,?,?,?,?,?,?,?,?
?,1,?,1,?,1,93.1,159.1,64.2,?,?,?,?,?,1,?,?,9.0,?,?,?,?,5195.0,3
?,1,?,1,?,1,?,?,?,54.1,?,?,?,?,1,3.03,3.15,9.0,?,5000.0,?,?,?,3
8,1,?,?,2,?,?,?,?,54.1,?,?,?,?,?,?,?,9.0,68.0,?,31.0,?,6795.0,?
8,?,0,?,?,?,?,?,?,54.1,?,?,?,?,?,?,3.15,?,68.0,?,?,?,?,?
?,?,0,0,3,1,?,166.8,64.2,54.1,?,2,?,?,?,?,?,?,68.0,5000.0,?,?,7395.0,3
?,?,?,?,2,1,?,?,66.5,53.7,?,2,?,122.0,?,3.39,?,?,?,4800.0,26.0,?,8845.0,3
?,?,?,?,?,?,?,?,?,?,2410.0,?,?,?,1,3.39,?,8.6,84.0,?,?,?,?,?
?,1,?,?,?,?,?,?,66.5,?,?,?,?,?,1,?,?,?,84.0,?,26.0,?,10595.0,?
?,1,?,?,?,1,?,?,66.5,?,?,2,?,122.0,1,?,?,8.6,?,4800.0,?,32.0,10245.0,?
8,?,0,?,2,?,?,177.8,66.5,55.5,2425.0,?,2,122.0,?,3.39,?,?,?,?,?,?,11245.0,2
8,?,?,0,3,2,?,?,?,?,?,2,?,?,?,3.76,3.16,?,120.0,5000.0,?,27.0,18280.0,?
?,?,?,?,3,2,?,?,66.1,54.4,2700.0,2,?,?,2,3.43,3.64,22.0,?,?,?,39.0,18344.0,?
?,0,?,?,3,2,110.0,?,70.3,56.5,?,2,1,?,?,?,?,?,?,?,22.0,25.0,?,?
9,?,1,?,?,2,?,190.9,?,?,?,?,?,183.0,?,?,?,?,?,?,?,?,28248.0,1
?,?,?,?,1,?,?,?,?,?,?,?,?,183.0,2,?,3.64,?,?,?,22.0,?,?,2
?,0,?,0,3,2,115.6,?,?,?,?,2,?,?,2,?,?,?,123.0,4350.0,?,?,?,1
9,?,0,0,3,2,115.6,202.6,?,?,?,4,?,?,4,3.46,?,8.3,?,?,16.0,?,?,1
?,?,?,?,0,?,96.6,?,70.5,50.8,?,4,?,?,?,?,?,?,155.0,?,?,?,?,5
9,?,0,?,?,2,?,?,?,?,?,?,0,?,4,?,3.35,8.0,?,4500.0,14.0,?,?,?
?,1,?,?,?,?,?,199.2,?,?,3715.0,?,?,304.0,4,?,?,?,?,?,14.0,16.0,?,?
?,1,?,1,?,?,?,178.4,?,?,?,?,2,140.0,?,?,?,?,?,5000.0,?,?,?,?
?,?,?,?,?,?,?,157.3,64.4,?,?,?,?,?,?,2.97,?,?,68.0,?,?,?,5389.0,?
?,1,?,?,?,?,?,?,64.4,?,?,?,?,?,?,2.97,3.23,9.4,?,?,?,?,?,?
11,?,?,1,?,?,?,157.3,64.4,?,?,2,?,?,?,?,?,?,68.0,?,?,38.0,?,4
?,1,?,?,?,?,93.0,157.3,?,?,?,2,?,98.0,5,3.03,3.39,?,?,?,?,?,?,3
11,?,?,1,?,?,96.3,?,?,49.4,2370.0,?,2,?,5,?,?,7.5,?,?,23.0,?,?,?
11,?,?,1,?,?,?,?,65.4,?,?,?,?,?,?,?,?,?,?,5000.0,25.0,32.0,?,?
?,?,1,1,2,1,95.9,173.2,?,50.2,?,2,?,?,?,?,3.86,?,145.0,?,19.0,?,12629.0,5
?,?,?,?,2,?,?,173.2,?,?,?,?,2,156.0,5,?,?,7.0,145.0,?,?,?,?,?
?,?,1,?,2,1,?,?,?,?,?,?,?,156.0,?,?,?,7.0,?,?,19.0,?,14489.0,?
?,1,?,?,3,?,96.3,172.4,?,?,?,?,?,122.0,?,?,?,?,?,?,?,?,6989.0,3
11,1,0,0,?,?,96.3,?,65.4,?,?,?,2,?,1,3.35,?,?,88.0,5000.0,?,?,8189.0,?
?,?,?,?,3,?,?,?,?,?,2403.0,?,?,110.0,5,?,3.46,?,?,?,?,?,?,?
?,1,?,?,?,?,96.3,?,65.4,51.6,?,?,2,?,5,?,3.46,7.5,?,?,23.0,?,?,?
?,1,?,1,3,1,?,?,?,54.5,1889.0,2,?,97.0,?,3.15,3.29,?,?,5200.0,31.0,37.0,5499.0,?
12,?,?,?,3,?,?,?,63.8,54.5,?,?,?,103.0,?,2.99,?,21.9,55.0,4800.0,45.0,?,7099.0,?
?,?,?,?,?,?,?,165.3,?,54.5,?,?,2,?,?,?,?,?,?,5200.0,?,37.0,?,3
?,?,0,?,?,1,94.5,?,?,?,?,?,?,?,?,3.15,3.29,9.4,69.0,?,?,37.0,?,3
?,1,0,0,?,?,94.5,?,?,53.5,2024.0,?,?,?,?,?,?,9.4,?,?,31.0,?,?,3
12,?,0,?,3,1,?,?,?,?,?,2,?,?,?,?,?,9.4,69.0,?,?,?,?,?
?,?,0,1,2,1,94.5,?,63.8,53.3,?,?,?,?,1,?,3.29,9.4,?,5200.0,31.0,37.0,?,3
?,?,?,0,3,?,?,165.3,?,54.5,?,?,?,?,1,3.15,?,?,?,?,31.0,?,?,?
?,?,0,0,4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31.0,?,?,?
?,?,?,?,?,?,?,?,?,?,?,2,2,97.0,?,3.15,?,9.4,?,?,?,?,?,4
?,?,0,0,2,?,?,173.4,?,?,?,?,?,?,1,?,3.47,8.5,?,?,?,34.0,?,2
?,?,?,?,?,?,?,173.4,?,?,2302.0,?,?,120.0,?,?,?,?,97.0,5200.0,27.0,?,9549.0,?
?,1,0,?,?,?,100.4,181.7,66.5,55.1,3095.0,?,?,?,?,?,3.27,?,152.0,?,?,?,?,?
12,?,0,?,4,1,?,184.6,?,?,?,4,?,181.0,?,?,?,?,152.0,5200.0,?,?,14399.0,?
?,?,?,0,?,?,?,?,66.5,55.1,?,?,?,181.0,?,3.43,?,?,?,?,?,?,?,?
?,?,0,?,?,2,?,?,?,49.7,?,4,3,?,?,3.43,3.27,?,?,5200.0,?,?,?,5
?,?,1,1,2,2,?,?,67.9,49.7,?,?,?,181.0,4,?,3.27,?,?,5200.0,?,?,?,?
12,1,0,?,?,?,99.2,178.5,?,49.7,3139.0,?,3,?,?,?,3.27,?,?,?,?,?,?,?
?,?,?,0,3,?,?,186.7,?,56.7,?,?,2,120.0,?,3.46,3.19,?,97.0,?,?,?,11900.0,?
13,?,?,0,3,?,?,?,68.4,56.7,?,?,?,152.0,2,?,?,?,?,?,?,33.0,?,?
13,?,0,?,4,?,114.2,198.9,?,?,?,?,2,120.0,?,?,?,?,?,?,?,24.0,?,2
?,?,?,?,?,?,?,198.9,68.4,?,?,?,?,?,?,3.7,3.52,?,?,?,?,?,?,?
13,?,?,?,?,?,107.9,186.7,?,?,?,1,?,?,?,?,?,?,?,?,?,24.0,?,?
13,?,?,0,?,?,107.9,?,?,?,?,?,?,?,2,?,3.52,21.0,?,4150.0,28.0,33.0,?,?
13,1,0,?,?,?,?,198.9,68.4,56.7,?,?,?,?,?,3.46,2.19,?,?,?,?,?,16695.0,2
?,?,?,0,?,?,?,?,68.4,58.7,3485.0,1,?,152.0,?,3.7,?,?,?,?,?,25.0,17075.0,?
?,?,0,0,3,?,107.9,186.7,68.4,56.7,3075.0,1,2,?,4,?,?,?,97.0,?,?,?,?,2
?,?,?,?,3,2,107.9,?,68.4,?,?,?,?,?,?,?,3.52,21.0,?,?,28.0,?,17950.0,2
13,?,?,?,3,?,?,186.7,68.3,56.0,3130.0,?,2,?,4,?,3.21,?,142.0,?,?,?,?,?
?,?,0,?,?,1,93.7,157.3,63.8,50.8,?,2,2,90.0,?,2.97,?,?,68.0,5500.0,?,?,?,?
14,?,1,?,?,?,?,?,?,50.8,?,?,2,?,5,3.03,3.39,?,102.0,?,24.0,30.0,7957.0,3
?,?,0,?,?,1,?,?,63.8,50.6,?,?,?,?,?,2.97,?,?,?,?,?,38.0,?,3
?,1,?,0,?,?,?,?,?,50.8,?,2,2,90.0,1,?,?,?,?,?,?,38.0,?,3
14,1,0,?,?,?,?,?,?,?,2191.0,2,2,98.0,?,?,?,?,?,?,31.0,?,?,3
?,1,?,0,?,1,103.3,?,64.6,59.8,?,2,2,?,1,?,3.46,8.5,?,5000.0,24.0,30.0,?,1
?,?,1,1,?,2,95.9,?,66.3,50.2,?,?,?,?,?,3.59,?,7.0,?,?,19.0,?,?,?
15,?,?,?,2,?,?,?,?,?,?,2,?,?,4,?,?,?,?,?,19.0,?,?,5
15,1,?,1,?,?,89.5,168.9,?,?,?,?,?,?,4,?,?,?,207.0,?,?,?,?,5
15,1,0,?,?,2,?,?,?,?,?,3,3,?,?,?,2.9,?,?,5900.0,?,?,?,5
15,?,?,?,?,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.0,?,?,5
?,1,?,1,?,?,99.1,?,?,56.1,?,2,?,121.0,?,?,?,?,?,5250.0,?,?,11850.0,?
?,1,0,?,?,1,?,?,?,?,2695.0,2,2,?,?,?,3.07,9.3,?,5250.0,?,28.0,?,?
16,?,?,?,?,1,99.1,?,?,?,2707.0,?,?,?,?,2.54,?,?,?,?,?,?,?,?
16,1,?,?,3,?,99.1,?,66.5,56.1,?,2,?,?,4,3.54,?,?,110.0,?,?,28.0,?,?
16,?,1,1,?,1,?,186.6,66.5,56.1,?,?,2,121.0,?,?,3.07,9.0,?,?,19.0,26.0,18150.0,?
?,1,1,?,3,?,?,?,66.5,56.1,2847.0,?,?,?,?,?,3.07,?,160.0,?,?,?,?,?
17,1,?,?,?,1,93.7,?,?,?,2050.0,?,?,?,1,?,2.36,9.0,?,4900.0,?,36.0,5118.0,4
?,?,0,?,2,1,?,?,?,?,?,3,2,?,?,3.62,?,8.7,?,?,?,?,?,4
?,1,?,1,?,?,93.3,?,?,?,?,3,?,?,?,?,?,8.7,73.0,?,26.0,31.0,7603.0,?
17,1,?,?,?,?,?,?,65.4,?,?,?,2,?,?,?,?,9.5,82.0,4800.0,?,?,?,?
?,?,0,?,?,?,97.2,172.0,?,?,?,?,?,108.0,?,3.62,2.64,?,82.0,?,?,33.0,7775.0,2
?,?,0,0,3,?,97.2,?,?,?,?,?,?,?,4,3.62,?,?,?,5200.0,?,?,?,2
?,?,0,?,3,?,?,?,?,?,?,?,?,108.0,?,3.62,?,9.0,82.0,4800.0,24.0,25.0,?,?
17,1,?,0,?,0,?,?,?,?,?,?,?,?,?,3.62,?,7.7,111.0,?,24.0,?,?,?
?,?,?,0,?,?,97.0,173.5,?,?,?,?,2,?,?,3.62,2.64,?,?,?,28.0,?,7463.0,?
?,?,?,?,4,1,97.0,?,65.4,?,2455.0,?,2,?,4,?,?,?,?,?,?,31.0,?,2
17,?,?,?,?,?,96.9,?,65.4,?,2420.0,3,?,?,?,3.62,?,?,?,?,?,29.0,?,?
17,?,1,?,4,?,?,173.6,?,?,?,?,?,108.0,4,?,?,?,?,4800.0,?,?,11694.0,?
?,?,?,1,?,1,95.7,158.7,?,54.5,?,?,?,?,1,3.05,?,?,?,?,35.0,?,?,?
18,1,0,?,?,?,95.7,?,?,54.5,2040.0,?,2,?,?,?,?,9.0,?,4800.0,31.0,38.0,6338.0,?
18,?,?,?,?,?,95.7,?,?,?,2015.0,?,2,?,?,3.05,?,?,?,?,31.0,?,6488.0,?
?,?,0,0,?,?,?,?,?,59.1,2280.0,?,?,92.0,1,?,?,9.0,?,?,31.0,?,?,?
?,?,?,0,4,?,?,?,?,59.1,?,2,?,92.0,1,3.05,3.03,?,62.0,4800.0,?,?,7898.0,2
?,1,?,0,?,0,?,?,63.6,?,?,?,?,92.0,1,?,3.03,?,?,4800.0,?,?,?,?
?,?,?,0,3,?,?,166.3,?,?,2081.0,?,2,98.0,?,3.19,3.03,9.0,?,?,30.0,37.0,6938.0,2
?,1,?,?,2,?,?,166.3,?,?,2109.0,?,2,98.0,?,?,?,9.0,?,?,30.0,?,7198.0,2
18,0,0,0,3,1,?,?,?,?,2275.0,?,?,?,?,?,3.35,22.5,56.0,?,34.0,?,?,?
?,?,?,?,2,1,?,?,64.4,?,?,2,2,?,2,3.27,3.35,?,?,?,?,47.0,7788.0,2
?,1,?,0,3,?,?,166.3,?,53.0,?,2,?,98.0,1,3.19,3.03,?,70.0,4800.0,38.0,47.0,?,?
?,?,0,?,2,?,95.7,?,?,?,?,2,?,98.0,1,?,?,9.0,?,4800.0,28.0,?,?,?
18,?,0,?,?,1,95.7,?,64.4,?,?,?,?,?,?,3.19,?,?,?,?,28.0,34.0,?,2
?,1,0,?,?,?,94.5,?,64.0,52.6,?,?,2,98.0,1,?,?,9.0,?,4800.0,?,?,?,3
18,1,0,1,2,2,?,?,64.0,?,?,?,2,98.0,1,?,?,?,70.0,4800.0,?,?,?,3
?,1,0,?,?,2,?,?,?,?,?,?,?,?,4,?,3.08,?,?,6600.0,?,?,?,?
18,?,?,?,2,2,94.5,?,?,52.6,2300.0,0,2,?,4,?,?,?,112.0,?,26.0,?,?,?
18,1,?,?,?,?,?,176.2,65.6,52.0,2540.0,?,?,?,?,?,?,?,116.0,4800.0,?,?,?,4
?,?,?,?,1,?,?,176.2,?,52.0,?,2,?,?,?,3.62,?,?,?,4800.0,?,30.0,9639.0,?
18,?,?,1,?,2,98.4,176.2,?,?,2551.0,?,2,146.0,4,?,?,9.3,?,4800.0,?,?,?,?
?,?,0,?,?,?,?,176.2,65.6,52.0,2679.0,2,?,?,4,?,3.5,?,?,4800.0,24.0,30.0,?,4
?,1,?,?,2,?,?,?,?,52.0,2714.0,2,?,146.0,4,?,3.5,?,?,?,?,30.0,?,4
18,1,0,1,?,?,?,176.2,?,53.0,?,?,?,146.0,?,?,3.5,?,?,4800.0,?,?,17669.0,4
?,?,0,0,?,?,102.4,?,?,?,?,?,2,?,?,?,?,8.7,?,?,29.0,34.0,?,1
18,?,?,?,3,?,102.4,?,66.5,?,2480.0,?,2,?,2,3.27,3.35,22.5,73.0,?,?,33.0,?,1
?,?,?,?,2,?,?,?,66.5,?,?,?,?,?,?,?,?,?,92.0,?,27.0,32.0,?,?
?,1,0,?,3,?,?,?,66.5,?,2414.0,?,2,122.0,4,?,?,?,92.0,?,?,?,?,?
?,?,?,?,2,?,102.4,175.6,?,?,2458.0,?,2,?,?,?,3.54,8.7,92.0,?,?,?,?,?
18,1,?,?,?,2,102.9,?,?,?,2976.0,0,?,?,?,?,3.35,?,161.0,?,20.0,?,?,5
18,1,?,1,2,?,102.9,183.5,67.7,?,?,0,3,171.0,?,?,3.35,?,161.0,5200.0,?,?,?,?
18,?,0,0,?,2,?,?,?,54.1,3131.0,?,3,171.0,?,3.27,?,?,?,?,20.0,24.0,15690.0,?
?,1,?,?,?,?,104.5,187.8,?,?,3151.0,0,?,?,?,?,?,?,?,?,19.0,?,15750.0,?
?,?,?,?,3,?,?,?,?,?,2261.0,?,2,97.0,?,?,?,?,?,?,37.0,?,?,?
?,?,0,1,?,1,97.3,?,?,55.7,2209.0,?,?,?,?,?,3.4,?,85.0,5250.0,27.0,?,?,?
?,?,?,?,3,?,?,171.7,65.5,?,?,?,?,97.0,2,?,?,?,?,4800.0,?,46.0,?,4
19,1,?,0,?,1,?,171.7,?,55.7,?,?,?,109.0,?,?,3.4,?,85.0,?,27.0,34.0,?,4
19,1,?,0,?,?,?,?,?,?,?,?,2,109.0,?,?,?,9.0,?,?,?,?,8495.0,?
19,0,1,0,3,?,?,?,65.5,55.7,?,?,?,?,?,?,3.4,?,?,?,37.0,?,?,?
19,1,?,?,?,?,?,171.7,?,?,?,2,?,?,?,?,3.4,?,?,5500.0,?,?,?,?
?,?,0,?,0,?,94.5,159.3,?,?,?,?,?,?,?,?,?,?,?,?,24.0,29.0,11595.0,5
?,?,0,1,2,1,94.5,?,?,?,2221.0,2,?,?,4,?,3.4,?,?,?,?,?,?,?
?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,3.19,3.4,?,110.0,5500.0,19.0,24.0,13295.0,?
19,0,?,?,?,1,100.4,?,?,?,2579.0,?,?,97.0,2,?,?,?,?,?,?,?,?,?
?,1,?,?,?,?,?,?,?,55.1,?,?,2,109.0,4,?,?,9.0,88.0,?,25.0,31.0,?,?
?,1,0,0,3,?,104.3,188.8,67.2,56.2,2912.0,?,?,?,?,?,3.15,?,?,5400.0,23.0,?,?,?
?,1,0,?,?,?,?,188.8,?,?,?,2,?,?,?,3.78,3.15,9.5,?,5400.0,?,?,?,?
?,?,0,0,3,?,?,?,?,56.2,?,?,?,141.0,?,?,?,9.5,114.0,?,?,28.0,?,0
?,?,?,?,?,?,?,?,?,?,?,2,?,?,4,?,?,?,?,?,24.0,28.0,?,1
?,?,1,0,3,?,104.3,?,?,?,?,2,2,130.0,?,3.62,?,?,?,5100.0,17.0,?,?,0
?,?,?,?,4,?,?,?,?,?,3157.0,?,2,130.0,4,?,?,7.5,?,?,?,?,18950.0,1
20,1,0,0,3,?,109.1,?,?,55.5,2952.0,2,?,141.0,?,?,3.15,9.5,?,5400.0,23.0,?,16845.0,1
?,?,?,0,?,?,?,188.8,?,55.5,3049.0,2,?,?,?,3.78,?,?,160.0,5300.0,?,?,?,?
20,?,?,0,?,2,109.1,188.8,?,?,?,4,?,?,?,?,?,8.8,?,?,18.0,23.0,?,?
20,0,?,0,?,?,?,188.8,68.9,?,?,?,?,145.0,?,3.01,3.4,23.0,?,?,26.0,27.0,?,?
?,?,?,?,?,?,?,188.8,?,55.5,3062.0,?,?,141.0,?,?,?,?,114.0,?,?,25.0,?,?
